municipality,group,variable,month,Mujeres con muestra de PAP tomada,TOTAL
SANTA ROSA DEL SARA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-06-01,62,62
SANTIVAÑES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-06-01,4,4
SAPAHAQUI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-06-01,2,2
SICA SICA (VILLA AROMA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-06-01,6,6
SICAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-06-01,4,4
SIPE SIPE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-06-01,116,116
SOPACHUY,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-06-01,100,100
SORATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-06-01,8,8
SUCRE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-06-01,1758,1758
TACACHI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-06-01,1,1
TACOBAMBA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-06-01,3,3
TACOPAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-06-01,2,2
TAPACARI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-06-01,7,7
TARABUCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-06-01,132,132
TARACO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-06-01,9,9
TARATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-06-01,8,8
TARIJA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-06-01,722,722
TARVITA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-06-01,30,30
TIAWANACU,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-06-01,15,15
TINGUIPAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-06-01,2,2
TIQUIPAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-06-01,139,139
TIRAQUE (CBBA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-06-01,54,54
TITO YUPANQUI (PARQUIPUJIO),"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-06-01,2,2
TOCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-06-01,21,21
TOLATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-06-01,12,12
TOLEDO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-06-01,14,14
TOMAVE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-06-01,2,2
TOMINA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-06-01,18,18
TOTORA(CBBA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-06-01,14,14
TOTORA(ORR),"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-06-01,6,6
TRIGAL,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-06-01,3,3
TRINIDAD,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-06-01,742,742
TUPIZA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-06-01,181,181
TURCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-06-01,20,20
UNCIA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-06-01,2,2
URIONDO (A. CONCEPCION),"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-06-01,20,20
UYUNI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-06-01,45,45
VACAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-06-01,3,3
VALLEGRANDE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-06-01,80,80
VIACHA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-06-01,69,69
VILLA MONTES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-06-01,44,44
VILLA RIVERO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-06-01,3,3
VILLA SERRANO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-06-01,10,10
VILLA TUNARI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-06-01,98,98
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-06-01,13,13
VILLAZON,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-06-01,27,27
VINTO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-06-01,77,77
VITICHI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-06-01,2,2
WARNES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-06-01,61,61
YACUIBA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-06-01,649,649
YAMPARAEZ,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-06-01,34,34
YAPACANI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-06-01,95,95
YOTALA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-06-01,108,108
YUNCHARA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-06-01,6,6
ZUDAÑEZ,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-06-01,10,10
ACACIO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,23,23
ACHACACHI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,75,75
AIQUILE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,32,32
ALCALA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,27,27
ANCORAIMES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,8,8
APOLO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,3,3
ARANI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,1,1
ARBIETO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,22,22
ATOCHA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,17,17
AYATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,22,22
AZURDUY,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,14,14
BATALLAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,12,12
BERMEJO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,32,32
BETANZOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,1,1
BUENA VISTA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,30,30
"CAIZA ""D""","anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,5,5
CAJUATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,4,4
CALAMARCA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,4,4
CAMARGO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,36,36
CAMATAQUI (C. VILLA ABECIA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,9,9
CAMIRI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,24,24
CAPINOTA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,42,42
CAQUIAVIRI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,1,1
CARACOLLO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,1,1
CARANAVI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,65,65
CARANGAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,1,1
CARAPARI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,12,12
CHALLAPATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,26,26
CHARAGUA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,1,1
CHIMORE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,28,28
CHOQUE COTA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,3,3
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,12,12
CLIZA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,31,31
COBIJA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,96,96
COCHABAMBA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,3258,3258
COLCAPIRHUA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,80,80
"COLCHA ""K""","anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,1,1
COLOMI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,27,27
COLPA BELGICA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,30,30
COLQUENCHA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,4,4
COLQUIRI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,1,1
COMARAPA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,59,59
CONCEPCION,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,2,2
COPACABANA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,5,5
CORIPATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,34,34
COROICO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,47,47
CORQUE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,1,1
COTAGAITA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,12,12
COTOCA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,15,15
CUATRO CAÑADAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,18,18
CULPINA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,31,31
CURAHUARA DE CARANGAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,11,11
DESAGUADERO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,9,9
EL ALTO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,2373,2373
EL CHORO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,13,13
EL PUENTE(STC),"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,17,17
EL PUENTE(TJA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,4,4
EL TORNO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,132,132
EL VILLAR,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,11,11
ENTRE RIOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,79,79
ENTRE RIOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,13,13
EUCALIPTUS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,6,6
EXALTACION,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,14,14
FERNANDEZ ALONSO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,57,57
GENERAL SAAVEDRA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,35,35
GRAL. J.J. PEREZ (CHARAZANI),"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,1,1
GUAQUI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,7,7
GUAYARAMERIN,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,42,42
HUACARETA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,18,18
HUACHACALLA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,1,1
HUANUNI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,61,61
HUAYLLAMARCA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,8,8
ICLA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,4,4
INCAHUASI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,9,9
INQUISIVI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,1,1
IRUPANA (VILLA DE LANZA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,9,9
IXIAMAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,32,32
JESUS DE MACHACA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,28,28
LA ASUNTA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,10,10
LA GUARDIA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,106,106
LA PAZ,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,4322,4322
LAGUNILLAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,7,7
LAJA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,25,25
LAS CARRERAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,1,1
LICOMA PAMPA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,1,1
LLALLAGUA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,21,21
LURIBAY,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,19,19
MACHARETI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,15,15
MAIRANA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,28,28
MAPIRI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,24,24
MECAPACA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,4,4
MINEROS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,92,92
MIZQUE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,13,13
MOCOMOCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,8,8
MOJOCOYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,36,36
MONTEAGUDO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,67,67
MONTERO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,250,250
MORO MORO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,15,15
MOROCHATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,23,23
OCURI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,1,1
OKINAWA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,24,24
OMEREQUE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,3,3
ORURO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,708,708
PADCAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,14,14
PADILLA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,47,47
PAILON,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,19,19
PALCA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,3,3
PALOS BLANCOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,28,28
PAMPA AULLAGAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,1,1
PAMPA GRANDE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,4,4
PATACAMAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,15,15
PAZÑA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,3,3
POCONA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,9,9
POJO (CBBA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,1,1
POROMA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,92,92
PORONGO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,34,34
PORTACHUELO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,131,131
POSTRER VALLE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,20,20
POTOSI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,383,383
PRESTO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,8,8
PUCARA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,15,15
PUCARANI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,33,33
PUERTO ACOSTA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,22,22
PUERTO CARABUCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,3,3
PUERTO QUIJARRO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,7,7
PUERTO RICO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,8,8
PUERTO SUAREZ,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,6,6
PUERTO VILLARROEL,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,65,65
PUNA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,2,2
PUNATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,139,139
QUIABAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,1,1
QUILLACOLLO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,156,156
QUIME,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,8,8
QUIRUSILLAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,8,8
RIBERALTA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,71,71
ROBORE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,10,10
RURRENABAQUE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,17,17
SACABA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,316,316
SACABAMBA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,2,2
SACACA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,73,73
SAIPINA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,21,21
SAMAIPATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,72,72
SAN ANDRES DE MACHACA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,3,3
SAN ANTONIO DE LOMERIO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,9,9
SAN BENITO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,9,9
SAN BORJA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,9,9
SAN BUENA VENTURA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,27,27
SAN CARLOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,53,53
SAN IGNACIO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,71,71
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,40,40
SAN JAVIER(STC),"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,8,8
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,28,28
SAN JUAN DE YAPACANI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,41,41
SAN JULIAN,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,49,49
SAN LORENZO(TJA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,31,31
SAN LUCAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,24,24
SAN MATIAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,7,7
SAN PEDRO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,15,15
SAN PEDRO DE BUENA VISTA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,16,16
SAN RAFAEL,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,10,10
SAN RAMON,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,18,18
SANTA ANA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,21,21
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,6540,6540
SANTA ROSA DEL SARA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,80,80
SANTIAGO DE HUARI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2007-07-01,4,4
