municipality,group,variable,month,Diarreas,TOTAL
CABEZAS,diagnostico de egreso en menores de 5 anos,diarreas,2006-07-01,1,1
CAMARGO,diagnostico de egreso en menores de 5 anos,diarreas,2006-07-01,10,10
CAMIRI,diagnostico de egreso en menores de 5 anos,diarreas,2006-07-01,22,22
CARANAVI,diagnostico de egreso en menores de 5 anos,diarreas,2006-07-01,9,9
CHALLAPATA,diagnostico de egreso en menores de 5 anos,diarreas,2006-07-01,3,3
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso en menores de 5 anos,diarreas,2006-07-01,2,2
COBIJA,diagnostico de egreso en menores de 5 anos,diarreas,2006-07-01,47,47
COCHABAMBA,diagnostico de egreso en menores de 5 anos,diarreas,2006-07-01,111,111
COLCAPIRHUA,diagnostico de egreso en menores de 5 anos,diarreas,2006-07-01,4,4
COLQUIRI,diagnostico de egreso en menores de 5 anos,diarreas,2006-07-01,1,1
COMARAPA,diagnostico de egreso en menores de 5 anos,diarreas,2006-07-01,2,2
CONCEPCION,diagnostico de egreso en menores de 5 anos,diarreas,2006-07-01,4,4
COROICO,diagnostico de egreso en menores de 5 anos,diarreas,2006-07-01,2,2
COTAGAITA,diagnostico de egreso en menores de 5 anos,diarreas,2006-07-01,1,1
COTOCA,diagnostico de egreso en menores de 5 anos,diarreas,2006-07-01,4,4
CUATRO CAÑADAS,diagnostico de egreso en menores de 5 anos,diarreas,2006-07-01,11,11
CULPINA,diagnostico de egreso en menores de 5 anos,diarreas,2006-07-01,7,7
EL ALTO,diagnostico de egreso en menores de 5 anos,diarreas,2006-07-01,71,71
EL TORNO,diagnostico de egreso en menores de 5 anos,diarreas,2006-07-01,11,11
EL VILLAR,diagnostico de egreso en menores de 5 anos,diarreas,2006-07-01,3,3
GUANAY,diagnostico de egreso en menores de 5 anos,diarreas,2006-07-01,6,6
GUAYARAMERIN,diagnostico de egreso en menores de 5 anos,diarreas,2006-07-01,15,15
GUTIERREZ,diagnostico de egreso en menores de 5 anos,diarreas,2006-07-01,2,2
HUANUNI,diagnostico de egreso en menores de 5 anos,diarreas,2006-07-01,4,4
INCAHUASI,diagnostico de egreso en menores de 5 anos,diarreas,2006-07-01,1,1
LA ASUNTA,diagnostico de egreso en menores de 5 anos,diarreas,2006-07-01,3,3
LA GUARDIA,diagnostico de egreso en menores de 5 anos,diarreas,2006-07-01,2,2
LA PAZ,diagnostico de egreso en menores de 5 anos,diarreas,2006-07-01,62,62
LLALLAGUA,diagnostico de egreso en menores de 5 anos,diarreas,2006-07-01,9,9
MAGDALENA,diagnostico de egreso en menores de 5 anos,diarreas,2006-07-01,2,2
MAIRANA,diagnostico de egreso en menores de 5 anos,diarreas,2006-07-01,2,2
MAPIRI,diagnostico de egreso en menores de 5 anos,diarreas,2006-07-01,1,1
MIZQUE,diagnostico de egreso en menores de 5 anos,diarreas,2006-07-01,7,7
MONTEAGUDO,diagnostico de egreso en menores de 5 anos,diarreas,2006-07-01,4,4
MONTERO,diagnostico de egreso en menores de 5 anos,diarreas,2006-07-01,58,58
ORURO,diagnostico de egreso en menores de 5 anos,diarreas,2006-07-01,16,16
PADILLA,diagnostico de egreso en menores de 5 anos,diarreas,2006-07-01,5,5
PAILON,diagnostico de egreso en menores de 5 anos,diarreas,2006-07-01,1,1
PALOS BLANCOS,diagnostico de egreso en menores de 5 anos,diarreas,2006-07-01,5,5
PORTACHUELO,diagnostico de egreso en menores de 5 anos,diarreas,2006-07-01,3,3
POTOSI,diagnostico de egreso en menores de 5 anos,diarreas,2006-07-01,51,51
PUERTO QUIJARRO,diagnostico de egreso en menores de 5 anos,diarreas,2006-07-01,5,5
PUERTO RICO,diagnostico de egreso en menores de 5 anos,diarreas,2006-07-01,1,1
PUERTO SUAREZ,diagnostico de egreso en menores de 5 anos,diarreas,2006-07-01,9,9
PUERTO VILLARROEL,diagnostico de egreso en menores de 5 anos,diarreas,2006-07-01,13,13
PUNATA,diagnostico de egreso en menores de 5 anos,diarreas,2006-07-01,17,17
QUILLACOLLO,diagnostico de egreso en menores de 5 anos,diarreas,2006-07-01,8,8
QUIRUSILLAS,diagnostico de egreso en menores de 5 anos,diarreas,2006-07-01,1,1
REYES,diagnostico de egreso en menores de 5 anos,diarreas,2006-07-01,1,1
RIBERALTA,diagnostico de egreso en menores de 5 anos,diarreas,2006-07-01,193,193
ROBORE,diagnostico de egreso en menores de 5 anos,diarreas,2006-07-01,8,8
RURRENABAQUE,diagnostico de egreso en menores de 5 anos,diarreas,2006-07-01,6,6
SACABA,diagnostico de egreso en menores de 5 anos,diarreas,2006-07-01,19,19
SACACA,diagnostico de egreso en menores de 5 anos,diarreas,2006-07-01,1,1
SAN ANDRES,diagnostico de egreso en menores de 5 anos,diarreas,2006-07-01,1,1
SAN ANTONIO DE LOMERIO,diagnostico de egreso en menores de 5 anos,diarreas,2006-07-01,6,6
SAN BENITO,diagnostico de egreso en menores de 5 anos,diarreas,2006-07-01,1,1
SAN BORJA,diagnostico de egreso en menores de 5 anos,diarreas,2006-07-01,7,7
SAN BUENA VENTURA,diagnostico de egreso en menores de 5 anos,diarreas,2006-07-01,2,2
SAN CARLOS,diagnostico de egreso en menores de 5 anos,diarreas,2006-07-01,15,15
SAN IGNACIO,diagnostico de egreso en menores de 5 anos,diarreas,2006-07-01,2,2
SAN IGNACIO DE VELASCO,diagnostico de egreso en menores de 5 anos,diarreas,2006-07-01,40,40
SAN JOAQUIN,diagnostico de egreso en menores de 5 anos,diarreas,2006-07-01,5,5
SAN JOSE DE CHIQUITOS,diagnostico de egreso en menores de 5 anos,diarreas,2006-07-01,12,12
SAN JULIAN,diagnostico de egreso en menores de 5 anos,diarreas,2006-07-01,14,14
SAN LUCAS,diagnostico de egreso en menores de 5 anos,diarreas,2006-07-01,4,4
SAN MIGUEL DE VELASCO,diagnostico de egreso en menores de 5 anos,diarreas,2006-07-01,16,16
SAN PEDRO,diagnostico de egreso en menores de 5 anos,diarreas,2006-07-01,2,2
SAN RAFAEL,diagnostico de egreso en menores de 5 anos,diarreas,2006-07-01,7,7
SAN RAMON,diagnostico de egreso en menores de 5 anos,diarreas,2006-07-01,5,5
SANTA ANA,diagnostico de egreso en menores de 5 anos,diarreas,2006-07-01,6,6
SANTA CRUZ DE LA SIERRA,diagnostico de egreso en menores de 5 anos,diarreas,2006-07-01,641,641
SANTA ROSA,diagnostico de egreso en menores de 5 anos,diarreas,2006-07-01,2,2
SOPACHUY,diagnostico de egreso en menores de 5 anos,diarreas,2006-07-01,26,26
SUCRE,diagnostico de egreso en menores de 5 anos,diarreas,2006-07-01,16,16
TAPACARI,diagnostico de egreso en menores de 5 anos,diarreas,2006-07-01,1,1
TARABUCO,diagnostico de egreso en menores de 5 anos,diarreas,2006-07-01,6,6
TARIJA,diagnostico de egreso en menores de 5 anos,diarreas,2006-07-01,24,24
TARVITA,diagnostico de egreso en menores de 5 anos,diarreas,2006-07-01,7,7
TIPUANI,diagnostico de egreso en menores de 5 anos,diarreas,2006-07-01,2,2
TIQUIPAYA,diagnostico de egreso en menores de 5 anos,diarreas,2006-07-01,5,5
TIRAQUE (CBBA),diagnostico de egreso en menores de 5 anos,diarreas,2006-07-01,14,14
TOLEDO,diagnostico de egreso en menores de 5 anos,diarreas,2006-07-01,5,5
TOMINA,diagnostico de egreso en menores de 5 anos,diarreas,2006-07-01,5,5
TORO TORO,diagnostico de egreso en menores de 5 anos,diarreas,2006-07-01,1,1
TOTORA(CBBA),diagnostico de egreso en menores de 5 anos,diarreas,2006-07-01,2,2
TRINIDAD,diagnostico de egreso en menores de 5 anos,diarreas,2006-07-01,66,66
TUPIZA,diagnostico de egreso en menores de 5 anos,diarreas,2006-07-01,12,12
UNCIA,diagnostico de egreso en menores de 5 anos,diarreas,2006-07-01,13,13
VALLEGRANDE,diagnostico de egreso en menores de 5 anos,diarreas,2006-07-01,9,9
VIACHA,diagnostico de egreso en menores de 5 anos,diarreas,2006-07-01,2,2
VILLA MONTES,diagnostico de egreso en menores de 5 anos,diarreas,2006-07-01,5,5
VILLA TUNARI,diagnostico de egreso en menores de 5 anos,diarreas,2006-07-01,16,16
VILLA VACA GUZMAN (MUYUPAMPA),diagnostico de egreso en menores de 5 anos,diarreas,2006-07-01,8,8
VILLAZON,diagnostico de egreso en menores de 5 anos,diarreas,2006-07-01,4,4
WARNES,diagnostico de egreso en menores de 5 anos,diarreas,2006-07-01,10,10
YACUIBA,diagnostico de egreso en menores de 5 anos,diarreas,2006-07-01,46,46
YAPACANI,diagnostico de egreso en menores de 5 anos,diarreas,2006-07-01,11,11
ZUDAÑEZ,diagnostico de egreso en menores de 5 anos,diarreas,2006-07-01,1,1
ACACIO,diagnostico de egreso en menores de 5 anos,diarreas,2006-08-01,1,1
AIQUILE,diagnostico de egreso en menores de 5 anos,diarreas,2006-08-01,2,2
ANCORAIMES,diagnostico de egreso en menores de 5 anos,diarreas,2006-08-01,1,1
APOLO,diagnostico de egreso en menores de 5 anos,diarreas,2006-08-01,1,1
ASCENCION DE GUARAYOS,diagnostico de egreso en menores de 5 anos,diarreas,2006-08-01,10,10
ATOCHA,diagnostico de egreso en menores de 5 anos,diarreas,2006-08-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),diagnostico de egreso en menores de 5 anos,diarreas,2006-08-01,2,2
BERMEJO,diagnostico de egreso en menores de 5 anos,diarreas,2006-08-01,8,8
CABEZAS,diagnostico de egreso en menores de 5 anos,diarreas,2006-08-01,2,2
CAMARGO,diagnostico de egreso en menores de 5 anos,diarreas,2006-08-01,5,5
CAMIRI,diagnostico de egreso en menores de 5 anos,diarreas,2006-08-01,32,32
CARANAVI,diagnostico de egreso en menores de 5 anos,diarreas,2006-08-01,11,11
CHALLAPATA,diagnostico de egreso en menores de 5 anos,diarreas,2006-08-01,4,4
CHARAGUA,diagnostico de egreso en menores de 5 anos,diarreas,2006-08-01,1,1
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso en menores de 5 anos,diarreas,2006-08-01,4,4
COBIJA,diagnostico de egreso en menores de 5 anos,diarreas,2006-08-01,26,26
COCHABAMBA,diagnostico de egreso en menores de 5 anos,diarreas,2006-08-01,148,148
COLCAPIRHUA,diagnostico de egreso en menores de 5 anos,diarreas,2006-08-01,1,1
COLQUIRI,diagnostico de egreso en menores de 5 anos,diarreas,2006-08-01,1,1
COMARAPA,diagnostico de egreso en menores de 5 anos,diarreas,2006-08-01,1,1
CONCEPCION,diagnostico de egreso en menores de 5 anos,diarreas,2006-08-01,1,1
COROICO,diagnostico de egreso en menores de 5 anos,diarreas,2006-08-01,1,1
COTOCA,diagnostico de egreso en menores de 5 anos,diarreas,2006-08-01,6,6
CULPINA,diagnostico de egreso en menores de 5 anos,diarreas,2006-08-01,2,2
EL ALTO,diagnostico de egreso en menores de 5 anos,diarreas,2006-08-01,74,74
EL TORNO,diagnostico de egreso en menores de 5 anos,diarreas,2006-08-01,3,3
EL VILLAR,diagnostico de egreso en menores de 5 anos,diarreas,2006-08-01,3,3
EUCALIPTUS,diagnostico de egreso en menores de 5 anos,diarreas,2006-08-01,1,1
GUANAY,diagnostico de egreso en menores de 5 anos,diarreas,2006-08-01,1,1
GUAYARAMERIN,diagnostico de egreso en menores de 5 anos,diarreas,2006-08-01,30,30
HUANUNI,diagnostico de egreso en menores de 5 anos,diarreas,2006-08-01,6,6
LA ASUNTA,diagnostico de egreso en menores de 5 anos,diarreas,2006-08-01,3,3
LA GUARDIA,diagnostico de egreso en menores de 5 anos,diarreas,2006-08-01,4,4
LA PAZ,diagnostico de egreso en menores de 5 anos,diarreas,2006-08-01,99,99
LLALLAGUA,diagnostico de egreso en menores de 5 anos,diarreas,2006-08-01,10,10
MAGDALENA,diagnostico de egreso en menores de 5 anos,diarreas,2006-08-01,11,11
MAIRANA,diagnostico de egreso en menores de 5 anos,diarreas,2006-08-01,1,1
MIZQUE,diagnostico de egreso en menores de 5 anos,diarreas,2006-08-01,2,2
MONTEAGUDO,diagnostico de egreso en menores de 5 anos,diarreas,2006-08-01,6,6
MONTERO,diagnostico de egreso en menores de 5 anos,diarreas,2006-08-01,65,65
ORURO,diagnostico de egreso en menores de 5 anos,diarreas,2006-08-01,29,29
PADILLA,diagnostico de egreso en menores de 5 anos,diarreas,2006-08-01,9,9
PALOS BLANCOS,diagnostico de egreso en menores de 5 anos,diarreas,2006-08-01,5,5
POROMA,diagnostico de egreso en menores de 5 anos,diarreas,2006-08-01,1,1
PORTACHUELO,diagnostico de egreso en menores de 5 anos,diarreas,2006-08-01,3,3
POTOSI,diagnostico de egreso en menores de 5 anos,diarreas,2006-08-01,60,60
PUERTO QUIJARRO,diagnostico de egreso en menores de 5 anos,diarreas,2006-08-01,1,1
PUERTO RICO,diagnostico de egreso en menores de 5 anos,diarreas,2006-08-01,1,1
PUERTO SUAREZ,diagnostico de egreso en menores de 5 anos,diarreas,2006-08-01,5,5
PUERTO VILLARROEL,diagnostico de egreso en menores de 5 anos,diarreas,2006-08-01,11,11
PUNATA,diagnostico de egreso en menores de 5 anos,diarreas,2006-08-01,17,17
QUILLACOLLO,diagnostico de egreso en menores de 5 anos,diarreas,2006-08-01,12,12
RIBERALTA,diagnostico de egreso en menores de 5 anos,diarreas,2006-08-01,233,233
ROBORE,diagnostico de egreso en menores de 5 anos,diarreas,2006-08-01,6,6
RURRENABAQUE,diagnostico de egreso en menores de 5 anos,diarreas,2006-08-01,6,6
SACABA,diagnostico de egreso en menores de 5 anos,diarreas,2006-08-01,29,29
SACACA,diagnostico de egreso en menores de 5 anos,diarreas,2006-08-01,2,2
SAN BORJA,diagnostico de egreso en menores de 5 anos,diarreas,2006-08-01,15,15
SAN BUENA VENTURA,diagnostico de egreso en menores de 5 anos,diarreas,2006-08-01,4,4
SAN CARLOS,diagnostico de egreso en menores de 5 anos,diarreas,2006-08-01,23,23
SAN IGNACIO,diagnostico de egreso en menores de 5 anos,diarreas,2006-08-01,6,6
SAN IGNACIO DE VELASCO,diagnostico de egreso en menores de 5 anos,diarreas,2006-08-01,37,37
SAN JAVIER(STC),diagnostico de egreso en menores de 5 anos,diarreas,2006-08-01,1,1
SAN JOAQUIN,diagnostico de egreso en menores de 5 anos,diarreas,2006-08-01,3,3
SAN JOSE DE CHIQUITOS,diagnostico de egreso en menores de 5 anos,diarreas,2006-08-01,6,6
SAN JULIAN,diagnostico de egreso en menores de 5 anos,diarreas,2006-08-01,18,18
SAN LUCAS,diagnostico de egreso en menores de 5 anos,diarreas,2006-08-01,2,2
SAN MATIAS,diagnostico de egreso en menores de 5 anos,diarreas,2006-08-01,3,3
SAN MIGUEL DE VELASCO,diagnostico de egreso en menores de 5 anos,diarreas,2006-08-01,12,12
SAN PEDRO,diagnostico de egreso en menores de 5 anos,diarreas,2006-08-01,2,2
SAN RAFAEL,diagnostico de egreso en menores de 5 anos,diarreas,2006-08-01,3,3
SAN RAMON,diagnostico de egreso en menores de 5 anos,diarreas,2006-08-01,1,1
SAN RAMON,diagnostico de egreso en menores de 5 anos,diarreas,2006-08-01,2,2
SANTA ANA,diagnostico de egreso en menores de 5 anos,diarreas,2006-08-01,15,15
SANTA CRUZ DE LA SIERRA,diagnostico de egreso en menores de 5 anos,diarreas,2006-08-01,715,715
SANTA ROSA,diagnostico de egreso en menores de 5 anos,diarreas,2006-08-01,6,6
SIPE SIPE,diagnostico de egreso en menores de 5 anos,diarreas,2006-08-01,1,1
SOPACHUY,diagnostico de egreso en menores de 5 anos,diarreas,2006-08-01,14,14
SUCRE,diagnostico de egreso en menores de 5 anos,diarreas,2006-08-01,27,27
TARABUCO,diagnostico de egreso en menores de 5 anos,diarreas,2006-08-01,3,3
TARIJA,diagnostico de egreso en menores de 5 anos,diarreas,2006-08-01,2,2
TARVITA,diagnostico de egreso en menores de 5 anos,diarreas,2006-08-01,1,1
TIPUANI,diagnostico de egreso en menores de 5 anos,diarreas,2006-08-01,1,1
TIQUIPAYA,diagnostico de egreso en menores de 5 anos,diarreas,2006-08-01,4,4
TIRAQUE (CBBA),diagnostico de egreso en menores de 5 anos,diarreas,2006-08-01,19,19
TOMINA,diagnostico de egreso en menores de 5 anos,diarreas,2006-08-01,2,2
TOTORA(CBBA),diagnostico de egreso en menores de 5 anos,diarreas,2006-08-01,3,3
TRINIDAD,diagnostico de egreso en menores de 5 anos,diarreas,2006-08-01,74,74
TUPIZA,diagnostico de egreso en menores de 5 anos,diarreas,2006-08-01,17,17
UNCIA,diagnostico de egreso en menores de 5 anos,diarreas,2006-08-01,14,14
VALLEGRANDE,diagnostico de egreso en menores de 5 anos,diarreas,2006-08-01,6,6
VILLA MONTES,diagnostico de egreso en menores de 5 anos,diarreas,2006-08-01,12,12
VILLA TUNARI,diagnostico de egreso en menores de 5 anos,diarreas,2006-08-01,21,21
VILLA VACA GUZMAN (MUYUPAMPA),diagnostico de egreso en menores de 5 anos,diarreas,2006-08-01,2,2
VILLAZON,diagnostico de egreso en menores de 5 anos,diarreas,2006-08-01,2,2
WARNES,diagnostico de egreso en menores de 5 anos,diarreas,2006-08-01,9,9
YACUIBA,diagnostico de egreso en menores de 5 anos,diarreas,2006-08-01,29,29
YAMPARAEZ,diagnostico de egreso en menores de 5 anos,diarreas,2006-08-01,1,1
YANACACHI,diagnostico de egreso en menores de 5 anos,diarreas,2006-08-01,1,1
YAPACANI,diagnostico de egreso en menores de 5 anos,diarreas,2006-08-01,11,11
ACHACACHI,diagnostico de egreso en menores de 5 anos,diarreas,2006-09-01,1,1
AIQUILE,diagnostico de egreso en menores de 5 anos,diarreas,2006-09-01,1,1
ASCENCION DE GUARAYOS,diagnostico de egreso en menores de 5 anos,diarreas,2006-09-01,7,7
ATOCHA,diagnostico de egreso en menores de 5 anos,diarreas,2006-09-01,1,1
BERMEJO,diagnostico de egreso en menores de 5 anos,diarreas,2006-09-01,9,9
BOYUIBE,diagnostico de egreso en menores de 5 anos,diarreas,2006-09-01,1,1
CAMARGO,diagnostico de egreso en menores de 5 anos,diarreas,2006-09-01,5,5
CAMIRI,diagnostico de egreso en menores de 5 anos,diarreas,2006-09-01,16,16
CARANAVI,diagnostico de egreso en menores de 5 anos,diarreas,2006-09-01,6,6
CHALLAPATA,diagnostico de egreso en menores de 5 anos,diarreas,2006-09-01,2,2
CHARAGUA,diagnostico de egreso en menores de 5 anos,diarreas,2006-09-01,7,7
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso en menores de 5 anos,diarreas,2006-09-01,4,4
COBIJA,diagnostico de egreso en menores de 5 anos,diarreas,2006-09-01,35,35
COCHABAMBA,diagnostico de egreso en menores de 5 anos,diarreas,2006-09-01,92,92
COLCAPIRHUA,diagnostico de egreso en menores de 5 anos,diarreas,2006-09-01,4,4
COMARAPA,diagnostico de egreso en menores de 5 anos,diarreas,2006-09-01,8,8
CONCEPCION,diagnostico de egreso en menores de 5 anos,diarreas,2006-09-01,1,1
COROICO,diagnostico de egreso en menores de 5 anos,diarreas,2006-09-01,3,3
COTOCA,diagnostico de egreso en menores de 5 anos,diarreas,2006-09-01,7,7
CULPINA,diagnostico de egreso en menores de 5 anos,diarreas,2006-09-01,2,2
EL ALTO,diagnostico de egreso en menores de 5 anos,diarreas,2006-09-01,81,81
EL TORNO,diagnostico de egreso en menores de 5 anos,diarreas,2006-09-01,13,13
EL VILLAR,diagnostico de egreso en menores de 5 anos,diarreas,2006-09-01,1,1
ENTRE RIOS,diagnostico de egreso en menores de 5 anos,diarreas,2006-09-01,1,1
GUAYARAMERIN,diagnostico de egreso en menores de 5 anos,diarreas,2006-09-01,32,32
HUANUNI,diagnostico de egreso en menores de 5 anos,diarreas,2006-09-01,5,5
LA ASUNTA,diagnostico de egreso en menores de 5 anos,diarreas,2006-09-01,1,1
LA GUARDIA,diagnostico de egreso en menores de 5 anos,diarreas,2006-09-01,9,9
LA PAZ,diagnostico de egreso en menores de 5 anos,diarreas,2006-09-01,63,63
LLALLAGUA,diagnostico de egreso en menores de 5 anos,diarreas,2006-09-01,16,16
LORETO,diagnostico de egreso en menores de 5 anos,diarreas,2006-09-01,1,1
MAGDALENA,diagnostico de egreso en menores de 5 anos,diarreas,2006-09-01,6,6
MAIRANA,diagnostico de egreso en menores de 5 anos,diarreas,2006-09-01,2,2
MIZQUE,diagnostico de egreso en menores de 5 anos,diarreas,2006-09-01,3,3
MOJOCOYA,diagnostico de egreso en menores de 5 anos,diarreas,2006-09-01,1,1
MONTEAGUDO,diagnostico de egreso en menores de 5 anos,diarreas,2006-09-01,6,6
MONTERO,diagnostico de egreso en menores de 5 anos,diarreas,2006-09-01,49,49
ORURO,diagnostico de egreso en menores de 5 anos,diarreas,2006-09-01,25,25
PADILLA,diagnostico de egreso en menores de 5 anos,diarreas,2006-09-01,3,3
PAILON,diagnostico de egreso en menores de 5 anos,diarreas,2006-09-01,1,1
PALOS BLANCOS,diagnostico de egreso en menores de 5 anos,diarreas,2006-09-01,2,2
PATACAMAYA,diagnostico de egreso en menores de 5 anos,diarreas,2006-09-01,1,1
PORTACHUELO,diagnostico de egreso en menores de 5 anos,diarreas,2006-09-01,6,6
PORVENIR,diagnostico de egreso en menores de 5 anos,diarreas,2006-09-01,60,60
POTOSI,diagnostico de egreso en menores de 5 anos,diarreas,2006-09-01,49,49
PUERTO QUIJARRO,diagnostico de egreso en menores de 5 anos,diarreas,2006-09-01,4,4
PUERTO SUAREZ,diagnostico de egreso en menores de 5 anos,diarreas,2006-09-01,1,1
PUERTO VILLARROEL,diagnostico de egreso en menores de 5 anos,diarreas,2006-09-01,13,13
PUNATA,diagnostico de egreso en menores de 5 anos,diarreas,2006-09-01,12,12
QUILLACOLLO,diagnostico de egreso en menores de 5 anos,diarreas,2006-09-01,18,18
REYES,diagnostico de egreso en menores de 5 anos,diarreas,2006-09-01,1,1
RIBERALTA,diagnostico de egreso en menores de 5 anos,diarreas,2006-09-01,165,165
ROBORE,diagnostico de egreso en menores de 5 anos,diarreas,2006-09-01,6,6
RURRENABAQUE,diagnostico de egreso en menores de 5 anos,diarreas,2006-09-01,3,3
SACABA,diagnostico de egreso en menores de 5 anos,diarreas,2006-09-01,51,51
SAN ANDRES,diagnostico de egreso en menores de 5 anos,diarreas,2006-09-01,5,5
SAN BENITO,diagnostico de egreso en menores de 5 anos,diarreas,2006-09-01,1,1
SAN BORJA,diagnostico de egreso en menores de 5 anos,diarreas,2006-09-01,17,17
SAN BUENA VENTURA,diagnostico de egreso en menores de 5 anos,diarreas,2006-09-01,1,1
SAN CARLOS,diagnostico de egreso en menores de 5 anos,diarreas,2006-09-01,19,19
SAN IGNACIO,diagnostico de egreso en menores de 5 anos,diarreas,2006-09-01,3,3
SAN IGNACIO DE VELASCO,diagnostico de egreso en menores de 5 anos,diarreas,2006-09-01,28,28
SAN JAVIER(STC),diagnostico de egreso en menores de 5 anos,diarreas,2006-09-01,2,2
SAN JOAQUIN,diagnostico de egreso en menores de 5 anos,diarreas,2006-09-01,4,4
SAN JOSE DE CHIQUITOS,diagnostico de egreso en menores de 5 anos,diarreas,2006-09-01,3,3
SAN JULIAN,diagnostico de egreso en menores de 5 anos,diarreas,2006-09-01,20,20
SAN MATIAS,diagnostico de egreso en menores de 5 anos,diarreas,2006-09-01,1,1
SAN MIGUEL DE VELASCO,diagnostico de egreso en menores de 5 anos,diarreas,2006-09-01,1,1
SAN PEDRO,diagnostico de egreso en menores de 5 anos,diarreas,2006-09-01,14,14
SAN RAFAEL,diagnostico de egreso en menores de 5 anos,diarreas,2006-09-01,1,1
SAN RAMON,diagnostico de egreso en menores de 5 anos,diarreas,2006-09-01,3,3
SANTA ANA,diagnostico de egreso en menores de 5 anos,diarreas,2006-09-01,7,7
SANTA CRUZ DE LA SIERRA,diagnostico de egreso en menores de 5 anos,diarreas,2006-09-01,497,497
SANTA ROSA,diagnostico de egreso en menores de 5 anos,diarreas,2006-09-01,1,1
SANTA ROSA DEL SARA,diagnostico de egreso en menores de 5 anos,diarreas,2006-09-01,1,1
SUCRE,diagnostico de egreso en menores de 5 anos,diarreas,2006-09-01,49,49
TACACOMA,diagnostico de egreso en menores de 5 anos,diarreas,2006-09-01,1,1
TARABUCO,diagnostico de egreso en menores de 5 anos,diarreas,2006-09-01,2,2
TARIJA,diagnostico de egreso en menores de 5 anos,diarreas,2006-09-01,6,6
TINGUIPAYA,diagnostico de egreso en menores de 5 anos,diarreas,2006-09-01,3,3
TIQUIPAYA,diagnostico de egreso en menores de 5 anos,diarreas,2006-09-01,2,2
TIRAQUE (CBBA),diagnostico de egreso en menores de 5 anos,diarreas,2006-09-01,12,12
TOLEDO,diagnostico de egreso en menores de 5 anos,diarreas,2006-09-01,2,2
TOTORA(CBBA),diagnostico de egreso en menores de 5 anos,diarreas,2006-09-01,1,1
TRINIDAD,diagnostico de egreso en menores de 5 anos,diarreas,2006-09-01,33,33
TUPIZA,diagnostico de egreso en menores de 5 anos,diarreas,2006-09-01,7,7
UNCIA,diagnostico de egreso en menores de 5 anos,diarreas,2006-09-01,13,13
URIONDO (A. CONCEPCION),diagnostico de egreso en menores de 5 anos,diarreas,2006-09-01,1,1
VALLEGRANDE,diagnostico de egreso en menores de 5 anos,diarreas,2006-09-01,4,4
VIACHA,diagnostico de egreso en menores de 5 anos,diarreas,2006-09-01,4,4
VILLA TUNARI,diagnostico de egreso en menores de 5 anos,diarreas,2006-09-01,13,13
VILLA VACA GUZMAN (MUYUPAMPA),diagnostico de egreso en menores de 5 anos,diarreas,2006-09-01,1,1
VILLAZON,diagnostico de egreso en menores de 5 anos,diarreas,2006-09-01,2,2
VINTO,diagnostico de egreso en menores de 5 anos,diarreas,2006-09-01,4,4
WARNES,diagnostico de egreso en menores de 5 anos,diarreas,2006-09-01,11,11
YACUIBA,diagnostico de egreso en menores de 5 anos,diarreas,2006-09-01,50,50
YAPACANI,diagnostico de egreso en menores de 5 anos,diarreas,2006-09-01,5,5
YUNCHARA,diagnostico de egreso en menores de 5 anos,diarreas,2006-09-01,4,4
ACHACACHI,diagnostico de egreso en menores de 5 anos,diarreas,2006-10-01,1,1
AIQUILE,diagnostico de egreso en menores de 5 anos,diarreas,2006-10-01,1,1
APOLO,diagnostico de egreso en menores de 5 anos,diarreas,2006-10-01,2,2
ASCENCION DE GUARAYOS,diagnostico de egreso en menores de 5 anos,diarreas,2006-10-01,10,10
ATOCHA,diagnostico de egreso en menores de 5 anos,diarreas,2006-10-01,1,1
BAURES,diagnostico de egreso en menores de 5 anos,diarreas,2006-10-01,1,1
BERMEJO,diagnostico de egreso en menores de 5 anos,diarreas,2006-10-01,4,4
BETANZOS,diagnostico de egreso en menores de 5 anos,diarreas,2006-10-01,1,1
CABEZAS,diagnostico de egreso en menores de 5 anos,diarreas,2006-10-01,2,2
CAMARGO,diagnostico de egreso en menores de 5 anos,diarreas,2006-10-01,2,2
CAMIRI,diagnostico de egreso en menores de 5 anos,diarreas,2006-10-01,8,8
CARACOLLO,diagnostico de egreso en menores de 5 anos,diarreas,2006-10-01,1,1
CARANAVI,diagnostico de egreso en menores de 5 anos,diarreas,2006-10-01,13,13
CHALLAPATA,diagnostico de egreso en menores de 5 anos,diarreas,2006-10-01,5,5
CHARAGUA,diagnostico de egreso en menores de 5 anos,diarreas,2006-10-01,14,14
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso en menores de 5 anos,diarreas,2006-10-01,8,8
COBIJA,diagnostico de egreso en menores de 5 anos,diarreas,2006-10-01,19,19
COCHABAMBA,diagnostico de egreso en menores de 5 anos,diarreas,2006-10-01,142,142
COLCAPIRHUA,diagnostico de egreso en menores de 5 anos,diarreas,2006-10-01,3,3
COLOMI,diagnostico de egreso en menores de 5 anos,diarreas,2006-10-01,1,1
COMARAPA,diagnostico de egreso en menores de 5 anos,diarreas,2006-10-01,4,4
