municipality,group,variable,month,Neumonías,TOTAL
VALLEGRANDE,diagnostico de egreso en menores de 5 anos,neumonias,2006-07-01,1,1
VILLA MONTES,diagnostico de egreso en menores de 5 anos,neumonias,2006-07-01,3,3
VILLA TUNARI,diagnostico de egreso en menores de 5 anos,neumonias,2006-07-01,14,14
VILLA VACA GUZMAN (MUYUPAMPA),diagnostico de egreso en menores de 5 anos,neumonias,2006-07-01,1,1
VILLAZON,diagnostico de egreso en menores de 5 anos,neumonias,2006-07-01,21,21
VINTO,diagnostico de egreso en menores de 5 anos,neumonias,2006-07-01,1,1
WARNES,diagnostico de egreso en menores de 5 anos,neumonias,2006-07-01,6,6
YACUIBA,diagnostico de egreso en menores de 5 anos,neumonias,2006-07-01,20,20
YAPACANI,diagnostico de egreso en menores de 5 anos,neumonias,2006-07-01,3,3
YOTALA,diagnostico de egreso en menores de 5 anos,neumonias,2006-07-01,1,1
ZUDAÑEZ,diagnostico de egreso en menores de 5 anos,neumonias,2006-07-01,1,1
ACHACACHI,diagnostico de egreso en menores de 5 anos,neumonias,2006-08-01,2,2
AIQUILE,diagnostico de egreso en menores de 5 anos,neumonias,2006-08-01,3,3
APOLO,diagnostico de egreso en menores de 5 anos,neumonias,2006-08-01,2,2
ASCENCION DE GUARAYOS,diagnostico de egreso en menores de 5 anos,neumonias,2006-08-01,7,7
AYOPAYA (V. DE INDEPENDENCIA),diagnostico de egreso en menores de 5 anos,neumonias,2006-08-01,1,1
BERMEJO,diagnostico de egreso en menores de 5 anos,neumonias,2006-08-01,2,2
BETANZOS,diagnostico de egreso en menores de 5 anos,neumonias,2006-08-01,1,1
CABEZAS,diagnostico de egreso en menores de 5 anos,neumonias,2006-08-01,2,2
CAMARGO,diagnostico de egreso en menores de 5 anos,neumonias,2006-08-01,5,5
CAMIRI,diagnostico de egreso en menores de 5 anos,neumonias,2006-08-01,13,13
CARANAVI,diagnostico de egreso en menores de 5 anos,neumonias,2006-08-01,9,9
CHALLAPATA,diagnostico de egreso en menores de 5 anos,neumonias,2006-08-01,2,2
CHARAGUA,diagnostico de egreso en menores de 5 anos,neumonias,2006-08-01,1,1
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso en menores de 5 anos,neumonias,2006-08-01,1,1
COBIJA,diagnostico de egreso en menores de 5 anos,neumonias,2006-08-01,31,31
COCHABAMBA,diagnostico de egreso en menores de 5 anos,neumonias,2006-08-01,226,226
COLCAPIRHUA,diagnostico de egreso en menores de 5 anos,neumonias,2006-08-01,3,3
COMARAPA,diagnostico de egreso en menores de 5 anos,neumonias,2006-08-01,3,3
CONCEPCION,diagnostico de egreso en menores de 5 anos,neumonias,2006-08-01,3,3
COROICO,diagnostico de egreso en menores de 5 anos,neumonias,2006-08-01,2,2
COTAGAITA,diagnostico de egreso en menores de 5 anos,neumonias,2006-08-01,1,1
COTOCA,diagnostico de egreso en menores de 5 anos,neumonias,2006-08-01,5,5
CUATRO CAÑADAS,diagnostico de egreso en menores de 5 anos,neumonias,2006-08-01,1,1
CULPINA,diagnostico de egreso en menores de 5 anos,neumonias,2006-08-01,1,1
EL ALTO,diagnostico de egreso en menores de 5 anos,neumonias,2006-08-01,70,70
EL TORNO,diagnostico de egreso en menores de 5 anos,neumonias,2006-08-01,2,2
ENTRE RIOS,diagnostico de egreso en menores de 5 anos,neumonias,2006-08-01,1,1
GUAYARAMERIN,diagnostico de egreso en menores de 5 anos,neumonias,2006-08-01,4,4
GUTIERREZ,diagnostico de egreso en menores de 5 anos,neumonias,2006-08-01,1,1
HUANUNI,diagnostico de egreso en menores de 5 anos,neumonias,2006-08-01,10,10
INCAHUASI,diagnostico de egreso en menores de 5 anos,neumonias,2006-08-01,2,2
LA ASUNTA,diagnostico de egreso en menores de 5 anos,neumonias,2006-08-01,3,3
LA GUARDIA,diagnostico de egreso en menores de 5 anos,neumonias,2006-08-01,3,3
LA PAZ,diagnostico de egreso en menores de 5 anos,neumonias,2006-08-01,60,60
LLALLAGUA,diagnostico de egreso en menores de 5 anos,neumonias,2006-08-01,9,9
MAGDALENA,diagnostico de egreso en menores de 5 anos,neumonias,2006-08-01,6,6
MIZQUE,diagnostico de egreso en menores de 5 anos,neumonias,2006-08-01,6,6
MONTEAGUDO,diagnostico de egreso en menores de 5 anos,neumonias,2006-08-01,7,7
MONTERO,diagnostico de egreso en menores de 5 anos,neumonias,2006-08-01,22,22
ORURO,diagnostico de egreso en menores de 5 anos,neumonias,2006-08-01,31,31
PADILLA,diagnostico de egreso en menores de 5 anos,neumonias,2006-08-01,3,3
PALOS BLANCOS,diagnostico de egreso en menores de 5 anos,neumonias,2006-08-01,1,1
PATACAMAYA,diagnostico de egreso en menores de 5 anos,neumonias,2006-08-01,1,1
POROMA,diagnostico de egreso en menores de 5 anos,neumonias,2006-08-01,1,1
PORTACHUELO,diagnostico de egreso en menores de 5 anos,neumonias,2006-08-01,3,3
POTOSI,diagnostico de egreso en menores de 5 anos,neumonias,2006-08-01,59,59
PUERTO QUIJARRO,diagnostico de egreso en menores de 5 anos,neumonias,2006-08-01,1,1
PUERTO SUAREZ,diagnostico de egreso en menores de 5 anos,neumonias,2006-08-01,2,2
PUERTO VILLARROEL,diagnostico de egreso en menores de 5 anos,neumonias,2006-08-01,8,8
PUNATA,diagnostico de egreso en menores de 5 anos,neumonias,2006-08-01,15,15
QUILLACOLLO,diagnostico de egreso en menores de 5 anos,neumonias,2006-08-01,13,13
QUIME,diagnostico de egreso en menores de 5 anos,neumonias,2006-08-01,1,1
RIBERALTA,diagnostico de egreso en menores de 5 anos,neumonias,2006-08-01,23,23
ROBORE,diagnostico de egreso en menores de 5 anos,neumonias,2006-08-01,1,1
RURRENABAQUE,diagnostico de egreso en menores de 5 anos,neumonias,2006-08-01,2,2
SACABA,diagnostico de egreso en menores de 5 anos,neumonias,2006-08-01,56,56
SACACA,diagnostico de egreso en menores de 5 anos,neumonias,2006-08-01,1,1
SAMAIPATA,diagnostico de egreso en menores de 5 anos,neumonias,2006-08-01,1,1
SAN ANTONIO DE LOMERIO,diagnostico de egreso en menores de 5 anos,neumonias,2006-08-01,1,1
SAN BORJA,diagnostico de egreso en menores de 5 anos,neumonias,2006-08-01,10,10
SAN BUENA VENTURA,diagnostico de egreso en menores de 5 anos,neumonias,2006-08-01,1,1
SAN CARLOS,diagnostico de egreso en menores de 5 anos,neumonias,2006-08-01,10,10
SAN IGNACIO,diagnostico de egreso en menores de 5 anos,neumonias,2006-08-01,3,3
SAN IGNACIO DE VELASCO,diagnostico de egreso en menores de 5 anos,neumonias,2006-08-01,28,28
SAN JOSE DE CHIQUITOS,diagnostico de egreso en menores de 5 anos,neumonias,2006-08-01,5,5
SAN JULIAN,diagnostico de egreso en menores de 5 anos,neumonias,2006-08-01,1,1
SAN LUCAS,diagnostico de egreso en menores de 5 anos,neumonias,2006-08-01,2,2
SAN MATIAS,diagnostico de egreso en menores de 5 anos,neumonias,2006-08-01,2,2
SAN MIGUEL DE VELASCO,diagnostico de egreso en menores de 5 anos,neumonias,2006-08-01,1,1
SAN PEDRO,diagnostico de egreso en menores de 5 anos,neumonias,2006-08-01,4,4
SAN PEDRO DE BUENA VISTA,diagnostico de egreso en menores de 5 anos,neumonias,2006-08-01,2,2
SAN RAMON,diagnostico de egreso en menores de 5 anos,neumonias,2006-08-01,1,1
SAN RAMON,diagnostico de egreso en menores de 5 anos,neumonias,2006-08-01,2,2
SANTA ANA,diagnostico de egreso en menores de 5 anos,neumonias,2006-08-01,2,2
SANTA CRUZ DE LA SIERRA,diagnostico de egreso en menores de 5 anos,neumonias,2006-08-01,218,218
SANTA ROSA,diagnostico de egreso en menores de 5 anos,neumonias,2006-08-01,3,3
SOPACHUY,diagnostico de egreso en menores de 5 anos,neumonias,2006-08-01,4,4
SORATA,diagnostico de egreso en menores de 5 anos,neumonias,2006-08-01,1,1
SUCRE,diagnostico de egreso en menores de 5 anos,neumonias,2006-08-01,28,28
TARIJA,diagnostico de egreso en menores de 5 anos,neumonias,2006-08-01,4,4
TIQUIPAYA,diagnostico de egreso en menores de 5 anos,neumonias,2006-08-01,3,3
TIRAQUE (CBBA),diagnostico de egreso en menores de 5 anos,neumonias,2006-08-01,9,9
TOMINA,diagnostico de egreso en menores de 5 anos,neumonias,2006-08-01,2,2
TOTORA(CBBA),diagnostico de egreso en menores de 5 anos,neumonias,2006-08-01,2,2
TRINIDAD,diagnostico de egreso en menores de 5 anos,neumonias,2006-08-01,15,15
TUPIZA,diagnostico de egreso en menores de 5 anos,neumonias,2006-08-01,54,54
UNCIA,diagnostico de egreso en menores de 5 anos,neumonias,2006-08-01,4,4
URUBICHA,diagnostico de egreso en menores de 5 anos,neumonias,2006-08-01,2,2
VALLEGRANDE,diagnostico de egreso en menores de 5 anos,neumonias,2006-08-01,2,2
VILLA MONTES,diagnostico de egreso en menores de 5 anos,neumonias,2006-08-01,9,9
VILLA SERRANO,diagnostico de egreso en menores de 5 anos,neumonias,2006-08-01,1,1
VILLA TUNARI,diagnostico de egreso en menores de 5 anos,neumonias,2006-08-01,9,9
VILLAZON,diagnostico de egreso en menores de 5 anos,neumonias,2006-08-01,7,7
VINTO,diagnostico de egreso en menores de 5 anos,neumonias,2006-08-01,1,1
WARNES,diagnostico de egreso en menores de 5 anos,neumonias,2006-08-01,8,8
YACUIBA,diagnostico de egreso en menores de 5 anos,neumonias,2006-08-01,14,14
YAPACANI,diagnostico de egreso en menores de 5 anos,neumonias,2006-08-01,5,5
ACHACACHI,diagnostico de egreso en menores de 5 anos,neumonias,2006-09-01,1,1
AIQUILE,diagnostico de egreso en menores de 5 anos,neumonias,2006-09-01,2,2
ASCENCION DE GUARAYOS,diagnostico de egreso en menores de 5 anos,neumonias,2006-09-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),diagnostico de egreso en menores de 5 anos,neumonias,2006-09-01,1,1
BERMEJO,diagnostico de egreso en menores de 5 anos,neumonias,2006-09-01,3,3
BOYUIBE,diagnostico de egreso en menores de 5 anos,neumonias,2006-09-01,2,2
CAMARGO,diagnostico de egreso en menores de 5 anos,neumonias,2006-09-01,3,3
CAMIRI,diagnostico de egreso en menores de 5 anos,neumonias,2006-09-01,4,4
CARANAVI,diagnostico de egreso en menores de 5 anos,neumonias,2006-09-01,1,1
CHALLAPATA,diagnostico de egreso en menores de 5 anos,neumonias,2006-09-01,2,2
CHARAGUA,diagnostico de egreso en menores de 5 anos,neumonias,2006-09-01,1,1
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso en menores de 5 anos,neumonias,2006-09-01,1,1
COBIJA,diagnostico de egreso en menores de 5 anos,neumonias,2006-09-01,20,20
COCHABAMBA,diagnostico de egreso en menores de 5 anos,neumonias,2006-09-01,96,96
COLCAPIRHUA,diagnostico de egreso en menores de 5 anos,neumonias,2006-09-01,2,2
CONCEPCION,diagnostico de egreso en menores de 5 anos,neumonias,2006-09-01,3,3
COROICO,diagnostico de egreso en menores de 5 anos,neumonias,2006-09-01,2,2
COTOCA,diagnostico de egreso en menores de 5 anos,neumonias,2006-09-01,1,1
CULPINA,diagnostico de egreso en menores de 5 anos,neumonias,2006-09-01,4,4
EL ALTO,diagnostico de egreso en menores de 5 anos,neumonias,2006-09-01,86,86
EL TORNO,diagnostico de egreso en menores de 5 anos,neumonias,2006-09-01,2,2
ENTRE RIOS,diagnostico de egreso en menores de 5 anos,neumonias,2006-09-01,1,1
HUANUNI,diagnostico de egreso en menores de 5 anos,neumonias,2006-09-01,1,1
IXIAMAS,diagnostico de egreso en menores de 5 anos,neumonias,2006-09-01,1,1
LA ASUNTA,diagnostico de egreso en menores de 5 anos,neumonias,2006-09-01,1,1
LA GUARDIA,diagnostico de egreso en menores de 5 anos,neumonias,2006-09-01,5,5
LA PAZ,diagnostico de egreso en menores de 5 anos,neumonias,2006-09-01,63,63
LLALLAGUA,diagnostico de egreso en menores de 5 anos,neumonias,2006-09-01,17,17
LORETO,diagnostico de egreso en menores de 5 anos,neumonias,2006-09-01,3,3
MAGDALENA,diagnostico de egreso en menores de 5 anos,neumonias,2006-09-01,1,1
MIZQUE,diagnostico de egreso en menores de 5 anos,neumonias,2006-09-01,2,2
MONTEAGUDO,diagnostico de egreso en menores de 5 anos,neumonias,2006-09-01,3,3
MONTERO,diagnostico de egreso en menores de 5 anos,neumonias,2006-09-01,25,25
ORURO,diagnostico de egreso en menores de 5 anos,neumonias,2006-09-01,22,22
PADILLA,diagnostico de egreso en menores de 5 anos,neumonias,2006-09-01,2,2
PORTACHUELO,diagnostico de egreso en menores de 5 anos,neumonias,2006-09-01,4,4
POTOSI,diagnostico de egreso en menores de 5 anos,neumonias,2006-09-01,31,31
PUERTO QUIJARRO,diagnostico de egreso en menores de 5 anos,neumonias,2006-09-01,1,1
PUERTO SUAREZ,diagnostico de egreso en menores de 5 anos,neumonias,2006-09-01,1,1
PUERTO VILLARROEL,diagnostico de egreso en menores de 5 anos,neumonias,2006-09-01,6,6
PUNATA,diagnostico de egreso en menores de 5 anos,neumonias,2006-09-01,19,19
QUILLACOLLO,diagnostico de egreso en menores de 5 anos,neumonias,2006-09-01,8,8
RIBERALTA,diagnostico de egreso en menores de 5 anos,neumonias,2006-09-01,18,18
SACABA,diagnostico de egreso en menores de 5 anos,neumonias,2006-09-01,69,69
SACACA,diagnostico de egreso en menores de 5 anos,neumonias,2006-09-01,4,4
SAMAIPATA,diagnostico de egreso en menores de 5 anos,neumonias,2006-09-01,1,1
SAN ANDRES,diagnostico de egreso en menores de 5 anos,neumonias,2006-09-01,2,2
SAN BUENA VENTURA,diagnostico de egreso en menores de 5 anos,neumonias,2006-09-01,1,1
SAN CARLOS,diagnostico de egreso en menores de 5 anos,neumonias,2006-09-01,12,12
SAN IGNACIO,diagnostico de egreso en menores de 5 anos,neumonias,2006-09-01,2,2
SAN IGNACIO DE VELASCO,diagnostico de egreso en menores de 5 anos,neumonias,2006-09-01,24,24
SAN JAVIER(STC),diagnostico de egreso en menores de 5 anos,neumonias,2006-09-01,1,1
SAN JULIAN,diagnostico de egreso en menores de 5 anos,neumonias,2006-09-01,23,23
SAN LUCAS,diagnostico de egreso en menores de 5 anos,neumonias,2006-09-01,1,1
SAN MIGUEL DE VELASCO,diagnostico de egreso en menores de 5 anos,neumonias,2006-09-01,3,3
SAN PEDRO,diagnostico de egreso en menores de 5 anos,neumonias,2006-09-01,1,1
SAN PEDRO DE BUENA VISTA,diagnostico de egreso en menores de 5 anos,neumonias,2006-09-01,2,2
SAN RAMON,diagnostico de egreso en menores de 5 anos,neumonias,2006-09-01,4,4
SANTA ANA,diagnostico de egreso en menores de 5 anos,neumonias,2006-09-01,2,2
SANTA CRUZ DE LA SIERRA,diagnostico de egreso en menores de 5 anos,neumonias,2006-09-01,196,196
SOPACHUY,diagnostico de egreso en menores de 5 anos,neumonias,2006-09-01,1,1
SORATA,diagnostico de egreso en menores de 5 anos,neumonias,2006-09-01,1,1
SUCRE,diagnostico de egreso en menores de 5 anos,neumonias,2006-09-01,33,33
TACACOMA,diagnostico de egreso en menores de 5 anos,neumonias,2006-09-01,3,3
TARABUCO,diagnostico de egreso en menores de 5 anos,neumonias,2006-09-01,3,3
TARIJA,diagnostico de egreso en menores de 5 anos,neumonias,2006-09-01,10,10
TARVITA,diagnostico de egreso en menores de 5 anos,neumonias,2006-09-01,1,1
TINGUIPAYA,diagnostico de egreso en menores de 5 anos,neumonias,2006-09-01,12,12
TIQUIPAYA,diagnostico de egreso en menores de 5 anos,neumonias,2006-09-01,3,3
TIRAQUE (CBBA),diagnostico de egreso en menores de 5 anos,neumonias,2006-09-01,13,13
TOMINA,diagnostico de egreso en menores de 5 anos,neumonias,2006-09-01,1,1
TRINIDAD,diagnostico de egreso en menores de 5 anos,neumonias,2006-09-01,17,17
TUPIZA,diagnostico de egreso en menores de 5 anos,neumonias,2006-09-01,40,40
UNCIA,diagnostico de egreso en menores de 5 anos,neumonias,2006-09-01,90,90
URUBICHA,diagnostico de egreso en menores de 5 anos,neumonias,2006-09-01,2,2
VALLEGRANDE,diagnostico de egreso en menores de 5 anos,neumonias,2006-09-01,2,2
VILLA TUNARI,diagnostico de egreso en menores de 5 anos,neumonias,2006-09-01,8,8
VILLA VACA GUZMAN (MUYUPAMPA),diagnostico de egreso en menores de 5 anos,neumonias,2006-09-01,1,1
VILLAZON,diagnostico de egreso en menores de 5 anos,neumonias,2006-09-01,5,5
VINTO,diagnostico de egreso en menores de 5 anos,neumonias,2006-09-01,2,2
WARNES,diagnostico de egreso en menores de 5 anos,neumonias,2006-09-01,9,9
YACUIBA,diagnostico de egreso en menores de 5 anos,neumonias,2006-09-01,23,23
YAPACANI,diagnostico de egreso en menores de 5 anos,neumonias,2006-09-01,2,2
ACHACACHI,diagnostico de egreso en menores de 5 anos,neumonias,2006-10-01,2,2
AIQUILE,diagnostico de egreso en menores de 5 anos,neumonias,2006-10-01,6,6
ASCENCION DE GUARAYOS,diagnostico de egreso en menores de 5 anos,neumonias,2006-10-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),diagnostico de egreso en menores de 5 anos,neumonias,2006-10-01,2,2
AZURDUY,diagnostico de egreso en menores de 5 anos,neumonias,2006-10-01,2,2
BAURES,diagnostico de egreso en menores de 5 anos,neumonias,2006-10-01,1,1
BERMEJO,diagnostico de egreso en menores de 5 anos,neumonias,2006-10-01,4,4
BOYUIBE,diagnostico de egreso en menores de 5 anos,neumonias,2006-10-01,1,1
CABEZAS,diagnostico de egreso en menores de 5 anos,neumonias,2006-10-01,1,1
CAMARGO,diagnostico de egreso en menores de 5 anos,neumonias,2006-10-01,8,8
CAMIRI,diagnostico de egreso en menores de 5 anos,neumonias,2006-10-01,9,9
CAPINOTA,diagnostico de egreso en menores de 5 anos,neumonias,2006-10-01,3,3
CARACOLLO,diagnostico de egreso en menores de 5 anos,neumonias,2006-10-01,2,2
CARANAVI,diagnostico de egreso en menores de 5 anos,neumonias,2006-10-01,2,2
CHALLAPATA,diagnostico de egreso en menores de 5 anos,neumonias,2006-10-01,4,4
CHARAGUA,diagnostico de egreso en menores de 5 anos,neumonias,2006-10-01,1,1
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso en menores de 5 anos,neumonias,2006-10-01,1,1
COBIJA,diagnostico de egreso en menores de 5 anos,neumonias,2006-10-01,15,15
COCHABAMBA,diagnostico de egreso en menores de 5 anos,neumonias,2006-10-01,92,92
COLCAPIRHUA,diagnostico de egreso en menores de 5 anos,neumonias,2006-10-01,1,1
COMARAPA,diagnostico de egreso en menores de 5 anos,neumonias,2006-10-01,2,2
CONCEPCION,diagnostico de egreso en menores de 5 anos,neumonias,2006-10-01,6,6
CUATRO CAÑADAS,diagnostico de egreso en menores de 5 anos,neumonias,2006-10-01,1,1
CURAHUARA DE CARANGAS,diagnostico de egreso en menores de 5 anos,neumonias,2006-10-01,1,1
EL ALTO,diagnostico de egreso en menores de 5 anos,neumonias,2006-10-01,90,90
EL TORNO,diagnostico de egreso en menores de 5 anos,neumonias,2006-10-01,2,2
ENTRE RIOS,diagnostico de egreso en menores de 5 anos,neumonias,2006-10-01,3,3
GUAYARAMERIN,diagnostico de egreso en menores de 5 anos,neumonias,2006-10-01,5,5
GUTIERREZ,diagnostico de egreso en menores de 5 anos,neumonias,2006-10-01,2,2
HUANUNI,diagnostico de egreso en menores de 5 anos,neumonias,2006-10-01,1,1
LA ASUNTA,diagnostico de egreso en menores de 5 anos,neumonias,2006-10-01,2,2
LA GUARDIA,diagnostico de egreso en menores de 5 anos,neumonias,2006-10-01,8,8
LA PAZ,diagnostico de egreso en menores de 5 anos,neumonias,2006-10-01,43,43
LLALLAGUA,diagnostico de egreso en menores de 5 anos,neumonias,2006-10-01,12,12
LORETO,diagnostico de egreso en menores de 5 anos,neumonias,2006-10-01,1,1
MAGDALENA,diagnostico de egreso en menores de 5 anos,neumonias,2006-10-01,4,4
MONTEAGUDO,diagnostico de egreso en menores de 5 anos,neumonias,2006-10-01,6,6
MONTERO,diagnostico de egreso en menores de 5 anos,neumonias,2006-10-01,31,31
ORURO,diagnostico de egreso en menores de 5 anos,neumonias,2006-10-01,23,23
PADILLA,diagnostico de egreso en menores de 5 anos,neumonias,2006-10-01,1,1
PAILON,diagnostico de egreso en menores de 5 anos,neumonias,2006-10-01,2,2
POROMA,diagnostico de egreso en menores de 5 anos,neumonias,2006-10-01,1,1
POTOSI,diagnostico de egreso en menores de 5 anos,neumonias,2006-10-01,47,47
PUERTO QUIJARRO,diagnostico de egreso en menores de 5 anos,neumonias,2006-10-01,2,2
PUERTO VILLARROEL,diagnostico de egreso en menores de 5 anos,neumonias,2006-10-01,5,5
PUNATA,diagnostico de egreso en menores de 5 anos,neumonias,2006-10-01,20,20
QUILLACOLLO,diagnostico de egreso en menores de 5 anos,neumonias,2006-10-01,16,16
RIBERALTA,diagnostico de egreso en menores de 5 anos,neumonias,2006-10-01,14,14
ROBORE,diagnostico de egreso en menores de 5 anos,neumonias,2006-10-01,5,5
RURRENABAQUE,diagnostico de egreso en menores de 5 anos,neumonias,2006-10-01,2,2
SACABA,diagnostico de egreso en menores de 5 anos,neumonias,2006-10-01,90,90
SACACA,diagnostico de egreso en menores de 5 anos,neumonias,2006-10-01,5,5
SAN ANTONIO DE LOMERIO,diagnostico de egreso en menores de 5 anos,neumonias,2006-10-01,1,1
SAN BORJA,diagnostico de egreso en menores de 5 anos,neumonias,2006-10-01,5,5
SAN CARLOS,diagnostico de egreso en menores de 5 anos,neumonias,2006-10-01,10,10
SAN IGNACIO,diagnostico de egreso en menores de 5 anos,neumonias,2006-10-01,5,5
SAN IGNACIO DE VELASCO,diagnostico de egreso en menores de 5 anos,neumonias,2006-10-01,17,17
SAN JOAQUIN,diagnostico de egreso en menores de 5 anos,neumonias,2006-10-01,1,1
SAN JOSE DE CHIQUITOS,diagnostico de egreso en menores de 5 anos,neumonias,2006-10-01,3,3
SAN JULIAN,diagnostico de egreso en menores de 5 anos,neumonias,2006-10-01,7,7
SAN LUCAS,diagnostico de egreso en menores de 5 anos,neumonias,2006-10-01,2,2
SAN MATIAS,diagnostico de egreso en menores de 5 anos,neumonias,2006-10-01,6,6
SAN MIGUEL DE VELASCO,diagnostico de egreso en menores de 5 anos,neumonias,2006-10-01,3,3
SAN RAMON,diagnostico de egreso en menores de 5 anos,neumonias,2006-10-01,2,2
SANTA ANA,diagnostico de egreso en menores de 5 anos,neumonias,2006-10-01,2,2
SANTA CRUZ DE LA SIERRA,diagnostico de egreso en menores de 5 anos,neumonias,2006-10-01,193,193
SANTA ROSA,diagnostico de egreso en menores de 5 anos,neumonias,2006-10-01,1,1
SOPACHUY,diagnostico de egreso en menores de 5 anos,neumonias,2006-10-01,2,2
SUCRE,diagnostico de egreso en menores de 5 anos,neumonias,2006-10-01,47,47
TACACOMA,diagnostico de egreso en menores de 5 anos,neumonias,2006-10-01,1,1
TARABUCO,diagnostico de egreso en menores de 5 anos,neumonias,2006-10-01,5,5
TARIJA,diagnostico de egreso en menores de 5 anos,neumonias,2006-10-01,18,18
TARVITA,diagnostico de egreso en menores de 5 anos,neumonias,2006-10-01,3,3
TEOPONTE,diagnostico de egreso en menores de 5 anos,neumonias,2006-10-01,6,6
TIQUIPAYA,diagnostico de egreso en menores de 5 anos,neumonias,2006-10-01,6,6
TIRAQUE (CBBA),diagnostico de egreso en menores de 5 anos,neumonias,2006-10-01,21,21
TOLEDO,diagnostico de egreso en menores de 5 anos,neumonias,2006-10-01,2,2
TRINIDAD,diagnostico de egreso en menores de 5 anos,neumonias,2006-10-01,15,15
TUPIZA,diagnostico de egreso en menores de 5 anos,neumonias,2006-10-01,58,58
UNCIA,diagnostico de egreso en menores de 5 anos,neumonias,2006-10-01,7,7
URUBICHA,diagnostico de egreso en menores de 5 anos,neumonias,2006-10-01,3,3
VALLEGRANDE,diagnostico de egreso en menores de 5 anos,neumonias,2006-10-01,5,5
VILLA MONTES,diagnostico de egreso en menores de 5 anos,neumonias,2006-10-01,16,16
VILLA TUNARI,diagnostico de egreso en menores de 5 anos,neumonias,2006-10-01,18,18
VILLAZON,diagnostico de egreso en menores de 5 anos,neumonias,2006-10-01,47,47
VINTO,diagnostico de egreso en menores de 5 anos,neumonias,2006-10-01,1,1
WARNES,diagnostico de egreso en menores de 5 anos,neumonias,2006-10-01,5,5
YACUIBA,diagnostico de egreso en menores de 5 anos,neumonias,2006-10-01,27,27
YAMPARAEZ,diagnostico de egreso en menores de 5 anos,neumonias,2006-10-01,1,1
YAPACANI,diagnostico de egreso en menores de 5 anos,neumonias,2006-10-01,6,6
ACHACACHI,diagnostico de egreso en menores de 5 anos,neumonias,2006-11-01,1,1
AIQUILE,diagnostico de egreso en menores de 5 anos,neumonias,2006-11-01,7,7
APOLO,diagnostico de egreso en menores de 5 anos,neumonias,2006-11-01,1,1
ASCENCION DE GUARAYOS,diagnostico de egreso en menores de 5 anos,neumonias,2006-11-01,7,7
ATOCHA,diagnostico de egreso en menores de 5 anos,neumonias,2006-11-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),diagnostico de egreso en menores de 5 anos,neumonias,2006-11-01,3,3
BERMEJO,diagnostico de egreso en menores de 5 anos,neumonias,2006-11-01,4,4
CABEZAS,diagnostico de egreso en menores de 5 anos,neumonias,2006-11-01,2,2
CAMARGO,diagnostico de egreso en menores de 5 anos,neumonias,2006-11-01,3,3
CAMIRI,diagnostico de egreso en menores de 5 anos,neumonias,2006-11-01,11,11
CARANAVI,diagnostico de egreso en menores de 5 anos,neumonias,2006-11-01,2,2
CHALLAPATA,diagnostico de egreso en menores de 5 anos,neumonias,2006-11-01,1,1
CHARAGUA,diagnostico de egreso en menores de 5 anos,neumonias,2006-11-01,10,10
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso en menores de 5 anos,neumonias,2006-11-01,2,2
COBIJA,diagnostico de egreso en menores de 5 anos,neumonias,2006-11-01,20,20
COCHABAMBA,diagnostico de egreso en menores de 5 anos,neumonias,2006-11-01,68,68
COLCAPIRHUA,diagnostico de egreso en menores de 5 anos,neumonias,2006-11-01,1,1
COLPA BELGICA,diagnostico de egreso en menores de 5 anos,neumonias,2006-11-01,1,1
COMARAPA,diagnostico de egreso en menores de 5 anos,neumonias,2006-11-01,2,2
CONCEPCION,diagnostico de egreso en menores de 5 anos,neumonias,2006-11-01,4,4
COTOCA,diagnostico de egreso en menores de 5 anos,neumonias,2006-11-01,2,2
EL ALTO,diagnostico de egreso en menores de 5 anos,neumonias,2006-11-01,139,139
EL TORNO,diagnostico de egreso en menores de 5 anos,neumonias,2006-11-01,4,4
GUAYARAMERIN,diagnostico de egreso en menores de 5 anos,neumonias,2006-11-01,4,4
HUANUNI,diagnostico de egreso en menores de 5 anos,neumonias,2006-11-01,1,1
LA ASUNTA,diagnostico de egreso en menores de 5 anos,neumonias,2006-11-01,2,2
LA GUARDIA,diagnostico de egreso en menores de 5 anos,neumonias,2006-11-01,12,12
LA PAZ,diagnostico de egreso en menores de 5 anos,neumonias,2006-11-01,50,50
LAJA,diagnostico de egreso en menores de 5 anos,neumonias,2006-11-01,1,1
LLALLAGUA,diagnostico de egreso en menores de 5 anos,neumonias,2006-11-01,17,17
MAGDALENA,diagnostico de egreso en menores de 5 anos,neumonias,2006-11-01,1,1
MAIRANA,diagnostico de egreso en menores de 5 anos,neumonias,2006-11-01,2,2
MONTEAGUDO,diagnostico de egreso en menores de 5 anos,neumonias,2006-11-01,6,6
MONTERO,diagnostico de egreso en menores de 5 anos,neumonias,2006-11-01,38,38
ORURO,diagnostico de egreso en menores de 5 anos,neumonias,2006-11-01,21,21
PADILLA,diagnostico de egreso en menores de 5 anos,neumonias,2006-11-01,3,3
