,group,variable,month,NÚMERO DE MUESTRAS HEMÁTICAS TOMADAS VIVAX,NÚMERO DE MUESTRAS HEMÁTICAS TOMADAS VIVAX,NÚMERO DE MUESTRAS HEMÁTICAS TOMADAS FALCIPARUM,NÚMERO DE MUESTRAS HEMÁTICAS TOMADAS FALCIPARUM,TOTALES,TOTALES,TOTALES
AYATA,malaria,numero de muestras hematicas tomadas,2011-07-01,3,4,0,0,3,4,7
AZURDUY,malaria,numero de muestras hematicas tomadas,2011-07-01,62,124,0,0,62,124,186
BAURES,malaria,numero de muestras hematicas tomadas,2011-07-01,38,27,0,0,38,27,65
BELLA FLOR,malaria,numero de muestras hematicas tomadas,2011-07-01,27,11,0,0,27,11,38
BERMEJO,malaria,numero de muestras hematicas tomadas,2011-07-01,16,19,0,0,16,19,35
BUENA VISTA,malaria,numero de muestras hematicas tomadas,2011-07-01,6,1,0,0,6,1,7
CABEZAS,malaria,numero de muestras hematicas tomadas,2011-07-01,1,1,0,0,1,1,2
CAMATAQUI (C. VILLA ABECIA),malaria,numero de muestras hematicas tomadas,2011-07-01,2,1,0,0,2,1,3
CAMIRI,malaria,numero de muestras hematicas tomadas,2011-07-01,10,7,0,0,10,7,17
CARANAVI,malaria,numero de muestras hematicas tomadas,2011-07-01,2,5,0,0,2,5,7
CARAPARI,malaria,numero de muestras hematicas tomadas,2011-07-01,1,0,0,0,1,0,1
CHIMORE,malaria,numero de muestras hematicas tomadas,2011-07-01,2,0,0,0,2,0,2
COBIJA,malaria,numero de muestras hematicas tomadas,2011-07-01,49,0,0,0,49,0,49
CONCEPCION,malaria,numero de muestras hematicas tomadas,2011-07-01,22,20,0,0,22,20,42
COROICO,malaria,numero de muestras hematicas tomadas,2011-07-01,1,1,0,0,1,1,2
EL TORNO,malaria,numero de muestras hematicas tomadas,2011-07-01,27,34,0,0,27,34,61
EL VILLAR,malaria,numero de muestras hematicas tomadas,2011-07-01,0,4,0,0,0,4,4
ENTRE RIOS TRJ,malaria,numero de muestras hematicas tomadas,2011-07-01,37,47,0,0,37,47,84
EUREKA (SANTOS MERCADO),malaria,numero de muestras hematicas tomadas,2011-07-01,176,0,0,0,176,0,176
FILADELFIA,malaria,numero de muestras hematicas tomadas,2011-07-01,100,0,0,0,100,0,100
GRAL. J.J. PEREZ (CHARAZANI),malaria,numero de muestras hematicas tomadas,2011-07-01,14,13,0,0,14,13,27
GUANAY,malaria,numero de muestras hematicas tomadas,2011-07-01,4,1,0,0,4,1,5
GUAYARAMERIN,malaria,numero de muestras hematicas tomadas,2011-07-01,835,1034,45,47,880,1081,1961
GUTIERREZ,malaria,numero de muestras hematicas tomadas,2011-07-01,0,16,0,0,0,16,16
HUACARETA,malaria,numero de muestras hematicas tomadas,2011-07-01,228,220,0,0,228,220,448
ICLA,malaria,numero de muestras hematicas tomadas,2011-07-01,2,1,0,0,2,1,3
INCAHUASI,malaria,numero de muestras hematicas tomadas,2011-07-01,6,34,0,0,6,34,40
INGAVI (HUMAITA),malaria,numero de muestras hematicas tomadas,2011-07-01,29,0,0,0,29,0,29
IXIAMAS,malaria,numero de muestras hematicas tomadas,2011-07-01,0,3,0,0,0,3,3
LA ASUNTA,malaria,numero de muestras hematicas tomadas,2011-07-01,3,2,0,0,3,2,5
LA GUARDIA,malaria,numero de muestras hematicas tomadas,2011-07-01,3,2,0,0,3,2,5
LAGUNILLAS,malaria,numero de muestras hematicas tomadas,2011-07-01,2,4,0,0,2,4,6
MACHARETI,malaria,numero de muestras hematicas tomadas,2011-07-01,2,1,0,0,2,1,3
MAGDALENA,malaria,numero de muestras hematicas tomadas,2011-07-01,106,103,0,0,106,103,209
MAPIRI,malaria,numero de muestras hematicas tomadas,2011-07-01,1,1,0,0,1,1,2
MINEROS,malaria,numero de muestras hematicas tomadas,2011-07-01,0,0,1,0,1,0,1
MIZQUE,malaria,numero de muestras hematicas tomadas,2011-07-01,4,3,22,10,26,13,39
MOJOCOYA,malaria,numero de muestras hematicas tomadas,2011-07-01,0,1,0,0,0,1,1
MONTEAGUDO,malaria,numero de muestras hematicas tomadas,2011-07-01,219,289,0,0,219,289,508
NACEBE (SANTA ROSA DEL ABUNA),malaria,numero de muestras hematicas tomadas,2011-07-01,91,0,0,0,91,0,91
NUEVO MANOA (NUEVA ESPERANZA),malaria,numero de muestras hematicas tomadas,2011-07-01,151,113,0,0,151,113,264
PADCAYA,malaria,numero de muestras hematicas tomadas,2011-07-01,1,0,0,0,1,0,1
PADILLA,malaria,numero de muestras hematicas tomadas,2011-07-01,15,10,0,0,15,10,25
PAILON,malaria,numero de muestras hematicas tomadas,2011-07-01,0,11,0,0,0,11,11
PALOS BLANCOS,malaria,numero de muestras hematicas tomadas,2011-07-01,1,0,0,0,1,0,1
POROMA,malaria,numero de muestras hematicas tomadas,2011-07-01,5,12,0,0,5,12,17
PORONGO,malaria,numero de muestras hematicas tomadas,2011-07-01,9,5,0,0,9,5,14
PORTACHUELO,malaria,numero de muestras hematicas tomadas,2011-07-01,2,0,0,0,2,0,2
PORVENIR,malaria,numero de muestras hematicas tomadas,2011-07-01,89,103,0,0,89,103,192
PUERTO GONZALO MORENO,malaria,numero de muestras hematicas tomadas,2011-07-01,23,0,0,0,23,0,23
PUERTO RICO,malaria,numero de muestras hematicas tomadas,2011-07-01,135,91,0,0,135,91,226
PUERTO SILES,malaria,numero de muestras hematicas tomadas,2011-07-01,1,0,0,0,1,0,1
PUNATA,malaria,numero de muestras hematicas tomadas,2011-07-01,0,1,0,0,0,1,1
REYES,malaria,numero de muestras hematicas tomadas,2011-07-01,4,1,0,0,4,1,5
RIBERALTA,malaria,numero de muestras hematicas tomadas,2011-07-01,695,476,0,0,695,476,1171
RURRENABAQUE,malaria,numero de muestras hematicas tomadas,2011-07-01,0,1,0,0,0,1,1
SAIPINA,malaria,numero de muestras hematicas tomadas,2011-07-01,21,31,0,0,21,31,52
SAN CARLOS,malaria,numero de muestras hematicas tomadas,2011-07-01,1,1,0,0,1,1,2
SAN IGNACIO DE VELASCO,malaria,numero de muestras hematicas tomadas,2011-07-01,55,53,0,0,55,53,108
SAN JOSE DE CHIQUITOS,malaria,numero de muestras hematicas tomadas,2011-07-01,20,20,0,0,20,20,40
SAN LORENZO(PND),malaria,numero de muestras hematicas tomadas,2011-07-01,217,14,0,0,217,14,231
SAN LUCAS,malaria,numero de muestras hematicas tomadas,2011-07-01,3,283,0,0,3,283,286
SAN PEDRO DE BUENA VISTA,malaria,numero de muestras hematicas tomadas,2011-07-01,1,1,0,0,1,1,2
SAN PEDRO(PND),malaria,numero de muestras hematicas tomadas,2011-07-01,16,0,0,0,16,0,16
SANTA CRUZ DE LA SIERRA,malaria,numero de muestras hematicas tomadas,2011-07-01,0,0,0,0,0,0,0
SANTA ROSA,malaria,numero de muestras hematicas tomadas,2011-07-01,7,8,0,0,7,8,15
SANTA ROSA DEL SARA,malaria,numero de muestras hematicas tomadas,2011-07-01,1,0,0,0,1,0,1
SENA,malaria,numero de muestras hematicas tomadas,2011-07-01,41,37,0,0,41,37,78
SHINAOTA,malaria,numero de muestras hematicas tomadas,2011-07-01,1,1,0,0,1,1,2
SOPACHUY,malaria,numero de muestras hematicas tomadas,2011-07-01,7,12,0,0,7,12,19
TARVITA,malaria,numero de muestras hematicas tomadas,2011-07-01,1,0,0,0,1,0,1
TEOPONTE,malaria,numero de muestras hematicas tomadas,2011-07-01,6,4,0,0,6,4,10
TOMINA,malaria,numero de muestras hematicas tomadas,2011-07-01,0,1,0,0,0,1,1
TORO TORO,malaria,numero de muestras hematicas tomadas,2011-07-01,64,46,0,0,64,46,110
VALLEGRANDE,malaria,numero de muestras hematicas tomadas,2011-07-01,2,0,0,0,2,0,2
VILA VILA,malaria,numero de muestras hematicas tomadas,2011-07-01,3,0,0,0,3,0,3
VILLA MONTES,malaria,numero de muestras hematicas tomadas,2011-07-01,162,165,0,0,162,165,327
VILLA NUEVA (LOMA ALTA),malaria,numero de muestras hematicas tomadas,2011-07-01,124,44,0,0,124,44,168
VILLA SERRANO,malaria,numero de muestras hematicas tomadas,2011-07-01,1,10,0,0,1,10,11
VILLA TUNARI,malaria,numero de muestras hematicas tomadas,2011-07-01,32,2,0,0,32,2,34
VILLA VACA GUZMAN (MUYUPAMPA),malaria,numero de muestras hematicas tomadas,2011-07-01,2,11,0,0,2,11,13
WARNES,malaria,numero de muestras hematicas tomadas,2011-07-01,0,1,0,0,0,1,1
YACUIBA,malaria,numero de muestras hematicas tomadas,2011-07-01,76,138,0,0,76,138,214
YAMPARAEZ,malaria,numero de muestras hematicas tomadas,2011-07-01,42,69,0,0,42,69,111
YAPACANI,malaria,numero de muestras hematicas tomadas,2011-07-01,1,0,0,0,1,0,1
YOTALA,malaria,numero de muestras hematicas tomadas,2011-07-01,42,60,0,0,42,60,102
AIQUILE,malaria,numero de muestras hematicas tomadas,2011-08-01,3,1,0,0,3,1,4
ALCALA,malaria,numero de muestras hematicas tomadas,2011-08-01,3,5,0,0,3,5,8
APOLO,malaria,numero de muestras hematicas tomadas,2011-08-01,5,3,0,0,5,3,8
AYATA,malaria,numero de muestras hematicas tomadas,2011-08-01,15,2,0,0,15,2,17
AZURDUY,malaria,numero de muestras hematicas tomadas,2011-08-01,20,18,0,0,20,18,38
BAURES,malaria,numero de muestras hematicas tomadas,2011-08-01,28,29,0,0,28,29,57
BELLA FLOR,malaria,numero de muestras hematicas tomadas,2011-08-01,17,0,0,0,17,0,17
BERMEJO,malaria,numero de muestras hematicas tomadas,2011-08-01,28,21,0,0,28,21,49
BOLPEBRA,malaria,numero de muestras hematicas tomadas,2011-08-01,32,0,0,0,32,0,32
BUENA VISTA,malaria,numero de muestras hematicas tomadas,2011-08-01,2,1,0,0,2,1,3
CABEZAS,malaria,numero de muestras hematicas tomadas,2011-08-01,2,0,0,0,2,0,2
CAMATAQUI (C. VILLA ABECIA),malaria,numero de muestras hematicas tomadas,2011-08-01,2,3,0,0,2,3,5
CAMIRI,malaria,numero de muestras hematicas tomadas,2011-08-01,11,19,0,0,11,19,30
CARANAVI,malaria,numero de muestras hematicas tomadas,2011-08-01,6,7,0,0,6,7,13
CARAPARI,malaria,numero de muestras hematicas tomadas,2011-08-01,6,5,1,0,7,5,12
COBIJA,malaria,numero de muestras hematicas tomadas,2011-08-01,31,0,0,0,31,0,31
COMARAPA,malaria,numero de muestras hematicas tomadas,2011-08-01,3,0,0,0,3,0,3
COROICO,malaria,numero de muestras hematicas tomadas,2011-08-01,31,22,0,0,31,22,53
EL TORNO,malaria,numero de muestras hematicas tomadas,2011-08-01,22,35,0,0,22,35,57
EL VILLAR,malaria,numero de muestras hematicas tomadas,2011-08-01,0,1,0,0,0,1,1
ENTRE RIOS TRJ,malaria,numero de muestras hematicas tomadas,2011-08-01,7,6,0,0,7,6,13
EUREKA (SANTOS MERCADO),malaria,numero de muestras hematicas tomadas,2011-08-01,87,53,0,0,87,53,140
FILADELFIA,malaria,numero de muestras hematicas tomadas,2011-08-01,133,0,0,0,133,0,133
GRAL. J.J. PEREZ (CHARAZANI),malaria,numero de muestras hematicas tomadas,2011-08-01,51,41,0,0,51,41,92
GUANAY,malaria,numero de muestras hematicas tomadas,2011-08-01,9,6,0,0,9,6,15
GUAYARAMERIN,malaria,numero de muestras hematicas tomadas,2011-08-01,1139,1249,0,0,1139,1249,2388
GUTIERREZ,malaria,numero de muestras hematicas tomadas,2011-08-01,0,17,0,0,0,17,17
HUACARETA,malaria,numero de muestras hematicas tomadas,2011-08-01,99,105,0,0,99,105,204
ICLA,malaria,numero de muestras hematicas tomadas,2011-08-01,1,0,0,1,1,1,2
INCAHUASI,malaria,numero de muestras hematicas tomadas,2011-08-01,16,19,0,0,16,19,35
INGAVI (HUMAITA),malaria,numero de muestras hematicas tomadas,2011-08-01,49,0,0,0,49,0,49
IXIAMAS,malaria,numero de muestras hematicas tomadas,2011-08-01,0,1,0,0,0,1,1
LA ASUNTA,malaria,numero de muestras hematicas tomadas,2011-08-01,2,1,0,0,2,1,3
LA GUARDIA,malaria,numero de muestras hematicas tomadas,2011-08-01,4,1,0,0,4,1,5
LA PAZ,malaria,numero de muestras hematicas tomadas,2011-08-01,1,0,0,0,1,0,1
LAGUNILLAS,malaria,numero de muestras hematicas tomadas,2011-08-01,3,12,0,0,3,12,15
MACHARETI,malaria,numero de muestras hematicas tomadas,2011-08-01,0,1,0,0,0,1,1
MAGDALENA,malaria,numero de muestras hematicas tomadas,2011-08-01,117,108,0,0,117,108,225
MAPIRI,malaria,numero de muestras hematicas tomadas,2011-08-01,31,25,0,0,31,25,56
MIZQUE,malaria,numero de muestras hematicas tomadas,2011-08-01,2,3,5,3,7,6,13
MONTEAGUDO,malaria,numero de muestras hematicas tomadas,2011-08-01,224,270,0,0,224,270,494
MONTERO,malaria,numero de muestras hematicas tomadas,2011-08-01,0,0,0,1,0,1,1
NACEBE (SANTA ROSA DEL ABUNA),malaria,numero de muestras hematicas tomadas,2011-08-01,43,0,0,0,43,0,43
NUEVO MANOA (NUEVA ESPERANZA),malaria,numero de muestras hematicas tomadas,2011-08-01,156,98,0,0,156,98,254
OMEREQUE,malaria,numero de muestras hematicas tomadas,2011-08-01,0,1,0,0,0,1,1
PADCAYA,malaria,numero de muestras hematicas tomadas,2011-08-01,4,0,0,0,4,0,4
PADILLA,malaria,numero de muestras hematicas tomadas,2011-08-01,16,10,0,1,16,11,27
PAILON,malaria,numero de muestras hematicas tomadas,2011-08-01,7,10,0,0,7,10,17
PALOS BLANCOS,malaria,numero de muestras hematicas tomadas,2011-08-01,5,2,0,0,5,2,7
POROMA,malaria,numero de muestras hematicas tomadas,2011-08-01,28,13,0,0,28,13,41
PORONGO,malaria,numero de muestras hematicas tomadas,2011-08-01,8,1,0,0,8,1,9
PORVENIR,malaria,numero de muestras hematicas tomadas,2011-08-01,140,0,0,0,140,0,140
PRESTO,malaria,numero de muestras hematicas tomadas,2011-08-01,0,2,0,0,0,2,2
PUERTO GONZALO MORENO,malaria,numero de muestras hematicas tomadas,2011-08-01,35,1,0,0,35,1,36
PUERTO RICO,malaria,numero de muestras hematicas tomadas,2011-08-01,281,0,0,0,281,0,281
REYES,malaria,numero de muestras hematicas tomadas,2011-08-01,33,27,0,0,33,27,60
RIBERALTA,malaria,numero de muestras hematicas tomadas,2011-08-01,651,450,21,49,672,499,1171
ROBORE,malaria,numero de muestras hematicas tomadas,2011-08-01,6,13,0,0,6,13,19
RURRENABAQUE,malaria,numero de muestras hematicas tomadas,2011-08-01,2,0,0,0,2,0,2
SAIPINA,malaria,numero de muestras hematicas tomadas,2011-08-01,42,52,0,0,42,52,94
SAN BORJA,malaria,numero de muestras hematicas tomadas,2011-08-01,1,0,0,0,1,0,1
SAN BUENA VENTURA,malaria,numero de muestras hematicas tomadas,2011-08-01,1,0,0,0,1,0,1
SAN CARLOS,malaria,numero de muestras hematicas tomadas,2011-08-01,3,0,0,0,3,0,3
SAN IGNACIO DE VELASCO,malaria,numero de muestras hematicas tomadas,2011-08-01,14,8,0,0,14,8,22
SAN JAVIER(STC),malaria,numero de muestras hematicas tomadas,2011-08-01,2,2,0,0,2,2,4
SAN JOSE DE CHIQUITOS,malaria,numero de muestras hematicas tomadas,2011-08-01,20,40,0,0,20,40,60
SAN LORENZO(PND),malaria,numero de muestras hematicas tomadas,2011-08-01,232,115,0,0,232,115,347
SAN LORENZO(TJA),malaria,numero de muestras hematicas tomadas,2011-08-01,1,0,0,0,1,0,1
SAN LUCAS,malaria,numero de muestras hematicas tomadas,2011-08-01,0,22,0,0,0,22,22
SAN MATIAS,malaria,numero de muestras hematicas tomadas,2011-08-01,14,6,0,0,14,6,20
SAN PEDRO DE BUENA VISTA,malaria,numero de muestras hematicas tomadas,2011-08-01,12,4,0,0,12,4,16
SAN PEDRO(PND),malaria,numero de muestras hematicas tomadas,2011-08-01,99,16,0,0,99,16,115
SANTA CRUZ DE LA SIERRA,malaria,numero de muestras hematicas tomadas,2011-08-01,2,4,0,0,2,4,6
SANTA ROSA,malaria,numero de muestras hematicas tomadas,2011-08-01,8,4,0,0,8,4,12
SENA,malaria,numero de muestras hematicas tomadas,2011-08-01,107,80,0,0,107,80,187
SOPACHUY,malaria,numero de muestras hematicas tomadas,2011-08-01,11,15,0,0,11,15,26
TARABUCO,malaria,numero de muestras hematicas tomadas,2011-08-01,43,68,0,0,43,68,111
TARVITA,malaria,numero de muestras hematicas tomadas,2011-08-01,1,1,0,0,1,1,2
TEOPONTE,malaria,numero de muestras hematicas tomadas,2011-08-01,3,6,0,0,3,6,9
TOMINA,malaria,numero de muestras hematicas tomadas,2011-08-01,2,2,0,0,2,2,4
TORO TORO,malaria,numero de muestras hematicas tomadas,2011-08-01,51,36,0,0,51,36,87
VALLEGRANDE,malaria,numero de muestras hematicas tomadas,2011-08-01,1,1,0,0,1,1,2
VILA VILA,malaria,numero de muestras hematicas tomadas,2011-08-01,1,0,2,2,3,2,5
VILLA CHARCAS,malaria,numero de muestras hematicas tomadas,2011-08-01,23,35,0,0,23,35,58
VILLA MONTES,malaria,numero de muestras hematicas tomadas,2011-08-01,139,173,0,0,139,173,312
VILLA NUEVA (LOMA ALTA),malaria,numero de muestras hematicas tomadas,2011-08-01,92,89,0,0,92,89,181
VILLA SERRANO,malaria,numero de muestras hematicas tomadas,2011-08-01,158,152,0,0,158,152,310
VILLA TUNARI,malaria,numero de muestras hematicas tomadas,2011-08-01,5,3,0,0,5,3,8
VILLA VACA GUZMAN (MUYUPAMPA),malaria,numero de muestras hematicas tomadas,2011-08-01,0,12,0,0,0,12,12
WARNES,malaria,numero de muestras hematicas tomadas,2011-08-01,0,1,0,0,0,1,1
YACUIBA,malaria,numero de muestras hematicas tomadas,2011-08-01,137,203,0,0,137,203,340
YAPACANI,malaria,numero de muestras hematicas tomadas,2011-08-01,1,1,0,0,1,1,2
ZUDAÑEZ,malaria,numero de muestras hematicas tomadas,2011-08-01,1,0,0,0,1,0,1
ALCALA,malaria,numero de muestras hematicas tomadas,2011-09-01,0,0,0,5,0,5,5
APOLO,malaria,numero de muestras hematicas tomadas,2011-09-01,10,8,0,0,10,8,18
AYATA,malaria,numero de muestras hematicas tomadas,2011-09-01,8,3,0,0,8,3,11
AZURDUY,malaria,numero de muestras hematicas tomadas,2011-09-01,37,53,0,0,37,53,90
BAURES,malaria,numero de muestras hematicas tomadas,2011-09-01,30,25,0,0,30,25,55
BELLA FLOR,malaria,numero de muestras hematicas tomadas,2011-09-01,70,0,0,0,70,0,70
BERMEJO,malaria,numero de muestras hematicas tomadas,2011-09-01,29,129,0,0,29,129,158
BOLPEBRA,malaria,numero de muestras hematicas tomadas,2011-09-01,45,0,0,0,45,0,45
BUENA VISTA,malaria,numero de muestras hematicas tomadas,2011-09-01,2,0,0,0,2,0,2
CABEZAS,malaria,numero de muestras hematicas tomadas,2011-09-01,1,0,0,0,1,0,1
CAMARGO,malaria,numero de muestras hematicas tomadas,2011-09-01,0,107,0,0,0,107,107
CAMATAQUI (C. VILLA ABECIA),malaria,numero de muestras hematicas tomadas,2011-09-01,13,26,0,0,13,26,39
CAMIRI,malaria,numero de muestras hematicas tomadas,2011-09-01,11,11,0,0,11,11,22
CARANAVI,malaria,numero de muestras hematicas tomadas,2011-09-01,5,8,0,0,5,8,13
CARAPARI,malaria,numero de muestras hematicas tomadas,2011-09-01,1,2,0,0,1,2,3
COBIJA,malaria,numero de muestras hematicas tomadas,2011-09-01,38,9,0,0,38,9,47
COLOMI,malaria,numero de muestras hematicas tomadas,2011-09-01,1,0,0,0,1,0,1
COMARAPA,malaria,numero de muestras hematicas tomadas,2011-09-01,2,0,0,0,2,0,2
COROICO,malaria,numero de muestras hematicas tomadas,2011-09-01,0,1,0,0,0,1,1
CUEVO,malaria,numero de muestras hematicas tomadas,2011-09-01,0,1,0,0,0,1,1
EL TORNO,malaria,numero de muestras hematicas tomadas,2011-09-01,29,32,0,0,29,32,61
EL VILLAR,malaria,numero de muestras hematicas tomadas,2011-09-01,0,3,0,0,0,3,3
ENTRE RIOS TRJ,malaria,numero de muestras hematicas tomadas,2011-09-01,152,175,0,0,152,175,327
EUREKA (SANTOS MERCADO),malaria,numero de muestras hematicas tomadas,2011-09-01,175,46,0,0,175,46,221
FILADELFIA,malaria,numero de muestras hematicas tomadas,2011-09-01,120,0,0,0,120,0,120
GRAL. J.J. PEREZ (CHARAZANI),malaria,numero de muestras hematicas tomadas,2011-09-01,12,4,0,0,12,4,16
GUANAY,malaria,numero de muestras hematicas tomadas,2011-09-01,9,10,0,0,9,10,19
GUAYARAMERIN,malaria,numero de muestras hematicas tomadas,2011-09-01,897,867,35,47,932,914,1846
GUTIERREZ,malaria,numero de muestras hematicas tomadas,2011-09-01,0,18,0,0,0,18,18
HUACARETA,malaria,numero de muestras hematicas tomadas,2011-09-01,0,1,0,0,0,1,1
HUACAYA (VILLA DE HUACAYA),malaria,numero de muestras hematicas tomadas,2011-09-01,0,0,15,26,15,26,41
ICLA,malaria,numero de muestras hematicas tomadas,2011-09-01,1,2,0,0,1,2,3
INCAHUASI,malaria,numero de muestras hematicas tomadas,2011-09-01,1,8,0,0,1,8,9
INGAVI (HUMAITA),malaria,numero de muestras hematicas tomadas,2011-09-01,79,19,0,0,79,19,98
LA ASUNTA,malaria,numero de muestras hematicas tomadas,2011-09-01,1,0,0,0,1,0,1
LA GUARDIA,malaria,numero de muestras hematicas tomadas,2011-09-01,1,3,0,0,1,3,4
LAGUNILLAS,malaria,numero de muestras hematicas tomadas,2011-09-01,4,11,0,0,4,11,15
LAS CARRERAS,malaria,numero de muestras hematicas tomadas,2011-09-01,10,108,0,0,10,108,118
MACHARETI,malaria,numero de muestras hematicas tomadas,2011-09-01,23,42,0,0,23,42,65
MAGDALENA,malaria,numero de muestras hematicas tomadas,2011-09-01,127,109,0,0,127,109,236
MAIRANA,malaria,numero de muestras hematicas tomadas,2011-09-01,1,0,0,0,1,0,1
MAPIRI,malaria,numero de muestras hematicas tomadas,2011-09-01,2,2,0,0,2,2,4
MIZQUE,malaria,numero de muestras hematicas tomadas,2011-09-01,1,2,0,0,1,2,3
MOJOCOYA,malaria,numero de muestras hematicas tomadas,2011-09-01,54,40,0,0,54,40,94
MONTEAGUDO,malaria,numero de muestras hematicas tomadas,2011-09-01,135,147,0,0,135,147,282
NACEBE (SANTA ROSA DEL ABUNA),malaria,numero de muestras hematicas tomadas,2011-09-01,65,46,0,0,65,46,111
NUEVO MANOA (NUEVA ESPERANZA),malaria,numero de muestras hematicas tomadas,2011-09-01,65,69,0,0,65,69,134
PADCAYA,malaria,numero de muestras hematicas tomadas,2011-09-01,58,38,0,0,58,38,96
PADILLA,malaria,numero de muestras hematicas tomadas,2011-09-01,7,7,0,0,7,7,14
PALOS BLANCOS,malaria,numero de muestras hematicas tomadas,2011-09-01,3,1,0,0,3,1,4
POROMA,malaria,numero de muestras hematicas tomadas,2011-09-01,70,76,0,0,70,76,146
PORONGO,malaria,numero de muestras hematicas tomadas,2011-09-01,4,6,0,0,4,6,10
PORVENIR,malaria,numero de muestras hematicas tomadas,2011-09-01,148,0,0,0,148,0,148
PRESTO,malaria,numero de muestras hematicas tomadas,2011-09-01,0,1,0,0,0,1,1
PUERTO GONZALO MORENO,malaria,numero de muestras hematicas tomadas,2011-09-01,199,0,0,0,199,0,199
PUERTO RICO,malaria,numero de muestras hematicas tomadas,2011-09-01,262,91,0,0,262,91,353
REYES,malaria,numero de muestras hematicas tomadas,2011-09-01,9,4,0,0,9,4,13
RIBERALTA,malaria,numero de muestras hematicas tomadas,2011-09-01,525,421,1,26,526,447,973
ROBORE,malaria,numero de muestras hematicas tomadas,2011-09-01,5,5,0,0,5,5,10
RURRENABAQUE,malaria,numero de muestras hematicas tomadas,2011-09-01,2,0,0,0,2,0,2
SAIPINA,malaria,numero de muestras hematicas tomadas,2011-09-01,24,33,0,0,24,33,57
SAN BUENA VENTURA,malaria,numero de muestras hematicas tomadas,2011-09-01,1,1,0,0,1,1,2
SAN CARLOS,malaria,numero de muestras hematicas tomadas,2011-09-01,1,0,0,0,1,0,1
SAN IGNACIO DE VELASCO,malaria,numero de muestras hematicas tomadas,2011-09-01,29,35,0,0,29,35,64
SAN JOSE DE CHIQUITOS,malaria,numero de muestras hematicas tomadas,2011-09-01,15,25,0,0,15,25,40
SAN JULIAN,malaria,numero de muestras hematicas tomadas,2011-09-01,2,0,0,0,2,0,2
SAN LORENZO(PND),malaria,numero de muestras hematicas tomadas,2011-09-01,339,216,0,0,339,216,555
SAN LUCAS,malaria,numero de muestras hematicas tomadas,2011-09-01,12,240,0,0,12,240,252
SAN MATIAS,malaria,numero de muestras hematicas tomadas,2011-09-01,55,44,0,0,55,44,99
SAN PEDRO DE BUENA VISTA,malaria,numero de muestras hematicas tomadas,2011-09-01,1,1,0,0,1,1,2
SAN PEDRO(PND),malaria,numero de muestras hematicas tomadas,2011-09-01,18,17,0,0,18,17,35
SANTA ANA,malaria,numero de muestras hematicas tomadas,2011-09-01,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,malaria,numero de muestras hematicas tomadas,2011-09-01,1,0,0,0,1,0,1
SANTA ROSA,malaria,numero de muestras hematicas tomadas,2011-09-01,3,8,0,0,3,8,11
SENA,malaria,numero de muestras hematicas tomadas,2011-09-01,90,70,0,0,90,70,160
SHINAOTA,malaria,numero de muestras hematicas tomadas,2011-09-01,1,0,0,0,1,0,1
SOPACHUY,malaria,numero de muestras hematicas tomadas,2011-09-01,10,13,0,0,10,13,23
TARABUCO,malaria,numero de muestras hematicas tomadas,2011-09-01,1,2,0,0,1,2,3
TARVITA,malaria,numero de muestras hematicas tomadas,2011-09-01,0,1,0,0,0,1,1
TEOPONTE,malaria,numero de muestras hematicas tomadas,2011-09-01,8,3,0,0,8,3,11
TIPUANI,malaria,numero de muestras hematicas tomadas,2011-09-01,1,3,0,0,1,3,4
TOMINA,malaria,numero de muestras hematicas tomadas,2011-09-01,0,1,0,0,0,1,1
TORO TORO,malaria,numero de muestras hematicas tomadas,2011-09-01,24,26,0,0,24,26,50
VALLEGRANDE,malaria,numero de muestras hematicas tomadas,2011-09-01,1,3,0,0,1,3,4
VILLA MONTES,malaria,numero de muestras hematicas tomadas,2011-09-01,96,98,0,0,96,98,194
VILLA NUEVA (LOMA ALTA),malaria,numero de muestras hematicas tomadas,2011-09-01,102,74,0,0,102,74,176
VILLA SERRANO,malaria,numero de muestras hematicas tomadas,2011-09-01,4,8,0,0,4,8,12
VILLA TUNARI,malaria,numero de muestras hematicas tomadas,2011-09-01,2,0,0,0,2,0,2
VILLA VACA GUZMAN (MUYUPAMPA),malaria,numero de muestras hematicas tomadas,2011-09-01,4,6,0,0,4,6,10
YACUIBA,malaria,numero de muestras hematicas tomadas,2011-09-01,291,384,0,0,291,384,675
YAPACANI,malaria,numero de muestras hematicas tomadas,2011-09-01,2,0,0,0,2,0,2
AIQUILE,malaria,numero de muestras hematicas tomadas,2011-10-01,3,1,0,0,3,1,4
ALCALA,malaria,numero de muestras hematicas tomadas,2011-10-01,4,11,0,0,4,11,15
APOLO,malaria,numero de muestras hematicas tomadas,2011-10-01,6,3,0,0,6,3,9
AZURDUY,malaria,numero de muestras hematicas tomadas,2011-10-01,46,60,0,0,46,60,106
BAURES,malaria,numero de muestras hematicas tomadas,2011-10-01,38,21,0,0,38,21,59
BELLA FLOR,malaria,numero de muestras hematicas tomadas,2011-10-01,76,0,0,0,76,0,76
BERMEJO,malaria,numero de muestras hematicas tomadas,2011-10-01,64,69,0,0,64,69,133
BOLPEBRA,malaria,numero de muestras hematicas tomadas,2011-10-01,28,15,0,0,28,15,43
BUENA VISTA,malaria,numero de muestras hematicas tomadas,2011-10-01,1,13,0,0,1,13,14
