municipality,group,variable,month,Consultas nuevas en menores de 5 años,TOTAL
PAZÑA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,67,67
PELECHUCO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,14,14
POCOATA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,32,32
POCONA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,9,9
POJO (CBBA),atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,36,36
POOPO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,27,27
PORCO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,18,18
POROMA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,11,11
PORONGO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,35,35
PORTACHUELO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,42,42
PORVENIR,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,118,118
POSTRER VALLE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,27,27
POTOSI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,978,978
PRESTO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,21,21
PUCARA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,14,14
PUCARANI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,97,97
PUERTO ACOSTA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,82,82
PUERTO CARABUCO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,23,23
PUERTO GONZALO MORENO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,5,5
PUERTO QUIJARRO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,56,56
PUERTO RICO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,55,55
PUERTO SUAREZ,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,105,105
PUERTO VILLARROEL,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,77,77
PUNA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,151,151
PUNATA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,158,158
QUILLACOLLO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,456,456
QUIME,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,44,44
QUIRUSILLAS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,15,15
RAVELO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,11,11
REYES,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,42,42
RIBERALTA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,78,78
ROBORE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,31,31
RURRENABAQUE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,7,7
SABAYA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,2,2
SACABA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,424,424
SACACA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,85,85
SAIPINA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,13,13
SALINAS DE GARCI MENDOZA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,28,28
SAMAIPATA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,16,16
SAN AGUSTIN,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,8,8
SAN ANDRES,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,5,5
SAN ANDRES DE MACHACA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,18,18
SAN ANTONIO DE LOMERIO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,7,7
SAN BENITO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,4,4
SAN BORJA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,67,67
SAN BUENA VENTURA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,32,32
SAN CARLOS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,60,60
SAN IGNACIO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,70,70
SAN IGNACIO DE VELASCO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,229,229
SAN JAVIER(STC),atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,8,8
SAN JOAQUIN,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,53,53
SAN JUAN DE YAPACANI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,59,59
SAN LORENZO(PND),atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,40,40
SAN LORENZO(TJA),atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,118,118
SAN LUCAS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,86,86
SAN MATIAS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,70,70
SAN MIGUEL DE VELASCO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,14,14
SAN PEDRO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,4,4
SAN PEDRO DE BUENA VISTA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,53,53
SAN PEDRO DE CURAHUARA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,15,15
SAN PEDRO DE TIQUINA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,39,39
SAN RAFAEL,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,16,16
SAN RAMON,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,74,74
SAN RAMON,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,2,2
SANTA ANA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,242,242
SANTA CRUZ DE LA SIERRA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,4941,4941
SANTA ROSA DEL SARA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,91,91
SANTIAGO DE HUARI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,174,174
SANTIAGO DE MACHACA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,42,42
SANTIVAÑES,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,1,1
SANTUARIO DE QUILLACAS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,81,81
SAPAHAQUI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,10,10
SENA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,19,19
SICA SICA (VILLA AROMA),atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,67,67
SICAYA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,1,1
SIPE SIPE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,162,162
SOPACHUY,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,8,8
SORACACHI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,51,51
SORATA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,45,45
SUCRE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,1143,1143
TACACOMA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,25,25
TACOPAYA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,10,10
TAHUA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,5,5
TAPACARI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,35,35
TARABUCO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,1074,1074
TARACO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,20,20
TARATA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,29,29
TARIJA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,236,236
TARVITA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,255,255
TIAWANACU,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,5,5
TINGUIPAYA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,32,32
TIPUANI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,11,11
TIQUIPAYA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,972,972
TIRAQUE (CBBA),atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,205,205
TITO YUPANQUI (PARQUIPUJIO),atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,3,3
TOCO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,64,64
TOLATA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,56,56
TOLEDO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,11,11
TOMAVE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,54,54
TOMINA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,90,90
TORO TORO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,16,16
TOTORA(CBBA),atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,23,23
TOTORA(ORR),atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,25,25
TRIGAL,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,7,7
TRINIDAD,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,283,283
TUPIZA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,105,105
TURCO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,24,24
UMALA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,19,19
UNCIA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,95,95
URIONDO (A. CONCEPCION),atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,33,33
URUBICHA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,19,19
UYUNI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,239,239
VACAS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,41,41
VALLEGRANDE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,115,115
VIACHA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,215,215
VILA VILA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,252,252
VILLA MONTES,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,91,91
VILLA NUEVA (LOMA ALTA),atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,14,14
VILLA RIVERO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,6,6
VILLA SERRANO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,61,61
VILLA TUNARI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,113,113
VILLA VACA GUZMAN (MUYUPAMPA),atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,29,29
VILLAZON,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,98,98
VINTO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,88,88
VITICHI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,3,3
WARNES,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,280,280
YACO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,8,8
YACUIBA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,117,117
YAMPARAEZ,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,58,58
YANACACHI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,11,11
YAPACANI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,42,42
YOCALLA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,55,55
YOTALA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,20,20
YUNCHARA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,15,15
ZUDAÑEZ,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-07-01,135,135
ACACIO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,20,20
ACHACACHI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,93,93
ACHOCALLA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,50,50
AIQUILE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,85,85
ALALAY,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,97,97
ALCALA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,196,196
ANCORAIMES,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,60,60
ANDAMARCA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,47,47
ANTEQUERA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,18,18
ANZALDO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,70,70
APOLO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,31,31
ARAMPAMPA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,6,6
ARANI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,13,13
ARBIETO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,23,23
ARQUE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,57,57
ASCENCION DE GUARAYOS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,10,10
ATOCHA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,48,48
AYATA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,33,33
AYO AYO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,42,42
AYOPAYA (V. DE INDEPENDENCIA),atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,59,59
AZURDUY,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,149,149
BATALLAS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,9,9
BAURES,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,12,12
BELEN DE URMIRI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,5,5
BELLA FLOR,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,91,91
BERMEJO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,25,25
BETANZOS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,51,51
BOLIVAR,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,1,1
BOLPEBRA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,19,19
BOYUIBE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,27,27
BUENA VISTA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,30,30
CABEZAS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,127,127
CAIROMA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,48,48
"CAIZA ""D""",atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,37,37
CAJUATA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,12,12
CALACOTO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,5,5
CALAMARCA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,74,74
CAMARGO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,186,186
CAMATAQUI (C. VILLA ABECIA),atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,18,18
CAMIRI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,188,188
CAPINOTA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,107,107
CAQUIAVIRI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,18,18
CARACOLLO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,90,90
CARANAVI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,126,126
CARAPARI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,37,37
CARIPUYO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,154,154
CARMEN RIVERO TORREZ,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,50,50
CATACORA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,2,2
CHALLAPATA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,168,168
CHAQUI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,28,28
CHARAGUA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,124,124
CHARAÑA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,5,5
CHAYANTA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,171,171
CHIMORE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,22,22
CHOQUE COTA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,8,8
CHULUMANI (V. DE LA LIBERTAD),atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,48,48
CHUMA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,56,56
CLIZA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,139,139
COBIJA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,434,434
COCHABAMBA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,2308,2308
COLCAPIRHUA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,138,138
"COLCHA ""K""",atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,34,34
COLOMI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,86,86
COLPA BELGICA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,80,80
COLQUECHACA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,24,24
COLQUENCHA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,18,18
COLQUIRI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,46,46
COMARAPA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,24,24
COMBAYA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,20,20
CONCEPCION,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,56,56
COPACABANA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,28,28
CORIPATA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,22,22
CORO CORO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,7,7
COROICO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,81,81
CORQUE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,53,53
COTAGAITA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,19,19
COTOCA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,3,3
CUATRO CAÑADAS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,162,162
CUCHUMUELA (V. G. VILLARROEL),atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,1,1
CUEVO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,2,2
CULPINA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,49,49
CURAHUARA DE CARANGAS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,10,10
DESAGUADERO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,23,23
EL ALTO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,2532,2532
EL CHORO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,42,42
EL PUENTE(STC),atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,59,59
EL PUENTE(TJA),atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,25,25
EL TORNO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,23,23
EL VILLAR,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,115,115
ENTRE RIOS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,43,43
ENTRE RIOS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,83,83
EUCALIPTUS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,7,7
FERNANDEZ ALONSO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,43,43
FILADELFIA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,29,29
GENERAL SAAVEDRA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,57,57
GRAL. J.J. PEREZ (CHARAZANI),atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,92,92
GUANAY,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,10,10
GUAQUI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,7,7
GUAYARAMERIN,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,118,118
GUTIERREZ,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,51,51
HUACARETA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,31,31
HUACAYA (VILLA DE HUACAYA),atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,5,5
HUACHACALLA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,7,7
HUANUNI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,134,134
HUARACAJE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,22,22
HUAYLLAMARCA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,7,7
ICLA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,212,212
INCAHUASI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,388,388
INQUISIVI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,8,8
IRUPANA (VILLA DE LANZA),atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,53,53
IXIAMAS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,44,44
JESUS DE MACHACA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,23,23
LA ASUNTA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,23,23
LA GUARDIA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,144,144
LA PAZ,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,5287,5287
LAGUNILLAS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,16,16
LAJA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,38,38
LAS CARRERAS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,17,17
LICOMA PAMPA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,6,6
LLALLAGUA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,185,185
LLICA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,35,35
LORETO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,1,1
LURIBAY,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,49,49
MACHACAMARCA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,25,25
MACHARETI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,19,19
MAGDALENA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,8,8
MAIRANA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,68,68
MAPIRI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,75,75
MECAPACA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,10,10
MINEROS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,27,27
MIZQUE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,10,10
MOCOMOCO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,5,5
MOJOCOYA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,11,11
MONTEAGUDO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,38,38
MONTERO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,402,402
MORO MORO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,8,8
MOROCHATA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,78,78
OCURI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,5,5
OKINAWA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,30,30
OMEREQUE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,18,18
ORURO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,824,824
PADCAYA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,13,13
PADILLA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,62,62
PAILON,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,121,121
PALCA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,79,79
PALOS BLANCOS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,51,51
PAMPA AULLAGAS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,15,15
PAMPA GRANDE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,17,17
PASORAPA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,10,10
PATACAMAYA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,158,158
PAZÑA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,55,55
PELECHUCO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,10,10
POCOATA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,67,67
POCONA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,11,11
POJO (CBBA),atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,19,19
POOPO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,25,25
PORCO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,27,27
POROMA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,25,25
PORONGO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,44,44
PORTACHUELO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,38,38
PORVENIR,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,90,90
POSTRER VALLE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-08-01,22,22
