municipality,group,variable,month,Primeras consultas,TOTAL
COMBAYA,atenciones odontologicas,primeras consultas,2008-07-01,22,22
CONCEPCION,atenciones odontologicas,primeras consultas,2008-07-01,105,105
COPACABANA,atenciones odontologicas,primeras consultas,2008-07-01,113,113
CORIPATA,atenciones odontologicas,primeras consultas,2008-07-01,91,91
CORO CORO,atenciones odontologicas,primeras consultas,2008-07-01,54,54
COROICO,atenciones odontologicas,primeras consultas,2008-07-01,10,10
CORQUE,atenciones odontologicas,primeras consultas,2008-07-01,55,55
COTAGAITA,atenciones odontologicas,primeras consultas,2008-07-01,134,134
COTOCA,atenciones odontologicas,primeras consultas,2008-07-01,44,44
CUATRO CAÑADAS,atenciones odontologicas,primeras consultas,2008-07-01,72,72
CUCHUMUELA (V. G. VILLARROEL),atenciones odontologicas,primeras consultas,2008-07-01,43,43
CUEVO,atenciones odontologicas,primeras consultas,2008-07-01,35,35
CULPINA,atenciones odontologicas,primeras consultas,2008-07-01,168,168
CURAHUARA DE CARANGAS,atenciones odontologicas,primeras consultas,2008-07-01,8,8
CURVA,atenciones odontologicas,primeras consultas,2008-07-01,2,2
EL ALTO,atenciones odontologicas,primeras consultas,2008-07-01,5162,5162
EL CHORO,atenciones odontologicas,primeras consultas,2008-07-01,7,7
EL PUENTE(STC),atenciones odontologicas,primeras consultas,2008-07-01,144,144
EL PUENTE(TJA),atenciones odontologicas,primeras consultas,2008-07-01,133,133
EL TORNO,atenciones odontologicas,primeras consultas,2008-07-01,54,54
EL VILLAR,atenciones odontologicas,primeras consultas,2008-07-01,60,60
ENTRE RIOS,atenciones odontologicas,primeras consultas,2008-07-01,127,127
ENTRE RIOS,atenciones odontologicas,primeras consultas,2008-07-01,214,214
EUCALIPTUS,atenciones odontologicas,primeras consultas,2008-07-01,28,28
FERNANDEZ ALONSO,atenciones odontologicas,primeras consultas,2008-07-01,61,61
FILADELFIA,atenciones odontologicas,primeras consultas,2008-07-01,188,188
GENERAL SAAVEDRA,atenciones odontologicas,primeras consultas,2008-07-01,252,252
GRAL. J.J. PEREZ (CHARAZANI),atenciones odontologicas,primeras consultas,2008-07-01,61,61
GUANAY,atenciones odontologicas,primeras consultas,2008-07-01,120,120
GUAQUI,atenciones odontologicas,primeras consultas,2008-07-01,165,165
GUAYARAMERIN,atenciones odontologicas,primeras consultas,2008-07-01,477,477
GUTIERREZ,atenciones odontologicas,primeras consultas,2008-07-01,190,190
HUACHACALLA,atenciones odontologicas,primeras consultas,2008-07-01,44,44
HUANUNI,atenciones odontologicas,primeras consultas,2008-07-01,136,136
HUARACAJE,atenciones odontologicas,primeras consultas,2008-07-01,3,3
HUAYLLAMARCA,atenciones odontologicas,primeras consultas,2008-07-01,35,35
ICLA,atenciones odontologicas,primeras consultas,2008-07-01,131,131
INCAHUASI,atenciones odontologicas,primeras consultas,2008-07-01,252,252
INQUISIVI,atenciones odontologicas,primeras consultas,2008-07-01,48,48
IRUPANA (VILLA DE LANZA),atenciones odontologicas,primeras consultas,2008-07-01,88,88
IXIAMAS,atenciones odontologicas,primeras consultas,2008-07-01,63,63
JESUS DE MACHACA,atenciones odontologicas,primeras consultas,2008-07-01,90,90
LA ASUNTA,atenciones odontologicas,primeras consultas,2008-07-01,106,106
LA GUARDIA,atenciones odontologicas,primeras consultas,2008-07-01,259,259
LA PAZ,atenciones odontologicas,primeras consultas,2008-07-01,7572,7572
LAGUNILLAS,atenciones odontologicas,primeras consultas,2008-07-01,30,30
LAJA,atenciones odontologicas,primeras consultas,2008-07-01,138,138
LAS CARRERAS,atenciones odontologicas,primeras consultas,2008-07-01,21,21
LICOMA PAMPA,atenciones odontologicas,primeras consultas,2008-07-01,49,49
LLALLAGUA,atenciones odontologicas,primeras consultas,2008-07-01,296,296
LLICA,atenciones odontologicas,primeras consultas,2008-07-01,39,39
LURIBAY,atenciones odontologicas,primeras consultas,2008-07-01,149,149
MACHACAMARCA,atenciones odontologicas,primeras consultas,2008-07-01,75,75
MACHARETI,atenciones odontologicas,primeras consultas,2008-07-01,460,460
MAGDALENA,atenciones odontologicas,primeras consultas,2008-07-01,26,26
MAIRANA,atenciones odontologicas,primeras consultas,2008-07-01,150,150
MALLA,atenciones odontologicas,primeras consultas,2008-07-01,4,4
MAPIRI,atenciones odontologicas,primeras consultas,2008-07-01,72,72
MECAPACA,atenciones odontologicas,primeras consultas,2008-07-01,58,58
MINEROS,atenciones odontologicas,primeras consultas,2008-07-01,130,130
MIZQUE,atenciones odontologicas,primeras consultas,2008-07-01,80,80
MOCOMOCO,atenciones odontologicas,primeras consultas,2008-07-01,96,96
MOJOCOYA,atenciones odontologicas,primeras consultas,2008-07-01,53,53
MONTEAGUDO,atenciones odontologicas,primeras consultas,2008-07-01,72,72
MONTERO,atenciones odontologicas,primeras consultas,2008-07-01,657,657
MORO MORO,atenciones odontologicas,primeras consultas,2008-07-01,66,66
MOROCHATA,atenciones odontologicas,primeras consultas,2008-07-01,306,306
OCURI,atenciones odontologicas,primeras consultas,2008-07-01,64,64
OKINAWA,atenciones odontologicas,primeras consultas,2008-07-01,21,21
OMEREQUE,atenciones odontologicas,primeras consultas,2008-07-01,31,31
ORURO,atenciones odontologicas,primeras consultas,2008-07-01,4334,4334
PADCAYA,atenciones odontologicas,primeras consultas,2008-07-01,226,226
PADILLA,atenciones odontologicas,primeras consultas,2008-07-01,207,207
PAILON,atenciones odontologicas,primeras consultas,2008-07-01,173,173
PALCA,atenciones odontologicas,primeras consultas,2008-07-01,68,68
PALOS BLANCOS,atenciones odontologicas,primeras consultas,2008-07-01,98,98
PAMPA AULLAGAS,atenciones odontologicas,primeras consultas,2008-07-01,24,24
PAMPA GRANDE,atenciones odontologicas,primeras consultas,2008-07-01,33,33
PAPEL PAMPA,atenciones odontologicas,primeras consultas,2008-07-01,22,22
PASORAPA,atenciones odontologicas,primeras consultas,2008-07-01,18,18
PATACAMAYA,atenciones odontologicas,primeras consultas,2008-07-01,88,88
PAZÑA,atenciones odontologicas,primeras consultas,2008-07-01,139,139
PELECHUCO,atenciones odontologicas,primeras consultas,2008-07-01,48,48
POCOATA,atenciones odontologicas,primeras consultas,2008-07-01,75,75
POCONA,atenciones odontologicas,primeras consultas,2008-07-01,49,49
POJO (CBBA),atenciones odontologicas,primeras consultas,2008-07-01,59,59
POOPO,atenciones odontologicas,primeras consultas,2008-07-01,92,92
PORCO,atenciones odontologicas,primeras consultas,2008-07-01,58,58
POROMA,atenciones odontologicas,primeras consultas,2008-07-01,90,90
PORONGO,atenciones odontologicas,primeras consultas,2008-07-01,249,249
PORTACHUELO,atenciones odontologicas,primeras consultas,2008-07-01,187,187
PORVENIR,atenciones odontologicas,primeras consultas,2008-07-01,126,126
POSTRER VALLE,atenciones odontologicas,primeras consultas,2008-07-01,40,40
POTOSI,atenciones odontologicas,primeras consultas,2008-07-01,1596,1596
PRESTO,atenciones odontologicas,primeras consultas,2008-07-01,39,39
PUCARA,atenciones odontologicas,primeras consultas,2008-07-01,35,35
PUCARANI,atenciones odontologicas,primeras consultas,2008-07-01,207,207
PUERTO ACOSTA,atenciones odontologicas,primeras consultas,2008-07-01,242,242
PUERTO CARABUCO,atenciones odontologicas,primeras consultas,2008-07-01,146,146
PUERTO GONZALO MORENO,atenciones odontologicas,primeras consultas,2008-07-01,10,10
PUERTO QUIJARRO,atenciones odontologicas,primeras consultas,2008-07-01,492,492
PUERTO RICO,atenciones odontologicas,primeras consultas,2008-07-01,106,106
PUERTO SUAREZ,atenciones odontologicas,primeras consultas,2008-07-01,216,216
PUERTO VILLARROEL,atenciones odontologicas,primeras consultas,2008-07-01,197,197
PUNA,atenciones odontologicas,primeras consultas,2008-07-01,300,300
PUNATA,atenciones odontologicas,primeras consultas,2008-07-01,242,242
QUILLACOLLO,atenciones odontologicas,primeras consultas,2008-07-01,840,840
QUIME,atenciones odontologicas,primeras consultas,2008-07-01,252,252
QUIRUSILLAS,atenciones odontologicas,primeras consultas,2008-07-01,17,17
RAVELO,atenciones odontologicas,primeras consultas,2008-07-01,66,66
REYES,atenciones odontologicas,primeras consultas,2008-07-01,44,44
RIBERALTA,atenciones odontologicas,primeras consultas,2008-07-01,425,425
ROBORE,atenciones odontologicas,primeras consultas,2008-07-01,278,278
RURRENABAQUE,atenciones odontologicas,primeras consultas,2008-07-01,21,21
SABAYA,atenciones odontologicas,primeras consultas,2008-07-01,19,19
SACABA,atenciones odontologicas,primeras consultas,2008-07-01,481,481
SACACA,atenciones odontologicas,primeras consultas,2008-07-01,104,104
SAIPINA,atenciones odontologicas,primeras consultas,2008-07-01,70,70
SALINAS DE GARCI MENDOZA,atenciones odontologicas,primeras consultas,2008-07-01,25,25
SAMAIPATA,atenciones odontologicas,primeras consultas,2008-07-01,87,87
SAN AGUSTIN,atenciones odontologicas,primeras consultas,2008-07-01,131,131
SAN ANDRES,atenciones odontologicas,primeras consultas,2008-07-01,242,242
SAN ANDRES DE MACHACA,atenciones odontologicas,primeras consultas,2008-07-01,145,145
SAN ANTONIO DE LOMERIO,atenciones odontologicas,primeras consultas,2008-07-01,149,149
SAN BENITO,atenciones odontologicas,primeras consultas,2008-07-01,41,41
SAN BORJA,atenciones odontologicas,primeras consultas,2008-07-01,371,371
SAN BUENA VENTURA,atenciones odontologicas,primeras consultas,2008-07-01,87,87
SAN CARLOS,atenciones odontologicas,primeras consultas,2008-07-01,150,150
SAN IGNACIO,atenciones odontologicas,primeras consultas,2008-07-01,296,296
SAN IGNACIO DE VELASCO,atenciones odontologicas,primeras consultas,2008-07-01,1070,1070
SAN JAVIER(STC),atenciones odontologicas,primeras consultas,2008-07-01,41,41
SAN JOAQUIN,atenciones odontologicas,primeras consultas,2008-07-01,306,306
SAN JOSE DE CHIQUITOS,atenciones odontologicas,primeras consultas,2008-07-01,43,43
SAN JUAN DE YAPACANI,atenciones odontologicas,primeras consultas,2008-07-01,85,85
SAN LORENZO(PND),atenciones odontologicas,primeras consultas,2008-07-01,57,57
SAN LORENZO(TJA),atenciones odontologicas,primeras consultas,2008-07-01,538,538
SAN MATIAS,atenciones odontologicas,primeras consultas,2008-07-01,328,328
SAN MIGUEL DE VELASCO,atenciones odontologicas,primeras consultas,2008-07-01,94,94
SAN PEDRO,atenciones odontologicas,primeras consultas,2008-07-01,39,39
SAN PEDRO DE BUENA VISTA,atenciones odontologicas,primeras consultas,2008-07-01,103,103
SAN PEDRO DE CURAHUARA,atenciones odontologicas,primeras consultas,2008-07-01,39,39
SAN PEDRO DE TIQUINA,atenciones odontologicas,primeras consultas,2008-07-01,50,50
SAN RAFAEL,atenciones odontologicas,primeras consultas,2008-07-01,73,73
SAN RAMON,atenciones odontologicas,primeras consultas,2008-07-01,51,51
SAN RAMON,atenciones odontologicas,primeras consultas,2008-07-01,48,48
SANTA ANA,atenciones odontologicas,primeras consultas,2008-07-01,275,275
SANTA CRUZ DE LA SIERRA,atenciones odontologicas,primeras consultas,2008-07-01,8484,8484
SANTA ROSA,atenciones odontologicas,primeras consultas,2008-07-01,622,622
SANTA ROSA DEL SARA,atenciones odontologicas,primeras consultas,2008-07-01,512,512
SANTIAGO DE HUARI,atenciones odontologicas,primeras consultas,2008-07-01,128,128
SANTIAGO DE MACHACA,atenciones odontologicas,primeras consultas,2008-07-01,20,20
SANTIVAÑES,atenciones odontologicas,primeras consultas,2008-07-01,29,29
SANTUARIO DE QUILLACAS,atenciones odontologicas,primeras consultas,2008-07-01,23,23
SAPAHAQUI,atenciones odontologicas,primeras consultas,2008-07-01,39,39
SENA,atenciones odontologicas,primeras consultas,2008-07-01,7,7
SICA SICA (VILLA AROMA),atenciones odontologicas,primeras consultas,2008-07-01,86,86
SICAYA,atenciones odontologicas,primeras consultas,2008-07-01,26,26
SIPE SIPE,atenciones odontologicas,primeras consultas,2008-07-01,186,186
SOPACHUY,atenciones odontologicas,primeras consultas,2008-07-01,41,41
SORACACHI,atenciones odontologicas,primeras consultas,2008-07-01,98,98
SORATA,atenciones odontologicas,primeras consultas,2008-07-01,181,181
SUCRE,atenciones odontologicas,primeras consultas,2008-07-01,2244,2244
TACACOMA,atenciones odontologicas,primeras consultas,2008-07-01,94,94
TACOPAYA,atenciones odontologicas,primeras consultas,2008-07-01,10,10
TAHUA,atenciones odontologicas,primeras consultas,2008-07-01,31,31
TAPACARI,atenciones odontologicas,primeras consultas,2008-07-01,86,86
TARABUCO,atenciones odontologicas,primeras consultas,2008-07-01,240,240
TARACO,atenciones odontologicas,primeras consultas,2008-07-01,47,47
TARATA,atenciones odontologicas,primeras consultas,2008-07-01,38,38
TARIJA,atenciones odontologicas,primeras consultas,2008-07-01,1625,1625
TARVITA,atenciones odontologicas,primeras consultas,2008-07-01,443,443
TIAWANACU,atenciones odontologicas,primeras consultas,2008-07-01,30,30
TINGUIPAYA,atenciones odontologicas,primeras consultas,2008-07-01,72,72
TIPUANI,atenciones odontologicas,primeras consultas,2008-07-01,38,38
TIQUIPAYA,atenciones odontologicas,primeras consultas,2008-07-01,280,280
TIRAQUE (CBBA),atenciones odontologicas,primeras consultas,2008-07-01,97,97
TITO YUPANQUI (PARQUIPUJIO),atenciones odontologicas,primeras consultas,2008-07-01,15,15
TOCO,atenciones odontologicas,primeras consultas,2008-07-01,66,66
TOLATA,atenciones odontologicas,primeras consultas,2008-07-01,6,6
TOLEDO,atenciones odontologicas,primeras consultas,2008-07-01,210,210
TOMAVE,atenciones odontologicas,primeras consultas,2008-07-01,40,40
TOMINA,atenciones odontologicas,primeras consultas,2008-07-01,165,165
TORO TORO,atenciones odontologicas,primeras consultas,2008-07-01,113,113
TOTORA(CBBA),atenciones odontologicas,primeras consultas,2008-07-01,74,74
TOTORA(ORR),atenciones odontologicas,primeras consultas,2008-07-01,32,32
TRIGAL,atenciones odontologicas,primeras consultas,2008-07-01,70,70
TRINIDAD,atenciones odontologicas,primeras consultas,2008-07-01,1274,1274
TUPIZA,atenciones odontologicas,primeras consultas,2008-07-01,664,664
TURCO,atenciones odontologicas,primeras consultas,2008-07-01,49,49
UNCIA,atenciones odontologicas,primeras consultas,2008-07-01,338,338
URIONDO (A. CONCEPCION),atenciones odontologicas,primeras consultas,2008-07-01,352,352
URUBICHA,atenciones odontologicas,primeras consultas,2008-07-01,100,100
UYUNI,atenciones odontologicas,primeras consultas,2008-07-01,306,306
VACAS,atenciones odontologicas,primeras consultas,2008-07-01,52,52
VALLEGRANDE,atenciones odontologicas,primeras consultas,2008-07-01,248,248
VIACHA,atenciones odontologicas,primeras consultas,2008-07-01,72,72
VILA VILA,atenciones odontologicas,primeras consultas,2008-07-01,359,359
VILLA MONTES,atenciones odontologicas,primeras consultas,2008-07-01,761,761
VILLA NUEVA (LOMA ALTA),atenciones odontologicas,primeras consultas,2008-07-01,10,10
VILLA RIVERO,atenciones odontologicas,primeras consultas,2008-07-01,5,5
VILLA SERRANO,atenciones odontologicas,primeras consultas,2008-07-01,43,43
VILLA TUNARI,atenciones odontologicas,primeras consultas,2008-07-01,684,684
VILLA VACA GUZMAN (MUYUPAMPA),atenciones odontologicas,primeras consultas,2008-07-01,33,33
VILLAZON,atenciones odontologicas,primeras consultas,2008-07-01,226,226
VINTO,atenciones odontologicas,primeras consultas,2008-07-01,91,91
VITICHI,atenciones odontologicas,primeras consultas,2008-07-01,19,19
WARNES,atenciones odontologicas,primeras consultas,2008-07-01,635,635
YACO,atenciones odontologicas,primeras consultas,2008-07-01,67,67
YACUIBA,atenciones odontologicas,primeras consultas,2008-07-01,549,549
YAMPARAEZ,atenciones odontologicas,primeras consultas,2008-07-01,76,76
YANACACHI,atenciones odontologicas,primeras consultas,2008-07-01,26,26
YAPACANI,atenciones odontologicas,primeras consultas,2008-07-01,152,152
YOCALLA,atenciones odontologicas,primeras consultas,2008-07-01,51,51
YOTALA,atenciones odontologicas,primeras consultas,2008-07-01,121,121
YUNCHARA,atenciones odontologicas,primeras consultas,2008-07-01,36,36
ZUDAÑEZ,atenciones odontologicas,primeras consultas,2008-07-01,40,40
ACACIO,atenciones odontologicas,primeras consultas,2008-08-01,4,4
ACHACACHI,atenciones odontologicas,primeras consultas,2008-08-01,179,179
ACHOCALLA,atenciones odontologicas,primeras consultas,2008-08-01,32,32
AIQUILE,atenciones odontologicas,primeras consultas,2008-08-01,119,119
ALCALA,atenciones odontologicas,primeras consultas,2008-08-01,84,84
ANCORAIMES,atenciones odontologicas,primeras consultas,2008-08-01,51,51
ANDAMARCA,atenciones odontologicas,primeras consultas,2008-08-01,289,289
ANTEQUERA,atenciones odontologicas,primeras consultas,2008-08-01,23,23
ANZALDO,atenciones odontologicas,primeras consultas,2008-08-01,56,56
APOLO,atenciones odontologicas,primeras consultas,2008-08-01,27,27
ARAMPAMPA,atenciones odontologicas,primeras consultas,2008-08-01,6,6
ARANI,atenciones odontologicas,primeras consultas,2008-08-01,302,302
ARBIETO,atenciones odontologicas,primeras consultas,2008-08-01,9,9
ARQUE,atenciones odontologicas,primeras consultas,2008-08-01,34,34
ASCENCION DE GUARAYOS,atenciones odontologicas,primeras consultas,2008-08-01,1102,1102
ATOCHA,atenciones odontologicas,primeras consultas,2008-08-01,695,695
AYATA,atenciones odontologicas,primeras consultas,2008-08-01,118,118
AYOPAYA (V. DE INDEPENDENCIA),atenciones odontologicas,primeras consultas,2008-08-01,194,194
AZURDUY,atenciones odontologicas,primeras consultas,2008-08-01,198,198
BATALLAS,atenciones odontologicas,primeras consultas,2008-08-01,68,68
BELEN DE URMIRI,atenciones odontologicas,primeras consultas,2008-08-01,19,19
BELLA FLOR,atenciones odontologicas,primeras consultas,2008-08-01,69,69
BERMEJO,atenciones odontologicas,primeras consultas,2008-08-01,422,422
BETANZOS,atenciones odontologicas,primeras consultas,2008-08-01,59,59
BOLIVAR,atenciones odontologicas,primeras consultas,2008-08-01,30,30
BOLPEBRA,atenciones odontologicas,primeras consultas,2008-08-01,10,10
BOYUIBE,atenciones odontologicas,primeras consultas,2008-08-01,122,122
BUENA VISTA,atenciones odontologicas,primeras consultas,2008-08-01,72,72
CABEZAS,atenciones odontologicas,primeras consultas,2008-08-01,229,229
CAIROMA,atenciones odontologicas,primeras consultas,2008-08-01,436,436
"CAIZA ""D""",atenciones odontologicas,primeras consultas,2008-08-01,243,243
CALACOTO,atenciones odontologicas,primeras consultas,2008-08-01,171,171
CALAMARCA,atenciones odontologicas,primeras consultas,2008-08-01,247,247
CAMARGO,atenciones odontologicas,primeras consultas,2008-08-01,380,380
CAMATAQUI (C. VILLA ABECIA),atenciones odontologicas,primeras consultas,2008-08-01,27,27
CAMIRI,atenciones odontologicas,primeras consultas,2008-08-01,429,429
CAPINOTA,atenciones odontologicas,primeras consultas,2008-08-01,186,186
CAQUIAVIRI,atenciones odontologicas,primeras consultas,2008-08-01,54,54
CARACOLLO,atenciones odontologicas,primeras consultas,2008-08-01,134,134
CARANAVI,atenciones odontologicas,primeras consultas,2008-08-01,267,267
CARAPARI,atenciones odontologicas,primeras consultas,2008-08-01,192,192
CARIPUYO,atenciones odontologicas,primeras consultas,2008-08-01,51,51
CARMEN RIVERO TORREZ,atenciones odontologicas,primeras consultas,2008-08-01,135,135
CATACORA,atenciones odontologicas,primeras consultas,2008-08-01,70,70
CHALLAPATA,atenciones odontologicas,primeras consultas,2008-08-01,171,171
CHAQUI,atenciones odontologicas,primeras consultas,2008-08-01,72,72
CHARAGUA,atenciones odontologicas,primeras consultas,2008-08-01,193,193
CHARAÑA,atenciones odontologicas,primeras consultas,2008-08-01,13,13
CHAYANTA,atenciones odontologicas,primeras consultas,2008-08-01,240,240
CHIMORE,atenciones odontologicas,primeras consultas,2008-08-01,53,53
CHOQUE COTA,atenciones odontologicas,primeras consultas,2008-08-01,9,9
CHULUMANI (V. DE LA LIBERTAD),atenciones odontologicas,primeras consultas,2008-08-01,113,113
CHUMA,atenciones odontologicas,primeras consultas,2008-08-01,195,195
CLIZA,atenciones odontologicas,primeras consultas,2008-08-01,62,62
COBIJA,atenciones odontologicas,primeras consultas,2008-08-01,422,422
COCHABAMBA,atenciones odontologicas,primeras consultas,2008-08-01,5546,5546
COLCAPIRHUA,atenciones odontologicas,primeras consultas,2008-08-01,138,138
"COLCHA ""K""",atenciones odontologicas,primeras consultas,2008-08-01,114,114
COLOMI,atenciones odontologicas,primeras consultas,2008-08-01,46,46
COLPA BELGICA,atenciones odontologicas,primeras consultas,2008-08-01,467,467
COLQUECHACA,atenciones odontologicas,primeras consultas,2008-08-01,88,88
COLQUENCHA,atenciones odontologicas,primeras consultas,2008-08-01,7,7
COLQUIRI,atenciones odontologicas,primeras consultas,2008-08-01,35,35
COMANCHE,atenciones odontologicas,primeras consultas,2008-08-01,62,62
COMARAPA,atenciones odontologicas,primeras consultas,2008-08-01,141,141
COMBAYA,atenciones odontologicas,primeras consultas,2008-08-01,42,42
CONCEPCION,atenciones odontologicas,primeras consultas,2008-08-01,115,115
COPACABANA,atenciones odontologicas,primeras consultas,2008-08-01,117,117
CORIPATA,atenciones odontologicas,primeras consultas,2008-08-01,85,85
CORO CORO,atenciones odontologicas,primeras consultas,2008-08-01,27,27
COROICO,atenciones odontologicas,primeras consultas,2008-08-01,10,10
CORQUE,atenciones odontologicas,primeras consultas,2008-08-01,49,49
COTAGAITA,atenciones odontologicas,primeras consultas,2008-08-01,395,395
COTOCA,atenciones odontologicas,primeras consultas,2008-08-01,61,61
CUATRO CAÑADAS,atenciones odontologicas,primeras consultas,2008-08-01,308,308
CUCHUMUELA (V. G. VILLARROEL),atenciones odontologicas,primeras consultas,2008-08-01,261,261
CUEVO,atenciones odontologicas,primeras consultas,2008-08-01,28,28
CULPINA,atenciones odontologicas,primeras consultas,2008-08-01,153,153
CURAHUARA DE CARANGAS,atenciones odontologicas,primeras consultas,2008-08-01,12,12
CURVA,atenciones odontologicas,primeras consultas,2008-08-01,5,5
EL ALTO,atenciones odontologicas,primeras consultas,2008-08-01,4785,4785
EL CHORO,atenciones odontologicas,primeras consultas,2008-08-01,44,44
EL PUENTE(STC),atenciones odontologicas,primeras consultas,2008-08-01,100,100
EL PUENTE(TJA),atenciones odontologicas,primeras consultas,2008-08-01,135,135
EL TORNO,atenciones odontologicas,primeras consultas,2008-08-01,91,91
EL VILLAR,atenciones odontologicas,primeras consultas,2008-08-01,128,128
ENTRE RIOS,atenciones odontologicas,primeras consultas,2008-08-01,95,95
ENTRE RIOS,atenciones odontologicas,primeras consultas,2008-08-01,391,391
EUCALIPTUS,atenciones odontologicas,primeras consultas,2008-08-01,26,26
FERNANDEZ ALONSO,atenciones odontologicas,primeras consultas,2008-08-01,82,82
FILADELFIA,atenciones odontologicas,primeras consultas,2008-08-01,89,89
GENERAL SAAVEDRA,atenciones odontologicas,primeras consultas,2008-08-01,89,89
GRAL. J.J. PEREZ (CHARAZANI),atenciones odontologicas,primeras consultas,2008-08-01,244,244
GUANAY,atenciones odontologicas,primeras consultas,2008-08-01,85,85
GUAQUI,atenciones odontologicas,primeras consultas,2008-08-01,202,202
GUAYARAMERIN,atenciones odontologicas,primeras consultas,2008-08-01,357,357
GUTIERREZ,atenciones odontologicas,primeras consultas,2008-08-01,131,131
HUACAYA (VILLA DE HUACAYA),atenciones odontologicas,primeras consultas,2008-08-01,8,8
HUACHACALLA,atenciones odontologicas,primeras consultas,2008-08-01,9,9
HUANUNI,atenciones odontologicas,primeras consultas,2008-08-01,78,78
HUARACAJE,atenciones odontologicas,primeras consultas,2008-08-01,3,3
HUAYLLAMARCA,atenciones odontologicas,primeras consultas,2008-08-01,54,54
ICLA,atenciones odontologicas,primeras consultas,2008-08-01,254,254
INCAHUASI,atenciones odontologicas,primeras consultas,2008-08-01,203,203
INQUISIVI,atenciones odontologicas,primeras consultas,2008-08-01,58,58
IRUPANA (VILLA DE LANZA),atenciones odontologicas,primeras consultas,2008-08-01,226,226
IXIAMAS,atenciones odontologicas,primeras consultas,2008-08-01,60,60
JESUS DE MACHACA,atenciones odontologicas,primeras consultas,2008-08-01,110,110
LA ASUNTA,atenciones odontologicas,primeras consultas,2008-08-01,328,328
LA GUARDIA,atenciones odontologicas,primeras consultas,2008-08-01,217,217
LA PAZ,atenciones odontologicas,primeras consultas,2008-08-01,6824,6824
LAGUNILLAS,atenciones odontologicas,primeras consultas,2008-08-01,44,44
LAJA,atenciones odontologicas,primeras consultas,2008-08-01,151,151
LAS CARRERAS,atenciones odontologicas,primeras consultas,2008-08-01,24,24
LICOMA PAMPA,atenciones odontologicas,primeras consultas,2008-08-01,31,31
LLALLAGUA,atenciones odontologicas,primeras consultas,2008-08-01,344,344
LLICA,atenciones odontologicas,primeras consultas,2008-08-01,34,34
LORETO,atenciones odontologicas,primeras consultas,2008-08-01,15,15
LURIBAY,atenciones odontologicas,primeras consultas,2008-08-01,183,183
MACHACAMARCA,atenciones odontologicas,primeras consultas,2008-08-01,43,43
MACHARETI,atenciones odontologicas,primeras consultas,2008-08-01,20,20
MAGDALENA,atenciones odontologicas,primeras consultas,2008-08-01,27,27
MAIRANA,atenciones odontologicas,primeras consultas,2008-08-01,433,433
MALLA,atenciones odontologicas,primeras consultas,2008-08-01,25,25
MAPIRI,atenciones odontologicas,primeras consultas,2008-08-01,125,125
MECAPACA,atenciones odontologicas,primeras consultas,2008-08-01,20,20
MINEROS,atenciones odontologicas,primeras consultas,2008-08-01,396,396
MIZQUE,atenciones odontologicas,primeras consultas,2008-08-01,53,53
MOCOMOCO,atenciones odontologicas,primeras consultas,2008-08-01,101,101
MOJOCOYA,atenciones odontologicas,primeras consultas,2008-08-01,48,48
MONTEAGUDO,atenciones odontologicas,primeras consultas,2008-08-01,64,64
MONTERO,atenciones odontologicas,primeras consultas,2008-08-01,790,790
MORO MORO,atenciones odontologicas,primeras consultas,2008-08-01,31,31
MOROCHATA,atenciones odontologicas,primeras consultas,2008-08-01,473,473
OCURI,atenciones odontologicas,primeras consultas,2008-08-01,93,93
OKINAWA,atenciones odontologicas,primeras consultas,2008-08-01,15,15
OMEREQUE,atenciones odontologicas,primeras consultas,2008-08-01,65,65
ORURO,atenciones odontologicas,primeras consultas,2008-08-01,2520,2520
PADCAYA,atenciones odontologicas,primeras consultas,2008-08-01,162,162
PADILLA,atenciones odontologicas,primeras consultas,2008-08-01,191,191
PAILON,atenciones odontologicas,primeras consultas,2008-08-01,153,153
PALCA,atenciones odontologicas,primeras consultas,2008-08-01,46,46
PALOS BLANCOS,atenciones odontologicas,primeras consultas,2008-08-01,256,256
PAMPA AULLAGAS,atenciones odontologicas,primeras consultas,2008-08-01,28,28
PAMPA GRANDE,atenciones odontologicas,primeras consultas,2008-08-01,51,51
PASORAPA,atenciones odontologicas,primeras consultas,2008-08-01,5,5
PATACAMAYA,atenciones odontologicas,primeras consultas,2008-08-01,164,164
PAZÑA,atenciones odontologicas,primeras consultas,2008-08-01,55,55
PELECHUCO,atenciones odontologicas,primeras consultas,2008-08-01,47,47
POCOATA,atenciones odontologicas,primeras consultas,2008-08-01,150,150
POCONA,atenciones odontologicas,primeras consultas,2008-08-01,43,43
POJO (CBBA),atenciones odontologicas,primeras consultas,2008-08-01,38,38
POOPO,atenciones odontologicas,primeras consultas,2008-08-01,45,45
PORCO,atenciones odontologicas,primeras consultas,2008-08-01,77,77
POROMA,atenciones odontologicas,primeras consultas,2008-08-01,545,545
PORONGO,atenciones odontologicas,primeras consultas,2008-08-01,19,19
PORTACHUELO,atenciones odontologicas,primeras consultas,2008-08-01,819,819
PORVENIR,atenciones odontologicas,primeras consultas,2008-08-01,49,49
POSTRER VALLE,atenciones odontologicas,primeras consultas,2008-08-01,56,56
POTOSI,atenciones odontologicas,primeras consultas,2008-08-01,1324,1324
PRESTO,atenciones odontologicas,primeras consultas,2008-08-01,401,401
PUCARA,atenciones odontologicas,primeras consultas,2008-08-01,59,59
