municipality,group,variable,month,Consultas repetidas en menores de 5 años,TOTAL
TACACOMA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-06-01,4,4
TAPACARI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-06-01,2,2
TARACO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-06-01,6,6
TARATA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-06-01,9,9
TARIJA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-06-01,214,214
TARVITA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-06-01,50,50
TINGUIPAYA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-06-01,4,4
TIQUIPAYA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-06-01,138,138
TIRAQUE (CBBA),atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-06-01,26,26
TOCO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-06-01,3,3
TOLEDO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-06-01,1,1
TOMAVE,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-06-01,5,5
TOMINA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-06-01,375,375
TORO TORO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-06-01,7,7
TOTORA(CBBA),atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-06-01,9,9
TRINIDAD,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-06-01,49,49
TUPIZA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-06-01,1,1
TURCO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-06-01,5,5
UNCIA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-06-01,37,37
URIONDO (A. CONCEPCION),atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-06-01,1,1
URUBICHA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-06-01,1,1
UYUNI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-06-01,5,5
VACAS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-06-01,5,5
VALLEGRANDE,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-06-01,39,39
VIACHA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-06-01,46,46
VILA VILA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-06-01,2,2
VILLA RIVERO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-06-01,2,2
VILLA TUNARI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-06-01,72,72
VILLA VACA GUZMAN (MUYUPAMPA),atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-06-01,8,8
VILLAZON,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-06-01,45,45
VINTO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-06-01,21,21
VITICHI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-06-01,4,4
WARNES,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-06-01,87,87
YACO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-06-01,4,4
YACUIBA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-06-01,28,28
YAMPARAEZ,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-06-01,2,2
YAPACANI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-06-01,9,9
YOTALA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-06-01,54,54
YUNCHARA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-06-01,1,1
ZUDAÑEZ,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-06-01,6,6
ACHACACHI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,11,11
AIQUILE,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,63,63
ALCALA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,6,6
ANDAMARCA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,42,42
ANTEQUERA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,11,11
APOLO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,3,3
ARANI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,24,24
ASCENCION DE GUARAYOS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,7,7
ATOCHA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,42,42
AYOPAYA (V. DE INDEPENDENCIA),atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,90,90
AZURDUY,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,5,5
BAURES,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,3,3
BERMEJO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,36,36
BETANZOS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,14,14
BOLIVAR,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,1,1
CABEZAS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,55,55
CAIROMA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,2,2
"CAIZA ""D""",atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,1,1
CALAMARCA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,7,7
CAMARGO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,383,383
CAMIRI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,310,310
CAPINOTA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,46,46
CARACOLLO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,15,15
CARANAVI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,5,5
CARIPUYO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,3,3
CARMEN RIVERO TORREZ,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,12,12
CHALLAPATA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,28,28
CHARAGUA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,20,20
CHAYANTA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,25,25
CHIMORE,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,9,9
CLIZA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,14,14
COBIJA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,59,59
COCHABAMBA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,1145,1145
COLCAPIRHUA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,156,156
COLOMI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,33,33
COLQUECHACA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,55,55
COLQUENCHA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,9,9
COLQUIRI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,28,28
COMARAPA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,2,2
COMBAYA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,8,8
CORIPATA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,17,17
COROICO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,2,2
CORQUE,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,3,3
COTAGAITA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,15,15
COTOCA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,7,7
CUCHUMUELA (V. G. VILLARROEL),atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,1,1
CULPINA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,8,8
CURAHUARA DE CARANGAS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,158,158
EL ALTO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,824,824
EL CHORO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,4,4
EL PUENTE(STC),atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,6,6
EL TORNO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,10,10
ENTRE RIOS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,4,4
ENTRE RIOS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,36,36
EUCALIPTUS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,16,16
FERNANDEZ ALONSO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,7,7
GENERAL SAAVEDRA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,11,11
GRAL. J.J. PEREZ (CHARAZANI),atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,1,1
GUANAY,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,14,14
GUAYARAMERIN,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,19,19
GUTIERREZ,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,3,3
HUACHACALLA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,5,5
HUANUNI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,43,43
HUARACAJE,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,2,2
HUAYLLAMARCA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,4,4
INCAHUASI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,22,22
INQUISIVI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,2,2
IRUPANA (VILLA DE LANZA),atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,20,20
LA ASUNTA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,1,1
LA GUARDIA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,18,18
LA PAZ,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,1610,1610
LAGUNILLAS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,9,9
LAS CARRERAS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,10,10
LICOMA PAMPA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,4,4
LLALLAGUA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,27,27
LLICA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,5,5
MACHACAMARCA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,22,22
MACHARETI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,6,6
MAIRANA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,13,13
MAPIRI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,7,7
MECAPACA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,3,3
MINEROS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,4,4
MIZQUE,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,2,2
MOJOCOYA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,8,8
MONTEAGUDO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,24,24
MONTERO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,179,179
MORO MORO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,6,6
MOROCHATA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,7,7
OCURI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,4,4
OKINAWA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,9,9
OMEREQUE,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,9,9
ORURO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,2443,2443
PADILLA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,27,27
PAILON,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,5,5
PALCA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,10,10
PALOS BLANCOS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,3,3
PAMPA AULLAGAS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,2,2
PAMPA GRANDE,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,13,13
POCOATA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,1,1
POCONA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,2,2
POJO (CBBA),atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,6,6
POOPO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,8,8
PORCO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,16,16
POROMA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,3,3
PORONGO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,3,3
PORTACHUELO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,7,7
POSTRER VALLE,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,1,1
POTOSI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,531,531
PUCARANI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,16,16
PUERTO ACOSTA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,7,7
PUERTO CARABUCO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,2,2
PUERTO QUIJARRO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,2,2
PUERTO SUAREZ,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,6,6
PUERTO VILLARROEL,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,53,53
PUNA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,6,6
PUNATA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,40,40
QUILLACOLLO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,121,121
REYES,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,34,34
RIBERALTA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,9,9
ROBORE,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,12,12
RURRENABAQUE,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,16,16
SACABA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,114,114
SACACA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,4,4
SAIPINA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,4,4
SALINAS DE GARCI MENDOZA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,1,1
SAMAIPATA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,5,5
SAN ANDRES DE MACHACA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,4,4
SAN BENITO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,2,2
SAN BORJA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,6,6
SAN CARLOS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,3,3
SAN IGNACIO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,322,322
SAN IGNACIO DE VELASCO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,14,14
SAN JAVIER(STC),atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,11,11
SAN JUAN DE YAPACANI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,1,1
SAN LORENZO(TJA),atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,14,14
SAN MATIAS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,6,6
SAN PEDRO DE BUENA VISTA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,2,2
SAN RAFAEL,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,34,34
SAN RAMON,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,2,2
SAN RAMON,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,1,1
SANTA CRUZ DE LA SIERRA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,1245,1245
SANTA ROSA DEL SARA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,48,48
SANTIAGO DE HUARI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,25,25
SANTIAGO DE MACHACA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,2,2
SANTUARIO DE QUILLACAS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,2,2
SAPAHAQUI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,9,9
SICA SICA (VILLA AROMA),atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,1,1
SIPE SIPE,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,35,35
SOPACHUY,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,15,15
SORACACHI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,21,21
SORATA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,20,20
SUCRE,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,835,835
TACACOMA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,17,17
TARATA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,2,2
TARIJA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,230,230
TARVITA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,4,4
TIPUANI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,1,1
TIQUIPAYA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,188,188
TIRAQUE (CBBA),atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,22,22
TOCO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,1,1
TOMINA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,219,219
TORO TORO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,6,6
TOTORA(CBBA),atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,4,4
TRINIDAD,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,196,196
TUPIZA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,2,2
TURCO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,5,5
UNCIA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,54,54
URIONDO (A. CONCEPCION),atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,8,8
URUBICHA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,3,3
UYUNI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,210,210
VACAS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,2,2
VALLEGRANDE,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,25,25
VIACHA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,35,35
VILLA MONTES,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,2,2
VILLA RIVERO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,1,1
VILLA SERRANO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,25,25
VILLA TUNARI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,75,75
VILLA VACA GUZMAN (MUYUPAMPA),atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,5,5
VILLAZON,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,19,19
VINTO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,19,19
WARNES,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,173,173
YACUIBA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,34,34
YAPACANI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,12,12
YOTALA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,6,6
ZUDAÑEZ,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-07-01,1,1
ACHACACHI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-08-01,2,2
ACHOCALLA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-08-01,7,7
AIQUILE,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-08-01,46,46
ALALAY,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-08-01,5,5
ANDAMARCA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-08-01,35,35
ANTEQUERA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-08-01,3,3
ARANI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-08-01,17,17
ARQUE,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-08-01,1,1
ASCENCION DE GUARAYOS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-08-01,3,3
ATOCHA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-08-01,20,20
AYATA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-08-01,1,1
AYO AYO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-08-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-08-01,47,47
AZURDUY,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-08-01,1,1
BAURES,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-08-01,2,2
BERMEJO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-08-01,15,15
BETANZOS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-08-01,4,4
BOYUIBE,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-08-01,1,1
CABEZAS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-08-01,69,69
CAIROMA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-08-01,3,3
CAJUATA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-08-01,7,7
CALAMARCA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-08-01,17,17
CAMARGO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-08-01,71,71
CAMIRI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-08-01,95,95
CAPINOTA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-08-01,37,37
CARACOLLO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-08-01,32,32
CARANAVI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-08-01,6,6
CARAPARI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-08-01,5,5
CARIPUYO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-08-01,2,2
CARMEN RIVERO TORREZ,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-08-01,7,7
CHALLAPATA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-08-01,45,45
CHARAGUA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-08-01,14,14
CHAYANTA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-08-01,85,85
CHIMORE,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-08-01,7,7
CLIZA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-08-01,8,8
COBIJA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-08-01,14,14
COCHABAMBA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-08-01,878,878
COLCAPIRHUA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-08-01,141,141
"COLCHA ""K""",atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-08-01,1,1
COLOMI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-08-01,31,31
COLPA BELGICA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-08-01,5,5
COLQUECHACA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-08-01,40,40
COLQUENCHA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-08-01,8,8
COLQUIRI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-08-01,47,47
COMARAPA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-08-01,6,6
COPACABANA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-08-01,2,2
CORIPATA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-08-01,16,16
CORO CORO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-08-01,4,4
COROICO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-08-01,5,5
CORQUE,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-08-01,1,1
COTAGAITA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-08-01,10,10
COTOCA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-08-01,5,5
CUATRO CAÑADAS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-08-01,5,5
CUEVO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-08-01,1,1
CULPINA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-08-01,10,10
CURAHUARA DE CARANGAS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-08-01,4,4
EL ALTO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-08-01,669,669
EL PUENTE(STC),atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-08-01,18,18
EL PUENTE(TJA),atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-08-01,18,18
EL TORNO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-08-01,6,6
ENTRE RIOS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-08-01,1,1
ENTRE RIOS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-08-01,36,36
EUCALIPTUS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-08-01,5,5
FERNANDEZ ALONSO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-08-01,18,18
GENERAL SAAVEDRA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-08-01,4,4
GUANAY,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-08-01,14,14
GUAQUI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-08-01,1,1
GUAYARAMERIN,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-08-01,20,20
GUTIERREZ,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-08-01,9,9
HUACHACALLA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-08-01,4,4
HUANUNI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-08-01,35,35
HUARACAJE,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-08-01,4,4
HUAYLLAMARCA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-08-01,6,6
