municipality,group,variable,month,Acciones preventivas,TOTAL
COLQUIRI,atenciones odontologicas,acciones preventivas,2008-07-01,274,274
COMANCHE,atenciones odontologicas,acciones preventivas,2008-07-01,1,1
COMARAPA,atenciones odontologicas,acciones preventivas,2008-07-01,117,117
COMBAYA,atenciones odontologicas,acciones preventivas,2008-07-01,10,10
CONCEPCION,atenciones odontologicas,acciones preventivas,2008-07-01,218,218
COPACABANA,atenciones odontologicas,acciones preventivas,2008-07-01,7,7
CORIPATA,atenciones odontologicas,acciones preventivas,2008-07-01,9,9
CORO CORO,atenciones odontologicas,acciones preventivas,2008-07-01,3,3
COROICO,atenciones odontologicas,acciones preventivas,2008-07-01,50,50
CORQUE,atenciones odontologicas,acciones preventivas,2008-07-01,25,25
COTAGAITA,atenciones odontologicas,acciones preventivas,2008-07-01,63,63
COTOCA,atenciones odontologicas,acciones preventivas,2008-07-01,3,3
CUATRO CAÑADAS,atenciones odontologicas,acciones preventivas,2008-07-01,22,22
CUCHUMUELA (V. G. VILLARROEL),atenciones odontologicas,acciones preventivas,2008-07-01,46,46
CUEVO,atenciones odontologicas,acciones preventivas,2008-07-01,4,4
CULPINA,atenciones odontologicas,acciones preventivas,2008-07-01,52,52
CURAHUARA DE CARANGAS,atenciones odontologicas,acciones preventivas,2008-07-01,2,2
DESAGUADERO,atenciones odontologicas,acciones preventivas,2008-07-01,1,1
EL ALTO,atenciones odontologicas,acciones preventivas,2008-07-01,3709,3709
EL PUENTE(STC),atenciones odontologicas,acciones preventivas,2008-07-01,321,321
EL PUENTE(TJA),atenciones odontologicas,acciones preventivas,2008-07-01,28,28
EL TORNO,atenciones odontologicas,acciones preventivas,2008-07-01,6,6
EL VILLAR,atenciones odontologicas,acciones preventivas,2008-07-01,44,44
ENTRE RIOS,atenciones odontologicas,acciones preventivas,2008-07-01,60,60
ENTRE RIOS,atenciones odontologicas,acciones preventivas,2008-07-01,63,63
EUCALIPTUS,atenciones odontologicas,acciones preventivas,2008-07-01,9,9
FERNANDEZ ALONSO,atenciones odontologicas,acciones preventivas,2008-07-01,52,52
FILADELFIA,atenciones odontologicas,acciones preventivas,2008-07-01,224,224
GENERAL SAAVEDRA,atenciones odontologicas,acciones preventivas,2008-07-01,305,305
GRAL. J.J. PEREZ (CHARAZANI),atenciones odontologicas,acciones preventivas,2008-07-01,63,63
GUANAY,atenciones odontologicas,acciones preventivas,2008-07-01,15,15
GUAQUI,atenciones odontologicas,acciones preventivas,2008-07-01,16,16
GUAYARAMERIN,atenciones odontologicas,acciones preventivas,2008-07-01,250,250
GUTIERREZ,atenciones odontologicas,acciones preventivas,2008-07-01,318,318
HUACARETA,atenciones odontologicas,acciones preventivas,2008-07-01,55,55
HUACAYA (VILLA DE HUACAYA),atenciones odontologicas,acciones preventivas,2008-07-01,15,15
HUACHACALLA,atenciones odontologicas,acciones preventivas,2008-07-01,28,28
HUANUNI,atenciones odontologicas,acciones preventivas,2008-07-01,310,310
HUARACAJE,atenciones odontologicas,acciones preventivas,2008-07-01,15,15
HUAYLLAMARCA,atenciones odontologicas,acciones preventivas,2008-07-01,4,4
ICLA,atenciones odontologicas,acciones preventivas,2008-07-01,143,143
INCAHUASI,atenciones odontologicas,acciones preventivas,2008-07-01,471,471
INQUISIVI,atenciones odontologicas,acciones preventivas,2008-07-01,53,53
IRUPANA (VILLA DE LANZA),atenciones odontologicas,acciones preventivas,2008-07-01,7,7
IXIAMAS,atenciones odontologicas,acciones preventivas,2008-07-01,28,28
JESUS DE MACHACA,atenciones odontologicas,acciones preventivas,2008-07-01,12,12
LA ASUNTA,atenciones odontologicas,acciones preventivas,2008-07-01,144,144
LA GUARDIA,atenciones odontologicas,acciones preventivas,2008-07-01,142,142
LA PAZ,atenciones odontologicas,acciones preventivas,2008-07-01,6772,6772
LAGUNILLAS,atenciones odontologicas,acciones preventivas,2008-07-01,8,8
LAJA,atenciones odontologicas,acciones preventivas,2008-07-01,65,65
LAS CARRERAS,atenciones odontologicas,acciones preventivas,2008-07-01,18,18
LICOMA PAMPA,atenciones odontologicas,acciones preventivas,2008-07-01,21,21
LLALLAGUA,atenciones odontologicas,acciones preventivas,2008-07-01,121,121
LLICA,atenciones odontologicas,acciones preventivas,2008-07-01,6,6
LURIBAY,atenciones odontologicas,acciones preventivas,2008-07-01,84,84
MACHACAMARCA,atenciones odontologicas,acciones preventivas,2008-07-01,101,101
MACHARETI,atenciones odontologicas,acciones preventivas,2008-07-01,596,596
MAGDALENA,atenciones odontologicas,acciones preventivas,2008-07-01,61,61
MAIRANA,atenciones odontologicas,acciones preventivas,2008-07-01,1104,1104
MAPIRI,atenciones odontologicas,acciones preventivas,2008-07-01,157,157
MECAPACA,atenciones odontologicas,acciones preventivas,2008-07-01,11,11
MINEROS,atenciones odontologicas,acciones preventivas,2008-07-01,132,132
MIZQUE,atenciones odontologicas,acciones preventivas,2008-07-01,1,1
MOCOMOCO,atenciones odontologicas,acciones preventivas,2008-07-01,25,25
MOJOCOYA,atenciones odontologicas,acciones preventivas,2008-07-01,27,27
MONTEAGUDO,atenciones odontologicas,acciones preventivas,2008-07-01,374,374
MONTERO,atenciones odontologicas,acciones preventivas,2008-07-01,195,195
MORO MORO,atenciones odontologicas,acciones preventivas,2008-07-01,2,2
MOROCHATA,atenciones odontologicas,acciones preventivas,2008-07-01,317,317
OCURI,atenciones odontologicas,acciones preventivas,2008-07-01,4,4
OKINAWA,atenciones odontologicas,acciones preventivas,2008-07-01,10,10
OMEREQUE,atenciones odontologicas,acciones preventivas,2008-07-01,26,26
ORURO,atenciones odontologicas,acciones preventivas,2008-07-01,2806,2806
PADCAYA,atenciones odontologicas,acciones preventivas,2008-07-01,80,80
PADILLA,atenciones odontologicas,acciones preventivas,2008-07-01,67,67
PAILON,atenciones odontologicas,acciones preventivas,2008-07-01,239,239
PALCA,atenciones odontologicas,acciones preventivas,2008-07-01,109,109
PALOS BLANCOS,atenciones odontologicas,acciones preventivas,2008-07-01,28,28
PAMPA AULLAGAS,atenciones odontologicas,acciones preventivas,2008-07-01,28,28
PAMPA GRANDE,atenciones odontologicas,acciones preventivas,2008-07-01,10,10
PAPEL PAMPA,atenciones odontologicas,acciones preventivas,2008-07-01,16,16
PASORAPA,atenciones odontologicas,acciones preventivas,2008-07-01,15,15
PATACAMAYA,atenciones odontologicas,acciones preventivas,2008-07-01,95,95
PAZÑA,atenciones odontologicas,acciones preventivas,2008-07-01,76,76
PELECHUCO,atenciones odontologicas,acciones preventivas,2008-07-01,6,6
POCOATA,atenciones odontologicas,acciones preventivas,2008-07-01,1,1
POCONA,atenciones odontologicas,acciones preventivas,2008-07-01,13,13
POJO (CBBA),atenciones odontologicas,acciones preventivas,2008-07-01,31,31
POOPO,atenciones odontologicas,acciones preventivas,2008-07-01,12,12
PORCO,atenciones odontologicas,acciones preventivas,2008-07-01,23,23
POROMA,atenciones odontologicas,acciones preventivas,2008-07-01,24,24
PORONGO,atenciones odontologicas,acciones preventivas,2008-07-01,357,357
PORTACHUELO,atenciones odontologicas,acciones preventivas,2008-07-01,69,69
PORVENIR,atenciones odontologicas,acciones preventivas,2008-07-01,136,136
POSTRER VALLE,atenciones odontologicas,acciones preventivas,2008-07-01,22,22
POTOSI,atenciones odontologicas,acciones preventivas,2008-07-01,439,439
PRESTO,atenciones odontologicas,acciones preventivas,2008-07-01,42,42
PUCARA,atenciones odontologicas,acciones preventivas,2008-07-01,3,3
PUCARANI,atenciones odontologicas,acciones preventivas,2008-07-01,72,72
PUERTO ACOSTA,atenciones odontologicas,acciones preventivas,2008-07-01,98,98
PUERTO CARABUCO,atenciones odontologicas,acciones preventivas,2008-07-01,7,7
PUERTO GONZALO MORENO,atenciones odontologicas,acciones preventivas,2008-07-01,13,13
PUERTO QUIJARRO,atenciones odontologicas,acciones preventivas,2008-07-01,1304,1304
PUERTO RICO,atenciones odontologicas,acciones preventivas,2008-07-01,87,87
PUERTO SUAREZ,atenciones odontologicas,acciones preventivas,2008-07-01,48,48
PUERTO VILLARROEL,atenciones odontologicas,acciones preventivas,2008-07-01,158,158
PUNA,atenciones odontologicas,acciones preventivas,2008-07-01,159,159
PUNATA,atenciones odontologicas,acciones preventivas,2008-07-01,488,488
QUILLACOLLO,atenciones odontologicas,acciones preventivas,2008-07-01,1138,1138
QUIME,atenciones odontologicas,acciones preventivas,2008-07-01,249,249
QUIRUSILLAS,atenciones odontologicas,acciones preventivas,2008-07-01,11,11
RAVELO,atenciones odontologicas,acciones preventivas,2008-07-01,20,20
REYES,atenciones odontologicas,acciones preventivas,2008-07-01,62,62
RIBERALTA,atenciones odontologicas,acciones preventivas,2008-07-01,302,302
ROBORE,atenciones odontologicas,acciones preventivas,2008-07-01,296,296
RURRENABAQUE,atenciones odontologicas,acciones preventivas,2008-07-01,79,79
SABAYA,atenciones odontologicas,acciones preventivas,2008-07-01,34,34
SACABA,atenciones odontologicas,acciones preventivas,2008-07-01,1434,1434
SAIPINA,atenciones odontologicas,acciones preventivas,2008-07-01,5,5
SALINAS DE GARCI MENDOZA,atenciones odontologicas,acciones preventivas,2008-07-01,13,13
SAN AGUSTIN,atenciones odontologicas,acciones preventivas,2008-07-01,113,113
SAN ANDRES,atenciones odontologicas,acciones preventivas,2008-07-01,165,165
SAN ANDRES DE MACHACA,atenciones odontologicas,acciones preventivas,2008-07-01,26,26
SAN BENITO,atenciones odontologicas,acciones preventivas,2008-07-01,1,1
SAN BORJA,atenciones odontologicas,acciones preventivas,2008-07-01,93,93
SAN BUENA VENTURA,atenciones odontologicas,acciones preventivas,2008-07-01,6,6
SAN CARLOS,atenciones odontologicas,acciones preventivas,2008-07-01,54,54
SAN IGNACIO,atenciones odontologicas,acciones preventivas,2008-07-01,614,614
SAN IGNACIO DE VELASCO,atenciones odontologicas,acciones preventivas,2008-07-01,980,980
SAN JAVIER(BNI),atenciones odontologicas,acciones preventivas,2008-07-01,12,12
SAN JAVIER(STC),atenciones odontologicas,acciones preventivas,2008-07-01,218,218
SAN JOAQUIN,atenciones odontologicas,acciones preventivas,2008-07-01,242,242
SAN JUAN DE YAPACANI,atenciones odontologicas,acciones preventivas,2008-07-01,24,24
SAN LORENZO(PND),atenciones odontologicas,acciones preventivas,2008-07-01,77,77
SAN LORENZO(TJA),atenciones odontologicas,acciones preventivas,2008-07-01,293,293
SAN LUCAS,atenciones odontologicas,acciones preventivas,2008-07-01,117,117
SAN MATIAS,atenciones odontologicas,acciones preventivas,2008-07-01,84,84
SAN MIGUEL DE VELASCO,atenciones odontologicas,acciones preventivas,2008-07-01,101,101
SAN PEDRO,atenciones odontologicas,acciones preventivas,2008-07-01,9,9
SAN PEDRO DE BUENA VISTA,atenciones odontologicas,acciones preventivas,2008-07-01,76,76
SAN PEDRO DE CURAHUARA,atenciones odontologicas,acciones preventivas,2008-07-01,42,42
SAN PEDRO DE TIQUINA,atenciones odontologicas,acciones preventivas,2008-07-01,19,19
SAN RAFAEL,atenciones odontologicas,acciones preventivas,2008-07-01,73,73
SAN RAMON,atenciones odontologicas,acciones preventivas,2008-07-01,26,26
SAN RAMON,atenciones odontologicas,acciones preventivas,2008-07-01,8,8
SANTA ANA,atenciones odontologicas,acciones preventivas,2008-07-01,332,332
SANTA CRUZ DE LA SIERRA,atenciones odontologicas,acciones preventivas,2008-07-01,8734,8734
SANTA ROSA,atenciones odontologicas,acciones preventivas,2008-07-01,628,628
SANTA ROSA DEL SARA,atenciones odontologicas,acciones preventivas,2008-07-01,520,520
SANTIAGO DE HUARI,atenciones odontologicas,acciones preventivas,2008-07-01,130,130
SANTIAGO DE MACHACA,atenciones odontologicas,acciones preventivas,2008-07-01,51,51
SANTIVAÑES,atenciones odontologicas,acciones preventivas,2008-07-01,5,5
SANTUARIO DE QUILLACAS,atenciones odontologicas,acciones preventivas,2008-07-01,77,77
SAPAHAQUI,atenciones odontologicas,acciones preventivas,2008-07-01,28,28
SENA,atenciones odontologicas,acciones preventivas,2008-07-01,71,71
SICA SICA (VILLA AROMA),atenciones odontologicas,acciones preventivas,2008-07-01,612,612
SIPE SIPE,atenciones odontologicas,acciones preventivas,2008-07-01,189,189
SOPACHUY,atenciones odontologicas,acciones preventivas,2008-07-01,4,4
SORACACHI,atenciones odontologicas,acciones preventivas,2008-07-01,24,24
SORATA,atenciones odontologicas,acciones preventivas,2008-07-01,87,87
SUCRE,atenciones odontologicas,acciones preventivas,2008-07-01,1608,1608
TACACOMA,atenciones odontologicas,acciones preventivas,2008-07-01,53,53
TACOPAYA,atenciones odontologicas,acciones preventivas,2008-07-01,3,3
TAHUA,atenciones odontologicas,acciones preventivas,2008-07-01,6,6
TAPACARI,atenciones odontologicas,acciones preventivas,2008-07-01,757,757
TARABUCO,atenciones odontologicas,acciones preventivas,2008-07-01,1583,1583
TARACO,atenciones odontologicas,acciones preventivas,2008-07-01,10,10
TARATA,atenciones odontologicas,acciones preventivas,2008-07-01,237,237
TARIJA,atenciones odontologicas,acciones preventivas,2008-07-01,642,642
TARVITA,atenciones odontologicas,acciones preventivas,2008-07-01,343,343
TINGUIPAYA,atenciones odontologicas,acciones preventivas,2008-07-01,58,58
TIPUANI,atenciones odontologicas,acciones preventivas,2008-07-01,8,8
TIQUIPAYA,atenciones odontologicas,acciones preventivas,2008-07-01,654,654
TIRAQUE (CBBA),atenciones odontologicas,acciones preventivas,2008-07-01,362,362
TOCO,atenciones odontologicas,acciones preventivas,2008-07-01,73,73
TOLATA,atenciones odontologicas,acciones preventivas,2008-07-01,50,50
TOLEDO,atenciones odontologicas,acciones preventivas,2008-07-01,574,574
TOMAVE,atenciones odontologicas,acciones preventivas,2008-07-01,55,55
TOMINA,atenciones odontologicas,acciones preventivas,2008-07-01,178,178
TORO TORO,atenciones odontologicas,acciones preventivas,2008-07-01,58,58
TOTORA(CBBA),atenciones odontologicas,acciones preventivas,2008-07-01,72,72
TRIGAL,atenciones odontologicas,acciones preventivas,2008-07-01,82,82
TRINIDAD,atenciones odontologicas,acciones preventivas,2008-07-01,1679,1679
TUPIZA,atenciones odontologicas,acciones preventivas,2008-07-01,218,218
TURCO,atenciones odontologicas,acciones preventivas,2008-07-01,151,151
UMALA,atenciones odontologicas,acciones preventivas,2008-07-01,39,39
UNCIA,atenciones odontologicas,acciones preventivas,2008-07-01,140,140
URIONDO (A. CONCEPCION),atenciones odontologicas,acciones preventivas,2008-07-01,130,130
URUBICHA,atenciones odontologicas,acciones preventivas,2008-07-01,3,3
UYUNI,atenciones odontologicas,acciones preventivas,2008-07-01,4,4
VACAS,atenciones odontologicas,acciones preventivas,2008-07-01,155,155
VALLEGRANDE,atenciones odontologicas,acciones preventivas,2008-07-01,585,585
VIACHA,atenciones odontologicas,acciones preventivas,2008-07-01,1067,1067
VILA VILA,atenciones odontologicas,acciones preventivas,2008-07-01,495,495
VILLA MONTES,atenciones odontologicas,acciones preventivas,2008-07-01,26,26
VILLA NUEVA (LOMA ALTA),atenciones odontologicas,acciones preventivas,2008-07-01,16,16
VILLA RIVERO,atenciones odontologicas,acciones preventivas,2008-07-01,7,7
VILLA SERRANO,atenciones odontologicas,acciones preventivas,2008-07-01,125,125
VILLA TUNARI,atenciones odontologicas,acciones preventivas,2008-07-01,330,330
VILLA VACA GUZMAN (MUYUPAMPA),atenciones odontologicas,acciones preventivas,2008-07-01,102,102
VILLAZON,atenciones odontologicas,acciones preventivas,2008-07-01,208,208
VINTO,atenciones odontologicas,acciones preventivas,2008-07-01,20,20
VITICHI,atenciones odontologicas,acciones preventivas,2008-07-01,3,3
WARNES,atenciones odontologicas,acciones preventivas,2008-07-01,849,849
YACO,atenciones odontologicas,acciones preventivas,2008-07-01,55,55
YACUIBA,atenciones odontologicas,acciones preventivas,2008-07-01,784,784
YAMPARAEZ,atenciones odontologicas,acciones preventivas,2008-07-01,141,141
YAPACANI,atenciones odontologicas,acciones preventivas,2008-07-01,16,16
YOCALLA,atenciones odontologicas,acciones preventivas,2008-07-01,118,118
YOTALA,atenciones odontologicas,acciones preventivas,2008-07-01,88,88
YUNCHARA,atenciones odontologicas,acciones preventivas,2008-07-01,70,70
ZUDAÑEZ,atenciones odontologicas,acciones preventivas,2008-07-01,257,257
ACACIO,atenciones odontologicas,acciones preventivas,2008-08-01,4,4
ACHACACHI,atenciones odontologicas,acciones preventivas,2008-08-01,103,103
ACHOCALLA,atenciones odontologicas,acciones preventivas,2008-08-01,726,726
AIQUILE,atenciones odontologicas,acciones preventivas,2008-08-01,143,143
ALALAY,atenciones odontologicas,acciones preventivas,2008-08-01,42,42
ALCALA,atenciones odontologicas,acciones preventivas,2008-08-01,234,234
ANCORAIMES,atenciones odontologicas,acciones preventivas,2008-08-01,147,147
ANDAMARCA,atenciones odontologicas,acciones preventivas,2008-08-01,798,798
ANZALDO,atenciones odontologicas,acciones preventivas,2008-08-01,357,357
APOLO,atenciones odontologicas,acciones preventivas,2008-08-01,1,1
ARAMPAMPA,atenciones odontologicas,acciones preventivas,2008-08-01,173,173
ARANI,atenciones odontologicas,acciones preventivas,2008-08-01,215,215
ARBIETO,atenciones odontologicas,acciones preventivas,2008-08-01,20,20
ARQUE,atenciones odontologicas,acciones preventivas,2008-08-01,48,48
ASCENCION DE GUARAYOS,atenciones odontologicas,acciones preventivas,2008-08-01,65,65
ATOCHA,atenciones odontologicas,acciones preventivas,2008-08-01,118,118
AYATA,atenciones odontologicas,acciones preventivas,2008-08-01,241,241
AYO AYO,atenciones odontologicas,acciones preventivas,2008-08-01,52,52
AYOPAYA (V. DE INDEPENDENCIA),atenciones odontologicas,acciones preventivas,2008-08-01,172,172
AZURDUY,atenciones odontologicas,acciones preventivas,2008-08-01,243,243
BATALLAS,atenciones odontologicas,acciones preventivas,2008-08-01,5,5
BAURES,atenciones odontologicas,acciones preventivas,2008-08-01,18,18
BELLA FLOR,atenciones odontologicas,acciones preventivas,2008-08-01,475,475
BERMEJO,atenciones odontologicas,acciones preventivas,2008-08-01,195,195
BETANZOS,atenciones odontologicas,acciones preventivas,2008-08-01,341,341
BOLPEBRA,atenciones odontologicas,acciones preventivas,2008-08-01,28,28
BOYUIBE,atenciones odontologicas,acciones preventivas,2008-08-01,25,25
BUENA VISTA,atenciones odontologicas,acciones preventivas,2008-08-01,10,10
CABEZAS,atenciones odontologicas,acciones preventivas,2008-08-01,1041,1041
CAIROMA,atenciones odontologicas,acciones preventivas,2008-08-01,523,523
"CAIZA ""D""",atenciones odontologicas,acciones preventivas,2008-08-01,8,8
CAJUATA,atenciones odontologicas,acciones preventivas,2008-08-01,22,22
CALACOTO,atenciones odontologicas,acciones preventivas,2008-08-01,29,29
CALAMARCA,atenciones odontologicas,acciones preventivas,2008-08-01,189,189
CAMARGO,atenciones odontologicas,acciones preventivas,2008-08-01,286,286
CAMATAQUI (C. VILLA ABECIA),atenciones odontologicas,acciones preventivas,2008-08-01,24,24
CAMIRI,atenciones odontologicas,acciones preventivas,2008-08-01,158,158
CAPINOTA,atenciones odontologicas,acciones preventivas,2008-08-01,79,79
CAQUIAVIRI,atenciones odontologicas,acciones preventivas,2008-08-01,36,36
CARACOLLO,atenciones odontologicas,acciones preventivas,2008-08-01,42,42
CARANAVI,atenciones odontologicas,acciones preventivas,2008-08-01,224,224
CARAPARI,atenciones odontologicas,acciones preventivas,2008-08-01,64,64
CARIPUYO,atenciones odontologicas,acciones preventivas,2008-08-01,139,139
CARMEN RIVERO TORREZ,atenciones odontologicas,acciones preventivas,2008-08-01,177,177
CHALLAPATA,atenciones odontologicas,acciones preventivas,2008-08-01,491,491
CHARAGUA,atenciones odontologicas,acciones preventivas,2008-08-01,497,497
CHAYANTA,atenciones odontologicas,acciones preventivas,2008-08-01,127,127
CHIMORE,atenciones odontologicas,acciones preventivas,2008-08-01,29,29
CHOQUE COTA,atenciones odontologicas,acciones preventivas,2008-08-01,5,5
CHULUMANI (V. DE LA LIBERTAD),atenciones odontologicas,acciones preventivas,2008-08-01,81,81
CHUMA,atenciones odontologicas,acciones preventivas,2008-08-01,38,38
CLIZA,atenciones odontologicas,acciones preventivas,2008-08-01,112,112
COBIJA,atenciones odontologicas,acciones preventivas,2008-08-01,561,561
COCHABAMBA,atenciones odontologicas,acciones preventivas,2008-08-01,46573,46573
COLCAPIRHUA,atenciones odontologicas,acciones preventivas,2008-08-01,136,136
"COLCHA ""K""",atenciones odontologicas,acciones preventivas,2008-08-01,42,42
COLOMI,atenciones odontologicas,acciones preventivas,2008-08-01,724,724
COLPA BELGICA,atenciones odontologicas,acciones preventivas,2008-08-01,508,508
COLQUECHACA,atenciones odontologicas,acciones preventivas,2008-08-01,48,48
COLQUENCHA,atenciones odontologicas,acciones preventivas,2008-08-01,22,22
COLQUIRI,atenciones odontologicas,acciones preventivas,2008-08-01,213,213
COMARAPA,atenciones odontologicas,acciones preventivas,2008-08-01,128,128
COMBAYA,atenciones odontologicas,acciones preventivas,2008-08-01,14,14
CONCEPCION,atenciones odontologicas,acciones preventivas,2008-08-01,846,846
COPACABANA,atenciones odontologicas,acciones preventivas,2008-08-01,7,7
CORIPATA,atenciones odontologicas,acciones preventivas,2008-08-01,396,396
CORO CORO,atenciones odontologicas,acciones preventivas,2008-08-01,67,67
COROICO,atenciones odontologicas,acciones preventivas,2008-08-01,61,61
CORQUE,atenciones odontologicas,acciones preventivas,2008-08-01,72,72
COTAGAITA,atenciones odontologicas,acciones preventivas,2008-08-01,310,310
COTOCA,atenciones odontologicas,acciones preventivas,2008-08-01,312,312
CUATRO CAÑADAS,atenciones odontologicas,acciones preventivas,2008-08-01,136,136
CUCHUMUELA (V. G. VILLARROEL),atenciones odontologicas,acciones preventivas,2008-08-01,25,25
CUEVO,atenciones odontologicas,acciones preventivas,2008-08-01,438,438
CULPINA,atenciones odontologicas,acciones preventivas,2008-08-01,90,90
CURAHUARA DE CARANGAS,atenciones odontologicas,acciones preventivas,2008-08-01,1,1
DESAGUADERO,atenciones odontologicas,acciones preventivas,2008-08-01,16,16
EL ALTO,atenciones odontologicas,acciones preventivas,2008-08-01,3487,3487
EL CHORO,atenciones odontologicas,acciones preventivas,2008-08-01,56,56
EL PUENTE(STC),atenciones odontologicas,acciones preventivas,2008-08-01,696,696
EL PUENTE(TJA),atenciones odontologicas,acciones preventivas,2008-08-01,22,22
EL TORNO,atenciones odontologicas,acciones preventivas,2008-08-01,23,23
EL VILLAR,atenciones odontologicas,acciones preventivas,2008-08-01,112,112
ENTRE RIOS,atenciones odontologicas,acciones preventivas,2008-08-01,107,107
ENTRE RIOS,atenciones odontologicas,acciones preventivas,2008-08-01,112,112
EUCALIPTUS,atenciones odontologicas,acciones preventivas,2008-08-01,10,10
FERNANDEZ ALONSO,atenciones odontologicas,acciones preventivas,2008-08-01,135,135
FILADELFIA,atenciones odontologicas,acciones preventivas,2008-08-01,41,41
GENERAL SAAVEDRA,atenciones odontologicas,acciones preventivas,2008-08-01,136,136
GRAL. J.J. PEREZ (CHARAZANI),atenciones odontologicas,acciones preventivas,2008-08-01,246,246
GUANAY,atenciones odontologicas,acciones preventivas,2008-08-01,153,153
GUAQUI,atenciones odontologicas,acciones preventivas,2008-08-01,20,20
GUAYARAMERIN,atenciones odontologicas,acciones preventivas,2008-08-01,150,150
GUTIERREZ,atenciones odontologicas,acciones preventivas,2008-08-01,272,272
HUACARETA,atenciones odontologicas,acciones preventivas,2008-08-01,14,14
HUACAYA (VILLA DE HUACAYA),atenciones odontologicas,acciones preventivas,2008-08-01,14,14
HUACHACALLA,atenciones odontologicas,acciones preventivas,2008-08-01,3,3
HUANUNI,atenciones odontologicas,acciones preventivas,2008-08-01,300,300
HUARACAJE,atenciones odontologicas,acciones preventivas,2008-08-01,20,20
HUAYLLAMARCA,atenciones odontologicas,acciones preventivas,2008-08-01,6,6
ICLA,atenciones odontologicas,acciones preventivas,2008-08-01,574,574
INCAHUASI,atenciones odontologicas,acciones preventivas,2008-08-01,813,813
INQUISIVI,atenciones odontologicas,acciones preventivas,2008-08-01,29,29
IRUPANA (VILLA DE LANZA),atenciones odontologicas,acciones preventivas,2008-08-01,23,23
IXIAMAS,atenciones odontologicas,acciones preventivas,2008-08-01,67,67
JESUS DE MACHACA,atenciones odontologicas,acciones preventivas,2008-08-01,9,9
LA ASUNTA,atenciones odontologicas,acciones preventivas,2008-08-01,194,194
LA GUARDIA,atenciones odontologicas,acciones preventivas,2008-08-01,1326,1326
LA PAZ,atenciones odontologicas,acciones preventivas,2008-08-01,6182,6182
LAGUNILLAS,atenciones odontologicas,acciones preventivas,2008-08-01,118,118
LAJA,atenciones odontologicas,acciones preventivas,2008-08-01,43,43
LAS CARRERAS,atenciones odontologicas,acciones preventivas,2008-08-01,14,14
LICOMA PAMPA,atenciones odontologicas,acciones preventivas,2008-08-01,6,6
LLALLAGUA,atenciones odontologicas,acciones preventivas,2008-08-01,130,130
LLICA,atenciones odontologicas,acciones preventivas,2008-08-01,8,8
LURIBAY,atenciones odontologicas,acciones preventivas,2008-08-01,60,60
MACHACAMARCA,atenciones odontologicas,acciones preventivas,2008-08-01,85,85
MACHARETI,atenciones odontologicas,acciones preventivas,2008-08-01,33,33
MAGDALENA,atenciones odontologicas,acciones preventivas,2008-08-01,38,38
MAIRANA,atenciones odontologicas,acciones preventivas,2008-08-01,845,845
MAPIRI,atenciones odontologicas,acciones preventivas,2008-08-01,838,838
MECAPACA,atenciones odontologicas,acciones preventivas,2008-08-01,1,1
MINEROS,atenciones odontologicas,acciones preventivas,2008-08-01,400,400
MIZQUE,atenciones odontologicas,acciones preventivas,2008-08-01,20,20
MOCOMOCO,atenciones odontologicas,acciones preventivas,2008-08-01,74,74
MOJOCOYA,atenciones odontologicas,acciones preventivas,2008-08-01,14,14
MONTEAGUDO,atenciones odontologicas,acciones preventivas,2008-08-01,303,303
MONTERO,atenciones odontologicas,acciones preventivas,2008-08-01,561,561
MORO MORO,atenciones odontologicas,acciones preventivas,2008-08-01,4,4
MOROCHATA,atenciones odontologicas,acciones preventivas,2008-08-01,462,462
OCURI,atenciones odontologicas,acciones preventivas,2008-08-01,3,3
OKINAWA,atenciones odontologicas,acciones preventivas,2008-08-01,8,8
OMEREQUE,atenciones odontologicas,acciones preventivas,2008-08-01,175,175
ORURO,atenciones odontologicas,acciones preventivas,2008-08-01,2606,2606
PADCAYA,atenciones odontologicas,acciones preventivas,2008-08-01,89,89
PADILLA,atenciones odontologicas,acciones preventivas,2008-08-01,88,88
PAILON,atenciones odontologicas,acciones preventivas,2008-08-01,462,462
PALCA,atenciones odontologicas,acciones preventivas,2008-08-01,1414,1414
PALOS BLANCOS,atenciones odontologicas,acciones preventivas,2008-08-01,196,196
PAMPA AULLAGAS,atenciones odontologicas,acciones preventivas,2008-08-01,60,60
PAMPA GRANDE,atenciones odontologicas,acciones preventivas,2008-08-01,25,25
PASORAPA,atenciones odontologicas,acciones preventivas,2008-08-01,37,37
PATACAMAYA,atenciones odontologicas,acciones preventivas,2008-08-01,150,150
PAZÑA,atenciones odontologicas,acciones preventivas,2008-08-01,872,872
PELECHUCO,atenciones odontologicas,acciones preventivas,2008-08-01,6,6
POCOATA,atenciones odontologicas,acciones preventivas,2008-08-01,96,96
POCONA,atenciones odontologicas,acciones preventivas,2008-08-01,21,21
POOPO,atenciones odontologicas,acciones preventivas,2008-08-01,11,11
PORCO,atenciones odontologicas,acciones preventivas,2008-08-01,34,34
POROMA,atenciones odontologicas,acciones preventivas,2008-08-01,413,413
PORONGO,atenciones odontologicas,acciones preventivas,2008-08-01,574,574
PORTACHUELO,atenciones odontologicas,acciones preventivas,2008-08-01,685,685
PORVENIR,atenciones odontologicas,acciones preventivas,2008-08-01,84,84
POSTRER VALLE,atenciones odontologicas,acciones preventivas,2008-08-01,27,27
POTOSI,atenciones odontologicas,acciones preventivas,2008-08-01,377,377
