municipality,group,variable,month,Exodoncias,TOTAL
AIQUILE,atenciones odontologicas,exodoncias,2008-07-01,30,30
ALALAY,atenciones odontologicas,exodoncias,2008-07-01,4,4
ALCALA,atenciones odontologicas,exodoncias,2008-07-01,26,26
ANCORAIMES,atenciones odontologicas,exodoncias,2008-07-01,75,75
ANDAMARCA,atenciones odontologicas,exodoncias,2008-07-01,30,30
ANTEQUERA,atenciones odontologicas,exodoncias,2008-07-01,28,28
ANZALDO,atenciones odontologicas,exodoncias,2008-07-01,14,14
APOLO,atenciones odontologicas,exodoncias,2008-07-01,77,77
ARAMPAMPA,atenciones odontologicas,exodoncias,2008-07-01,10,10
ARANI,atenciones odontologicas,exodoncias,2008-07-01,50,50
ARQUE,atenciones odontologicas,exodoncias,2008-07-01,13,13
ASCENCION DE GUARAYOS,atenciones odontologicas,exodoncias,2008-07-01,200,200
ATOCHA,atenciones odontologicas,exodoncias,2008-07-01,121,121
AUCAPATA,atenciones odontologicas,exodoncias,2008-07-01,28,28
AYATA,atenciones odontologicas,exodoncias,2008-07-01,16,16
AYO AYO,atenciones odontologicas,exodoncias,2008-07-01,51,51
AYOPAYA (V. DE INDEPENDENCIA),atenciones odontologicas,exodoncias,2008-07-01,105,105
AZURDUY,atenciones odontologicas,exodoncias,2008-07-01,55,55
BATALLAS,atenciones odontologicas,exodoncias,2008-07-01,53,53
BAURES,atenciones odontologicas,exodoncias,2008-07-01,66,66
BELEN DE URMIRI,atenciones odontologicas,exodoncias,2008-07-01,21,21
BELLA FLOR,atenciones odontologicas,exodoncias,2008-07-01,27,27
BERMEJO,atenciones odontologicas,exodoncias,2008-07-01,232,232
BETANZOS,atenciones odontologicas,exodoncias,2008-07-01,128,128
BOLIVAR,atenciones odontologicas,exodoncias,2008-07-01,33,33
BOLPEBRA,atenciones odontologicas,exodoncias,2008-07-01,19,19
BOYUIBE,atenciones odontologicas,exodoncias,2008-07-01,52,52
BUENA VISTA,atenciones odontologicas,exodoncias,2008-07-01,63,63
CABEZAS,atenciones odontologicas,exodoncias,2008-07-01,122,122
CAIROMA,atenciones odontologicas,exodoncias,2008-07-01,83,83
"CAIZA ""D""",atenciones odontologicas,exodoncias,2008-07-01,25,25
CAJUATA,atenciones odontologicas,exodoncias,2008-07-01,10,10
CALACOTO,atenciones odontologicas,exodoncias,2008-07-01,106,106
CALAMARCA,atenciones odontologicas,exodoncias,2008-07-01,77,77
CAMARGO,atenciones odontologicas,exodoncias,2008-07-01,85,85
CAMATAQUI (C. VILLA ABECIA),atenciones odontologicas,exodoncias,2008-07-01,23,23
CAMIRI,atenciones odontologicas,exodoncias,2008-07-01,245,245
CAPINOTA,atenciones odontologicas,exodoncias,2008-07-01,57,57
CAQUIAVIRI,atenciones odontologicas,exodoncias,2008-07-01,46,46
CARACOLLO,atenciones odontologicas,exodoncias,2008-07-01,64,64
CARANAVI,atenciones odontologicas,exodoncias,2008-07-01,100,100
CARAPARI,atenciones odontologicas,exodoncias,2008-07-01,217,217
CARIPUYO,atenciones odontologicas,exodoncias,2008-07-01,10,10
CARMEN RIVERO TORREZ,atenciones odontologicas,exodoncias,2008-07-01,7,7
CATACORA,atenciones odontologicas,exodoncias,2008-07-01,72,72
CHALLAPATA,atenciones odontologicas,exodoncias,2008-07-01,118,118
CHAQUI,atenciones odontologicas,exodoncias,2008-07-01,8,8
CHARAGUA,atenciones odontologicas,exodoncias,2008-07-01,212,212
CHARAÑA,atenciones odontologicas,exodoncias,2008-07-01,22,22
CHAYANTA,atenciones odontologicas,exodoncias,2008-07-01,28,28
CHIMORE,atenciones odontologicas,exodoncias,2008-07-01,26,26
CHULUMANI (V. DE LA LIBERTAD),atenciones odontologicas,exodoncias,2008-07-01,61,61
CHUMA,atenciones odontologicas,exodoncias,2008-07-01,131,131
CLIZA,atenciones odontologicas,exodoncias,2008-07-01,30,30
COBIJA,atenciones odontologicas,exodoncias,2008-07-01,163,163
COCHABAMBA,atenciones odontologicas,exodoncias,2008-07-01,2475,2475
COLCAPIRHUA,atenciones odontologicas,exodoncias,2008-07-01,42,42
"COLCHA ""K""",atenciones odontologicas,exodoncias,2008-07-01,39,39
COLOMI,atenciones odontologicas,exodoncias,2008-07-01,18,18
COLPA BELGICA,atenciones odontologicas,exodoncias,2008-07-01,7,7
COLQUECHACA,atenciones odontologicas,exodoncias,2008-07-01,38,38
COLQUENCHA,atenciones odontologicas,exodoncias,2008-07-01,46,46
COLQUIRI,atenciones odontologicas,exodoncias,2008-07-01,73,73
COMANCHE,atenciones odontologicas,exodoncias,2008-07-01,24,24
COMARAPA,atenciones odontologicas,exodoncias,2008-07-01,58,58
COMBAYA,atenciones odontologicas,exodoncias,2008-07-01,5,5
CONCEPCION,atenciones odontologicas,exodoncias,2008-07-01,37,37
COPACABANA,atenciones odontologicas,exodoncias,2008-07-01,91,91
CORIPATA,atenciones odontologicas,exodoncias,2008-07-01,76,76
CORO CORO,atenciones odontologicas,exodoncias,2008-07-01,47,47
COROICO,atenciones odontologicas,exodoncias,2008-07-01,101,101
CORQUE,atenciones odontologicas,exodoncias,2008-07-01,19,19
COTAGAITA,atenciones odontologicas,exodoncias,2008-07-01,45,45
COTOCA,atenciones odontologicas,exodoncias,2008-07-01,111,111
CUATRO CAÑADAS,atenciones odontologicas,exodoncias,2008-07-01,45,45
CUCHUMUELA (V. G. VILLARROEL),atenciones odontologicas,exodoncias,2008-07-01,17,17
CUEVO,atenciones odontologicas,exodoncias,2008-07-01,25,25
CULPINA,atenciones odontologicas,exodoncias,2008-07-01,49,49
CURAHUARA DE CARANGAS,atenciones odontologicas,exodoncias,2008-07-01,54,54
DESAGUADERO,atenciones odontologicas,exodoncias,2008-07-01,81,81
EL ALTO,atenciones odontologicas,exodoncias,2008-07-01,3438,3438
EL CHORO,atenciones odontologicas,exodoncias,2008-07-01,1,1
EL PUENTE(STC),atenciones odontologicas,exodoncias,2008-07-01,82,82
EL PUENTE(TJA),atenciones odontologicas,exodoncias,2008-07-01,123,123
EL TORNO,atenciones odontologicas,exodoncias,2008-07-01,127,127
EL VILLAR,atenciones odontologicas,exodoncias,2008-07-01,50,50
ENTRE RIOS,atenciones odontologicas,exodoncias,2008-07-01,26,26
ENTRE RIOS,atenciones odontologicas,exodoncias,2008-07-01,219,219
EUCALIPTUS,atenciones odontologicas,exodoncias,2008-07-01,27,27
FERNANDEZ ALONSO,atenciones odontologicas,exodoncias,2008-07-01,45,45
FILADELFIA,atenciones odontologicas,exodoncias,2008-07-01,43,43
GENERAL SAAVEDRA,atenciones odontologicas,exodoncias,2008-07-01,49,49
GRAL. J.J. PEREZ (CHARAZANI),atenciones odontologicas,exodoncias,2008-07-01,25,25
GUANAY,atenciones odontologicas,exodoncias,2008-07-01,47,47
GUAQUI,atenciones odontologicas,exodoncias,2008-07-01,52,52
GUAYARAMERIN,atenciones odontologicas,exodoncias,2008-07-01,152,152
GUTIERREZ,atenciones odontologicas,exodoncias,2008-07-01,190,190
HUACARETA,atenciones odontologicas,exodoncias,2008-07-01,86,86
HUACAYA (VILLA DE HUACAYA),atenciones odontologicas,exodoncias,2008-07-01,31,31
HUACHACALLA,atenciones odontologicas,exodoncias,2008-07-01,16,16
HUANUNI,atenciones odontologicas,exodoncias,2008-07-01,109,109
HUARACAJE,atenciones odontologicas,exodoncias,2008-07-01,15,15
HUAYLLAMARCA,atenciones odontologicas,exodoncias,2008-07-01,21,21
ICLA,atenciones odontologicas,exodoncias,2008-07-01,28,28
INCAHUASI,atenciones odontologicas,exodoncias,2008-07-01,81,81
INQUISIVI,atenciones odontologicas,exodoncias,2008-07-01,42,42
IRUPANA (VILLA DE LANZA),atenciones odontologicas,exodoncias,2008-07-01,29,29
IXIAMAS,atenciones odontologicas,exodoncias,2008-07-01,44,44
JESUS DE MACHACA,atenciones odontologicas,exodoncias,2008-07-01,105,105
LA ASUNTA,atenciones odontologicas,exodoncias,2008-07-01,60,60
LA GUARDIA,atenciones odontologicas,exodoncias,2008-07-01,262,262
LA PAZ,atenciones odontologicas,exodoncias,2008-07-01,2843,2843
LAGUNILLAS,atenciones odontologicas,exodoncias,2008-07-01,21,21
LAJA,atenciones odontologicas,exodoncias,2008-07-01,69,69
LAS CARRERAS,atenciones odontologicas,exodoncias,2008-07-01,9,9
LICOMA PAMPA,atenciones odontologicas,exodoncias,2008-07-01,52,52
LLALLAGUA,atenciones odontologicas,exodoncias,2008-07-01,69,69
LLICA,atenciones odontologicas,exodoncias,2008-07-01,36,36
LURIBAY,atenciones odontologicas,exodoncias,2008-07-01,27,27
MACHACAMARCA,atenciones odontologicas,exodoncias,2008-07-01,38,38
MACHARETI,atenciones odontologicas,exodoncias,2008-07-01,54,54
MAGDALENA,atenciones odontologicas,exodoncias,2008-07-01,34,34
MAIRANA,atenciones odontologicas,exodoncias,2008-07-01,44,44
MALLA,atenciones odontologicas,exodoncias,2008-07-01,1,1
MAPIRI,atenciones odontologicas,exodoncias,2008-07-01,67,67
MECAPACA,atenciones odontologicas,exodoncias,2008-07-01,92,92
MINEROS,atenciones odontologicas,exodoncias,2008-07-01,70,70
MIZQUE,atenciones odontologicas,exodoncias,2008-07-01,21,21
MOCOMOCO,atenciones odontologicas,exodoncias,2008-07-01,94,94
MOJOCOYA,atenciones odontologicas,exodoncias,2008-07-01,51,51
MONTEAGUDO,atenciones odontologicas,exodoncias,2008-07-01,70,70
MONTERO,atenciones odontologicas,exodoncias,2008-07-01,236,236
MORO MORO,atenciones odontologicas,exodoncias,2008-07-01,23,23
MOROCHATA,atenciones odontologicas,exodoncias,2008-07-01,119,119
OCURI,atenciones odontologicas,exodoncias,2008-07-01,30,30
OKINAWA,atenciones odontologicas,exodoncias,2008-07-01,24,24
OMEREQUE,atenciones odontologicas,exodoncias,2008-07-01,28,28
ORURO,atenciones odontologicas,exodoncias,2008-07-01,1496,1496
PADCAYA,atenciones odontologicas,exodoncias,2008-07-01,127,127
PADILLA,atenciones odontologicas,exodoncias,2008-07-01,63,63
PAILON,atenciones odontologicas,exodoncias,2008-07-01,100,100
PALCA,atenciones odontologicas,exodoncias,2008-07-01,83,83
PALOS BLANCOS,atenciones odontologicas,exodoncias,2008-07-01,100,100
PAMPA AULLAGAS,atenciones odontologicas,exodoncias,2008-07-01,18,18
PAMPA GRANDE,atenciones odontologicas,exodoncias,2008-07-01,7,7
PAPEL PAMPA,atenciones odontologicas,exodoncias,2008-07-01,13,13
PASORAPA,atenciones odontologicas,exodoncias,2008-07-01,5,5
PAZÑA,atenciones odontologicas,exodoncias,2008-07-01,59,59
PELECHUCO,atenciones odontologicas,exodoncias,2008-07-01,41,41
POCOATA,atenciones odontologicas,exodoncias,2008-07-01,39,39
POCONA,atenciones odontologicas,exodoncias,2008-07-01,30,30
POJO (CBBA),atenciones odontologicas,exodoncias,2008-07-01,19,19
POOPO,atenciones odontologicas,exodoncias,2008-07-01,36,36
PORCO,atenciones odontologicas,exodoncias,2008-07-01,13,13
POROMA,atenciones odontologicas,exodoncias,2008-07-01,42,42
PORONGO,atenciones odontologicas,exodoncias,2008-07-01,71,71
PORTACHUELO,atenciones odontologicas,exodoncias,2008-07-01,71,71
PORVENIR,atenciones odontologicas,exodoncias,2008-07-01,56,56
POSTRER VALLE,atenciones odontologicas,exodoncias,2008-07-01,32,32
POTOSI,atenciones odontologicas,exodoncias,2008-07-01,648,648
PRESTO,atenciones odontologicas,exodoncias,2008-07-01,16,16
PUCARA,atenciones odontologicas,exodoncias,2008-07-01,14,14
PUCARANI,atenciones odontologicas,exodoncias,2008-07-01,197,197
PUERTO ACOSTA,atenciones odontologicas,exodoncias,2008-07-01,178,178
PUERTO CARABUCO,atenciones odontologicas,exodoncias,2008-07-01,138,138
PUERTO GONZALO MORENO,atenciones odontologicas,exodoncias,2008-07-01,5,5
PUERTO QUIJARRO,atenciones odontologicas,exodoncias,2008-07-01,37,37
PUERTO RICO,atenciones odontologicas,exodoncias,2008-07-01,40,40
PUERTO SUAREZ,atenciones odontologicas,exodoncias,2008-07-01,105,105
PUERTO VILLARROEL,atenciones odontologicas,exodoncias,2008-07-01,65,65
PUNA,atenciones odontologicas,exodoncias,2008-07-01,90,90
PUNATA,atenciones odontologicas,exodoncias,2008-07-01,109,109
QUILLACOLLO,atenciones odontologicas,exodoncias,2008-07-01,174,174
QUIME,atenciones odontologicas,exodoncias,2008-07-01,150,150
QUIRUSILLAS,atenciones odontologicas,exodoncias,2008-07-01,4,4
RAVELO,atenciones odontologicas,exodoncias,2008-07-01,29,29
REYES,atenciones odontologicas,exodoncias,2008-07-01,82,82
RIBERALTA,atenciones odontologicas,exodoncias,2008-07-01,259,259
ROBORE,atenciones odontologicas,exodoncias,2008-07-01,289,289
RURRENABAQUE,atenciones odontologicas,exodoncias,2008-07-01,107,107
SABAYA,atenciones odontologicas,exodoncias,2008-07-01,18,18
SACABA,atenciones odontologicas,exodoncias,2008-07-01,208,208
SACACA,atenciones odontologicas,exodoncias,2008-07-01,42,42
SAIPINA,atenciones odontologicas,exodoncias,2008-07-01,22,22
SALINAS DE GARCI MENDOZA,atenciones odontologicas,exodoncias,2008-07-01,18,18
SAMAIPATA,atenciones odontologicas,exodoncias,2008-07-01,60,60
SAN AGUSTIN,atenciones odontologicas,exodoncias,2008-07-01,11,11
SAN ANDRES,atenciones odontologicas,exodoncias,2008-07-01,20,20
SAN ANDRES DE MACHACA,atenciones odontologicas,exodoncias,2008-07-01,95,95
SAN ANTONIO DE LOMERIO,atenciones odontologicas,exodoncias,2008-07-01,39,39
SAN BENITO,atenciones odontologicas,exodoncias,2008-07-01,1,1
SAN BORJA,atenciones odontologicas,exodoncias,2008-07-01,164,164
SAN BUENA VENTURA,atenciones odontologicas,exodoncias,2008-07-01,36,36
SAN CARLOS,atenciones odontologicas,exodoncias,2008-07-01,88,88
SAN IGNACIO,atenciones odontologicas,exodoncias,2008-07-01,185,185
SAN IGNACIO DE VELASCO,atenciones odontologicas,exodoncias,2008-07-01,180,180
SAN JAVIER(BNI),atenciones odontologicas,exodoncias,2008-07-01,6,6
SAN JAVIER(STC),atenciones odontologicas,exodoncias,2008-07-01,16,16
SAN JOAQUIN,atenciones odontologicas,exodoncias,2008-07-01,40,40
SAN JOSE DE CHIQUITOS,atenciones odontologicas,exodoncias,2008-07-01,35,35
SAN JUAN DE YAPACANI,atenciones odontologicas,exodoncias,2008-07-01,37,37
SAN LORENZO(PND),atenciones odontologicas,exodoncias,2008-07-01,13,13
SAN LORENZO(TJA),atenciones odontologicas,exodoncias,2008-07-01,207,207
SAN LUCAS,atenciones odontologicas,exodoncias,2008-07-01,36,36
SAN MATIAS,atenciones odontologicas,exodoncias,2008-07-01,134,134
SAN MIGUEL DE VELASCO,atenciones odontologicas,exodoncias,2008-07-01,29,29
SAN PEDRO,atenciones odontologicas,exodoncias,2008-07-01,34,34
SAN PEDRO DE BUENA VISTA,atenciones odontologicas,exodoncias,2008-07-01,76,76
SAN PEDRO DE CURAHUARA,atenciones odontologicas,exodoncias,2008-07-01,16,16
SAN PEDRO DE TIQUINA,atenciones odontologicas,exodoncias,2008-07-01,36,36
SAN RAFAEL,atenciones odontologicas,exodoncias,2008-07-01,63,63
SAN RAMON,atenciones odontologicas,exodoncias,2008-07-01,20,20
SAN RAMON,atenciones odontologicas,exodoncias,2008-07-01,29,29
SANTA ANA,atenciones odontologicas,exodoncias,2008-07-01,127,127
SANTA CRUZ DE LA SIERRA,atenciones odontologicas,exodoncias,2008-07-01,2402,2402
SANTA ROSA DEL SARA,atenciones odontologicas,exodoncias,2008-07-01,102,102
SANTIAGO DE HUARI,atenciones odontologicas,exodoncias,2008-07-01,85,85
SANTIAGO DE MACHACA,atenciones odontologicas,exodoncias,2008-07-01,29,29
SANTIVAÑES,atenciones odontologicas,exodoncias,2008-07-01,19,19
SANTUARIO DE QUILLACAS,atenciones odontologicas,exodoncias,2008-07-01,6,6
SAPAHAQUI,atenciones odontologicas,exodoncias,2008-07-01,15,15
SENA,atenciones odontologicas,exodoncias,2008-07-01,11,11
SICA SICA (VILLA AROMA),atenciones odontologicas,exodoncias,2008-07-01,56,56
SICAYA,atenciones odontologicas,exodoncias,2008-07-01,35,35
SIPE SIPE,atenciones odontologicas,exodoncias,2008-07-01,70,70
SOPACHUY,atenciones odontologicas,exodoncias,2008-07-01,45,45
SORACACHI,atenciones odontologicas,exodoncias,2008-07-01,34,34
SORATA,atenciones odontologicas,exodoncias,2008-07-01,76,76
SUCRE,atenciones odontologicas,exodoncias,2008-07-01,1091,1091
TACACOMA,atenciones odontologicas,exodoncias,2008-07-01,97,97
TACOPAYA,atenciones odontologicas,exodoncias,2008-07-01,12,12
TAHUA,atenciones odontologicas,exodoncias,2008-07-01,13,13
TAPACARI,atenciones odontologicas,exodoncias,2008-07-01,54,54
TARABUCO,atenciones odontologicas,exodoncias,2008-07-01,62,62
TARACO,atenciones odontologicas,exodoncias,2008-07-01,16,16
TARATA,atenciones odontologicas,exodoncias,2008-07-01,16,16
TARIJA,atenciones odontologicas,exodoncias,2008-07-01,947,947
TARVITA,atenciones odontologicas,exodoncias,2008-07-01,57,57
TIAWANACU,atenciones odontologicas,exodoncias,2008-07-01,97,97
TINGUIPAYA,atenciones odontologicas,exodoncias,2008-07-01,22,22
TIPUANI,atenciones odontologicas,exodoncias,2008-07-01,12,12
TIQUIPAYA,atenciones odontologicas,exodoncias,2008-07-01,100,100
TIRAQUE (CBBA),atenciones odontologicas,exodoncias,2008-07-01,111,111
TITO YUPANQUI (PARQUIPUJIO),atenciones odontologicas,exodoncias,2008-07-01,9,9
TOCO,atenciones odontologicas,exodoncias,2008-07-01,24,24
TOLATA,atenciones odontologicas,exodoncias,2008-07-01,21,21
TOLEDO,atenciones odontologicas,exodoncias,2008-07-01,45,45
TOMAVE,atenciones odontologicas,exodoncias,2008-07-01,38,38
TOMINA,atenciones odontologicas,exodoncias,2008-07-01,44,44
TORO TORO,atenciones odontologicas,exodoncias,2008-07-01,25,25
TOTORA(CBBA),atenciones odontologicas,exodoncias,2008-07-01,44,44
TOTORA(ORR),atenciones odontologicas,exodoncias,2008-07-01,8,8
TRIGAL,atenciones odontologicas,exodoncias,2008-07-01,29,29
TRINIDAD,atenciones odontologicas,exodoncias,2008-07-01,690,690
TUPIZA,atenciones odontologicas,exodoncias,2008-07-01,174,174
TURCO,atenciones odontologicas,exodoncias,2008-07-01,22,22
UMALA,atenciones odontologicas,exodoncias,2008-07-01,11,11
UNCIA,atenciones odontologicas,exodoncias,2008-07-01,149,149
URIONDO (A. CONCEPCION),atenciones odontologicas,exodoncias,2008-07-01,130,130
URUBICHA,atenciones odontologicas,exodoncias,2008-07-01,68,68
UYUNI,atenciones odontologicas,exodoncias,2008-07-01,53,53
VACAS,atenciones odontologicas,exodoncias,2008-07-01,18,18
VALLEGRANDE,atenciones odontologicas,exodoncias,2008-07-01,100,100
VIACHA,atenciones odontologicas,exodoncias,2008-07-01,161,161
VILA VILA,atenciones odontologicas,exodoncias,2008-07-01,46,46
VILLA MONTES,atenciones odontologicas,exodoncias,2008-07-01,276,276
VILLA NUEVA (LOMA ALTA),atenciones odontologicas,exodoncias,2008-07-01,35,35
VILLA RIVERO,atenciones odontologicas,exodoncias,2008-07-01,4,4
VILLA SERRANO,atenciones odontologicas,exodoncias,2008-07-01,39,39
VILLA TUNARI,atenciones odontologicas,exodoncias,2008-07-01,166,166
VILLA VACA GUZMAN (MUYUPAMPA),atenciones odontologicas,exodoncias,2008-07-01,59,59
VILLAZON,atenciones odontologicas,exodoncias,2008-07-01,112,112
VINTO,atenciones odontologicas,exodoncias,2008-07-01,31,31
VITICHI,atenciones odontologicas,exodoncias,2008-07-01,20,20
WARNES,atenciones odontologicas,exodoncias,2008-07-01,237,237
YACO,atenciones odontologicas,exodoncias,2008-07-01,6,6
YACUIBA,atenciones odontologicas,exodoncias,2008-07-01,486,486
YAMPARAEZ,atenciones odontologicas,exodoncias,2008-07-01,48,48
YANACACHI,atenciones odontologicas,exodoncias,2008-07-01,19,19
YAPACANI,atenciones odontologicas,exodoncias,2008-07-01,78,78
YOCALLA,atenciones odontologicas,exodoncias,2008-07-01,26,26
YOTALA,atenciones odontologicas,exodoncias,2008-07-01,56,56
YUNCHARA,atenciones odontologicas,exodoncias,2008-07-01,46,46
ZUDAÑEZ,atenciones odontologicas,exodoncias,2008-07-01,40,40
ACACIO,atenciones odontologicas,exodoncias,2008-08-01,6,6
ACHACACHI,atenciones odontologicas,exodoncias,2008-08-01,188,188
ACHOCALLA,atenciones odontologicas,exodoncias,2008-08-01,42,42
AIQUILE,atenciones odontologicas,exodoncias,2008-08-01,41,41
ALALAY,atenciones odontologicas,exodoncias,2008-08-01,8,8
ALCALA,atenciones odontologicas,exodoncias,2008-08-01,37,37
ANCORAIMES,atenciones odontologicas,exodoncias,2008-08-01,76,76
ANDAMARCA,atenciones odontologicas,exodoncias,2008-08-01,106,106
ANTEQUERA,atenciones odontologicas,exodoncias,2008-08-01,16,16
ANZALDO,atenciones odontologicas,exodoncias,2008-08-01,19,19
APOLO,atenciones odontologicas,exodoncias,2008-08-01,37,37
ARAMPAMPA,atenciones odontologicas,exodoncias,2008-08-01,3,3
ARANI,atenciones odontologicas,exodoncias,2008-08-01,17,17
ARBIETO,atenciones odontologicas,exodoncias,2008-08-01,8,8
ARQUE,atenciones odontologicas,exodoncias,2008-08-01,17,17
ASCENCION DE GUARAYOS,atenciones odontologicas,exodoncias,2008-08-01,482,482
ATOCHA,atenciones odontologicas,exodoncias,2008-08-01,111,111
AYATA,atenciones odontologicas,exodoncias,2008-08-01,31,31
AYO AYO,atenciones odontologicas,exodoncias,2008-08-01,39,39
AYOPAYA (V. DE INDEPENDENCIA),atenciones odontologicas,exodoncias,2008-08-01,79,79
AZURDUY,atenciones odontologicas,exodoncias,2008-08-01,38,38
BATALLAS,atenciones odontologicas,exodoncias,2008-08-01,80,80
BAURES,atenciones odontologicas,exodoncias,2008-08-01,90,90
BELEN DE URMIRI,atenciones odontologicas,exodoncias,2008-08-01,13,13
BELLA FLOR,atenciones odontologicas,exodoncias,2008-08-01,34,34
BERMEJO,atenciones odontologicas,exodoncias,2008-08-01,199,199
BETANZOS,atenciones odontologicas,exodoncias,2008-08-01,136,136
BOLIVAR,atenciones odontologicas,exodoncias,2008-08-01,28,28
BOLPEBRA,atenciones odontologicas,exodoncias,2008-08-01,5,5
BOYUIBE,atenciones odontologicas,exodoncias,2008-08-01,37,37
BUENA VISTA,atenciones odontologicas,exodoncias,2008-08-01,7,7
CABEZAS,atenciones odontologicas,exodoncias,2008-08-01,110,110
CAIROMA,atenciones odontologicas,exodoncias,2008-08-01,124,124
"CAIZA ""D""",atenciones odontologicas,exodoncias,2008-08-01,26,26
CAJUATA,atenciones odontologicas,exodoncias,2008-08-01,10,10
CALACOTO,atenciones odontologicas,exodoncias,2008-08-01,103,103
CALAMARCA,atenciones odontologicas,exodoncias,2008-08-01,88,88
CAMARGO,atenciones odontologicas,exodoncias,2008-08-01,79,79
CAMATAQUI (C. VILLA ABECIA),atenciones odontologicas,exodoncias,2008-08-01,13,13
CAMIRI,atenciones odontologicas,exodoncias,2008-08-01,355,355
CAPINOTA,atenciones odontologicas,exodoncias,2008-08-01,65,65
CAQUIAVIRI,atenciones odontologicas,exodoncias,2008-08-01,15,15
CARACOLLO,atenciones odontologicas,exodoncias,2008-08-01,86,86
CARANAVI,atenciones odontologicas,exodoncias,2008-08-01,190,190
CARAPARI,atenciones odontologicas,exodoncias,2008-08-01,162,162
CARIPUYO,atenciones odontologicas,exodoncias,2008-08-01,28,28
CARMEN RIVERO TORREZ,atenciones odontologicas,exodoncias,2008-08-01,17,17
CATACORA,atenciones odontologicas,exodoncias,2008-08-01,54,54
CHALLAPATA,atenciones odontologicas,exodoncias,2008-08-01,201,201
CHAQUI,atenciones odontologicas,exodoncias,2008-08-01,4,4
CHARAGUA,atenciones odontologicas,exodoncias,2008-08-01,230,230
CHARAÑA,atenciones odontologicas,exodoncias,2008-08-01,10,10
CHAYANTA,atenciones odontologicas,exodoncias,2008-08-01,44,44
CHIMORE,atenciones odontologicas,exodoncias,2008-08-01,13,13
CHOQUE COTA,atenciones odontologicas,exodoncias,2008-08-01,8,8
CHULUMANI (V. DE LA LIBERTAD),atenciones odontologicas,exodoncias,2008-08-01,82,82
CHUMA,atenciones odontologicas,exodoncias,2008-08-01,168,168
CLIZA,atenciones odontologicas,exodoncias,2008-08-01,35,35
COBIJA,atenciones odontologicas,exodoncias,2008-08-01,117,117
COCHABAMBA,atenciones odontologicas,exodoncias,2008-08-01,2332,2332
COLCAPIRHUA,atenciones odontologicas,exodoncias,2008-08-01,25,25
"COLCHA ""K""",atenciones odontologicas,exodoncias,2008-08-01,60,60
COLOMI,atenciones odontologicas,exodoncias,2008-08-01,21,21
COLPA BELGICA,atenciones odontologicas,exodoncias,2008-08-01,22,22
COLQUECHACA,atenciones odontologicas,exodoncias,2008-08-01,47,47
COLQUENCHA,atenciones odontologicas,exodoncias,2008-08-01,10,10
COLQUIRI,atenciones odontologicas,exodoncias,2008-08-01,87,87
COMANCHE,atenciones odontologicas,exodoncias,2008-08-01,43,43
COMARAPA,atenciones odontologicas,exodoncias,2008-08-01,84,84
COMBAYA,atenciones odontologicas,exodoncias,2008-08-01,2,2
CONCEPCION,atenciones odontologicas,exodoncias,2008-08-01,48,48
COPACABANA,atenciones odontologicas,exodoncias,2008-08-01,95,95
CORIPATA,atenciones odontologicas,exodoncias,2008-08-01,70,70
CORO CORO,atenciones odontologicas,exodoncias,2008-08-01,60,60
COROICO,atenciones odontologicas,exodoncias,2008-08-01,136,136
CORQUE,atenciones odontologicas,exodoncias,2008-08-01,23,23
COTAGAITA,atenciones odontologicas,exodoncias,2008-08-01,33,33
COTOCA,atenciones odontologicas,exodoncias,2008-08-01,28,28
CUATRO CAÑADAS,atenciones odontologicas,exodoncias,2008-08-01,38,38
CUCHUMUELA (V. G. VILLARROEL),atenciones odontologicas,exodoncias,2008-08-01,10,10
CUEVO,atenciones odontologicas,exodoncias,2008-08-01,16,16
CULPINA,atenciones odontologicas,exodoncias,2008-08-01,57,57
CURAHUARA DE CARANGAS,atenciones odontologicas,exodoncias,2008-08-01,42,42
DESAGUADERO,atenciones odontologicas,exodoncias,2008-08-01,54,54
EL ALTO,atenciones odontologicas,exodoncias,2008-08-01,2605,2605
EL CHORO,atenciones odontologicas,exodoncias,2008-08-01,20,20
EL PUENTE(STC),atenciones odontologicas,exodoncias,2008-08-01,76,76
EL PUENTE(TJA),atenciones odontologicas,exodoncias,2008-08-01,108,108
EL TORNO,atenciones odontologicas,exodoncias,2008-08-01,82,82
EL VILLAR,atenciones odontologicas,exodoncias,2008-08-01,8,8
ENTRE RIOS,atenciones odontologicas,exodoncias,2008-08-01,37,37
ENTRE RIOS,atenciones odontologicas,exodoncias,2008-08-01,285,285
EUCALIPTUS,atenciones odontologicas,exodoncias,2008-08-01,18,18
FERNANDEZ ALONSO,atenciones odontologicas,exodoncias,2008-08-01,43,43
FILADELFIA,atenciones odontologicas,exodoncias,2008-08-01,19,19
GENERAL SAAVEDRA,atenciones odontologicas,exodoncias,2008-08-01,34,34
GRAL. J.J. PEREZ (CHARAZANI),atenciones odontologicas,exodoncias,2008-08-01,67,67
GUANAY,atenciones odontologicas,exodoncias,2008-08-01,40,40
GUAQUI,atenciones odontologicas,exodoncias,2008-08-01,60,60
GUAYARAMERIN,atenciones odontologicas,exodoncias,2008-08-01,107,107
GUTIERREZ,atenciones odontologicas,exodoncias,2008-08-01,143,143
HUACARETA,atenciones odontologicas,exodoncias,2008-08-01,47,47
HUACAYA (VILLA DE HUACAYA),atenciones odontologicas,exodoncias,2008-08-01,38,38
