municipality,group,variable,month,Periodoncias,TOTAL
URIONDO (A. CONCEPCION),atenciones odontologicas,periodoncias,2008-04-01,13,13
URUBICHA,atenciones odontologicas,periodoncias,2008-04-01,1,1
UYUNI,atenciones odontologicas,periodoncias,2008-04-01,7,7
VACAS,atenciones odontologicas,periodoncias,2008-04-01,9,9
VALLEGRANDE,atenciones odontologicas,periodoncias,2008-04-01,10,10
VIACHA,atenciones odontologicas,periodoncias,2008-04-01,18,18
VILA VILA,atenciones odontologicas,periodoncias,2008-04-01,4,4
VILLA MONTES,atenciones odontologicas,periodoncias,2008-04-01,238,238
VILLA NUEVA (LOMA ALTA),atenciones odontologicas,periodoncias,2008-04-01,2,2
VILLA RIVERO,atenciones odontologicas,periodoncias,2008-04-01,5,5
VILLA SERRANO,atenciones odontologicas,periodoncias,2008-04-01,793,793
VILLA TUNARI,atenciones odontologicas,periodoncias,2008-04-01,199,199
VILLAZON,atenciones odontologicas,periodoncias,2008-04-01,57,57
VINTO,atenciones odontologicas,periodoncias,2008-04-01,11,11
WARNES,atenciones odontologicas,periodoncias,2008-04-01,85,85
YACO,atenciones odontologicas,periodoncias,2008-04-01,1,1
YACUIBA,atenciones odontologicas,periodoncias,2008-04-01,65,65
YAMPARAEZ,atenciones odontologicas,periodoncias,2008-04-01,104,104
YAPACANI,atenciones odontologicas,periodoncias,2008-04-01,5,5
YOCALLA,atenciones odontologicas,periodoncias,2008-04-01,3,3
ZUDAÑEZ,atenciones odontologicas,periodoncias,2008-04-01,2,2
ACACIO,atenciones odontologicas,periodoncias,2008-05-01,3,3
ACHACACHI,atenciones odontologicas,periodoncias,2008-05-01,15,15
ACHOCALLA,atenciones odontologicas,periodoncias,2008-05-01,3,3
AIQUILE,atenciones odontologicas,periodoncias,2008-05-01,19,19
ALALAY,atenciones odontologicas,periodoncias,2008-05-01,14,14
ALCALA,atenciones odontologicas,periodoncias,2008-05-01,79,79
ANCORAIMES,atenciones odontologicas,periodoncias,2008-05-01,18,18
ANDAMARCA,atenciones odontologicas,periodoncias,2008-05-01,2,2
ANZALDO,atenciones odontologicas,periodoncias,2008-05-01,16,16
ARANI,atenciones odontologicas,periodoncias,2008-05-01,6,6
ARBIETO,atenciones odontologicas,periodoncias,2008-05-01,1,1
ASCENCION DE GUARAYOS,atenciones odontologicas,periodoncias,2008-05-01,8,8
ATOCHA,atenciones odontologicas,periodoncias,2008-05-01,16,16
AYATA,atenciones odontologicas,periodoncias,2008-05-01,2,2
BAURES,atenciones odontologicas,periodoncias,2008-05-01,2,2
BERMEJO,atenciones odontologicas,periodoncias,2008-05-01,29,29
BOLIVAR,atenciones odontologicas,periodoncias,2008-05-01,2,2
BOYUIBE,atenciones odontologicas,periodoncias,2008-05-01,3,3
CABEZAS,atenciones odontologicas,periodoncias,2008-05-01,44,44
CAIROMA,atenciones odontologicas,periodoncias,2008-05-01,1,1
"CAIZA ""D""",atenciones odontologicas,periodoncias,2008-05-01,2,2
CALAMARCA,atenciones odontologicas,periodoncias,2008-05-01,2,2
CAMARGO,atenciones odontologicas,periodoncias,2008-05-01,1,1
CAMATAQUI (C. VILLA ABECIA),atenciones odontologicas,periodoncias,2008-05-01,2,2
CAMIRI,atenciones odontologicas,periodoncias,2008-05-01,348,348
CAPINOTA,atenciones odontologicas,periodoncias,2008-05-01,10,10
CARACOLLO,atenciones odontologicas,periodoncias,2008-05-01,30,30
CARANAVI,atenciones odontologicas,periodoncias,2008-05-01,7,7
CARAPARI,atenciones odontologicas,periodoncias,2008-05-01,45,45
CATACORA,atenciones odontologicas,periodoncias,2008-05-01,2,2
CHALLAPATA,atenciones odontologicas,periodoncias,2008-05-01,4,4
CHARAGUA,atenciones odontologicas,periodoncias,2008-05-01,5,5
CHOQUE COTA,atenciones odontologicas,periodoncias,2008-05-01,2,2
CHULUMANI (V. DE LA LIBERTAD),atenciones odontologicas,periodoncias,2008-05-01,2,2
CLIZA,atenciones odontologicas,periodoncias,2008-05-01,114,114
COBIJA,atenciones odontologicas,periodoncias,2008-05-01,10,10
COCHABAMBA,atenciones odontologicas,periodoncias,2008-05-01,1592,1592
COLCAPIRHUA,atenciones odontologicas,periodoncias,2008-05-01,142,142
COLOMI,atenciones odontologicas,periodoncias,2008-05-01,12,12
COLPA BELGICA,atenciones odontologicas,periodoncias,2008-05-01,5,5
COLQUIRI,atenciones odontologicas,periodoncias,2008-05-01,1,1
COMANCHE,atenciones odontologicas,periodoncias,2008-05-01,2,2
COMARAPA,atenciones odontologicas,periodoncias,2008-05-01,8,8
CONCEPCION,atenciones odontologicas,periodoncias,2008-05-01,4,4
COROICO,atenciones odontologicas,periodoncias,2008-05-01,12,12
CORQUE,atenciones odontologicas,periodoncias,2008-05-01,2,2
COTAGAITA,atenciones odontologicas,periodoncias,2008-05-01,23,23
COTOCA,atenciones odontologicas,periodoncias,2008-05-01,3,3
CUCHUMUELA (V. G. VILLARROEL),atenciones odontologicas,periodoncias,2008-05-01,3,3
CUEVO,atenciones odontologicas,periodoncias,2008-05-01,1,1
CURAHUARA DE CARANGAS,atenciones odontologicas,periodoncias,2008-05-01,2,2
EL ALTO,atenciones odontologicas,periodoncias,2008-05-01,331,331
EL PUENTE(STC),atenciones odontologicas,periodoncias,2008-05-01,1,1
EL PUENTE(TJA),atenciones odontologicas,periodoncias,2008-05-01,25,25
EL TORNO,atenciones odontologicas,periodoncias,2008-05-01,2,2
EL VILLAR,atenciones odontologicas,periodoncias,2008-05-01,5,5
ENTRE RIOS,atenciones odontologicas,periodoncias,2008-05-01,6,6
ENTRE RIOS,atenciones odontologicas,periodoncias,2008-05-01,6,6
EUCALIPTUS,atenciones odontologicas,periodoncias,2008-05-01,3,3
FERNANDEZ ALONSO,atenciones odontologicas,periodoncias,2008-05-01,62,62
FILADELFIA,atenciones odontologicas,periodoncias,2008-05-01,1,1
GENERAL SAAVEDRA,atenciones odontologicas,periodoncias,2008-05-01,32,32
GRAL. J.J. PEREZ (CHARAZANI),atenciones odontologicas,periodoncias,2008-05-01,1,1
GUANAY,atenciones odontologicas,periodoncias,2008-05-01,3,3
GUAQUI,atenciones odontologicas,periodoncias,2008-05-01,14,14
GUTIERREZ,atenciones odontologicas,periodoncias,2008-05-01,12,12
HUACARETA,atenciones odontologicas,periodoncias,2008-05-01,5,5
HUACAYA (VILLA DE HUACAYA),atenciones odontologicas,periodoncias,2008-05-01,2,2
HUACHACALLA,atenciones odontologicas,periodoncias,2008-05-01,2,2
HUANUNI,atenciones odontologicas,periodoncias,2008-05-01,68,68
HUARACAJE,atenciones odontologicas,periodoncias,2008-05-01,15,15
ICLA,atenciones odontologicas,periodoncias,2008-05-01,7,7
INCAHUASI,atenciones odontologicas,periodoncias,2008-05-01,7,7
IRUPANA (VILLA DE LANZA),atenciones odontologicas,periodoncias,2008-05-01,1,1
LA ASUNTA,atenciones odontologicas,periodoncias,2008-05-01,1,1
LA GUARDIA,atenciones odontologicas,periodoncias,2008-05-01,19,19
LA PAZ,atenciones odontologicas,periodoncias,2008-05-01,1401,1401
LAGUNILLAS,atenciones odontologicas,periodoncias,2008-05-01,1,1
LICOMA PAMPA,atenciones odontologicas,periodoncias,2008-05-01,1,1
LLALLAGUA,atenciones odontologicas,periodoncias,2008-05-01,21,21
LLICA,atenciones odontologicas,periodoncias,2008-05-01,5,5
LURIBAY,atenciones odontologicas,periodoncias,2008-05-01,1,1
MACHACAMARCA,atenciones odontologicas,periodoncias,2008-05-01,2,2
MACHARETI,atenciones odontologicas,periodoncias,2008-05-01,19,19
MAGDALENA,atenciones odontologicas,periodoncias,2008-05-01,1,1
MAIRANA,atenciones odontologicas,periodoncias,2008-05-01,23,23
MAPIRI,atenciones odontologicas,periodoncias,2008-05-01,3,3
MECAPACA,atenciones odontologicas,periodoncias,2008-05-01,1,1
MINEROS,atenciones odontologicas,periodoncias,2008-05-01,13,13
MIZQUE,atenciones odontologicas,periodoncias,2008-05-01,24,24
MOJOCOYA,atenciones odontologicas,periodoncias,2008-05-01,1,1
MONTERO,atenciones odontologicas,periodoncias,2008-05-01,102,102
MORO MORO,atenciones odontologicas,periodoncias,2008-05-01,3,3
MOROCHATA,atenciones odontologicas,periodoncias,2008-05-01,7,7
OCURI,atenciones odontologicas,periodoncias,2008-05-01,11,11
OMEREQUE,atenciones odontologicas,periodoncias,2008-05-01,19,19
ORURO,atenciones odontologicas,periodoncias,2008-05-01,79,79
PADCAYA,atenciones odontologicas,periodoncias,2008-05-01,27,27
PADILLA,atenciones odontologicas,periodoncias,2008-05-01,4,4
PAILON,atenciones odontologicas,periodoncias,2008-05-01,10,10
PALCA,atenciones odontologicas,periodoncias,2008-05-01,1,1
PALOS BLANCOS,atenciones odontologicas,periodoncias,2008-05-01,10,10
PAMPA GRANDE,atenciones odontologicas,periodoncias,2008-05-01,8,8
PASORAPA,atenciones odontologicas,periodoncias,2008-05-01,6,6
PAZÑA,atenciones odontologicas,periodoncias,2008-05-01,1,1
POCOATA,atenciones odontologicas,periodoncias,2008-05-01,2,2
POCONA,atenciones odontologicas,periodoncias,2008-05-01,6,6
POJO (CBBA),atenciones odontologicas,periodoncias,2008-05-01,15,15
POOPO,atenciones odontologicas,periodoncias,2008-05-01,3,3
PORCO,atenciones odontologicas,periodoncias,2008-05-01,3,3
PORONGO,atenciones odontologicas,periodoncias,2008-05-01,31,31
PORTACHUELO,atenciones odontologicas,periodoncias,2008-05-01,7,7
PORVENIR,atenciones odontologicas,periodoncias,2008-05-01,2,2
POTOSI,atenciones odontologicas,periodoncias,2008-05-01,77,77
PUCARA,atenciones odontologicas,periodoncias,2008-05-01,2,2
PUCARANI,atenciones odontologicas,periodoncias,2008-05-01,15,15
PUERTO ACOSTA,atenciones odontologicas,periodoncias,2008-05-01,9,9
PUERTO CARABUCO,atenciones odontologicas,periodoncias,2008-05-01,4,4
PUERTO GONZALO MORENO,atenciones odontologicas,periodoncias,2008-05-01,2,2
PUERTO RICO,atenciones odontologicas,periodoncias,2008-05-01,516,516
PUERTO SUAREZ,atenciones odontologicas,periodoncias,2008-05-01,40,40
PUERTO VILLARROEL,atenciones odontologicas,periodoncias,2008-05-01,15,15
PUNATA,atenciones odontologicas,periodoncias,2008-05-01,301,301
QUILLACOLLO,atenciones odontologicas,periodoncias,2008-05-01,63,63
QUIME,atenciones odontologicas,periodoncias,2008-05-01,50,50
QUIRUSILLAS,atenciones odontologicas,periodoncias,2008-05-01,18,18
RAVELO,atenciones odontologicas,periodoncias,2008-05-01,2,2
REYES,atenciones odontologicas,periodoncias,2008-05-01,11,11
RIBERALTA,atenciones odontologicas,periodoncias,2008-05-01,60,60
ROBORE,atenciones odontologicas,periodoncias,2008-05-01,23,23
RURRENABAQUE,atenciones odontologicas,periodoncias,2008-05-01,6,6
SABAYA,atenciones odontologicas,periodoncias,2008-05-01,2,2
SACABA,atenciones odontologicas,periodoncias,2008-05-01,61,61
SAIPINA,atenciones odontologicas,periodoncias,2008-05-01,19,19
SAMAIPATA,atenciones odontologicas,periodoncias,2008-05-01,42,42
SAN BENITO,atenciones odontologicas,periodoncias,2008-05-01,44,44
SAN BORJA,atenciones odontologicas,periodoncias,2008-05-01,16,16
SAN BUENA VENTURA,atenciones odontologicas,periodoncias,2008-05-01,3,3
SAN CARLOS,atenciones odontologicas,periodoncias,2008-05-01,10,10
SAN IGNACIO,atenciones odontologicas,periodoncias,2008-05-01,175,175
SAN IGNACIO DE VELASCO,atenciones odontologicas,periodoncias,2008-05-01,19,19
SAN JOSE DE CHIQUITOS,atenciones odontologicas,periodoncias,2008-05-01,1,1
SAN JUAN DE YAPACANI,atenciones odontologicas,periodoncias,2008-05-01,17,17
SAN JULIAN,atenciones odontologicas,periodoncias,2008-05-01,12,12
SAN LORENZO(TJA),atenciones odontologicas,periodoncias,2008-05-01,39,39
SAN LUCAS,atenciones odontologicas,periodoncias,2008-05-01,26,26
SAN MATIAS,atenciones odontologicas,periodoncias,2008-05-01,9,9
SAN MIGUEL DE VELASCO,atenciones odontologicas,periodoncias,2008-05-01,5,5
SAN PEDRO,atenciones odontologicas,periodoncias,2008-05-01,4,4
SAN PEDRO DE BUENA VISTA,atenciones odontologicas,periodoncias,2008-05-01,3,3
SAN PEDRO DE CURAHUARA,atenciones odontologicas,periodoncias,2008-05-01,1,1
SAN RAFAEL,atenciones odontologicas,periodoncias,2008-05-01,66,66
SAN RAMON,atenciones odontologicas,periodoncias,2008-05-01,7,7
SANTA ANA,atenciones odontologicas,periodoncias,2008-05-01,2,2
SANTA CRUZ DE LA SIERRA,atenciones odontologicas,periodoncias,2008-05-01,1309,1309
SANTA ROSA DEL SARA,atenciones odontologicas,periodoncias,2008-05-01,147,147
SANTIAGO DE HUARI,atenciones odontologicas,periodoncias,2008-05-01,4,4
SANTIAGO DE MACHACA,atenciones odontologicas,periodoncias,2008-05-01,1,1
SANTIVAÑES,atenciones odontologicas,periodoncias,2008-05-01,2,2
SANTUARIO DE QUILLACAS,atenciones odontologicas,periodoncias,2008-05-01,2,2
SAPAHAQUI,atenciones odontologicas,periodoncias,2008-05-01,2,2
SICA SICA (VILLA AROMA),atenciones odontologicas,periodoncias,2008-05-01,129,129
SICAYA,atenciones odontologicas,periodoncias,2008-05-01,2,2
SIPE SIPE,atenciones odontologicas,periodoncias,2008-05-01,32,32
SORACACHI,atenciones odontologicas,periodoncias,2008-05-01,3,3
SUCRE,atenciones odontologicas,periodoncias,2008-05-01,255,255
TACACOMA,atenciones odontologicas,periodoncias,2008-05-01,2,2
TACOPAYA,atenciones odontologicas,periodoncias,2008-05-01,213,213
TARABUCO,atenciones odontologicas,periodoncias,2008-05-01,17,17
TARACO,atenciones odontologicas,periodoncias,2008-05-01,2,2
TARATA,atenciones odontologicas,periodoncias,2008-05-01,28,28
TARIJA,atenciones odontologicas,periodoncias,2008-05-01,222,222
TARVITA,atenciones odontologicas,periodoncias,2008-05-01,67,67
TIQUIPAYA,atenciones odontologicas,periodoncias,2008-05-01,61,61
TIRAQUE (CBBA),atenciones odontologicas,periodoncias,2008-05-01,96,96
TOCO,atenciones odontologicas,periodoncias,2008-05-01,23,23
TOLATA,atenciones odontologicas,periodoncias,2008-05-01,14,14
TOMINA,atenciones odontologicas,periodoncias,2008-05-01,5,5
TORO TORO,atenciones odontologicas,periodoncias,2008-05-01,4,4
TOTORA(ORR),atenciones odontologicas,periodoncias,2008-05-01,1,1
TRINIDAD,atenciones odontologicas,periodoncias,2008-05-01,44,44
TUPIZA,atenciones odontologicas,periodoncias,2008-05-01,23,23
TURCO,atenciones odontologicas,periodoncias,2008-05-01,2,2
UMALA,atenciones odontologicas,periodoncias,2008-05-01,1,1
UNCIA,atenciones odontologicas,periodoncias,2008-05-01,10,10
URIONDO (A. CONCEPCION),atenciones odontologicas,periodoncias,2008-05-01,24,24
URUBICHA,atenciones odontologicas,periodoncias,2008-05-01,12,12
UYUNI,atenciones odontologicas,periodoncias,2008-05-01,5,5
VACAS,atenciones odontologicas,periodoncias,2008-05-01,8,8
VALLEGRANDE,atenciones odontologicas,periodoncias,2008-05-01,2,2
VIACHA,atenciones odontologicas,periodoncias,2008-05-01,17,17
VILLA MONTES,atenciones odontologicas,periodoncias,2008-05-01,22,22
VILLA NUEVA (LOMA ALTA),atenciones odontologicas,periodoncias,2008-05-01,2,2
VILLA RIVERO,atenciones odontologicas,periodoncias,2008-05-01,4,4
VILLA SERRANO,atenciones odontologicas,periodoncias,2008-05-01,1,1
VILLA TUNARI,atenciones odontologicas,periodoncias,2008-05-01,140,140
VILLAZON,atenciones odontologicas,periodoncias,2008-05-01,48,48
VINTO,atenciones odontologicas,periodoncias,2008-05-01,7,7
WARNES,atenciones odontologicas,periodoncias,2008-05-01,41,41
YACUIBA,atenciones odontologicas,periodoncias,2008-05-01,142,142
YAMPARAEZ,atenciones odontologicas,periodoncias,2008-05-01,2,2
YAPACANI,atenciones odontologicas,periodoncias,2008-05-01,2,2
YOCALLA,atenciones odontologicas,periodoncias,2008-05-01,14,14
YUNCHARA,atenciones odontologicas,periodoncias,2008-05-01,8,8
ACACIO,atenciones odontologicas,periodoncias,2008-06-01,5,5
ACHACACHI,atenciones odontologicas,periodoncias,2008-06-01,6,6
ACHOCALLA,atenciones odontologicas,periodoncias,2008-06-01,2,2
AIQUILE,atenciones odontologicas,periodoncias,2008-06-01,15,15
ALALAY,atenciones odontologicas,periodoncias,2008-06-01,23,23
ALCALA,atenciones odontologicas,periodoncias,2008-06-01,193,193
ANDAMARCA,atenciones odontologicas,periodoncias,2008-06-01,4,4
ANZALDO,atenciones odontologicas,periodoncias,2008-06-01,3,3
ARAMPAMPA,atenciones odontologicas,periodoncias,2008-06-01,1,1
ARANI,atenciones odontologicas,periodoncias,2008-06-01,8,8
ARBIETO,atenciones odontologicas,periodoncias,2008-06-01,4,4
ASCENCION DE GUARAYOS,atenciones odontologicas,periodoncias,2008-06-01,11,11
ATOCHA,atenciones odontologicas,periodoncias,2008-06-01,15,15
AYOPAYA (V. DE INDEPENDENCIA),atenciones odontologicas,periodoncias,2008-06-01,1,1
AZURDUY,atenciones odontologicas,periodoncias,2008-06-01,6,6
BAURES,atenciones odontologicas,periodoncias,2008-06-01,6,6
BERMEJO,atenciones odontologicas,periodoncias,2008-06-01,23,23
BETANZOS,atenciones odontologicas,periodoncias,2008-06-01,5,5
BUENA VISTA,atenciones odontologicas,periodoncias,2008-06-01,7,7
CABEZAS,atenciones odontologicas,periodoncias,2008-06-01,32,32
CAIROMA,atenciones odontologicas,periodoncias,2008-06-01,14,14
"CAIZA ""D""",atenciones odontologicas,periodoncias,2008-06-01,1,1
CAMARGO,atenciones odontologicas,periodoncias,2008-06-01,5,5
CAMATAQUI (C. VILLA ABECIA),atenciones odontologicas,periodoncias,2008-06-01,5,5
CAMIRI,atenciones odontologicas,periodoncias,2008-06-01,74,74
CAPINOTA,atenciones odontologicas,periodoncias,2008-06-01,10,10
CARACOLLO,atenciones odontologicas,periodoncias,2008-06-01,13,13
CARANAVI,atenciones odontologicas,periodoncias,2008-06-01,5,5
CARAPARI,atenciones odontologicas,periodoncias,2008-06-01,14,14
CARIPUYO,atenciones odontologicas,periodoncias,2008-06-01,27,27
CARMEN RIVERO TORREZ,atenciones odontologicas,periodoncias,2008-06-01,3,3
CHALLAPATA,atenciones odontologicas,periodoncias,2008-06-01,14,14
CHARAGUA,atenciones odontologicas,periodoncias,2008-06-01,2,2
CHOQUE COTA,atenciones odontologicas,periodoncias,2008-06-01,2,2
CHULUMANI (V. DE LA LIBERTAD),atenciones odontologicas,periodoncias,2008-06-01,1,1
CLIZA,atenciones odontologicas,periodoncias,2008-06-01,69,69
COBIJA,atenciones odontologicas,periodoncias,2008-06-01,23,23
COCHABAMBA,atenciones odontologicas,periodoncias,2008-06-01,1673,1673
COLCAPIRHUA,atenciones odontologicas,periodoncias,2008-06-01,22,22
"COLCHA ""K""",atenciones odontologicas,periodoncias,2008-06-01,3,3
COLOMI,atenciones odontologicas,periodoncias,2008-06-01,15,15
COLPA BELGICA,atenciones odontologicas,periodoncias,2008-06-01,46,46
COLQUENCHA,atenciones odontologicas,periodoncias,2008-06-01,1,1
COMARAPA,atenciones odontologicas,periodoncias,2008-06-01,6,6
CONCEPCION,atenciones odontologicas,periodoncias,2008-06-01,3,3
COROICO,atenciones odontologicas,periodoncias,2008-06-01,9,9
CORQUE,atenciones odontologicas,periodoncias,2008-06-01,2,2
COTAGAITA,atenciones odontologicas,periodoncias,2008-06-01,2,2
COTOCA,atenciones odontologicas,periodoncias,2008-06-01,17,17
CUATRO CAÑADAS,atenciones odontologicas,periodoncias,2008-06-01,2,2
CUCHUMUELA (V. G. VILLARROEL),atenciones odontologicas,periodoncias,2008-06-01,7,7
CURAHUARA DE CARANGAS,atenciones odontologicas,periodoncias,2008-06-01,3,3
CURVA,atenciones odontologicas,periodoncias,2008-06-01,1,1
EL ALTO,atenciones odontologicas,periodoncias,2008-06-01,363,363
EL PUENTE(TJA),atenciones odontologicas,periodoncias,2008-06-01,53,53
EL TORNO,atenciones odontologicas,periodoncias,2008-06-01,2,2
EL VILLAR,atenciones odontologicas,periodoncias,2008-06-01,50,50
ENTRE RIOS,atenciones odontologicas,periodoncias,2008-06-01,9,9
ENTRE RIOS,atenciones odontologicas,periodoncias,2008-06-01,8,8
EUCALIPTUS,atenciones odontologicas,periodoncias,2008-06-01,3,3
FERNANDEZ ALONSO,atenciones odontologicas,periodoncias,2008-06-01,36,36
FILADELFIA,atenciones odontologicas,periodoncias,2008-06-01,2,2
GENERAL SAAVEDRA,atenciones odontologicas,periodoncias,2008-06-01,26,26
GUANAY,atenciones odontologicas,periodoncias,2008-06-01,2,2
GUAQUI,atenciones odontologicas,periodoncias,2008-06-01,3,3
GUAYARAMERIN,atenciones odontologicas,periodoncias,2008-06-01,33,33
GUTIERREZ,atenciones odontologicas,periodoncias,2008-06-01,14,14
HUACARETA,atenciones odontologicas,periodoncias,2008-06-01,1,1
HUACAYA (VILLA DE HUACAYA),atenciones odontologicas,periodoncias,2008-06-01,21,21
HUANUNI,atenciones odontologicas,periodoncias,2008-06-01,28,28
HUARACAJE,atenciones odontologicas,periodoncias,2008-06-01,20,20
ICLA,atenciones odontologicas,periodoncias,2008-06-01,12,12
INCAHUASI,atenciones odontologicas,periodoncias,2008-06-01,7,7
LA ASUNTA,atenciones odontologicas,periodoncias,2008-06-01,8,8
LA GUARDIA,atenciones odontologicas,periodoncias,2008-06-01,27,27
LA PAZ,atenciones odontologicas,periodoncias,2008-06-01,1205,1205
LAGUNILLAS,atenciones odontologicas,periodoncias,2008-06-01,7,7
LICOMA PAMPA,atenciones odontologicas,periodoncias,2008-06-01,1,1
LLALLAGUA,atenciones odontologicas,periodoncias,2008-06-01,25,25
MACHACAMARCA,atenciones odontologicas,periodoncias,2008-06-01,6,6
MACHARETI,atenciones odontologicas,periodoncias,2008-06-01,31,31
MAGDALENA,atenciones odontologicas,periodoncias,2008-06-01,1,1
MAIRANA,atenciones odontologicas,periodoncias,2008-06-01,23,23
MAPIRI,atenciones odontologicas,periodoncias,2008-06-01,3,3
MECAPACA,atenciones odontologicas,periodoncias,2008-06-01,3,3
MINEROS,atenciones odontologicas,periodoncias,2008-06-01,6,6
MIZQUE,atenciones odontologicas,periodoncias,2008-06-01,18,18
MOJOCOYA,atenciones odontologicas,periodoncias,2008-06-01,2,2
MONTEAGUDO,atenciones odontologicas,periodoncias,2008-06-01,5,5
MONTERO,atenciones odontologicas,periodoncias,2008-06-01,101,101
MORO MORO,atenciones odontologicas,periodoncias,2008-06-01,9,9
MOROCHATA,atenciones odontologicas,periodoncias,2008-06-01,4,4
OCURI,atenciones odontologicas,periodoncias,2008-06-01,1,1
OKINAWA,atenciones odontologicas,periodoncias,2008-06-01,16,16
OMEREQUE,atenciones odontologicas,periodoncias,2008-06-01,11,11
ORURO,atenciones odontologicas,periodoncias,2008-06-01,184,184
PADCAYA,atenciones odontologicas,periodoncias,2008-06-01,53,53
PADILLA,atenciones odontologicas,periodoncias,2008-06-01,3,3
PAILON,atenciones odontologicas,periodoncias,2008-06-01,16,16
PALCA,atenciones odontologicas,periodoncias,2008-06-01,1,1
PALOS BLANCOS,atenciones odontologicas,periodoncias,2008-06-01,7,7
PAMPA GRANDE,atenciones odontologicas,periodoncias,2008-06-01,14,14
PASORAPA,atenciones odontologicas,periodoncias,2008-06-01,5,5
PAZÑA,atenciones odontologicas,periodoncias,2008-06-01,2,2
POCONA,atenciones odontologicas,periodoncias,2008-06-01,4,4
POJO (CBBA),atenciones odontologicas,periodoncias,2008-06-01,11,11
POOPO,atenciones odontologicas,periodoncias,2008-06-01,3,3
PORONGO,atenciones odontologicas,periodoncias,2008-06-01,24,24
PORTACHUELO,atenciones odontologicas,periodoncias,2008-06-01,21,21
POTOSI,atenciones odontologicas,periodoncias,2008-06-01,122,122
PUCARANI,atenciones odontologicas,periodoncias,2008-06-01,5,5
PUERTO ACOSTA,atenciones odontologicas,periodoncias,2008-06-01,4,4
PUERTO CARABUCO,atenciones odontologicas,periodoncias,2008-06-01,3,3
PUERTO GONZALO MORENO,atenciones odontologicas,periodoncias,2008-06-01,3,3
PUERTO RICO,atenciones odontologicas,periodoncias,2008-06-01,30,30
PUERTO SUAREZ,atenciones odontologicas,periodoncias,2008-06-01,16,16
PUERTO VILLARROEL,atenciones odontologicas,periodoncias,2008-06-01,29,29
PUNA,atenciones odontologicas,periodoncias,2008-06-01,2,2
PUNATA,atenciones odontologicas,periodoncias,2008-06-01,165,165
QUILLACOLLO,atenciones odontologicas,periodoncias,2008-06-01,62,62
QUIME,atenciones odontologicas,periodoncias,2008-06-01,55,55
QUIRUSILLAS,atenciones odontologicas,periodoncias,2008-06-01,1,1
REYES,atenciones odontologicas,periodoncias,2008-06-01,15,15
RIBERALTA,atenciones odontologicas,periodoncias,2008-06-01,111,111
ROBORE,atenciones odontologicas,periodoncias,2008-06-01,12,12
SABAYA,atenciones odontologicas,periodoncias,2008-06-01,2,2
SACABA,atenciones odontologicas,periodoncias,2008-06-01,101,101
SACABAMBA,atenciones odontologicas,periodoncias,2008-06-01,22,22
SACACA,atenciones odontologicas,periodoncias,2008-06-01,1,1
SAIPINA,atenciones odontologicas,periodoncias,2008-06-01,2,2
SALINAS DE GARCI MENDOZA,atenciones odontologicas,periodoncias,2008-06-01,1,1
SAMAIPATA,atenciones odontologicas,periodoncias,2008-06-01,21,21
SAN AGUSTIN,atenciones odontologicas,periodoncias,2008-06-01,2,2
SAN BENITO,atenciones odontologicas,periodoncias,2008-06-01,11,11
SAN BORJA,atenciones odontologicas,periodoncias,2008-06-01,17,17
SAN BUENA VENTURA,atenciones odontologicas,periodoncias,2008-06-01,1,1
SAN CARLOS,atenciones odontologicas,periodoncias,2008-06-01,54,54
SAN IGNACIO,atenciones odontologicas,periodoncias,2008-06-01,22,22
SAN IGNACIO DE VELASCO,atenciones odontologicas,periodoncias,2008-06-01,6,6
SAN JUAN DE YAPACANI,atenciones odontologicas,periodoncias,2008-06-01,5,5
SAN JULIAN,atenciones odontologicas,periodoncias,2008-06-01,8,8
SAN LORENZO(TJA),atenciones odontologicas,periodoncias,2008-06-01,72,72
SAN LUCAS,atenciones odontologicas,periodoncias,2008-06-01,3,3
SAN MATIAS,atenciones odontologicas,periodoncias,2008-06-01,2,2
SAN MIGUEL DE VELASCO,atenciones odontologicas,periodoncias,2008-06-01,7,7
SAN PEDRO,atenciones odontologicas,periodoncias,2008-06-01,12,12
SAN PEDRO DE CURAHUARA,atenciones odontologicas,periodoncias,2008-06-01,3,3
SAN RAFAEL,atenciones odontologicas,periodoncias,2008-06-01,86,86
SAN RAMON,atenciones odontologicas,periodoncias,2008-06-01,13,13
SANTA ANA,atenciones odontologicas,periodoncias,2008-06-01,2,2
SANTA CRUZ DE LA SIERRA,atenciones odontologicas,periodoncias,2008-06-01,1527,1527
SANTA ROSA DEL SARA,atenciones odontologicas,periodoncias,2008-06-01,49,49
SANTIAGO DE HUARI,atenciones odontologicas,periodoncias,2008-06-01,6,6
SANTIVAÑES,atenciones odontologicas,periodoncias,2008-06-01,3,3
SENA,atenciones odontologicas,periodoncias,2008-06-01,5,5
SICA SICA (VILLA AROMA),atenciones odontologicas,periodoncias,2008-06-01,116,116
SICAYA,atenciones odontologicas,periodoncias,2008-06-01,1,1
SIPE SIPE,atenciones odontologicas,periodoncias,2008-06-01,27,27
SOPACHUY,atenciones odontologicas,periodoncias,2008-06-01,4,4
SUCRE,atenciones odontologicas,periodoncias,2008-06-01,379,379
TAHUA,atenciones odontologicas,periodoncias,2008-06-01,2,2
TARABUCO,atenciones odontologicas,periodoncias,2008-06-01,3,3
TARACO,atenciones odontologicas,periodoncias,2008-06-01,4,4
