municipality,group,variable,month,Niños de 1 año a menores de 5 años con 2da dosis v,TOTAL
SAN JOAQUIN,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-08-01,17,17
SAN JOSE DE CHIQUITOS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-08-01,175,175
SAN JUAN DE YAPACANI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-08-01,68,68
SAN JULIAN,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-08-01,797,797
SAN LORENZO(PND),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-08-01,10,10
SAN LORENZO(TJA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-08-01,117,117
SAN LUCAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-08-01,706,706
SAN MATIAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-08-01,113,113
SAN MIGUEL DE VELASCO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-08-01,114,114
SAN PABLO DE LIPEZ,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-08-01,43,43
SAN PEDRO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-08-01,219,219
SAN PEDRO DE BUENA VISTA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-08-01,229,229
SAN PEDRO DE CURAHUARA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-08-01,33,33
SAN PEDRO DE TIQUINA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-08-01,15,15
SAN PEDRO(PND),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-08-01,5,5
SAN RAFAEL,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-08-01,32,32
SAN RAMON,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-08-01,46,46
SAN RAMON,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-08-01,96,96
SANTA ANA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-08-01,108,108
SANTA CRUZ DE LA SIERRA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-08-01,3346,3346
SANTA ROSA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-08-01,111,111
SANTA ROSA DEL SARA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-08-01,170,170
SANTIAGO DE CALLAPA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-08-01,27,27
SANTIAGO DE HUARI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-08-01,65,65
SANTIAGO DE MACHACA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-08-01,5,5
SANTIVAÑES,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-08-01,32,32
SANTUARIO DE QUILLACAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-08-01,5,5
SAPAHAQUI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-08-01,49,49
SENA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-08-01,19,19
SICA SICA (VILLA AROMA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-08-01,53,53
SICAYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-08-01,51,51
SIPE SIPE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-08-01,191,191
SOPACHUY,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-08-01,187,187
SORACACHI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-08-01,110,110
SORATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-08-01,219,219
SUCRE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-08-01,2565,2565
TACACHI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-08-01,1,1
TACACOMA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-08-01,33,33
TACOBAMBA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-08-01,41,41
TACOPAYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-08-01,111,111
TAPACARI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-08-01,116,116
TARABUCO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-08-01,251,251
TARACO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-08-01,101,101
TARATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-08-01,48,48
TARIJA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-08-01,537,537
TARVITA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-08-01,294,294
TEOPONTE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-08-01,68,68
TIAWANACU,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-08-01,72,72
TINGUIPAYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-08-01,90,90
TIPUANI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-08-01,21,21
TIQUIPAYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-08-01,274,274
TIRAQUE (CBBA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-08-01,130,130
TITO YUPANQUI (PARQUIPUJIO),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-08-01,7,7
TOCO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-08-01,29,29
TOLATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-08-01,12,12
TOLEDO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-08-01,35,35
TOMAVE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-08-01,32,32
TOMINA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-08-01,288,288
TORO TORO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-08-01,146,146
TOTORA(CBBA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-08-01,65,65
TOTORA(ORR),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-08-01,42,42
TRIGAL,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-08-01,6,6
TRINIDAD,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-08-01,238,238
TUPIZA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-08-01,342,342
TURCO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-08-01,22,22
UMALA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-08-01,50,50
UNCIA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-08-01,8,8
URIONDO (A. CONCEPCION),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-08-01,86,86
URUBICHA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-08-01,261,261
UYUNI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-08-01,85,85
VACAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-08-01,81,81
VALLEGRANDE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-08-01,58,58
VIACHA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-08-01,101,101
VILA VILA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-08-01,12,12
VILLA MONTES,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-08-01,201,201
VILLA NUEVA (LOMA ALTA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-08-01,3,3
VILLA RIVERO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-08-01,27,27
VILLA SERRANO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-08-01,273,273
VILLA TUNARI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-08-01,253,253
VILLA VACA GUZMAN (MUYUPAMPA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-08-01,194,194
VILLAZON,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-08-01,118,118
VINTO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-08-01,362,362
VITICHI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-08-01,49,49
WALDO BALLIVIAN,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-08-01,4,4
WARNES,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-08-01,375,375
YACO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-08-01,74,74
YACUIBA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-08-01,228,228
YAMPARAEZ,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-08-01,58,58
YANACACHI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-08-01,33,33
YAPACANI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-08-01,242,242
YOCALLA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-08-01,76,76
YOTALA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-08-01,185,185
YUNCHARA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-08-01,41,41
ZUDAÑEZ,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-08-01,123,123
ACACIO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,63,63
ACHACACHI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,205,205
ACHOCALLA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,24,24
AIQUILE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,170,170
ALALAY,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,28,28
ALCALA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,39,39
ANCORAIMES,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,93,93
ANDAMARCA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,60,60
ANTEQUERA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,16,16
ANZALDO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,35,35
APOLO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,74,74
ARAMPAMPA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,61,61
ARANI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,40,40
ARBIETO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,99,99
ARQUE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,102,102
ASCENCION DE GUARAYOS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,16,16
ATOCHA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,47,47
AUCAPATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,18,18
AYATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,35,35
AYO AYO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,17,17
AYOPAYA (V. DE INDEPENDENCIA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,253,253
AZURDUY,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,222,222
BATALLAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,44,44
BAURES,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,53,53
BELEN DE ANDAMARCA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,6,6
BELEN DE URMIRI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,7,7
BELLA FLOR,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,3,3
BERMEJO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,153,153
BETANZOS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,274,274
BOLIVAR,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,90,90
BOLPEBRA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,7,7
BOYUIBE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,49,49
BUENA VISTA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,94,94
CABEZAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,169,169
CAIROMA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,20,20
"CAIZA ""D""",nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,29,29
CAJUATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,57,57
CALACOTO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,36,36
CALAMARCA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,89,89
CAMARGO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,186,186
CAMATAQUI (C. VILLA ABECIA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,22,22
CAMIRI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,259,259
CAPINOTA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,116,116
CAQUIAVIRI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,56,56
CARACOLLO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,37,37
CARANAVI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,372,372
CARANGAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,1,1
CARAPARI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,102,102
CARIPUYO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,86,86
CARMEN RIVERO TORREZ,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,15,15
CATACORA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,22,22
CHACARILLA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,15,15
CHALLAPATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,163,163
CHAQUI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,27,27
CHARAGUA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,222,222
CHARAÑA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,36,36
CHAYANTA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,55,55
CHIMORE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,165,165
CHIPAYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,5,5
CHOQUE COTA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,8,8
CHULUMANI (V. DE LA LIBERTAD),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,60,60
CHUMA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,41,41
CLIZA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,195,195
COBIJA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,133,133
COCHABAMBA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,947,947
COIPASA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,9,9
COLCAPIRHUA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,166,166
"COLCHA ""K""",nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,20,20
COLLANA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,6,6
COLOMI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,73,73
COLPA BELGICA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,78,78
COLQUECHACA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,614,614
COLQUENCHA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,74,74
COLQUIRI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,78,78
COMANCHE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,12,12
COMARAPA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,172,172
COMBAYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,6,6
CONCEPCION,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,139,139
COPACABANA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,72,72
CORIPATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,17,17
CORO CORO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,31,31
COROICO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,39,39
CORQUE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,85,85
COTAGAITA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,200,200
COTOCA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,328,328
CUATRO CAÑADAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,193,193
CUCHUMUELA (V. G. VILLARROEL),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,24,24
CUEVO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,74,74
CULPINA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,289,289
CURAHUARA DE CARANGAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,5,5
CURVA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,21,21
DESAGUADERO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,37,37
EL ALTO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,4464,4464
EL CHORO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,23,23
EL PUENTE(STC),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,84,84
EL PUENTE(TJA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,39,39
EL TORNO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,233,233
EL VILLAR,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,122,122
ENTRE RIOS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,96,96
ENTRE RIOS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,186,186
ESCARA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,1,1
ESMERALDA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,1,1
EUCALIPTUS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,31,31
EUREKA (SANTOS MERCADO),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,12,12
EXALTACION,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,7,7
FERNANDEZ ALONSO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,160,160
FILADELFIA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,14,14
GENERAL SAAVEDRA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,225,225
GRAL. J.J. PEREZ (CHARAZANI),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,47,47
GUANAY,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,100,100
GUAQUI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,14,14
GUAYARAMERIN,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,471,471
GUTIERREZ,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,88,88
HUACARETA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,156,156
HUACAYA (VILLA DE HUACAYA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,28,28
HUACHACALLA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,27,27
HUANUNI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,319,319
HUARACAJE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,40,40
HUAYLLAMARCA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,16,16
ICHOCA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,9,9
ICLA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,122,122
INCAHUASI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,421,421
INGAVI (HUMAITA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,7,7
INQUISIVI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,100,100
IRUPANA (VILLA DE LANZA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,83,83
IXIAMAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,19,19
JESUS DE MACHACA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,124,124
LA ASUNTA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,64,64
LA GUARDIA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,746,746
LA PAZ,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,4580,4580
LA RIVERA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,2,2
LAGUNILLAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,59,59
LAJA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,57,57
LAS CARRERAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,64,64
LICOMA PAMPA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,12,12
LLALLAGUA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,1082,1082
LORETO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,21,21
LURIBAY,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,38,38
MACHACAMARCA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,10,10
MACHARETI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,92,92
MAGDALENA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-09-01,96,96
