municipality,group,variable,month,Mujeres puérperas que recibieron dosis única de vi,TOTAL
PUERTO CARABUCO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,14,14
PUERTO GONZALO MORENO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,6,6
PUERTO PEREZ,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,9,9
PUERTO QUIJARRO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,8,8
PUERTO RICO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,2,2
PUERTO SILES,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,1,1
PUERTO SUAREZ,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,26,26
PUERTO VILLARROEL,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,106,106
PUNA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,43,43
PUNATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,80,80
QUIABAYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,2,2
QUILLACOLLO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,81,81
QUIME,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,9,9
RAVELO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,28,28
REYES,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,15,15
RIBERALTA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,387,387
ROBORE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,22,22
RURRENABAQUE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,44,44
SABAYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,1,1
SACABA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,166,166
SACABAMBA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,6,6
SACACA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,41,41
SAIPINA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,9,9
SALINAS DE GARCI MENDOZA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,14,14
SAMAIPATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,6,6
SAN ANDRES,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,6,6
SAN ANDRES DE MACHACA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,4,4
SAN ANTONIO DE ESMORUCO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,2,2
SAN ANTONIO DE LOMERIO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,11,11
SAN BENITO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,10,10
SAN BORJA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,66,66
SAN BUENA VENTURA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,20,20
SAN CARLOS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,46,46
SAN IGNACIO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,38,38
SAN IGNACIO DE VELASCO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,122,122
SAN JAVIER(BNI),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,4,4
SAN JAVIER(STC),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,21,21
SAN JOAQUIN,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,7,7
SAN JOSE DE CHIQUITOS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,25,25
SAN JUAN DE YAPACANI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,13,13
SAN JULIAN,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,81,81
SAN LORENZO(PND),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,10,10
SAN LORENZO(TJA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,10,10
SAN LUCAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,87,87
SAN MATIAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,22,22
SAN MIGUEL DE VELASCO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,17,17
SAN PABLO DE LIPEZ,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,3,3
SAN PEDRO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,17,17
SAN PEDRO DE BUENA VISTA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,42,42
SAN PEDRO DE CURAHUARA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,4,4
SAN PEDRO DE QUEMES,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,1,1
SAN PEDRO DE TIQUINA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,3,3
SAN PEDRO(PND),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,4,4
SAN RAFAEL,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,8,8
SAN RAMON,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,25,25
SAN RAMON,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,5,5
SANTA ANA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,29,29
SANTA CRUZ DE LA SIERRA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,877,877
SANTA ROSA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,14,14
SANTA ROSA DEL SARA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,24,24
SANTIAGO DE CALLAPA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,8,8
SANTIAGO DE HUARI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,10,10
SANTIAGO DE MACHACA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,6,6
SANTUARIO DE QUILLACAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,1,1
SAPAHAQUI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,7,7
SENA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,7,7
SICA SICA (VILLA AROMA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,16,16
SICAYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,6,6
SIPE SIPE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,28,28
SOPACHUY,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,17,17
SORACACHI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,13,13
SORATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,21,21
SUCRE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,500,500
TACACHI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,1,1
TACACOMA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,5,5
TACOBAMBA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,11,11
TACOPAYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,10,10
TAPACARI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,50,50
TARABUCO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,42,42
TARACO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,4,4
TARATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,7,7
TARIJA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,346,346
TARVITA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,34,34
TEOPONTE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,11,11
TIAWANACU,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,16,16
TINGUIPAYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,39,39
TIPUANI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,17,17
TIQUIPAYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,122,122
TIRAQUE (CBBA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,66,66
TITO YUPANQUI (PARQUIPUJIO),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,1,1
TOCO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,6,6
TOLATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,5,5
TOLEDO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,11,11
TOMAVE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,19,19
TOMINA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,11,11
TORO TORO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,14,14
TOTORA(CBBA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,13,13
TOTORA(ORR),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,7,7
TRIGAL,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,3,3
TRINIDAD,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,68,68
TUPIZA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,63,63
TURCO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,10,10
UMALA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,9,9
UNCIA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,33,33
URIONDO (A. CONCEPCION),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,11,11
URUBICHA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,11,11
UYUNI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,45,45
VACAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,16,16
VALLEGRANDE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,26,26
VIACHA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,39,39
VILA VILA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,9,9
VILLA MONTES,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,75,75
VILLA NUEVA (LOMA ALTA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,3,3
VILLA RIVERO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,3,3
VILLA SERRANO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,8,8
VILLA TUNARI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,125,125
VILLA VACA GUZMAN (MUYUPAMPA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,5,5
VILLAZON,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,47,47
VINTO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,42,42
VITICHI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,18,18
WALDO BALLIVIAN,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,4,4
WARNES,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,119,119
YACO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,11,11
YACUIBA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,110,110
YAMPARAEZ,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,7,7
YANACACHI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,2,2
YAPACANI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,63,63
YOCALLA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,6,6
YOTALA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,19,19
YUNCHARA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,11,11
ZUDAÑEZ,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-07-01,12,12
ACACIO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,11,11
ACHACACHI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,88,88
ACHOCALLA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,13,13
AIQUILE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,55,55
ALALAY,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,6,6
ALCALA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,8,8
ANCORAIMES,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,35,35
ANDAMARCA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,3,3
ANTEQUERA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,5,5
ANZALDO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,17,17
APOLO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,25,25
ARAMPAMPA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,6,6
ARANI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,20,20
ARBIETO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,14,14
ARQUE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,28,28
ASCENCION DE GUARAYOS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,60,60
ATOCHA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,19,19
AUCAPATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,2,2
AYATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,10,10
AYO AYO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,13,13
AYOPAYA (V. DE INDEPENDENCIA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,49,49
AZURDUY,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,29,29
BATALLAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,19,19
BAURES,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,6,6
BELEN DE ANDAMARCA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,3,3
BELEN DE URMIRI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,3,3
BELLA FLOR,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,5,5
BERMEJO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,63,63
BETANZOS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,39,39
BOLIVAR,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,15,15
BOYUIBE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,4,4
BUENA VISTA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,12,12
CABEZAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,19,19
CAIROMA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,16,16
"CAIZA ""D""",nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,13,13
CAJUATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,10,10
CALACOTO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,4,4
CALAMARCA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,11,11
CAMARGO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,19,19
CAMATAQUI (C. VILLA ABECIA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,6,6
CAMIRI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,41,41
CAPINOTA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,27,27
CAQUIAVIRI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,4,4
CARACOLLO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,43,43
CARANAVI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,117,117
CARAPARI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,13,13
CARIPUYO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,22,22
CARMEN RIVERO TORREZ,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,13,13
CATACORA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,2,2
CHALLAPATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,46,46
CHAQUI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,9,9
CHARAGUA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,64,64
CHARAÑA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,3,3
CHAYANTA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,26,26
CHIMORE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,12,12
CHIPAYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,5,5
CHULUMANI (V. DE LA LIBERTAD),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,5,5
CHUMA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,12,12
CLIZA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,17,17
COBIJA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,104,104
COCHABAMBA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,955,955
COIPASA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,1,1
COLCAPIRHUA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,38,38
"COLCHA ""K""",nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,11,11
COLOMI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,32,32
COLPA BELGICA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,7,7
COLQUECHACA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,67,67
COLQUENCHA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,16,16
COLQUIRI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,37,37
COMANCHE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,3,3
COMARAPA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,41,41
COMBAYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,2,2
COPACABANA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,12,12
CORIPATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,19,19
CORO CORO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,10,10
COROICO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,23,23
CORQUE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,9,9
COTAGAITA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,34,34
COTOCA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,68,68
CUATRO CAÑADAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,27,27
CUCHUMUELA (V. G. VILLARROEL),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,4,4
CUEVO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,3,3
CULPINA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,30,30
CURAHUARA DE CARANGAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,6,6
CURVA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,2,2
DESAGUADERO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,10,10
EL ALTO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,1021,1021
EL CHORO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,6,6
EL PUENTE(STC),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,9,9
EL PUENTE(TJA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,14,14
EL TORNO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,65,65
EL VILLAR,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,3,3
ENTRE RIOS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,31,31
ENTRE RIOS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,34,34
ESCARA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,1,1
EUCALIPTUS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,8,8
EUREKA (SANTOS MERCADO),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,2,2
EXALTACION,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,3,3
FERNANDEZ ALONSO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,19,19
FILADELFIA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,9,9
GENERAL SAAVEDRA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,4,4
GRAL. J.J. PEREZ (CHARAZANI),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,24,24
GUANAY,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,16,16
GUAQUI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,17,17
GUAYARAMERIN,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,119,119
GUTIERREZ,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,29,29
HUACARETA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,17,17
HUACAYA (VILLA DE HUACAYA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,3,3
HUANUNI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,22,22
HUARACAJE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,9,9
HUAYLLAMARCA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,9,9
ICHOCA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,3,3
ICLA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,20,20
INCAHUASI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,61,61
INQUISIVI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,15,15
IRUPANA (VILLA DE LANZA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,21,21
IXIAMAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,14,14
JESUS DE MACHACA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,15,15
LA ASUNTA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,30,30
LA GUARDIA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,56,56
LA PAZ,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,1159,1159
LAGUNILLAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,6,6
LAJA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,14,14
LAS CARRERAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,5,5
LICOMA PAMPA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,3,3
