municipality,group,variable,month,Niños de 2 años a menores de 5 años con dosis comp,TOTAL
QUILLACOLLO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,289,289
QUIME,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,28,28
QUIRUSILLAS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,40,40
RAVELO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,197,197
REYES,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,228,228
RIBERALTA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,478,478
ROBORE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,24,24
RURRENABAQUE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,40,40
SABAYA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,5,5
SACABA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,338,338
SACABAMBA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,27,27
SACACA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,167,167
SAIPINA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,32,32
SALINAS DE GARCI MENDOZA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,27,27
SAMAIPATA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,69,69
SAN AGUSTIN,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,46,46
SAN ANDRES,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,72,72
SAN ANDRES DE MACHACA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,15,15
SAN ANTONIO DE ESMORUCO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,4,4
SAN ANTONIO DE LOMERIO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,29,29
SAN BENITO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,41,41
SAN BORJA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,305,305
SAN BUENA VENTURA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,22,22
SAN CARLOS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,106,106
SAN IGNACIO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,149,149
SAN IGNACIO DE VELASCO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,341,341
SAN JAVIER(BNI),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,29,29
SAN JAVIER(STC),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,148,148
SAN JOAQUIN,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,7,7
SAN JOSE DE CHIQUITOS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,23,23
SAN JUAN DE YAPACANI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,55,55
SAN JULIAN,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,148,148
SAN LORENZO(PND),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,12,12
SAN LORENZO(TJA),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,90,90
SAN LUCAS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,252,252
SAN MATIAS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,20,20
SAN MIGUEL DE VELASCO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,39,39
SAN PABLO DE LIPEZ,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,33,33
SAN PEDRO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,108,108
SAN PEDRO DE BUENA VISTA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,177,177
SAN PEDRO DE CURAHUARA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,22,22
SAN PEDRO(PND),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,17,17
SAN RAFAEL,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,16,16
SAN RAMON,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,25,25
SAN RAMON,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,82,82
SANTA ANA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,110,110
SANTA CRUZ DE LA SIERRA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,915,915
SANTA ROSA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,119,119
SANTA ROSA DEL SARA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,112,112
SANTIAGO DE CALLAPA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,9,9
SANTIAGO DE HUARI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,68,68
SANTIAGO DE MACHACA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,23,23
SANTIVAÑES,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,39,39
SANTUARIO DE QUILLACAS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,18,18
SAPAHAQUI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,31,31
SENA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,57,57
SICA SICA (VILLA AROMA),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,123,123
SICAYA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,4,4
SIPE SIPE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,280,280
SOPACHUY,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,68,68
SORACACHI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,44,44
SORATA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,75,75
SUCRE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,1226,1226
TACACHI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,4,4
TACACOMA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,4,4
TACOBAMBA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,60,60
TACOPAYA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,110,110
TAHUA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,6,6
TAPACARI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,255,255
TARABUCO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,54,54
TARACO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,8,8
TARATA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,24,24
TARIJA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,419,419
TARVITA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,215,215
TEOPONTE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,30,30
TIAWANACU,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,50,50
TINGUIPAYA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,192,192
TIPUANI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,21,21
TIQUIPAYA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,270,270
TIRAQUE (CBBA),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,51,51
TITO YUPANQUI (PARQUIPUJIO),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,1,1
TOCO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,84,84
TODOS SANTOS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,2,2
TOLATA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,24,24
TOLEDO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,33,33
TOMAVE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,104,104
TOMINA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,43,43
TORO TORO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,244,244
TOTORA(CBBA),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,46,46
TOTORA(ORR),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,39,39
TRIGAL,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,14,14
TRINIDAD,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,156,156
TUPIZA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,211,211
TURCO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,22,22
UMALA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,12,12
UNCIA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,155,155
URIONDO (A. CONCEPCION),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,85,85
URUBICHA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,199,199
UYUNI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,45,45
VACAS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,26,26
VALLEGRANDE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,40,40
VIACHA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,360,360
VILA VILA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,17,17
VILLA MONTES,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,99,99
VILLA NUEVA (LOMA ALTA),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,4,4
VILLA RIVERO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,34,34
VILLA SERRANO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,149,149
VILLA TUNARI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,189,189
VILLA VACA GUZMAN (MUYUPAMPA),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,38,38
VILLAZON,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,156,156
VINTO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,107,107
VITICHI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,37,37
WALDO BALLIVIAN,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,17,17
WARNES,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,283,283
YACO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,40,40
YACUIBA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,255,255
YAMPARAEZ,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,22,22
YANACACHI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,5,5
YAPACANI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,110,110
YOCALLA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,41,41
YOTALA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,40,40
YUNCHARA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,30,30
ZUDAÑEZ,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-06-01,15,15
ACACIO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,77,77
ACHACACHI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,169,169
ACHOCALLA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,15,15
AIQUILE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,69,69
ALALAY,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,14,14
ALCALA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,2,2
ANCORAIMES,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,87,87
ANDAMARCA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,7,7
ANTEQUERA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,17,17
ANZALDO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,24,24
APOLO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,71,71
ARAMPAMPA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,25,25
ARANI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,29,29
ARBIETO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,86,86
ARQUE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,32,32
ASCENCION DE GUARAYOS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,9,9
ATOCHA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,33,33
AUCAPATA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,4,4
AYATA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,20,20
AYO AYO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,8,8
AYOPAYA (V. DE INDEPENDENCIA),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,80,80
AZURDUY,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,47,47
BATALLAS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,67,67
BAURES,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,31,31
BELEN DE ANDAMARCA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,3,3
BELEN DE URMIRI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,1,1
BELLA FLOR,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,19,19
BERMEJO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,164,164
BETANZOS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,203,203
BOLIVAR,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,50,50
BOLPEBRA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,6,6
BOYUIBE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,15,15
BUENA VISTA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,104,104
CABEZAS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,57,57
CAIROMA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,20,20
"CAIZA ""D""",nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,29,29
CAJUATA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,49,49
CALACOTO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,34,34
CALAMARCA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,36,36
CAMARGO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,88,88
CAMATAQUI (C. VILLA ABECIA),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,7,7
CAMIRI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,45,45
CAPINOTA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,121,121
CAQUIAVIRI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,15,15
CARACOLLO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,25,25
CARANAVI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,239,239
CARAPARI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,50,50
CARIPUYO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,22,22
CARMEN RIVERO TORREZ,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,2,2
CHALLAPATA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,101,101
CHAQUI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,30,30
CHARAGUA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,50,50
CHARAÑA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,11,11
CHAYANTA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,20,20
CHIMORE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,94,94
CHIPAYA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,7,7
CHOQUE COTA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,3,3
CHULUMANI (V. DE LA LIBERTAD),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,39,39
CHUMA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,22,22
CLIZA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,80,80
COBIJA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,175,175
COCHABAMBA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,572,572
COIPASA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,2,2
COLCAPIRHUA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,102,102
"COLCHA ""K""",nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,14,14
COLLANA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,1,1
COLOMI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,124,124
COLPA BELGICA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,24,24
COLQUECHACA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,152,152
COLQUENCHA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,27,27
COLQUIRI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,39,39
COMANCHE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,3,3
COMARAPA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,75,75
COMBAYA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,16,16
CONCEPCION,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,129,129
COPACABANA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,59,59
CORIPATA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,23,23
CORO CORO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,47,47
COROICO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,44,44
CORQUE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,5,5
COTAGAITA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,92,92
COTOCA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,144,144
CUATRO CAÑADAS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,25,25
CUCHUMUELA (V. G. VILLARROEL),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,12,12
CUEVO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,10,10
CULPINA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,77,77
CURAHUARA DE CARANGAS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,18,18
CURVA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,14,14
DESAGUADERO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,9,9
EL ALTO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,1470,1470
EL CHORO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,8,8
EL PUENTE(STC),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,66,66
EL PUENTE(TJA),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,31,31
EL TORNO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,111,111
EL VILLAR,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,10,10
ENTRE RIOS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,118,118
ENTRE RIOS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,123,123
ESMERALDA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,1,1
EUCALIPTUS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,25,25
EUREKA (SANTOS MERCADO),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,7,7
EXALTACION,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,4,4
FERNANDEZ ALONSO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,143,143
FILADELFIA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,30,30
GENERAL SAAVEDRA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,49,49
GRAL. J.J. PEREZ (CHARAZANI),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,43,43
GUANAY,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,38,38
GUAQUI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,30,30
GUAYARAMERIN,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,162,162
GUTIERREZ,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,49,49
HUACARETA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,53,53
HUACAYA (VILLA DE HUACAYA),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,32,32
HUACHACALLA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,1,1
HUANUNI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,49,49
HUARACAJE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,16,16
HUAYLLAMARCA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,18,18
ICHOCA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,12,12
ICLA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,101,101
INCAHUASI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,160,160
INGAVI (HUMAITA),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,3,3
INQUISIVI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-07-01,87,87
