municipality,group,variable,month,Niños de 1 año a menores de 5 años con 1ra dosis v,TOTAL
VACAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-05-01,57,57
VALLEGRANDE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-05-01,93,93
VIACHA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-05-01,522,522
VILA VILA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-05-01,51,51
VILLA MONTES,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-05-01,139,139
VILLA NUEVA (LOMA ALTA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-05-01,18,18
VILLA RIVERO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-05-01,28,28
VILLA SERRANO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-05-01,128,128
VILLA TUNARI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-05-01,442,442
VILLA VACA GUZMAN (MUYUPAMPA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-05-01,95,95
VILLAZON,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-05-01,292,292
VINTO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-05-01,175,175
VITICHI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-05-01,132,132
WALDO BALLIVIAN,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-05-01,7,7
WARNES,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-05-01,632,632
YACO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-05-01,76,76
YACUIBA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-05-01,614,614
YAMPARAEZ,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-05-01,113,113
YANACACHI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-05-01,17,17
YAPACANI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-05-01,287,287
YOCALLA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-05-01,35,35
YOTALA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-05-01,53,53
YUNCHARA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-05-01,51,51
ZUDAÑEZ,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-05-01,107,107
ACACIO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,35,35
ACHACACHI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,249,249
ACHOCALLA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,51,51
AIQUILE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,114,114
ALALAY,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,43,43
ALCALA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,11,11
ANCORAIMES,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,71,71
ANDAMARCA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,9,9
ANTEQUERA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,19,19
ANZALDO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,21,21
APOLO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,199,199
ARAMPAMPA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,83,83
ARANI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,29,29
ARBIETO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,52,52
ARQUE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,129,129
ASCENCION DE GUARAYOS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,261,261
ATOCHA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,81,81
AUCAPATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,37,37
AYATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,55,55
AYO AYO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,27,27
AYOPAYA (V. DE INDEPENDENCIA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,161,161
AZURDUY,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,56,56
BATALLAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,92,92
BAURES,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,45,45
BELEN DE ANDAMARCA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,3,3
BELEN DE URMIRI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,2,2
BELLA FLOR,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,25,25
BERMEJO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,183,183
BETANZOS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,429,429
BOLIVAR,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,125,125
BOLPEBRA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,11,11
BOYUIBE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,36,36
BUENA VISTA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,160,160
CABEZAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,202,202
CAIROMA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,79,79
"CAIZA ""D""",nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,62,62
CAJUATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,45,45
CALACOTO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,22,22
CALAMARCA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,61,61
CAMARGO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,214,214
CAMATAQUI (C. VILLA ABECIA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,25,25
CAMIRI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,330,330
CAPINOTA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,87,87
CAQUIAVIRI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,30,30
CARACOLLO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,79,79
CARANAVI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,335,335
CARANGAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,3,3
CARAPARI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,52,52
CARIPUYO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,127,127
CARMEN RIVERO TORREZ,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,16,16
CATACORA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,7,7
CHALLAPATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,303,303
CHAQUI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,33,33
CHARAGUA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,468,468
CHARAÑA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,29,29
CHAYANTA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,444,444
CHIMORE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,69,69
CHIPAYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,17,17
CHOQUE COTA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,30,30
CHULUMANI (V. DE LA LIBERTAD),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,47,47
CHUMA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,42,42
CLIZA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,56,56
COBIJA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,168,168
COCHABAMBA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,2803,2803
COLCAPIRHUA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,162,162
"COLCHA ""K""",nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,112,112
COLLANA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,23,23
COLOMI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,140,140
COLPA BELGICA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,150,150
COLQUECHACA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,426,426
COLQUENCHA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,21,21
COLQUIRI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,82,82
COMANCHE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,17,17
COMARAPA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,112,112
COMBAYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,5,5
CONCEPCION,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,245,245
COPACABANA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,85,85
CORIPATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,32,32
CORO CORO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,24,24
COROICO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,74,74
CORQUE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,35,35
COTAGAITA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,170,170
COTOCA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,934,934
CUATRO CAÑADAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,290,290
CUEVO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,29,29
CULPINA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,213,213
CURAHUARA DE CARANGAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,10,10
CURVA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,14,14
DESAGUADERO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,14,14
EL ALTO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,3972,3972
EL CHORO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,33,33
EL PUENTE(STC),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,120,120
EL PUENTE(TJA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,62,62
EL TORNO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,311,311
EL VILLAR,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,39,39
ENTRE RIOS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,77,77
ENTRE RIOS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,145,145
ESMERALDA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,1,1
EUCALIPTUS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,39,39
EUREKA (SANTOS MERCADO),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,5,5
EXALTACION,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,2,2
FERNANDEZ ALONSO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,171,171
FILADELFIA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,18,18
GENERAL SAAVEDRA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,152,152
GRAL. J.J. PEREZ (CHARAZANI),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,55,55
GUANAY,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,24,24
GUAQUI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,40,40
GUAYARAMERIN,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,1500,1500
GUTIERREZ,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,37,37
HUACARETA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,102,102
HUACAYA (VILLA DE HUACAYA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,28,28
HUANUNI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,79,79
HUARACAJE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,22,22
HUAYLLAMARCA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,25,25
ICHOCA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,11,11
ICLA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,9,9
INCAHUASI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,469,469
INGAVI (HUMAITA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,1,1
INQUISIVI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,61,61
IRUPANA (VILLA DE LANZA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,99,99
IXIAMAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,76,76
JESUS DE MACHACA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,94,94
LA ASUNTA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,106,106
LA GUARDIA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,497,497
LA PAZ,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,3043,3043
LAGUNILLAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,34,34
LAJA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,74,74
LAS CARRERAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,97,97
LICOMA PAMPA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,18,18
LLALLAGUA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,1119,1119
LLICA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,24,24
LORETO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,50,50
LURIBAY,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,50,50
MACHACAMARCA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,20,20
MACHARETI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,103,103
MAGDALENA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,108,108
MAIRANA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,167,167
MALLA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,14,14
MAPIRI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,101,101
MECAPACA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,87,87
MINEROS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,186,186
MIZQUE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,220,220
MOCOMOCO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,55,55
MOJINETE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,4,4
MOJOCOYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,58,58
MONTEAGUDO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,155,155
MONTERO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,914,914
MORO MORO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,35,35
MOROCHATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,253,253
NACEBE (SANTA ROSA DEL ABUNA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,16,16
NAZACARA DE PACAJES,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,10,10
NUEVO MANOA (NUEVA ESPERANZA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,17,17
OCURI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,99,99
OKINAWA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,87,87
OMEREQUE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,52,52
ORURO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,1097,1097
PADCAYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,119,119
PADILLA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,40,40
PAILON,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,129,129
PALCA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,112,112
PALOS BLANCOS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,116,116
PAMPA AULLAGAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,13,13
PAMPA GRANDE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,74,74
PAPEL PAMPA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,29,29
PASORAPA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,7,7
PATACAMAYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,96,96
PAZÑA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,51,51
PELECHUCO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,61,61
POCOATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,644,644
POCONA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,95,95
POJO (CBBA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,73,73
POOPO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,26,26
PORCO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,131,131
POROMA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,214,214
PORONGO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,156,156
PORTACHUELO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,174,174
PORVENIR,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,37,37
POSTRER VALLE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,1,1
POTOSI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,1250,1250
PRESTO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,97,97
PUCARA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,11,11
PUCARANI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,129,129
PUERTO ACOSTA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,113,113
PUERTO CARABUCO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,104,104
PUERTO GONZALO MORENO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,54,54
PUERTO PEREZ,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,27,27
PUERTO QUIJARRO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,115,115
PUERTO RICO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,51,51
PUERTO SILES,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,2,2
PUERTO SUAREZ,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,111,111
PUERTO VILLARROEL,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,395,395
PUNA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,387,387
PUNATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,95,95
QUIABAYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,19,19
QUILLACOLLO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,383,383
QUIME,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,45,45
QUIRUSILLAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,13,13
RAVELO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,234,234
REYES,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,135,135
RIBERALTA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,1137,1137
ROBORE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,70,70
RURRENABAQUE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,122,122
SABAYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,11,11
SACABA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,607,607
SACABAMBA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,10,10
SACACA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,211,211
SAIPINA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,52,52
SALINAS DE GARCI MENDOZA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,32,32
SAMAIPATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2008-06-01,136,136
