,group,variable,month,CIRUGIA BUCOMAXILOFACIAL MENOR MENORES DE 5 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR MENORES DE 5 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 5 A 13 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 5 A 13 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 14 A 19 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 14 A 19 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 20 A 59 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 20 A 59 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 60 AÑOS Y MAS,CIRUGIA BUCOMAXILOFACIAL MENOR 60 AÑOS Y MAS,CIRUGIA BUCOMAXILOFACIAL MENOR EMB,CIRUGIA BUCOMAXILOFACIAL MENOR EMB,CIRUGIA BUCOMAXILOFACIAL MENOR POST,CIRUGIA BUCOMAXILOFACIAL MENOR POST,TOTALES
PUERTO GONZALO MORENO,atencion odontologica,cirugia bucomaxilofacial menor,2017-11-01,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6
PUNATA,atencion odontologica,cirugia bucomaxilofacial menor,2017-11-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
REYES,atencion odontologica,cirugia bucomaxilofacial menor,2017-11-01,1,2,0,0,0,3,0,0,0,0,0,0,0,0,6
SACACA,atencion odontologica,cirugia bucomaxilofacial menor,2017-11-01,0,1,1,1,0,0,2,3,0,1,0,0,0,0,9
SAN BUENA VENTURA,atencion odontologica,cirugia bucomaxilofacial menor,2017-11-01,0,0,0,0,0,0,6,9,3,2,0,0,0,0,20
SAN PEDRO DE BUENA VISTA,atencion odontologica,cirugia bucomaxilofacial menor,2017-11-01,0,0,3,0,0,0,0,2,0,0,0,0,0,0,5
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucomaxilofacial menor,2017-11-01,3,0,2,2,1,4,8,7,2,7,0,0,0,0,36
SANTA ROSA DEL SARA,atencion odontologica,cirugia bucomaxilofacial menor,2017-11-01,0,0,0,0,0,0,0,4,1,0,0,0,0,0,5
SIPE SIPE,atencion odontologica,cirugia bucomaxilofacial menor,2017-11-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
SUCRE,atencion odontologica,cirugia bucomaxilofacial menor,2017-11-01,0,0,0,0,0,0,0,10,1,0,0,0,0,0,11
TARIJA,atencion odontologica,cirugia bucomaxilofacial menor,2017-11-01,1,0,0,0,0,2,1,15,0,0,0,0,0,0,19
TINGUIPAYA,atencion odontologica,cirugia bucomaxilofacial menor,2017-11-01,0,0,1,0,2,0,2,8,4,6,0,0,0,0,23
TUPIZA,atencion odontologica,cirugia bucomaxilofacial menor,2017-11-01,0,0,0,0,0,0,0,2,1,0,0,0,0,0,3
VINTO,atencion odontologica,cirugia bucomaxilofacial menor,2017-11-01,2,1,0,0,0,0,0,1,0,0,0,0,0,0,4
BUENA VISTA,atencion odontologica,cirugia bucomaxilofacial menor,2017-12-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CAMIRI,atencion odontologica,cirugia bucomaxilofacial menor,2017-12-01,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3
CHALLAPATA,atencion odontologica,cirugia bucomaxilofacial menor,2017-12-01,7,1,12,6,1,6,4,11,7,2,0,0,0,0,57
COBIJA,atencion odontologica,cirugia bucomaxilofacial menor,2017-12-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
COTAGAITA,atencion odontologica,cirugia bucomaxilofacial menor,2017-12-01,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
EL ALTO,atencion odontologica,cirugia bucomaxilofacial menor,2017-12-01,0,0,2,0,2,0,0,0,0,0,0,0,0,0,4
EL PUENTE(STC),atencion odontologica,cirugia bucomaxilofacial menor,2017-12-01,0,1,0,0,1,0,2,5,0,0,0,0,0,0,9
ENTRE RIOS TRJ,atencion odontologica,cirugia bucomaxilofacial menor,2017-12-01,0,0,3,3,0,0,10,8,0,0,0,0,0,0,24
FERNANDEZ ALONSO,atencion odontologica,cirugia bucomaxilofacial menor,2017-12-01,0,0,2,0,0,1,1,0,0,0,0,0,0,0,4
LA PAZ,atencion odontologica,cirugia bucomaxilofacial menor,2017-12-01,0,1,12,11,0,1,4,12,4,2,0,0,0,0,47
ORURO,atencion odontologica,cirugia bucomaxilofacial menor,2017-12-01,0,0,0,1,2,3,3,10,3,1,0,0,0,0,23
PALCA,atencion odontologica,cirugia bucomaxilofacial menor,2017-12-01,0,0,0,0,0,0,0,14,0,0,0,0,0,0,14
PAMPA GRANDE,atencion odontologica,cirugia bucomaxilofacial menor,2017-12-01,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
PORONGO,atencion odontologica,cirugia bucomaxilofacial menor,2017-12-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
POTOSI,atencion odontologica,cirugia bucomaxilofacial menor,2017-12-01,5,7,2,2,0,2,8,8,0,1,0,0,0,0,35
PUERTO SUAREZ,atencion odontologica,cirugia bucomaxilofacial menor,2017-12-01,0,0,0,0,0,0,0,3,2,4,0,0,0,0,9
PUNATA,atencion odontologica,cirugia bucomaxilofacial menor,2017-12-01,0,0,2,1,0,0,1,1,0,0,0,0,0,0,5
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucomaxilofacial menor,2017-12-01,0,0,1,2,1,1,1,2,0,1,0,0,0,0,9
SIPE SIPE,atencion odontologica,cirugia bucomaxilofacial menor,2017-12-01,0,0,0,0,0,0,0,3,0,1,0,0,0,0,4
SUCRE,atencion odontologica,cirugia bucomaxilofacial menor,2017-12-01,0,0,1,3,0,0,12,5,8,14,0,0,0,0,43
TARABUCO,atencion odontologica,cirugia bucomaxilofacial menor,2017-12-01,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
TARIJA,atencion odontologica,cirugia bucomaxilofacial menor,2017-12-01,0,0,0,0,0,0,4,1,1,1,0,0,0,0,7
TINGUIPAYA,atencion odontologica,cirugia bucomaxilofacial menor,2017-12-01,0,0,0,0,0,2,2,0,2,9,0,0,0,0,15
WARNES,atencion odontologica,cirugia bucomaxilofacial menor,2017-12-01,2,0,0,0,0,0,1,0,0,2,0,0,0,0,5
YAPACANI,atencion odontologica,cirugia bucomaxilofacial menor,2017-12-01,6,5,2,2,3,7,3,7,1,0,0,0,0,0,36
