,group,variable,month,RESTAURACIONES MENORES DE 5 AÑOS,RESTAURACIONES MENORES DE 5 AÑOS,RESTAURACIONES 5 A 13 AÑOS,RESTAURACIONES 5 A 13 AÑOS,RESTAURACIONES 14 A 19 AÑOS,RESTAURACIONES 14 A 19 AÑOS,RESTAURACIONES 20 A 59 AÑOS,RESTAURACIONES 20 A 59 AÑOS,RESTAURACIONES 60 AÑOS Y MAS,RESTAURACIONES 60 AÑOS Y MAS,RESTAURACIONES EMB,RESTAURACIONES EMB,RESTAURACIONES POST,RESTAURACIONES POST,TOTALES
PADCAYA,atencion odontologica,restauraciones,2017-06-01,2,3,21,42,10,32,42,61,1,0,0,0,0,0,214
PADILLA,atencion odontologica,restauraciones,2017-06-01,24,20,24,21,14,24,32,56,5,3,0,0,0,0,223
PAILON,atencion odontologica,restauraciones,2017-06-01,18,18,2,13,7,9,9,66,8,5,0,0,0,0,155
PALCA,atencion odontologica,restauraciones,2017-06-01,27,31,2,5,0,8,4,24,3,4,0,0,0,0,108
PALOS BLANCOS,atencion odontologica,restauraciones,2017-06-01,48,46,5,9,6,11,14,54,6,5,0,0,0,0,204
PAMPA AULLAGAS,atencion odontologica,restauraciones,2017-06-01,5,2,0,0,0,0,0,13,1,0,0,0,0,0,21
PAMPA GRANDE,atencion odontologica,restauraciones,2017-06-01,13,11,0,6,0,10,0,14,1,0,0,0,0,0,55
PAPEL PAMPA,atencion odontologica,restauraciones,2017-06-01,2,6,1,4,0,7,2,5,2,1,0,0,0,0,30
PASORAPA,atencion odontologica,restauraciones,2017-06-01,3,0,0,1,0,8,9,19,2,3,0,0,0,0,45
PATACAMAYA,atencion odontologica,restauraciones,2017-06-01,24,26,2,3,0,1,1,13,0,0,0,0,0,0,70
PAZÑA,atencion odontologica,restauraciones,2017-06-01,5,18,12,18,0,0,13,40,9,7,0,0,0,0,122
PELECHUCO,atencion odontologica,restauraciones,2017-06-01,7,8,2,0,0,1,2,5,1,0,0,0,0,0,26
POCOATA,atencion odontologica,restauraciones,2017-06-01,19,23,0,0,3,8,2,48,24,20,0,0,0,0,147
POCONA,atencion odontologica,restauraciones,2017-06-01,15,35,50,47,0,14,6,34,10,1,0,0,0,0,212
POJO (CBBA),atencion odontologica,restauraciones,2017-06-01,37,27,26,34,8,3,15,47,0,1,0,0,0,0,198
POOPO,atencion odontologica,restauraciones,2017-06-01,26,23,34,38,20,47,3,111,24,14,0,0,0,0,340
PORCO,atencion odontologica,restauraciones,2017-06-01,3,0,1,4,0,2,3,4,0,0,0,0,0,0,17
POROMA,atencion odontologica,restauraciones,2017-06-01,18,13,15,10,6,12,9,33,2,4,0,0,0,0,122
PORONGO,atencion odontologica,restauraciones,2017-06-01,11,3,0,4,0,6,1,12,5,2,0,0,0,0,44
PORTACHUELO,atencion odontologica,restauraciones,2017-06-01,13,7,4,3,2,21,3,32,1,9,0,0,0,0,95
PORVENIR,atencion odontologica,restauraciones,2017-06-01,7,8,7,5,3,10,2,39,2,2,0,0,0,0,85
POSTRER VALLE,atencion odontologica,restauraciones,2017-06-01,8,3,0,3,0,2,4,15,0,0,0,0,0,0,35
POTOSI,atencion odontologica,restauraciones,2017-06-01,206,209,153,160,181,231,240,601,109,97,0,0,0,0,2187
PRESTO,atencion odontologica,restauraciones,2017-06-01,0,0,15,18,11,17,14,41,3,1,0,0,0,0,120
PUCARA,atencion odontologica,restauraciones,2017-06-01,0,0,0,0,0,2,1,9,0,0,0,0,0,0,12
PUCARANI,atencion odontologica,restauraciones,2017-06-01,36,31,9,10,5,9,10,58,12,0,0,0,0,0,180
PUERTO ACOSTA,atencion odontologica,restauraciones,2017-06-01,7,2,1,2,0,6,2,6,2,4,0,0,0,0,32
PUERTO CARABUCO,atencion odontologica,restauraciones,2017-06-01,2,4,5,8,9,6,10,13,0,1,0,0,0,0,58
PUERTO GONZALO MORENO,atencion odontologica,restauraciones,2017-06-01,27,30,56,39,1,11,7,20,0,2,0,0,0,0,193
PUERTO PEREZ,atencion odontologica,restauraciones,2017-06-01,1,6,8,13,1,10,1,2,1,0,0,0,0,0,43
PUERTO QUIJARRO,atencion odontologica,restauraciones,2017-06-01,1,2,11,7,3,0,0,0,0,0,0,0,0,0,24
PUERTO RICO,atencion odontologica,restauraciones,2017-06-01,0,3,1,0,5,1,13,8,1,0,0,0,0,0,32
PUERTO SUAREZ,atencion odontologica,restauraciones,2017-06-01,3,5,0,0,0,1,0,7,0,11,0,0,0,0,27
PUERTO VILLARROEL,atencion odontologica,restauraciones,2017-06-01,96,108,11,17,11,76,49,208,20,21,0,0,0,0,617
PUNA,atencion odontologica,restauraciones,2017-06-01,16,8,3,5,6,11,14,28,11,4,0,0,0,0,106
PUNATA,atencion odontologica,restauraciones,2017-06-01,56,43,29,46,26,43,11,80,9,20,0,0,0,0,363
QUIABAYA,atencion odontologica,restauraciones,2017-06-01,2,9,4,0,1,3,2,8,0,0,0,0,0,0,29
QUILLACOLLO,atencion odontologica,restauraciones,2017-06-01,238,217,102,110,19,111,134,517,116,51,0,0,0,0,1615
QUIME,atencion odontologica,restauraciones,2017-06-01,56,43,2,3,1,4,37,37,6,11,0,0,0,0,200
QUIRUSILLAS,atencion odontologica,restauraciones,2017-06-01,4,15,42,41,0,9,1,4,0,0,0,0,0,0,116
RAVELO,atencion odontologica,restauraciones,2017-06-01,15,24,0,1,0,6,12,22,5,10,0,0,0,0,95
REYES,atencion odontologica,restauraciones,2017-06-01,0,4,9,16,0,2,20,20,1,2,0,0,0,0,74
RIBERALTA,atencion odontologica,restauraciones,2017-06-01,15,16,30,30,25,57,14,126,10,4,0,0,0,0,327
ROBORE,atencion odontologica,restauraciones,2017-06-01,4,1,20,7,0,2,20,32,15,3,0,0,0,0,104
RURRENABAQUE,atencion odontologica,restauraciones,2017-06-01,17,33,31,40,23,26,21,35,10,9,0,0,0,0,245
SABAYA,atencion odontologica,restauraciones,2017-06-01,5,5,22,19,2,2,2,10,13,7,0,0,0,0,87
SACABA,atencion odontologica,restauraciones,2017-06-01,336,301,494,564,109,301,72,387,66,52,0,0,0,0,2682
SACABAMBA,atencion odontologica,restauraciones,2017-06-01,1,2,7,9,0,10,0,4,7,11,0,0,0,0,51
SACACA,atencion odontologica,restauraciones,2017-06-01,4,4,1,3,1,13,6,29,0,1,0,0,0,0,62
SAIPINA,atencion odontologica,restauraciones,2017-06-01,6,10,5,3,2,12,10,29,10,3,0,0,0,0,90
SALINAS DE GARCI MENDOZA,atencion odontologica,restauraciones,2017-06-01,21,17,52,37,11,21,44,41,23,13,0,0,0,0,280
SAMAIPATA,atencion odontologica,restauraciones,2017-06-01,6,21,7,9,2,9,9,21,0,2,0,0,0,0,86
SAN AGUSTIN,atencion odontologica,restauraciones,2017-06-01,0,0,1,1,0,0,0,1,0,0,0,0,0,0,3
SAN ANDRES,atencion odontologica,restauraciones,2017-06-01,5,14,1,5,2,7,15,37,3,3,0,0,0,0,92
SAN ANDRES DE MACHACA,atencion odontologica,restauraciones,2017-06-01,9,5,0,2,0,5,5,10,25,10,0,0,0,0,71
SAN ANTONIO DE ESMORUCO,atencion odontologica,restauraciones,2017-06-01,0,2,0,0,0,0,0,1,0,0,0,0,0,0,3
SAN ANTONIO DE LOMERIO,atencion odontologica,restauraciones,2017-06-01,0,0,0,1,0,0,1,8,2,0,0,0,0,0,12
SAN BENITO,atencion odontologica,restauraciones,2017-06-01,31,30,1,6,2,0,0,10,5,4,0,0,0,0,89
SAN BORJA,atencion odontologica,restauraciones,2017-06-01,45,52,18,18,6,39,37,63,8,11,0,0,0,0,297
SAN BUENA VENTURA,atencion odontologica,restauraciones,2017-06-01,17,17,1,6,1,5,6,16,0,1,0,0,0,0,70
SAN CARLOS,atencion odontologica,restauraciones,2017-06-01,27,27,30,31,20,24,25,43,11,12,0,0,0,0,250
SAN IGNACIO,atencion odontologica,restauraciones,2017-06-01,20,30,170,162,46,52,74,135,3,3,0,0,0,0,695
SAN IGNACIO DE VELASCO,atencion odontologica,restauraciones,2017-06-01,4,15,17,23,9,15,18,112,8,4,0,0,0,0,225
SAN JAVIER(BNI),atencion odontologica,restauraciones,2017-06-01,0,0,2,2,1,3,6,4,0,0,0,0,0,0,18
SAN JAVIER(STC),atencion odontologica,restauraciones,2017-06-01,18,4,4,3,4,3,6,15,5,6,0,0,0,0,68
SAN JOAQUIN,atencion odontologica,restauraciones,2017-06-01,3,0,0,0,0,0,2,11,2,4,0,0,0,0,22
SAN JOSE DE CHIQUITOS,atencion odontologica,restauraciones,2017-06-01,4,5,41,35,15,15,11,34,4,0,0,0,0,0,164
SAN JUAN DE YAPACANI,atencion odontologica,restauraciones,2017-06-01,30,29,1,1,4,2,0,22,5,1,0,0,0,0,95
SAN JULIAN,atencion odontologica,restauraciones,2017-06-01,51,57,0,0,0,9,24,58,31,8,0,0,0,0,238
SAN LORENZO(PND),atencion odontologica,restauraciones,2017-06-01,9,11,0,0,0,0,2,10,0,0,0,0,0,0,32
SAN LORENZO(TJA),atencion odontologica,restauraciones,2017-06-01,6,28,51,71,29,82,56,190,8,5,0,0,0,0,526
SAN LUCAS,atencion odontologica,restauraciones,2017-06-01,26,38,14,7,2,22,9,50,3,0,0,0,0,0,171
SAN MATIAS,atencion odontologica,restauraciones,2017-06-01,4,8,0,2,2,3,1,5,0,0,0,0,0,0,25
SAN MIGUEL DE VELASCO,atencion odontologica,restauraciones,2017-06-01,1,2,2,3,1,8,3,18,2,2,0,0,0,0,42
SAN PABLO DE LIPEZ,atencion odontologica,restauraciones,2017-06-01,1,2,2,0,0,0,0,2,0,0,0,0,0,0,7
SAN PEDRO,atencion odontologica,restauraciones,2017-06-01,22,11,31,42,13,36,19,45,9,9,0,0,0,0,237
SAN PEDRO DE BUENA VISTA,atencion odontologica,restauraciones,2017-06-01,9,18,18,8,42,21,2,32,5,6,0,0,0,0,161
SAN PEDRO DE CURAHUARA,atencion odontologica,restauraciones,2017-06-01,1,0,0,1,2,0,4,11,0,3,0,0,0,0,22
SAN PEDRO DE QUEMES,atencion odontologica,restauraciones,2017-06-01,3,0,1,0,0,0,0,9,1,0,0,0,0,0,14
SAN PEDRO DE TIQUINA,atencion odontologica,restauraciones,2017-06-01,5,1,6,10,2,3,3,0,0,0,0,0,0,0,30
SAN PEDRO(PND),atencion odontologica,restauraciones,2017-06-01,0,3,2,2,1,3,12,10,0,0,0,0,0,0,33
SAN RAFAEL,atencion odontologica,restauraciones,2017-06-01,3,7,1,0,0,4,2,17,0,0,0,0,0,0,34
SAN RAMON BENI,atencion odontologica,restauraciones,2017-06-01,1,3,0,0,0,1,0,5,0,0,0,0,0,0,10
SAN RAMON SCZ,atencion odontologica,restauraciones,2017-06-01,5,6,2,2,3,3,6,6,2,2,0,0,0,0,37
SANTA ANA,atencion odontologica,restauraciones,2017-06-01,3,4,21,41,17,21,43,60,6,3,0,0,0,0,219
SANTA CRUZ DE LA SIERRA,atencion odontologica,restauraciones,2017-06-01,892,1116,700,782,328,951,1551,4513,582,368,0,0,0,0,11783
SANTA ROSA,atencion odontologica,restauraciones,2017-06-01,1,5,4,6,1,1,1,0,0,0,0,0,0,0,19
SANTA ROSA DEL SARA,atencion odontologica,restauraciones,2017-06-01,40,43,7,2,1,10,8,62,9,14,0,0,0,0,196
SANTIAGO DE CALLAPA,atencion odontologica,restauraciones,2017-06-01,8,0,0,0,0,3,0,0,0,10,0,0,0,0,21
SANTIAGO DE HUARI,atencion odontologica,restauraciones,2017-06-01,43,31,69,96,12,50,55,72,34,23,0,0,0,0,485
SANTIAGO DE HUATA,atencion odontologica,restauraciones,2017-06-01,17,11,1,1,2,2,6,12,4,3,0,0,0,0,59
SANTIAGO DE MACHACA,atencion odontologica,restauraciones,2017-06-01,0,5,0,5,2,11,13,21,0,1,0,0,0,0,58
SANTIVAÑES,atencion odontologica,restauraciones,2017-06-01,9,6,6,10,0,24,5,35,8,14,0,0,0,0,117
SANTUARIO DE QUILLACAS,atencion odontologica,restauraciones,2017-06-01,3,14,3,3,0,0,0,7,4,10,0,0,0,0,44
SAPAHAQUI,atencion odontologica,restauraciones,2017-06-01,6,9,3,6,1,2,5,10,0,0,0,0,0,0,42
SENA,atencion odontologica,restauraciones,2017-06-01,2,2,0,2,0,4,2,19,0,0,0,0,0,0,31
SHINAOTA,atencion odontologica,restauraciones,2017-06-01,54,46,9,17,4,15,8,41,7,4,0,0,0,0,205
SICA SICA (VILLA AROMA),atencion odontologica,restauraciones,2017-06-01,18,20,1,0,0,8,3,21,8,5,0,0,0,0,84
SICAYA,atencion odontologica,restauraciones,2017-06-01,1,1,3,0,0,0,2,5,1,1,0,0,0,0,14
SIPE SIPE,atencion odontologica,restauraciones,2017-06-01,181,190,20,41,7,23,25,186,14,32,0,0,0,0,719
SOPACHUY,atencion odontologica,restauraciones,2017-06-01,4,4,3,4,6,7,7,31,0,0,0,0,0,0,66
SORACACHI,atencion odontologica,restauraciones,2017-06-01,18,10,29,17,12,9,5,31,21,8,0,0,0,0,160
SORATA,atencion odontologica,restauraciones,2017-06-01,34,28,4,3,0,14,3,36,6,0,0,0,0,0,128
SUCRE,atencion odontologica,restauraciones,2017-06-01,718,560,663,670,150,460,798,1934,186,118,0,0,0,0,6257
TACACHI,atencion odontologica,restauraciones,2017-06-01,1,0,4,3,0,1,0,0,0,0,0,0,0,0,9
TACACOMA,atencion odontologica,restauraciones,2017-06-01,1,0,0,1,0,2,11,10,0,0,0,0,0,0,25
TACOBAMBA,atencion odontologica,restauraciones,2017-06-01,3,12,0,1,0,2,2,13,0,0,0,0,0,0,33
TACOPAYA,atencion odontologica,restauraciones,2017-06-01,8,14,1,0,2,11,7,48,24,34,0,0,0,0,149
TAHUA,atencion odontologica,restauraciones,2017-06-01,1,0,0,0,0,0,0,2,0,4,0,0,0,0,7
TAPACARI,atencion odontologica,restauraciones,2017-06-01,31,18,3,4,4,36,9,122,7,11,0,0,0,0,245
TARABUCO,atencion odontologica,restauraciones,2017-06-01,9,29,1,5,1,6,1,22,5,0,0,0,0,0,79
TARACO,atencion odontologica,restauraciones,2017-06-01,3,16,1,8,0,3,0,19,22,20,0,0,0,0,92
TARATA,atencion odontologica,restauraciones,2017-06-01,14,20,2,15,1,8,8,27,7,13,0,0,0,0,115
TARIJA,atencion odontologica,restauraciones,2017-06-01,99,117,309,334,207,319,512,1201,153,92,0,0,0,0,3343
TARVITA,atencion odontologica,restauraciones,2017-06-01,15,3,1,2,1,4,8,25,1,1,0,0,0,0,61
TEOPONTE,atencion odontologica,restauraciones,2017-06-01,10,12,4,0,5,4,11,30,3,0,0,0,0,0,79
TIAWANACU,atencion odontologica,restauraciones,2017-06-01,8,11,13,0,0,6,1,17,3,4,0,0,0,0,63
TINGUIPAYA,atencion odontologica,restauraciones,2017-06-01,2,4,0,0,0,0,1,30,5,6,0,0,0,0,48
TIPUANI,atencion odontologica,restauraciones,2017-06-01,1,1,0,0,0,5,0,7,0,0,0,0,0,0,14
TIQUIPAYA,atencion odontologica,restauraciones,2017-06-01,427,564,53,72,5,84,17,250,37,71,0,0,0,0,1580
TIRAQUE (CBBA),atencion odontologica,restauraciones,2017-06-01,4,16,4,3,9,0,3,13,1,0,0,0,0,0,53
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,restauraciones,2017-06-01,0,0,1,0,0,0,1,1,0,0,0,0,0,0,3
TOCO,atencion odontologica,restauraciones,2017-06-01,19,29,8,1,8,9,6,40,2,3,0,0,0,0,125
TODOS SANTOS,atencion odontologica,restauraciones,2017-06-01,1,0,2,0,0,0,0,0,0,1,0,0,0,0,4
TOLATA,atencion odontologica,restauraciones,2017-06-01,25,15,1,4,1,10,5,47,2,4,0,0,0,0,114
TOLEDO,atencion odontologica,restauraciones,2017-06-01,2,7,1,2,2,1,3,12,4,0,0,0,0,0,34
TOMAVE,atencion odontologica,restauraciones,2017-06-01,7,8,0,0,2,2,8,12,0,0,0,0,0,0,39
TOMINA,atencion odontologica,restauraciones,2017-06-01,15,17,0,10,6,12,20,34,0,0,0,0,0,0,114
TORO TORO,atencion odontologica,restauraciones,2017-06-01,4,8,4,2,1,14,14,29,6,12,0,0,0,0,94
TOTORA(CBBA),atencion odontologica,restauraciones,2017-06-01,13,37,68,60,3,19,6,36,5,0,0,0,0,0,247
TOTORA(ORR),atencion odontologica,restauraciones,2017-06-01,20,13,3,6,0,2,9,33,7,13,0,0,0,0,106
TRIGAL,atencion odontologica,restauraciones,2017-06-01,0,4,1,0,0,0,1,5,12,20,0,0,0,0,43
TRINIDAD,atencion odontologica,restauraciones,2017-06-01,48,41,105,170,92,77,243,413,62,54,0,0,0,0,1305
TUPIZA,atencion odontologica,restauraciones,2017-06-01,15,29,66,91,74,86,99,155,47,49,0,0,0,0,711
TURCO,atencion odontologica,restauraciones,2017-06-01,2,7,5,5,3,2,6,18,16,12,0,0,0,0,76
UMALA,atencion odontologica,restauraciones,2017-06-01,16,6,0,0,0,0,0,2,1,0,0,0,0,0,25
UNCIA,atencion odontologica,restauraciones,2017-06-01,40,43,10,29,13,8,14,63,16,3,0,0,0,0,239
URIONDO (A. CONCEPCION),atencion odontologica,restauraciones,2017-06-01,14,3,23,40,43,43,78,171,7,5,0,0,0,0,427
URUBICHA,atencion odontologica,restauraciones,2017-06-01,0,0,0,0,1,9,0,10,1,1,0,0,0,0,22
UYUNI,atencion odontologica,restauraciones,2017-06-01,28,31,17,15,16,11,16,61,32,20,0,0,0,0,247
VACAS,atencion odontologica,restauraciones,2017-06-01,27,7,6,4,3,16,14,17,0,5,0,0,0,0,99
VALLEGRANDE,atencion odontologica,restauraciones,2017-06-01,23,17,7,12,10,21,18,43,7,3,0,0,0,0,161
VIACHA,atencion odontologica,restauraciones,2017-06-01,149,180,29,43,16,36,42,205,8,7,0,0,0,0,715
VILA VILA,atencion odontologica,restauraciones,2017-06-01,13,7,0,0,0,9,0,3,0,0,0,0,0,0,32
VILLA CHARCAS,atencion odontologica,restauraciones,2017-06-01,7,5,8,12,2,5,10,61,4,0,0,0,0,0,114
VILLA MONTES,atencion odontologica,restauraciones,2017-06-01,20,26,45,55,61,89,104,228,29,2,0,0,0,0,659
VILLA NUEVA (LOMA ALTA),atencion odontologica,restauraciones,2017-06-01,6,5,20,30,2,3,0,5,0,0,0,0,0,0,71
VILLA RIVERO,atencion odontologica,restauraciones,2017-06-01,10,27,2,0,0,5,2,35,15,1,0,0,0,0,97
VILLA SERRANO,atencion odontologica,restauraciones,2017-06-01,22,26,18,1,2,7,53,76,2,0,0,0,0,0,207
VILLA TUNARI,atencion odontologica,restauraciones,2017-06-01,156,88,36,46,8,94,40,269,42,13,0,0,0,0,792
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,restauraciones,2017-06-01,56,38,13,14,8,32,45,76,1,4,0,0,0,0,287
VILLAZON,atencion odontologica,restauraciones,2017-06-01,48,19,32,14,13,27,24,113,8,4,0,0,0,0,302
VINTO,atencion odontologica,restauraciones,2017-06-01,150,136,9,16,1,23,4,144,19,12,0,0,0,0,514
VITICHI,atencion odontologica,restauraciones,2017-06-01,4,5,4,5,0,2,20,20,2,12,0,0,0,0,74
WALDO BALLIVIAN,atencion odontologica,restauraciones,2017-06-01,0,2,0,3,2,13,0,1,0,0,0,0,0,0,21
WARNES,atencion odontologica,restauraciones,2017-06-01,73,60,3,5,5,25,20,58,1,3,0,0,0,0,253
YACO,atencion odontologica,restauraciones,2017-06-01,4,4,0,0,0,7,0,4,2,0,0,0,0,0,21
YACUIBA,atencion odontologica,restauraciones,2017-06-01,30,38,75,89,43,135,206,375,26,16,0,0,0,0,1033
YAMPARAEZ,atencion odontologica,restauraciones,2017-06-01,7,19,0,0,1,7,3,13,0,0,0,0,0,0,50
YANACACHI,atencion odontologica,restauraciones,2017-06-01,5,14,7,7,0,1,8,19,0,0,0,0,0,0,61
YAPACANI,atencion odontologica,restauraciones,2017-06-01,112,97,17,18,1,64,27,200,19,21,0,0,0,0,576
YOCALLA,atencion odontologica,restauraciones,2017-06-01,2,8,4,2,3,6,6,19,4,4,0,0,0,0,58
YOTALA,atencion odontologica,restauraciones,2017-06-01,10,24,15,7,4,7,10,37,0,0,0,0,0,0,114
YUNCHARA,atencion odontologica,restauraciones,2017-06-01,2,7,21,21,2,10,16,44,6,1,0,0,0,0,130
YUNGUYO DE LITORAL,atencion odontologica,restauraciones,2017-06-01,4,0,0,4,0,0,0,0,0,2,0,0,0,0,10
ZUDAÑEZ,atencion odontologica,restauraciones,2017-06-01,1,11,17,19,6,17,11,18,2,0,0,0,0,0,102
ACACIO,atencion odontologica,restauraciones,2017-07-01,0,0,3,2,0,1,2,10,0,0,0,0,0,0,18
ACHACACHI,atencion odontologica,restauraciones,2017-07-01,89,85,14,16,7,42,19,78,32,20,0,0,0,0,402
ACHOCALLA,atencion odontologica,restauraciones,2017-07-01,22,31,14,7,5,3,4,18,0,0,0,0,0,0,104
AIQUILE,atencion odontologica,restauraciones,2017-07-01,44,68,21,27,4,19,28,61,22,10,0,0,0,0,304
ALCALA,atencion odontologica,restauraciones,2017-07-01,2,4,4,1,4,30,6,19,0,1,0,0,0,0,71
ALTO BENI,atencion odontologica,restauraciones,2017-07-01,16,9,0,3,0,6,4,11,2,1,0,0,0,0,52
ANCORAIMES,atencion odontologica,restauraciones,2017-07-01,14,12,2,0,2,2,4,10,15,16,0,0,0,0,77
ANDAMARCA,atencion odontologica,restauraciones,2017-07-01,5,17,10,27,2,7,21,54,10,7,0,0,0,0,160
ANTEQUERA,atencion odontologica,restauraciones,2017-07-01,10,19,22,35,9,0,3,21,18,8,0,0,0,0,145
ANZALDO,atencion odontologica,restauraciones,2017-07-01,19,27,4,2,1,4,5,19,2,2,0,0,0,0,85
APOLO,atencion odontologica,restauraciones,2017-07-01,11,11,2,9,1,4,2,4,1,0,0,0,0,0,45
ARAMPAMPA,atencion odontologica,restauraciones,2017-07-01,2,5,0,1,1,1,1,22,8,0,0,0,0,0,41
ARANI,atencion odontologica,restauraciones,2017-07-01,17,17,7,16,4,14,1,22,0,1,0,0,0,0,99
ARBIETO,atencion odontologica,restauraciones,2017-07-01,49,80,13,20,3,23,20,93,29,25,0,0,0,0,355
ARQUE,atencion odontologica,restauraciones,2017-07-01,7,6,5,2,8,13,10,34,5,9,0,0,0,0,99
ASCENCION DE GUARAYOS,atencion odontologica,restauraciones,2017-07-01,20,20,10,6,2,29,3,83,1,0,0,0,0,0,174
ATOCHA,atencion odontologica,restauraciones,2017-07-01,12,30,46,51,18,56,87,82,9,3,0,0,0,0,394
AUCAPATA,atencion odontologica,restauraciones,2017-07-01,2,1,3,1,0,1,3,5,2,0,0,0,0,0,18
AYATA,atencion odontologica,restauraciones,2017-07-01,5,4,0,0,0,8,3,13,11,0,0,0,0,0,44
AYO AYO,atencion odontologica,restauraciones,2017-07-01,4,7,0,2,0,1,4,7,6,2,0,0,0,0,33
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,restauraciones,2017-07-01,18,8,17,25,3,5,26,32,5,0,0,0,0,0,139
AZURDUY,atencion odontologica,restauraciones,2017-07-01,15,16,3,0,0,3,0,37,0,0,0,0,0,0,74
BATALLAS,atencion odontologica,restauraciones,2017-07-01,7,23,9,1,0,4,3,18,2,0,0,0,0,0,67
BAURES,atencion odontologica,restauraciones,2017-07-01,1,3,6,5,7,2,9,10,0,0,0,0,0,0,43
BELEN DE ANDAMARCA,atencion odontologica,restauraciones,2017-07-01,8,3,0,0,0,1,0,11,0,0,0,0,0,0,23
BELEN DE URMIRI,atencion odontologica,restauraciones,2017-07-01,0,0,0,0,0,6,2,10,0,0,0,0,0,0,18
BELLA FLOR,atencion odontologica,restauraciones,2017-07-01,0,1,0,1,1,1,1,5,0,0,0,0,0,0,10
BERMEJO,atencion odontologica,restauraciones,2017-07-01,13,12,53,90,39,78,157,202,55,16,0,0,0,0,715
BETANZOS,atencion odontologica,restauraciones,2017-07-01,67,52,7,8,6,22,18,61,5,1,0,0,0,0,247
BOLIVAR,atencion odontologica,restauraciones,2017-07-01,1,4,1,5,6,0,2,13,0,2,0,0,0,0,34
BOLPEBRA,atencion odontologica,restauraciones,2017-07-01,6,5,4,9,0,0,0,0,0,0,0,0,0,0,24
BOYUIBE,atencion odontologica,restauraciones,2017-07-01,0,1,1,4,2,4,0,7,1,0,0,0,0,0,20
BUENA VISTA,atencion odontologica,restauraciones,2017-07-01,13,27,6,0,3,6,6,27,1,9,0,0,0,0,98
CABEZAS,atencion odontologica,restauraciones,2017-07-01,9,25,5,7,3,11,4,24,1,3,0,0,0,0,92
CAIROMA,atencion odontologica,restauraciones,2017-07-01,18,5,36,27,0,18,15,24,3,0,0,0,0,0,146
"CAIZA ""D""",atencion odontologica,restauraciones,2017-07-01,7,6,8,2,9,3,3,13,3,0,0,0,0,0,54
CAJUATA,atencion odontologica,restauraciones,2017-07-01,16,4,2,6,0,4,3,12,0,0,0,0,0,0,47
CALACOTO,atencion odontologica,restauraciones,2017-07-01,0,3,0,0,0,1,1,4,2,0,0,0,0,0,11
CALAMARCA,atencion odontologica,restauraciones,2017-07-01,34,30,2,11,8,14,8,37,0,4,0,0,0,0,148
CAMARGO,atencion odontologica,restauraciones,2017-07-01,43,26,13,45,2,8,17,91,8,5,0,0,0,0,258
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,restauraciones,2017-07-01,3,0,2,10,4,4,15,20,0,0,0,0,0,0,58
CAMIRI,atencion odontologica,restauraciones,2017-07-01,33,51,10,22,5,35,30,159,7,7,0,0,0,0,359
CAPINOTA,atencion odontologica,restauraciones,2017-07-01,66,52,55,89,47,30,41,66,20,16,0,0,0,0,482
CAQUIAVIRI,atencion odontologica,restauraciones,2017-07-01,4,4,6,2,21,18,1,13,1,6,0,0,0,0,76
CARACOLLO,atencion odontologica,restauraciones,2017-07-01,32,23,17,32,24,43,13,77,14,34,0,0,0,0,309
CARANAVI,atencion odontologica,restauraciones,2017-07-01,46,29,10,12,18,24,17,68,31,11,0,0,0,0,266
CARAPARI,atencion odontologica,restauraciones,2017-07-01,2,10,39,87,28,64,60,140,2,2,0,0,0,0,434
CARIPUYO,atencion odontologica,restauraciones,2017-07-01,4,2,3,0,0,2,0,3,1,0,0,0,0,0,15
CARMEN RIVERO TORREZ,atencion odontologica,restauraciones,2017-07-01,3,5,1,2,0,0,6,11,0,0,0,0,0,0,28
CATACORA,atencion odontologica,restauraciones,2017-07-01,0,0,0,0,4,2,4,2,0,0,0,0,0,0,12
CHACARILLA,atencion odontologica,restauraciones,2017-07-01,7,2,2,0,0,0,0,4,1,1,0,0,0,0,17
CHALLAPATA,atencion odontologica,restauraciones,2017-07-01,95,89,199,211,26,79,14,147,40,16,0,0,0,0,916
CHAQUI,atencion odontologica,restauraciones,2017-07-01,16,28,17,5,2,15,7,40,4,4,0,0,0,0,138
CHARAGUA,atencion odontologica,restauraciones,2017-07-01,17,24,3,2,8,18,15,25,1,1,0,0,0,0,114
CHARAÑA,atencion odontologica,restauraciones,2017-07-01,0,0,2,0,0,0,1,0,0,0,0,0,0,0,3
CHAYANTA,atencion odontologica,restauraciones,2017-07-01,4,4,6,19,1,7,8,24,0,1,0,0,0,0,74
CHIMORE,atencion odontologica,restauraciones,2017-07-01,15,8,52,56,9,45,13,125,9,6,0,0,0,0,338
CHIPAYA,atencion odontologica,restauraciones,2017-07-01,2,0,2,3,0,6,11,4,1,5,0,0,0,0,34
CHOQUE COTA,atencion odontologica,restauraciones,2017-07-01,0,0,2,0,0,5,0,3,1,2,0,0,0,0,13
CHUA COCANI,atencion odontologica,restauraciones,2017-07-01,9,5,2,0,0,4,4,12,0,3,0,0,0,0,39
