,group,variable,month,APLICACIÓN DE FLUOR MENORES DE 5 AÑOS,APLICACIÓN DE FLUOR MENORES DE 5 AÑOS,APLICACIÓN DE FLUOR 5 A 13 AÑOS,APLICACIÓN DE FLUOR 5 A 13 AÑOS,APLICACIÓN DE FLUOR 14 A 19 AÑOS,APLICACIÓN DE FLUOR 14 A 19 AÑOS,APLICACIÓN DE FLUOR 20 A 59 AÑOS,APLICACIÓN DE FLUOR 20 A 59 AÑOS,APLICACIÓN DE FLUOR 60 AÑOS Y MAS,APLICACIÓN DE FLUOR 60 AÑOS Y MAS,APLICACIÓN DE FLUOR EMB,APLICACIÓN DE FLUOR EMB,APLICACIÓN DE FLUOR POST,APLICACIÓN DE FLUOR POST,TOTALES
TUPIZA,atencion odontologica,aplicacion de fluor,2017-07-01,9,24,14,40,15,36,19,30,9,5,0,0,0,0,201
UMALA,atencion odontologica,aplicacion de fluor,2017-07-01,12,8,0,1,0,0,0,0,0,0,0,0,0,0,21
UNCIA,atencion odontologica,aplicacion de fluor,2017-07-01,1,1,4,4,1,3,0,7,0,0,0,0,0,0,21
URIONDO (A. CONCEPCION),atencion odontologica,aplicacion de fluor,2017-07-01,0,1,1,1,0,1,0,0,0,0,0,0,0,0,4
URUBICHA,atencion odontologica,aplicacion de fluor,2017-07-01,0,0,0,0,0,2,0,2,0,0,0,0,0,0,4
UYUNI,atencion odontologica,aplicacion de fluor,2017-07-01,3,6,7,5,3,7,1,2,1,0,0,0,0,0,35
VACAS,atencion odontologica,aplicacion de fluor,2017-07-01,1,0,0,0,0,0,1,0,0,1,0,0,0,0,3
VALLEGRANDE,atencion odontologica,aplicacion de fluor,2017-07-01,70,71,3,4,7,8,1,1,3,2,0,0,0,0,170
VIACHA,atencion odontologica,aplicacion de fluor,2017-07-01,14,14,2,5,0,1,0,0,0,0,0,0,0,0,36
VILA VILA,atencion odontologica,aplicacion de fluor,2017-07-01,1,4,0,1,0,0,0,0,0,0,0,0,0,0,6
VILLA CHARCAS,atencion odontologica,aplicacion de fluor,2017-07-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
VILLA MONTES,atencion odontologica,aplicacion de fluor,2017-07-01,1,2,9,6,2,0,8,7,1,0,0,0,0,0,36
VILLA NUEVA (LOMA ALTA),atencion odontologica,aplicacion de fluor,2017-07-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
VILLA RIVERO,atencion odontologica,aplicacion de fluor,2017-07-01,2,3,0,0,0,0,0,2,0,0,0,0,0,0,7
VILLA TUNARI,atencion odontologica,aplicacion de fluor,2017-07-01,1,4,0,0,0,2,0,6,1,0,0,0,0,0,14
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,aplicacion de fluor,2017-07-01,1,2,5,1,0,2,1,1,0,0,0,0,0,0,13
VILLAZON,atencion odontologica,aplicacion de fluor,2017-07-01,8,12,4,3,1,2,0,9,1,1,0,0,0,0,41
VINTO,atencion odontologica,aplicacion de fluor,2017-07-01,3,29,0,1,0,1,0,2,0,0,0,0,0,0,36
VITICHI,atencion odontologica,aplicacion de fluor,2017-07-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WARNES,atencion odontologica,aplicacion de fluor,2017-07-01,35,41,12,27,3,9,2,9,2,4,0,0,0,0,144
YACO,atencion odontologica,aplicacion de fluor,2017-07-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
YACUIBA,atencion odontologica,aplicacion de fluor,2017-07-01,0,3,20,6,1,6,0,2,0,0,0,0,0,0,38
YAMPARAEZ,atencion odontologica,aplicacion de fluor,2017-07-01,11,10,0,0,0,0,0,0,0,0,0,0,0,0,21
YAPACANI,atencion odontologica,aplicacion de fluor,2017-07-01,38,52,0,2,4,10,7,12,8,13,0,0,0,0,146
YOCALLA,atencion odontologica,aplicacion de fluor,2017-07-01,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3
YOTALA,atencion odontologica,aplicacion de fluor,2017-07-01,5,4,0,1,1,0,0,0,0,0,0,0,0,0,11
ACACIO,atencion odontologica,aplicacion de fluor,2017-08-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
ACHACACHI,atencion odontologica,aplicacion de fluor,2017-08-01,7,7,1,1,0,1,0,1,0,0,0,0,0,0,18
ACHOCALLA,atencion odontologica,aplicacion de fluor,2017-08-01,5,6,0,1,0,0,0,0,0,0,0,0,0,0,12
AIQUILE,atencion odontologica,aplicacion de fluor,2017-08-01,2,7,1,5,0,1,0,0,0,0,0,0,0,0,16
ALCALA,atencion odontologica,aplicacion de fluor,2017-08-01,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2
ALTO BENI,atencion odontologica,aplicacion de fluor,2017-08-01,8,6,0,0,0,0,0,0,0,0,0,0,0,0,14
ANCORAIMES,atencion odontologica,aplicacion de fluor,2017-08-01,11,6,15,26,0,0,0,0,0,0,0,0,0,0,58
ANDAMARCA,atencion odontologica,aplicacion de fluor,2017-08-01,0,1,1,1,1,1,0,3,2,3,0,0,0,0,13
ANZALDO,atencion odontologica,aplicacion de fluor,2017-08-01,29,0,63,106,28,0,0,24,6,6,0,0,0,0,262
APOLO,atencion odontologica,aplicacion de fluor,2017-08-01,9,13,0,1,0,0,0,0,0,0,0,0,0,0,23
ARANI,atencion odontologica,aplicacion de fluor,2017-08-01,2,3,2,0,0,0,0,0,0,0,0,0,0,0,7
ARBIETO,atencion odontologica,aplicacion de fluor,2017-08-01,7,8,0,0,1,0,0,0,0,0,0,0,0,0,16
ARQUE,atencion odontologica,aplicacion de fluor,2017-08-01,1,0,1,0,0,0,0,2,0,0,0,0,0,0,4
ASCENCION DE GUARAYOS,atencion odontologica,aplicacion de fluor,2017-08-01,30,38,0,0,0,0,0,1,0,0,0,0,0,0,69
ATOCHA,atencion odontologica,aplicacion de fluor,2017-08-01,1,3,114,95,0,1,0,1,0,0,0,0,0,0,215
AUCAPATA,atencion odontologica,aplicacion de fluor,2017-08-01,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3
AYATA,atencion odontologica,aplicacion de fluor,2017-08-01,5,10,0,0,0,0,0,0,0,0,0,0,0,0,15
AYO AYO,atencion odontologica,aplicacion de fluor,2017-08-01,2,4,0,0,0,1,0,0,0,0,0,0,0,0,7
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,aplicacion de fluor,2017-08-01,5,1,0,0,0,0,1,1,0,0,0,0,0,0,8
AZURDUY,atencion odontologica,aplicacion de fluor,2017-08-01,6,5,0,0,0,0,0,0,0,0,0,0,0,0,11
BATALLAS,atencion odontologica,aplicacion de fluor,2017-08-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3
BELEN DE URMIRI,atencion odontologica,aplicacion de fluor,2017-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
BELLA FLOR,atencion odontologica,aplicacion de fluor,2017-08-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
BERMEJO,atencion odontologica,aplicacion de fluor,2017-08-01,3,1,0,11,0,1,0,1,0,1,0,0,0,0,18
BETANZOS,atencion odontologica,aplicacion de fluor,2017-08-01,15,23,0,0,0,0,0,0,0,0,0,0,0,0,38
BOLIVAR,atencion odontologica,aplicacion de fluor,2017-08-01,0,0,7,3,0,1,0,0,0,0,0,0,0,0,11
BOLPEBRA,atencion odontologica,aplicacion de fluor,2017-08-01,1,1,8,5,0,0,0,0,0,0,0,0,0,0,15
BUENA VISTA,atencion odontologica,aplicacion de fluor,2017-08-01,8,5,12,8,0,0,0,1,0,0,0,0,0,0,34
CABEZAS,atencion odontologica,aplicacion de fluor,2017-08-01,71,64,0,0,0,8,1,8,0,0,0,0,0,0,152
CAIROMA,atencion odontologica,aplicacion de fluor,2017-08-01,2,2,0,1,0,0,1,1,0,0,0,0,0,0,7
"CAIZA ""D""",atencion odontologica,aplicacion de fluor,2017-08-01,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6
CAJUATA,atencion odontologica,aplicacion de fluor,2017-08-01,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3
CALACOTO,atencion odontologica,aplicacion de fluor,2017-08-01,2,1,2,0,0,0,0,0,0,0,0,0,0,0,5
CALAMARCA,atencion odontologica,aplicacion de fluor,2017-08-01,4,3,1,2,0,0,0,0,0,0,0,0,0,0,10
CAMARGO,atencion odontologica,aplicacion de fluor,2017-08-01,1,1,1,1,1,0,0,2,0,0,0,0,0,0,7
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,aplicacion de fluor,2017-08-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
CAMIRI,atencion odontologica,aplicacion de fluor,2017-08-01,185,207,160,148,159,170,1,20,3,2,0,0,0,0,1055
CAPINOTA,atencion odontologica,aplicacion de fluor,2017-08-01,2,5,0,0,0,0,1,2,1,0,0,0,0,0,11
CAQUIAVIRI,atencion odontologica,aplicacion de fluor,2017-08-01,2,0,0,1,0,0,0,0,0,0,0,0,0,0,3
CARACOLLO,atencion odontologica,aplicacion de fluor,2017-08-01,2,1,0,2,0,1,0,3,1,2,0,0,0,0,12
CARANAVI,atencion odontologica,aplicacion de fluor,2017-08-01,57,62,6,9,1,3,1,6,2,0,0,0,0,0,147
CARAPARI,atencion odontologica,aplicacion de fluor,2017-08-01,1,0,5,3,2,2,1,1,0,0,0,0,0,0,15
CARIPUYO,atencion odontologica,aplicacion de fluor,2017-08-01,4,3,0,0,0,0,0,0,0,0,0,0,0,0,7
CARMEN RIVERO TORREZ,atencion odontologica,aplicacion de fluor,2017-08-01,11,15,0,0,0,0,0,0,0,0,0,0,0,0,26
CHACARILLA,atencion odontologica,aplicacion de fluor,2017-08-01,8,4,2,0,0,2,0,4,1,0,0,0,0,0,21
CHALLAPATA,atencion odontologica,aplicacion de fluor,2017-08-01,10,6,26,26,7,8,6,9,1,1,0,0,0,0,100
CHAQUI,atencion odontologica,aplicacion de fluor,2017-08-01,6,1,8,4,0,0,0,4,0,2,0,0,0,0,25
CHARAGUA,atencion odontologica,aplicacion de fluor,2017-08-01,67,74,1,3,1,2,2,0,0,0,0,0,0,0,150
CHARAÑA,atencion odontologica,aplicacion de fluor,2017-08-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
CHAYANTA,atencion odontologica,aplicacion de fluor,2017-08-01,0,4,0,1,0,9,1,5,0,1,0,0,0,0,21
CHIMORE,atencion odontologica,aplicacion de fluor,2017-08-01,4,4,0,0,0,0,0,0,0,0,0,0,0,0,8
CHUA COCANI,atencion odontologica,aplicacion de fluor,2017-08-01,3,3,0,0,0,0,0,2,3,0,0,0,0,0,11
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,aplicacion de fluor,2017-08-01,21,12,1,0,0,0,0,1,0,1,0,0,0,0,36
CHUMA,atencion odontologica,aplicacion de fluor,2017-08-01,7,7,3,5,0,0,0,2,0,0,0,0,0,0,24
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,aplicacion de fluor,2017-08-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
CKOCHAS,atencion odontologica,aplicacion de fluor,2017-08-01,3,2,0,0,0,0,0,0,0,0,0,0,0,0,5
CLIZA,atencion odontologica,aplicacion de fluor,2017-08-01,0,4,1,0,0,0,0,12,0,4,0,0,0,0,21
COBIJA,atencion odontologica,aplicacion de fluor,2017-08-01,125,116,0,7,1,2,0,7,2,0,0,0,0,0,260
COCAPATA,atencion odontologica,aplicacion de fluor,2017-08-01,3,3,0,1,0,0,0,2,0,0,0,0,0,0,9
COCHABAMBA,atencion odontologica,aplicacion de fluor,2017-08-01,247,458,108,153,36,86,46,178,24,23,0,0,0,0,1359
COLCAPIRHUA,atencion odontologica,aplicacion de fluor,2017-08-01,18,15,0,0,0,1,0,3,3,2,0,0,0,0,42
"COLCHA ""K""",atencion odontologica,aplicacion de fluor,2017-08-01,5,3,0,0,0,0,1,0,0,0,0,0,0,0,9
COLLANA,atencion odontologica,aplicacion de fluor,2017-08-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
COLOMI,atencion odontologica,aplicacion de fluor,2017-08-01,12,11,0,0,0,0,0,5,0,0,0,0,0,0,28
COLPA BELGICA,atencion odontologica,aplicacion de fluor,2017-08-01,20,28,111,130,44,34,25,30,0,0,0,0,0,0,422
COLQUECHACA,atencion odontologica,aplicacion de fluor,2017-08-01,1,0,1,0,0,2,0,0,0,0,0,0,0,0,4
COLQUENCHA,atencion odontologica,aplicacion de fluor,2017-08-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3
COLQUIRI,atencion odontologica,aplicacion de fluor,2017-08-01,1,1,3,5,0,1,0,0,0,0,0,0,0,0,11
COMANCHE,atencion odontologica,aplicacion de fluor,2017-08-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
COMARAPA,atencion odontologica,aplicacion de fluor,2017-08-01,43,44,0,0,0,7,0,14,0,0,0,0,0,0,108
COMBAYA,atencion odontologica,aplicacion de fluor,2017-08-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CONCEPCION,atencion odontologica,aplicacion de fluor,2017-08-01,18,16,19,32,0,0,0,0,0,0,0,0,0,0,85
COPACABANA,atencion odontologica,aplicacion de fluor,2017-08-01,5,2,0,0,0,0,0,0,0,0,0,0,0,0,7
CORIPATA,atencion odontologica,aplicacion de fluor,2017-08-01,8,8,0,0,0,0,0,0,0,0,0,0,0,0,16
CORO CORO,atencion odontologica,aplicacion de fluor,2017-08-01,1,1,5,6,0,0,0,0,0,0,0,0,0,0,13
COROICO,atencion odontologica,aplicacion de fluor,2017-08-01,1,0,2,0,0,0,0,0,0,0,0,0,0,0,3
CORQUE,atencion odontologica,aplicacion de fluor,2017-08-01,0,2,0,0,0,0,0,3,0,1,0,0,0,0,6
COTAGAITA,atencion odontologica,aplicacion de fluor,2017-08-01,1,0,20,25,0,1,0,0,0,0,0,0,0,0,47
COTOCA,atencion odontologica,aplicacion de fluor,2017-08-01,52,51,5,5,9,61,13,81,3,8,0,0,0,0,288
CUATRO CAÑADAS,atencion odontologica,aplicacion de fluor,2017-08-01,44,40,0,1,0,1,0,2,0,0,0,0,0,0,88
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,aplicacion de fluor,2017-08-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3
CUEVO,atencion odontologica,aplicacion de fluor,2017-08-01,19,17,16,25,0,0,0,3,0,0,0,0,0,0,80
CULPINA,atencion odontologica,aplicacion de fluor,2017-08-01,8,4,0,0,0,0,0,0,0,0,0,0,0,0,12
CURAHUARA DE CARANGAS,atencion odontologica,aplicacion de fluor,2017-08-01,11,5,53,45,1,1,0,1,1,0,0,0,0,0,118
CURVA,atencion odontologica,aplicacion de fluor,2017-08-01,3,6,0,0,0,0,0,0,0,0,0,0,0,0,9
DESAGUADERO,atencion odontologica,aplicacion de fluor,2017-08-01,4,2,0,0,0,0,0,0,0,0,0,0,0,0,6
EL ALTO,atencion odontologica,aplicacion de fluor,2017-08-01,415,474,512,467,70,68,19,84,1,3,0,0,0,0,2113
EL CHORO,atencion odontologica,aplicacion de fluor,2017-08-01,2,1,0,0,0,0,0,4,0,3,0,0,0,0,10
EL PUENTE(STC),atencion odontologica,aplicacion de fluor,2017-08-01,7,6,0,0,0,1,0,7,5,2,0,0,0,0,28
EL PUENTE(TJA),atencion odontologica,aplicacion de fluor,2017-08-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
EL TORNO,atencion odontologica,aplicacion de fluor,2017-08-01,200,202,297,261,56,45,13,63,13,12,0,0,0,0,1162
EL VILLAR,atencion odontologica,aplicacion de fluor,2017-08-01,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4
ENTRE RIOS TRJ,atencion odontologica,aplicacion de fluor,2017-08-01,1,6,18,17,6,7,0,0,0,0,0,0,0,0,55
ENTRE RIOS CBBA,atencion odontologica,aplicacion de fluor,2017-08-01,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3
ESCOMA,atencion odontologica,aplicacion de fluor,2017-08-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
EUCALIPTUS,atencion odontologica,aplicacion de fluor,2017-08-01,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3
EXALTACION,atencion odontologica,aplicacion de fluor,2017-08-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
FERNANDEZ ALONSO,atencion odontologica,aplicacion de fluor,2017-08-01,0,0,0,1,3,12,0,15,0,2,0,0,0,0,33
FILADELFIA,atencion odontologica,aplicacion de fluor,2017-08-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,aplicacion de fluor,2017-08-01,9,5,0,0,0,0,0,0,0,0,0,0,0,0,14
GUANAY,atencion odontologica,aplicacion de fluor,2017-08-01,9,10,1,1,1,2,0,5,0,0,0,0,0,0,29
GUAQUI,atencion odontologica,aplicacion de fluor,2017-08-01,10,7,1,0,0,0,0,0,0,0,0,0,0,0,18
GUAYARAMERIN,atencion odontologica,aplicacion de fluor,2017-08-01,24,23,0,3,2,11,0,16,0,0,0,0,0,0,79
GUTIERREZ,atencion odontologica,aplicacion de fluor,2017-08-01,36,51,16,13,11,10,0,0,0,0,0,0,0,0,137
HUACAYA (VILLA DE HUACAYA),atencion odontologica,aplicacion de fluor,2017-08-01,1,0,5,4,0,0,0,0,0,0,0,0,0,0,10
HUACHACALLA,atencion odontologica,aplicacion de fluor,2017-08-01,0,0,0,1,0,0,0,2,1,1,0,0,0,0,5
HUANUNI,atencion odontologica,aplicacion de fluor,2017-08-01,19,25,2,4,4,3,4,14,0,1,0,0,0,0,76
HUARACAJE,atencion odontologica,aplicacion de fluor,2017-08-01,0,0,1,0,1,1,1,1,0,0,0,0,0,0,5
HUARINA,atencion odontologica,aplicacion de fluor,2017-08-01,1,4,0,0,0,0,0,2,0,0,0,0,0,0,7
HUATAJATA,atencion odontologica,aplicacion de fluor,2017-08-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3
HUAYLLAMARCA,atencion odontologica,aplicacion de fluor,2017-08-01,0,0,11,14,5,5,2,1,0,0,0,0,0,0,38
HUMANATA,atencion odontologica,aplicacion de fluor,2017-08-01,6,6,0,0,0,0,0,0,0,0,0,0,0,0,12
ICHOCA,atencion odontologica,aplicacion de fluor,2017-08-01,6,3,0,0,0,1,0,0,0,0,0,0,0,0,10
ICLA,atencion odontologica,aplicacion de fluor,2017-08-01,39,32,2,11,7,16,4,23,0,0,0,0,0,0,134
INGAVI (HUMAITA),atencion odontologica,aplicacion de fluor,2017-08-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
INQUISIVI,atencion odontologica,aplicacion de fluor,2017-08-01,11,15,0,1,1,1,0,0,0,0,0,0,0,0,29
IRUPANA (VILLA DE LANZA),atencion odontologica,aplicacion de fluor,2017-08-01,6,9,0,0,0,0,0,0,0,0,0,0,0,0,15
IXIAMAS,atencion odontologica,aplicacion de fluor,2017-08-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
JESUS DE MACHACA,atencion odontologica,aplicacion de fluor,2017-08-01,7,5,0,0,0,0,0,0,0,0,0,0,0,0,12
LA ASUNTA,atencion odontologica,aplicacion de fluor,2017-08-01,41,20,0,1,0,2,0,0,0,0,0,0,0,0,64
LA GUARDIA,atencion odontologica,aplicacion de fluor,2017-08-01,170,188,0,8,0,20,0,6,3,3,0,0,0,0,398
LA PAZ,atencion odontologica,aplicacion de fluor,2017-08-01,548,514,254,278,32,43,116,275,29,74,0,0,0,0,2163
LA RIVERA,atencion odontologica,aplicacion de fluor,2017-08-01,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4
LAJA,atencion odontologica,aplicacion de fluor,2017-08-01,16,11,8,9,8,23,1,8,0,0,0,0,0,0,84
LAS CARRERAS,atencion odontologica,aplicacion de fluor,2017-08-01,0,0,0,0,0,0,2,2,0,0,0,0,0,0,4
LICOMA PAMPA,atencion odontologica,aplicacion de fluor,2017-08-01,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2
LLALLAGUA,atencion odontologica,aplicacion de fluor,2017-08-01,18,16,2,3,0,3,3,1,0,0,0,0,0,0,46
LORETO,atencion odontologica,aplicacion de fluor,2017-08-01,0,0,1,0,0,1,0,0,0,1,0,0,0,0,3
LURIBAY,atencion odontologica,aplicacion de fluor,2017-08-01,11,3,0,1,0,0,0,2,0,0,0,0,0,0,17
MACHACAMARCA,atencion odontologica,aplicacion de fluor,2017-08-01,0,0,0,1,0,0,0,1,1,0,0,0,0,0,3
MACHARETI,atencion odontologica,aplicacion de fluor,2017-08-01,5,1,2,1,0,2,0,5,0,0,0,0,0,0,16
MAGDALENA,atencion odontologica,aplicacion de fluor,2017-08-01,0,2,2,9,9,1,1,1,0,0,0,0,0,0,25
MAIRANA,atencion odontologica,aplicacion de fluor,2017-08-01,23,42,9,11,9,17,3,33,21,28,0,0,0,0,196
MALLA,atencion odontologica,aplicacion de fluor,2017-08-01,6,4,0,0,0,0,0,0,0,1,0,0,0,0,11
MAPIRI,atencion odontologica,aplicacion de fluor,2017-08-01,28,36,0,3,1,11,4,49,2,0,0,0,0,0,134
MECAPACA,atencion odontologica,aplicacion de fluor,2017-08-01,8,5,0,1,0,0,0,1,1,0,0,0,0,0,16
MIZQUE,atencion odontologica,aplicacion de fluor,2017-08-01,6,4,0,0,0,0,0,0,0,0,0,0,0,0,10
MOCOMOCO,atencion odontologica,aplicacion de fluor,2017-08-01,6,6,0,0,0,0,0,0,0,0,0,0,0,0,12
MOJOCOYA,atencion odontologica,aplicacion de fluor,2017-08-01,4,7,0,0,1,1,1,3,0,0,0,0,0,0,17
MONTEAGUDO,atencion odontologica,aplicacion de fluor,2017-08-01,6,12,1,1,0,1,3,4,0,0,0,0,0,0,28
MONTERO,atencion odontologica,aplicacion de fluor,2017-08-01,146,149,86,83,2,11,8,43,9,4,0,0,0,0,541
MORO MORO,atencion odontologica,aplicacion de fluor,2017-08-01,3,6,0,0,0,0,0,0,0,0,0,0,0,0,9
MOROCHATA,atencion odontologica,aplicacion de fluor,2017-08-01,5,11,60,65,1,1,0,4,1,1,0,0,0,0,149
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,aplicacion de fluor,2017-08-01,7,8,5,4,0,0,0,0,0,0,0,0,0,0,24
OCURI,atencion odontologica,aplicacion de fluor,2017-08-01,2,0,0,0,0,0,0,2,0,1,0,0,0,0,5
OKINAWA,atencion odontologica,aplicacion de fluor,2017-08-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
OMEREQUE,atencion odontologica,aplicacion de fluor,2017-08-01,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6
ORURO,atencion odontologica,aplicacion de fluor,2017-08-01,38,38,32,27,22,25,70,77,11,7,0,0,0,0,347
PADCAYA,atencion odontologica,aplicacion de fluor,2017-08-01,8,8,29,35,1,1,2,0,0,0,0,0,0,0,84
PADILLA,atencion odontologica,aplicacion de fluor,2017-08-01,1,2,0,5,1,1,0,4,0,0,0,0,0,0,14
PAILON,atencion odontologica,aplicacion de fluor,2017-08-01,13,9,0,5,0,4,4,4,0,0,0,0,0,0,39
PALCA,atencion odontologica,aplicacion de fluor,2017-08-01,19,24,0,0,0,1,0,0,0,0,0,0,0,0,44
PALOS BLANCOS,atencion odontologica,aplicacion de fluor,2017-08-01,54,51,9,10,0,1,0,0,0,0,0,0,0,0,125
PAMPA AULLAGAS,atencion odontologica,aplicacion de fluor,2017-08-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
PAMPA GRANDE,atencion odontologica,aplicacion de fluor,2017-08-01,18,20,1,0,0,4,0,6,8,12,0,0,0,0,69
PASORAPA,atencion odontologica,aplicacion de fluor,2017-08-01,1,0,0,0,2,0,0,0,0,0,0,0,0,0,3
PATACAMAYA,atencion odontologica,aplicacion de fluor,2017-08-01,21,10,0,0,0,0,0,0,0,0,0,0,0,0,31
PAZÑA,atencion odontologica,aplicacion de fluor,2017-08-01,3,4,0,1,0,0,0,0,0,0,0,0,0,0,8
PELECHUCO,atencion odontologica,aplicacion de fluor,2017-08-01,3,3,1,0,0,0,0,0,0,0,0,0,0,0,7
POCOATA,atencion odontologica,aplicacion de fluor,2017-08-01,11,12,1,0,0,0,0,0,0,0,0,0,0,0,24
POCONA,atencion odontologica,aplicacion de fluor,2017-08-01,2,0,7,3,0,0,0,0,0,0,0,0,0,0,12
POJO (CBBA),atencion odontologica,aplicacion de fluor,2017-08-01,0,2,0,1,0,0,0,0,0,0,0,0,0,0,3
POOPO,atencion odontologica,aplicacion de fluor,2017-08-01,1,0,0,3,1,1,3,0,0,0,0,0,0,0,9
PORCO,atencion odontologica,aplicacion de fluor,2017-08-01,6,3,0,0,0,0,0,0,0,0,0,0,0,0,9
POROMA,atencion odontologica,aplicacion de fluor,2017-08-01,9,5,35,37,3,4,0,0,0,0,0,0,0,0,93
PORONGO,atencion odontologica,aplicacion de fluor,2017-08-01,20,12,22,22,5,5,0,2,0,0,0,0,0,0,88
PORTACHUELO,atencion odontologica,aplicacion de fluor,2017-08-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PORVENIR,atencion odontologica,aplicacion de fluor,2017-08-01,4,8,0,0,0,0,0,0,0,0,0,0,0,0,12
POSTRER VALLE,atencion odontologica,aplicacion de fluor,2017-08-01,8,4,0,0,0,0,0,0,0,0,0,0,0,0,12
POTOSI,atencion odontologica,aplicacion de fluor,2017-08-01,37,41,9,17,13,17,57,66,5,5,0,0,0,0,267
PRESTO,atencion odontologica,aplicacion de fluor,2017-08-01,1,3,18,6,0,2,0,4,0,0,0,0,0,0,34
PUCARANI,atencion odontologica,aplicacion de fluor,2017-08-01,19,22,1,0,0,3,1,2,6,2,0,0,0,0,56
PUERTO ACOSTA,atencion odontologica,aplicacion de fluor,2017-08-01,13,10,1,1,0,0,0,0,0,0,0,0,0,0,25
PUERTO CARABUCO,atencion odontologica,aplicacion de fluor,2017-08-01,1,7,0,0,0,0,0,0,0,0,0,0,0,0,8
PUERTO GONZALO MORENO,atencion odontologica,aplicacion de fluor,2017-08-01,25,17,19,21,0,5,1,9,3,0,0,0,0,0,100
PUERTO PEREZ,atencion odontologica,aplicacion de fluor,2017-08-01,7,7,1,3,0,0,0,0,0,0,0,0,0,0,18
PUERTO QUIJARRO,atencion odontologica,aplicacion de fluor,2017-08-01,27,28,36,36,0,0,2,0,0,0,0,0,0,0,129
PUERTO RICO,atencion odontologica,aplicacion de fluor,2017-08-01,9,11,1,2,0,0,0,0,0,0,0,0,0,0,23
PUERTO SUAREZ,atencion odontologica,aplicacion de fluor,2017-08-01,1,1,5,3,12,12,9,7,1,1,0,0,0,0,52
PUERTO VILLARROEL,atencion odontologica,aplicacion de fluor,2017-08-01,13,13,0,2,0,0,1,2,1,0,0,0,0,0,32
PUNA,atencion odontologica,aplicacion de fluor,2017-08-01,3,10,0,0,0,1,0,0,0,0,0,0,0,0,14
PUNATA,atencion odontologica,aplicacion de fluor,2017-08-01,3,8,0,3,0,3,0,2,0,0,0,0,0,0,19
QUIABAYA,atencion odontologica,aplicacion de fluor,2017-08-01,6,11,0,0,0,0,0,0,0,0,0,0,0,0,17
QUILLACOLLO,atencion odontologica,aplicacion de fluor,2017-08-01,23,33,10,11,3,8,29,13,1,2,0,0,0,0,133
QUIME,atencion odontologica,aplicacion de fluor,2017-08-01,12,18,0,0,0,0,0,0,0,0,0,0,0,0,30
RAVELO,atencion odontologica,aplicacion de fluor,2017-08-01,12,9,0,0,0,0,0,1,0,0,0,0,0,0,22
REYES,atencion odontologica,aplicacion de fluor,2017-08-01,2,2,3,2,0,2,5,2,0,8,0,0,0,0,26
