,group,variable,month,PRIMERA CONSULTA MENORES DE 5 AÑOS,PRIMERA CONSULTA MENORES DE 5 AÑOS,PRIMERA CONSULTA 5 A 13 AÑOS,PRIMERA CONSULTA 5 A 13 AÑOS,PRIMERA CONSULTA 14 A 19 AÑOS,PRIMERA CONSULTA 14 A 19 AÑOS,PRIMERA CONSULTA 20 A 59 AÑOS,PRIMERA CONSULTA 20 A 59 AÑOS,PRIMERA CONSULTA 60 AÑOS Y MAS,PRIMERA CONSULTA 60 AÑOS Y MAS,PRIMERA CONSULTA EMB,PRIMERA CONSULTA EMB,PRIMERA CONSULTA POST,PRIMERA CONSULTA POST,TOTALES
SHINAOTA,atencion odontologica,primera consulta,2017-07-01,22,30,10,11,1,9,11,31,4,4,0,55,0,60,248
SICA SICA (VILLA AROMA),atencion odontologica,primera consulta,2017-07-01,5,13,49,42,15,19,25,40,8,8,0,3,0,6,233
SICAYA,atencion odontologica,primera consulta,2017-07-01,1,0,1,6,1,0,9,9,1,3,0,1,0,1,33
SIPE SIPE,atencion odontologica,primera consulta,2017-07-01,76,81,61,54,18,34,30,111,56,71,0,26,0,27,645
SOPACHUY,atencion odontologica,primera consulta,2017-07-01,4,9,5,4,4,9,15,16,1,0,0,9,0,1,77
SORACACHI,atencion odontologica,primera consulta,2017-07-01,26,22,66,51,10,17,19,46,28,32,0,12,0,12,341
SORATA,atencion odontologica,primera consulta,2017-07-01,13,16,61,57,4,18,17,35,3,6,0,19,0,5,254
SUCRE,atencion odontologica,primera consulta,2017-07-01,579,535,311,349,90,260,371,1046,92,97,0,656,0,118,4504
TACACHI,atencion odontologica,primera consulta,2017-07-01,2,1,1,1,0,1,1,4,2,6,0,0,0,1,20
TACACOMA,atencion odontologica,primera consulta,2017-07-01,3,7,24,26,5,12,9,28,2,4,0,4,0,2,126
TACOBAMBA,atencion odontologica,primera consulta,2017-07-01,2,1,1,1,0,3,3,5,6,6,0,2,0,0,30
TACOPAYA,atencion odontologica,primera consulta,2017-07-01,2,8,6,8,2,13,10,41,9,13,0,6,0,5,123
TAHUA,atencion odontologica,primera consulta,2017-07-01,1,1,0,1,0,7,2,4,4,3,0,4,0,1,28
TAPACARI,atencion odontologica,primera consulta,2017-07-01,13,14,4,12,10,16,16,44,12,16,0,7,0,16,180
TARABUCO,atencion odontologica,primera consulta,2017-07-01,25,29,7,11,5,26,13,53,6,4,0,34,0,5,218
TARACO,atencion odontologica,primera consulta,2017-07-01,7,7,7,9,3,2,2,10,10,0,0,3,0,1,61
TARATA,atencion odontologica,primera consulta,2017-07-01,3,9,11,19,4,9,6,15,6,6,0,1,0,2,91
TARIJA,atencion odontologica,primera consulta,2017-07-01,287,228,557,570,234,353,330,712,76,80,0,128,0,8,3563
TARVITA,atencion odontologica,primera consulta,2017-07-01,39,26,14,40,8,22,33,51,8,14,0,28,0,4,287
TEOPONTE,atencion odontologica,primera consulta,2017-07-01,18,17,91,89,8,17,20,45,8,0,0,6,0,5,324
TIAWANACU,atencion odontologica,primera consulta,2017-07-01,22,16,11,16,6,9,10,25,9,9,0,12,0,2,147
TINGUIPAYA,atencion odontologica,primera consulta,2017-07-01,13,23,3,3,4,16,6,41,7,16,0,10,0,12,154
TIPUANI,atencion odontologica,primera consulta,2017-07-01,11,13,7,7,3,3,4,14,2,2,0,3,0,7,76
TIQUIPAYA,atencion odontologica,primera consulta,2017-07-01,89,66,75,58,20,21,25,97,13,20,0,23,0,24,531
TIRAQUE (CBBA),atencion odontologica,primera consulta,2017-07-01,4,6,17,11,1,4,1,7,5,4,0,2,0,2,64
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,primera consulta,2017-07-01,0,1,0,3,1,2,2,4,2,1,0,0,0,0,16
TOCO,atencion odontologica,primera consulta,2017-07-01,10,11,5,10,0,4,0,9,2,6,0,3,0,2,62
TODOS SANTOS,atencion odontologica,primera consulta,2017-07-01,2,0,0,0,0,1,1,2,2,3,0,0,0,0,11
TOLATA,atencion odontologica,primera consulta,2017-07-01,6,11,4,4,2,10,2,12,4,8,0,3,0,5,71
TOLEDO,atencion odontologica,primera consulta,2017-07-01,16,16,22,14,4,11,7,21,5,5,0,5,0,3,129
TOMAVE,atencion odontologica,primera consulta,2017-07-01,21,20,16,12,4,19,21,57,26,37,0,6,0,11,250
TOMINA,atencion odontologica,primera consulta,2017-07-01,20,23,9,18,3,9,22,51,5,5,0,12,0,3,180
TORO TORO,atencion odontologica,primera consulta,2017-07-01,4,2,5,3,5,3,16,40,4,8,0,17,0,5,112
TOTORA(CBBA),atencion odontologica,primera consulta,2017-07-01,13,8,14,15,2,15,15,32,2,3,0,9,0,5,133
TOTORA(ORR),atencion odontologica,primera consulta,2017-07-01,4,3,9,11,4,5,7,17,3,3,0,1,0,2,69
TRIGAL,atencion odontologica,primera consulta,2017-07-01,3,1,3,2,1,1,4,5,1,1,0,1,0,0,23
TRINIDAD,atencion odontologica,primera consulta,2017-07-01,97,93,178,183,65,125,171,376,47,33,0,136,0,30,1534
TUPIZA,atencion odontologica,primera consulta,2017-07-01,40,43,46,71,61,75,50,138,30,19,0,44,0,6,623
TURCO,atencion odontologica,primera consulta,2017-07-01,5,4,6,6,5,2,6,8,8,6,0,1,0,2,59
UMALA,atencion odontologica,primera consulta,2017-07-01,13,9,8,7,2,2,7,16,2,2,0,4,0,3,75
UNCIA,atencion odontologica,primera consulta,2017-07-01,28,33,26,27,11,38,21,67,16,15,0,14,0,14,310
URIONDO (A. CONCEPCION),atencion odontologica,primera consulta,2017-07-01,16,22,69,57,27,40,77,124,13,15,0,2,0,2,464
URUBICHA,atencion odontologica,primera consulta,2017-07-01,21,28,4,3,2,6,5,19,1,2,0,10,0,1,102
UYUNI,atencion odontologica,primera consulta,2017-07-01,22,21,31,42,8,17,17,45,6,6,0,13,0,11,239
VACAS,atencion odontologica,primera consulta,2017-07-01,3,3,5,11,2,9,5,23,10,16,0,3,0,1,91
VALLEGRANDE,atencion odontologica,primera consulta,2017-07-01,34,23,96,39,32,17,21,59,20,23,0,24,0,3,391
VIACHA,atencion odontologica,primera consulta,2017-07-01,95,78,72,69,11,17,29,92,42,61,0,15,0,21,602
VILA VILA,atencion odontologica,primera consulta,2017-07-01,2,4,1,6,0,2,3,16,1,5,0,5,0,4,49
VILLA CHARCAS,atencion odontologica,primera consulta,2017-07-01,8,7,23,26,6,17,13,48,2,1,0,21,0,1,173
VILLA MONTES,atencion odontologica,primera consulta,2017-07-01,33,41,91,94,41,80,109,217,28,24,0,22,0,7,787
VILLA NUEVA (LOMA ALTA),atencion odontologica,primera consulta,2017-07-01,0,1,1,5,2,4,3,9,0,0,0,1,0,2,28
VILLA RIVERO,atencion odontologica,primera consulta,2017-07-01,0,4,7,5,2,5,4,19,1,7,0,1,0,7,62
VILLA SERRANO,atencion odontologica,primera consulta,2017-07-01,1,2,9,15,2,11,11,24,2,2,0,5,0,1,85
VILLA TUNARI,atencion odontologica,primera consulta,2017-07-01,39,36,21,29,10,21,23,82,7,10,0,21,0,24,323
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,primera consulta,2017-07-01,13,15,10,20,22,32,20,55,0,5,0,20,0,5,217
VILLAZON,atencion odontologica,primera consulta,2017-07-01,75,63,60,64,22,37,36,119,44,37,0,29,0,12,598
VINTO,atencion odontologica,primera consulta,2017-07-01,52,58,23,17,1,8,10,44,10,7,0,9,0,25,264
VITICHI,atencion odontologica,primera consulta,2017-07-01,3,2,7,13,5,12,18,33,1,8,0,3,0,1,106
WALDO BALLIVIAN,atencion odontologica,primera consulta,2017-07-01,3,4,12,12,9,11,17,18,3,4,0,4,0,0,97
WARNES,atencion odontologica,primera consulta,2017-07-01,45,49,35,75,10,21,11,75,12,8,0,30,0,96,467
YACO,atencion odontologica,primera consulta,2017-07-01,5,3,97,87,8,7,10,11,2,6,0,2,0,2,240
YACUIBA,atencion odontologica,primera consulta,2017-07-01,21,19,88,100,53,69,107,221,30,19,0,10,0,1,738
YAMPARAEZ,atencion odontologica,primera consulta,2017-07-01,15,15,4,6,5,10,8,22,6,14,0,13,0,5,123
YANACACHI,atencion odontologica,primera consulta,2017-07-01,4,2,1,3,0,5,10,7,1,0,0,1,0,1,35
YAPACANI,atencion odontologica,primera consulta,2017-07-01,69,75,21,17,6,24,18,88,23,17,0,33,0,40,431
YOCALLA,atencion odontologica,primera consulta,2017-07-01,3,7,6,6,5,6,9,22,6,6,0,6,0,3,85
YOTALA,atencion odontologica,primera consulta,2017-07-01,13,10,7,6,7,11,4,25,1,6,0,9,0,10,109
YUNCHARA,atencion odontologica,primera consulta,2017-07-01,3,2,31,27,9,14,11,22,4,6,0,3,0,0,132
YUNGUYO DE LITORAL,atencion odontologica,primera consulta,2017-07-01,0,0,0,0,0,0,0,2,3,2,0,1,0,0,8
ZUDAÑEZ,atencion odontologica,primera consulta,2017-07-01,3,0,1,11,3,9,8,23,1,0,0,10,0,1,70
ACACIO,atencion odontologica,primera consulta,2017-08-01,0,2,1,0,1,3,0,9,0,0,0,6,0,4,26
ACHACACHI,atencion odontologica,primera consulta,2017-08-01,33,23,30,22,14,19,24,65,35,31,0,9,0,8,313
ACHOCALLA,atencion odontologica,primera consulta,2017-08-01,45,34,3,12,1,3,1,25,7,8,0,13,0,4,156
AIQUILE,atencion odontologica,primera consulta,2017-08-01,25,25,7,5,4,2,4,14,56,61,0,8,0,10,221
ALALAY,atencion odontologica,primera consulta,2017-08-01,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2
ALCALA,atencion odontologica,primera consulta,2017-08-01,3,1,5,9,4,7,9,19,1,6,0,3,0,2,69
ALTO BENI,atencion odontologica,primera consulta,2017-08-01,12,9,5,10,2,5,9,17,2,3,0,0,0,2,76
ANCORAIMES,atencion odontologica,primera consulta,2017-08-01,13,9,21,22,2,13,16,37,25,40,0,6,0,7,211
ANDAMARCA,atencion odontologica,primera consulta,2017-08-01,6,6,9,17,4,5,12,16,5,11,0,7,0,0,98
ANTEQUERA,atencion odontologica,primera consulta,2017-08-01,5,3,25,22,1,3,1,10,2,1,0,2,0,3,78
ANZALDO,atencion odontologica,primera consulta,2017-08-01,16,13,24,29,1,5,4,11,9,7,0,1,0,3,123
APOLO,atencion odontologica,primera consulta,2017-08-01,13,14,9,9,5,8,12,22,11,7,0,6,0,6,122
ARAMPAMPA,atencion odontologica,primera consulta,2017-08-01,2,2,0,0,2,1,2,4,1,0,0,1,0,1,16
ARANI,atencion odontologica,primera consulta,2017-08-01,6,3,4,4,0,3,5,13,0,2,0,3,0,2,45
ARBIETO,atencion odontologica,primera consulta,2017-08-01,42,22,14,20,6,10,11,48,8,10,0,9,0,8,208
ARQUE,atencion odontologica,primera consulta,2017-08-01,2,15,11,4,4,11,16,39,2,7,0,10,0,3,124
ASCENCION DE GUARAYOS,atencion odontologica,primera consulta,2017-08-01,96,95,11,5,11,40,6,133,47,29,0,136,0,42,651
ATOCHA,atencion odontologica,primera consulta,2017-08-01,20,17,19,23,14,13,46,62,4,0,0,2,0,0,220
AUCAPATA,atencion odontologica,primera consulta,2017-08-01,20,11,6,4,5,6,8,16,3,1,0,0,0,2,82
AYATA,atencion odontologica,primera consulta,2017-08-01,6,18,2,4,6,7,13,22,4,3,0,1,0,2,88
AYO AYO,atencion odontologica,primera consulta,2017-08-01,5,6,0,4,4,6,4,10,3,3,0,11,0,2,58
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,primera consulta,2017-08-01,9,7,6,5,6,13,26,40,10,3,0,7,0,10,142
AZURDUY,atencion odontologica,primera consulta,2017-08-01,16,20,5,3,4,2,10,42,6,2,0,18,0,5,133
BATALLAS,atencion odontologica,primera consulta,2017-08-01,22,24,25,23,8,21,11,48,9,11,0,20,0,5,227
BAURES,atencion odontologica,primera consulta,2017-08-01,0,1,4,2,4,1,15,21,5,4,0,0,0,3,60
BELEN DE ANDAMARCA,atencion odontologica,primera consulta,2017-08-01,1,0,0,0,1,2,3,5,4,5,0,2,0,1,24
BELEN DE URMIRI,atencion odontologica,primera consulta,2017-08-01,3,4,0,2,1,1,1,5,1,1,0,0,0,1,20
BELLA FLOR,atencion odontologica,primera consulta,2017-08-01,3,9,1,0,0,1,2,2,1,2,0,5,0,0,26
BERMEJO,atencion odontologica,primera consulta,2017-08-01,54,48,59,63,24,47,93,185,13,8,0,66,0,25,685
BETANZOS,atencion odontologica,primera consulta,2017-08-01,22,44,22,18,15,21,34,89,23,23,0,29,0,12,352
BOLIVAR,atencion odontologica,primera consulta,2017-08-01,2,0,0,0,3,2,0,1,2,1,0,1,0,0,12
BOLPEBRA,atencion odontologica,primera consulta,2017-08-01,5,3,23,17,0,0,1,1,1,0,0,1,0,0,52
BOYUIBE,atencion odontologica,primera consulta,2017-08-01,1,2,2,3,0,1,5,12,0,1,0,0,0,0,27
BUENA VISTA,atencion odontologica,primera consulta,2017-08-01,11,9,6,8,5,4,8,24,6,4,0,5,0,5,95
CABEZAS,atencion odontologica,primera consulta,2017-08-01,63,60,13,8,14,24,23,50,17,16,0,53,0,18,359
CAIROMA,atencion odontologica,primera consulta,2017-08-01,9,11,6,15,6,12,13,18,2,1,0,4,0,2,99
"CAIZA ""D""",atencion odontologica,primera consulta,2017-08-01,24,14,7,9,12,17,20,50,11,21,0,20,0,5,210
CAJUATA,atencion odontologica,primera consulta,2017-08-01,16,16,4,5,3,3,4,15,7,1,0,4,0,2,80
CALACOTO,atencion odontologica,primera consulta,2017-08-01,1,1,0,1,1,0,2,6,2,3,0,0,0,0,17
CALAMARCA,atencion odontologica,primera consulta,2017-08-01,8,12,36,26,9,20,16,49,5,6,0,6,0,13,206
CAMARGO,atencion odontologica,primera consulta,2017-08-01,16,17,14,16,3,9,6,49,6,5,0,43,0,1,185
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,primera consulta,2017-08-01,5,4,5,2,0,0,2,7,1,1,0,3,0,0,30
CAMIRI,atencion odontologica,primera consulta,2017-08-01,144,156,19,29,13,29,42,109,26,22,0,66,0,16,671
CAPINOTA,atencion odontologica,primera consulta,2017-08-01,15,21,6,7,3,4,4,23,11,19,0,7,0,8,128
CAQUIAVIRI,atencion odontologica,primera consulta,2017-08-01,14,10,3,6,1,6,6,10,9,4,0,1,0,2,72
CARACOLLO,atencion odontologica,primera consulta,2017-08-01,12,14,22,27,11,24,23,51,16,21,0,26,0,7,254
CARANAVI,atencion odontologica,primera consulta,2017-08-01,99,81,58,61,14,29,18,67,48,19,0,23,0,29,546
CARAPARI,atencion odontologica,primera consulta,2017-08-01,8,7,31,35,21,19,40,72,8,4,0,3,0,0,248
CARIPUYO,atencion odontologica,primera consulta,2017-08-01,10,7,4,6,2,5,7,26,8,16,0,5,0,3,99
CARMEN RIVERO TORREZ,atencion odontologica,primera consulta,2017-08-01,7,15,1,1,0,0,8,15,4,6,0,13,0,1,71
CATACORA,atencion odontologica,primera consulta,2017-08-01,1,1,2,4,2,4,7,2,0,1,0,0,0,0,24
CHACARILLA,atencion odontologica,primera consulta,2017-08-01,4,1,0,0,0,0,1,5,2,1,0,2,0,0,16
CHALLAPATA,atencion odontologica,primera consulta,2017-08-01,59,67,50,79,16,30,31,98,33,38,0,61,0,28,590
CHAQUI,atencion odontologica,primera consulta,2017-08-01,10,7,13,9,6,7,8,21,13,19,0,6,0,1,120
CHARAGUA,atencion odontologica,primera consulta,2017-08-01,80,80,20,36,38,56,45,105,14,15,0,33,0,22,544
CHARAÑA,atencion odontologica,primera consulta,2017-08-01,3,3,0,0,0,2,4,3,2,1,0,1,0,0,19
CHAYANTA,atencion odontologica,primera consulta,2017-08-01,5,8,4,14,6,5,11,38,9,13,0,8,0,10,131
CHIMORE,atencion odontologica,primera consulta,2017-08-01,29,22,11,11,4,7,17,30,6,5,0,4,0,4,150
CHIPAYA,atencion odontologica,primera consulta,2017-08-01,7,11,22,36,4,8,3,8,1,2,0,6,0,5,113
CHOQUE COTA,atencion odontologica,primera consulta,2017-08-01,5,2,3,6,1,3,2,7,6,11,0,3,0,1,50
CHUA COCANI,atencion odontologica,primera consulta,2017-08-01,6,6,2,4,2,2,4,7,11,11,0,0,0,3,58
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,primera consulta,2017-08-01,29,21,22,23,1,8,11,39,4,1,0,17,0,8,184
CHUMA,atencion odontologica,primera consulta,2017-08-01,13,16,35,31,13,28,30,36,13,7,0,4,0,6,232
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,primera consulta,2017-08-01,7,9,5,3,0,2,4,9,13,11,0,0,0,4,67
CKOCHAS,atencion odontologica,primera consulta,2017-08-01,13,20,10,12,3,10,9,39,10,15,0,16,0,5,162
CLIZA,atencion odontologica,primera consulta,2017-08-01,24,19,23,13,3,7,21,58,24,25,0,4,0,5,226
COBIJA,atencion odontologica,primera consulta,2017-08-01,213,197,49,53,23,48,76,159,15,12,0,101,0,37,983
COCAPATA,atencion odontologica,primera consulta,2017-08-01,17,13,16,11,5,24,16,34,5,3,0,17,0,8,169
COCHABAMBA,atencion odontologica,primera consulta,2017-08-01,348,392,189,273,104,203,371,764,168,143,0,304,0,302,3561
COIPASA,atencion odontologica,primera consulta,2017-08-01,0,0,2,2,2,5,2,3,1,2,0,2,0,1,22
COLCAPIRHUA,atencion odontologica,primera consulta,2017-08-01,68,77,8,7,6,15,26,83,21,25,0,19,0,41,396
"COLCHA ""K""",atencion odontologica,primera consulta,2017-08-01,18,16,13,10,12,7,19,20,6,7,0,3,0,3,134
COLLANA,atencion odontologica,primera consulta,2017-08-01,3,5,2,3,1,4,4,14,4,5,0,1,0,0,46
COLOMI,atencion odontologica,primera consulta,2017-08-01,22,26,1,4,1,5,3,20,9,18,0,8,0,7,124
COLPA BELGICA,atencion odontologica,primera consulta,2017-08-01,8,6,1,0,0,1,0,0,0,0,0,0,0,0,16
COLQUECHACA,atencion odontologica,primera consulta,2017-08-01,40,50,35,46,34,57,78,146,37,53,0,50,0,19,645
COLQUENCHA,atencion odontologica,primera consulta,2017-08-01,11,8,14,11,12,12,14,46,12,4,0,20,0,0,164
COLQUIRI,atencion odontologica,primera consulta,2017-08-01,17,23,101,94,7,15,35,38,14,12,0,11,0,1,368
COMANCHE,atencion odontologica,primera consulta,2017-08-01,4,6,12,11,2,8,3,8,7,4,0,3,0,4,72
COMARAPA,atencion odontologica,primera consulta,2017-08-01,44,47,3,9,2,13,8,38,5,5,0,17,0,9,200
COMBAYA,atencion odontologica,primera consulta,2017-08-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CONCEPCION,atencion odontologica,primera consulta,2017-08-01,21,23,20,36,5,5,4,19,2,3,0,15,0,1,154
COPACABANA,atencion odontologica,primera consulta,2017-08-01,9,7,9,7,5,6,5,16,5,1,0,4,0,3,77
CORIPATA,atencion odontologica,primera consulta,2017-08-01,5,8,10,3,3,4,9,11,1,1,0,2,0,7,64
CORO CORO,atencion odontologica,primera consulta,2017-08-01,4,4,34,33,0,4,2,8,4,8,0,2,0,2,105
COROICO,atencion odontologica,primera consulta,2017-08-01,0,0,0,1,0,0,4,4,1,2,0,0,0,0,12
CORQUE,atencion odontologica,primera consulta,2017-08-01,13,11,11,19,1,4,3,14,8,12,0,2,0,5,103
COTAGAITA,atencion odontologica,primera consulta,2017-08-01,47,44,54,64,11,18,59,77,16,33,0,9,0,4,436
COTOCA,atencion odontologica,primera consulta,2017-08-01,77,56,9,6,7,27,7,128,8,16,0,54,0,15,410
CRUZ DE MACHACAMARCA,atencion odontologica,primera consulta,2017-08-01,0,0,0,0,0,0,1,2,5,4,0,0,0,0,12
CUATRO CAÑADAS,atencion odontologica,primera consulta,2017-08-01,41,39,8,8,3,14,12,37,23,5,0,27,0,11,228
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,primera consulta,2017-08-01,4,1,2,0,4,0,2,3,2,2,0,0,0,0,20
CUEVO,atencion odontologica,primera consulta,2017-08-01,6,6,2,5,6,4,7,20,0,1,0,3,0,1,61
CULPINA,atencion odontologica,primera consulta,2017-08-01,27,17,13,8,5,32,21,80,10,10,0,54,0,4,281
CURAHUARA DE CARANGAS,atencion odontologica,primera consulta,2017-08-01,6,4,37,34,2,6,5,7,4,1,0,7,0,0,113
CURVA,atencion odontologica,primera consulta,2017-08-01,1,1,1,0,2,1,2,7,1,1,0,0,0,5,22
DESAGUADERO,atencion odontologica,primera consulta,2017-08-01,4,2,12,8,2,4,1,5,1,0,0,0,0,0,39
EL ALTO,atencion odontologica,primera consulta,2017-08-01,710,720,2097,2239,827,1146,257,923,86,93,0,562,0,178,9838
EL CHORO,atencion odontologica,primera consulta,2017-08-01,0,0,0,1,0,0,2,4,3,5,0,4,0,1,20
EL PUENTE(STC),atencion odontologica,primera consulta,2017-08-01,8,13,4,2,3,3,10,17,6,4,0,9,0,1,80
EL PUENTE(TJA),atencion odontologica,primera consulta,2017-08-01,10,6,32,17,13,25,34,74,13,17,0,1,0,1,243
EL TORNO,atencion odontologica,primera consulta,2017-08-01,126,100,240,213,105,92,81,151,81,79,0,62,0,23,1353
EL VILLAR,atencion odontologica,primera consulta,2017-08-01,0,0,2,4,1,2,3,12,3,2,0,3,0,1,33
ENTRE RIOS TRJ,atencion odontologica,primera consulta,2017-08-01,48,46,42,45,18,26,49,128,9,15,0,8,0,7,441
ENTRE RIOS CBBA,atencion odontologica,primera consulta,2017-08-01,32,33,14,12,3,12,10,23,7,3,0,8,0,8,165
ESCARA,atencion odontologica,primera consulta,2017-08-01,0,0,0,0,0,1,1,2,1,0,0,2,0,0,7
ESCOMA,atencion odontologica,primera consulta,2017-08-01,8,2,9,11,7,13,27,35,20,15,0,0,0,0,147
ESMERALDA,atencion odontologica,primera consulta,2017-08-01,0,1,0,0,1,0,4,2,0,1,0,0,0,0,9
EUCALIPTUS,atencion odontologica,primera consulta,2017-08-01,5,7,3,4,5,3,13,23,13,21,0,6,0,4,107
EXALTACION,atencion odontologica,primera consulta,2017-08-01,5,8,11,11,1,3,6,18,4,4,0,0,0,1,72
FERNANDEZ ALONSO,atencion odontologica,primera consulta,2017-08-01,15,21,47,55,17,15,5,28,12,8,0,5,0,4,232
FILADELFIA,atencion odontologica,primera consulta,2017-08-01,0,1,0,0,1,0,2,0,0,0,0,0,0,0,4
GENERAL SAAVEDRA,atencion odontologica,primera consulta,2017-08-01,13,12,4,1,0,9,0,23,4,1,0,14,0,6,87
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,primera consulta,2017-08-01,18,9,7,7,6,14,15,26,6,6,0,2,0,4,120
GUANAY,atencion odontologica,primera consulta,2017-08-01,18,16,52,44,1,2,0,13,0,2,0,3,0,2,153
GUAQUI,atencion odontologica,primera consulta,2017-08-01,23,14,13,8,8,12,11,30,12,29,0,2,0,2,164
GUAYARAMERIN,atencion odontologica,primera consulta,2017-08-01,37,39,22,29,27,46,29,94,9,2,0,114,0,5,453
GUTIERREZ,atencion odontologica,primera consulta,2017-08-01,45,38,44,41,31,43,39,116,17,24,0,41,0,24,503
HUACARETA,atencion odontologica,primera consulta,2017-08-01,5,12,2,7,0,14,3,26,6,0,0,21,0,3,99
HUACAYA (VILLA DE HUACAYA),atencion odontologica,primera consulta,2017-08-01,5,5,23,25,3,1,6,6,0,0,0,1,0,0,75
HUACHACALLA,atencion odontologica,primera consulta,2017-08-01,3,1,3,3,1,1,3,8,7,2,0,3,0,0,35
HUANUNI,atencion odontologica,primera consulta,2017-08-01,33,43,27,26,12,26,52,94,13,11,0,21,0,10,368
HUARACAJE,atencion odontologica,primera consulta,2017-08-01,0,1,2,5,2,1,4,7,2,2,0,0,0,1,27
HUARINA,atencion odontologica,primera consulta,2017-08-01,3,7,4,5,2,8,10,18,6,12,0,8,0,1,84
HUATAJATA,atencion odontologica,primera consulta,2017-08-01,3,1,1,4,0,2,6,12,4,6,0,1,0,2,42
HUAYLLAMARCA,atencion odontologica,primera consulta,2017-08-01,1,9,8,4,4,6,9,10,10,11,0,0,0,0,72
HUMANATA,atencion odontologica,primera consulta,2017-08-01,4,6,5,3,5,0,5,9,16,12,0,3,0,1,69
ICHOCA,atencion odontologica,primera consulta,2017-08-01,7,6,0,1,1,2,2,3,12,11,0,0,0,2,47
ICLA,atencion odontologica,primera consulta,2017-08-01,6,6,17,31,16,23,23,61,1,8,0,8,0,4,204
INCAHUASI,atencion odontologica,primera consulta,2017-08-01,16,6,28,22,7,17,9,82,5,3,0,63,0,2,260
INGAVI (HUMAITA),atencion odontologica,primera consulta,2017-08-01,0,0,26,29,0,0,1,2,0,0,0,0,0,1,59
INQUISIVI,atencion odontologica,primera consulta,2017-08-01,18,26,15,15,15,18,29,43,34,25,0,6,0,6,250
IRUPANA (VILLA DE LANZA),atencion odontologica,primera consulta,2017-08-01,21,22,35,31,6,7,16,31,27,19,0,2,0,3,220
IXIAMAS,atencion odontologica,primera consulta,2017-08-01,10,7,4,13,8,6,16,23,1,2,0,4,0,2,96
JESUS DE MACHACA,atencion odontologica,primera consulta,2017-08-01,13,4,9,6,5,13,10,20,11,21,0,7,0,18,137
LA ASUNTA,atencion odontologica,primera consulta,2017-08-01,49,43,14,31,16,32,24,78,5,4,0,30,0,25,351
LA GUARDIA,atencion odontologica,primera consulta,2017-08-01,181,185,31,38,25,63,31,92,36,29,0,74,0,50,835
LA PAZ,atencion odontologica,primera consulta,2017-08-01,798,768,355,381,163,267,751,1340,196,180,0,435,0,125,5759
LA RIVERA,atencion odontologica,primera consulta,2017-08-01,1,1,8,2,0,0,1,3,1,1,0,0,0,0,18
LAGUNILLAS,atencion odontologica,primera consulta,2017-08-01,1,2,3,4,2,3,7,12,0,1,0,2,0,2,39
LAJA,atencion odontologica,primera consulta,2017-08-01,27,19,15,24,19,40,34,67,11,13,0,11,0,7,287
LAS CARRERAS,atencion odontologica,primera consulta,2017-08-01,4,3,7,10,2,4,12,31,2,4,0,3,0,0,82
LICOMA PAMPA,atencion odontologica,primera consulta,2017-08-01,7,5,1,5,2,2,2,4,2,2,0,0,0,0,32
LLALLAGUA,atencion odontologica,primera consulta,2017-08-01,65,87,27,49,24,34,44,135,21,42,0,38,0,20,586
LLICA,atencion odontologica,primera consulta,2017-08-01,2,5,5,8,0,4,9,14,2,2,0,2,0,0,53
LORETO,atencion odontologica,primera consulta,2017-08-01,0,1,15,14,5,8,10,23,1,2,0,0,0,0,79
LURIBAY,atencion odontologica,primera consulta,2017-08-01,7,6,5,10,2,15,17,34,3,2,0,7,0,2,110
MACHACAMARCA,atencion odontologica,primera consulta,2017-08-01,11,7,11,12,2,4,10,21,7,5,0,8,0,2,100
MACHARETI,atencion odontologica,primera consulta,2017-08-01,12,13,14,13,5,8,10,55,4,2,0,13,0,3,152
MAGDALENA,atencion odontologica,primera consulta,2017-08-01,2,8,15,22,7,7,14,14,1,3,0,3,0,1,97
MAIRANA,atencion odontologica,primera consulta,2017-08-01,23,42,9,11,9,17,3,33,21,28,0,29,0,11,236
MALLA,atencion odontologica,primera consulta,2017-08-01,4,7,1,1,0,0,4,9,3,8,0,0,0,2,39
MAPIRI,atencion odontologica,primera consulta,2017-08-01,28,33,10,13,6,16,16,77,8,6,0,49,0,9,271
MECAPACA,atencion odontologica,primera consulta,2017-08-01,21,21,12,9,3,7,16,20,11,8,0,4,0,2,134
MINEROS,atencion odontologica,primera consulta,2017-08-01,18,16,4,5,1,5,0,15,2,4,0,3,0,7,80
MIZQUE,atencion odontologica,primera consulta,2017-08-01,23,15,18,12,6,20,21,54,18,19,0,10,0,20,236
MOCOMOCO,atencion odontologica,primera consulta,2017-08-01,8,8,62,47,12,14,16,27,9,8,0,4,0,5,220
MOJINETE,atencion odontologica,primera consulta,2017-08-01,0,0,5,0,1,1,1,3,0,0,0,0,0,0,11
