municipality,group,variable,month,Número de personas que recibieron orientación en,TOTAL
SAN PEDRO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-07-01,243,243
SAN PEDRO DE BUENA VISTA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-07-01,135,135
SAN PEDRO DE CURAHUARA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-07-01,5,5
SAN PEDRO DE TIQUINA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-07-01,31,31
SAN PEDRO(PND),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-07-01,3,3
SAN RAFAEL,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-07-01,132,132
SAN RAMON,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-07-01,58,58
SANTA ANA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-07-01,76,76
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-07-01,4959,4959
SANTA ROSA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-07-01,97,97
SANTA ROSA DEL SARA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-07-01,193,193
SANTIAGO DE CALLAPA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-07-01,2,2
SANTIAGO DE HUARI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-07-01,46,46
SANTIAGO DE MACHACA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-07-01,15,15
SANTIVAÑES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-07-01,17,17
SANTUARIO DE QUILLACAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-07-01,18,18
SAPAHAQUI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-07-01,7,7
SENA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-07-01,12,12
SICA SICA (VILLA AROMA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-07-01,61,61
SICAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-07-01,5,5
SIPE SIPE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-07-01,437,437
SOPACHUY,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-07-01,146,146
SORACACHI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-07-01,59,59
SORATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-07-01,120,120
SUCRE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-07-01,9561,9561
TACACHI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-07-01,5,5
TACACOMA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-07-01,74,74
TACOBAMBA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-07-01,4,4
TACOPAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-07-01,28,28
TAHUA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-07-01,1,1
TAPACARI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-07-01,323,323
TARABUCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-07-01,580,580
TARACO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-07-01,12,12
TARATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-07-01,4,4
TARIJA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-07-01,1246,1246
TARVITA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-07-01,448,448
TEOPONTE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-07-01,32,32
TIAWANACU,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-07-01,46,46
TINGUIPAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-07-01,69,69
TIPUANI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-07-01,27,27
TIQUIPAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-07-01,830,830
TIRAQUE (CBBA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-07-01,125,125
TITO YUPANQUI (PARQUIPUJIO),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-07-01,1,1
TOCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-07-01,128,128
TOLATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-07-01,14,14
TOLEDO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-07-01,35,35
TOMAVE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-07-01,57,57
TOMINA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-07-01,404,404
TORO TORO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-07-01,47,47
TOTORA(CBBA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-07-01,34,34
TOTORA(ORR),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-07-01,68,68
TRIGAL,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-07-01,2,2
TRINIDAD,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-07-01,761,761
TUPIZA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-07-01,169,169
TURCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-07-01,46,46
UMALA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-07-01,8,8
UNCIA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-07-01,95,95
URIONDO (A. CONCEPCION),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-07-01,190,190
URUBICHA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-07-01,62,62
UYUNI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-07-01,89,89
VACAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-07-01,59,59
VALLEGRANDE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-07-01,75,75
VIACHA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-07-01,100,100
VILA VILA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-07-01,18,18
VILLA MONTES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-07-01,406,406
VILLA NUEVA (LOMA ALTA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-07-01,9,9
VILLA RIVERO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-07-01,12,12
VILLA SERRANO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-07-01,183,183
VILLA TUNARI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-07-01,378,378
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-07-01,236,236
VILLAZON,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-07-01,143,143
VINTO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-07-01,179,179
VITICHI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-07-01,80,80
WARNES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-07-01,601,601
YACO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-07-01,34,34
YACUIBA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-07-01,902,902
YAMPARAEZ,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-07-01,196,196
YANACACHI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-07-01,6,6
YAPACANI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-07-01,165,165
YOCALLA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-07-01,10,10
YOTALA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-07-01,209,209
YUNCHARA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-07-01,49,49
ZUDAÑEZ,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-07-01,484,484
ACACIO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,10,10
ACHACACHI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,255,255
ACHOCALLA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,146,146
AIQUILE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,170,170
ALALAY,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,8,8
ALCALA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,78,78
ANCORAIMES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,162,162
ANDAMARCA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,20,20
ANTEQUERA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,13,13
ANZALDO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,49,49
APOLO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,47,47
ARAMPAMPA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,17,17
ARANI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,45,45
ARBIETO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,193,193
ARQUE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,79,79
ASCENCION DE GUARAYOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,130,130
ATOCHA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,153,153
AUCAPATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,17,17
AYATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,59,59
AYO AYO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,6,6
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,100,100
AZURDUY,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,216,216
BATALLAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,52,52
BAURES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,68,68
BELEN DE ANDAMARCA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,4,4
BELEN DE URMIRI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,16,16
BELLA FLOR,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,8,8
BERMEJO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,412,412
BETANZOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,77,77
BOLIVAR,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,70,70
BOLPEBRA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,28,28
BOYUIBE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,25,25
BUENA VISTA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,159,159
CABEZAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,115,115
CAIROMA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,21,21
"CAIZA ""D""","anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,47,47
CAJUATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,126,126
CALACOTO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,1,1
CALAMARCA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,7,7
CAMARGO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,253,253
CAMATAQUI (C. VILLA ABECIA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,88,88
CAMIRI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,134,134
CAPINOTA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,106,106
CAQUIAVIRI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,16,16
CARACOLLO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,117,117
CARANAVI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,463,463
CARANGAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,9,9
CARAPARI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,137,137
CARIPUYO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,19,19
CARMEN RIVERO TORREZ,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,8,8
CATACORA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,18,18
CHACARILLA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,7,7
CHALLAPATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,177,177
CHAQUI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,1,1
CHARAGUA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,105,105
CHARAÑA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,3,3
CHAYANTA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,41,41
CHIMORE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,56,56
CHIPAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,14,14
CHOQUE COTA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,10,10
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,27,27
CHUMA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,48,48
CLIZA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,126,126
COBIJA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,361,361
COCHABAMBA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,3210,3210
COIPASA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,5,5
COLCAPIRHUA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,314,314
"COLCHA ""K""","anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,20,20
COLLANA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,1,1
COLOMI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,75,75
COLPA BELGICA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,52,52
COLQUECHACA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,83,83
COLQUENCHA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,13,13
COLQUIRI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,114,114
COMANCHE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,3,3
COMARAPA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,86,86
CONCEPCION,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,42,42
COPACABANA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,55,55
CORIPATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,31,31
CORO CORO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,5,5
COROICO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,12,12
CORQUE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,77,77
COTAGAITA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,91,91
COTOCA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,297,297
CUATRO CAÑADAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,192,192
CUCHUMUELA (V. G. VILLARROEL),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,22,22
CUEVO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,7,7
CULPINA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,327,327
CURAHUARA DE CARANGAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,34,34
CURVA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,6,6
DESAGUADERO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,30,30
EL ALTO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,3562,3562
EL CHORO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,38,38
EL PUENTE(STC),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,134,134
EL PUENTE(TJA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,77,77
EL TORNO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,222,222
EL VILLAR,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,110,110
ENTRE RIOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,54,54
ENTRE RIOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,152,152
ESCARA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,2,2
EUCALIPTUS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,29,29
EUREKA (SANTOS MERCADO),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,8,8
EXALTACION,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,6,6
FERNANDEZ ALONSO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,134,134
FILADELFIA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,17,17
GENERAL SAAVEDRA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,274,274
GRAL. J.J. PEREZ (CHARAZANI),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,35,35
GUANAY,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,30,30
GUAQUI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,56,56
GUAYARAMERIN,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,742,742
GUTIERREZ,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,14,14
HUACARETA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,178,178
HUACAYA (VILLA DE HUACAYA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,84,84
HUACHACALLA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,6,6
HUANUNI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,150,150
HUARACAJE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,47,47
HUAYLLAMARCA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,33,33
ICHOCA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,18,18
ICLA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,313,313
INCAHUASI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,561,561
INQUISIVI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,71,71
IRUPANA (VILLA DE LANZA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,35,35
IXIAMAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,20,20
JESUS DE MACHACA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,46,46
LA ASUNTA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,51,51
LA GUARDIA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,458,458
LA PAZ,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,3813,3813
LA RIVERA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,2,2
LAGUNILLAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,37,37
LAJA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,85,85
LAS CARRERAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,62,62
LICOMA PAMPA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,27,27
LLALLAGUA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,74,74
LLICA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,13,13
LORETO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion en,2008-08-01,37,37
