municipality,group,variable,month,Mujeres con muestra de PAP tomada,TOTAL
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-06-01,31,31
VILLAZON,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-06-01,58,58
VINTO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-06-01,121,121
VITICHI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-06-01,86,86
WARNES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-06-01,156,156
YACUIBA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-06-01,137,137
YAMPARAEZ,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-06-01,20,20
YAPACANI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-06-01,77,77
YOCALLA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-06-01,3,3
YOTALA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-06-01,12,12
YUNCHARA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-06-01,7,7
ZUDAÑEZ,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-06-01,2,2
ACACIO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,2,2
ACHACACHI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,35,35
ACHOCALLA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,3,3
AIQUILE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,25,25
ALALAY,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,1,1
ALCALA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,9,9
ANCORAIMES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,11,11
ANTEQUERA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,2,2
ANZALDO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,5,5
APOLO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,1,1
ARAMPAMPA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,25,25
ARANI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,20,20
ARBIETO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,20,20
ARQUE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,1,1
ASCENCION DE GUARAYOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,72,72
ATOCHA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,17,17
AYATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,7,7
AYO AYO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,12,12
AZURDUY,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,57,57
BATALLAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,12,12
BELEN DE ANDAMARCA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,1,1
BELEN DE URMIRI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,1,1
BERMEJO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,39,39
BETANZOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,2,2
BOLPEBRA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,9,9
BOYUIBE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,14,14
BUENA VISTA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,32,32
CABEZAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,10,10
"CAIZA ""D""","anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,11,11
CAJUATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,2,2
CALAMARCA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,5,5
CAMARGO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,63,63
CAMIRI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,36,36
CAPINOTA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,39,39
CAQUIAVIRI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,1,1
CARACOLLO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,2,2
CARANAVI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,122,122
CARAPARI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,16,16
CARIPUYO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,1,1
CATACORA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,1,1
CHALLAPATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,17,17
CHARAGUA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,3,3
CHIMORE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,23,23
CHOQUE COTA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,1,1
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,7,7
CLIZA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,117,117
COBIJA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,75,75
COCHABAMBA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,4071,4071
COLCAPIRHUA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,111,111
COLOMI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,37,37
COLPA BELGICA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,24,24
COLQUECHACA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,1,1
COLQUENCHA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,3,3
COMARAPA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,56,56
COPACABANA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,2,2
CORIPATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,17,17
CORO CORO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,3,3
COROICO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,54,54
CORQUE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,5,5
COTAGAITA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,28,28
COTOCA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,178,178
CUATRO CAÑADAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,94,94
CUCHUMUELA (V. G. VILLARROEL),"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,1,1
CULPINA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,50,50
CURAHUARA DE CARANGAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,1,1
DESAGUADERO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,9,9
EL ALTO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,2856,2856
EL CHORO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,5,5
EL PUENTE(STC),"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,12,12
EL PUENTE(TJA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,54,54
EL TORNO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,227,227
EL VILLAR,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,2,2
ENTRE RIOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,29,29
ENTRE RIOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,87,87
EUCALIPTUS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,8,8
FERNANDEZ ALONSO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,58,58
GENERAL SAAVEDRA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,29,29
GRAL. J.J. PEREZ (CHARAZANI),"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,5,5
GUANAY,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,30,30
GUAQUI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,7,7
GUAYARAMERIN,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,120,120
GUTIERREZ,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,1,1
HUACARETA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,12,12
HUACAYA (VILLA DE HUACAYA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,8,8
HUACHACALLA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,5,5
HUANUNI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,58,58
HUAYLLAMARCA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,5,5
ICLA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,38,38
INCAHUASI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,4,4
INQUISIVI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,1,1
IRUPANA (VILLA DE LANZA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,2,2
IXIAMAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,17,17
JESUS DE MACHACA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,19,19
LA ASUNTA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,15,15
LA GUARDIA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,308,308
LA PAZ,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,5659,5659
LA RIVERA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,25,25
LAGUNILLAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,10,10
LAJA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,18,18
LAS CARRERAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,60,60
LICOMA PAMPA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,6,6
LLALLAGUA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,3,3
LURIBAY,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,12,12
MACHACAMARCA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,2,2
MACHARETI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,96,96
MAIRANA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,27,27
MAPIRI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,32,32
MECAPACA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,2,2
MINEROS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,50,50
MIZQUE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,19,19
MOCOMOCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,8,8
MOJOCOYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,19,19
MONTEAGUDO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,102,102
MONTERO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,229,229
MORO MORO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,7,7
MOROCHATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,17,17
NACEBE (SANTA ROSA DEL ABUNA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,36,36
OCURI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,1,1
OKINAWA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,33,33
OMEREQUE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,9,9
ORURO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,616,616
PADCAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,11,11
PADILLA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,21,21
PAILON,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,91,91
PALCA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,19,19
PALOS BLANCOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,41,41
PAMPA GRANDE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,21,21
PASORAPA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,1,1
PATACAMAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,52,52
PAZÑA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,5,5
POCONA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,34,34
POJO (CBBA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,57,57
POOPO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,2,2
POROMA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,40,40
PORONGO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,43,43
PORTACHUELO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,172,172
POSTRER VALLE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,5,5
POTOSI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,357,357
PRESTO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,5,5
PUCARA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,11,11
PUCARANI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,36,36
PUERTO ACOSTA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,13,13
PUERTO CARABUCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,8,8
PUERTO PEREZ,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,2,2
PUERTO QUIJARRO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,30,30
PUERTO RICO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,5,5
PUERTO SUAREZ,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,17,17
PUERTO VILLARROEL,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,86,86
PUNA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,8,8
PUNATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,95,95
QUILLACOLLO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,205,205
QUIME,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,3,3
QUIRUSILLAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,9,9
RAVELO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,9,9
RIBERALTA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,107,107
ROBORE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,9,9
RURRENABAQUE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,2,2
SACABA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,280,280
SACABAMBA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,3,3
SACACA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,205,205
SAIPINA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,18,18
SALINAS DE GARCI MENDOZA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,1,1
SAMAIPATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,15,15
SAN AGUSTIN,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,1,1
SAN ANDRES DE MACHACA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,2,2
SAN ANTONIO DE LOMERIO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,9,9
SAN BENITO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,12,12
SAN BORJA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,19,19
SAN BUENA VENTURA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,33,33
SAN CARLOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,73,73
SAN IGNACIO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,29,29
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,131,131
SAN JAVIER(STC),"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,29,29
SAN JOAQUIN,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,67,67
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,34,34
SAN JUAN DE YAPACANI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,64,64
SAN JULIAN,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,120,120
SAN LORENZO(TJA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,40,40
SAN LUCAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,37,37
SAN MATIAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,23,23
SAN MIGUEL DE VELASCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,43,43
SAN PEDRO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,74,74
SAN PEDRO DE BUENA VISTA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,19,19
SAN PEDRO DE TIQUINA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,1,1
SAN RAFAEL,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,10,10
SAN RAMON,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,23,23
SANTA ANA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,5,5
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,3788,3788
SANTA ROSA DEL SARA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,40,40
SANTIAGO DE HUARI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,6,6
SANTIVAÑES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,3,3
SANTUARIO DE QUILLACAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,20,20
SICA SICA (VILLA AROMA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,13,13
SIPE SIPE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,83,83
SOPACHUY,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,31,31
SORATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,8,8
SUCRE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,1694,1694
TACOPAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,8,8
TAPACARI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,46,46
TARABUCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,50,50
TARACO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,3,3
TARATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,8,8
TARIJA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,945,945
TARVITA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,23,23
TEOPONTE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,2,2
TIAWANACU,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,10,10
TINGUIPAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2008-07-01,7,7
