,group,variable,month,L 21.1 MUJERES DE 10 A 49 AÑOS 1RA DOSIS DE DT CANTIDAD,L 21.1 MUJERES DE 10 A 49 AÑOS 1RA DOSIS DE DT CANTIDAD,TOTALES,TOTALES,TOTALES
TOCO,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-07-01,9,21,9,21,30
TOLATA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-07-01,2,5,2,5,7
TOLEDO,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-07-01,7,26,7,26,33
TOMAVE,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-07-01,16,8,16,8,24
TOMINA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-07-01,10,61,10,61,71
TORO TORO,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-07-01,13,9,13,9,22
TOTORA(CBBA),otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-07-01,21,2,21,2,23
TOTORA(ORR),otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-07-01,8,5,8,5,13
TRIGAL,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-07-01,1,3,1,3,4
TRINIDAD,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-07-01,290,78,290,78,368
TUPIZA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-07-01,67,32,67,32,99
TURCO,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-07-01,0,28,0,28,28
UMALA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-07-01,3,22,3,22,25
UNCIA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-07-01,22,13,22,13,35
URIONDO (A. CONCEPCION),otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-07-01,34,93,34,93,127
URUBICHA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-07-01,2,28,2,28,30
UYUNI,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-07-01,39,0,39,0,39
VACAS,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-07-01,31,3,31,3,34
VALLEGRANDE,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-07-01,48,5,48,5,53
VIACHA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-07-01,89,184,89,184,273
VILA VILA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-07-01,3,33,3,33,36
VILLA CHARCAS,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-07-01,8,18,8,18,26
VILLA MONTES,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-07-01,91,29,91,29,120
VILLA NUEVA (LOMA ALTA),otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-07-01,6,10,6,10,16
VILLA RIVERO,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-07-01,17,10,17,10,27
VILLA SERRANO,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-07-01,2,4,2,4,6
VILLA TUNARI,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-07-01,137,195,137,195,332
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-07-01,23,11,23,11,34
VILLAZON,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-07-01,146,78,146,78,224
VINTO,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-07-01,165,50,165,50,215
VITICHI,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-07-01,23,12,23,12,35
WARNES,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-07-01,178,224,178,224,402
YACO,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-07-01,1,5,1,5,6
YACUIBA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-07-01,188,10,188,10,198
YAMPARAEZ,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-07-01,2,0,2,0,2
YANACACHI,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-07-01,6,0,6,0,6
YAPACANI,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-07-01,3,9,3,9,12
YOCALLA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-07-01,10,1,10,1,11
YOTALA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-07-01,3,2,3,2,5
YUNCHARA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-07-01,1,4,1,4,5
YUNGUYO DE LITORAL,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-07-01,1,1,1,1,2
ZUDAÑEZ,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-07-01,12,9,12,9,21
ACACIO,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,10,21,10,21,31
ACHACACHI,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,81,237,81,237,318
ACHOCALLA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,7,12,7,12,19
AIQUILE,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,17,17,17,17,34
ALALAY,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,0,3,0,3,3
ALCALA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,1,4,1,4,5
ALTO BENI,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,15,83,15,83,98
ANCORAIMES,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,27,1,27,1,28
ANDAMARCA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,3,19,3,19,22
ANTEQUERA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,2,13,2,13,15
ANZALDO,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,1,40,1,40,41
APOLO,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,9,276,9,276,285
ARAMPAMPA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,18,48,18,48,66
ARANI,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,88,115,88,115,203
ARBIETO,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,3,127,3,127,130
ARQUE,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,19,121,19,121,140
ASCENCION DE GUARAYOS,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,76,18,76,18,94
ATOCHA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,12,12,12,12,24
AUCAPATA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,0,69,0,69,69
AYATA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,17,23,17,23,40
AYO AYO,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,16,97,16,97,113
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,17,62,17,62,79
AZURDUY,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,5,13,5,13,18
BATALLAS,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,23,54,23,54,77
BAURES,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,20,14,20,14,34
BELEN DE ANDAMARCA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,0,5,0,5,5
BELEN DE URMIRI,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,0,1,0,1,1
BELLA FLOR,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,0,92,0,92,92
BERMEJO,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,121,127,121,127,248
BETANZOS,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,324,493,324,493,817
BOLIVAR,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,2,10,2,10,12
BOLPEBRA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,0,6,0,6,6
BOYUIBE,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,3,0,3,0,3
BUENA VISTA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,27,7,27,7,34
CABEZAS,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,21,54,21,54,75
CAIROMA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,1,0,1,0,1
"CAIZA ""D""",otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,30,9,30,9,39
CAJUATA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,2,3,2,3,5
CALACOTO,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,16,47,16,47,63
CALAMARCA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,6,98,6,98,104
CAMARGO,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,39,474,39,474,513
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,1,4,1,4,5
CAMIRI,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,66,81,66,81,147
CAPINOTA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,31,60,31,60,91
CAQUIAVIRI,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,9,10,9,10,19
CARACOLLO,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,4,62,4,62,66
CARANAVI,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,70,105,70,105,175
CARANGAS,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,2,2,2,2,4
CARAPARI,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,41,2,41,2,43
CARIPUYO,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,2,21,2,21,23
CARMEN RIVERO TORREZ,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,9,0,9,0,9
CATACORA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,0,1,0,1,1
CHALLAPATA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,37,29,37,29,66
CHAQUI,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,10,9,10,9,19
CHARAGUA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,17,31,17,31,48
CHARAÑA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,1,5,1,5,6
CHAYANTA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,60,73,60,73,133
CHIMORE,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,36,21,36,21,57
CHIPAYA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,2,0,2,0,2
CHOQUE COTA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,0,24,0,24,24
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,7,128,7,128,135
CHUMA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,52,3,52,3,55
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,2,14,2,14,16
CKOCHAS,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,27,63,27,63,90
CLIZA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,36,83,36,83,119
COBIJA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,154,99,154,99,253
COCAPATA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,16,18,16,18,34
COCHABAMBA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,793,1541,793,1541,2334
COIPASA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,1,2,1,2,3
COLCAPIRHUA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,36,47,36,47,83
"COLCHA ""K""",otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,49,0,49,0,49
COLLANA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,1,20,1,20,21
COLOMI,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,29,67,29,67,96
COLPA BELGICA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,14,0,14,0,14
COLQUECHACA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,28,76,28,76,104
COLQUENCHA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,25,152,25,152,177
COLQUIRI,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,14,25,14,25,39
COMANCHE,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,2,0,2,0,2
COMARAPA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,9,15,9,15,24
COMBAYA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,0,26,0,26,26
CONCEPCION,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,28,201,28,201,229
COPACABANA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,1,8,1,8,9
CORIPATA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,17,6,17,6,23
CORO CORO,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,5,10,5,10,15
COROICO,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,30,48,30,48,78
CORQUE,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,2,72,2,72,74
COTAGAITA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,7,40,7,40,47
COTOCA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,125,149,125,149,274
CRUZ DE MACHACAMARCA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,0,11,0,11,11
CUATRO CAÑADAS,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,23,319,23,319,342
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,4,5,4,5,9
CUEVO,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,4,1,4,1,5
CULPINA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,44,26,44,26,70
CURAHUARA DE CARANGAS,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,7,3,7,3,10
CURVA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,0,4,0,4,4
DESAGUADERO,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,2,0,2,0,2
EL ALTO,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,1708,5293,1708,5293,7001
EL CHORO,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,1,2,1,2,3
EL PUENTE(STC),otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,10,18,10,18,28
EL PUENTE(TJA),otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,10,123,10,123,133
EL TORNO,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,70,121,70,121,191
ENTRE RIOS TRJ,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,13,12,13,12,25
ENTRE RIOS CBBA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,63,270,63,270,333
ESCOMA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,19,44,19,44,63
EUCALIPTUS,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,3,0,3,0,3
EUREKA (SANTOS MERCADO),otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,0,4,0,4,4
FERNANDEZ ALONSO,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,19,9,19,9,28
FILADELFIA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,4,7,4,7,11
GENERAL SAAVEDRA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,18,58,18,58,76
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,14,5,14,5,19
GUANAY,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,30,4,30,4,34
GUAQUI,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,5,12,5,12,17
GUAYARAMERIN,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,106,142,106,142,248
GUTIERREZ,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,13,61,13,61,74
HUACARETA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,10,15,10,15,25
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,0,1,0,1,1
HUACHACALLA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,1,0,1,0,1
HUANUNI,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,20,49,20,49,69
HUARACAJE,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,10,0,10,0,10
HUARINA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,5,209,5,209,214
HUAYLLAMARCA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,11,17,11,17,28
HUMANATA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,9,0,9,0,9
ICHOCA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,0,7,0,7,7
ICLA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,24,4,24,4,28
INCAHUASI,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,2,8,2,8,10
INQUISIVI,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,2,27,2,27,29
IRUPANA (VILLA DE LANZA),otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,0,13,0,13,13
IXIAMAS,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,27,34,27,34,61
JESUS DE MACHACA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,16,3,16,3,19
LA ASUNTA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,47,50,47,50,97
LA GUARDIA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,67,89,67,89,156
LA PAZ,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,1075,1328,1075,1328,2403
LAGUNILLAS,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,8,5,8,5,13
LAJA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,57,73,57,73,130
LAS CARRERAS,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,0,45,0,45,45
LICOMA PAMPA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,2,0,2,0,2
LLALLAGUA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,44,128,44,128,172
LLICA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,2,0,2,0,2
LORETO,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,0,28,0,28,28
LURIBAY,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,14,80,14,80,94
MACHACAMARCA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,5,9,5,9,14
MACHARETI,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,3,0,3,0,3
MAGDALENA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,6,8,6,8,14
MAIRANA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,5,4,5,4,9
MALLA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,0,10,0,10,10
MAPIRI,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,35,14,35,14,49
MECAPACA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,5,8,5,8,13
MINEROS,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,29,18,29,18,47
MIZQUE,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,56,144,56,144,200
MOCOMOCO,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,6,54,6,54,60
MOJOCOYA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,5,19,5,19,24
MONTEAGUDO,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,26,65,26,65,91
MONTERO,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,303,328,303,328,631
MORO MORO,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,1,0,1,0,1
MOROCHATA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,34,47,34,47,81
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,5,8,5,8,13
NAZACARA DE PACAJES,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,1,0,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,9,1,9,1,10
OCURI,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,39,217,39,217,256
OKINAWA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,22,11,22,11,33
OMEREQUE,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,3,13,3,13,16
ORURO,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,434,355,434,355,789
PADCAYA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,24,52,24,52,76
PADILLA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,2,52,2,52,54
PAILON,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,23,38,23,38,61
PALCA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,17,82,17,82,99
PALOS BLANCOS,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,41,116,41,116,157
PAMPA GRANDE,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-08-01,6,7,6,7,13
