,group,variable,month,L 21.3 MUJERES DE 10 A 49 AÑOS 3RA DOSIS DE DT CANTIDAD,L 21.3 MUJERES DE 10 A 49 AÑOS 3RA DOSIS DE DT CANTIDAD,TOTALES,TOTALES,TOTALES
"COLCHA ""K""",otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,3,8,3,8,11
COLOMI,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,9,13,9,13,22
COLPA BELGICA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,3,2,3,2,5
COLQUECHACA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,2,7,2,7,9
COLQUENCHA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,1,0,1,0,1
COLQUIRI,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,4,10,4,10,14
COMANCHE,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,2,0,2,0,2
COMARAPA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,12,5,12,5,17
CONCEPCION,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,6,32,6,32,38
CORIPATA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,2,1,2,1,3
CORO CORO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,2,1,2,1,3
COROICO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,7,0,7,0,7
CORQUE,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,0,2,0,2,2
COTAGAITA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,31,4,31,4,35
COTOCA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,46,76,46,76,122
CUATRO CAÑADAS,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,2,16,2,16,18
CUEVO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,2,0,2,0,2
CULPINA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,6,2,6,2,8
CURAHUARA DE CARANGAS,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,0,1,0,1,1
EL ALTO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,610,516,610,516,1126
EL PUENTE(STC),otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,11,1,11,1,12
EL PUENTE(TJA),otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,2,24,2,24,26
EL TORNO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,37,18,37,18,55
ENTRE RIOS TRJ,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,6,2,6,2,8
ENTRE RIOS CBBA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,17,8,17,8,25
ESCOMA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,1,1,1,1,2
EUREKA (SANTOS MERCADO),otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,1,0,1,0,1
EXALTACION,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,0,1,0,1,1
FERNANDEZ ALONSO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,4,4,4,4,8
FILADELFIA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,0,3,0,3,3
GENERAL SAAVEDRA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,7,3,7,3,10
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,0,1,0,1,1
GUANAY,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,6,20,6,20,26
GUAYARAMERIN,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,26,12,26,12,38
GUTIERREZ,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,0,73,0,73,73
HUACARETA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,6,6,6,6,12
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,1,2,1,2,3
HUANUNI,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,5,6,5,6,11
HUARACAJE,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,1,1,1,1,2
HUARINA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,2,0,2,0,2
HUAYLLAMARCA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,0,1,0,1,1
ICHOCA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,0,1,0,1,1
ICLA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,0,1,0,1,1
INCAHUASI,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,4,1,4,1,5
INGAVI (HUMAITA),otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,0,2,0,2,2
IRUPANA (VILLA DE LANZA),otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,1,0,1,0,1
IXIAMAS,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,1,0,1,0,1
JESUS DE MACHACA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,1,0,1,0,1
LA ASUNTA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,6,21,6,21,27
LA GUARDIA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,78,59,78,59,137
LA PAZ,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,373,199,373,199,572
LAGUNILLAS,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,3,3,3,3,6
LAS CARRERAS,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,64,0,64,0,64
LLALLAGUA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,3,24,3,24,27
LORETO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,18,2,18,2,20
LURIBAY,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,3,0,3,0,3
MACHACAMARCA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,0,6,0,6,6
MACHARETI,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,5,4,5,4,9
MAGDALENA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,3,2,3,2,5
MAIRANA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,2,1,2,1,3
MAPIRI,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,10,0,10,0,10
MECAPACA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,1,0,1,0,1
MINEROS,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,11,1,11,1,12
MIZQUE,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,12,4,12,4,16
MOJOCOYA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,1,0,1,0,1
MONTEAGUDO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,9,18,9,18,27
MONTERO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,91,107,91,107,198
MORO MORO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,0,1,0,1,1
MOROCHATA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,3,1,3,1,4
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,1,1,1,1,2
OCURI,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,0,3,0,3,3
OKINAWA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,5,6,5,6,11
OMEREQUE,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,2,10,2,10,12
ORURO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,110,51,110,51,161
PADCAYA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,12,2,12,2,14
PADILLA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,1,3,1,3,4
PAILON,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,8,37,8,37,45
PALCA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,3,7,3,7,10
PALOS BLANCOS,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,3,16,3,16,19
PAMPA GRANDE,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,7,0,7,0,7
PASORAPA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,0,3,0,3,3
PAZÑA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,2,4,2,4,6
PELECHUCO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,0,1,0,1,1
POCOATA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,1,14,1,14,15
POCONA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,7,15,7,15,22
POJO (CBBA),otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,9,10,9,10,19
POOPO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,2,2,2,2,4
POROMA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,1,2,1,2,3
PORONGO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,2,22,2,22,24
PORTACHUELO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,7,0,7,0,7
POTOSI,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,56,2,56,2,58
PUCARA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,2,0,2,0,2
PUCARANI,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,4,18,4,18,22
PUERTO GONZALO MORENO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,2,0,2,0,2
PUERTO PEREZ,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,2,3,2,3,5
PUERTO QUIJARRO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,0,3,0,3,3
PUERTO RICO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,3,1,3,1,4
PUERTO SILES,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,0,1,0,1,1
PUERTO VILLARROEL,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,36,39,36,39,75
PUNA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,3,5,3,5,8
PUNATA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,18,3,18,3,21
QUILLACOLLO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,21,28,21,28,49
REYES,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,0,1,0,1,1
RIBERALTA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,24,12,24,12,36
ROBORE,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,5,5,5,5,10
RURRENABAQUE,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,1,14,1,14,15
SABAYA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,1,0,1,0,1
SACABA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,97,327,97,327,424
SACACA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,3,17,3,17,20
SAIPINA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,7,2,7,2,9
SALINAS DE GARCI MENDOZA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,4,2,4,2,6
SAMAIPATA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,9,5,9,5,14
SAN ANDRES,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,31,47,31,47,78
SAN ANTONIO DE ESMORUCO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,0,16,0,16,16
SAN ANTONIO DE LOMERIO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,1,3,1,3,4
SAN BENITO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,3,8,3,8,11
SAN BORJA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,20,6,20,6,26
SAN CARLOS,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,9,6,9,6,15
SAN IGNACIO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,17,52,17,52,69
SAN IGNACIO DE VELASCO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,23,30,23,30,53
SAN JAVIER(BNI),otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,3,9,3,9,12
SAN JAVIER(STC),otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,8,2,8,2,10
SAN JOAQUIN,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,1,0,1,0,1
SAN JOSE DE CHIQUITOS,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,26,4,26,4,30
SAN JUAN DE YAPACANI,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,3,1,3,1,4
SAN JULIAN,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,21,31,21,31,52
SAN LORENZO(PND),otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,4,4,4,4,8
SAN LORENZO(TJA),otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,12,9,12,9,21
SAN LUCAS,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,14,23,14,23,37
SAN MATIAS,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,9,37,9,37,46
SAN MIGUEL DE VELASCO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,16,0,16,0,16
SAN PEDRO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,6,2,6,2,8
SAN PEDRO DE BUENA VISTA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,9,16,9,16,25
SAN PEDRO DE TIQUINA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,0,5,0,5,5
SAN PEDRO(PND),otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,0,4,0,4,4
SAN RAFAEL,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,1,0,1,0,1
SAN RAMON SCZ,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,6,5,6,5,11
SANTA ANA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,3,0,3,0,3
SANTA CRUZ DE LA SIERRA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,937,311,937,311,1248
SANTA ROSA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,7,169,7,169,176
SANTA ROSA DEL SARA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,4,7,4,7,11
SANTIAGO DE HUARI,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,3,0,3,0,3
SANTIAGO DE MACHACA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,0,1,0,1,1
SANTIVAÑES,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,1,0,1,0,1
SANTUARIO DE QUILLACAS,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,1,1,1,1,2
SENA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,1,9,1,9,10
SHINAOTA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,4,7,4,7,11
SICA SICA (VILLA AROMA),otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,3,2,3,2,5
SICAYA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,1,24,1,24,25
SIPE SIPE,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,10,13,10,13,23
SOPACHUY,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,0,3,0,3,3
SORACACHI,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,2,5,2,5,7
SORATA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,0,6,0,6,6
SUCRE,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,67,112,67,112,179
TACACOMA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,2,3,2,3,5
TACOPAYA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,2,0,2,0,2
TAPACARI,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,7,0,7,0,7
TARABUCO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,22,10,22,10,32
TARATA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,2,7,2,7,9
TARIJA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,92,97,92,97,189
TARVITA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,74,10,74,10,84
TEOPONTE,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,2,2,2,2,4
TIAWANACU,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,1,46,1,46,47
TINGUIPAYA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,1,3,1,3,4
TIPUANI,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,3,0,3,0,3
TIQUIPAYA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,12,4,12,4,16
TIRAQUE (CBBA),otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,6,0,6,0,6
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,0,1,0,1,1
TOCO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,0,13,0,13,13
TOLATA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,2,4,2,4,6
TOLEDO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,1,4,1,4,5
TOMAVE,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,1,2,1,2,3
TOMINA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,0,3,0,3,3
TORO TORO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,0,4,0,4,4
TOTORA(CBBA),otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,6,3,6,3,9
TOTORA(ORR),otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,1,0,1,0,1
TRINIDAD,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,64,12,64,12,76
TUPIZA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,16,7,16,7,23
UNCIA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,1,0,1,0,1
URIONDO (A. CONCEPCION),otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,7,1,7,1,8
URUBICHA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,6,0,6,0,6
VACAS,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,3,1,3,1,4
VALLEGRANDE,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,7,2,7,2,9
VIACHA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,24,5,24,5,29
VILA VILA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,2,0,2,0,2
VILLA CHARCAS,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,2,4,2,4,6
VILLA MONTES,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,7,12,7,12,19
VILLA NUEVA (LOMA ALTA),otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,0,2,0,2,2
VILLA SERRANO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,1,0,1,0,1
VILLA TUNARI,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,39,105,39,105,144
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,0,6,0,6,6
VILLAZON,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,21,30,21,30,51
VINTO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,34,0,34,0,34
WARNES,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,44,39,44,39,83
YACO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,1,6,1,6,7
YACUIBA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,8,1,8,1,9
YAMPARAEZ,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,3,3,3,3,6
YANACACHI,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,1,1,1,1,2
YAPACANI,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,15,62,15,62,77
YOTALA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,1,43,1,43,44
YUNCHARA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,4,1,4,1,5
ZUDAÑEZ,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-07-01,1,2,1,2,3
ACACIO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-08-01,0,3,0,3,3
ACHACACHI,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-08-01,0,2,0,2,2
ACHOCALLA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-08-01,2,2,2,2,4
AIQUILE,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-08-01,1,2,1,2,3
ALCALA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-08-01,0,2,0,2,2
ALTO BENI,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-08-01,1,0,1,0,1
ANCORAIMES,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-08-01,4,0,4,0,4
