,group,variable,month,L 21.9 ANTIRRÁBICA EN HUMANO CANTIDAD,L 21.9 ANTIRRÁBICA EN HUMANO CANTIDAD,TOTALES,TOTALES,TOTALES
VALLEGRANDE,otras vacunaciones,l 21.9       antirrabica en humano,2012-08-01,28,0,28,0,28
VIACHA,otras vacunaciones,l 21.9       antirrabica en humano,2012-08-01,16,8,16,8,24
VILLA MONTES,otras vacunaciones,l 21.9       antirrabica en humano,2012-08-01,31,0,31,0,31
VILLAZON,otras vacunaciones,l 21.9       antirrabica en humano,2012-08-01,2,0,2,0,2
WARNES,otras vacunaciones,l 21.9       antirrabica en humano,2012-08-01,53,0,53,0,53
YACUIBA,otras vacunaciones,l 21.9       antirrabica en humano,2012-08-01,52,0,52,0,52
YAPACANI,otras vacunaciones,l 21.9       antirrabica en humano,2012-08-01,28,0,28,0,28
YOTALA,otras vacunaciones,l 21.9       antirrabica en humano,2012-08-01,6,0,6,0,6
ACHACACHI,otras vacunaciones,l 21.9       antirrabica en humano,2012-09-01,7,0,7,0,7
AIQUILE,otras vacunaciones,l 21.9       antirrabica en humano,2012-09-01,1,0,1,0,1
ANCORAIMES,otras vacunaciones,l 21.9       antirrabica en humano,2012-09-01,3,0,3,0,3
ASCENCION DE GUARAYOS,otras vacunaciones,l 21.9       antirrabica en humano,2012-09-01,5,0,5,0,5
BATALLAS,otras vacunaciones,l 21.9       antirrabica en humano,2012-09-01,1,0,1,0,1
BERMEJO,otras vacunaciones,l 21.9       antirrabica en humano,2012-09-01,9,9,9,9,18
CALACOTO,otras vacunaciones,l 21.9       antirrabica en humano,2012-09-01,0,21,0,21,21
CALAMARCA,otras vacunaciones,l 21.9       antirrabica en humano,2012-09-01,6,0,6,0,6
CAMIRI,otras vacunaciones,l 21.9       antirrabica en humano,2012-09-01,11,0,11,0,11
CARANAVI,otras vacunaciones,l 21.9       antirrabica en humano,2012-09-01,32,0,32,0,32
CARAPARI,otras vacunaciones,l 21.9       antirrabica en humano,2012-09-01,5,0,5,0,5
CHALLAPATA,otras vacunaciones,l 21.9       antirrabica en humano,2012-09-01,4,0,4,0,4
CHIMORE,otras vacunaciones,l 21.9       antirrabica en humano,2012-09-01,3,0,3,0,3
COCHABAMBA,otras vacunaciones,l 21.9       antirrabica en humano,2012-09-01,320,0,320,0,320
COLCAPIRHUA,otras vacunaciones,l 21.9       antirrabica en humano,2012-09-01,2,0,2,0,2
COMARAPA,otras vacunaciones,l 21.9       antirrabica en humano,2012-09-01,16,0,16,0,16
COPACABANA,otras vacunaciones,l 21.9       antirrabica en humano,2012-09-01,3,0,3,0,3
COROICO,otras vacunaciones,l 21.9       antirrabica en humano,2012-09-01,1,0,1,0,1
COTOCA,otras vacunaciones,l 21.9       antirrabica en humano,2012-09-01,131,34,131,34,165
CUATRO CAÑADAS,otras vacunaciones,l 21.9       antirrabica en humano,2012-09-01,27,0,27,0,27
EL ALTO,otras vacunaciones,l 21.9       antirrabica en humano,2012-09-01,623,0,623,0,623
EL TORNO,otras vacunaciones,l 21.9       antirrabica en humano,2012-09-01,108,0,108,0,108
ESCOMA,otras vacunaciones,l 21.9       antirrabica en humano,2012-09-01,10,0,10,0,10
FERNANDEZ ALONSO,otras vacunaciones,l 21.9       antirrabica en humano,2012-09-01,5,0,5,0,5
HUANUNI,otras vacunaciones,l 21.9       antirrabica en humano,2012-09-01,5,0,5,0,5
LA GUARDIA,otras vacunaciones,l 21.9       antirrabica en humano,2012-09-01,335,2,335,2,337
LA PAZ,otras vacunaciones,l 21.9       antirrabica en humano,2012-09-01,440,0,440,0,440
MAIRANA,otras vacunaciones,l 21.9       antirrabica en humano,2012-09-01,11,0,11,0,11
MINEROS,otras vacunaciones,l 21.9       antirrabica en humano,2012-09-01,7,0,7,0,7
MONTERO,otras vacunaciones,l 21.9       antirrabica en humano,2012-09-01,93,0,93,0,93
OCURI,otras vacunaciones,l 21.9       antirrabica en humano,2012-09-01,10,0,10,0,10
OKINAWA,otras vacunaciones,l 21.9       antirrabica en humano,2012-09-01,5,0,5,0,5
PAILON,otras vacunaciones,l 21.9       antirrabica en humano,2012-09-01,1,0,1,0,1
PAMPA GRANDE,otras vacunaciones,l 21.9       antirrabica en humano,2012-09-01,3,0,3,0,3
PORTACHUELO,otras vacunaciones,l 21.9       antirrabica en humano,2012-09-01,5,0,5,0,5
POTOSI,otras vacunaciones,l 21.9       antirrabica en humano,2012-09-01,100,0,100,0,100
PUCARANI,otras vacunaciones,l 21.9       antirrabica en humano,2012-09-01,1,0,1,0,1
PUERTO SUAREZ,otras vacunaciones,l 21.9       antirrabica en humano,2012-09-01,1,0,1,0,1
PUERTO VILLARROEL,otras vacunaciones,l 21.9       antirrabica en humano,2012-09-01,2,0,2,0,2
PUNATA,otras vacunaciones,l 21.9       antirrabica en humano,2012-09-01,13,0,13,0,13
QUILLACOLLO,otras vacunaciones,l 21.9       antirrabica en humano,2012-09-01,10,0,10,0,10
SACABA,otras vacunaciones,l 21.9       antirrabica en humano,2012-09-01,4,0,4,0,4
SAIPINA,otras vacunaciones,l 21.9       antirrabica en humano,2012-09-01,16,0,16,0,16
SAMAIPATA,otras vacunaciones,l 21.9       antirrabica en humano,2012-09-01,3,0,3,0,3
SAN BUENA VENTURA,otras vacunaciones,l 21.9       antirrabica en humano,2012-09-01,7,0,7,0,7
SAN IGNACIO,otras vacunaciones,l 21.9       antirrabica en humano,2012-09-01,16,0,16,0,16
SAN IGNACIO DE VELASCO,otras vacunaciones,l 21.9       antirrabica en humano,2012-09-01,304,0,304,0,304
SAN JULIAN,otras vacunaciones,l 21.9       antirrabica en humano,2012-09-01,17,0,17,0,17
SAN RAMON SCZ,otras vacunaciones,l 21.9       antirrabica en humano,2012-09-01,3,0,3,0,3
SANTA CRUZ DE LA SIERRA,otras vacunaciones,l 21.9       antirrabica en humano,2012-09-01,2316,0,2316,0,2316
SANTA ROSA DEL SARA,otras vacunaciones,l 21.9       antirrabica en humano,2012-09-01,10,0,10,0,10
SANTIVAÑES,otras vacunaciones,l 21.9       antirrabica en humano,2012-09-01,1,0,1,0,1
SUCRE,otras vacunaciones,l 21.9       antirrabica en humano,2012-09-01,322,0,322,0,322
TARATA,otras vacunaciones,l 21.9       antirrabica en humano,2012-09-01,16,0,16,0,16
TARIJA,otras vacunaciones,l 21.9       antirrabica en humano,2012-09-01,246,0,246,0,246
TIAWANACU,otras vacunaciones,l 21.9       antirrabica en humano,2012-09-01,0,2,0,2,2
TIQUIPAYA,otras vacunaciones,l 21.9       antirrabica en humano,2012-09-01,2,0,2,0,2
TOTORA(CBBA),otras vacunaciones,l 21.9       antirrabica en humano,2012-09-01,11,0,11,0,11
TUPIZA,otras vacunaciones,l 21.9       antirrabica en humano,2012-09-01,22,0,22,0,22
UYUNI,otras vacunaciones,l 21.9       antirrabica en humano,2012-09-01,10,0,10,0,10
VIACHA,otras vacunaciones,l 21.9       antirrabica en humano,2012-09-01,25,8,25,8,33
VILLA MONTES,otras vacunaciones,l 21.9       antirrabica en humano,2012-09-01,4,0,4,0,4
VILLA TUNARI,otras vacunaciones,l 21.9       antirrabica en humano,2012-09-01,2,0,2,0,2
VILLAZON,otras vacunaciones,l 21.9       antirrabica en humano,2012-09-01,9,0,9,0,9
WARNES,otras vacunaciones,l 21.9       antirrabica en humano,2012-09-01,45,0,45,0,45
YACUIBA,otras vacunaciones,l 21.9       antirrabica en humano,2012-09-01,58,0,58,0,58
YAPACANI,otras vacunaciones,l 21.9       antirrabica en humano,2012-09-01,150,0,150,0,150
ACHACACHI,otras vacunaciones,l 21.9       antirrabica en humano,2012-10-01,10,0,10,0,10
AIQUILE,otras vacunaciones,l 21.9       antirrabica en humano,2012-10-01,1,0,1,0,1
ANZALDO,otras vacunaciones,l 21.9       antirrabica en humano,2012-10-01,1,0,1,0,1
ARBIETO,otras vacunaciones,l 21.9       antirrabica en humano,2012-10-01,1,0,1,0,1
ASCENCION DE GUARAYOS,otras vacunaciones,l 21.9       antirrabica en humano,2012-10-01,18,0,18,0,18
ATOCHA,otras vacunaciones,l 21.9       antirrabica en humano,2012-10-01,1,0,1,0,1
BATALLAS,otras vacunaciones,l 21.9       antirrabica en humano,2012-10-01,4,0,4,0,4
BERMEJO,otras vacunaciones,l 21.9       antirrabica en humano,2012-10-01,11,0,11,0,11
CALACOTO,otras vacunaciones,l 21.9       antirrabica en humano,2012-10-01,0,10,0,10,10
CALAMARCA,otras vacunaciones,l 21.9       antirrabica en humano,2012-10-01,3,0,3,0,3
CAMIRI,otras vacunaciones,l 21.9       antirrabica en humano,2012-10-01,12,0,12,0,12
CAPINOTA,otras vacunaciones,l 21.9       antirrabica en humano,2012-10-01,1,0,1,0,1
CARMEN RIVERO TORREZ,otras vacunaciones,l 21.9       antirrabica en humano,2012-10-01,1,0,1,0,1
CHALLAPATA,otras vacunaciones,l 21.9       antirrabica en humano,2012-10-01,9,0,9,0,9
CHARAGUA,otras vacunaciones,l 21.9       antirrabica en humano,2012-10-01,0,2,0,2,2
CHIMORE,otras vacunaciones,l 21.9       antirrabica en humano,2012-10-01,1,0,1,0,1
CLIZA,otras vacunaciones,l 21.9       antirrabica en humano,2012-10-01,4,1,4,1,5
COCHABAMBA,otras vacunaciones,l 21.9       antirrabica en humano,2012-10-01,330,4,330,4,334
COLCAPIRHUA,otras vacunaciones,l 21.9       antirrabica en humano,2012-10-01,7,0,7,0,7
COMARAPA,otras vacunaciones,l 21.9       antirrabica en humano,2012-10-01,22,0,22,0,22
COPACABANA,otras vacunaciones,l 21.9       antirrabica en humano,2012-10-01,3,0,3,0,3
COTOCA,otras vacunaciones,l 21.9       antirrabica en humano,2012-10-01,128,6,128,6,134
CUATRO CAÑADAS,otras vacunaciones,l 21.9       antirrabica en humano,2012-10-01,48,0,48,0,48
EL ALTO,otras vacunaciones,l 21.9       antirrabica en humano,2012-10-01,650,0,650,0,650
EL TORNO,otras vacunaciones,l 21.9       antirrabica en humano,2012-10-01,267,0,267,0,267
ENTRE RIOS TRJ,otras vacunaciones,l 21.9       antirrabica en humano,2012-10-01,1,0,1,0,1
FERNANDEZ ALONSO,otras vacunaciones,l 21.9       antirrabica en humano,2012-10-01,5,0,5,0,5
HUANUNI,otras vacunaciones,l 21.9       antirrabica en humano,2012-10-01,1,0,1,0,1
JESUS DE MACHACA,otras vacunaciones,l 21.9       antirrabica en humano,2012-10-01,0,6,0,6,6
LA GUARDIA,otras vacunaciones,l 21.9       antirrabica en humano,2012-10-01,321,2,321,2,323
LA PAZ,otras vacunaciones,l 21.9       antirrabica en humano,2012-10-01,686,0,686,0,686
MAIRANA,otras vacunaciones,l 21.9       antirrabica en humano,2012-10-01,18,0,18,0,18
MIZQUE,otras vacunaciones,l 21.9       antirrabica en humano,2012-10-01,7,0,7,0,7
MONTERO,otras vacunaciones,l 21.9       antirrabica en humano,2012-10-01,115,0,115,0,115
MORO MORO,otras vacunaciones,l 21.9       antirrabica en humano,2012-10-01,8,0,8,0,8
ORURO,otras vacunaciones,l 21.9       antirrabica en humano,2012-10-01,7,0,7,0,7
PAMPA GRANDE,otras vacunaciones,l 21.9       antirrabica en humano,2012-10-01,12,0,12,0,12
PORCO,otras vacunaciones,l 21.9       antirrabica en humano,2012-10-01,5,0,5,0,5
PORTACHUELO,otras vacunaciones,l 21.9       antirrabica en humano,2012-10-01,5,0,5,0,5
POTOSI,otras vacunaciones,l 21.9       antirrabica en humano,2012-10-01,130,52,130,52,182
PUCARANI,otras vacunaciones,l 21.9       antirrabica en humano,2012-10-01,3,0,3,0,3
PUERTO PEREZ,otras vacunaciones,l 21.9       antirrabica en humano,2012-10-01,1,0,1,0,1
PUERTO SUAREZ,otras vacunaciones,l 21.9       antirrabica en humano,2012-10-01,2,0,2,0,2
PUERTO VILLARROEL,otras vacunaciones,l 21.9       antirrabica en humano,2012-10-01,2,0,2,0,2
PUNA,otras vacunaciones,l 21.9       antirrabica en humano,2012-10-01,9,7,9,7,16
SACABA,otras vacunaciones,l 21.9       antirrabica en humano,2012-10-01,5,0,5,0,5
SAIPINA,otras vacunaciones,l 21.9       antirrabica en humano,2012-10-01,1,0,1,0,1
SAMAIPATA,otras vacunaciones,l 21.9       antirrabica en humano,2012-10-01,13,0,13,0,13
SAN BENITO,otras vacunaciones,l 21.9       antirrabica en humano,2012-10-01,1,0,1,0,1
SAN CARLOS,otras vacunaciones,l 21.9       antirrabica en humano,2012-10-01,2,0,2,0,2
SAN IGNACIO,otras vacunaciones,l 21.9       antirrabica en humano,2012-10-01,18,0,18,0,18
SAN IGNACIO DE VELASCO,otras vacunaciones,l 21.9       antirrabica en humano,2012-10-01,306,0,306,0,306
SAN JOSE DE CHIQUITOS,otras vacunaciones,l 21.9       antirrabica en humano,2012-10-01,3,0,3,0,3
SAN JUAN DE YAPACANI,otras vacunaciones,l 21.9       antirrabica en humano,2012-10-01,1,0,1,0,1
SAN PEDRO DE BUENA VISTA,otras vacunaciones,l 21.9       antirrabica en humano,2012-10-01,9,0,9,0,9
SAN RAMON SCZ,otras vacunaciones,l 21.9       antirrabica en humano,2012-10-01,28,0,28,0,28
SANTA CRUZ DE LA SIERRA,otras vacunaciones,l 21.9       antirrabica en humano,2012-10-01,2424,0,2424,0,2424
SANTIVAÑES,otras vacunaciones,l 21.9       antirrabica en humano,2012-10-01,1,0,1,0,1
SUCRE,otras vacunaciones,l 21.9       antirrabica en humano,2012-10-01,497,0,497,0,497
TARATA,otras vacunaciones,l 21.9       antirrabica en humano,2012-10-01,15,0,15,0,15
TARIJA,otras vacunaciones,l 21.9       antirrabica en humano,2012-10-01,197,0,197,0,197
TIAWANACU,otras vacunaciones,l 21.9       antirrabica en humano,2012-10-01,6,0,6,0,6
TIPUANI,otras vacunaciones,l 21.9       antirrabica en humano,2012-10-01,10,0,10,0,10
TOTORA(CBBA),otras vacunaciones,l 21.9       antirrabica en humano,2012-10-01,2,0,2,0,2
TRINIDAD,otras vacunaciones,l 21.9       antirrabica en humano,2012-10-01,1,0,1,0,1
UYUNI,otras vacunaciones,l 21.9       antirrabica en humano,2012-10-01,10,0,10,0,10
VALLEGRANDE,otras vacunaciones,l 21.9       antirrabica en humano,2012-10-01,17,0,17,0,17
VIACHA,otras vacunaciones,l 21.9       antirrabica en humano,2012-10-01,18,13,18,13,31
VILLA MONTES,otras vacunaciones,l 21.9       antirrabica en humano,2012-10-01,3,0,3,0,3
VILLA TUNARI,otras vacunaciones,l 21.9       antirrabica en humano,2012-10-01,0,1,0,1,1
VILLAZON,otras vacunaciones,l 21.9       antirrabica en humano,2012-10-01,7,0,7,0,7
WARNES,otras vacunaciones,l 21.9       antirrabica en humano,2012-10-01,82,8,82,8,90
YACUIBA,otras vacunaciones,l 21.9       antirrabica en humano,2012-10-01,52,0,52,0,52
YAMPARAEZ,otras vacunaciones,l 21.9       antirrabica en humano,2012-10-01,1,0,1,0,1
YAPACANI,otras vacunaciones,l 21.9       antirrabica en humano,2012-10-01,65,0,65,0,65
YOTALA,otras vacunaciones,l 21.9       antirrabica en humano,2012-10-01,1,0,1,0,1
ACACIO,otras vacunaciones,l 21.9       antirrabica en humano,2012-11-01,16,0,16,0,16
ACHACACHI,otras vacunaciones,l 21.9       antirrabica en humano,2012-11-01,3,0,3,0,3
AIQUILE,otras vacunaciones,l 21.9       antirrabica en humano,2012-11-01,1,0,1,0,1
ASCENCION DE GUARAYOS,otras vacunaciones,l 21.9       antirrabica en humano,2012-11-01,5,0,5,0,5
ATOCHA,otras vacunaciones,l 21.9       antirrabica en humano,2012-11-01,1,0,1,0,1
BERMEJO,otras vacunaciones,l 21.9       antirrabica en humano,2012-11-01,12,0,12,0,12
CALACOTO,otras vacunaciones,l 21.9       antirrabica en humano,2012-11-01,0,30,0,30,30
CAMIRI,otras vacunaciones,l 21.9       antirrabica en humano,2012-11-01,7,0,7,0,7
CARANAVI,otras vacunaciones,l 21.9       antirrabica en humano,2012-11-01,33,0,33,0,33
CARAPARI,otras vacunaciones,l 21.9       antirrabica en humano,2012-11-01,1,0,1,0,1
CARMEN RIVERO TORREZ,otras vacunaciones,l 21.9       antirrabica en humano,2012-11-01,1,0,1,0,1
CHALLAPATA,otras vacunaciones,l 21.9       antirrabica en humano,2012-11-01,5,0,5,0,5
CHARAÑA,otras vacunaciones,l 21.9       antirrabica en humano,2012-11-01,0,10,0,10,10
CHIMORE,otras vacunaciones,l 21.9       antirrabica en humano,2012-11-01,5,0,5,0,5
CLIZA,otras vacunaciones,l 21.9       antirrabica en humano,2012-11-01,1,0,1,0,1
COCHABAMBA,otras vacunaciones,l 21.9       antirrabica en humano,2012-11-01,373,0,373,0,373
COLPA BELGICA,otras vacunaciones,l 21.9       antirrabica en humano,2012-11-01,64,0,64,0,64
COMARAPA,otras vacunaciones,l 21.9       antirrabica en humano,2012-11-01,5,2,5,2,7
COPACABANA,otras vacunaciones,l 21.9       antirrabica en humano,2012-11-01,7,0,7,0,7
COTOCA,otras vacunaciones,l 21.9       antirrabica en humano,2012-11-01,28,0,28,0,28
CUATRO CAÑADAS,otras vacunaciones,l 21.9       antirrabica en humano,2012-11-01,7,0,7,0,7
EL ALTO,otras vacunaciones,l 21.9       antirrabica en humano,2012-11-01,709,0,709,0,709
EL TORNO,otras vacunaciones,l 21.9       antirrabica en humano,2012-11-01,110,0,110,0,110
ENTRE RIOS CBBA,otras vacunaciones,l 21.9       antirrabica en humano,2012-11-01,1,0,1,0,1
GUANAY,otras vacunaciones,l 21.9       antirrabica en humano,2012-11-01,1,0,1,0,1
JESUS DE MACHACA,otras vacunaciones,l 21.9       antirrabica en humano,2012-11-01,1,0,1,0,1
LA GUARDIA,otras vacunaciones,l 21.9       antirrabica en humano,2012-11-01,42,0,42,0,42
LA PAZ,otras vacunaciones,l 21.9       antirrabica en humano,2012-11-01,831,0,831,0,831
LAJA,otras vacunaciones,l 21.9       antirrabica en humano,2012-11-01,4,0,4,0,4
LICOMA PAMPA,otras vacunaciones,l 21.9       antirrabica en humano,2012-11-01,1,0,1,0,1
MAIRANA,otras vacunaciones,l 21.9       antirrabica en humano,2012-11-01,10,0,10,0,10
MINEROS,otras vacunaciones,l 21.9       antirrabica en humano,2012-11-01,11,0,11,0,11
MIZQUE,otras vacunaciones,l 21.9       antirrabica en humano,2012-11-01,10,0,10,0,10
MONTERO,otras vacunaciones,l 21.9       antirrabica en humano,2012-11-01,56,0,56,0,56
MORO MORO,otras vacunaciones,l 21.9       antirrabica en humano,2012-11-01,10,0,10,0,10
OCURI,otras vacunaciones,l 21.9       antirrabica en humano,2012-11-01,0,20,0,20,20
PAILON,otras vacunaciones,l 21.9       antirrabica en humano,2012-11-01,5,0,5,0,5
PORONGO,otras vacunaciones,l 21.9       antirrabica en humano,2012-11-01,20,0,20,0,20
PORTACHUELO,otras vacunaciones,l 21.9       antirrabica en humano,2012-11-01,10,0,10,0,10
POTOSI,otras vacunaciones,l 21.9       antirrabica en humano,2012-11-01,63,0,63,0,63
PUERTO SUAREZ,otras vacunaciones,l 21.9       antirrabica en humano,2012-11-01,16,0,16,0,16
PUERTO VILLARROEL,otras vacunaciones,l 21.9       antirrabica en humano,2012-11-01,2,0,2,0,2
QUILLACOLLO,otras vacunaciones,l 21.9       antirrabica en humano,2012-11-01,16,0,16,0,16
SACABA,otras vacunaciones,l 21.9       antirrabica en humano,2012-11-01,8,0,8,0,8
SAIPINA,otras vacunaciones,l 21.9       antirrabica en humano,2012-11-01,16,0,16,0,16
SAMAIPATA,otras vacunaciones,l 21.9       antirrabica en humano,2012-11-01,12,0,12,0,12
SAN BUENA VENTURA,otras vacunaciones,l 21.9       antirrabica en humano,2012-11-01,5,0,5,0,5
SAN IGNACIO,otras vacunaciones,l 21.9       antirrabica en humano,2012-11-01,20,0,20,0,20
SAN IGNACIO DE VELASCO,otras vacunaciones,l 21.9       antirrabica en humano,2012-11-01,85,0,85,0,85
SANTA CRUZ DE LA SIERRA,otras vacunaciones,l 21.9       antirrabica en humano,2012-11-01,1060,0,1060,0,1060
SICAYA,otras vacunaciones,l 21.9       antirrabica en humano,2012-11-01,1,0,1,0,1
SUCRE,otras vacunaciones,l 21.9       antirrabica en humano,2012-11-01,373,0,373,0,373
TARATA,otras vacunaciones,l 21.9       antirrabica en humano,2012-11-01,23,0,23,0,23
TARIJA,otras vacunaciones,l 21.9       antirrabica en humano,2012-11-01,229,0,229,0,229
TIPUANI,otras vacunaciones,l 21.9       antirrabica en humano,2012-11-01,4,0,4,0,4
TIQUIPAYA,otras vacunaciones,l 21.9       antirrabica en humano,2012-11-01,3,0,3,0,3
TOTORA(CBBA),otras vacunaciones,l 21.9       antirrabica en humano,2012-11-01,1,0,1,0,1
UYUNI,otras vacunaciones,l 21.9       antirrabica en humano,2012-11-01,7,0,7,0,7
VALLEGRANDE,otras vacunaciones,l 21.9       antirrabica en humano,2012-11-01,33,0,33,0,33
VIACHA,otras vacunaciones,l 21.9       antirrabica en humano,2012-11-01,21,19,21,19,40
VILLA MONTES,otras vacunaciones,l 21.9       antirrabica en humano,2012-11-01,8,0,8,0,8
VILLAZON,otras vacunaciones,l 21.9       antirrabica en humano,2012-11-01,17,0,17,0,17
WARNES,otras vacunaciones,l 21.9       antirrabica en humano,2012-11-01,75,3,75,3,78
YACUIBA,otras vacunaciones,l 21.9       antirrabica en humano,2012-11-01,62,0,62,0,62
YAPACANI,otras vacunaciones,l 21.9       antirrabica en humano,2012-11-01,10,0,10,0,10
ACACIO,otras vacunaciones,l 21.9       antirrabica en humano,2012-12-01,14,0,14,0,14
ACHACACHI,otras vacunaciones,l 21.9       antirrabica en humano,2012-12-01,21,0,21,0,21
AIQUILE,otras vacunaciones,l 21.9       antirrabica en humano,2012-12-01,1,0,1,0,1
ATOCHA,otras vacunaciones,l 21.9       antirrabica en humano,2012-12-01,2,0,2,0,2
BERMEJO,otras vacunaciones,l 21.9       antirrabica en humano,2012-12-01,6,0,6,0,6
CARAPARI,otras vacunaciones,l 21.9       antirrabica en humano,2012-12-01,1,0,1,0,1
CARMEN RIVERO TORREZ,otras vacunaciones,l 21.9       antirrabica en humano,2012-12-01,1,0,1,0,1
CHALLAPATA,otras vacunaciones,l 21.9       antirrabica en humano,2012-12-01,6,0,6,0,6
CHIMORE,otras vacunaciones,l 21.9       antirrabica en humano,2012-12-01,7,0,7,0,7
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,l 21.9       antirrabica en humano,2012-12-01,0,6,0,6,6
CLIZA,otras vacunaciones,l 21.9       antirrabica en humano,2012-12-01,1,0,1,0,1
COCHABAMBA,otras vacunaciones,l 21.9       antirrabica en humano,2012-12-01,237,0,237,0,237
COLPA BELGICA,otras vacunaciones,l 21.9       antirrabica en humano,2012-12-01,64,0,64,0,64
COMARAPA,otras vacunaciones,l 21.9       antirrabica en humano,2012-12-01,1,1,1,1,2
COROICO,otras vacunaciones,l 21.9       antirrabica en humano,2012-12-01,1,0,1,0,1
COTOCA,otras vacunaciones,l 21.9       antirrabica en humano,2012-12-01,39,0,39,0,39
CUATRO CAÑADAS,otras vacunaciones,l 21.9       antirrabica en humano,2012-12-01,1,0,1,0,1
EL ALTO,otras vacunaciones,l 21.9       antirrabica en humano,2012-12-01,649,0,649,0,649
EL PUENTE(STC),otras vacunaciones,l 21.9       antirrabica en humano,2012-12-01,2,0,2,0,2
EL TORNO,otras vacunaciones,l 21.9       antirrabica en humano,2012-12-01,142,0,142,0,142
ENTRE RIOS TRJ,otras vacunaciones,l 21.9       antirrabica en humano,2012-12-01,2,0,2,0,2
HUANUNI,otras vacunaciones,l 21.9       antirrabica en humano,2012-12-01,6,0,6,0,6
LA GUARDIA,otras vacunaciones,l 21.9       antirrabica en humano,2012-12-01,29,3,29,3,32
LA PAZ,otras vacunaciones,l 21.9       antirrabica en humano,2012-12-01,612,0,612,0,612
MAIRANA,otras vacunaciones,l 21.9       antirrabica en humano,2012-12-01,7,0,7,0,7
MIZQUE,otras vacunaciones,l 21.9       antirrabica en humano,2012-12-01,3,0,3,0,3
MONTERO,otras vacunaciones,l 21.9       antirrabica en humano,2012-12-01,172,0,172,0,172
PAILON,otras vacunaciones,l 21.9       antirrabica en humano,2012-12-01,150,0,150,0,150
PALOS BLANCOS,otras vacunaciones,l 21.9       antirrabica en humano,2012-12-01,1,0,1,0,1
PORCO,otras vacunaciones,l 21.9       antirrabica en humano,2012-12-01,20,0,20,0,20
PORONGO,otras vacunaciones,l 21.9       antirrabica en humano,2012-12-01,6,0,6,0,6
PORTACHUELO,otras vacunaciones,l 21.9       antirrabica en humano,2012-12-01,10,0,10,0,10
POTOSI,otras vacunaciones,l 21.9       antirrabica en humano,2012-12-01,96,0,96,0,96
PUERTO SUAREZ,otras vacunaciones,l 21.9       antirrabica en humano,2012-12-01,4,0,4,0,4
PUNA,otras vacunaciones,l 21.9       antirrabica en humano,2012-12-01,10,0,10,0,10
PUNATA,otras vacunaciones,l 21.9       antirrabica en humano,2012-12-01,2,0,2,0,2
SACABA,otras vacunaciones,l 21.9       antirrabica en humano,2012-12-01,5,0,5,0,5
SAIPINA,otras vacunaciones,l 21.9       antirrabica en humano,2012-12-01,7,0,7,0,7
SAN IGNACIO,otras vacunaciones,l 21.9       antirrabica en humano,2012-12-01,4,0,4,0,4
SAN IGNACIO DE VELASCO,otras vacunaciones,l 21.9       antirrabica en humano,2012-12-01,59,0,59,0,59
SAN JULIAN,otras vacunaciones,l 21.9       antirrabica en humano,2012-12-01,6,0,6,0,6
SAN PEDRO,otras vacunaciones,l 21.9       antirrabica en humano,2012-12-01,5,0,5,0,5
SAN PEDRO DE BUENA VISTA,otras vacunaciones,l 21.9       antirrabica en humano,2012-12-01,10,0,10,0,10
SANTA CRUZ DE LA SIERRA,otras vacunaciones,l 21.9       antirrabica en humano,2012-12-01,967,0,967,0,967
SUCRE,otras vacunaciones,l 21.9       antirrabica en humano,2012-12-01,308,0,308,0,308
TARACO,otras vacunaciones,l 21.9       antirrabica en humano,2012-12-01,7,0,7,0,7
TARATA,otras vacunaciones,l 21.9       antirrabica en humano,2012-12-01,14,0,14,0,14
TARIJA,otras vacunaciones,l 21.9       antirrabica en humano,2012-12-01,272,0,272,0,272
TIQUIPAYA,otras vacunaciones,l 21.9       antirrabica en humano,2012-12-01,3,0,3,0,3
TUPIZA,otras vacunaciones,l 21.9       antirrabica en humano,2012-12-01,24,0,24,0,24
VALLEGRANDE,otras vacunaciones,l 21.9       antirrabica en humano,2012-12-01,13,0,13,0,13
VIACHA,otras vacunaciones,l 21.9       antirrabica en humano,2012-12-01,18,15,18,15,33
VILLA MONTES,otras vacunaciones,l 21.9       antirrabica en humano,2012-12-01,1,0,1,0,1
VILLAZON,otras vacunaciones,l 21.9       antirrabica en humano,2012-12-01,14,0,14,0,14
WARNES,otras vacunaciones,l 21.9       antirrabica en humano,2012-12-01,101,0,101,0,101
YACUIBA,otras vacunaciones,l 21.9       antirrabica en humano,2012-12-01,42,0,42,0,42
YAPACANI,otras vacunaciones,l 21.9       antirrabica en humano,2012-12-01,12,0,12,0,12
YOCALLA,otras vacunaciones,l 21.9       antirrabica en humano,2012-12-01,10,0,10,0,10
