municipality,group,variable,month,AQV femenino,AQV femenino1,AQV femenino2,AQV femenino3,AQV femenino4,TOTAL
CLIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2016-11-01,0,0,0,1,0,1
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2016-11-01,0,2,9,9,0,20
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2016-11-01,0,1,62,28,0,91
COMARAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2016-11-01,0,0,0,1,0,1
COTOCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2016-11-01,0,0,1,1,0,2
CULPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2016-11-01,0,0,1,0,0,1
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2016-11-01,0,0,9,6,0,15
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2016-11-01,0,0,2,0,0,2
ENTRE RIOS TRJ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2016-11-01,0,0,0,1,0,1
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2016-11-01,0,0,6,1,0,7
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2016-11-01,0,0,3,1,0,4
MAIRANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2016-11-01,0,0,4,0,0,4
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2016-11-01,0,0,3,2,0,5
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2016-11-01,0,0,2,3,0,5
PORTACHUELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2016-11-01,0,0,1,0,0,1
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2016-11-01,0,0,5,5,0,10
PUERTO SUAREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2016-11-01,0,0,1,0,0,1
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2016-11-01,0,1,15,6,0,22
ROBORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2016-11-01,0,0,3,1,0,4
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2016-11-01,0,0,5,6,0,11
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2016-11-01,0,0,2,0,0,2
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2016-11-01,0,1,0,1,0,2
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2016-11-01,0,0,4,0,0,4
SAN LUCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2016-11-01,0,0,1,2,0,3
SANTA ANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2016-11-01,0,0,2,2,0,4
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2016-11-01,1,1,31,4,18,55
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2016-11-01,0,0,10,6,0,16
TIQUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2016-11-01,0,0,1,1,0,2
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2016-11-01,0,0,25,11,0,36
VALLEGRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2016-11-01,0,0,1,1,0,2
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2016-11-01,0,1,4,0,0,5
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2016-11-01,0,0,1,3,0,4
VILLAZON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2016-11-01,0,0,0,1,0,1
VINTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2016-11-01,0,0,0,2,0,2
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2016-11-01,0,0,1,0,0,1
YAPACANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2016-11-01,0,0,3,0,0,3
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2016-12-01,0,0,4,1,0,5
ATOCHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2016-12-01,0,0,1,0,0,1
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2016-12-01,0,0,4,3,0,7
CAMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2016-12-01,0,0,0,5,0,5
CARANAVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2016-12-01,0,0,1,0,0,1
CHALLAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2016-12-01,0,0,1,0,0,1
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2016-12-01,0,0,1,0,0,1
CLIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2016-12-01,0,0,0,2,0,2
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2016-12-01,0,1,13,9,0,23
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2016-12-01,0,0,48,35,0,83
COMARAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2016-12-01,0,0,3,1,0,4
COTOCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2016-12-01,0,0,1,5,0,6
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2016-12-01,0,0,16,9,0,25
ENTRE RIOS TRJ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2016-12-01,0,0,1,1,0,2
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2016-12-01,0,0,4,0,0,4
HUANUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2016-12-01,0,0,1,0,0,1
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2016-12-01,0,6,5,0,0,11
MAIRANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2016-12-01,0,0,1,0,0,1
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2016-12-01,0,0,4,1,0,5
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2016-12-01,0,0,6,6,0,12
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2016-12-01,1,0,0,0,0,1
PORTACHUELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2016-12-01,0,0,1,0,0,1
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2016-12-01,0,0,7,4,0,11
PUERTO VILLARROEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2016-12-01,0,0,3,0,0,3
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2016-12-01,0,0,0,8,0,8
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2016-12-01,0,1,5,5,0,11
ROBORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2016-12-01,0,0,3,2,0,5
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2016-12-01,0,0,1,6,0,7
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2016-12-01,0,0,1,0,0,1
SAN BUENA VENTURA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2016-12-01,0,0,1,2,0,3
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2016-12-01,0,0,1,3,0,4
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2016-12-01,0,0,4,1,0,5
SAN LUCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2016-12-01,0,0,1,0,0,1
SANTA ANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2016-12-01,0,0,3,2,0,5
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2016-12-01,0,0,2,9,0,11
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2016-12-01,0,0,11,3,0,14
TIQUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2016-12-01,0,0,1,2,0,3
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2016-12-01,0,0,16,6,0,22
VALLEGRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2016-12-01,0,0,4,1,0,5
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2016-12-01,0,0,4,2,0,6
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2016-12-01,0,0,0,3,0,3
VILLAZON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2016-12-01,0,0,3,0,0,3
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2016-12-01,0,0,4,0,0,4
YAPACANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2016-12-01,0,0,3,0,0,3
