municipality,group,variable,month,Número de condones entregados,Número de condones entregados1,Número de condones entregados2,Número de condones entregados3,Número de condones entregados4,TOTAL
TIRAQUE (CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-06-01,0,24,84,12,0,120
TITO YUPANQUI (PARQUIPUJIO),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-06-01,0,0,0,12,0,12
TOCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-06-01,0,0,12,0,0,12
TODOS SANTOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-06-01,0,0,24,0,0,24
TOLATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-06-01,0,24,85,12,0,121
TOLEDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-06-01,0,0,72,12,0,84
TOMAVE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-06-01,0,60,108,24,0,192
TOMINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-06-01,0,36,84,12,0,132
TORO TORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-06-01,0,144,60,48,0,252
TOTORA(CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-06-01,0,36,48,12,0,96
TOTORA(ORR),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-06-01,0,0,60,24,0,84
TRIGAL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-06-01,0,0,48,12,0,60
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-06-01,3,1051,1087,634,33,2808
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-06-01,0,132,336,84,12,564
TURCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-06-01,0,12,24,36,0,72
UMALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-06-01,0,12,24,12,0,48
UNCIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-06-01,0,24,84,12,0,120
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-06-01,12,12,36,36,0,96
URUBICHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-06-01,0,0,36,0,0,36
UYUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-06-01,0,12,264,12,0,288
VACAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-06-01,0,0,24,0,0,24
VALLEGRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-06-01,0,24,30,60,0,114
VIACHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-06-01,0,97,657,84,12,850
VILA VILA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-06-01,0,0,24,0,0,24
VILLA CHARCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-06-01,0,24,60,12,0,96
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-06-01,0,108,192,204,12,516
VILLA NUEVA (LOMA ALTA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-06-01,0,36,72,12,0,120
VILLA RIVERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-06-01,0,0,48,0,0,48
VILLA SERRANO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-06-01,0,12,36,12,0,60
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-06-01,0,96,863,144,0,1103
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-06-01,0,24,24,12,0,60
VILLAZON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-06-01,0,48,420,96,12,576
VINTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-06-01,0,60,72,0,0,132
VITICHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-06-01,0,72,60,12,0,144
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-06-01,12,58,240,78,0,388
YACO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-06-01,0,12,24,24,0,60
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-06-01,0,56,433,128,12,629
YAMPARAEZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-06-01,0,24,12,0,0,36
YANACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-06-01,0,0,48,12,0,60
YAPACANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-06-01,0,24,408,36,0,468
YOCALLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-06-01,0,0,120,36,0,156
YOTALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-06-01,0,12,48,4,0,64
YUNCHARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-06-01,0,20,56,40,0,116
YUNGUYO DE LITORAL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-06-01,0,0,12,0,0,12
ZUDAÑEZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-06-01,0,144,72,12,0,228
ACACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,0,72,0,0,72
ACHACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,0,24,12,0,36
ACHOCALLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,12,108,12,0,132
AIQUILE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,72,192,36,0,300
ALCALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,0,36,0,0,36
ALTO BENI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,0,120,60,0,180
ANCORAIMES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,0,24,0,0,24
ANTEQUERA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,0,48,24,0,72
ANZALDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,0,0,0,12,12
APOLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,0,108,36,0,144
ARAMPAMPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,0,24,48,0,72
ARANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,0,12,24,0,36
ARBIETO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,48,204,36,0,288
ARQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,24,0,60,0,84
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,0,144,72,0,216
ATOCHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,0,60,24,0,84
AYATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,0,24,12,12,48
AYO AYO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,0,24,12,0,36
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,24,105,72,0,201
AZURDUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,0,14,0,1,15
BATALLAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,0,12,12,0,24
BAURES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,15,0,12,0,0,27
BELEN DE URMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,36,24,0,0,60
BELLA FLOR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,0,12,0,0,12
BERMEJO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,54,444,168,12,678
BETANZOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,24,72,48,0,144
BOLIVAR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,0,12,0,0,12
BOLPEBRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,12,36,0,0,48
BUENA VISTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,84,216,60,0,360
CABEZAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,132,384,132,24,672
CAIROMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,0,24,24,0,48
"CAIZA ""D""","anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,0,12,12,0,24
CAJUATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,12,36,60,12,0,120
CALACOTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,0,12,0,0,12
CALAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,12,84,36,0,132
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,27,36,48,0,111
CAMATAQUI (C. VILLA ABECIA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,0,24,48,0,72
CAMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,0,0,12,0,12
CAPINOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,24,36,60,0,120
CAQUIAVIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,12,36,12,0,60
CARACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,12,96,0,0,108
CARANAVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,24,48,336,48,0,456
CARAPARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,12,32,12,0,56
CARIPUYO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,0,0,12,0,12
CATACORA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,0,12,24,0,36
CHALLAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,12,204,84,0,300
CHAQUI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,48,24,0,0,72
CHARAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,0,12,0,0,12
CHARAÑA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,0,12,0,0,12
CHAYANTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,24,156,12,12,204
CHIMORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,72,396,192,0,660
CHIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,72,24,0,0,96
CHOQUE COTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,0,60,36,0,96
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,12,96,1,0,109
CHUMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,12,36,60,0,108
CHUQUIHUTA AYLLU JUCUMANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,0,12,0,0,12
CKOCHAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,0,24,24,0,48
CLIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,48,156,36,0,240
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,12,12,120,0,0,144
COCAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,48,61,61,0,170
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,306,3196,177,8,3687
COIPASA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,24,12,0,0,36
COLCAPIRHUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,0,48,0,0,48
"COLCHA ""K""","anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,12,180,84,12,288
COLLANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,0,12,12,0,24
COLOMI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,0,72,0,0,72
COLPA BELGICA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,36,48,24,0,108
COLQUECHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,0,204,48,0,252
COLQUENCHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,0,36,12,0,48
COLQUIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,24,96,36,0,156
COMARAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,12,36,48,0,96
CONCEPCION,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,0,12,0,0,12
COPACABANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,0,0,12,0,12
CORIPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,12,144,0,0,156
CORO CORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,12,12,0,0,24
COROICO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,0,36,0,0,36
CORQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,0,12,0,0,12
COTAGAITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,24,300,144,0,468
COTOCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,168,444,48,0,660
CUATRO CAÑADAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,12,84,12,0,108
CUCHUMUELA (V. G. VILLARROEL),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,12,12,0,0,24
CUEVO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,12,12,0,0,24
CULPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,24,120,108,24,12,288
CURAHUARA DE CARANGAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,24,12,12,0,48
CURVA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,0,12,0,0,12
DESAGUADERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,0,0,12,0,12
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,470,6895,3985,615,11965
EL CHORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,0,24,12,0,36
EL PUENTE(STC),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,0,48,12,0,60
EL PUENTE(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,48,199,176,0,423
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,12,216,468,72,0,768
EL VILLAR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,12,36,0,0,48
ENTRE RIOS TRJ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,36,132,48,0,216
ENTRE RIOS CBBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,24,576,48,12,660
ESCARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,0,96,36,0,132
ESMERALDA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,0,12,0,12,24
EXALTACION,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,0,12,0,0,12
FERNANDEZ ALONSO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,0,0,12,0,12
FILADELFIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,24,0,0,0,24
GENERAL SAAVEDRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,36,36,12,0,84
GRAL. J.J. PEREZ (CHARAZANI),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,0,84,48,0,132
GUANAY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,0,24,0,0,24
GUAQUI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,12,24,12,0,48
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,12,87,309,148,12,568
GUTIERREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,12,12,0,0,24
HUACARETA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,12,48,48,72,0,180
HUANUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,0,0,12,0,12
HUARACAJE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,12,24,24,0,60
HUARINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,0,60,0,0,60
HUATAJATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,0,12,0,0,12
HUAYLLAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,12,36,0,0,48
HUMANATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,0,12,0,0,12
ICHOCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,0,24,0,0,24
ICLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,0,36,0,0,36
INCAHUASI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,24,36,12,0,72
INGAVI (HUMAITA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,0,24,0,12,36
INQUISIVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,24,180,36,0,240
IRUPANA (VILLA DE LANZA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,48,72,36,0,156
IXIAMAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,0,24,72,0,96
JESUS DE MACHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,0,36,24,0,60
LA ASUNTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,12,36,228,84,0,360
LA GUARDIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,12,38,120,48,0,218
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,12,2904,10319,4839,429,18503
LAGUNILLAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,0,12,0,0,12
LAJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,24,132,60,0,216
LAS CARRERAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,24,24,36,0,84
LICOMA PAMPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,12,0,0,0,12
LLALLAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,96,336,84,12,528
LLICA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,0,36,0,0,36
LURIBAY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,0,84,24,0,108
MACHACAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,0,12,36,0,48
MACHARETI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,24,48,24,0,96
MAGDALENA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,4,96,24,0,124
MAIRANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,24,24,24,0,72
MAPIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,0,0,12,0,12
MECAPACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,0,96,36,0,132
MINEROS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,36,48,36,0,120
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,24,252,60,0,336
MOCOMOCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,12,24,12,0,48
MOJINETE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,0,24,0,0,24
MOJOCOYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,0,54,48,0,102
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,33,258,69,0,360
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,319,516,192,0,1027
MORO MORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,0,60,36,0,96
MOROCHATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,36,36,12,0,84
NACEBE (SANTA ROSA DEL ABUNA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,12,12,12,0,36
OCURI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,24,60,12,0,96
OKINAWA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,36,120,12,0,168
OMEREQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,37,84,24,0,145
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,253,6462,1873,560,9148
PADCAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,13,319,113,12,457
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,0,72,12,0,84
PAILON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,84,159,24,0,267
PALCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,0,60,0,0,60
PALOS BLANCOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,48,156,48,0,252
PAMPA AULLAGAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,0,12,36,0,48
PAMPA GRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,12,24,24,0,60
PAPEL PAMPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,0,12,12,0,24
PASORAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,0,12,12,0,24
PATACAMAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,12,12,0,0,24
PAZÑA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,12,72,12,0,96
PELECHUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,12,108,0,0,120
POCOATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,0,84,36,0,120
POCONA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,12,84,36,0,132
POJO (CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,48,156,48,0,252
POOPO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,0,48,12,0,60
PORCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,0,72,12,0,84
POROMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,48,36,48,0,132
PORONGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,12,108,0,0,120
PORTACHUELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-07-01,0,12,48,48,0,108
