,group,variable,month,PERSONAS DE 50 A 59 AÑOS NUEVO,PERSONAS DE 50 A 59 AÑOS NUEVO,PERSONAS DE 50 A 59 AÑOS REPETIDO,PERSONAS DE 50 A 59 AÑOS REPETIDO,PERSONAS DE 50 A 59 AÑOS PRIMERA,PERSONAS DE 50 A 59 AÑOS PRIMERA,TOTALES,TOTALES,TOTALES
JESUS DE MACHACA,consulta externa,personas de 50 a 59 anos,2024-07-01,50,77,14,14,3,2,127,28,155
LA ASUNTA,consulta externa,personas de 50 a 59 anos,2024-07-01,156,206,21,34,81,127,362,55,417
LA GUARDIA,consulta externa,personas de 50 a 59 anos,2024-07-01,377,911,289,386,28,21,1288,675,1963
LA PAZ,consulta externa,personas de 50 a 59 anos,2024-07-01,6451,12399,4971,11455,597,976,18850,16426,35276
LA RIVERA,consulta externa,personas de 50 a 59 anos,2024-07-01,5,8,1,1,0,0,13,2,15
LAGUNILLAS,consulta externa,personas de 50 a 59 anos,2024-07-01,73,104,26,34,0,0,177,60,237
LAJA,consulta externa,personas de 50 a 59 anos,2024-07-01,64,68,32,35,0,0,132,67,199
LAS CARRERAS,consulta externa,personas de 50 a 59 anos,2024-07-01,20,42,3,7,0,0,62,10,72
LICOMA PAMPA,consulta externa,personas de 50 a 59 anos,2024-07-01,19,33,3,4,1,0,52,7,59
LLALLAGUA,consulta externa,personas de 50 a 59 anos,2024-07-01,291,345,48,76,2,6,636,124,760
LLICA,consulta externa,personas de 50 a 59 anos,2024-07-01,24,36,1,0,0,0,60,1,61
LORETO,consulta externa,personas de 50 a 59 anos,2024-07-01,23,24,17,19,2,1,47,36,83
LURIBAY,consulta externa,personas de 50 a 59 anos,2024-07-01,79,82,11,14,0,0,161,25,186
MACHACAMARCA,consulta externa,personas de 50 a 59 anos,2024-07-01,21,36,10,2,0,4,57,12,69
MACHARETI,consulta externa,personas de 50 a 59 anos,2024-07-01,58,99,13,31,5,11,157,44,201
MAGDALENA,consulta externa,personas de 50 a 59 anos,2024-07-01,46,54,23,29,9,31,100,52,152
MAIRANA,consulta externa,personas de 50 a 59 anos,2024-07-01,50,74,37,68,0,0,124,105,229
MALLA,consulta externa,personas de 50 a 59 anos,2024-07-01,16,21,0,2,0,0,37,2,39
MAPIRI,consulta externa,personas de 50 a 59 anos,2024-07-01,93,100,26,28,0,0,193,54,247
MECAPACA,consulta externa,personas de 50 a 59 anos,2024-07-01,40,48,10,17,0,0,88,27,115
MINEROS,consulta externa,personas de 50 a 59 anos,2024-07-01,65,109,9,21,4,9,174,30,204
MIZQUE,consulta externa,personas de 50 a 59 anos,2024-07-01,104,170,26,57,12,25,274,83,357
MOCOMOCO,consulta externa,personas de 50 a 59 anos,2024-07-01,90,91,19,19,0,0,181,38,219
MOJINETE,consulta externa,personas de 50 a 59 anos,2024-07-01,9,11,1,2,0,0,20,3,23
MOJOCOYA,consulta externa,personas de 50 a 59 anos,2024-07-01,73,99,2,16,0,0,172,18,190
MONTEAGUDO,consulta externa,personas de 50 a 59 anos,2024-07-01,293,460,100,184,10,9,753,284,1037
MONTERO,consulta externa,personas de 50 a 59 anos,2024-07-01,1181,2103,469,641,3,10,3284,1110,4394
MORO MORO,consulta externa,personas de 50 a 59 anos,2024-07-01,20,41,19,37,0,0,61,56,117
MOROCHATA,consulta externa,personas de 50 a 59 anos,2024-07-01,37,66,1,2,0,0,103,3,106
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,personas de 50 a 59 anos,2024-07-01,39,25,5,8,0,0,64,13,77
NAZACARA DE PACAJES,consulta externa,personas de 50 a 59 anos,2024-07-01,1,14,0,0,0,0,15,0,15
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,personas de 50 a 59 anos,2024-07-01,9,5,6,2,5,6,14,8,22
OCURI,consulta externa,personas de 50 a 59 anos,2024-07-01,79,94,3,1,0,0,173,4,177
OKINAWA,consulta externa,personas de 50 a 59 anos,2024-07-01,59,93,23,51,0,0,152,74,226
OMEREQUE,consulta externa,personas de 50 a 59 anos,2024-07-01,46,62,2,8,0,0,108,10,118
ORURO,consulta externa,personas de 50 a 59 anos,2024-07-01,3189,4908,1225,2390,279,537,8097,3615,11712
PADCAYA,consulta externa,personas de 50 a 59 anos,2024-07-01,221,359,41,80,42,46,580,121,701
PADILLA,consulta externa,personas de 50 a 59 anos,2024-07-01,144,261,29,74,0,2,405,103,508
PAILON,consulta externa,personas de 50 a 59 anos,2024-07-01,118,130,44,57,0,5,248,101,349
PALCA,consulta externa,personas de 50 a 59 anos,2024-07-01,89,127,5,0,44,57,216,5,221
PALOS BLANCOS,consulta externa,personas de 50 a 59 anos,2024-07-01,190,254,30,58,0,0,444,88,532
PAMPA AULLAGAS,consulta externa,personas de 50 a 59 anos,2024-07-01,18,19,2,4,0,0,37,6,43
PAMPA GRANDE,consulta externa,personas de 50 a 59 anos,2024-07-01,30,63,10,16,0,0,93,26,119
PAPEL PAMPA,consulta externa,personas de 50 a 59 anos,2024-07-01,36,41,2,3,0,0,77,5,82
PASORAPA,consulta externa,personas de 50 a 59 anos,2024-07-01,22,43,4,14,1,0,65,18,83
PATACAMAYA,consulta externa,personas de 50 a 59 anos,2024-07-01,72,77,18,32,0,0,149,50,199
PAZÑA,consulta externa,personas de 50 a 59 anos,2024-07-01,28,35,11,14,0,0,63,25,88
PELECHUCO,consulta externa,personas de 50 a 59 anos,2024-07-01,74,58,1,6,1,0,132,7,139
POCOATA,consulta externa,personas de 50 a 59 anos,2024-07-01,123,158,5,4,0,1,281,9,290
POCONA,consulta externa,personas de 50 a 59 anos,2024-07-01,50,94,1,6,0,0,144,7,151
POJO (CBBA),consulta externa,personas de 50 a 59 anos,2024-07-01,46,56,9,18,0,0,102,27,129
POOPO,consulta externa,personas de 50 a 59 anos,2024-07-01,54,40,19,23,2,1,94,42,136
PORCO,consulta externa,personas de 50 a 59 anos,2024-07-01,14,22,0,0,0,1,36,0,36
POROMA,consulta externa,personas de 50 a 59 anos,2024-07-01,115,188,6,11,3,4,303,17,320
PORONGO,consulta externa,personas de 50 a 59 anos,2024-07-01,132,103,22,54,4,3,235,76,311
PORTACHUELO,consulta externa,personas de 50 a 59 anos,2024-07-01,46,58,38,101,12,15,104,139,243
PORVENIR,consulta externa,personas de 50 a 59 anos,2024-07-01,48,50,12,12,0,0,98,24,122
POSTRER VALLE,consulta externa,personas de 50 a 59 anos,2024-07-01,14,18,7,5,0,0,32,12,44
POTOSI,consulta externa,personas de 50 a 59 anos,2024-07-01,2373,3236,942,1278,355,413,5609,2220,7829
PRESTO,consulta externa,personas de 50 a 59 anos,2024-07-01,70,83,7,4,0,0,153,11,164
PUCARA,consulta externa,personas de 50 a 59 anos,2024-07-01,10,19,12,25,0,0,29,37,66
PUCARANI,consulta externa,personas de 50 a 59 anos,2024-07-01,109,174,12,33,0,0,283,45,328
PUERTO ACOSTA,consulta externa,personas de 50 a 59 anos,2024-07-01,51,55,1,5,1,0,106,6,112
PUERTO CARABUCO,consulta externa,personas de 50 a 59 anos,2024-07-01,56,61,11,5,0,0,117,16,133
PUERTO GONZALO MORENO,consulta externa,personas de 50 a 59 anos,2024-07-01,51,74,26,25,10,10,125,51,176
PUERTO PEREZ,consulta externa,personas de 50 a 59 anos,2024-07-01,35,42,4,3,0,0,77,7,84
PUERTO QUIJARRO,consulta externa,personas de 50 a 59 anos,2024-07-01,62,133,20,21,30,23,195,41,236
PUERTO RICO,consulta externa,personas de 50 a 59 anos,2024-07-01,37,47,3,11,0,0,84,14,98
PUERTO SILES,consulta externa,personas de 50 a 59 anos,2024-07-01,14,6,0,1,0,0,20,1,21
PUERTO SUAREZ,consulta externa,personas de 50 a 59 anos,2024-07-01,87,123,70,72,11,6,210,142,352
PUERTO VILLARROEL,consulta externa,personas de 50 a 59 anos,2024-07-01,356,481,98,111,0,0,837,209,1046
PUNA,consulta externa,personas de 50 a 59 anos,2024-07-01,92,121,1,2,21,37,213,3,216
PUNATA,consulta externa,personas de 50 a 59 anos,2024-07-01,227,469,192,407,17,17,696,599,1295
QUIABAYA,consulta externa,personas de 50 a 59 anos,2024-07-01,22,43,6,9,0,0,65,15,80
QUILLACOLLO,consulta externa,personas de 50 a 59 anos,2024-07-01,634,1324,281,584,51,65,1958,865,2823
QUIME,consulta externa,personas de 50 a 59 anos,2024-07-01,87,43,26,12,0,0,130,38,168
QUIRUSILLAS,consulta externa,personas de 50 a 59 anos,2024-07-01,25,31,12,18,0,0,56,30,86
RAQAYPAMPA(ETA),consulta externa,personas de 50 a 59 anos,2024-07-01,41,65,2,0,14,13,106,2,108
RAVELO,consulta externa,personas de 50 a 59 anos,2024-07-01,120,178,2,2,0,0,298,4,302
REYES,consulta externa,personas de 50 a 59 anos,2024-07-01,132,146,2,7,0,0,278,9,287
RIBERALTA,consulta externa,personas de 50 a 59 anos,2024-07-01,772,1259,339,599,43,65,2031,938,2969
ROBORE,consulta externa,personas de 50 a 59 anos,2024-07-01,95,233,32,96,65,76,328,128,456
RURRENABAQUE,consulta externa,personas de 50 a 59 anos,2024-07-01,127,206,53,84,23,40,333,137,470
SABAYA,consulta externa,personas de 50 a 59 anos,2024-07-01,27,27,10,6,2,5,54,16,70
SACABA,consulta externa,personas de 50 a 59 anos,2024-07-01,553,1108,256,508,134,178,1661,764,2425
SACABAMBA,consulta externa,personas de 50 a 59 anos,2024-07-01,19,24,4,4,0,0,43,8,51
SACACA,consulta externa,personas de 50 a 59 anos,2024-07-01,71,89,1,0,0,0,160,1,161
SAIPINA,consulta externa,personas de 50 a 59 anos,2024-07-01,53,67,12,13,0,0,120,25,145
SALINAS DE GARCI MENDOZA,consulta externa,personas de 50 a 59 anos,2024-07-01,44,56,7,11,10,15,100,18,118
SAMAIPATA,consulta externa,personas de 50 a 59 anos,2024-07-01,76,93,25,31,0,0,169,56,225
SAN AGUSTIN,consulta externa,personas de 50 a 59 anos,2024-07-01,22,22,0,0,0,0,44,0,44
SAN ANDRES,consulta externa,personas de 50 a 59 anos,2024-07-01,67,117,24,34,6,4,184,58,242
SAN ANDRES DE MACHACA,consulta externa,personas de 50 a 59 anos,2024-07-01,20,24,0,1,0,0,44,1,45
SAN ANTONIO DE ESMORUCO,consulta externa,personas de 50 a 59 anos,2024-07-01,12,13,1,0,0,0,25,1,26
SAN ANTONIO DE LOMERIO,consulta externa,personas de 50 a 59 anos,2024-07-01,32,43,3,12,0,0,75,15,90
SAN BENITO,consulta externa,personas de 50 a 59 anos,2024-07-01,39,90,11,47,0,0,129,58,187
SAN BORJA,consulta externa,personas de 50 a 59 anos,2024-07-01,265,390,60,117,66,81,655,177,832
SAN BUENA VENTURA,consulta externa,personas de 50 a 59 anos,2024-07-01,47,56,8,18,0,0,103,26,129
SAN CARLOS,consulta externa,personas de 50 a 59 anos,2024-07-01,71,118,3,10,26,28,189,13,202
SAN IGNACIO,consulta externa,personas de 50 a 59 anos,2024-07-01,120,126,25,53,17,18,246,78,324
SAN IGNACIO DE VELASCO,consulta externa,personas de 50 a 59 anos,2024-07-01,193,271,62,152,0,2,464,214,678
SAN JAVIER(BNI),consulta externa,personas de 50 a 59 anos,2024-07-01,12,25,0,5,6,4,37,5,42
SAN JAVIER(STC),consulta externa,personas de 50 a 59 anos,2024-07-01,78,120,0,0,0,0,198,0,198
SAN JOAQUIN,consulta externa,personas de 50 a 59 anos,2024-07-01,41,81,12,11,0,0,122,23,145
SAN JOSE DE CHIQUITOS,consulta externa,personas de 50 a 59 anos,2024-07-01,83,94,18,21,1,0,177,39,216
SAN JUAN DE YAPACANI,consulta externa,personas de 50 a 59 anos,2024-07-01,69,69,11,3,0,0,138,14,152
SAN JULIAN,consulta externa,personas de 50 a 59 anos,2024-07-01,353,477,41,72,13,17,830,113,943
SAN LORENZO(PND),consulta externa,personas de 50 a 59 anos,2024-07-01,29,39,19,17,0,0,68,36,104
SAN LORENZO(TJA),consulta externa,personas de 50 a 59 anos,2024-07-01,256,367,13,35,0,0,623,48,671
SAN LUCAS,consulta externa,personas de 50 a 59 anos,2024-07-01,165,253,19,38,15,38,418,57,475
SAN MATIAS,consulta externa,personas de 50 a 59 anos,2024-07-01,66,92,46,97,2,2,158,143,301
SAN MIGUEL DE VELASCO,consulta externa,personas de 50 a 59 anos,2024-07-01,86,123,36,50,0,0,209,86,295
SAN PABLO DE LIPEZ,consulta externa,personas de 50 a 59 anos,2024-07-01,25,45,2,1,0,0,70,3,73
SAN PEDRO,consulta externa,personas de 50 a 59 anos,2024-07-01,100,180,14,51,0,0,280,65,345
SAN PEDRO DE BUENA VISTA,consulta externa,personas de 50 a 59 anos,2024-07-01,92,131,0,0,0,0,223,0,223
SAN PEDRO DE CURAHUARA,consulta externa,personas de 50 a 59 anos,2024-07-01,24,25,0,2,0,0,49,2,51
SAN PEDRO DE MACHA,consulta externa,personas de 50 a 59 anos,2024-07-01,75,122,1,1,0,0,197,2,199
SAN PEDRO DE QUEMES,consulta externa,personas de 50 a 59 anos,2024-07-01,22,15,3,3,0,0,37,6,43
SAN PEDRO DE TIQUINA,consulta externa,personas de 50 a 59 anos,2024-07-01,30,35,28,26,0,0,65,54,119
SAN PEDRO(PND),consulta externa,personas de 50 a 59 anos,2024-07-01,20,11,0,2,0,0,31,2,33
SAN RAFAEL,consulta externa,personas de 50 a 59 anos,2024-07-01,51,69,25,52,0,0,120,77,197
SAN RAMON BENI,consulta externa,personas de 50 a 59 anos,2024-07-01,46,83,5,18,0,0,129,23,152
SAN RAMON SCZ,consulta externa,personas de 50 a 59 anos,2024-07-01,37,62,2,9,0,0,99,11,110
SANTA ANA,consulta externa,personas de 50 a 59 anos,2024-07-01,56,130,16,40,0,0,186,56,242
SANTA CRUZ DE LA SIERRA,consulta externa,personas de 50 a 59 anos,2024-07-01,9452,16763,5068,9394,1286,1770,26215,14462,40677
SANTA ROSA,consulta externa,personas de 50 a 59 anos,2024-07-01,84,70,11,18,2,2,154,29,183
SANTA ROSA DEL SARA,consulta externa,personas de 50 a 59 anos,2024-07-01,138,233,13,11,13,15,371,24,395
SANTIAGO DE CALLAPA,consulta externa,personas de 50 a 59 anos,2024-07-01,25,45,1,0,0,0,70,1,71
SANTIAGO DE HUARI,consulta externa,personas de 50 a 59 anos,2024-07-01,28,30,7,10,1,0,58,17,75
SANTIAGO DE HUATA,consulta externa,personas de 50 a 59 anos,2024-07-01,15,22,7,22,0,0,37,29,66
SANTIAGO DE MACHACA,consulta externa,personas de 50 a 59 anos,2024-07-01,25,37,2,1,0,0,62,3,65
SANTIVAÑES,consulta externa,personas de 50 a 59 anos,2024-07-01,28,59,7,14,0,0,87,21,108
SANTUARIO DE QUILLACAS,consulta externa,personas de 50 a 59 anos,2024-07-01,23,35,4,5,15,28,58,9,67
SAPAHAQUI,consulta externa,personas de 50 a 59 anos,2024-07-01,56,58,2,9,4,2,114,11,125
SENA,consulta externa,personas de 50 a 59 anos,2024-07-01,50,43,8,13,0,0,93,21,114
SHINAOTA,consulta externa,personas de 50 a 59 anos,2024-07-01,139,182,46,55,27,22,321,101,422
SICA SICA (VILLA AROMA),consulta externa,personas de 50 a 59 anos,2024-07-01,95,153,35,34,0,0,248,69,317
SICAYA,consulta externa,personas de 50 a 59 anos,2024-07-01,11,18,2,4,0,0,29,6,35
SIPE SIPE,consulta externa,personas de 50 a 59 anos,2024-07-01,140,249,56,66,0,0,389,122,511
SOPACHUY,consulta externa,personas de 50 a 59 anos,2024-07-01,67,83,17,20,0,0,150,37,187
SORACACHI,consulta externa,personas de 50 a 59 anos,2024-07-01,61,64,3,9,0,0,125,12,137
SORATA,consulta externa,personas de 50 a 59 anos,2024-07-01,102,115,37,35,0,0,217,72,289
SUCRE,consulta externa,personas de 50 a 59 anos,2024-07-01,2977,5319,1570,2915,130,124,8296,4485,12781
TACACHI,consulta externa,personas de 50 a 59 anos,2024-07-01,4,10,0,4,0,0,14,4,18
TACACOMA,consulta externa,personas de 50 a 59 anos,2024-07-01,61,59,8,19,0,0,120,27,147
TACOBAMBA,consulta externa,personas de 50 a 59 anos,2024-07-01,23,39,0,0,0,0,62,0,62
TACOPAYA,consulta externa,personas de 50 a 59 anos,2024-07-01,52,66,2,6,0,0,118,8,126
TAHUA,consulta externa,personas de 50 a 59 anos,2024-07-01,11,7,1,0,0,0,18,1,19
TAPACARI,consulta externa,personas de 50 a 59 anos,2024-07-01,85,124,0,0,0,0,209,0,209
TARABUCO,consulta externa,personas de 50 a 59 anos,2024-07-01,116,191,23,40,0,0,307,63,370
TARACO,consulta externa,personas de 50 a 59 anos,2024-07-01,50,58,24,29,0,0,108,53,161
TARATA,consulta externa,personas de 50 a 59 anos,2024-07-01,33,51,18,18,0,0,84,36,120
TARIJA,consulta externa,personas de 50 a 59 anos,2024-07-01,1860,3496,972,2026,383,524,5356,2998,8354
TARVITA,consulta externa,personas de 50 a 59 anos,2024-07-01,91,184,8,31,9,6,275,39,314
TEOPONTE,consulta externa,personas de 50 a 59 anos,2024-07-01,62,59,2,7,0,0,121,9,130
TIAHUANACU,consulta externa,personas de 50 a 59 anos,2024-07-01,49,73,30,19,0,0,122,49,171
TINGUIPAYA,consulta externa,personas de 50 a 59 anos,2024-07-01,84,124,2,0,5,7,208,2,210
TIPUANI,consulta externa,personas de 50 a 59 anos,2024-07-01,77,83,24,33,0,0,160,57,217
TIQUIPAYA,consulta externa,personas de 50 a 59 anos,2024-07-01,205,480,97,322,0,0,685,419,1104
TIRAQUE (CBBA),consulta externa,personas de 50 a 59 anos,2024-07-01,56,105,3,16,4,9,161,19,180
TITO YUPANQUI (PARQUIPUJIO),consulta externa,personas de 50 a 59 anos,2024-07-01,17,27,2,5,0,0,44,7,51
TOCO,consulta externa,personas de 50 a 59 anos,2024-07-01,21,41,15,32,0,0,62,47,109
TODOS SANTOS,consulta externa,personas de 50 a 59 anos,2024-07-01,2,2,0,0,1,0,4,0,4
TOLATA,consulta externa,personas de 50 a 59 anos,2024-07-01,19,40,14,19,0,0,59,33,92
TOLEDO,consulta externa,personas de 50 a 59 anos,2024-07-01,31,47,1,3,0,0,78,4,82
TOMAVE,consulta externa,personas de 50 a 59 anos,2024-07-01,47,79,0,14,0,0,126,14,140
TOMINA,consulta externa,personas de 50 a 59 anos,2024-07-01,75,125,19,39,0,0,200,58,258
TORO TORO,consulta externa,personas de 50 a 59 anos,2024-07-01,77,92,1,0,0,0,169,1,170
TOTORA(CBBA),consulta externa,personas de 50 a 59 anos,2024-07-01,62,66,6,14,4,6,128,20,148
TOTORA(ORR),consulta externa,personas de 50 a 59 anos,2024-07-01,29,36,1,1,4,6,65,2,67
TRIGAL,consulta externa,personas de 50 a 59 anos,2024-07-01,19,21,7,12,0,0,40,19,59
TRINIDAD,consulta externa,personas de 50 a 59 anos,2024-07-01,685,1149,270,519,271,350,1834,789,2623
TUPIZA,consulta externa,personas de 50 a 59 anos,2024-07-01,433,627,186,203,18,14,1060,389,1449
TURCO,consulta externa,personas de 50 a 59 anos,2024-07-01,22,49,6,5,0,0,71,11,82
UMALA,consulta externa,personas de 50 a 59 anos,2024-07-01,22,31,3,6,0,0,53,9,62
UNCIA,consulta externa,personas de 50 a 59 anos,2024-07-01,240,220,85,69,0,0,460,154,614
URIONDO (A. CONCEPCION),consulta externa,personas de 50 a 59 anos,2024-07-01,111,207,32,62,37,68,318,94,412
URUBICHA,consulta externa,personas de 50 a 59 anos,2024-07-01,40,88,0,0,1,0,128,0,128
UYUNI,consulta externa,personas de 50 a 59 anos,2024-07-01,238,326,93,100,7,9,564,193,757
VACAS,consulta externa,personas de 50 a 59 anos,2024-07-01,38,68,3,2,0,0,106,5,111
VALLEGRANDE,consulta externa,personas de 50 a 59 anos,2024-07-01,115,237,86,254,19,21,352,340,692
VIACHA,consulta externa,personas de 50 a 59 anos,2024-07-01,281,607,167,396,6,11,888,563,1451
VILA VILA,consulta externa,personas de 50 a 59 anos,2024-07-01,67,62,1,0,0,1,129,1,130
VILLA CHARCAS,consulta externa,personas de 50 a 59 anos,2024-07-01,92,152,12,12,1,4,244,24,268
VILLA MONTES,consulta externa,personas de 50 a 59 anos,2024-07-01,412,591,122,191,15,19,1003,313,1316
VILLA NUEVA (LOMA ALTA),consulta externa,personas de 50 a 59 anos,2024-07-01,21,14,5,3,0,0,35,8,43
VILLA RIVERO,consulta externa,personas de 50 a 59 anos,2024-07-01,31,35,11,7,0,0,66,18,84
VILLA SERRANO,consulta externa,personas de 50 a 59 anos,2024-07-01,102,147,38,80,0,0,249,118,367
VILLA TUNARI,consulta externa,personas de 50 a 59 anos,2024-07-01,603,715,113,147,2,4,1318,260,1578
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,personas de 50 a 59 anos,2024-07-01,84,148,17,52,0,0,232,69,301
VILLAZON,consulta externa,personas de 50 a 59 anos,2024-07-01,196,341,128,204,56,98,537,332,869
VINTO,consulta externa,personas de 50 a 59 anos,2024-07-01,224,280,57,90,0,0,504,147,651
VITICHI,consulta externa,personas de 50 a 59 anos,2024-07-01,70,130,2,1,15,12,200,3,203
WALDO BALLIVIAN,consulta externa,personas de 50 a 59 anos,2024-07-01,3,26,0,4,0,0,29,4,33
WARNES,consulta externa,personas de 50 a 59 anos,2024-07-01,563,980,154,311,8,12,1543,465,2008
YACO,consulta externa,personas de 50 a 59 anos,2024-07-01,43,56,2,2,0,0,99,4,103
YACUIBA,consulta externa,personas de 50 a 59 anos,2024-07-01,730,1065,389,619,122,166,1795,1008,2803
YAMPARAEZ,consulta externa,personas de 50 a 59 anos,2024-07-01,49,71,4,7,2,1,120,11,131
YANACACHI,consulta externa,personas de 50 a 59 anos,2024-07-01,54,61,3,7,0,0,115,10,125
YAPACANI,consulta externa,personas de 50 a 59 anos,2024-07-01,257,318,56,141,6,4,575,197,772
YOCALLA,consulta externa,personas de 50 a 59 anos,2024-07-01,25,39,0,0,4,7,64,0,64
YOTALA,consulta externa,personas de 50 a 59 anos,2024-07-01,70,107,20,26,10,15,177,46,223
YUNCHARA,consulta externa,personas de 50 a 59 anos,2024-07-01,26,67,4,15,0,0,93,19,112
YUNGUYO DE LITORAL,consulta externa,personas de 50 a 59 anos,2024-07-01,1,2,0,0,0,0,3,0,3
ZUDAÑEZ,consulta externa,personas de 50 a 59 anos,2024-07-01,69,88,30,35,0,0,157,65,222
ACACIO,consulta externa,personas de 50 a 59 anos,2024-08-01,35,44,0,3,0,0,79,3,82
ACHACACHI,consulta externa,personas de 50 a 59 anos,2024-08-01,190,320,41,70,2,10,510,111,621
ACHOCALLA,consulta externa,personas de 50 a 59 anos,2024-08-01,77,169,9,14,0,0,246,23,269
AIQUILE,consulta externa,personas de 50 a 59 anos,2024-08-01,150,214,59,99,33,59,364,158,522
ALALAY,consulta externa,personas de 50 a 59 anos,2024-08-01,9,18,2,5,3,1,27,7,34
ALCALA,consulta externa,personas de 50 a 59 anos,2024-08-01,33,67,9,17,4,6,100,26,126
ALTO BENI,consulta externa,personas de 50 a 59 anos,2024-08-01,102,95,8,20,0,0,197,28,225
ANCORAIMES,consulta externa,personas de 50 a 59 anos,2024-08-01,47,48,23,26,8,7,95,49,144
ANDAMARCA,consulta externa,personas de 50 a 59 anos,2024-08-01,17,26,1,7,0,0,43,8,51
ANTEQUERA,consulta externa,personas de 50 a 59 anos,2024-08-01,16,21,1,2,0,0,37,3,40
ANZALDO,consulta externa,personas de 50 a 59 anos,2024-08-01,31,50,5,17,12,20,81,22,103
APOLO,consulta externa,personas de 50 a 59 anos,2024-08-01,78,110,1,11,4,3,188,12,200
ARAMPAMPA,consulta externa,personas de 50 a 59 anos,2024-08-01,14,27,2,1,2,0,41,3,44
ARANI,consulta externa,personas de 50 a 59 anos,2024-08-01,17,34,8,18,0,0,51,26,77
ARBIETO,consulta externa,personas de 50 a 59 anos,2024-08-01,53,120,17,16,0,0,173,33,206
ARQUE,consulta externa,personas de 50 a 59 anos,2024-08-01,48,50,0,0,0,0,98,0,98
ASCENCION DE GUARAYOS,consulta externa,personas de 50 a 59 anos,2024-08-01,110,203,7,16,4,3,313,23,336
ATOCHA,consulta externa,personas de 50 a 59 anos,2024-08-01,172,134,62,39,7,3,306,101,407
AUCAPATA,consulta externa,personas de 50 a 59 anos,2024-08-01,43,18,0,1,6,5,61,1,62
AYATA,consulta externa,personas de 50 a 59 anos,2024-08-01,75,100,3,5,16,12,175,8,183
AYO AYO,consulta externa,personas de 50 a 59 anos,2024-08-01,36,57,1,1,9,20,93,2,95
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,personas de 50 a 59 anos,2024-08-01,161,217,24,15,19,13,378,39,417
AZURDUY,consulta externa,personas de 50 a 59 anos,2024-08-01,72,131,20,43,0,0,203,63,266
BATALLAS,consulta externa,personas de 50 a 59 anos,2024-08-01,44,66,24,29,0,1,110,53,163
BAURES,consulta externa,personas de 50 a 59 anos,2024-08-01,88,79,8,10,0,0,167,18,185
BELEN DE ANDAMARCA,consulta externa,personas de 50 a 59 anos,2024-08-01,14,11,2,0,0,0,25,2,27
BELEN DE URMIRI,consulta externa,personas de 50 a 59 anos,2024-08-01,18,19,0,1,1,0,37,1,38
BELLA FLOR,consulta externa,personas de 50 a 59 anos,2024-08-01,19,26,8,15,0,1,45,23,68
BERMEJO,consulta externa,personas de 50 a 59 anos,2024-08-01,405,637,182,320,147,179,1042,502,1544
BETANZOS,consulta externa,personas de 50 a 59 anos,2024-08-01,201,314,21,15,0,0,515,36,551
BOLIVAR,consulta externa,personas de 50 a 59 anos,2024-08-01,29,34,3,3,0,0,63,6,69
BOLPEBRA,consulta externa,personas de 50 a 59 anos,2024-08-01,33,34,9,13,0,0,67,22,89
BOYUIBE,consulta externa,personas de 50 a 59 anos,2024-08-01,48,42,26,50,0,0,90,76,166
BUENA VISTA,consulta externa,personas de 50 a 59 anos,2024-08-01,94,124,3,14,4,2,218,17,235
CABEZAS,consulta externa,personas de 50 a 59 anos,2024-08-01,185,275,24,20,8,10,460,44,504
CAIROMA,consulta externa,personas de 50 a 59 anos,2024-08-01,91,59,9,0,2,10,150,9,159
"CAIZA ""D""",consulta externa,personas de 50 a 59 anos,2024-08-01,59,119,4,3,0,0,178,7,185
CAJUATA,consulta externa,personas de 50 a 59 anos,2024-08-01,45,69,15,19,6,6,114,34,148
CALACOTO,consulta externa,personas de 50 a 59 anos,2024-08-01,38,68,6,13,0,0,106,19,125
CALAMARCA,consulta externa,personas de 50 a 59 anos,2024-08-01,52,72,15,13,0,0,124,28,152
CAMARGO,consulta externa,personas de 50 a 59 anos,2024-08-01,145,281,36,87,1,1,426,123,549
CAMATAQUI (C. VILLA ABECIA),consulta externa,personas de 50 a 59 anos,2024-08-01,37,42,7,4,0,1,79,11,90
CAMIRI,consulta externa,personas de 50 a 59 anos,2024-08-01,175,234,69,97,0,0,409,166,575
CAPINOTA,consulta externa,personas de 50 a 59 anos,2024-08-01,115,173,16,29,0,0,288,45,333
CAQUIAVIRI,consulta externa,personas de 50 a 59 anos,2024-08-01,41,83,2,5,0,0,124,7,131
CARACOLLO,consulta externa,personas de 50 a 59 anos,2024-08-01,112,132,19,21,15,16,244,40,284
CARANAVI,consulta externa,personas de 50 a 59 anos,2024-08-01,343,443,46,103,18,16,786,149,935
CARANGAS,consulta externa,personas de 50 a 59 anos,2024-08-01,2,7,0,0,0,0,9,0,9
CARAPARI,consulta externa,personas de 50 a 59 anos,2024-08-01,140,236,29,60,6,16,376,89,465
CARIPUYO,consulta externa,personas de 50 a 59 anos,2024-08-01,47,69,0,0,0,0,116,0,116
CARMEN RIVERO TORREZ,consulta externa,personas de 50 a 59 anos,2024-08-01,47,56,1,2,5,1,103,3,106
CATACORA,consulta externa,personas de 50 a 59 anos,2024-08-01,10,25,0,1,0,0,35,1,36
