,group,variable,month,PERSONAS DE 40 A 49 AÑOS NUEVO,PERSONAS DE 40 A 49 AÑOS NUEVO,PERSONAS DE 40 A 49 AÑOS REPETIDO,PERSONAS DE 40 A 49 AÑOS REPETIDO,PERSONAS DE 40 A 49 AÑOS PRIMERA,PERSONAS DE 40 A 49 AÑOS PRIMERA,TOTALES,TOTALES,TOTALES
CABEZAS,consulta externa,personas de 40 a 49 anos,2024-07-01,171,286,12,19,13,12,457,31,488
CAIROMA,consulta externa,personas de 40 a 49 anos,2024-07-01,87,77,6,5,0,0,164,11,175
"CAIZA ""D""",consulta externa,personas de 40 a 49 anos,2024-07-01,64,82,0,3,0,0,146,3,149
CAJUATA,consulta externa,personas de 40 a 49 anos,2024-07-01,32,61,13,25,19,18,93,38,131
CALACOTO,consulta externa,personas de 40 a 49 anos,2024-07-01,24,40,2,4,0,0,64,6,70
CALAMARCA,consulta externa,personas de 40 a 49 anos,2024-07-01,27,71,5,7,0,0,98,12,110
CAMARGO,consulta externa,personas de 40 a 49 anos,2024-07-01,181,322,17,41,0,0,503,58,561
CAMATAQUI (C. VILLA ABECIA),consulta externa,personas de 40 a 49 anos,2024-07-01,29,59,1,4,1,1,88,5,93
CAMIRI,consulta externa,personas de 40 a 49 anos,2024-07-01,159,313,58,96,0,0,472,154,626
CAPINOTA,consulta externa,personas de 40 a 49 anos,2024-07-01,108,246,23,43,0,0,354,66,420
CAQUIAVIRI,consulta externa,personas de 40 a 49 anos,2024-07-01,34,52,0,6,0,0,86,6,92
CARACOLLO,consulta externa,personas de 40 a 49 anos,2024-07-01,102,181,13,20,6,7,283,33,316
CARANAVI,consulta externa,personas de 40 a 49 anos,2024-07-01,286,472,22,86,10,15,758,108,866
CARANGAS,consulta externa,personas de 40 a 49 anos,2024-07-01,0,3,1,1,0,0,3,2,5
CARAPARI,consulta externa,personas de 40 a 49 anos,2024-07-01,138,281,26,74,8,14,419,100,519
CARIPUYO,consulta externa,personas de 40 a 49 anos,2024-07-01,51,64,0,0,0,0,115,0,115
CARMEN RIVERO TORREZ,consulta externa,personas de 40 a 49 anos,2024-07-01,49,69,2,4,3,3,118,6,124
CATACORA,consulta externa,personas de 40 a 49 anos,2024-07-01,12,20,2,0,0,0,32,2,34
CHACARILLA,consulta externa,personas de 40 a 49 anos,2024-07-01,17,11,1,2,0,0,28,3,31
CHALLAPATA,consulta externa,personas de 40 a 49 anos,2024-07-01,109,209,10,42,14,31,318,52,370
CHAQUI,consulta externa,personas de 40 a 49 anos,2024-07-01,21,54,0,1,0,0,75,1,76
CHARAGUA,consulta externa,personas de 40 a 49 anos,2024-07-01,149,341,9,47,0,0,490,56,546
CHARAÑA,consulta externa,personas de 40 a 49 anos,2024-07-01,25,19,1,2,0,0,44,3,47
CHAYANTA,consulta externa,personas de 40 a 49 anos,2024-07-01,77,103,18,8,13,26,180,26,206
CHIMORE,consulta externa,personas de 40 a 49 anos,2024-07-01,169,289,19,49,0,0,458,68,526
CHIPAYA,consulta externa,personas de 40 a 49 anos,2024-07-01,22,16,0,1,0,0,38,1,39
CHOQUE COTA,consulta externa,personas de 40 a 49 anos,2024-07-01,11,22,0,0,0,0,33,0,33
CHUA COCANI,consulta externa,personas de 40 a 49 anos,2024-07-01,10,14,5,4,0,0,24,9,33
CHULUMANI (V. DE LA LIBERTAD),consulta externa,personas de 40 a 49 anos,2024-07-01,94,159,16,32,6,4,253,48,301
CHUMA,consulta externa,personas de 40 a 49 anos,2024-07-01,54,79,4,12,17,11,133,16,149
CHUQUIHUTA AYLLU JUCUMANI,consulta externa,personas de 40 a 49 anos,2024-07-01,79,69,19,14,0,0,148,33,181
CKOCHAS,consulta externa,personas de 40 a 49 anos,2024-07-01,66,134,1,2,2,2,200,3,203
CLIZA,consulta externa,personas de 40 a 49 anos,2024-07-01,76,172,34,69,0,0,248,103,351
COBIJA,consulta externa,personas de 40 a 49 anos,2024-07-01,623,1021,261,536,18,12,1644,797,2441
COCAPATA,consulta externa,personas de 40 a 49 anos,2024-07-01,83,125,0,1,0,0,208,1,209
COCHABAMBA,consulta externa,personas de 40 a 49 anos,2024-07-01,8187,14512,4340,9401,475,813,22699,13741,36440
COIPASA,consulta externa,personas de 40 a 49 anos,2024-07-01,7,5,0,0,0,0,12,0,12
COLCAPIRHUA,consulta externa,personas de 40 a 49 anos,2024-07-01,319,628,140,236,3,0,947,376,1323
"COLCHA ""K""",consulta externa,personas de 40 a 49 anos,2024-07-01,122,186,36,16,145,71,308,52,360
COLLANA,consulta externa,personas de 40 a 49 anos,2024-07-01,16,54,6,6,0,0,70,12,82
COLOMI,consulta externa,personas de 40 a 49 anos,2024-07-01,60,133,10,15,19,31,193,25,218
COLPA BELGICA,consulta externa,personas de 40 a 49 anos,2024-07-01,45,98,15,59,11,11,143,74,217
COLQUECHACA,consulta externa,personas de 40 a 49 anos,2024-07-01,82,99,4,6,8,6,181,10,191
COLQUENCHA,consulta externa,personas de 40 a 49 anos,2024-07-01,36,64,3,11,0,0,100,14,114
COLQUIRI,consulta externa,personas de 40 a 49 anos,2024-07-01,92,103,3,1,2,2,195,4,199
COMANCHE,consulta externa,personas de 40 a 49 anos,2024-07-01,8,13,0,0,0,0,21,0,21
COMARAPA,consulta externa,personas de 40 a 49 anos,2024-07-01,139,303,24,55,0,0,442,79,521
COMBAYA,consulta externa,personas de 40 a 49 anos,2024-07-01,17,24,2,3,0,0,41,5,46
CONCEPCION,consulta externa,personas de 40 a 49 anos,2024-07-01,71,75,9,8,0,0,146,17,163
COPACABANA,consulta externa,personas de 40 a 49 anos,2024-07-01,33,107,0,3,3,1,140,3,143
CORIPATA,consulta externa,personas de 40 a 49 anos,2024-07-01,86,161,13,32,4,1,247,45,292
CORO CORO,consulta externa,personas de 40 a 49 anos,2024-07-01,74,92,4,5,0,0,166,9,175
COROICO,consulta externa,personas de 40 a 49 anos,2024-07-01,141,189,17,32,20,11,330,49,379
CORQUE,consulta externa,personas de 40 a 49 anos,2024-07-01,24,58,2,5,1,1,82,7,89
COTAGAITA,consulta externa,personas de 40 a 49 anos,2024-07-01,294,335,26,23,21,14,629,49,678
COTOCA,consulta externa,personas de 40 a 49 anos,2024-07-01,327,820,83,171,75,154,1147,254,1401
CRUZ DE MACHACAMARCA,consulta externa,personas de 40 a 49 anos,2024-07-01,2,1,0,0,0,0,3,0,3
CUATRO CAÑADAS,consulta externa,personas de 40 a 49 anos,2024-07-01,112,200,34,104,6,5,312,138,450
CUCHUMUELA (V. G. VILLARROEL),consulta externa,personas de 40 a 49 anos,2024-07-01,13,16,5,1,0,0,29,6,35
CUEVO,consulta externa,personas de 40 a 49 anos,2024-07-01,48,53,3,7,0,0,101,10,111
CULPINA,consulta externa,personas de 40 a 49 anos,2024-07-01,107,210,10,24,0,0,317,34,351
CURAHUARA DE CARANGAS,consulta externa,personas de 40 a 49 anos,2024-07-01,15,28,3,0,6,9,43,3,46
CURVA,consulta externa,personas de 40 a 49 anos,2024-07-01,6,26,0,1,1,4,32,1,33
DESAGUADERO,consulta externa,personas de 40 a 49 anos,2024-07-01,30,37,2,10,5,7,67,12,79
EL ALTO,consulta externa,personas de 40 a 49 anos,2024-07-01,3190,7160,1737,3359,440,704,10350,5096,15446
EL CHORO,consulta externa,personas de 40 a 49 anos,2024-07-01,22,33,3,1,0,0,55,4,59
EL PUENTE(STC),consulta externa,personas de 40 a 49 anos,2024-07-01,73,137,2,12,3,2,210,14,224
EL PUENTE(TJA),consulta externa,personas de 40 a 49 anos,2024-07-01,78,170,4,10,23,64,248,14,262
EL TORNO,consulta externa,personas de 40 a 49 anos,2024-07-01,344,776,333,460,0,0,1120,793,1913
EL VILLAR,consulta externa,personas de 40 a 49 anos,2024-07-01,56,117,4,9,0,0,173,13,186
ENTRE RIOS TRJ,consulta externa,personas de 40 a 49 anos,2024-07-01,195,387,19,48,0,0,582,67,649
ENTRE RIOS CBBA,consulta externa,personas de 40 a 49 anos,2024-07-01,192,332,31,52,0,0,524,83,607
ESCARA,consulta externa,personas de 40 a 49 anos,2024-07-01,3,5,1,0,0,0,8,1,9
ESCOMA,consulta externa,personas de 40 a 49 anos,2024-07-01,15,16,0,2,0,0,31,2,33
ESMERALDA,consulta externa,personas de 40 a 49 anos,2024-07-01,11,11,0,4,2,3,22,4,26
EUCALIPTUS,consulta externa,personas de 40 a 49 anos,2024-07-01,6,21,3,0,2,7,27,3,30
EUREKA (SANTOS MERCADO),consulta externa,personas de 40 a 49 anos,2024-07-01,16,24,2,2,0,0,40,4,44
EXALTACION,consulta externa,personas de 40 a 49 anos,2024-07-01,16,25,0,0,0,0,41,0,41
FERNANDEZ ALONSO,consulta externa,personas de 40 a 49 anos,2024-07-01,42,211,6,31,5,19,253,37,290
FILADELFIA,consulta externa,personas de 40 a 49 anos,2024-07-01,52,62,6,24,72,64,114,30,144
GAIOC JATUN AYLLU YURA,consulta externa,personas de 40 a 49 anos,2024-07-01,31,73,2,2,0,0,104,4,108
GENERAL SAAVEDRA,consulta externa,personas de 40 a 49 anos,2024-07-01,103,301,24,31,0,0,404,55,459
GIA-TIM,consulta externa,personas de 40 a 49 anos,2024-07-01,5,7,0,0,8,10,12,0,12
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,personas de 40 a 49 anos,2024-07-01,56,84,2,6,3,0,140,8,148
GUANAY,consulta externa,personas de 40 a 49 anos,2024-07-01,49,79,12,46,0,0,128,58,186
GUAQUI,consulta externa,personas de 40 a 49 anos,2024-07-01,25,59,1,2,6,11,84,3,87
GUAYARAMERIN,consulta externa,personas de 40 a 49 anos,2024-07-01,289,447,98,208,51,43,736,306,1042
GUTIERREZ,consulta externa,personas de 40 a 49 anos,2024-07-01,59,189,9,44,0,0,248,53,301
HUACARAJE,consulta externa,personas de 40 a 49 anos,2024-07-01,8,34,4,9,0,1,42,13,55
HUACARETA,consulta externa,personas de 40 a 49 anos,2024-07-01,68,130,16,28,0,0,198,44,242
HUACAYA (VILLA DE HUACAYA),consulta externa,personas de 40 a 49 anos,2024-07-01,28,46,8,11,0,2,74,19,93
HUACHACALLA,consulta externa,personas de 40 a 49 anos,2024-07-01,15,23,1,1,2,1,38,2,40
HUANUNI,consulta externa,personas de 40 a 49 anos,2024-07-01,651,379,229,102,6,15,1030,331,1361
HUARINA,consulta externa,personas de 40 a 49 anos,2024-07-01,8,39,12,25,0,0,47,37,84
HUATAJATA,consulta externa,personas de 40 a 49 anos,2024-07-01,13,12,6,18,0,0,25,24,49
HUAYLLAMARCA,consulta externa,personas de 40 a 49 anos,2024-07-01,24,29,0,0,0,0,53,0,53
HUMANATA,consulta externa,personas de 40 a 49 anos,2024-07-01,5,9,1,1,0,0,14,2,16
ICHOCA,consulta externa,personas de 40 a 49 anos,2024-07-01,48,42,1,5,4,9,90,6,96
ICLA,consulta externa,personas de 40 a 49 anos,2024-07-01,66,95,20,34,0,0,161,54,215
INCAHUASI,consulta externa,personas de 40 a 49 anos,2024-07-01,84,130,5,12,1,2,214,17,231
INGAVI (HUMAITA),consulta externa,personas de 40 a 49 anos,2024-07-01,20,19,1,5,0,0,39,6,45
INQUISIVI,consulta externa,personas de 40 a 49 anos,2024-07-01,74,84,3,4,9,0,158,7,165
IRUPANA (VILLA DE LANZA),consulta externa,personas de 40 a 49 anos,2024-07-01,94,164,28,31,0,0,258,59,317
IXIAMAS,consulta externa,personas de 40 a 49 anos,2024-07-01,81,92,1,6,0,0,173,7,180
JESUS DE MACHACA,consulta externa,personas de 40 a 49 anos,2024-07-01,38,80,17,22,2,0,118,39,157
LA ASUNTA,consulta externa,personas de 40 a 49 anos,2024-07-01,196,246,17,36,111,151,442,53,495
LA GUARDIA,consulta externa,personas de 40 a 49 anos,2024-07-01,557,1131,212,393,27,28,1688,605,2293
LA PAZ,consulta externa,personas de 40 a 49 anos,2024-07-01,6860,13946,4417,10796,875,1615,20806,15213,36019
LA RIVERA,consulta externa,personas de 40 a 49 anos,2024-07-01,10,4,1,0,0,0,14,1,15
LAGUNILLAS,consulta externa,personas de 40 a 49 anos,2024-07-01,38,108,14,23,0,0,146,37,183
LAJA,consulta externa,personas de 40 a 49 anos,2024-07-01,47,96,10,49,0,0,143,59,202
LAS CARRERAS,consulta externa,personas de 40 a 49 anos,2024-07-01,33,47,4,12,0,0,80,16,96
LICOMA PAMPA,consulta externa,personas de 40 a 49 anos,2024-07-01,20,30,1,1,0,1,50,2,52
LLALLAGUA,consulta externa,personas de 40 a 49 anos,2024-07-01,243,458,43,99,5,13,701,142,843
LLICA,consulta externa,personas de 40 a 49 anos,2024-07-01,18,51,0,0,0,0,69,0,69
LORETO,consulta externa,personas de 40 a 49 anos,2024-07-01,27,41,17,26,0,0,68,43,111
LURIBAY,consulta externa,personas de 40 a 49 anos,2024-07-01,70,104,5,9,0,0,174,14,188
MACHACAMARCA,consulta externa,personas de 40 a 49 anos,2024-07-01,19,44,3,6,5,3,63,9,72
MACHARETI,consulta externa,personas de 40 a 49 anos,2024-07-01,71,139,9,23,0,4,210,32,242
MAGDALENA,consulta externa,personas de 40 a 49 anos,2024-07-01,30,64,6,18,29,27,94,24,118
MAIRANA,consulta externa,personas de 40 a 49 anos,2024-07-01,28,89,17,49,0,0,117,66,183
MALLA,consulta externa,personas de 40 a 49 anos,2024-07-01,13,17,2,0,0,0,30,2,32
MAPIRI,consulta externa,personas de 40 a 49 anos,2024-07-01,64,137,10,12,0,0,201,22,223
MECAPACA,consulta externa,personas de 40 a 49 anos,2024-07-01,30,63,5,8,0,0,93,13,106
MINEROS,consulta externa,personas de 40 a 49 anos,2024-07-01,60,155,6,31,17,7,215,37,252
MIZQUE,consulta externa,personas de 40 a 49 anos,2024-07-01,86,212,16,56,17,35,298,72,370
MOCOMOCO,consulta externa,personas de 40 a 49 anos,2024-07-01,44,74,6,22,0,0,118,28,146
MOJINETE,consulta externa,personas de 40 a 49 anos,2024-07-01,9,13,0,0,0,0,22,0,22
MOJOCOYA,consulta externa,personas de 40 a 49 anos,2024-07-01,61,118,3,3,0,0,179,6,185
MONTEAGUDO,consulta externa,personas de 40 a 49 anos,2024-07-01,254,527,81,198,3,11,781,279,1060
MONTERO,consulta externa,personas de 40 a 49 anos,2024-07-01,1077,2297,409,498,10,23,3374,907,4281
MORO MORO,consulta externa,personas de 40 a 49 anos,2024-07-01,9,23,5,20,0,0,32,25,57
MOROCHATA,consulta externa,personas de 40 a 49 anos,2024-07-01,45,69,2,0,0,0,114,2,116
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,personas de 40 a 49 anos,2024-07-01,45,39,5,9,0,0,84,14,98
NAZACARA DE PACAJES,consulta externa,personas de 40 a 49 anos,2024-07-01,1,5,0,0,0,0,6,0,6
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,personas de 40 a 49 anos,2024-07-01,6,10,1,2,4,6,16,3,19
OCURI,consulta externa,personas de 40 a 49 anos,2024-07-01,63,112,13,2,0,0,175,15,190
OKINAWA,consulta externa,personas de 40 a 49 anos,2024-07-01,54,151,20,73,0,0,205,93,298
OMEREQUE,consulta externa,personas de 40 a 49 anos,2024-07-01,32,57,5,6,1,0,89,11,100
ORURO,consulta externa,personas de 40 a 49 anos,2024-07-01,3783,6362,1142,2557,371,760,10145,3699,13844
PADCAYA,consulta externa,personas de 40 a 49 anos,2024-07-01,171,340,18,45,54,47,511,63,574
PADILLA,consulta externa,personas de 40 a 49 anos,2024-07-01,162,284,23,78,0,3,446,101,547
PAILON,consulta externa,personas de 40 a 49 anos,2024-07-01,140,198,35,93,0,12,338,128,466
PALCA,consulta externa,personas de 40 a 49 anos,2024-07-01,85,134,1,2,36,53,219,3,222
PALOS BLANCOS,consulta externa,personas de 40 a 49 anos,2024-07-01,218,330,33,63,0,0,548,96,644
PAMPA AULLAGAS,consulta externa,personas de 40 a 49 anos,2024-07-01,29,25,4,2,0,0,54,6,60
PAMPA GRANDE,consulta externa,personas de 40 a 49 anos,2024-07-01,24,60,4,10,0,0,84,14,98
PAPEL PAMPA,consulta externa,personas de 40 a 49 anos,2024-07-01,32,45,1,5,0,0,77,6,83
PASORAPA,consulta externa,personas de 40 a 49 anos,2024-07-01,24,24,1,4,0,2,48,5,53
PATACAMAYA,consulta externa,personas de 40 a 49 anos,2024-07-01,72,135,11,37,0,0,207,48,255
PAZÑA,consulta externa,personas de 40 a 49 anos,2024-07-01,36,48,13,10,0,0,84,23,107
PELECHUCO,consulta externa,personas de 40 a 49 anos,2024-07-01,75,70,6,1,2,0,145,7,152
POCOATA,consulta externa,personas de 40 a 49 anos,2024-07-01,112,176,1,4,2,0,288,5,293
POCONA,consulta externa,personas de 40 a 49 anos,2024-07-01,57,90,2,1,0,0,147,3,150
POJO (CBBA),consulta externa,personas de 40 a 49 anos,2024-07-01,52,88,7,15,0,0,140,22,162
POOPO,consulta externa,personas de 40 a 49 anos,2024-07-01,68,70,11,9,0,0,138,20,158
PORCO,consulta externa,personas de 40 a 49 anos,2024-07-01,29,60,0,0,0,4,89,0,89
POROMA,consulta externa,personas de 40 a 49 anos,2024-07-01,175,258,0,11,11,8,433,11,444
PORONGO,consulta externa,personas de 40 a 49 anos,2024-07-01,90,128,15,39,5,2,218,54,272
PORTACHUELO,consulta externa,personas de 40 a 49 anos,2024-07-01,52,75,39,132,11,23,127,171,298
PORVENIR,consulta externa,personas de 40 a 49 anos,2024-07-01,35,92,7,19,0,0,127,26,153
POSTRER VALLE,consulta externa,personas de 40 a 49 anos,2024-07-01,6,19,4,3,0,0,25,7,32
POTOSI,consulta externa,personas de 40 a 49 anos,2024-07-01,2847,4767,927,1422,544,623,7614,2349,9963
PRESTO,consulta externa,personas de 40 a 49 anos,2024-07-01,47,112,4,10,0,0,159,14,173
PUCARA,consulta externa,personas de 40 a 49 anos,2024-07-01,19,19,9,24,0,0,38,33,71
PUCARANI,consulta externa,personas de 40 a 49 anos,2024-07-01,67,163,3,21,0,0,230,24,254
PUERTO ACOSTA,consulta externa,personas de 40 a 49 anos,2024-07-01,30,55,1,3,0,1,85,4,89
PUERTO CARABUCO,consulta externa,personas de 40 a 49 anos,2024-07-01,51,47,3,5,0,0,98,8,106
PUERTO GONZALO MORENO,consulta externa,personas de 40 a 49 anos,2024-07-01,53,90,14,30,10,13,143,44,187
PUERTO PEREZ,consulta externa,personas de 40 a 49 anos,2024-07-01,32,44,0,2,0,0,76,2,78
PUERTO QUIJARRO,consulta externa,personas de 40 a 49 anos,2024-07-01,74,174,9,12,47,19,248,21,269
PUERTO RICO,consulta externa,personas de 40 a 49 anos,2024-07-01,45,82,5,12,0,0,127,17,144
PUERTO SILES,consulta externa,personas de 40 a 49 anos,2024-07-01,11,23,1,1,0,0,34,2,36
PUERTO SUAREZ,consulta externa,personas de 40 a 49 anos,2024-07-01,98,178,58,29,1,4,276,87,363
PUERTO VILLARROEL,consulta externa,personas de 40 a 49 anos,2024-07-01,432,793,91,131,0,0,1225,222,1447
PUNA,consulta externa,personas de 40 a 49 anos,2024-07-01,59,151,0,0,29,37,210,0,210
PUNATA,consulta externa,personas de 40 a 49 anos,2024-07-01,251,597,148,396,11,17,848,544,1392
QUIABAYA,consulta externa,personas de 40 a 49 anos,2024-07-01,27,37,2,3,0,0,64,5,69
QUILLACOLLO,consulta externa,personas de 40 a 49 anos,2024-07-01,784,1790,255,590,44,54,2574,845,3419
QUIME,consulta externa,personas de 40 a 49 anos,2024-07-01,96,41,43,26,0,0,137,69,206
QUIRUSILLAS,consulta externa,personas de 40 a 49 anos,2024-07-01,19,31,7,17,0,0,50,24,74
RAQAYPAMPA(ETA),consulta externa,personas de 40 a 49 anos,2024-07-01,29,83,2,5,9,14,112,7,119
RAVELO,consulta externa,personas de 40 a 49 anos,2024-07-01,84,211,0,2,0,0,295,2,297
REYES,consulta externa,personas de 40 a 49 anos,2024-07-01,128,185,1,1,0,0,313,2,315
RIBERALTA,consulta externa,personas de 40 a 49 anos,2024-07-01,785,1638,254,649,52,105,2423,903,3326
ROBORE,consulta externa,personas de 40 a 49 anos,2024-07-01,128,242,22,84,41,24,370,106,476
RURRENABAQUE,consulta externa,personas de 40 a 49 anos,2024-07-01,141,293,32,78,22,65,434,110,544
SABAYA,consulta externa,personas de 40 a 49 anos,2024-07-01,33,41,2,7,4,1,74,9,83
SACABA,consulta externa,personas de 40 a 49 anos,2024-07-01,592,1621,202,473,145,334,2213,675,2888
SACABAMBA,consulta externa,personas de 40 a 49 anos,2024-07-01,13,25,1,4,0,0,38,5,43
SACACA,consulta externa,personas de 40 a 49 anos,2024-07-01,57,108,0,1,0,0,165,1,166
SAIPINA,consulta externa,personas de 40 a 49 anos,2024-07-01,36,61,7,18,0,0,97,25,122
SALINAS DE GARCI MENDOZA,consulta externa,personas de 40 a 49 anos,2024-07-01,54,67,7,8,15,20,121,15,136
SAMAIPATA,consulta externa,personas de 40 a 49 anos,2024-07-01,72,98,13,32,0,0,170,45,215
SAN AGUSTIN,consulta externa,personas de 40 a 49 anos,2024-07-01,23,23,0,0,0,0,46,0,46
SAN ANDRES,consulta externa,personas de 40 a 49 anos,2024-07-01,77,165,17,36,0,13,242,53,295
SAN ANDRES DE MACHACA,consulta externa,personas de 40 a 49 anos,2024-07-01,25,39,6,8,0,0,64,14,78
SAN ANTONIO DE ESMORUCO,consulta externa,personas de 40 a 49 anos,2024-07-01,8,13,2,0,0,0,21,2,23
SAN ANTONIO DE LOMERIO,consulta externa,personas de 40 a 49 anos,2024-07-01,33,44,3,10,0,0,77,13,90
SAN BENITO,consulta externa,personas de 40 a 49 anos,2024-07-01,51,103,19,36,0,0,154,55,209
SAN BORJA,consulta externa,personas de 40 a 49 anos,2024-07-01,212,459,37,90,81,99,671,127,798
SAN BUENA VENTURA,consulta externa,personas de 40 a 49 anos,2024-07-01,29,97,6,25,0,0,126,31,157
SAN CARLOS,consulta externa,personas de 40 a 49 anos,2024-07-01,45,99,0,4,16,13,144,4,148
SAN IGNACIO,consulta externa,personas de 40 a 49 anos,2024-07-01,93,182,23,46,15,19,275,69,344
SAN IGNACIO DE VELASCO,consulta externa,personas de 40 a 49 anos,2024-07-01,174,343,58,122,1,1,517,180,697
SAN JAVIER(BNI),consulta externa,personas de 40 a 49 anos,2024-07-01,21,35,5,1,3,4,56,6,62
SAN JAVIER(STC),consulta externa,personas de 40 a 49 anos,2024-07-01,50,87,0,0,0,0,137,0,137
SAN JOAQUIN,consulta externa,personas de 40 a 49 anos,2024-07-01,52,89,10,8,0,0,141,18,159
SAN JOSE DE CHIQUITOS,consulta externa,personas de 40 a 49 anos,2024-07-01,72,122,11,13,1,1,194,24,218
SAN JUAN DE YAPACANI,consulta externa,personas de 40 a 49 anos,2024-07-01,47,86,4,14,0,0,133,18,151
SAN JULIAN,consulta externa,personas de 40 a 49 anos,2024-07-01,361,683,50,71,23,16,1044,121,1165
SAN LORENZO(PND),consulta externa,personas de 40 a 49 anos,2024-07-01,42,71,15,26,0,0,113,41,154
SAN LORENZO(TJA),consulta externa,personas de 40 a 49 anos,2024-07-01,207,436,10,28,0,0,643,38,681
SAN LUCAS,consulta externa,personas de 40 a 49 anos,2024-07-01,149,342,16,32,10,32,491,48,539
SAN MATIAS,consulta externa,personas de 40 a 49 anos,2024-07-01,73,84,38,53,4,3,157,91,248
SAN MIGUEL DE VELASCO,consulta externa,personas de 40 a 49 anos,2024-07-01,71,159,19,75,0,0,230,94,324
SAN PABLO DE LIPEZ,consulta externa,personas de 40 a 49 anos,2024-07-01,26,38,0,1,1,1,64,1,65
SAN PEDRO,consulta externa,personas de 40 a 49 anos,2024-07-01,154,267,27,51,0,0,421,78,499
SAN PEDRO DE BUENA VISTA,consulta externa,personas de 40 a 49 anos,2024-07-01,129,202,0,1,0,0,331,1,332
SAN PEDRO DE CURAHUARA,consulta externa,personas de 40 a 49 anos,2024-07-01,20,24,1,0,0,0,44,1,45
SAN PEDRO DE MACHA,consulta externa,personas de 40 a 49 anos,2024-07-01,86,127,0,0,0,0,213,0,213
SAN PEDRO DE QUEMES,consulta externa,personas de 40 a 49 anos,2024-07-01,14,18,0,2,0,0,32,2,34
SAN PEDRO DE TIQUINA,consulta externa,personas de 40 a 49 anos,2024-07-01,30,36,9,23,0,0,66,32,98
SAN PEDRO(PND),consulta externa,personas de 40 a 49 anos,2024-07-01,10,32,0,2,0,0,42,2,44
SAN RAFAEL,consulta externa,personas de 40 a 49 anos,2024-07-01,33,76,13,35,0,0,109,48,157
SAN RAMON BENI,consulta externa,personas de 40 a 49 anos,2024-07-01,38,108,1,15,0,0,146,16,162
SAN RAMON SCZ,consulta externa,personas de 40 a 49 anos,2024-07-01,52,90,4,7,0,0,142,11,153
SANTA ANA,consulta externa,personas de 40 a 49 anos,2024-07-01,61,131,16,29,0,0,192,45,237
SANTA CRUZ DE LA SIERRA,consulta externa,personas de 40 a 49 anos,2024-07-01,8757,18936,3740,8948,1408,2094,27693,12688,40381
SANTA ROSA,consulta externa,personas de 40 a 49 anos,2024-07-01,81,118,4,13,1,1,199,17,216
SANTA ROSA DEL SARA,consulta externa,personas de 40 a 49 anos,2024-07-01,131,192,1,12,13,17,323,13,336
SANTIAGO DE CALLAPA,consulta externa,personas de 40 a 49 anos,2024-07-01,25,26,0,0,0,0,51,0,51
SANTIAGO DE HUARI,consulta externa,personas de 40 a 49 anos,2024-07-01,44,47,10,8,0,1,91,18,109
SANTIAGO DE HUATA,consulta externa,personas de 40 a 49 anos,2024-07-01,15,29,11,5,0,0,44,16,60
SANTIAGO DE MACHACA,consulta externa,personas de 40 a 49 anos,2024-07-01,16,25,2,0,0,0,41,2,43
SANTIVAÑES,consulta externa,personas de 40 a 49 anos,2024-07-01,28,74,2,8,0,0,102,10,112
SANTUARIO DE QUILLACAS,consulta externa,personas de 40 a 49 anos,2024-07-01,27,26,2,5,19,37,53,7,60
SAPAHAQUI,consulta externa,personas de 40 a 49 anos,2024-07-01,50,69,2,4,3,7,119,6,125
SENA,consulta externa,personas de 40 a 49 anos,2024-07-01,70,95,5,12,0,0,165,17,182
SHINAOTA,consulta externa,personas de 40 a 49 anos,2024-07-01,180,251,39,56,38,41,431,95,526
SICA SICA (VILLA AROMA),consulta externa,personas de 40 a 49 anos,2024-07-01,81,133,6,17,0,0,214,23,237
SICAYA,consulta externa,personas de 40 a 49 anos,2024-07-01,12,21,9,1,0,0,33,10,43
SIPE SIPE,consulta externa,personas de 40 a 49 anos,2024-07-01,116,360,43,81,0,0,476,124,600
SOPACHUY,consulta externa,personas de 40 a 49 anos,2024-07-01,65,101,93,36,0,0,166,129,295
SORACACHI,consulta externa,personas de 40 a 49 anos,2024-07-01,47,64,3,3,0,4,111,6,117
SORATA,consulta externa,personas de 40 a 49 anos,2024-07-01,105,127,20,26,0,0,232,46,278
SUCRE,consulta externa,personas de 40 a 49 anos,2024-07-01,3038,6702,1329,2910,243,235,9740,4239,13979
TACACHI,consulta externa,personas de 40 a 49 anos,2024-07-01,5,6,0,0,0,0,11,0,11
TACACOMA,consulta externa,personas de 40 a 49 anos,2024-07-01,82,91,9,14,0,0,173,23,196
TACOBAMBA,consulta externa,personas de 40 a 49 anos,2024-07-01,50,61,0,0,0,0,111,0,111
TACOPAYA,consulta externa,personas de 40 a 49 anos,2024-07-01,35,73,2,1,0,0,108,3,111
TAHUA,consulta externa,personas de 40 a 49 anos,2024-07-01,11,19,0,1,0,0,30,1,31
TAPACARI,consulta externa,personas de 40 a 49 anos,2024-07-01,68,162,1,0,0,0,230,1,231
TARABUCO,consulta externa,personas de 40 a 49 anos,2024-07-01,75,195,12,34,0,0,270,46,316
TARACO,consulta externa,personas de 40 a 49 anos,2024-07-01,27,36,8,8,0,0,63,16,79
TARATA,consulta externa,personas de 40 a 49 anos,2024-07-01,40,54,13,38,0,0,94,51,145
