,group,variable,month,PERSONAS DE 10 A 14 AÑOS NUEVO,PERSONAS DE 10 A 14 AÑOS NUEVO,PERSONAS DE 10 A 14 AÑOS REPETIDO,PERSONAS DE 10 A 14 AÑOS REPETIDO,PERSONAS DE 10 A 14 AÑOS PRIMERA,PERSONAS DE 10 A 14 AÑOS PRIMERA,TOTALES,TOTALES,TOTALES
TOLEDO,consulta externa,personas de 10 a 14 anos,2024-07-01,7,20,1,1,0,0,27,2,29
TOMAVE,consulta externa,personas de 10 a 14 anos,2024-07-01,26,29,1,0,0,0,55,1,56
TOMINA,consulta externa,personas de 10 a 14 anos,2024-07-01,59,53,3,0,0,0,112,3,115
TORO TORO,consulta externa,personas de 10 a 14 anos,2024-07-01,35,45,1,1,0,0,80,2,82
TOTORA(CBBA),consulta externa,personas de 10 a 14 anos,2024-07-01,61,67,1,10,5,7,128,11,139
TOTORA(ORR),consulta externa,personas de 10 a 14 anos,2024-07-01,13,11,0,0,5,2,24,0,24
TRIGAL,consulta externa,personas de 10 a 14 anos,2024-07-01,6,7,0,0,0,0,13,0,13
TRINIDAD,consulta externa,personas de 10 a 14 anos,2024-07-01,542,584,122,144,129,149,1126,266,1392
TUPIZA,consulta externa,personas de 10 a 14 anos,2024-07-01,250,290,39,60,17,26,540,99,639
TURCO,consulta externa,personas de 10 a 14 anos,2024-07-01,15,20,0,1,0,0,35,1,36
UMALA,consulta externa,personas de 10 a 14 anos,2024-07-01,22,18,0,1,1,1,40,1,41
UNCIA,consulta externa,personas de 10 a 14 anos,2024-07-01,104,122,13,17,0,0,226,30,256
URIONDO (A. CONCEPCION),consulta externa,personas de 10 a 14 anos,2024-07-01,77,97,6,15,36,29,174,21,195
URUBICHA,consulta externa,personas de 10 a 14 anos,2024-07-01,23,49,0,0,0,0,72,0,72
UYUNI,consulta externa,personas de 10 a 14 anos,2024-07-01,146,140,16,23,7,2,286,39,325
VACAS,consulta externa,personas de 10 a 14 anos,2024-07-01,50,54,1,0,0,0,104,1,105
VALLEGRANDE,consulta externa,personas de 10 a 14 anos,2024-07-01,75,92,22,14,12,8,167,36,203
VIACHA,consulta externa,personas de 10 a 14 anos,2024-07-01,283,295,89,54,20,15,578,143,721
VILA VILA,consulta externa,personas de 10 a 14 anos,2024-07-01,23,39,0,0,1,1,62,0,62
VILLA CHARCAS,consulta externa,personas de 10 a 14 anos,2024-07-01,61,82,3,3,0,1,143,6,149
VILLA MONTES,consulta externa,personas de 10 a 14 anos,2024-07-01,213,236,22,17,10,5,449,39,488
VILLA NUEVA (LOMA ALTA),consulta externa,personas de 10 a 14 anos,2024-07-01,30,28,7,7,0,0,58,14,72
VILLA RIVERO,consulta externa,personas de 10 a 14 anos,2024-07-01,14,20,4,8,0,0,34,12,46
VILLA SERRANO,consulta externa,personas de 10 a 14 anos,2024-07-01,45,56,5,7,0,0,101,12,113
VILLA TUNARI,consulta externa,personas de 10 a 14 anos,2024-07-01,479,501,57,25,3,7,980,82,1062
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,personas de 10 a 14 anos,2024-07-01,66,67,5,6,0,0,133,11,144
VILLAZON,consulta externa,personas de 10 a 14 anos,2024-07-01,132,153,21,26,46,44,285,47,332
VINTO,consulta externa,personas de 10 a 14 anos,2024-07-01,269,242,23,31,0,0,511,54,565
VITICHI,consulta externa,personas de 10 a 14 anos,2024-07-01,38,37,0,0,14,8,75,0,75
WALDO BALLIVIAN,consulta externa,personas de 10 a 14 anos,2024-07-01,10,8,5,1,0,0,18,6,24
WARNES,consulta externa,personas de 10 a 14 anos,2024-07-01,610,718,61,105,3,3,1328,166,1494
YACO,consulta externa,personas de 10 a 14 anos,2024-07-01,22,37,0,0,0,0,59,0,59
YACUIBA,consulta externa,personas de 10 a 14 anos,2024-07-01,405,445,58,77,84,80,850,135,985
YAMPARAEZ,consulta externa,personas de 10 a 14 anos,2024-07-01,29,25,0,0,2,2,54,0,54
YANACACHI,consulta externa,personas de 10 a 14 anos,2024-07-01,17,33,0,1,0,0,50,1,51
YAPACANI,consulta externa,personas de 10 a 14 anos,2024-07-01,279,264,376,327,3,4,543,703,1246
YOCALLA,consulta externa,personas de 10 a 14 anos,2024-07-01,14,8,0,0,3,5,22,0,22
YOTALA,consulta externa,personas de 10 a 14 anos,2024-07-01,49,53,1,6,13,13,102,7,109
YUNCHARA,consulta externa,personas de 10 a 14 anos,2024-07-01,39,47,1,2,0,0,86,3,89
YUNGUYO DE LITORAL,consulta externa,personas de 10 a 14 anos,2024-07-01,0,3,0,0,0,0,3,0,3
ZUDAÑEZ,consulta externa,personas de 10 a 14 anos,2024-07-01,32,41,5,5,0,0,73,10,83
ACACIO,consulta externa,personas de 10 a 14 anos,2024-08-01,38,50,0,0,0,0,88,0,88
ACHACACHI,consulta externa,personas de 10 a 14 anos,2024-08-01,184,168,11,14,3,1,352,25,377
ACHOCALLA,consulta externa,personas de 10 a 14 anos,2024-08-01,108,132,15,13,0,0,240,28,268
AIQUILE,consulta externa,personas de 10 a 14 anos,2024-08-01,141,113,21,21,51,36,254,42,296
ALALAY,consulta externa,personas de 10 a 14 anos,2024-08-01,9,17,3,2,4,9,26,5,31
ALCALA,consulta externa,personas de 10 a 14 anos,2024-08-01,23,25,3,1,3,4,48,4,52
ALTO BENI,consulta externa,personas de 10 a 14 anos,2024-08-01,91,87,1,3,0,0,178,4,182
ANCORAIMES,consulta externa,personas de 10 a 14 anos,2024-08-01,37,37,4,6,0,10,74,10,84
ANDAMARCA,consulta externa,personas de 10 a 14 anos,2024-08-01,20,28,1,2,0,0,48,3,51
ANTEQUERA,consulta externa,personas de 10 a 14 anos,2024-08-01,20,13,1,0,0,0,33,1,34
ANZALDO,consulta externa,personas de 10 a 14 anos,2024-08-01,33,34,1,1,2,3,67,2,69
APOLO,consulta externa,personas de 10 a 14 anos,2024-08-01,68,80,4,4,3,2,148,8,156
ARAMPAMPA,consulta externa,personas de 10 a 14 anos,2024-08-01,30,26,1,2,1,8,56,3,59
ARANI,consulta externa,personas de 10 a 14 anos,2024-08-01,20,16,7,2,0,0,36,9,45
ARBIETO,consulta externa,personas de 10 a 14 anos,2024-08-01,62,106,6,9,0,0,168,15,183
ARQUE,consulta externa,personas de 10 a 14 anos,2024-08-01,65,67,0,0,0,0,132,0,132
ASCENCION DE GUARAYOS,consulta externa,personas de 10 a 14 anos,2024-08-01,162,75,9,6,34,30,237,15,252
ATOCHA,consulta externa,personas de 10 a 14 anos,2024-08-01,104,133,20,10,11,21,237,30,267
AUCAPATA,consulta externa,personas de 10 a 14 anos,2024-08-01,17,18,0,1,2,7,35,1,36
AYATA,consulta externa,personas de 10 a 14 anos,2024-08-01,58,56,1,4,12,13,114,5,119
AYO AYO,consulta externa,personas de 10 a 14 anos,2024-08-01,50,50,0,2,13,15,100,2,102
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,personas de 10 a 14 anos,2024-08-01,107,129,3,6,23,11,236,9,245
AZURDUY,consulta externa,personas de 10 a 14 anos,2024-08-01,62,74,10,18,0,0,136,28,164
BATALLAS,consulta externa,personas de 10 a 14 anos,2024-08-01,25,29,19,28,0,0,54,47,101
BAURES,consulta externa,personas de 10 a 14 anos,2024-08-01,108,92,2,0,0,0,200,2,202
BELEN DE ANDAMARCA,consulta externa,personas de 10 a 14 anos,2024-08-01,4,8,1,0,0,0,12,1,13
BELEN DE URMIRI,consulta externa,personas de 10 a 14 anos,2024-08-01,7,8,0,0,0,0,15,0,15
BELLA FLOR,consulta externa,personas de 10 a 14 anos,2024-08-01,33,29,2,2,0,0,62,4,66
BERMEJO,consulta externa,personas de 10 a 14 anos,2024-08-01,381,365,20,33,21,30,746,53,799
BETANZOS,consulta externa,personas de 10 a 14 anos,2024-08-01,145,202,6,1,0,0,347,7,354
BOLIVAR,consulta externa,personas de 10 a 14 anos,2024-08-01,61,44,1,0,0,0,105,1,106
BOLPEBRA,consulta externa,personas de 10 a 14 anos,2024-08-01,27,14,1,0,0,0,41,1,42
BOYUIBE,consulta externa,personas de 10 a 14 anos,2024-08-01,31,36,1,1,0,0,67,2,69
BUENA VISTA,consulta externa,personas de 10 a 14 anos,2024-08-01,68,82,3,1,2,0,150,4,154
CABEZAS,consulta externa,personas de 10 a 14 anos,2024-08-01,143,176,40,7,7,10,319,47,366
CAIROMA,consulta externa,personas de 10 a 14 anos,2024-08-01,55,59,1,0,4,5,114,1,115
"CAIZA ""D""",consulta externa,personas de 10 a 14 anos,2024-08-01,106,126,4,2,0,0,232,6,238
CAJUATA,consulta externa,personas de 10 a 14 anos,2024-08-01,35,32,12,5,5,0,67,17,84
CALACOTO,consulta externa,personas de 10 a 14 anos,2024-08-01,22,30,0,1,0,0,52,1,53
CALAMARCA,consulta externa,personas de 10 a 14 anos,2024-08-01,49,54,0,0,0,0,103,0,103
CAMARGO,consulta externa,personas de 10 a 14 anos,2024-08-01,111,129,6,15,0,0,240,21,261
CAMATAQUI (C. VILLA ABECIA),consulta externa,personas de 10 a 14 anos,2024-08-01,30,26,0,0,0,0,56,0,56
CAMIRI,consulta externa,personas de 10 a 14 anos,2024-08-01,108,93,13,17,0,0,201,30,231
CAPINOTA,consulta externa,personas de 10 a 14 anos,2024-08-01,94,124,8,4,0,0,218,12,230
CAQUIAVIRI,consulta externa,personas de 10 a 14 anos,2024-08-01,38,59,0,4,0,0,97,4,101
CARACOLLO,consulta externa,personas de 10 a 14 anos,2024-08-01,104,106,9,14,10,12,210,23,233
CARANAVI,consulta externa,personas de 10 a 14 anos,2024-08-01,281,283,41,25,9,14,564,66,630
CARANGAS,consulta externa,personas de 10 a 14 anos,2024-08-01,1,1,0,0,0,0,2,0,2
CARAPARI,consulta externa,personas de 10 a 14 anos,2024-08-01,139,138,7,8,10,0,277,15,292
CARIPUYO,consulta externa,personas de 10 a 14 anos,2024-08-01,38,52,0,0,0,0,90,0,90
CARMEN RIVERO TORREZ,consulta externa,personas de 10 a 14 anos,2024-08-01,39,75,1,2,2,3,114,3,117
CATACORA,consulta externa,personas de 10 a 14 anos,2024-08-01,17,9,1,0,0,0,26,1,27
CHACARILLA,consulta externa,personas de 10 a 14 anos,2024-08-01,7,9,0,0,0,0,16,0,16
CHALLAPATA,consulta externa,personas de 10 a 14 anos,2024-08-01,91,96,6,9,22,21,187,15,202
CHAQUI,consulta externa,personas de 10 a 14 anos,2024-08-01,27,33,0,0,0,0,60,0,60
CHARAGUA,consulta externa,personas de 10 a 14 anos,2024-08-01,170,222,6,23,0,0,392,29,421
CHARAÑA,consulta externa,personas de 10 a 14 anos,2024-08-01,8,14,0,1,0,0,22,1,23
CHAYANTA,consulta externa,personas de 10 a 14 anos,2024-08-01,78,82,5,3,15,13,160,8,168
CHIMORE,consulta externa,personas de 10 a 14 anos,2024-08-01,190,241,8,6,19,25,431,14,445
CHIPAYA,consulta externa,personas de 10 a 14 anos,2024-08-01,6,7,0,1,0,0,13,1,14
CHOQUE COTA,consulta externa,personas de 10 a 14 anos,2024-08-01,3,2,0,0,0,0,5,0,5
CHUA COCANI,consulta externa,personas de 10 a 14 anos,2024-08-01,4,7,0,4,0,0,11,4,15
CHULUMANI (V. DE LA LIBERTAD),consulta externa,personas de 10 a 14 anos,2024-08-01,99,90,4,4,2,4,189,8,197
CHUMA,consulta externa,personas de 10 a 14 anos,2024-08-01,56,66,0,4,9,9,122,4,126
CHUQUIHUTA AYLLU JUCUMANI,consulta externa,personas de 10 a 14 anos,2024-08-01,19,38,3,5,0,0,57,8,65
CKOCHAS,consulta externa,personas de 10 a 14 anos,2024-08-01,193,199,0,1,3,2,392,1,393
CLIZA,consulta externa,personas de 10 a 14 anos,2024-08-01,54,92,13,7,0,0,146,20,166
COBIJA,consulta externa,personas de 10 a 14 anos,2024-08-01,345,366,70,87,2,2,711,157,868
COCAPATA,consulta externa,personas de 10 a 14 anos,2024-08-01,72,85,0,0,0,0,157,0,157
COCHABAMBA,consulta externa,personas de 10 a 14 anos,2024-08-01,3698,3424,1567,1397,137,129,7122,2964,10086
COIPASA,consulta externa,personas de 10 a 14 anos,2024-08-01,3,2,0,1,0,0,5,1,6
COLCAPIRHUA,consulta externa,personas de 10 a 14 anos,2024-08-01,155,166,39,23,0,0,321,62,383
"COLCHA ""K""",consulta externa,personas de 10 a 14 anos,2024-08-01,172,142,11,11,12,8,314,22,336
COLLANA,consulta externa,personas de 10 a 14 anos,2024-08-01,23,17,3,1,0,0,40,4,44
COLOMI,consulta externa,personas de 10 a 14 anos,2024-08-01,122,119,2,7,59,48,241,9,250
COLPA BELGICA,consulta externa,personas de 10 a 14 anos,2024-08-01,34,32,5,5,3,2,66,10,76
COLQUECHACA,consulta externa,personas de 10 a 14 anos,2024-08-01,53,74,0,0,0,0,127,0,127
COLQUENCHA,consulta externa,personas de 10 a 14 anos,2024-08-01,65,61,3,5,0,0,126,8,134
COLQUIRI,consulta externa,personas de 10 a 14 anos,2024-08-01,103,99,29,42,14,1,202,71,273
COMANCHE,consulta externa,personas de 10 a 14 anos,2024-08-01,16,16,0,0,2,5,32,0,32
COMARAPA,consulta externa,personas de 10 a 14 anos,2024-08-01,95,115,21,15,5,3,210,36,246
COMBAYA,consulta externa,personas de 10 a 14 anos,2024-08-01,22,22,0,0,0,0,44,0,44
CONCEPCION,consulta externa,personas de 10 a 14 anos,2024-08-01,56,51,5,3,0,0,107,8,115
COPACABANA,consulta externa,personas de 10 a 14 anos,2024-08-01,53,52,0,0,0,0,105,0,105
CORIPATA,consulta externa,personas de 10 a 14 anos,2024-08-01,83,72,7,6,3,5,155,13,168
CORO CORO,consulta externa,personas de 10 a 14 anos,2024-08-01,44,80,0,2,0,0,124,2,126
COROICO,consulta externa,personas de 10 a 14 anos,2024-08-01,108,107,11,7,7,11,215,18,233
CORQUE,consulta externa,personas de 10 a 14 anos,2024-08-01,58,58,4,1,1,2,116,5,121
COTAGAITA,consulta externa,personas de 10 a 14 anos,2024-08-01,164,198,1,6,7,8,362,7,369
COTOCA,consulta externa,personas de 10 a 14 anos,2024-08-01,323,343,25,25,58,77,666,50,716
CRUZ DE MACHACAMARCA,consulta externa,personas de 10 a 14 anos,2024-08-01,2,0,0,0,0,0,2,0,2
CUATRO CAÑADAS,consulta externa,personas de 10 a 14 anos,2024-08-01,81,84,10,8,3,5,165,18,183
CUCHUMUELA (V. G. VILLARROEL),consulta externa,personas de 10 a 14 anos,2024-08-01,12,4,1,0,0,0,16,1,17
CUEVO,consulta externa,personas de 10 a 14 anos,2024-08-01,42,45,0,1,0,0,87,1,88
CULPINA,consulta externa,personas de 10 a 14 anos,2024-08-01,77,103,12,17,15,17,180,29,209
CURAHUARA DE CARANGAS,consulta externa,personas de 10 a 14 anos,2024-08-01,21,16,1,1,5,6,37,2,39
CURVA,consulta externa,personas de 10 a 14 anos,2024-08-01,9,15,1,1,3,2,24,2,26
DESAGUADERO,consulta externa,personas de 10 a 14 anos,2024-08-01,14,11,2,1,4,4,25,3,28
EL ALTO,consulta externa,personas de 10 a 14 anos,2024-08-01,2187,2217,539,588,343,326,4404,1127,5531
EL CHORO,consulta externa,personas de 10 a 14 anos,2024-08-01,16,30,0,3,0,0,46,3,49
EL PUENTE(STC),consulta externa,personas de 10 a 14 anos,2024-08-01,44,77,1,1,1,4,121,2,123
EL PUENTE(TJA),consulta externa,personas de 10 a 14 anos,2024-08-01,78,70,0,0,31,23,148,0,148
EL TORNO,consulta externa,personas de 10 a 14 anos,2024-08-01,357,343,310,241,0,0,700,551,1251
EL VILLAR,consulta externa,personas de 10 a 14 anos,2024-08-01,39,40,1,1,0,0,79,2,81
ENTRE RIOS TRJ,consulta externa,personas de 10 a 14 anos,2024-08-01,239,235,5,3,0,0,474,8,482
ENTRE RIOS CBBA,consulta externa,personas de 10 a 14 anos,2024-08-01,173,172,16,4,0,0,345,20,365
ESCARA,consulta externa,personas de 10 a 14 anos,2024-08-01,6,5,0,0,0,0,11,0,11
ESCOMA,consulta externa,personas de 10 a 14 anos,2024-08-01,34,16,0,1,0,0,50,1,51
ESMERALDA,consulta externa,personas de 10 a 14 anos,2024-08-01,0,2,0,0,0,0,2,0,2
EUCALIPTUS,consulta externa,personas de 10 a 14 anos,2024-08-01,21,17,4,3,5,2,38,7,45
EUREKA (SANTOS MERCADO),consulta externa,personas de 10 a 14 anos,2024-08-01,12,19,0,0,0,0,31,0,31
EXALTACION,consulta externa,personas de 10 a 14 anos,2024-08-01,29,42,0,1,8,8,71,1,72
FERNANDEZ ALONSO,consulta externa,personas de 10 a 14 anos,2024-08-01,78,76,6,13,0,1,154,19,173
FILADELFIA,consulta externa,personas de 10 a 14 anos,2024-08-01,123,133,0,0,0,0,256,0,256
GAIOC JATUN AYLLU YURA,consulta externa,personas de 10 a 14 anos,2024-08-01,36,39,0,0,0,0,75,0,75
GENERAL SAAVEDRA,consulta externa,personas de 10 a 14 anos,2024-08-01,107,103,5,6,0,0,210,11,221
GIA-TIM,consulta externa,personas de 10 a 14 anos,2024-08-01,28,28,0,0,0,0,56,0,56
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,personas de 10 a 14 anos,2024-08-01,46,63,2,4,0,0,109,6,115
GUANAY,consulta externa,personas de 10 a 14 anos,2024-08-01,59,64,11,10,0,0,123,21,144
GUAQUI,consulta externa,personas de 10 a 14 anos,2024-08-01,20,19,0,8,3,3,39,8,47
GUAYARAMERIN,consulta externa,personas de 10 a 14 anos,2024-08-01,196,218,56,32,24,20,414,88,502
GUTIERREZ,consulta externa,personas de 10 a 14 anos,2024-08-01,86,102,5,4,0,0,188,9,197
HUACARAJE,consulta externa,personas de 10 a 14 anos,2024-08-01,20,23,1,0,2,1,43,1,44
HUACARETA,consulta externa,personas de 10 a 14 anos,2024-08-01,56,71,2,6,0,0,127,8,135
HUACAYA (VILLA DE HUACAYA),consulta externa,personas de 10 a 14 anos,2024-08-01,31,45,0,0,0,1,76,0,76
HUACHACALLA,consulta externa,personas de 10 a 14 anos,2024-08-01,2,6,0,0,0,1,8,0,8
HUANUNI,consulta externa,personas de 10 a 14 anos,2024-08-01,134,125,29,18,1,1,259,47,306
HUARINA,consulta externa,personas de 10 a 14 anos,2024-08-01,25,30,5,6,0,0,55,11,66
HUATAJATA,consulta externa,personas de 10 a 14 anos,2024-08-01,4,10,1,10,0,0,14,11,25
HUAYLLAMARCA,consulta externa,personas de 10 a 14 anos,2024-08-01,17,21,0,0,0,0,38,0,38
HUMANATA,consulta externa,personas de 10 a 14 anos,2024-08-01,2,7,0,0,0,0,9,0,9
ICHOCA,consulta externa,personas de 10 a 14 anos,2024-08-01,37,29,0,1,3,3,66,1,67
ICLA,consulta externa,personas de 10 a 14 anos,2024-08-01,72,90,5,4,0,0,162,9,171
INCAHUASI,consulta externa,personas de 10 a 14 anos,2024-08-01,93,92,5,1,19,18,185,6,191
INGAVI (HUMAITA),consulta externa,personas de 10 a 14 anos,2024-08-01,6,10,0,0,0,0,16,0,16
INQUISIVI,consulta externa,personas de 10 a 14 anos,2024-08-01,81,66,3,4,0,0,147,7,154
IRUPANA (VILLA DE LANZA),consulta externa,personas de 10 a 14 anos,2024-08-01,99,115,5,15,0,0,214,20,234
IXIAMAS,consulta externa,personas de 10 a 14 anos,2024-08-01,69,72,3,2,7,9,141,5,146
JESUS DE MACHACA,consulta externa,personas de 10 a 14 anos,2024-08-01,46,51,3,3,2,1,97,6,103
LA ASUNTA,consulta externa,personas de 10 a 14 anos,2024-08-01,199,189,29,27,95,77,388,56,444
LA GUARDIA,consulta externa,personas de 10 a 14 anos,2024-08-01,399,484,125,116,21,23,883,241,1124
LA PAZ,consulta externa,personas de 10 a 14 anos,2024-08-01,3833,3309,1367,1204,345,300,7142,2571,9713
LA RIVERA,consulta externa,personas de 10 a 14 anos,2024-08-01,5,10,0,1,0,0,15,1,16
LAGUNILLAS,consulta externa,personas de 10 a 14 anos,2024-08-01,46,54,11,10,0,0,100,21,121
LAJA,consulta externa,personas de 10 a 14 anos,2024-08-01,59,55,13,13,0,0,114,26,140
LAS CARRERAS,consulta externa,personas de 10 a 14 anos,2024-08-01,24,33,1,4,0,0,57,5,62
LICOMA PAMPA,consulta externa,personas de 10 a 14 anos,2024-08-01,18,14,0,0,0,0,32,0,32
LLALLAGUA,consulta externa,personas de 10 a 14 anos,2024-08-01,167,143,4,9,1,0,310,13,323
LLICA,consulta externa,personas de 10 a 14 anos,2024-08-01,8,17,0,0,0,0,25,0,25
LORETO,consulta externa,personas de 10 a 14 anos,2024-08-01,14,21,0,1,0,0,35,1,36
LURIBAY,consulta externa,personas de 10 a 14 anos,2024-08-01,65,67,1,0,0,0,132,1,133
MACHACAMARCA,consulta externa,personas de 10 a 14 anos,2024-08-01,16,31,1,1,1,6,47,2,49
MACHARETI,consulta externa,personas de 10 a 14 anos,2024-08-01,46,81,6,9,1,3,127,15,142
MAGDALENA,consulta externa,personas de 10 a 14 anos,2024-08-01,63,65,16,20,19,23,128,36,164
MAIRANA,consulta externa,personas de 10 a 14 anos,2024-08-01,37,35,4,3,0,0,72,7,79
MALLA,consulta externa,personas de 10 a 14 anos,2024-08-01,15,8,0,1,0,0,23,1,24
MAPIRI,consulta externa,personas de 10 a 14 anos,2024-08-01,91,88,3,3,0,0,179,6,185
MECAPACA,consulta externa,personas de 10 a 14 anos,2024-08-01,69,73,15,14,0,0,142,29,171
MINEROS,consulta externa,personas de 10 a 14 anos,2024-08-01,22,24,3,14,63,59,46,17,63
MIZQUE,consulta externa,personas de 10 a 14 anos,2024-08-01,119,137,16,25,51,66,256,41,297
MOCOMOCO,consulta externa,personas de 10 a 14 anos,2024-08-01,39,61,6,7,0,0,100,13,113
MOJINETE,consulta externa,personas de 10 a 14 anos,2024-08-01,3,5,1,0,0,0,8,1,9
MOJOCOYA,consulta externa,personas de 10 a 14 anos,2024-08-01,68,64,3,3,0,0,132,6,138
MONTEAGUDO,consulta externa,personas de 10 a 14 anos,2024-08-01,154,162,8,19,4,5,316,27,343
MONTERO,consulta externa,personas de 10 a 14 anos,2024-08-01,689,738,119,107,1,1,1427,226,1653
MORO MORO,consulta externa,personas de 10 a 14 anos,2024-08-01,15,19,0,2,0,0,34,2,36
MOROCHATA,consulta externa,personas de 10 a 14 anos,2024-08-01,49,54,0,1,0,0,103,1,104
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,personas de 10 a 14 anos,2024-08-01,32,27,0,5,0,0,59,5,64
NAZACARA DE PACAJES,consulta externa,personas de 10 a 14 anos,2024-08-01,5,6,0,0,0,0,11,0,11
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,personas de 10 a 14 anos,2024-08-01,16,19,0,0,0,0,35,0,35
OCURI,consulta externa,personas de 10 a 14 anos,2024-08-01,75,73,4,1,0,0,148,5,153
OKINAWA,consulta externa,personas de 10 a 14 anos,2024-08-01,45,53,11,25,0,0,98,36,134
OMEREQUE,consulta externa,personas de 10 a 14 anos,2024-08-01,57,57,1,3,0,0,114,4,118
ORURO,consulta externa,personas de 10 a 14 anos,2024-08-01,1886,1810,366,401,210,238,3696,767,4463
PADCAYA,consulta externa,personas de 10 a 14 anos,2024-08-01,228,187,6,6,61,40,415,12,427
PADILLA,consulta externa,personas de 10 a 14 anos,2024-08-01,64,98,6,11,0,0,162,17,179
PAILON,consulta externa,personas de 10 a 14 anos,2024-08-01,90,94,14,24,0,1,184,38,222
PALCA,consulta externa,personas de 10 a 14 anos,2024-08-01,106,120,0,0,15,15,226,0,226
PALOS BLANCOS,consulta externa,personas de 10 a 14 anos,2024-08-01,310,310,12,14,0,0,620,26,646
PAMPA AULLAGAS,consulta externa,personas de 10 a 14 anos,2024-08-01,21,16,2,0,0,0,37,2,39
PAMPA GRANDE,consulta externa,personas de 10 a 14 anos,2024-08-01,30,40,0,1,0,0,70,1,71
PAPEL PAMPA,consulta externa,personas de 10 a 14 anos,2024-08-01,40,24,0,2,0,0,64,2,66
PASORAPA,consulta externa,personas de 10 a 14 anos,2024-08-01,25,24,0,1,0,3,49,1,50
PATACAMAYA,consulta externa,personas de 10 a 14 anos,2024-08-01,76,85,5,1,0,0,161,6,167
PAZÑA,consulta externa,personas de 10 a 14 anos,2024-08-01,36,40,3,2,0,0,76,5,81
PELECHUCO,consulta externa,personas de 10 a 14 anos,2024-08-01,37,50,1,3,1,8,87,4,91
POCOATA,consulta externa,personas de 10 a 14 anos,2024-08-01,138,163,0,1,0,0,301,1,302
POCONA,consulta externa,personas de 10 a 14 anos,2024-08-01,47,66,0,0,0,0,113,0,113
POJO (CBBA),consulta externa,personas de 10 a 14 anos,2024-08-01,57,74,10,18,0,0,131,28,159
POOPO,consulta externa,personas de 10 a 14 anos,2024-08-01,47,24,5,0,2,1,71,5,76
PORCO,consulta externa,personas de 10 a 14 anos,2024-08-01,30,20,0,0,0,0,50,0,50
POROMA,consulta externa,personas de 10 a 14 anos,2024-08-01,156,131,1,2,4,3,287,3,290
PORONGO,consulta externa,personas de 10 a 14 anos,2024-08-01,68,72,19,13,0,0,140,32,172
PORTACHUELO,consulta externa,personas de 10 a 14 anos,2024-08-01,32,43,32,32,5,12,75,64,139
PORVENIR,consulta externa,personas de 10 a 14 anos,2024-08-01,44,63,4,2,0,0,107,6,113
POSTRER VALLE,consulta externa,personas de 10 a 14 anos,2024-08-01,12,7,0,1,0,0,19,1,20
POTOSI,consulta externa,personas de 10 a 14 anos,2024-08-01,1336,1437,264,233,284,269,2773,497,3270
PRESTO,consulta externa,personas de 10 a 14 anos,2024-08-01,34,45,2,1,47,50,79,3,82
PUCARA,consulta externa,personas de 10 a 14 anos,2024-08-01,15,11,4,3,0,0,26,7,33
PUCARANI,consulta externa,personas de 10 a 14 anos,2024-08-01,177,170,16,11,0,0,347,27,374
PUERTO ACOSTA,consulta externa,personas de 10 a 14 anos,2024-08-01,25,22,2,2,0,0,47,4,51
PUERTO CARABUCO,consulta externa,personas de 10 a 14 anos,2024-08-01,52,48,2,2,0,0,100,4,104
PUERTO GONZALO MORENO,consulta externa,personas de 10 a 14 anos,2024-08-01,61,52,17,7,4,3,113,24,137
PUERTO PEREZ,consulta externa,personas de 10 a 14 anos,2024-08-01,23,35,0,0,0,0,58,0,58
PUERTO QUIJARRO,consulta externa,personas de 10 a 14 anos,2024-08-01,50,43,9,15,7,9,93,24,117
PUERTO RICO,consulta externa,personas de 10 a 14 anos,2024-08-01,22,49,0,0,0,0,71,0,71
PUERTO SILES,consulta externa,personas de 10 a 14 anos,2024-08-01,9,10,0,0,0,0,19,0,19
PUERTO SUAREZ,consulta externa,personas de 10 a 14 anos,2024-08-01,106,107,1,4,31,40,213,5,218
PUERTO VILLARROEL,consulta externa,personas de 10 a 14 anos,2024-08-01,494,425,48,34,1,0,919,82,1001
PUNA,consulta externa,personas de 10 a 14 anos,2024-08-01,98,138,1,0,39,47,236,1,237
PUNATA,consulta externa,personas de 10 a 14 anos,2024-08-01,151,149,63,112,0,0,300,175,475
QUIABAYA,consulta externa,personas de 10 a 14 anos,2024-08-01,25,24,2,1,0,0,49,3,52
QUILLACOLLO,consulta externa,personas de 10 a 14 anos,2024-08-01,524,431,126,121,9,6,955,247,1202
QUIME,consulta externa,personas de 10 a 14 anos,2024-08-01,32,34,1,3,1,1,66,4,70
QUIRUSILLAS,consulta externa,personas de 10 a 14 anos,2024-08-01,4,19,0,1,0,0,23,1,24
RAQAYPAMPA(ETA),consulta externa,personas de 10 a 14 anos,2024-08-01,81,102,3,5,37,48,183,8,191
RAVELO,consulta externa,personas de 10 a 14 anos,2024-08-01,68,82,1,1,0,0,150,2,152
REYES,consulta externa,personas de 10 a 14 anos,2024-08-01,76,91,0,1,0,0,167,1,168
RIBERALTA,consulta externa,personas de 10 a 14 anos,2024-08-01,658,781,106,109,42,75,1439,215,1654
