,group,variable,month,PERSONAS DE 5 A 9 AÑOS NUEVO,PERSONAS DE 5 A 9 AÑOS NUEVO,PERSONAS DE 5 A 9 AÑOS REPETIDO,PERSONAS DE 5 A 9 AÑOS REPETIDO,PERSONAS DE 5 A 9 AÑOS PRIMERA,PERSONAS DE 5 A 9 AÑOS PRIMERA,TOTALES,TOTALES,TOTALES
NAZACARA DE PACAJES,consulta externa,personas de 5 a 9 anos,2024-07-01,7,2,0,0,0,0,9,0,9
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,personas de 5 a 9 anos,2024-07-01,16,27,0,0,3,11,43,0,43
OCURI,consulta externa,personas de 5 a 9 anos,2024-07-01,36,38,0,0,0,0,74,0,74
OKINAWA,consulta externa,personas de 5 a 9 anos,2024-07-01,45,86,23,20,0,0,131,43,174
OMEREQUE,consulta externa,personas de 5 a 9 anos,2024-07-01,42,42,2,1,0,0,84,3,87
ORURO,consulta externa,personas de 5 a 9 anos,2024-07-01,2680,2608,676,615,408,410,5288,1291,6579
PADCAYA,consulta externa,personas de 5 a 9 anos,2024-07-01,179,149,4,1,47,30,328,5,333
PADILLA,consulta externa,personas de 5 a 9 anos,2024-07-01,90,120,12,16,1,1,210,28,238
PAILON,consulta externa,personas de 5 a 9 anos,2024-07-01,165,135,29,34,0,0,300,63,363
PALCA,consulta externa,personas de 5 a 9 anos,2024-07-01,87,87,0,2,38,36,174,2,176
PALOS BLANCOS,consulta externa,personas de 5 a 9 anos,2024-07-01,264,280,11,14,0,0,544,25,569
PAMPA AULLAGAS,consulta externa,personas de 5 a 9 anos,2024-07-01,18,14,3,1,0,0,32,4,36
PAMPA GRANDE,consulta externa,personas de 5 a 9 anos,2024-07-01,39,47,0,1,0,0,86,1,87
PAPEL PAMPA,consulta externa,personas de 5 a 9 anos,2024-07-01,34,25,2,0,0,0,59,2,61
PASORAPA,consulta externa,personas de 5 a 9 anos,2024-07-01,14,15,0,0,0,0,29,0,29
PATACAMAYA,consulta externa,personas de 5 a 9 anos,2024-07-01,79,95,1,3,0,0,174,4,178
PAZÑA,consulta externa,personas de 5 a 9 anos,2024-07-01,18,18,1,2,0,0,36,3,39
PELECHUCO,consulta externa,personas de 5 a 9 anos,2024-07-01,60,54,1,1,1,0,114,2,116
POCOATA,consulta externa,personas de 5 a 9 anos,2024-07-01,72,75,1,0,1,0,147,1,148
POCONA,consulta externa,personas de 5 a 9 anos,2024-07-01,53,42,0,0,0,0,95,0,95
POJO (CBBA),consulta externa,personas de 5 a 9 anos,2024-07-01,72,61,24,11,0,0,133,35,168
POOPO,consulta externa,personas de 5 a 9 anos,2024-07-01,31,39,24,0,1,0,70,24,94
PORCO,consulta externa,personas de 5 a 9 anos,2024-07-01,42,31,0,2,0,1,73,2,75
POROMA,consulta externa,personas de 5 a 9 anos,2024-07-01,85,86,0,0,4,5,171,0,171
PORONGO,consulta externa,personas de 5 a 9 anos,2024-07-01,114,102,24,25,0,0,216,49,265
PORTACHUELO,consulta externa,personas de 5 a 9 anos,2024-07-01,56,41,36,43,21,14,97,79,176
PORVENIR,consulta externa,personas de 5 a 9 anos,2024-07-01,46,64,5,3,0,0,110,8,118
POSTRER VALLE,consulta externa,personas de 5 a 9 anos,2024-07-01,7,10,0,0,0,0,17,0,17
POTOSI,consulta externa,personas de 5 a 9 anos,2024-07-01,1701,1544,314,188,254,221,3245,502,3747
PRESTO,consulta externa,personas de 5 a 9 anos,2024-07-01,61,49,1,3,0,0,110,4,114
PUCARA,consulta externa,personas de 5 a 9 anos,2024-07-01,10,12,4,0,0,0,22,4,26
PUCARANI,consulta externa,personas de 5 a 9 anos,2024-07-01,114,138,15,10,0,0,252,25,277
PUERTO ACOSTA,consulta externa,personas de 5 a 9 anos,2024-07-01,21,17,0,1,0,0,38,1,39
PUERTO CARABUCO,consulta externa,personas de 5 a 9 anos,2024-07-01,36,46,1,0,0,0,82,1,83
PUERTO GONZALO MORENO,consulta externa,personas de 5 a 9 anos,2024-07-01,66,87,5,3,17,30,153,8,161
PUERTO PEREZ,consulta externa,personas de 5 a 9 anos,2024-07-01,19,22,3,0,0,0,41,3,44
PUERTO QUIJARRO,consulta externa,personas de 5 a 9 anos,2024-07-01,63,63,15,12,11,6,126,27,153
PUERTO RICO,consulta externa,personas de 5 a 9 anos,2024-07-01,58,65,1,0,0,0,123,1,124
PUERTO SILES,consulta externa,personas de 5 a 9 anos,2024-07-01,15,9,0,0,0,0,24,0,24
PUERTO SUAREZ,consulta externa,personas de 5 a 9 anos,2024-07-01,154,140,5,5,6,11,294,10,304
PUERTO VILLARROEL,consulta externa,personas de 5 a 9 anos,2024-07-01,580,524,46,37,0,0,1104,83,1187
PUNA,consulta externa,personas de 5 a 9 anos,2024-07-01,58,61,0,2,20,22,119,2,121
PUNATA,consulta externa,personas de 5 a 9 anos,2024-07-01,291,228,144,125,4,0,519,269,788
QUIABAYA,consulta externa,personas de 5 a 9 anos,2024-07-01,25,30,1,3,0,0,55,4,59
QUILLACOLLO,consulta externa,personas de 5 a 9 anos,2024-07-01,971,970,189,199,12,8,1941,388,2329
QUIME,consulta externa,personas de 5 a 9 anos,2024-07-01,37,36,4,7,0,0,73,11,84
QUIRUSILLAS,consulta externa,personas de 5 a 9 anos,2024-07-01,10,9,0,1,0,0,19,1,20
RAQAYPAMPA(ETA),consulta externa,personas de 5 a 9 anos,2024-07-01,47,28,5,5,25,18,75,10,85
RAVELO,consulta externa,personas de 5 a 9 anos,2024-07-01,41,37,0,0,0,0,78,0,78
REYES,consulta externa,personas de 5 a 9 anos,2024-07-01,134,117,1,0,0,0,251,1,252
RIBERALTA,consulta externa,personas de 5 a 9 anos,2024-07-01,939,841,77,77,54,55,1780,154,1934
ROBORE,consulta externa,personas de 5 a 9 anos,2024-07-01,109,128,3,7,6,11,237,10,247
RURRENABAQUE,consulta externa,personas de 5 a 9 anos,2024-07-01,184,219,3,13,10,11,403,16,419
SABAYA,consulta externa,personas de 5 a 9 anos,2024-07-01,7,17,0,5,1,4,24,5,29
SACABA,consulta externa,personas de 5 a 9 anos,2024-07-01,1094,973,210,154,224,240,2067,364,2431
SACABAMBA,consulta externa,personas de 5 a 9 anos,2024-07-01,7,12,0,1,0,0,19,1,20
SACACA,consulta externa,personas de 5 a 9 anos,2024-07-01,59,52,3,0,0,0,111,3,114
SAIPINA,consulta externa,personas de 5 a 9 anos,2024-07-01,32,29,5,3,0,0,61,8,69
SALINAS DE GARCI MENDOZA,consulta externa,personas de 5 a 9 anos,2024-07-01,37,34,5,5,14,12,71,10,81
SAMAIPATA,consulta externa,personas de 5 a 9 anos,2024-07-01,53,78,7,18,0,0,131,25,156
SAN AGUSTIN,consulta externa,personas de 5 a 9 anos,2024-07-01,11,7,0,0,0,0,18,0,18
SAN ANDRES,consulta externa,personas de 5 a 9 anos,2024-07-01,113,134,10,4,8,6,247,14,261
SAN ANDRES DE MACHACA,consulta externa,personas de 5 a 9 anos,2024-07-01,23,18,0,2,0,0,41,2,43
SAN ANTONIO DE ESMORUCO,consulta externa,personas de 5 a 9 anos,2024-07-01,7,6,0,0,0,0,13,0,13
SAN ANTONIO DE LOMERIO,consulta externa,personas de 5 a 9 anos,2024-07-01,27,26,1,0,0,0,53,1,54
SAN BENITO,consulta externa,personas de 5 a 9 anos,2024-07-01,78,69,4,6,0,0,147,10,157
SAN BORJA,consulta externa,personas de 5 a 9 anos,2024-07-01,376,373,78,62,107,116,749,140,889
SAN BUENA VENTURA,consulta externa,personas de 5 a 9 anos,2024-07-01,60,50,8,4,0,0,110,12,122
SAN CARLOS,consulta externa,personas de 5 a 9 anos,2024-07-01,102,114,5,1,8,10,216,6,222
SAN IGNACIO,consulta externa,personas de 5 a 9 anos,2024-07-01,151,109,12,10,8,11,260,22,282
SAN IGNACIO DE VELASCO,consulta externa,personas de 5 a 9 anos,2024-07-01,242,255,11,15,4,0,497,26,523
SAN JAVIER(BNI),consulta externa,personas de 5 a 9 anos,2024-07-01,17,12,0,1,3,4,29,1,30
SAN JAVIER(STC),consulta externa,personas de 5 a 9 anos,2024-07-01,49,31,0,0,0,0,80,0,80
SAN JOAQUIN,consulta externa,personas de 5 a 9 anos,2024-07-01,37,30,0,1,0,0,67,1,68
SAN JOSE DE CHIQUITOS,consulta externa,personas de 5 a 9 anos,2024-07-01,52,36,2,1,1,1,88,3,91
SAN JUAN DE YAPACANI,consulta externa,personas de 5 a 9 anos,2024-07-01,71,54,0,0,0,0,125,0,125
SAN JULIAN,consulta externa,personas de 5 a 9 anos,2024-07-01,314,328,29,27,13,12,642,56,698
SAN LORENZO(PND),consulta externa,personas de 5 a 9 anos,2024-07-01,70,102,1,3,0,0,172,4,176
SAN LORENZO(TJA),consulta externa,personas de 5 a 9 anos,2024-07-01,240,209,7,5,0,0,449,12,461
SAN LUCAS,consulta externa,personas de 5 a 9 anos,2024-07-01,169,153,20,0,10,12,322,20,342
SAN MATIAS,consulta externa,personas de 5 a 9 anos,2024-07-01,81,70,9,17,5,3,151,26,177
SAN MIGUEL DE VELASCO,consulta externa,personas de 5 a 9 anos,2024-07-01,101,84,7,7,0,0,185,14,199
SAN PABLO DE LIPEZ,consulta externa,personas de 5 a 9 anos,2024-07-01,18,23,0,0,0,0,41,0,41
SAN PEDRO,consulta externa,personas de 5 a 9 anos,2024-07-01,162,181,17,10,0,0,343,27,370
SAN PEDRO DE BUENA VISTA,consulta externa,personas de 5 a 9 anos,2024-07-01,78,89,0,0,0,0,167,0,167
SAN PEDRO DE CURAHUARA,consulta externa,personas de 5 a 9 anos,2024-07-01,22,18,0,1,0,0,40,1,41
SAN PEDRO DE MACHA,consulta externa,personas de 5 a 9 anos,2024-07-01,83,54,0,0,0,0,137,0,137
SAN PEDRO DE QUEMES,consulta externa,personas de 5 a 9 anos,2024-07-01,7,7,0,0,0,0,14,0,14
SAN PEDRO DE TIQUINA,consulta externa,personas de 5 a 9 anos,2024-07-01,27,25,4,8,0,0,52,12,64
SAN PEDRO(PND),consulta externa,personas de 5 a 9 anos,2024-07-01,29,25,0,1,0,0,54,1,55
SAN RAFAEL,consulta externa,personas de 5 a 9 anos,2024-07-01,27,37,6,4,0,0,64,10,74
SAN RAMON BENI,consulta externa,personas de 5 a 9 anos,2024-07-01,55,62,2,4,0,0,117,6,123
SAN RAMON SCZ,consulta externa,personas de 5 a 9 anos,2024-07-01,58,48,0,2,0,0,106,2,108
SANTA ANA,consulta externa,personas de 5 a 9 anos,2024-07-01,87,92,8,4,0,0,179,12,191
SANTA CRUZ DE LA SIERRA,consulta externa,personas de 5 a 9 anos,2024-07-01,7418,7140,2326,1925,715,702,14558,4251,18809
SANTA ROSA,consulta externa,personas de 5 a 9 anos,2024-07-01,70,79,4,1,5,4,149,5,154
SANTA ROSA DEL SARA,consulta externa,personas de 5 a 9 anos,2024-07-01,191,182,4,2,9,12,373,6,379
SANTIAGO DE CALLAPA,consulta externa,personas de 5 a 9 anos,2024-07-01,12,12,0,0,0,0,24,0,24
SANTIAGO DE HUARI,consulta externa,personas de 5 a 9 anos,2024-07-01,42,41,5,4,1,1,83,9,92
SANTIAGO DE HUATA,consulta externa,personas de 5 a 9 anos,2024-07-01,15,16,1,2,0,0,31,3,34
SANTIAGO DE MACHACA,consulta externa,personas de 5 a 9 anos,2024-07-01,24,20,2,2,0,0,44,4,48
SANTIVAÑES,consulta externa,personas de 5 a 9 anos,2024-07-01,49,49,2,0,0,0,98,2,100
SANTUARIO DE QUILLACAS,consulta externa,personas de 5 a 9 anos,2024-07-01,23,17,0,0,22,45,40,0,40
SAPAHAQUI,consulta externa,personas de 5 a 9 anos,2024-07-01,68,39,2,0,3,4,107,2,109
SENA,consulta externa,personas de 5 a 9 anos,2024-07-01,88,111,0,0,0,0,199,0,199
SHINAOTA,consulta externa,personas de 5 a 9 anos,2024-07-01,177,186,34,22,41,39,363,56,419
SICA SICA (VILLA AROMA),consulta externa,personas de 5 a 9 anos,2024-07-01,69,74,3,1,0,0,143,4,147
SICAYA,consulta externa,personas de 5 a 9 anos,2024-07-01,17,20,2,3,0,0,37,5,42
SIPE SIPE,consulta externa,personas de 5 a 9 anos,2024-07-01,288,278,78,58,0,0,566,136,702
SOPACHUY,consulta externa,personas de 5 a 9 anos,2024-07-01,40,41,6,4,0,0,81,10,91
SORACACHI,consulta externa,personas de 5 a 9 anos,2024-07-01,58,53,0,0,2,0,111,0,111
SORATA,consulta externa,personas de 5 a 9 anos,2024-07-01,96,83,7,10,0,0,179,17,196
SUCRE,consulta externa,personas de 5 a 9 anos,2024-07-01,2658,2443,803,596,55,62,5101,1399,6500
TACACHI,consulta externa,personas de 5 a 9 anos,2024-07-01,6,3,0,0,0,0,9,0,9
TACACOMA,consulta externa,personas de 5 a 9 anos,2024-07-01,68,60,1,1,0,0,128,2,130
TACOBAMBA,consulta externa,personas de 5 a 9 anos,2024-07-01,37,28,0,0,0,0,65,0,65
TACOPAYA,consulta externa,personas de 5 a 9 anos,2024-07-01,47,44,0,0,0,0,91,0,91
TAHUA,consulta externa,personas de 5 a 9 anos,2024-07-01,8,2,0,0,0,0,10,0,10
TAPACARI,consulta externa,personas de 5 a 9 anos,2024-07-01,119,120,0,1,0,0,239,1,240
TARABUCO,consulta externa,personas de 5 a 9 anos,2024-07-01,62,51,4,1,0,0,113,5,118
TARACO,consulta externa,personas de 5 a 9 anos,2024-07-01,12,26,3,8,0,0,38,11,49
TARATA,consulta externa,personas de 5 a 9 anos,2024-07-01,51,75,11,7,0,0,126,18,144
TARIJA,consulta externa,personas de 5 a 9 anos,2024-07-01,1514,1431,418,331,241,189,2945,749,3694
TARVITA,consulta externa,personas de 5 a 9 anos,2024-07-01,61,90,2,4,4,6,151,6,157
TEOPONTE,consulta externa,personas de 5 a 9 anos,2024-07-01,47,56,0,0,0,0,103,0,103
TIAHUANACU,consulta externa,personas de 5 a 9 anos,2024-07-01,57,50,3,3,0,0,107,6,113
TINGUIPAYA,consulta externa,personas de 5 a 9 anos,2024-07-01,49,71,0,1,6,6,120,1,121
TIPUANI,consulta externa,personas de 5 a 9 anos,2024-07-01,45,47,1,2,0,0,92,3,95
TIQUIPAYA,consulta externa,personas de 5 a 9 anos,2024-07-01,486,478,55,54,0,0,964,109,1073
TIRAQUE (CBBA),consulta externa,personas de 5 a 9 anos,2024-07-01,60,56,9,6,6,3,116,15,131
TITO YUPANQUI (PARQUIPUJIO),consulta externa,personas de 5 a 9 anos,2024-07-01,8,11,1,0,0,0,19,1,20
TOCO,consulta externa,personas de 5 a 9 anos,2024-07-01,47,24,14,11,1,1,71,25,96
TODOS SANTOS,consulta externa,personas de 5 a 9 anos,2024-07-01,1,1,0,0,0,0,2,0,2
TOLATA,consulta externa,personas de 5 a 9 anos,2024-07-01,32,34,13,19,0,0,66,32,98
TOLEDO,consulta externa,personas de 5 a 9 anos,2024-07-01,12,18,0,1,0,0,30,1,31
TOMAVE,consulta externa,personas de 5 a 9 anos,2024-07-01,37,33,0,0,0,0,70,0,70
TOMINA,consulta externa,personas de 5 a 9 anos,2024-07-01,67,54,1,5,0,0,121,6,127
TORO TORO,consulta externa,personas de 5 a 9 anos,2024-07-01,59,68,3,4,0,0,127,7,134
TOTORA(CBBA),consulta externa,personas de 5 a 9 anos,2024-07-01,61,53,2,2,0,1,114,4,118
TOTORA(ORR),consulta externa,personas de 5 a 9 anos,2024-07-01,25,16,0,0,6,1,41,0,41
TRIGAL,consulta externa,personas de 5 a 9 anos,2024-07-01,10,6,1,0,0,0,16,1,17
TRINIDAD,consulta externa,personas de 5 a 9 anos,2024-07-01,772,671,118,112,149,131,1443,230,1673
TUPIZA,consulta externa,personas de 5 a 9 anos,2024-07-01,361,337,40,43,76,63,698,83,781
TURCO,consulta externa,personas de 5 a 9 anos,2024-07-01,23,21,4,1,0,0,44,5,49
UMALA,consulta externa,personas de 5 a 9 anos,2024-07-01,34,29,1,1,0,1,63,2,65
UNCIA,consulta externa,personas de 5 a 9 anos,2024-07-01,103,112,11,6,0,0,215,17,232
URIONDO (A. CONCEPCION),consulta externa,personas de 5 a 9 anos,2024-07-01,113,147,23,2,34,53,260,25,285
URUBICHA,consulta externa,personas de 5 a 9 anos,2024-07-01,49,45,0,0,3,4,94,0,94
UYUNI,consulta externa,personas de 5 a 9 anos,2024-07-01,146,151,14,20,6,7,297,34,331
VACAS,consulta externa,personas de 5 a 9 anos,2024-07-01,41,32,1,1,0,0,73,2,75
VALLEGRANDE,consulta externa,personas de 5 a 9 anos,2024-07-01,74,84,12,18,11,9,158,30,188
VIACHA,consulta externa,personas de 5 a 9 anos,2024-07-01,394,340,136,103,13,17,734,239,973
VILA VILA,consulta externa,personas de 5 a 9 anos,2024-07-01,30,47,0,0,1,5,77,0,77
VILLA CHARCAS,consulta externa,personas de 5 a 9 anos,2024-07-01,79,74,4,1,4,4,153,5,158
VILLA MONTES,consulta externa,personas de 5 a 9 anos,2024-07-01,344,347,11,20,10,12,691,31,722
VILLA NUEVA (LOMA ALTA),consulta externa,personas de 5 a 9 anos,2024-07-01,37,30,7,14,0,0,67,21,88
VILLA RIVERO,consulta externa,personas de 5 a 9 anos,2024-07-01,31,26,9,6,0,0,57,15,72
VILLA SERRANO,consulta externa,personas de 5 a 9 anos,2024-07-01,52,46,6,4,0,0,98,10,108
VILLA TUNARI,consulta externa,personas de 5 a 9 anos,2024-07-01,726,724,66,42,7,5,1450,108,1558
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,personas de 5 a 9 anos,2024-07-01,63,64,2,1,0,0,127,3,130
VILLAZON,consulta externa,personas de 5 a 9 anos,2024-07-01,158,188,15,22,50,67,346,37,383
VINTO,consulta externa,personas de 5 a 9 anos,2024-07-01,323,343,51,46,0,0,666,97,763
VITICHI,consulta externa,personas de 5 a 9 anos,2024-07-01,36,34,0,0,12,9,70,0,70
WALDO BALLIVIAN,consulta externa,personas de 5 a 9 anos,2024-07-01,8,2,2,1,0,0,10,3,13
WARNES,consulta externa,personas de 5 a 9 anos,2024-07-01,896,917,100,103,1,1,1813,203,2016
YACO,consulta externa,personas de 5 a 9 anos,2024-07-01,21,24,0,0,0,0,45,0,45
YACUIBA,consulta externa,personas de 5 a 9 anos,2024-07-01,646,681,99,112,101,103,1327,211,1538
YAMPARAEZ,consulta externa,personas de 5 a 9 anos,2024-07-01,21,36,0,0,1,0,57,0,57
YANACACHI,consulta externa,personas de 5 a 9 anos,2024-07-01,49,39,2,0,0,0,88,2,90
YAPACANI,consulta externa,personas de 5 a 9 anos,2024-07-01,308,333,29,137,5,3,641,166,807
YOCALLA,consulta externa,personas de 5 a 9 anos,2024-07-01,15,12,0,0,2,7,27,0,27
YOTALA,consulta externa,personas de 5 a 9 anos,2024-07-01,72,68,7,9,18,20,140,16,156
YUNCHARA,consulta externa,personas de 5 a 9 anos,2024-07-01,58,54,6,4,0,0,112,10,122
YUNGUYO DE LITORAL,consulta externa,personas de 5 a 9 anos,2024-07-01,2,0,0,0,0,0,2,0,2
ZUDAÑEZ,consulta externa,personas de 5 a 9 anos,2024-07-01,48,41,11,2,0,0,89,13,102
ACACIO,consulta externa,personas de 5 a 9 anos,2024-08-01,34,27,0,0,0,0,61,0,61
ACHACACHI,consulta externa,personas de 5 a 9 anos,2024-08-01,195,161,29,15,5,9,356,44,400
ACHOCALLA,consulta externa,personas de 5 a 9 anos,2024-08-01,164,163,21,11,0,0,327,32,359
AIQUILE,consulta externa,personas de 5 a 9 anos,2024-08-01,172,140,18,18,62,43,312,36,348
ALALAY,consulta externa,personas de 5 a 9 anos,2024-08-01,12,6,5,1,4,3,18,6,24
ALCALA,consulta externa,personas de 5 a 9 anos,2024-08-01,31,27,1,0,3,5,58,1,59
ALTO BENI,consulta externa,personas de 5 a 9 anos,2024-08-01,130,121,0,1,0,0,251,1,252
ANCORAIMES,consulta externa,personas de 5 a 9 anos,2024-08-01,28,43,7,3,6,11,71,10,81
ANDAMARCA,consulta externa,personas de 5 a 9 anos,2024-08-01,21,22,0,1,0,0,43,1,44
ANTEQUERA,consulta externa,personas de 5 a 9 anos,2024-08-01,29,23,2,4,0,0,52,6,58
ANZALDO,consulta externa,personas de 5 a 9 anos,2024-08-01,20,35,0,0,5,4,55,0,55
APOLO,consulta externa,personas de 5 a 9 anos,2024-08-01,116,99,3,2,7,2,215,5,220
ARAMPAMPA,consulta externa,personas de 5 a 9 anos,2024-08-01,21,19,1,0,2,5,40,1,41
ARANI,consulta externa,personas de 5 a 9 anos,2024-08-01,32,30,17,5,0,0,62,22,84
ARBIETO,consulta externa,personas de 5 a 9 anos,2024-08-01,142,161,5,8,0,0,303,13,316
ARQUE,consulta externa,personas de 5 a 9 anos,2024-08-01,67,52,0,0,0,0,119,0,119
ASCENCION DE GUARAYOS,consulta externa,personas de 5 a 9 anos,2024-08-01,171,163,9,3,75,60,334,12,346
ATOCHA,consulta externa,personas de 5 a 9 anos,2024-08-01,140,123,32,18,7,9,263,50,313
AUCAPATA,consulta externa,personas de 5 a 9 anos,2024-08-01,20,32,1,1,4,5,52,2,54
AYATA,consulta externa,personas de 5 a 9 anos,2024-08-01,63,49,1,1,14,8,112,2,114
AYO AYO,consulta externa,personas de 5 a 9 anos,2024-08-01,55,48,2,1,13,12,103,3,106
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,personas de 5 a 9 anos,2024-08-01,134,144,8,11,9,14,278,19,297
AZURDUY,consulta externa,personas de 5 a 9 anos,2024-08-01,76,83,5,9,0,0,159,14,173
BATALLAS,consulta externa,personas de 5 a 9 anos,2024-08-01,32,44,10,13,0,1,76,23,99
BAURES,consulta externa,personas de 5 a 9 anos,2024-08-01,129,111,2,1,0,0,240,3,243
BELEN DE ANDAMARCA,consulta externa,personas de 5 a 9 anos,2024-08-01,10,9,0,0,0,0,19,0,19
BELEN DE URMIRI,consulta externa,personas de 5 a 9 anos,2024-08-01,9,8,0,0,0,0,17,0,17
BELLA FLOR,consulta externa,personas de 5 a 9 anos,2024-08-01,41,39,0,1,0,0,80,1,81
BERMEJO,consulta externa,personas de 5 a 9 anos,2024-08-01,562,569,50,36,44,47,1131,86,1217
BETANZOS,consulta externa,personas de 5 a 9 anos,2024-08-01,166,205,0,4,1,0,371,4,375
BOLIVAR,consulta externa,personas de 5 a 9 anos,2024-08-01,31,22,3,0,0,0,53,3,56
BOLPEBRA,consulta externa,personas de 5 a 9 anos,2024-08-01,16,27,1,0,0,0,43,1,44
BOYUIBE,consulta externa,personas de 5 a 9 anos,2024-08-01,65,56,4,6,0,0,121,10,131
BUENA VISTA,consulta externa,personas de 5 a 9 anos,2024-08-01,103,82,2,2,0,0,185,4,189
CABEZAS,consulta externa,personas de 5 a 9 anos,2024-08-01,203,206,7,8,2,8,409,15,424
CAIROMA,consulta externa,personas de 5 a 9 anos,2024-08-01,72,90,0,2,6,2,162,2,164
"CAIZA ""D""",consulta externa,personas de 5 a 9 anos,2024-08-01,127,103,1,3,0,0,230,4,234
CAJUATA,consulta externa,personas de 5 a 9 anos,2024-08-01,59,51,7,12,2,7,110,19,129
CALACOTO,consulta externa,personas de 5 a 9 anos,2024-08-01,32,24,0,0,0,0,56,0,56
CALAMARCA,consulta externa,personas de 5 a 9 anos,2024-08-01,52,52,1,1,0,0,104,2,106
CAMARGO,consulta externa,personas de 5 a 9 anos,2024-08-01,114,139,10,16,0,0,253,26,279
CAMATAQUI (C. VILLA ABECIA),consulta externa,personas de 5 a 9 anos,2024-08-01,20,28,0,0,0,0,48,0,48
CAMIRI,consulta externa,personas de 5 a 9 anos,2024-08-01,171,209,16,24,0,0,380,40,420
CAPINOTA,consulta externa,personas de 5 a 9 anos,2024-08-01,131,141,11,5,0,0,272,16,288
CAQUIAVIRI,consulta externa,personas de 5 a 9 anos,2024-08-01,47,43,3,0,0,0,90,3,93
CARACOLLO,consulta externa,personas de 5 a 9 anos,2024-08-01,139,105,9,7,18,17,244,16,260
CARANAVI,consulta externa,personas de 5 a 9 anos,2024-08-01,431,349,180,88,16,18,780,268,1048
CARANGAS,consulta externa,personas de 5 a 9 anos,2024-08-01,6,2,0,0,0,0,8,0,8
CARAPARI,consulta externa,personas de 5 a 9 anos,2024-08-01,161,168,10,11,4,6,329,21,350
CARIPUYO,consulta externa,personas de 5 a 9 anos,2024-08-01,37,30,0,0,0,0,67,0,67
CARMEN RIVERO TORREZ,consulta externa,personas de 5 a 9 anos,2024-08-01,63,71,2,1,4,5,134,3,137
CATACORA,consulta externa,personas de 5 a 9 anos,2024-08-01,23,15,1,0,0,0,38,1,39
CHACARILLA,consulta externa,personas de 5 a 9 anos,2024-08-01,15,13,0,0,0,0,28,0,28
CHALLAPATA,consulta externa,personas de 5 a 9 anos,2024-08-01,133,117,9,9,26,29,250,18,268
CHAQUI,consulta externa,personas de 5 a 9 anos,2024-08-01,34,35,1,0,0,0,69,1,70
CHARAGUA,consulta externa,personas de 5 a 9 anos,2024-08-01,292,302,12,21,0,0,594,33,627
CHARAÑA,consulta externa,personas de 5 a 9 anos,2024-08-01,16,20,1,1,0,0,36,2,38
CHAYANTA,consulta externa,personas de 5 a 9 anos,2024-08-01,109,100,1,2,17,13,209,3,212
CHIMORE,consulta externa,personas de 5 a 9 anos,2024-08-01,254,310,21,26,42,39,564,47,611
CHIPAYA,consulta externa,personas de 5 a 9 anos,2024-08-01,3,5,0,0,0,0,8,0,8
CHOQUE COTA,consulta externa,personas de 5 a 9 anos,2024-08-01,5,3,0,0,0,0,8,0,8
CHUA COCANI,consulta externa,personas de 5 a 9 anos,2024-08-01,6,3,3,4,0,0,9,7,16
CHULUMANI (V. DE LA LIBERTAD),consulta externa,personas de 5 a 9 anos,2024-08-01,140,101,4,4,3,5,241,8,249
CHUMA,consulta externa,personas de 5 a 9 anos,2024-08-01,50,67,1,3,11,10,117,4,121
CHUQUIHUTA AYLLU JUCUMANI,consulta externa,personas de 5 a 9 anos,2024-08-01,39,49,1,4,0,0,88,5,93
CKOCHAS,consulta externa,personas de 5 a 9 anos,2024-08-01,120,115,2,2,1,2,235,4,239
CLIZA,consulta externa,personas de 5 a 9 anos,2024-08-01,93,91,13,19,0,0,184,32,216
COBIJA,consulta externa,personas de 5 a 9 anos,2024-08-01,490,447,110,68,5,5,937,178,1115
COCAPATA,consulta externa,personas de 5 a 9 anos,2024-08-01,106,110,0,0,0,0,216,0,216
COCHABAMBA,consulta externa,personas de 5 a 9 anos,2024-08-01,5206,4466,1744,1386,139,106,9672,3130,12802
COIPASA,consulta externa,personas de 5 a 9 anos,2024-08-01,5,4,0,2,0,0,9,2,11
COLCAPIRHUA,consulta externa,personas de 5 a 9 anos,2024-08-01,217,172,36,42,0,0,389,78,467
"COLCHA ""K""",consulta externa,personas de 5 a 9 anos,2024-08-01,206,174,21,14,13,5,380,35,415
COLLANA,consulta externa,personas de 5 a 9 anos,2024-08-01,12,24,1,4,0,0,36,5,41
COLOMI,consulta externa,personas de 5 a 9 anos,2024-08-01,105,101,6,1,30,14,206,7,213
COLPA BELGICA,consulta externa,personas de 5 a 9 anos,2024-08-01,66,77,11,9,18,20,143,20,163
COLQUECHACA,consulta externa,personas de 5 a 9 anos,2024-08-01,63,56,1,0,0,0,119,1,120
COLQUENCHA,consulta externa,personas de 5 a 9 anos,2024-08-01,66,61,5,2,0,0,127,7,134
COLQUIRI,consulta externa,personas de 5 a 9 anos,2024-08-01,110,86,30,26,9,14,196,56,252
COMANCHE,consulta externa,personas de 5 a 9 anos,2024-08-01,10,16,0,0,6,6,26,0,26
COMARAPA,consulta externa,personas de 5 a 9 anos,2024-08-01,155,165,14,15,4,5,320,29,349
COMBAYA,consulta externa,personas de 5 a 9 anos,2024-08-01,10,13,0,2,0,0,23,2,25
CONCEPCION,consulta externa,personas de 5 a 9 anos,2024-08-01,74,67,1,4,0,0,141,5,146
