,group,variable,month,PERSONAS DE 20 A 39 AÑOS NUEVO,PERSONAS DE 20 A 39 AÑOS NUEVO,PERSONAS DE 20 A 39 AÑOS REPETIDO,PERSONAS DE 20 A 39 AÑOS REPETIDO,PERSONAS DE 20 A 39 AÑOS PRIMERA,PERSONAS DE 20 A 39 AÑOS PRIMERA,TOTALES,TOTALES,TOTALES
BELEN DE URMIRI,consulta externa,personas de 20 a 39 anos,2024-07-01,10,19,0,0,4,3,29,0,29
BELLA FLOR,consulta externa,personas de 20 a 39 anos,2024-07-01,70,103,12,26,0,0,173,38,211
BERMEJO,consulta externa,personas de 20 a 39 anos,2024-07-01,858,1795,204,374,12,14,2653,578,3231
BETANZOS,consulta externa,personas de 20 a 39 anos,2024-07-01,296,608,6,20,0,0,904,26,930
BOLIVAR,consulta externa,personas de 20 a 39 anos,2024-07-01,34,46,3,17,0,0,80,20,100
BOLPEBRA,consulta externa,personas de 20 a 39 anos,2024-07-01,65,59,4,5,0,0,124,9,133
BOYUIBE,consulta externa,personas de 20 a 39 anos,2024-07-01,72,122,7,19,0,0,194,26,220
BUENA VISTA,consulta externa,personas de 20 a 39 anos,2024-07-01,134,358,3,23,0,4,492,26,518
CABEZAS,consulta externa,personas de 20 a 39 anos,2024-07-01,361,688,11,37,30,33,1049,48,1097
CAIROMA,consulta externa,personas de 20 a 39 anos,2024-07-01,137,208,8,4,0,0,345,12,357
"CAIZA ""D""",consulta externa,personas de 20 a 39 anos,2024-07-01,156,255,0,7,0,0,411,7,418
CAJUATA,consulta externa,personas de 20 a 39 anos,2024-07-01,95,179,25,72,20,33,274,97,371
CALACOTO,consulta externa,personas de 20 a 39 anos,2024-07-01,31,51,2,1,0,0,82,3,85
CALAMARCA,consulta externa,personas de 20 a 39 anos,2024-07-01,102,258,8,8,0,0,360,16,376
CAMARGO,consulta externa,personas de 20 a 39 anos,2024-07-01,228,606,19,140,0,0,834,159,993
CAMATAQUI (C. VILLA ABECIA),consulta externa,personas de 20 a 39 anos,2024-07-01,61,113,2,6,0,1,174,8,182
CAMIRI,consulta externa,personas de 20 a 39 anos,2024-07-01,303,893,84,231,0,1,1196,315,1511
CAPINOTA,consulta externa,personas de 20 a 39 anos,2024-07-01,235,665,15,100,0,0,900,115,1015
CAQUIAVIRI,consulta externa,personas de 20 a 39 anos,2024-07-01,58,200,5,5,0,0,258,10,268
CARACOLLO,consulta externa,personas de 20 a 39 anos,2024-07-01,291,683,37,96,10,12,974,133,1107
CARANAVI,consulta externa,personas de 20 a 39 anos,2024-07-01,664,1325,66,120,5,17,1989,186,2175
CARANGAS,consulta externa,personas de 20 a 39 anos,2024-07-01,11,10,0,2,0,0,21,2,23
CARAPARI,consulta externa,personas de 20 a 39 anos,2024-07-01,228,562,19,168,10,19,790,187,977
CARIPUYO,consulta externa,personas de 20 a 39 anos,2024-07-01,131,176,0,2,0,0,307,2,309
CARMEN RIVERO TORREZ,consulta externa,personas de 20 a 39 anos,2024-07-01,58,212,1,8,15,13,270,9,279
CATACORA,consulta externa,personas de 20 a 39 anos,2024-07-01,33,49,1,5,0,0,82,6,88
CHACARILLA,consulta externa,personas de 20 a 39 anos,2024-07-01,35,49,0,1,0,0,84,1,85
CHALLAPATA,consulta externa,personas de 20 a 39 anos,2024-07-01,250,790,22,123,33,96,1040,145,1185
CHAQUI,consulta externa,personas de 20 a 39 anos,2024-07-01,63,110,2,1,0,0,173,3,176
CHARAGUA,consulta externa,personas de 20 a 39 anos,2024-07-01,279,785,23,72,0,0,1064,95,1159
CHARAÑA,consulta externa,personas de 20 a 39 anos,2024-07-01,33,57,3,2,0,0,90,5,95
CHAYANTA,consulta externa,personas de 20 a 39 anos,2024-07-01,165,301,18,15,33,64,466,33,499
CHIMORE,consulta externa,personas de 20 a 39 anos,2024-07-01,430,1014,24,51,0,0,1444,75,1519
CHIPAYA,consulta externa,personas de 20 a 39 anos,2024-07-01,69,70,2,1,0,0,139,3,142
CHOQUE COTA,consulta externa,personas de 20 a 39 anos,2024-07-01,15,25,0,0,0,0,40,0,40
CHUA COCANI,consulta externa,personas de 20 a 39 anos,2024-07-01,17,47,5,25,0,0,64,30,94
CHULUMANI (V. DE LA LIBERTAD),consulta externa,personas de 20 a 39 anos,2024-07-01,125,365,24,79,7,4,490,103,593
CHUMA,consulta externa,personas de 20 a 39 anos,2024-07-01,121,165,6,9,19,23,286,15,301
CHUQUIHUTA AYLLU JUCUMANI,consulta externa,personas de 20 a 39 anos,2024-07-01,153,169,12,25,1,0,322,37,359
CKOCHAS,consulta externa,personas de 20 a 39 anos,2024-07-01,86,211,0,1,5,3,297,1,298
CLIZA,consulta externa,personas de 20 a 39 anos,2024-07-01,223,638,74,286,0,0,861,360,1221
COBIJA,consulta externa,personas de 20 a 39 anos,2024-07-01,1209,2695,388,1079,51,45,3904,1467,5371
COCAPATA,consulta externa,personas de 20 a 39 anos,2024-07-01,211,378,2,2,0,0,589,4,593
COCHABAMBA,consulta externa,personas de 20 a 39 anos,2024-07-01,13435,29705,6486,16072,1036,1960,43140,22558,65698
COIPASA,consulta externa,personas de 20 a 39 anos,2024-07-01,21,17,2,1,0,0,38,3,41
COLCAPIRHUA,consulta externa,personas de 20 a 39 anos,2024-07-01,765,1791,428,635,10,0,2556,1063,3619
"COLCHA ""K""",consulta externa,personas de 20 a 39 anos,2024-07-01,196,492,51,51,172,167,688,102,790
COLLANA,consulta externa,personas de 20 a 39 anos,2024-07-01,27,88,2,16,0,0,115,18,133
COLOMI,consulta externa,personas de 20 a 39 anos,2024-07-01,180,404,9,27,73,77,584,36,620
COLPA BELGICA,consulta externa,personas de 20 a 39 anos,2024-07-01,87,228,25,74,29,24,315,99,414
COLQUECHACA,consulta externa,personas de 20 a 39 anos,2024-07-01,151,331,5,2,11,12,482,7,489
COLQUENCHA,consulta externa,personas de 20 a 39 anos,2024-07-01,89,260,6,28,0,0,349,34,383
COLQUIRI,consulta externa,personas de 20 a 39 anos,2024-07-01,171,254,3,2,10,13,425,5,430
COMANCHE,consulta externa,personas de 20 a 39 anos,2024-07-01,20,52,1,0,0,0,72,1,73
COMARAPA,consulta externa,personas de 20 a 39 anos,2024-07-01,209,635,7,95,0,0,844,102,946
COMBAYA,consulta externa,personas de 20 a 39 anos,2024-07-01,34,54,1,3,0,0,88,4,92
CONCEPCION,consulta externa,personas de 20 a 39 anos,2024-07-01,137,164,24,32,0,1,301,56,357
COPACABANA,consulta externa,personas de 20 a 39 anos,2024-07-01,78,180,7,5,1,4,258,12,270
CORIPATA,consulta externa,personas de 20 a 39 anos,2024-07-01,182,323,49,67,13,13,505,116,621
CORO CORO,consulta externa,personas de 20 a 39 anos,2024-07-01,74,166,10,4,0,0,240,14,254
COROICO,consulta externa,personas de 20 a 39 anos,2024-07-01,237,557,32,139,49,82,794,171,965
CORQUE,consulta externa,personas de 20 a 39 anos,2024-07-01,71,137,6,33,1,3,208,39,247
COTAGAITA,consulta externa,personas de 20 a 39 anos,2024-07-01,493,699,23,34,62,30,1192,57,1249
COTOCA,consulta externa,personas de 20 a 39 anos,2024-07-01,624,2208,129,452,147,284,2832,581,3413
CRUZ DE MACHACAMARCA,consulta externa,personas de 20 a 39 anos,2024-07-01,3,7,0,0,0,0,10,0,10
CUATRO CAÑADAS,consulta externa,personas de 20 a 39 anos,2024-07-01,196,564,32,201,11,14,760,233,993
CUCHUMUELA (V. G. VILLARROEL),consulta externa,personas de 20 a 39 anos,2024-07-01,29,68,4,14,0,0,97,18,115
CUEVO,consulta externa,personas de 20 a 39 anos,2024-07-01,62,167,2,7,0,0,229,9,238
CULPINA,consulta externa,personas de 20 a 39 anos,2024-07-01,162,442,10,64,0,0,604,74,678
CURAHUARA DE CARANGAS,consulta externa,personas de 20 a 39 anos,2024-07-01,34,90,3,6,20,22,124,9,133
CURVA,consulta externa,personas de 20 a 39 anos,2024-07-01,36,69,2,2,4,4,105,4,109
DESAGUADERO,consulta externa,personas de 20 a 39 anos,2024-07-01,48,81,23,20,10,8,129,43,172
EL ALTO,consulta externa,personas de 20 a 39 anos,2024-07-01,5554,22898,2607,7044,1176,2547,28452,9651,38103
EL CHORO,consulta externa,personas de 20 a 39 anos,2024-07-01,45,107,2,2,0,0,152,4,156
EL PUENTE(STC),consulta externa,personas de 20 a 39 anos,2024-07-01,129,405,4,13,5,6,534,17,551
EL PUENTE(TJA),consulta externa,personas de 20 a 39 anos,2024-07-01,130,382,2,15,62,126,512,17,529
EL TORNO,consulta externa,personas de 20 a 39 anos,2024-07-01,765,2030,307,569,0,0,2795,876,3671
EL VILLAR,consulta externa,personas de 20 a 39 anos,2024-07-01,101,143,5,4,0,0,244,9,253
ENTRE RIOS TRJ,consulta externa,personas de 20 a 39 anos,2024-07-01,360,897,20,32,0,0,1257,52,1309
ENTRE RIOS CBBA,consulta externa,personas de 20 a 39 anos,2024-07-01,511,1443,70,133,0,0,1954,203,2157
ESCARA,consulta externa,personas de 20 a 39 anos,2024-07-01,5,10,0,1,0,0,15,1,16
ESCOMA,consulta externa,personas de 20 a 39 anos,2024-07-01,22,91,0,2,0,0,113,2,115
ESMERALDA,consulta externa,personas de 20 a 39 anos,2024-07-01,9,20,0,0,3,3,29,0,29
EUCALIPTUS,consulta externa,personas de 20 a 39 anos,2024-07-01,23,53,2,2,10,14,76,4,80
EUREKA (SANTOS MERCADO),consulta externa,personas de 20 a 39 anos,2024-07-01,22,40,1,0,0,0,62,1,63
EXALTACION,consulta externa,personas de 20 a 39 anos,2024-07-01,50,83,0,0,0,0,133,0,133
FERNANDEZ ALONSO,consulta externa,personas de 20 a 39 anos,2024-07-01,146,504,17,69,0,0,650,86,736
FILADELFIA,consulta externa,personas de 20 a 39 anos,2024-07-01,134,284,0,32,94,119,418,32,450
GAIOC JATUN AYLLU YURA,consulta externa,personas de 20 a 39 anos,2024-07-01,63,109,0,1,0,0,172,1,173
GENERAL SAAVEDRA,consulta externa,personas de 20 a 39 anos,2024-07-01,284,733,25,74,0,0,1017,99,1116
GIA-TIM,consulta externa,personas de 20 a 39 anos,2024-07-01,13,32,1,3,15,35,45,4,49
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,personas de 20 a 39 anos,2024-07-01,150,225,4,24,4,0,375,28,403
GUANAY,consulta externa,personas de 20 a 39 anos,2024-07-01,120,301,41,123,0,0,421,164,585
GUAQUI,consulta externa,personas de 20 a 39 anos,2024-07-01,58,80,6,1,9,4,138,7,145
GUAYARAMERIN,consulta externa,personas de 20 a 39 anos,2024-07-01,516,1279,98,328,34,97,1795,426,2221
GUTIERREZ,consulta externa,personas de 20 a 39 anos,2024-07-01,114,408,16,31,0,0,522,47,569
HUACARAJE,consulta externa,personas de 20 a 39 anos,2024-07-01,36,81,3,10,5,2,117,13,130
HUACARETA,consulta externa,personas de 20 a 39 anos,2024-07-01,113,222,17,14,0,0,335,31,366
HUACAYA (VILLA DE HUACAYA),consulta externa,personas de 20 a 39 anos,2024-07-01,38,134,0,5,1,3,172,5,177
HUACHACALLA,consulta externa,personas de 20 a 39 anos,2024-07-01,27,48,0,3,7,7,75,3,78
HUANUNI,consulta externa,personas de 20 a 39 anos,2024-07-01,527,737,125,157,32,62,1264,282,1546
HUARINA,consulta externa,personas de 20 a 39 anos,2024-07-01,60,126,20,52,0,0,186,72,258
HUATAJATA,consulta externa,personas de 20 a 39 anos,2024-07-01,17,34,17,36,0,0,51,53,104
HUAYLLAMARCA,consulta externa,personas de 20 a 39 anos,2024-07-01,18,79,0,0,0,0,97,0,97
HUMANATA,consulta externa,personas de 20 a 39 anos,2024-07-01,8,30,3,4,0,0,38,7,45
ICHOCA,consulta externa,personas de 20 a 39 anos,2024-07-01,75,126,2,5,14,17,201,7,208
ICLA,consulta externa,personas de 20 a 39 anos,2024-07-01,99,126,16,47,0,0,225,63,288
INCAHUASI,consulta externa,personas de 20 a 39 anos,2024-07-01,153,426,10,19,15,20,579,29,608
INGAVI (HUMAITA),consulta externa,personas de 20 a 39 anos,2024-07-01,47,53,1,8,0,0,100,9,109
INQUISIVI,consulta externa,personas de 20 a 39 anos,2024-07-01,219,199,6,15,10,8,418,21,439
IRUPANA (VILLA DE LANZA),consulta externa,personas de 20 a 39 anos,2024-07-01,214,343,73,113,0,0,557,186,743
IXIAMAS,consulta externa,personas de 20 a 39 anos,2024-07-01,151,305,6,6,0,0,456,12,468
JESUS DE MACHACA,consulta externa,personas de 20 a 39 anos,2024-07-01,69,178,14,61,3,5,247,75,322
LA ASUNTA,consulta externa,personas de 20 a 39 anos,2024-07-01,362,938,32,69,124,250,1300,101,1401
LA GUARDIA,consulta externa,personas de 20 a 39 anos,2024-07-01,1100,3253,289,1201,56,86,4353,1490,5843
LA PAZ,consulta externa,personas de 20 a 39 anos,2024-07-01,12012,26733,5929,16502,2233,4441,38745,22431,61176
LA RIVERA,consulta externa,personas de 20 a 39 anos,2024-07-01,7,13,0,0,0,0,20,0,20
LAGUNILLAS,consulta externa,personas de 20 a 39 anos,2024-07-01,114,349,19,49,0,0,463,68,531
LAJA,consulta externa,personas de 20 a 39 anos,2024-07-01,73,297,25,99,0,0,370,124,494
LAS CARRERAS,consulta externa,personas de 20 a 39 anos,2024-07-01,81,157,7,5,0,0,238,12,250
LICOMA PAMPA,consulta externa,personas de 20 a 39 anos,2024-07-01,32,132,3,3,3,2,164,6,170
LLALLAGUA,consulta externa,personas de 20 a 39 anos,2024-07-01,492,1712,24,302,12,43,2204,326,2530
LLICA,consulta externa,personas de 20 a 39 anos,2024-07-01,61,94,0,1,0,0,155,1,156
LORETO,consulta externa,personas de 20 a 39 anos,2024-07-01,39,90,31,38,4,3,129,69,198
LURIBAY,consulta externa,personas de 20 a 39 anos,2024-07-01,143,213,6,9,0,0,356,15,371
MACHACAMARCA,consulta externa,personas de 20 a 39 anos,2024-07-01,45,176,1,10,16,18,221,11,232
MACHARETI,consulta externa,personas de 20 a 39 anos,2024-07-01,97,364,10,41,13,25,461,51,512
MAGDALENA,consulta externa,personas de 20 a 39 anos,2024-07-01,48,95,12,20,32,60,143,32,175
MAIRANA,consulta externa,personas de 20 a 39 anos,2024-07-01,95,271,41,99,0,0,366,140,506
MALLA,consulta externa,personas de 20 a 39 anos,2024-07-01,60,48,2,1,0,0,108,3,111
MAPIRI,consulta externa,personas de 20 a 39 anos,2024-07-01,223,519,12,24,0,0,742,36,778
MECAPACA,consulta externa,personas de 20 a 39 anos,2024-07-01,82,211,23,24,0,0,293,47,340
MINEROS,consulta externa,personas de 20 a 39 anos,2024-07-01,123,514,10,60,23,31,637,70,707
MIZQUE,consulta externa,personas de 20 a 39 anos,2024-07-01,234,589,33,159,53,85,823,192,1015
MOCOMOCO,consulta externa,personas de 20 a 39 anos,2024-07-01,84,162,4,7,0,0,246,11,257
MOJINETE,consulta externa,personas de 20 a 39 anos,2024-07-01,10,23,0,5,0,0,33,5,38
MOJOCOYA,consulta externa,personas de 20 a 39 anos,2024-07-01,120,184,12,24,0,0,304,36,340
MONTEAGUDO,consulta externa,personas de 20 a 39 anos,2024-07-01,481,1200,141,279,10,22,1681,420,2101
MONTERO,consulta externa,personas de 20 a 39 anos,2024-07-01,2155,6506,623,1364,64,37,8661,1987,10648
MORO MORO,consulta externa,personas de 20 a 39 anos,2024-07-01,19,71,5,20,0,0,90,25,115
MOROCHATA,consulta externa,personas de 20 a 39 anos,2024-07-01,73,184,1,1,0,0,257,2,259
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,personas de 20 a 39 anos,2024-07-01,134,151,18,9,0,0,285,27,312
NAZACARA DE PACAJES,consulta externa,personas de 20 a 39 anos,2024-07-01,10,12,0,0,0,0,22,0,22
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,personas de 20 a 39 anos,2024-07-01,58,57,0,1,9,11,115,1,116
OCURI,consulta externa,personas de 20 a 39 anos,2024-07-01,124,236,5,6,1,1,360,11,371
OKINAWA,consulta externa,personas de 20 a 39 anos,2024-07-01,123,385,28,116,0,0,508,144,652
OMEREQUE,consulta externa,personas de 20 a 39 anos,2024-07-01,65,185,6,18,0,0,250,24,274
ORURO,consulta externa,personas de 20 a 39 anos,2024-07-01,6541,14179,1650,4942,923,1916,20720,6592,27312
PADCAYA,consulta externa,personas de 20 a 39 anos,2024-07-01,382,750,41,46,140,147,1132,87,1219
PADILLA,consulta externa,personas de 20 a 39 anos,2024-07-01,193,529,33,90,2,4,722,123,845
PAILON,consulta externa,personas de 20 a 39 anos,2024-07-01,334,728,67,322,2,3,1062,389,1451
PALCA,consulta externa,personas de 20 a 39 anos,2024-07-01,184,403,6,8,87,193,587,14,601
PALOS BLANCOS,consulta externa,personas de 20 a 39 anos,2024-07-01,489,1188,31,97,0,0,1677,128,1805
PAMPA AULLAGAS,consulta externa,personas de 20 a 39 anos,2024-07-01,44,53,6,7,0,0,97,13,110
PAMPA GRANDE,consulta externa,personas de 20 a 39 anos,2024-07-01,53,197,6,18,0,0,250,24,274
PAPEL PAMPA,consulta externa,personas de 20 a 39 anos,2024-07-01,53,113,2,3,0,0,166,5,171
PASORAPA,consulta externa,personas de 20 a 39 anos,2024-07-01,51,74,2,20,4,5,125,22,147
PATACAMAYA,consulta externa,personas de 20 a 39 anos,2024-07-01,170,478,16,219,0,0,648,235,883
PAZÑA,consulta externa,personas de 20 a 39 anos,2024-07-01,56,123,7,21,0,1,179,28,207
PELECHUCO,consulta externa,personas de 20 a 39 anos,2024-07-01,249,261,12,4,9,5,510,16,526
POCOATA,consulta externa,personas de 20 a 39 anos,2024-07-01,267,530,6,3,3,4,797,9,806
POCONA,consulta externa,personas de 20 a 39 anos,2024-07-01,110,338,0,5,0,0,448,5,453
POJO (CBBA),consulta externa,personas de 20 a 39 anos,2024-07-01,102,300,10,101,0,0,402,111,513
POOPO,consulta externa,personas de 20 a 39 anos,2024-07-01,115,164,41,76,12,10,279,117,396
PORCO,consulta externa,personas de 20 a 39 anos,2024-07-01,95,480,0,2,2,7,575,2,577
POROMA,consulta externa,personas de 20 a 39 anos,2024-07-01,187,332,3,6,14,11,519,9,528
PORONGO,consulta externa,personas de 20 a 39 anos,2024-07-01,179,340,28,57,10,10,519,85,604
PORTACHUELO,consulta externa,personas de 20 a 39 anos,2024-07-01,70,182,61,360,6,23,252,421,673
PORVENIR,consulta externa,personas de 20 a 39 anos,2024-07-01,143,296,17,44,0,0,439,61,500
POSTRER VALLE,consulta externa,personas de 20 a 39 anos,2024-07-01,16,22,6,9,0,0,38,15,53
POTOSI,consulta externa,personas de 20 a 39 anos,2024-07-01,5395,12414,1157,2420,1261,1402,17809,3577,21386
PRESTO,consulta externa,personas de 20 a 39 anos,2024-07-01,92,225,15,6,0,0,317,21,338
PUCARA,consulta externa,personas de 20 a 39 anos,2024-07-01,23,36,5,22,0,0,59,27,86
PUCARANI,consulta externa,personas de 20 a 39 anos,2024-07-01,194,589,22,78,0,0,783,100,883
PUERTO ACOSTA,consulta externa,personas de 20 a 39 anos,2024-07-01,40,101,4,5,0,1,141,9,150
PUERTO CARABUCO,consulta externa,personas de 20 a 39 anos,2024-07-01,73,128,6,8,0,0,201,14,215
PUERTO GONZALO MORENO,consulta externa,personas de 20 a 39 anos,2024-07-01,158,368,30,114,46,54,526,144,670
PUERTO PEREZ,consulta externa,personas de 20 a 39 anos,2024-07-01,54,82,0,1,0,0,136,1,137
PUERTO QUIJARRO,consulta externa,personas de 20 a 39 anos,2024-07-01,105,338,24,113,35,31,443,137,580
PUERTO RICO,consulta externa,personas de 20 a 39 anos,2024-07-01,108,167,1,2,0,0,275,3,278
PUERTO SILES,consulta externa,personas de 20 a 39 anos,2024-07-01,15,50,0,2,0,0,65,2,67
PUERTO SUAREZ,consulta externa,personas de 20 a 39 anos,2024-07-01,177,462,24,66,2,28,639,90,729
PUERTO VILLARROEL,consulta externa,personas de 20 a 39 anos,2024-07-01,1248,3029,278,333,0,0,4277,611,4888
PUNA,consulta externa,personas de 20 a 39 anos,2024-07-01,179,287,0,0,70,88,466,0,466
PUNATA,consulta externa,personas de 20 a 39 anos,2024-07-01,437,1795,285,969,14,21,2232,1254,3486
QUIABAYA,consulta externa,personas de 20 a 39 anos,2024-07-01,51,94,5,11,0,0,145,16,161
QUILLACOLLO,consulta externa,personas de 20 a 39 anos,2024-07-01,1430,5548,343,1823,105,118,6978,2166,9144
QUIME,consulta externa,personas de 20 a 39 anos,2024-07-01,184,152,46,52,0,4,336,98,434
QUIRUSILLAS,consulta externa,personas de 20 a 39 anos,2024-07-01,29,52,5,17,0,0,81,22,103
RAQAYPAMPA(ETA),consulta externa,personas de 20 a 39 anos,2024-07-01,54,84,2,3,19,24,138,5,143
RAVELO,consulta externa,personas de 20 a 39 anos,2024-07-01,125,206,0,0,0,0,331,0,331
REYES,consulta externa,personas de 20 a 39 anos,2024-07-01,253,460,0,0,0,0,713,0,713
RIBERALTA,consulta externa,personas de 20 a 39 anos,2024-07-01,1488,4290,282,1151,137,500,5778,1433,7211
ROBORE,consulta externa,personas de 20 a 39 anos,2024-07-01,183,547,11,61,48,38,730,72,802
RURRENABAQUE,consulta externa,personas de 20 a 39 anos,2024-07-01,269,802,81,98,15,50,1071,179,1250
SABAYA,consulta externa,personas de 20 a 39 anos,2024-07-01,53,124,4,7,16,13,177,11,188
SACABA,consulta externa,personas de 20 a 39 anos,2024-07-01,1666,4593,387,1020,513,952,6259,1407,7666
SACABAMBA,consulta externa,personas de 20 a 39 anos,2024-07-01,19,52,1,11,0,0,71,12,83
SACACA,consulta externa,personas de 20 a 39 anos,2024-07-01,175,262,1,3,0,0,437,4,441
SAIPINA,consulta externa,personas de 20 a 39 anos,2024-07-01,50,191,4,22,0,0,241,26,267
SALINAS DE GARCI MENDOZA,consulta externa,personas de 20 a 39 anos,2024-07-01,95,200,13,31,41,41,295,44,339
SAMAIPATA,consulta externa,personas de 20 a 39 anos,2024-07-01,114,274,32,82,0,0,388,114,502
SAN AGUSTIN,consulta externa,personas de 20 a 39 anos,2024-07-01,32,61,0,0,0,0,93,0,93
SAN ANDRES,consulta externa,personas de 20 a 39 anos,2024-07-01,158,492,9,69,4,13,650,78,728
SAN ANDRES DE MACHACA,consulta externa,personas de 20 a 39 anos,2024-07-01,25,73,1,7,0,0,98,8,106
SAN ANTONIO DE ESMORUCO,consulta externa,personas de 20 a 39 anos,2024-07-01,29,43,3,0,0,0,72,3,75
SAN ANTONIO DE LOMERIO,consulta externa,personas de 20 a 39 anos,2024-07-01,53,109,2,6,0,0,162,8,170
SAN BENITO,consulta externa,personas de 20 a 39 anos,2024-07-01,121,321,12,57,0,0,442,69,511
SAN BORJA,consulta externa,personas de 20 a 39 anos,2024-07-01,477,1280,89,246,119,337,1757,335,2092
SAN BUENA VENTURA,consulta externa,personas de 20 a 39 anos,2024-07-01,77,238,15,41,0,0,315,56,371
SAN CARLOS,consulta externa,personas de 20 a 39 anos,2024-07-01,77,375,3,4,29,45,452,7,459
SAN IGNACIO,consulta externa,personas de 20 a 39 anos,2024-07-01,158,561,19,82,21,45,719,101,820
SAN IGNACIO DE VELASCO,consulta externa,personas de 20 a 39 anos,2024-07-01,521,1149,116,310,20,8,1670,426,2096
SAN JAVIER(BNI),consulta externa,personas de 20 a 39 anos,2024-07-01,44,83,0,4,8,35,127,4,131
SAN JAVIER(STC),consulta externa,personas de 20 a 39 anos,2024-07-01,72,190,0,0,0,0,262,0,262
SAN JOAQUIN,consulta externa,personas de 20 a 39 anos,2024-07-01,38,108,7,6,0,0,146,13,159
SAN JOSE DE CHIQUITOS,consulta externa,personas de 20 a 39 anos,2024-07-01,74,200,12,21,2,5,274,33,307
SAN JUAN DE YAPACANI,consulta externa,personas de 20 a 39 anos,2024-07-01,99,202,3,13,0,0,301,16,317
SAN JULIAN,consulta externa,personas de 20 a 39 anos,2024-07-01,659,1785,60,76,46,65,2444,136,2580
SAN LORENZO(PND),consulta externa,personas de 20 a 39 anos,2024-07-01,119,263,17,36,0,0,382,53,435
SAN LORENZO(TJA),consulta externa,personas de 20 a 39 anos,2024-07-01,446,1180,14,53,0,0,1626,67,1693
SAN LUCAS,consulta externa,personas de 20 a 39 anos,2024-07-01,359,837,25,84,37,72,1196,109,1305
SAN MATIAS,consulta externa,personas de 20 a 39 anos,2024-07-01,115,243,25,46,7,6,358,71,429
SAN MIGUEL DE VELASCO,consulta externa,personas de 20 a 39 anos,2024-07-01,114,335,24,155,0,0,449,179,628
SAN PABLO DE LIPEZ,consulta externa,personas de 20 a 39 anos,2024-07-01,37,108,1,1,3,3,145,2,147
SAN PEDRO,consulta externa,personas de 20 a 39 anos,2024-07-01,281,838,24,119,0,0,1119,143,1262
SAN PEDRO DE BUENA VISTA,consulta externa,personas de 20 a 39 anos,2024-07-01,218,363,0,0,0,0,581,0,581
SAN PEDRO DE CURAHUARA,consulta externa,personas de 20 a 39 anos,2024-07-01,38,68,1,0,0,0,106,1,107
SAN PEDRO DE MACHA,consulta externa,personas de 20 a 39 anos,2024-07-01,206,358,0,0,0,0,564,0,564
SAN PEDRO DE QUEMES,consulta externa,personas de 20 a 39 anos,2024-07-01,30,54,2,1,0,0,84,3,87
SAN PEDRO DE TIQUINA,consulta externa,personas de 20 a 39 anos,2024-07-01,49,124,21,46,0,0,173,67,240
SAN PEDRO(PND),consulta externa,personas de 20 a 39 anos,2024-07-01,53,95,1,3,0,0,148,4,152
SAN RAFAEL,consulta externa,personas de 20 a 39 anos,2024-07-01,60,168,25,61,0,0,228,86,314
SAN RAMON BENI,consulta externa,personas de 20 a 39 anos,2024-07-01,49,177,6,17,0,0,226,23,249
SAN RAMON SCZ,consulta externa,personas de 20 a 39 anos,2024-07-01,88,227,3,2,0,0,315,5,320
SANTA ANA,consulta externa,personas de 20 a 39 anos,2024-07-01,138,363,8,45,0,0,501,53,554
SANTA CRUZ DE LA SIERRA,consulta externa,personas de 20 a 39 anos,2024-07-01,17166,45449,6065,18888,3346,5814,62615,24953,87568
SANTA ROSA,consulta externa,personas de 20 a 39 anos,2024-07-01,166,274,3,8,4,12,440,11,451
SANTA ROSA DEL SARA,consulta externa,personas de 20 a 39 anos,2024-07-01,192,543,7,11,19,33,735,18,753
SANTIAGO DE CALLAPA,consulta externa,personas de 20 a 39 anos,2024-07-01,27,52,0,2,0,0,79,2,81
SANTIAGO DE HUARI,consulta externa,personas de 20 a 39 anos,2024-07-01,77,209,13,18,3,3,286,31,317
SANTIAGO DE HUATA,consulta externa,personas de 20 a 39 anos,2024-07-01,36,95,7,16,0,0,131,23,154
SANTIAGO DE MACHACA,consulta externa,personas de 20 a 39 anos,2024-07-01,42,60,3,5,0,0,102,8,110
SANTIVAÑES,consulta externa,personas de 20 a 39 anos,2024-07-01,89,235,5,13,0,0,324,18,342
SANTUARIO DE QUILLACAS,consulta externa,personas de 20 a 39 anos,2024-07-01,38,86,3,16,30,98,124,19,143
SAPAHAQUI,consulta externa,personas de 20 a 39 anos,2024-07-01,85,137,4,5,6,12,222,9,231
SENA,consulta externa,personas de 20 a 39 anos,2024-07-01,151,331,3,10,0,0,482,13,495
SHINAOTA,consulta externa,personas de 20 a 39 anos,2024-07-01,455,982,80,269,139,158,1437,349,1786
SICA SICA (VILLA AROMA),consulta externa,personas de 20 a 39 anos,2024-07-01,171,419,9,29,0,0,590,38,628
SICAYA,consulta externa,personas de 20 a 39 anos,2024-07-01,29,57,4,5,0,0,86,9,95
SIPE SIPE,consulta externa,personas de 20 a 39 anos,2024-07-01,324,1068,117,271,0,0,1392,388,1780
SOPACHUY,consulta externa,personas de 20 a 39 anos,2024-07-01,78,174,24,48,0,0,252,72,324
SORACACHI,consulta externa,personas de 20 a 39 anos,2024-07-01,95,211,3,6,1,5,306,9,315
SORATA,consulta externa,personas de 20 a 39 anos,2024-07-01,230,434,48,60,0,0,664,108,772
