municipality,group,variable,month,Nacidos vivos atendidos por partera capacitada,TOTAL
INCAHUASI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-06-01,2,2
INGAVI (HUMAITA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-06-01,1,1
INQUISIVI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-06-01,2,2
IXIAMAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-06-01,1,1
JESUS DE MACHACA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-06-01,3,3
LLALLAGUA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-06-01,1,1
LURIBAY,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-06-01,2,2
MAIRANA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-06-01,1,1
MAPIRI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-06-01,1,1
MONTEAGUDO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-06-01,2,2
MOROCHATA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-06-01,4,4
OCURI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-06-01,9,9
PADCAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-06-01,1,1
PAMPA GRANDE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-06-01,1,1
POCOATA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-06-01,18,18
POCONA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-06-01,1,1
POROMA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-06-01,1,1
PORTACHUELO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-06-01,1,1
PORVENIR,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-06-01,3,3
PUNA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-06-01,3,3
QUILLACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-06-01,1,1
QUIME,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-06-01,1,1
RAVELO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-06-01,8,8
RIBERALTA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-06-01,2,2
RURRENABAQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-06-01,2,2
SACABA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-06-01,3,3
SACACA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-06-01,8,8
SAN ANTONIO DE ESMORUCO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-06-01,4,4
SAN BORJA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-06-01,3,3
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-06-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-06-01,9,9
SAN JAVIER(BNI),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-06-01,2,2
SAN JOSE DE CHIQUITOS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-06-01,1,1
SAN JULIAN,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-06-01,2,2
SAN LORENZO(PND),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-06-01,1,1
SAN LORENZO(TJA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-06-01,1,1
SAN LUCAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-06-01,8,8
SAN MATIAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-06-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-06-01,5,5
SAN PEDRO DE TIQUINA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-06-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-06-01,0,0
SIPE SIPE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-06-01,1,1
SOPACHUY,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-06-01,1,1
SORACACHI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-06-01,1,1
SUCRE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-06-01,3,3
TACOBAMBA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-06-01,1,1
TACOPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-06-01,6,6
TAPACARI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-06-01,2,2
TARABUCO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-06-01,1,1
TARACO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-06-01,1,1
TARATA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-06-01,1,1
TARIJA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-06-01,1,1
TARVITA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-06-01,1,1
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-06-01,8,8
TOLEDO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-06-01,1,1
TOMAVE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-06-01,1,1
TORO TORO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-06-01,5,5
TRINIDAD,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-06-01,2,2
TUPIZA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-06-01,2,2
UNCIA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-06-01,8,8
URUBICHA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-06-01,2,2
UYUNI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-06-01,3,3
VILLA MONTES,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-06-01,2,2
VILLA TUNARI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-06-01,15,15
VILLAZON,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-06-01,4,4
VITICHI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-06-01,3,3
WARNES,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-06-01,1,1
YACO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-06-01,2,2
YANACACHI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-06-01,1,1
YAPACANI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-06-01,1,1
ZUDAÑEZ,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-06-01,1,1
ACACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-07-01,2,2
ACHOCALLA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-07-01,1,1
APOLO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-07-01,8,8
ARQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-07-01,7,7
AUCAPATA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-07-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-07-01,2,2
AZURDUY,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-07-01,5,5
BERMEJO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-07-01,1,1
BETANZOS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-07-01,1,1
BOYUIBE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-07-01,1,1
"CAIZA ""D""",atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-07-01,1,1
CALACOTO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-07-01,2,2
CAQUIAVIRI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-07-01,1,1
CARACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-07-01,2,2
CARANAVI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-07-01,1,1
CARIPUYO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-07-01,3,3
CHALLAPATA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-07-01,3,3
CHAYANTA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-07-01,2,2
COCHABAMBA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-07-01,1,1
COLQUECHACA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-07-01,27,27
CORQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-07-01,2,2
COTAGAITA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-07-01,3,3
CULPINA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-07-01,3,3
EL ALTO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-07-01,16,16
ENTRE RIOS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-07-01,2,2
FILADELFIA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-07-01,1,1
GUTIERREZ,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-07-01,3,3
ICHOCA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-07-01,1,1
ICLA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-07-01,1,1
INCAHUASI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-07-01,2,2
INGAVI (HUMAITA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-07-01,1,1
JESUS DE MACHACA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-07-01,1,1
MAIRANA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-07-01,1,1
MAPIRI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-07-01,1,1
MECAPACA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-07-01,3,3
MONTEAGUDO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-07-01,1,1
MOROCHATA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-07-01,2,2
OCURI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-07-01,3,3
OMEREQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-07-01,1,1
PADILLA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-07-01,1,1
PALCA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-07-01,2,2
POCOATA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-07-01,8,8
POROMA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-07-01,2,2
PORVENIR,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-07-01,1,1
PRESTO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-07-01,1,1
PUNA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-07-01,2,2
RAVELO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-07-01,6,6
RURRENABAQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-07-01,2,2
SACABA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-07-01,2,2
SACACA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-07-01,7,7
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-07-01,1,1
SAN BENITO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-07-01,1,1
SAN BORJA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-07-01,7,7
SAN CARLOS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-07-01,1,1
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-07-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-07-01,2,2
SAN JAVIER(BNI),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-07-01,3,3
SAN JAVIER(STC),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-07-01,1,1
SAN LORENZO(PND),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-07-01,3,3
SAN LUCAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-07-01,12,12
SAN PABLO DE LIPEZ,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-07-01,2,2
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-07-01,6,6
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-07-01,0,0
SANTIAGO DE CALLAPA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-07-01,1,1
SIPE SIPE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-07-01,2,2
SOPACHUY,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-07-01,1,1
SORACACHI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-07-01,1,1
TACOPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-07-01,3,3
TAPACARI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-07-01,4,4
TARABUCO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-07-01,1,1
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-07-01,15,15
TOLEDO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-07-01,1,1
TOMAVE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-07-01,2,2
TORO TORO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-07-01,8,8
TOTORA(ORR),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-07-01,1,1
TUPIZA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-07-01,3,3
TURCO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-07-01,1,1
UNCIA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-07-01,1,1
URUBICHA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-07-01,2,2
VILLA MONTES,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-07-01,1,1
VILLA TUNARI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-07-01,11,11
VITICHI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-07-01,1,1
YANACACHI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-07-01,1,1
YAPACANI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-07-01,1,1
YUNCHARA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-07-01,1,1
ZUDAÑEZ,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-07-01,2,2
ACACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-08-01,4,4
ACHACACHI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-08-01,1,1
AIQUILE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-08-01,4,4
APOLO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-08-01,7,7
ARAMPAMPA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-08-01,2,2
ARQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-08-01,6,6
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-08-01,6,6
AZURDUY,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-08-01,4,4
BELEN DE ANDAMARCA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-08-01,2,2
BELEN DE URMIRI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-08-01,2,2
BETANZOS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-08-01,4,4
BOYUIBE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-08-01,1,1
CABEZAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-08-01,1,1
CARACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-08-01,1,1
CARANAVI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-08-01,4,4
CARIPUYO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-08-01,6,6
CARMEN RIVERO TORREZ,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-08-01,1,1
CHALLAPATA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-08-01,3,3
CHARAÑA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-08-01,2,2
CHAYANTA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-08-01,7,7
CHIMORE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-08-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-08-01,2,2
CHUMA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-08-01,3,3
COCHABAMBA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-08-01,1,1
COLOMI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-08-01,1,1
COLQUECHACA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-08-01,32,32
COMANCHE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-08-01,1,1
COMARAPA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-08-01,1,1
CONCEPCION,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-08-01,1,1
CORQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-08-01,2,2
CURVA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-08-01,1,1
EL ALTO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-08-01,12,12
EL PUENTE(STC),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-08-01,1,1
ENTRE RIOS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-08-01,1,1
EUCALIPTUS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-08-01,1,1
FILADELFIA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-08-01,2,2
GUANAY,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-08-01,1,1
GUAYARAMERIN,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-08-01,3,3
HUANUNI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-08-01,1,1
ICHOCA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-08-01,1,1
ICLA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-08-01,2,2
INCAHUASI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-08-01,3,3
INQUISIVI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-08-01,3,3
LICOMA PAMPA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-08-01,1,1
LURIBAY,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-08-01,1,1
MAGDALENA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-08-01,1,1
MAPIRI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-08-01,1,1
MECAPACA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-08-01,1,1
MONTEAGUDO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-08-01,1,1
MOROCHATA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-08-01,6,6
NAZACARA DE PACAJES,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-08-01,1,1
OCURI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-08-01,8,8
PADILLA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-08-01,2,2
PALCA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-08-01,1,1
PAPEL PAMPA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-08-01,1,1
PELECHUCO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-08-01,1,1
POCOATA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-08-01,12,12
POROMA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-08-01,2,2
POTOSI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-08-01,1,1
PRESTO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-08-01,1,1
PUERTO PEREZ,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-08-01,1,1
PUERTO RICO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-08-01,1,1
PUNA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-08-01,4,4
QUILLACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-08-01,1,1
RAVELO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-08-01,6,6
RIBERALTA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-08-01,2,2
RURRENABAQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-08-01,4,4
SACABA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-08-01,3,3
SACACA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-08-01,12,12
SAN ANDRES,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-08-01,1,1
SAN ANTONIO DE ESMORUCO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-08-01,1,1
SAN BORJA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-08-01,11,11
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-08-01,5,5
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-08-01,3,3
SAN JAVIER(STC),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-08-01,1,1
SAN LORENZO(PND),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-08-01,2,2
SAN LORENZO(TJA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-08-01,3,3
SAN LUCAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-08-01,7,7
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-08-01,6,6
SAN PEDRO DE CURAHUARA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-08-01,1,1
SAN PEDRO DE TIQUINA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-08-01,5,5
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-08-01,1,1
SOPACHUY,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-08-01,2,2
SORATA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-08-01,1,1
SUCRE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-08-01,1,1
TACOBAMBA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-08-01,2,2
TACOPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-08-01,4,4
TAPACARI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-08-01,10,10
TARABUCO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-08-01,2,2
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-08-01,17,17
TOMAVE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-08-01,2,2
TORO TORO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-08-01,7,7
TRINIDAD,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-08-01,1,1
TUPIZA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-08-01,4,4
TURCO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-08-01,1,1
UNCIA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-08-01,1,1
URIONDO (A. CONCEPCION),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-08-01,1,1
URUBICHA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-08-01,7,7
UYUNI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-08-01,4,4
VIACHA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-08-01,3,3
VILLA SERRANO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-08-01,1,1
VILLA TUNARI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-08-01,5,5
VILLAZON,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-08-01,2,2
VINTO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-08-01,1,1
YACO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-08-01,2,2
YACUIBA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-08-01,1,1
YAPACANI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-08-01,2,2
ACACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-09-01,2,2
ACHACACHI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-09-01,2,2
ANZALDO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-09-01,2,2
APOLO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-09-01,11,11
ARAMPAMPA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-09-01,1,1
ARQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-09-01,4,4
AZURDUY,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-09-01,2,2
BATALLAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-09-01,3,3
BELLA FLOR,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-09-01,1,1
BETANZOS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-09-01,1,1
BOYUIBE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitada,2008-09-01,1,1
