municipality,group,variable,month,12.6 Partos atendidos por partera capacitada,TOTAL
PUCARANI,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-09-01,1,1
PUERTO GONZALO MORENO,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-09-01,1,1
PUERTO SUAREZ,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-09-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-09-01,1,1
QUILLACOLLO,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-09-01,2,2
RAVELO,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-09-01,2,2
REYES,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-09-01,1,1
RIBERALTA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-09-01,1,1
SACABA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-09-01,3,3
SACACA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-09-01,2,2
SAN ANDRES,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-09-01,1,1
SAN BORJA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-09-01,1,1
SAN IGNACIO,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-09-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-09-01,5,5
SAN JAVIER(BNI),atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-09-01,1,1
SAN PEDRO(PND),atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-09-01,3,3
SANTA ANA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-09-01,1,1
SUCRE,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-09-01,1,1
TACOPAYA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-09-01,1,1
TAPACARI,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-09-01,7,7
TARABUCO,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-09-01,3,3
TARACO,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-09-01,1,1
TINGUIPAYA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-09-01,6,6
TIPUANI,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-09-01,1,1
TIQUIPAYA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-09-01,4,4
TOLEDO,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-09-01,1,1
TORO TORO,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-09-01,3,3
TOTORA(CBBA),atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-09-01,1,1
VILLA TUNARI,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-09-01,0,0
VINTO,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-09-01,2,2
YACUIBA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-09-01,2,2
ACHACACHI,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-10-01,1,1
ACHOCALLA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-10-01,1,1
AIQUILE,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-10-01,3,3
ALTO BENI,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-10-01,1,1
APOLO,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-10-01,1,1
BETANZOS,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-10-01,2,2
CAMIRI,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-10-01,1,1
CAPINOTA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-10-01,1,1
CARIPUYO,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-10-01,2,2
CARMEN RIVERO TORREZ,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-10-01,2,2
CHALLAPATA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-10-01,1,1
CHAYANTA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-10-01,4,4
CHIMORE,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-10-01,1,1
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-10-01,2,2
CKOCHAS,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-10-01,3,3
COCAPATA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-10-01,2,2
COLOMI,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-10-01,4,4
COLQUECHACA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-10-01,9,9
CONCEPCION,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-10-01,1,1
EL ALTO,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-10-01,2,2
EL PUENTE(TJA),atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-10-01,1,1
EUCALIPTUS,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-10-01,1,1
GUAYARAMERIN,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-10-01,1,1
INQUISIVI,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-10-01,1,1
IXIAMAS,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-10-01,1,1
LLALLAGUA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-10-01,2,2
MOROCHATA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-10-01,1,1
OCURI,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-10-01,1,1
ORURO,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-10-01,1,1
PALCA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-10-01,1,1
PATACAMAYA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-10-01,1,1
POCOATA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-10-01,4,4
POJO (CBBA),atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-10-01,1,1
RAVELO,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-10-01,5,5
REYES,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-10-01,1,1
RIBERALTA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-10-01,3,3
SACABA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-10-01,1,1
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-10-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-10-01,2,2
SAN BORJA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-10-01,1,1
SAN IGNACIO,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-10-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-10-01,5,5
TACOPAYA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-10-01,2,2
TAPACARI,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-10-01,3,3
TARABUCO,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-10-01,1,1
TINGUIPAYA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-10-01,6,6
TIQUIPAYA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-10-01,1,1
TOMAVE,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-10-01,1,1
TORO TORO,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-10-01,2,2
UNCIA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-10-01,1,1
UYUNI,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-10-01,1,1
VIACHA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-10-01,1,1
VILLA MONTES,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-10-01,1,1
AIQUILE,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-11-01,1,1
ANDAMARCA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-11-01,1,1
ARQUE,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-11-01,1,1
BELEN DE ANDAMARCA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-11-01,1,1
BELLA FLOR,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-11-01,1,1
BETANZOS,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-11-01,2,2
CAMIRI,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-11-01,2,2
CARANAVI,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-11-01,1,1
CARMEN RIVERO TORREZ,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-11-01,4,4
CHAYANTA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-11-01,2,2
CHIMORE,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-11-01,3,3
CKOCHAS,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-11-01,1,1
COCAPATA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-11-01,1,1
COLOMI,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-11-01,1,1
COLQUECHACA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-11-01,4,4
CORO CORO,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-11-01,1,1
COTOCA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-11-01,1,1
CUEVO,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-11-01,2,2
CURAHUARA DE CARANGAS,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-11-01,2,2
EL ALTO,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-11-01,5,5
ENTRE RIOS CBBA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-11-01,1,1
ESCARA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-11-01,1,1
HUANUNI,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-11-01,1,1
HUARINA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-11-01,1,1
LA ASUNTA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-11-01,1,1
LAGUNILLAS,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-11-01,1,1
LLALLAGUA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-11-01,3,3
LORETO,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-11-01,2,2
MIZQUE,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-11-01,1,1
MOCOMOCO,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-11-01,1,1
ORURO,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-11-01,1,1
PALCA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-11-01,1,1
POCOATA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-11-01,3,3
POROMA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-11-01,4,4
PUERTO GONZALO MORENO,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-11-01,1,1
PUERTO RICO,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-11-01,1,1
QUILLACOLLO,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-11-01,1,1
RAVELO,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-11-01,4,4
RIBERALTA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-11-01,1,1
SACACA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-11-01,1,1
SAN ANDRES,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-11-01,1,1
SAN BORJA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-11-01,3,3
SAN IGNACIO,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-11-01,2,2
SAN LORENZO(TJA),atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-11-01,2,2
SAN LUCAS,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-11-01,3,3
SAN RAFAEL,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-11-01,1,1
SAN RAMON SCZ,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-11-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-11-01,1,1
SENA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-11-01,1,1
TAPACARI,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-11-01,2,2
TINGUIPAYA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-11-01,6,6
TIQUIPAYA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-11-01,1,1
TORO TORO,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-11-01,2,2
UMALA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-11-01,2,2
UNCIA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-11-01,1,1
VILA VILA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-11-01,1,1
VILLA MONTES,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-11-01,1,1
VILLA SERRANO,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-11-01,1,1
VILLA TUNARI,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-11-01,1,1
VINTO,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-11-01,1,1
YACUIBA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-11-01,1,1
YAPACANI,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-11-01,1,1
ACHACACHI,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-12-01,2,2
AIQUILE,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-12-01,3,3
ANDAMARCA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-12-01,1,1
APOLO,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-12-01,4,4
ARAMPAMPA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-12-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-12-01,1,1
AYATA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-12-01,1,1
BOLIVAR,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-12-01,3,3
CABEZAS,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-12-01,1,1
"CAIZA ""D""",atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-12-01,1,1
CALACOTO,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-12-01,1,1
CARIPUYO,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-12-01,1,1
CARMEN RIVERO TORREZ,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-12-01,2,2
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-12-01,1,1
CKOCHAS,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-12-01,4,4
COBIJA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-12-01,1,1
COCAPATA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-12-01,2,2
COLOMI,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-12-01,2,2
COLQUECHACA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-12-01,11,11
CORQUE,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-12-01,1,1
COTAGAITA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-12-01,1,1
CURAHUARA DE CARANGAS,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-12-01,1,1
EL ALTO,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-12-01,3,3
ENTRE RIOS TRJ,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-12-01,1,1
GUANAY,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-12-01,1,1
HUANUNI,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-12-01,1,1
LAGUNILLAS,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-12-01,1,1
LAJA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-12-01,2,2
ORURO,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-12-01,1,1
POCOATA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-12-01,3,3
POJO (CBBA),atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-12-01,1,1
POROMA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-12-01,1,1
POTOSI,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-12-01,3,3
PUERTO GONZALO MORENO,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-12-01,1,1
RAVELO,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-12-01,5,5
SACACA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-12-01,2,2
SAN BORJA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-12-01,4,4
SAN IGNACIO,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-12-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-12-01,1,1
SAN MIGUEL DE VELASCO,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-12-01,1,1
SAN RAFAEL,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-12-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-12-01,1,1
SIPE SIPE,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-12-01,1,1
SUCRE,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-12-01,2,2
TACOBAMBA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-12-01,1,1
TAPACARI,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-12-01,4,4
TARIJA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-12-01,1,1
TARVITA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-12-01,1,1
TINGUIPAYA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-12-01,9,9
TIQUIPAYA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-12-01,1,1
TORO TORO,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-12-01,2,2
TUPIZA,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-12-01,1,1
VACAS,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-12-01,1,1
VILLA CHARCAS,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-12-01,1,1
VINTO,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-12-01,1,1
YAPACANI,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-12-01,1,1
ZUDAÑEZ,atencion de partos en domicilio,      partos atendidos por partera capacitada,2014-12-01,1,1
