,group,variable,month,ANTIPOLIOMIELÍTICA 2DA DOSIS,ANTIPOLIOMIELÍTICA 2DA DOSIS,TOTALES,TOTALES,TOTALES
POTOSI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-09-01,8,0,8,0,8
PUNA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-09-01,4,0,4,0,4
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-09-01,6,4,6,4,10
RAVELO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-09-01,0,1,0,1,1
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-09-01,1,0,1,0,1
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-09-01,1,2,1,2,3
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-09-01,0,1,0,1,1
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-09-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-09-01,25,5,25,5,30
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-09-01,2,0,2,0,2
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-09-01,1,0,1,0,1
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-09-01,5,0,5,0,5
SORACACHI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-09-01,1,0,1,0,1
SUCRE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-09-01,4,1,4,1,5
TACACOMA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-09-01,0,2,0,2,2
TAPACARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-09-01,1,0,1,0,1
TARIJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-09-01,1,0,1,0,1
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-09-01,1,0,1,0,1
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-09-01,2,1,2,1,3
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-09-01,6,0,6,0,6
VIACHA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-09-01,2,0,2,0,2
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-09-01,1,0,1,0,1
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-09-01,2,2,2,2,4
VILLAZON,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-09-01,1,0,1,0,1
WARNES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-09-01,1,0,1,0,1
YACUIBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-09-01,1,4,1,4,5
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-10-01,9,0,9,0,9
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-10-01,0,1,0,1,1
BETANZOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-10-01,1,2,1,2,3
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-10-01,1,0,1,0,1
CAIROMA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-10-01,1,2,1,2,3
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-10-01,3,0,3,0,3
CHIMORE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-10-01,1,0,1,0,1
CHUMA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-10-01,0,2,0,2,2
COCAPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-10-01,0,2,0,2,2
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-10-01,16,3,16,3,19
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-10-01,1,0,1,0,1
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-10-01,0,1,0,1,1
COTOCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-10-01,4,0,4,0,4
EL ALTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-10-01,45,19,45,19,64
EL TORNO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-10-01,3,0,3,0,3
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-10-01,1,0,1,0,1
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-10-01,2,0,2,0,2
HUANUNI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-10-01,1,1,1,1,2
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-10-01,0,1,0,1,1
LA PAZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-10-01,14,2,14,2,16
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-10-01,1,0,1,0,1
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-10-01,2,0,2,0,2
MINEROS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-10-01,1,0,1,0,1
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-10-01,0,1,0,1,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-10-01,1,3,1,3,4
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-10-01,0,1,0,1,1
ORURO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-10-01,15,4,15,4,19
PAILON,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-10-01,1,1,1,1,2
PALCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-10-01,0,1,0,1,1
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-10-01,2,0,2,0,2
POTOSI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-10-01,60,1,60,1,61
PRESTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-10-01,0,1,0,1,1
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-10-01,1,0,1,0,1
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-10-01,5,6,5,6,11
RAVELO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-10-01,0,1,0,1,1
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-10-01,2,0,2,0,2
SACABA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-10-01,3,1,3,1,4
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-10-01,2,6,2,6,8
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-10-01,1,0,1,0,1
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-10-01,3,1,3,1,4
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-10-01,2,0,2,0,2
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-10-01,2,0,2,0,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-10-01,66,24,66,24,90
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-10-01,2,0,2,0,2
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-10-01,0,1,0,1,1
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-10-01,3,0,3,0,3
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-10-01,5,4,5,4,9
SUCRE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-10-01,2,0,2,0,2
TARIJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-10-01,2,0,2,0,2
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-10-01,0,1,0,1,1
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-10-01,2,0,2,0,2
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-10-01,1,0,1,0,1
TUPIZA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-10-01,0,2,0,2,2
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-10-01,1,0,1,0,1
VACAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-10-01,1,0,1,0,1
VIACHA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-10-01,3,1,3,1,4
VILA VILA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-10-01,0,2,0,2,2
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-10-01,4,0,4,0,4
VILLAZON,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-10-01,1,0,1,0,1
VINTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-10-01,5,0,5,0,5
WARNES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-10-01,8,2,8,2,10
YACUIBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-10-01,1,3,1,3,4
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-11-01,1,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-11-01,0,1,0,1,1
BAURES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-11-01,1,0,1,0,1
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-11-01,1,0,1,0,1
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-11-01,1,0,1,0,1
CAMARGO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-11-01,1,0,1,0,1
CAMIRI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-11-01,5,2,5,2,7
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-11-01,0,3,0,3,3
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-11-01,1,0,1,0,1
CHUMA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-11-01,0,1,0,1,1
CLIZA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-11-01,0,1,0,1,1
COCAPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-11-01,0,2,0,2,2
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-11-01,21,1,21,1,22
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-11-01,1,0,1,0,1
COLOMI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-11-01,3,1,3,1,4
COTOCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-11-01,4,0,4,0,4
CUEVO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-11-01,0,1,0,1,1
EL ALTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-11-01,19,11,19,11,30
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-11-01,1,0,1,0,1
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-11-01,4,0,4,0,4
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-11-01,3,0,3,0,3
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-11-01,1,5,1,5,6
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-11-01,0,1,0,1,1
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-11-01,1,0,1,0,1
LA PAZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-11-01,17,0,17,0,17
LORETO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-11-01,0,1,0,1,1
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-11-01,1,0,1,0,1
MINEROS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-11-01,1,0,1,0,1
MIZQUE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-11-01,1,0,1,0,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-11-01,1,0,1,0,1
ORURO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-11-01,10,0,10,0,10
PAILON,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-11-01,0,1,0,1,1
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-11-01,0,1,0,1,1
PAZÑA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-11-01,2,0,2,0,2
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-11-01,3,0,3,0,3
POTOSI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-11-01,5,2,5,2,7
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-11-01,0,1,0,1,1
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-11-01,1,0,1,0,1
PUNATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-11-01,1,0,1,0,1
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-11-01,4,5,4,5,9
RAVELO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-11-01,0,2,0,2,2
REYES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-11-01,0,1,0,1,1
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-11-01,15,3,15,3,18
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-11-01,0,3,0,3,3
SACABA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-11-01,2,0,2,0,2
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-11-01,1,1,1,1,2
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-11-01,2,0,2,0,2
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-11-01,0,1,0,1,1
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-11-01,2,7,2,7,9
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-11-01,2,0,2,0,2
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-11-01,3,0,3,0,3
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-11-01,0,1,0,1,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-11-01,2,0,2,0,2
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-11-01,1,0,1,0,1
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-11-01,7,2,7,2,9
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-11-01,95,11,95,11,106
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-11-01,1,2,1,2,3
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-11-01,4,3,4,3,7
TACACOMA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-11-01,0,1,0,1,1
TAPACARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-11-01,0,1,0,1,1
TARIJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-11-01,1,0,1,0,1
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-11-01,0,3,0,3,3
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-11-01,0,1,0,1,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-11-01,5,0,5,0,5
TUPIZA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-11-01,0,2,0,2,2
VIACHA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-11-01,0,1,0,1,1
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-11-01,1,0,1,0,1
WARNES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-11-01,3,2,3,2,5
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-12-01,0,1,0,1,1
ANZALDO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-12-01,0,1,0,1,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-12-01,2,0,2,0,2
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-12-01,1,0,1,0,1
BETANZOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-12-01,2,1,2,1,3
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-12-01,2,0,2,0,2
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-12-01,1,0,1,0,1
CHIMORE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-12-01,2,0,2,0,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-12-01,1,0,1,0,1
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-12-01,8,2,8,2,10
CORQUE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-12-01,0,1,0,1,1
COTOCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-12-01,3,0,3,0,3
EL ALTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-12-01,25,8,25,8,33
INGAVI (HUMAITA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-12-01,0,1,0,1,1
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-12-01,2,0,2,0,2
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-12-01,3,0,3,0,3
LA PAZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-12-01,2,0,2,0,2
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-12-01,1,0,1,0,1
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-12-01,0,2,0,2,2
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-12-01,1,1,1,1,2
MIZQUE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-12-01,1,0,1,0,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-12-01,4,0,4,0,4
ORURO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-12-01,13,0,13,0,13
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-12-01,0,1,0,1,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-12-01,7,1,7,1,8
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-12-01,4,8,4,8,12
RAVELO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-12-01,0,2,0,2,2
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-12-01,1,0,1,0,1
SACABA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-12-01,7,0,7,0,7
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-12-01,0,1,0,1,1
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-12-01,1,3,1,3,4
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-12-01,1,0,1,0,1
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-12-01,2,0,2,0,2
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-12-01,1,0,1,0,1
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-12-01,0,1,0,1,1
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-12-01,1,0,1,0,1
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-12-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-12-01,65,14,65,14,79
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-12-01,1,0,1,0,1
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-12-01,1,1,1,1,2
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-12-01,2,1,2,1,3
TARIJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-12-01,1,1,1,1,2
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-12-01,1,0,1,0,1
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-12-01,2,0,2,0,2
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-12-01,0,1,0,1,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-12-01,3,0,3,0,3
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-12-01,0,1,0,1,1
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-12-01,1,0,1,0,1
WARNES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-12-01,5,0,5,0,5
YACUIBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2013-12-01,1,0,1,0,1
