,group,variable,month,SRP DOSIS ÚNICA,SRP DOSIS ÚNICA,TOTALES,TOTALES,TOTALES
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,255,48,255,48,303
QUIME,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,7,19,7,19,26
RAVELO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,11,17,11,17,28
REYES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,11,7,11,7,18
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,135,108,135,108,243
ROBORE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,11,19,11,19,30
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,11,20,11,20,31
SABAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,2,0,2,0,2
SACABA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,245,81,245,81,326
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,4,4,4,4,8
SACACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,22,21,22,21,43
SAIPINA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,1,2,1,2,3
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,6,23,6,23,29
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,7,11,7,11,18
SAN AGUSTIN,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,2,0,2,0,2
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,4,18,4,18,22
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,4,3,4,3,7
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,5,0,5,0,5
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,5,14,5,14,19
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,4,10,4,10,14
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,66,7,66,7,73
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,35,5,35,5,40
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,27,21,27,21,48
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,24,33,24,33,57
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,28,8,28,8,36
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,1,5,1,5,6
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,33,6,33,6,39
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,1,3,1,3,4
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,26,5,26,5,31
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,15,7,15,7,22
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,62,66,62,66,128
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,1,10,1,10,11
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,38,10,38,10,48
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,25,33,25,33,58
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,15,10,15,10,25
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,5,4,5,4,9
SAN PABLO DE LIPEZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,1,1,1,1,2
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,16,4,16,4,20
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,36,43,36,43,79
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,3,5,3,5,8
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,5,3,5,3,8
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,4,7,4,7,11
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,1,18,1,18,19
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,19,0,19,0,19
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,25,37,25,37,62
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,2711,75,2711,75,2786
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,4,14,4,14,18
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,25,3,25,3,28
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,2,4,2,4,6
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,8,10,8,10,18
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,3,9,3,9,12
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,0,5,0,5,5
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,8,0,8,0,8
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,2,4,2,4,6
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,1,11,1,11,12
SENA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,10,7,10,7,17
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,40,6,40,6,46
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,14,15,14,15,29
SICAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,0,8,0,8,8
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,79,6,79,6,85
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,0,5,0,5,5
SORACACHI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,11,9,11,9,20
SORATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,10,22,10,22,32
SUCRE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,488,41,488,41,529
TACACHI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,6,0,6,0,6
TACACOMA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,5,0,5,0,5
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,10,5,10,5,15
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,5,6,5,6,11
TAHUA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,3,4,3,4,7
TAPACARI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,20,28,20,28,48
TARABUCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,9,27,9,27,36
TARACO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,2,5,2,5,7
TARATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,9,1,9,1,10
TARIJA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,328,28,328,28,356
TARVITA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,6,15,6,15,21
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,13,15,13,15,28
TIAWANACU,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,21,4,21,4,25
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,33,24,33,24,57
TIPUANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,13,17,13,17,30
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,89,52,89,52,141
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,23,6,23,6,29
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,3,1,3,1,4
TOCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,4,8,4,8,12
TODOS SANTOS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,1,0,1,0,1
TOLATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,2,1,2,1,3
TOLEDO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,5,3,5,3,8
TOMAVE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,8,9,8,9,17
TOMINA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,4,11,4,11,15
TORO TORO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,2,15,2,15,17
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,14,11,14,11,25
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,8,0,8,0,8
TRIGAL,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,4,0,4,0,4
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,176,9,176,9,185
TUPIZA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,55,15,55,15,70
TURCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,4,3,4,3,7
UMALA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,9,12,9,12,21
UNCIA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,40,13,40,13,53
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,18,10,18,10,28
URUBICHA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,8,4,8,4,12
UYUNI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,62,5,62,5,67
VACAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,3,12,3,12,15
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,26,0,26,0,26
VIACHA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,59,20,59,20,79
VILA VILA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,1,7,1,7,8
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,10,3,10,3,13
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,52,20,52,20,72
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,3,4,3,4,7
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,7,10,7,10,17
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,10,4,10,4,14
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,124,28,124,28,152
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,9,7,9,7,16
VILLAZON,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,79,14,79,14,93
VINTO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,82,3,82,3,85
VITICHI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,8,5,8,5,13
WALDO BALLIVIAN,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,3,1,3,1,4
WARNES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,200,26,200,26,226
YACO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,5,14,5,14,19
YACUIBA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,103,57,103,57,160
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,6,4,6,4,10
YANACACHI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,5,5,5,5,10
YAPACANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,84,47,84,47,131
YOCALLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,5,4,5,4,9
YOTALA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,12,7,12,7,19
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,4,9,4,9,13
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-07-01,3,11,3,11,14
ACACIO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,0,13,0,13,13
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,40,38,40,38,78
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,1,6,1,6,7
AIQUILE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,22,11,22,11,33
ALALAY,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,1,8,1,8,9
ALCALA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,3,5,3,5,8
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,6,5,6,5,11
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,7,9,7,9,16
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,2,3,2,3,5
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,5,3,5,3,8
ANZALDO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,7,7,7,7,14
APOLO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,18,16,18,16,34
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,3,8,3,8,11
ARANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,13,1,13,1,14
ARBIETO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,9,10,9,10,19
ARQUE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,21,9,21,9,30
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,46,6,46,6,52
ATOCHA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,14,13,14,13,27
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,2,5,2,5,7
AYATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,8,13,8,13,21
AYO AYO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,11,12,11,12,23
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,13,17,13,17,30
AZURDUY,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,17,12,17,12,29
BATALLAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,12,21,12,21,33
BAURES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,19,0,19,0,19
BELEN DE ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,0,3,0,3,3
BELEN DE URMIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,0,1,0,1,1
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,1,6,1,6,7
BERMEJO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,32,52,32,52,84
BETANZOS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,32,28,32,28,60
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,1,18,1,18,19
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,2,4,2,4,6
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,3,3,3,3,6
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,17,16,17,16,33
CABEZAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,9,35,9,35,44
CAIROMA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,9,6,9,6,15
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,12,9,12,9,21
CAJUATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,16,6,16,6,22
CALACOTO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,3,8,3,8,11
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,14,11,14,11,25
CAMARGO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,16,8,16,8,24
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,2,2,2,2,4
CAMIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,67,7,67,7,74
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,36,1,36,1,37
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,7,12,7,12,19
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,24,11,24,11,35
CARANAVI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,71,50,71,50,121
CARAPARI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,2,30,2,30,32
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,3,15,3,15,18
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,0,10,0,10,10
CHACARILLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,1,0,1,0,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,39,30,39,30,69
CHAQUI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,3,12,3,12,15
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,7,44,7,44,51
CHARAÑA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,2,0,2,0,2
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,9,24,9,24,33
CHIMORE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,38,7,38,7,45
CHIPAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,6,0,6,0,6
CHUA COCANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,1,5,1,5,6
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,25,11,25,11,36
CHUMA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,4,3,4,3,7
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,6,20,6,20,26
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,17,22,17,22,39
CLIZA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,31,18,31,18,49
COBIJA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,69,21,69,21,90
COCAPATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,14,16,14,16,30
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,1145,60,1145,60,1205
COIPASA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,1,1,1,1,2
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,81,0,81,0,81
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,19,2,19,2,21
COLLANA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,3,1,3,1,4
COLOMI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,18,21,18,21,39
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,2,4,2,4,6
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,35,48,35,48,83
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,9,4,9,4,13
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,19,36,19,36,55
COMANCHE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,1,0,1,0,1
COMARAPA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,26,14,26,14,40
COMBAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,0,6,0,6,6
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,45,6,45,6,51
COPACABANA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,8,17,8,17,25
CORIPATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,17,0,17,0,17
CORO CORO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,8,8,8,8,16
COROICO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,8,9,8,9,17
CORQUE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,3,5,3,5,8
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,13,34,13,34,47
COTOCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,85,20,85,20,105
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,19,12,19,12,31
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,2,0,2,0,2
CUEVO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,2,4,2,4,6
CULPINA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,22,21,22,21,43
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,4,2,4,2,6
CURVA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,0,3,0,3,3
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,8,3,8,3,11
EL ALTO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,1426,188,1426,188,1614
EL CHORO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,1,3,1,3,4
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,16,8,16,8,24
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,11,5,11,5,16
EL TORNO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,99,6,99,6,105
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,4,1,4,1,5
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,12,29,12,29,41
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,71,9,71,9,80
ESCARA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,1,0,1,0,1
ESCOMA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,5,2,5,2,7
ESMERALDA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,0,1,0,1,1
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,14,1,14,1,15
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,5,2,5,2,7
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,8,19,8,19,27
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,1,11,1,11,12
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,19,15,19,15,34
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,5,13,5,13,18
GUANAY,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,17,19,17,19,36
GUAQUI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,4,6,4,6,10
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,82,34,82,34,116
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,5,13,5,13,18
HUACARETA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,13,4,13,4,17
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,0,3,0,3,3
HUACHACALLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,1,1,1,1,2
HUANUNI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,60,3,60,3,63
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,12,0,12,0,12
HUARINA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,3,3,3,3,6
HUATAJATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,2,1,2,1,3
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,4,1,4,1,5
HUMANATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,3,6,3,6,9
ICHOCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,1,8,1,8,9
ICLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-08-01,7,8,7,8,15
