,group,variable,month,DPT 1RA DOSIS,DPT 1RA DOSIS,TOTALES,TOTALES,TOTALES
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,3,2,3,2,5
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,36,90,36,90,126
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,2,5,2,5,7
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,33,99,33,99,132
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,7,0,7,0,7
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,0,7,0,7,7
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,6,71,6,71,77
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,6,81,6,81,87
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,0,1,0,1,1
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,0,1,0,1,1
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,2,36,2,36,38
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,9,11,9,11,20
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,15,70,15,70,85
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,178,93,178,93,271
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,1,0,1,0,1
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,1,0,1,0,1
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,0,1,0,1,1
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,1,2,1,2,3
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,2,0,2,0,2
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,13,0,13,0,13
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,3,1,3,1,4
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,3,2,3,2,5
SORACACHI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,1,0,1,0,1
SUCRE,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,37,18,37,18,55
TAPACARI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,7,21,7,21,28
TARACO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,1,0,1,0,1
TARIJA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,1,1,1,1,2
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,0,8,0,8,8
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,2,3,2,3,5
TOMINA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,3,3,3,3,6
TORO TORO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,24,0,24,0,24
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,14,14,14,14,28
UMALA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,0,5,0,5,5
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,0,5,0,5,5
UYUNI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,2,0,2,0,2
VIACHA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,24,0,24,0,24
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,0,2,0,2,2
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,5,0,5,0,5
VILLAZON,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,1,0,1,0,1
VINTO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,45,0,45,0,45
WARNES,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,0,1,0,1,1
YACUIBA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,12,2,12,2,14
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,3,0,3,0,3
YAPACANI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,76,0,76,0,76
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-05-01,0,1,0,1,1
ACACIO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,7,5,7,5,12
AIQUILE,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,0,7,0,7,7
ALCALA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,1,0,1,0,1
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,2,0,2,0,2
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,0,1,0,1,1
ARANI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,8,1,8,1,9
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,3,0,3,0,3
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,0,2,0,2,2
BELEN DE URMIRI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,1,2,1,2,3
BERMEJO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,4,39,4,39,43
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,2,0,2,0,2
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,3,3,3,3,6
CABEZAS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,3,0,3,0,3
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,1,0,1,0,1
CALACOTO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,0,3,0,3,3
CAMIRI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,33,12,33,12,45
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,1,5,1,5,6
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,3,3,3,3,6
CHARAÑA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,1,0,1,0,1
CHIMORE,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,10,1,10,1,11
CHIPAYA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,1,0,1,0,1
CHUMA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,0,1,0,1,1
COBIJA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,9,2,9,2,11
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,117,3,117,3,120
COLOMI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,1,0,1,0,1
COMANCHE,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,0,4,0,4,4
CORO CORO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,0,2,0,2,2
COROICO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,1,0,1,0,1
CORQUE,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,2,0,2,0,2
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,17,13,17,13,30
EL ALTO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,74,6,74,6,80
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,6,24,6,24,30
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,2,0,2,0,2
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,1,1,1,1,2
EXALTACION,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,1,0,1,0,1
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,12,4,12,4,16
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,2,2,2,2,4
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,7,1,7,1,8
GUAQUI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,0,1,0,1,1
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,1,1,1,1,2
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,1,2,1,2,3
HUACARETA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,0,1,0,1,1
HUANUNI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,1,2,1,2,3
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,1,0,1,0,1
INGAVI (HUMAITA),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,0,1,0,1,1
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,1,1,1,1,2
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,2,0,2,0,2
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,1,0,1,0,1
LA PAZ,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,25,10,25,10,35
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,1,2,1,2,3
LAJA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,1,0,1,0,1
LLICA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,1,0,1,0,1
MINEROS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,1,0,1,0,1
MIZQUE,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,2,4,2,4,6
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,8,5,8,5,13
MONTERO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,46,4,46,4,50
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,0,8,0,8,8
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,0,1,0,1,1
ORURO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,11,0,11,0,11
PADCAYA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,0,3,0,3,3
PAILON,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,0,14,0,14,14
PELECHUCO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,1,0,1,0,1
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,3,0,3,0,3
POOPO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,3,3,3,3,6
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,7,4,7,4,11
POTOSI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,12,4,12,4,16
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,0,2,0,2,2
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,4,1,4,1,5
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,0,3,0,3,3
PUERTO SILES,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,0,1,0,1,1
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,4,3,4,3,7
PUNATA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,6,0,6,0,6
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,16,9,16,9,25
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,64,4,64,4,68
ROBORE,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,1,0,1,0,1
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,0,1,0,1,1
SACABA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,13,6,13,6,19
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,0,2,0,2,2
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,0,1,0,1,1
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,6,4,6,4,10
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,25,1,25,1,26
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,10,5,10,5,15
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,65,4,65,4,69
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,15,2,15,2,17
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,28,1,28,1,29
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,2,3,2,3,5
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,0,2,0,2,2
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,1,3,1,3,4
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,8,31,8,31,39
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,12,4,12,4,16
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,20,54,20,54,74
SAN PEDRO DE QUEMES,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,1,0,1,0,1
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,2,3,2,3,5
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,249,21,249,21,270
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,0,1,0,1,1
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,2,0,2,0,2
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,0,2,0,2,2
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,5,0,5,0,5
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,5,7,5,7,12
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,3,0,3,0,3
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,2,0,2,0,2
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,1,2,1,2,3
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,3,1,3,1,4
SUCRE,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,22,4,22,4,26
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,1,0,1,0,1
TAPACARI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,1,2,1,2,3
TARIJA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,4,0,4,0,4
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,0,22,0,22,22
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,7,1,7,1,8
TOMINA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,1,1,1,1,2
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,16,15,16,15,31
TUPIZA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,12,3,12,3,15
UMALA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,0,2,0,2,2
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,1,2,1,2,3
UYUNI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,3,0,3,0,3
VIACHA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,1,2,1,2,3
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,0,1,0,1,1
WARNES,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,2,1,2,1,3
YACUIBA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,2,1,2,1,3
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,2,1,2,1,3
YAPACANI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,1,0,1,0,1
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-06-01,0,1,0,1,1
ACACIO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-07-01,2,1,2,1,3
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-07-01,1,1,1,1,2
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-07-01,5,1,5,1,6
APOLO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-07-01,7,0,7,0,7
ARANI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-07-01,3,2,3,2,5
ATOCHA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-07-01,0,2,0,2,2
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-07-01,0,12,0,12,12
BELEN DE URMIRI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-07-01,1,0,1,0,1
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-07-01,2,0,2,0,2
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-07-01,0,1,0,1,1
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-07-01,1,0,1,0,1
CABEZAS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-07-01,3,0,3,0,3
CAIROMA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-07-01,3,1,3,1,4
CAMIRI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-07-01,9,0,9,0,9
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-07-01,1,0,1,0,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-07-01,0,4,0,4,4
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-07-01,0,2,0,2,2
CHARAÑA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-07-01,1,0,1,0,1
CHIPAYA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-07-01,1,0,1,0,1
CHUMA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-07-01,1,0,1,0,1
COBIJA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-07-01,3,1,3,1,4
COCAPATA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-07-01,0,5,0,5,5
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-07-01,98,3,98,3,101
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-07-01,3,0,3,0,3
COLOMI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-07-01,1,0,1,0,1
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-07-01,20,0,20,0,20
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-07-01,0,1,0,1,1
COMANCHE,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-07-01,2,0,2,0,2
CORO CORO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-07-01,4,4,4,4,8
COTOCA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-07-01,1,0,1,0,1
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-07-01,11,4,11,4,15
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-07-01,2,0,2,0,2
EL ALTO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-07-01,60,10,60,10,70
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-07-01,1,0,1,0,1
EL TORNO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-07-01,1,0,1,0,1
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-07-01,0,1,0,1,1
EXALTACION,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-07-01,1,1,1,1,2
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-07-01,2,0,2,0,2
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-07-01,0,2,0,2,2
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-07-01,1,0,1,0,1
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-07-01,2,1,2,1,3
HUACARETA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-07-01,2,0,2,0,2
HUARINA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-07-01,1,0,1,0,1
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-07-01,2,2,2,2,4
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-07-01,8,3,8,3,11
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-07-01,1,0,1,0,1
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-07-01,1,0,1,0,1
LA PAZ,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-07-01,78,0,78,0,78
LICOMA PAMPA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-07-01,3,0,3,0,3
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-07-01,0,5,0,5,5
LURIBAY,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-07-01,0,1,0,1,1
MINEROS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-07-01,3,0,3,0,3
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-07-01,4,2,4,2,6
MONTERO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-07-01,45,9,45,9,54
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-07-01,0,6,0,6,6
ORURO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-07-01,7,0,7,0,7
PADCAYA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-07-01,3,2,3,2,5
PAILON,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-07-01,0,1,0,1,1
PASORAPA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-07-01,2,0,2,0,2
POCOATA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-07-01,1,0,1,0,1
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-07-01,0,1,0,1,1
POROMA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-07-01,0,1,0,1,1
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-07-01,1,0,1,0,1
PORVENIR,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-07-01,5,2,5,2,7
POTOSI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-07-01,7,0,7,0,7
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-07-01,0,5,0,5,5
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-07-01,5,0,5,0,5
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-07-01,8,0,8,0,8
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-07-01,9,0,9,0,9
PUERTO SILES,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-07-01,0,1,0,1,1
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-07-01,9,1,9,1,10
PUNATA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-07-01,5,0,5,0,5
