,group,variable,month,ANTIPOLIOMIELÍTICA 4TA DOSIS,ANTIPOLIOMIELÍTICA 4TA DOSIS,TOTALES,TOTALES,TOTALES
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-07-01,1,0,1,0,1
PAZÑA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-07-01,2,4,2,4,6
POCOATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-07-01,0,8,0,8,8
POCONA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-07-01,7,9,7,9,16
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-07-01,5,1,5,1,6
POROMA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-07-01,8,11,8,11,19
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-07-01,9,0,9,0,9
POTOSI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-07-01,25,0,25,0,25
PUCARANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-07-01,2,4,2,4,6
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-07-01,8,1,8,1,9
PUERTO PEREZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-07-01,1,0,1,0,1
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-07-01,7,0,7,0,7
PUERTO SILES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-07-01,4,1,4,1,5
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-07-01,4,0,4,0,4
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-07-01,75,8,75,8,83
PUNA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-07-01,2,1,2,1,3
PUNATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-07-01,17,0,17,0,17
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-07-01,37,35,37,35,72
RAVELO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-07-01,9,3,9,3,12
REYES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-07-01,14,0,14,0,14
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-07-01,14,4,14,4,18
ROBORE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-07-01,27,2,27,2,29
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-07-01,16,3,16,3,19
SACABA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-07-01,126,41,126,41,167
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-07-01,0,1,0,1,1
SACACA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-07-01,6,4,6,4,10
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-07-01,1,2,1,2,3
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-07-01,1,0,1,0,1
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-07-01,4,2,4,2,6
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-07-01,3,0,3,0,3
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-07-01,1,8,1,8,9
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-07-01,6,3,6,3,9
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-07-01,22,7,22,7,29
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-07-01,2,0,2,0,2
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-07-01,3,11,3,11,14
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-07-01,2,1,2,1,3
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-07-01,1,10,1,10,11
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-07-01,7,8,7,8,15
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-07-01,8,3,8,3,11
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-07-01,13,1,13,1,14
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-07-01,6,0,6,0,6
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-07-01,13,10,13,10,23
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-07-01,2,0,2,0,2
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-07-01,20,10,20,10,30
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-07-01,859,67,859,67,926
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-07-01,4,0,4,0,4
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-07-01,4,0,4,0,4
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-07-01,1,1,1,1,2
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-07-01,11,9,11,9,20
SORACACHI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-07-01,0,1,0,1,1
SORATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-07-01,0,1,0,1,1
SUCRE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-07-01,189,4,189,4,193
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-07-01,10,1,10,1,11
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-07-01,3,3,3,3,6
TAPACARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-07-01,0,2,0,2,2
TARABUCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-07-01,0,5,0,5,5
TARATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-07-01,11,2,11,2,13
TARIJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-07-01,202,16,202,16,218
TARVITA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-07-01,17,16,17,16,33
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-07-01,13,0,13,0,13
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-07-01,0,1,0,1,1
TOCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-07-01,0,2,0,2,2
TOLATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-07-01,4,0,4,0,4
TOMINA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-07-01,0,4,0,4,4
TORO TORO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-07-01,0,3,0,3,3
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-07-01,11,5,11,5,16
TRIGAL,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-07-01,0,1,0,1,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-07-01,20,0,20,0,20
TUPIZA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-07-01,10,0,10,0,10
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-07-01,5,0,5,0,5
UYUNI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-07-01,10,0,10,0,10
VACAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-07-01,0,9,0,9,9
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-07-01,28,1,28,1,29
VIACHA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-07-01,1,0,1,0,1
VILA VILA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-07-01,0,1,0,1,1
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-07-01,54,15,54,15,69
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-07-01,8,0,8,0,8
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-07-01,2,0,2,0,2
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-07-01,16,4,16,4,20
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-07-01,4,3,4,3,7
VILLAZON,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-07-01,64,7,64,7,71
VITICHI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-07-01,4,0,4,0,4
WARNES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-07-01,19,13,19,13,32
YACUIBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-07-01,106,15,106,15,121
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-07-01,1,2,1,2,3
YOTALA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-07-01,4,2,4,2,6
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-07-01,2,4,2,4,6
ACACIO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,0,1,0,1,1
AIQUILE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,20,11,20,11,31
ALCALA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,2,2,2,2,4
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,1,0,1,0,1
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,1,0,1,0,1
ARBIETO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,4,3,4,3,7
ARQUE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,10,0,10,0,10
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,5,2,5,2,7
AYATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,4,0,4,0,4
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,0,6,0,6,6
AZURDUY,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,2,3,2,3,5
BATALLAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,0,2,0,2,2
BAURES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,5,1,5,1,6
BELEN DE ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,1,1,1,1,2
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,1,6,1,6,7
BERMEJO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,26,32,26,32,58
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,0,1,0,1,1
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,1,5,1,5,6
CABEZAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,0,1,0,1,1
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,5,8,5,8,13
CAMARGO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,13,2,13,2,15
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,0,1,0,1,1
CAMIRI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,8,0,8,0,8
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,7,0,7,0,7
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,24,2,24,2,26
CARANAVI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,1,2,1,2,3
CARAPARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,17,6,17,6,23
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,4,6,4,6,10
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,2,2,2,2,4
CHAQUI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,0,4,0,4,4
CHIMORE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,3,3,3,3,6
CHOQUE COTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,0,1,0,1,1
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,25,13,25,13,38
CLIZA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,19,7,19,7,26
COBIJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,77,5,77,5,82
COCAPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,7,26,7,26,33
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,351,4,351,4,355
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,77,0,77,0,77
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,9,4,9,4,13
COLOMI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,18,2,18,2,20
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,4,12,4,12,16
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,0,4,0,4,4
COMARAPA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,14,0,14,0,14
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,6,6,6,6,12
COROICO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,1,0,1,0,1
CORQUE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,1,0,1,0,1
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,4,12,4,12,16
COTOCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,3,1,3,1,4
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,7,1,7,1,8
CUEVO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,1,0,1,0,1
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,2,0,2,0,2
EL ALTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,411,39,411,39,450
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,4,3,4,3,7
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,3,4,3,4,7
EL TORNO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,93,12,93,12,105
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,12,15,12,15,27
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,33,3,33,3,36
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,7,1,7,1,8
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,8,4,8,4,12
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,33,19,33,19,52
HUACARETA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,4,3,4,3,7
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,1,2,1,2,3
HUANUNI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,18,1,18,1,19
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,1,0,1,0,1
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,0,3,0,3,3
ICLA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,0,1,0,1,1
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,2,0,2,0,2
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,2,0,2,0,2
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,12,0,12,0,12
LA PAZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,230,13,230,13,243
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,2,0,2,0,2
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,3,1,3,1,4
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,0,7,0,7,7
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,2,0,2,0,2
MACHARETI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,10,7,10,7,17
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,0,1,0,1,1
MAIRANA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,6,0,6,0,6
MINEROS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,28,8,28,8,36
MIZQUE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,10,2,10,2,12
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,0,1,0,1,1
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,30,4,30,4,34
MONTERO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,77,8,77,8,85
MORO MORO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,3,2,3,2,5
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,2,0,2,0,2
OKINAWA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,11,5,11,5,16
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,2,6,2,6,8
ORURO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,335,0,335,0,335
PADCAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,9,4,9,4,13
PADILLA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,16,5,16,5,21
PAILON,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,10,19,10,19,29
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,5,0,5,0,5
PAZÑA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,0,2,0,2,2
POCOATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,0,2,0,2,2
POCONA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,6,11,6,11,17
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,4,1,4,1,5
POROMA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,2,6,2,6,8
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,9,3,9,3,12
POTOSI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,80,7,80,7,87
PUCARA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,3,1,3,1,4
PUCARANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,3,4,3,4,7
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,4,0,4,0,4
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,7,0,7,0,7
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,13,2,13,2,15
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,61,11,61,11,72
PUNA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,1,0,1,0,1
PUNATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,19,3,19,3,22
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,81,36,81,36,117
RAVELO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,5,11,5,11,16
REYES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,19,5,19,5,24
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,9,7,9,7,16
ROBORE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,21,2,21,2,23
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,34,6,34,6,40
SACABA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,100,20,100,20,120
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,7,5,7,5,12
SACACA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,5,24,5,24,29
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,7,11,7,11,18
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,1,0,1,0,1
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,11,3,11,3,14
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,0,1,0,1,1
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,4,7,4,7,11
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,10,9,10,9,19
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,23,24,23,24,47
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,50,1,50,1,51
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,45,0,45,0,45
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,1,0,1,0,1
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,34,22,34,22,56
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,14,0,14,0,14
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,21,4,21,4,25
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,19,4,19,4,23
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,8,27,8,27,35
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,40,10,40,10,50
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,9,0,9,0,9
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,11,0,11,0,11
