,group,variable,month,ANTI AMARÍLICA,ANTI AMARÍLICA,TOTALES,TOTALES,TOTALES
LLICA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,2,0,2,0,2
LORETO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,0,2,0,2,2
LURIBAY,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,1,6,1,6,7
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,10,0,10,0,10
MACHARETI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,8,6,8,6,14
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,11,9,11,9,20
MAIRANA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,7,0,7,0,7
MALLA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,1,0,1,0,1
MAPIRI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,6,3,6,3,9
MECAPACA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,1,1,1,1,2
MINEROS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,52,45,52,45,97
MIZQUE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,14,72,14,72,86
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,8,14,8,14,22
MOJINETE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,0,3,0,3,3
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,2,4,2,4,6
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,29,11,29,11,40
MONTERO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,228,13,228,13,241
MORO MORO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,0,3,0,3,3
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,3,16,3,16,19
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,3,5,3,5,8
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,1,6,1,6,7
OCURI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,13,24,13,24,37
OKINAWA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,35,5,35,5,40
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,1,4,1,4,5
ORURO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,507,7,507,7,514
PADCAYA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,11,18,11,18,29
PADILLA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,18,3,18,3,21
PAILON,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,20,15,20,15,35
PALCA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,24,3,24,3,27
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,29,7,29,7,36
PAMPA AULLAGAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,5,4,5,4,9
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,10,4,10,4,14
PAPEL PAMPA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,0,4,0,4,4
PASORAPA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,1,0,1,0,1
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,34,2,34,2,36
PAZÑA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,2,2,2,2,4
PELECHUCO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,2,0,2,0,2
POCOATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,5,32,5,32,37
POCONA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,7,17,7,17,24
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,9,6,9,6,15
POOPO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,10,5,10,5,15
PORCO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,23,12,23,12,35
POROMA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,9,17,9,17,26
PORONGO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,6,13,6,13,19
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,34,0,34,0,34
POSTRER VALLE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,6,0,6,0,6
POTOSI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,358,42,358,42,400
PRESTO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,3,6,3,6,9
PUCARA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,2,2,2,2,4
PUCARANI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,13,39,13,39,52
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,1,17,1,17,18
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,3,20,3,20,23
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,9,7,9,7,16
PUERTO PEREZ,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,3,3,3,3,6
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,24,3,24,3,27
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,8,13,8,13,21
PUERTO SILES,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,5,3,5,3,8
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,24,16,24,16,40
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,91,17,91,17,108
PUNA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,12,25,12,25,37
PUNATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,47,6,47,6,53
QUIABAYA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,3,0,3,0,3
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,261,33,261,33,294
QUIME,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,7,19,7,19,26
RAVELO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,6,30,6,30,36
REYES,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,9,10,9,10,19
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,144,115,144,115,259
ROBORE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,10,20,10,20,30
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,9,23,9,23,32
SABAYA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,2,0,2,0,2
SACABA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,220,55,220,55,275
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,7,4,7,4,11
SACACA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,21,12,21,12,33
SAIPINA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,1,2,1,2,3
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,6,26,6,26,32
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,6,10,6,10,16
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,2,20,2,20,22
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,4,3,4,3,7
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,4,0,4,0,4
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,5,14,5,14,19
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,2,6,2,6,8
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,41,15,41,15,56
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,33,5,33,5,38
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,28,22,28,22,50
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,16,22,16,22,38
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,27,8,27,8,35
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,1,3,1,3,4
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,35,0,35,0,35
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,1,4,1,4,5
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,24,5,24,5,29
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,15,7,15,7,22
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,59,73,59,73,132
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,1,10,1,10,11
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,18,34,18,34,52
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,17,34,17,34,51
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,14,10,14,10,24
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,5,4,5,4,9
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,12,4,12,4,16
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,29,35,29,35,64
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,1,1,1,1,2
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,4,5,4,5,9
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,4,7,4,7,11
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,1,18,1,18,19
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,19,0,19,0,19
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,20,39,20,39,59
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,2702,65,2702,65,2767
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,17,22,17,22,39
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,15,17,15,17,32
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,2,5,2,5,7
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,7,10,7,10,17
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,3,9,3,9,12
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,0,5,0,5,5
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,8,0,8,0,8
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,2,3,2,3,5
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,2,10,2,10,12
SENA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,4,7,4,7,11
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,39,6,39,6,45
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,5,16,5,16,21
SICAYA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,0,8,0,8,8
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,72,4,72,4,76
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,0,5,0,5,5
SORACACHI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,11,7,11,7,18
SORATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,10,26,10,26,36
SUCRE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,471,42,471,42,513
TACACHI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,4,0,4,0,4
TACACOMA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,1,0,1,0,1
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,4,4,4,4,8
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,4,6,4,6,10
TAHUA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,3,4,3,4,7
TAPACARI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,32,35,32,35,67
TARABUCO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,9,24,9,24,33
TARACO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,2,5,2,5,7
TARATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,7,1,7,1,8
TARIJA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,297,16,297,16,313
TARVITA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,6,14,6,14,20
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,14,12,14,12,26
TIAWANACU,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,10,3,10,3,13
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,28,34,28,34,62
TIPUANI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,10,28,10,28,38
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,89,47,89,47,136
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,17,10,17,10,27
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,3,1,3,1,4
TOCO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,4,9,4,9,13
TODOS SANTOS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,1,0,1,0,1
TOLATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,0,2,0,2,2
TOLEDO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,5,4,5,4,9
TOMAVE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,2,11,2,11,13
TOMINA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,5,11,5,11,16
TORO TORO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,2,15,2,15,17
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,15,16,15,16,31
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,9,0,9,0,9
TRIGAL,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,4,0,4,0,4
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,184,10,184,10,194
TUPIZA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,62,18,62,18,80
TURCO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,2,4,2,4,6
UMALA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,2,16,2,16,18
UNCIA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,21,11,21,11,32
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,14,7,14,7,21
URUBICHA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,8,4,8,4,12
UYUNI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,47,8,47,8,55
VACAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,0,9,0,9,9
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,26,0,26,0,26
VIACHA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,67,31,67,31,98
VILA VILA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,0,6,0,6,6
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,10,3,10,3,13
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,48,29,48,29,77
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,3,4,3,4,7
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,8,10,8,10,18
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,10,4,10,4,14
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,120,22,120,22,142
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,7,9,7,9,16
VILLAZON,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,87,13,87,13,100
VINTO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,99,6,99,6,105
VITICHI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,5,4,5,4,9
WALDO BALLIVIAN,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,2,1,2,1,3
WARNES,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,199,25,199,25,224
YACO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,4,13,4,13,17
YACUIBA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,105,77,105,77,182
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,5,4,5,4,9
YANACACHI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,4,5,4,5,9
YAPACANI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,88,47,88,47,135
YOTALA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,3,7,3,7,10
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,3,11,3,11,14
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-07-01,5,11,5,11,16
ACACIO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,0,13,0,13,13
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,37,30,37,30,67
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,0,10,0,10,10
AIQUILE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,21,10,21,10,31
ALALAY,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,1,8,1,8,9
ALCALA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,3,5,3,5,8
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,11,3,11,3,14
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,6,9,6,9,15
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,2,3,2,3,5
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,5,2,5,2,7
ANZALDO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,3,11,3,11,14
APOLO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,19,17,19,17,36
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,0,15,0,15,15
ARANI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,19,0,19,0,19
ARBIETO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,8,13,8,13,21
ARQUE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,18,14,18,14,32
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,45,6,45,6,51
ATOCHA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,12,17,12,17,29
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,1,6,1,6,7
AYATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,9,13,9,13,22
AYO AYO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,2,4,2,4,6
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,15,26,15,26,41
AZURDUY,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,15,8,15,8,23
BATALLAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,25,26,25,26,51
BAURES,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,19,0,19,0,19
BELEN DE ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,0,3,0,3,3
BELEN DE URMIRI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,0,1,0,1,1
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,0,3,0,3,3
BERMEJO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,25,56,25,56,81
BETANZOS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,16,43,16,43,59
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,0,21,0,21,21
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,2,4,2,4,6
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,14,14,14,14,28
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,15,19,15,19,34
CABEZAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,6,41,6,41,47
CAIROMA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,9,6,9,6,15
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,5,13,5,13,18
CAJUATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,15,7,15,7,22
CALACOTO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,0,4,0,4,4
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,15,14,15,14,29
CAMARGO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,17,6,17,6,23
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,0,1,0,1,1
CAMIRI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,71,3,71,3,74
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,35,1,35,1,36
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,5,12,5,12,17
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,24,14,24,14,38
CARANAVI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,76,46,76,46,122
CARAPARI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,2,35,2,35,37
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,3,15,3,15,18
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,0,10,0,10,10
CHACARILLA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,1,0,1,0,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,35,31,35,31,66
CHAQUI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,3,12,3,12,15
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,9,41,9,41,50
CHARAÑA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,0,1,0,1,1
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,8,20,8,20,28
CHIMORE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,37,6,37,6,43
CHIPAYA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,6,0,6,0,6
CHUA COCANI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,0,5,0,5,5
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,29,7,29,7,36
CHUMA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,4,2,4,2,6
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,0,12,0,12,12
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,18,21,18,21,39
CLIZA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,30,18,30,18,48
COBIJA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,64,25,64,25,89
COCAPATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,17,35,17,35,52
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,1126,63,1126,63,1189
COIPASA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,1,1,1,1,2
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,83,1,83,1,84
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,14,4,14,4,18
COLLANA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,0,2,0,2,2
COLOMI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,18,32,18,32,50
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,1,10,1,10,11
