,group,variable,month,DPT 2DA DOSIS,DPT 2DA DOSIS,TOTALES,TOTALES,TOTALES
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-10-01,1,0,1,0,1
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-10-01,1,0,1,0,1
MINEROS,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-10-01,1,0,1,0,1
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-10-01,0,1,0,1,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-10-01,1,3,1,3,4
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-10-01,0,1,0,1,1
ORURO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-10-01,14,4,14,4,18
PAILON,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-10-01,1,2,1,2,3
PASORAPA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-10-01,0,1,0,1,1
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-10-01,2,0,2,0,2
POTOSI,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-10-01,4,1,4,1,5
PRESTO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-10-01,0,1,0,1,1
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-10-01,1,0,1,0,1
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-10-01,5,6,5,6,11
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-10-01,2,0,2,0,2
SACABA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-10-01,3,1,3,1,4
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-10-01,2,6,2,6,8
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-10-01,1,0,1,0,1
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-10-01,1,1,1,1,2
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-10-01,2,0,2,0,2
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-10-01,2,0,2,0,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-10-01,41,19,41,19,60
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-10-01,2,0,2,0,2
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-10-01,0,1,0,1,1
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-10-01,2,0,2,0,2
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-10-01,5,4,5,4,9
SUCRE,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-10-01,3,0,3,0,3
TARIJA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-10-01,2,0,2,0,2
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-10-01,0,1,0,1,1
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-10-01,2,0,2,0,2
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-10-01,1,0,1,0,1
TUPIZA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-10-01,0,2,0,2,2
VACAS,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-10-01,1,0,1,0,1
VIACHA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-10-01,3,1,3,1,4
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-10-01,2,0,2,0,2
VILLAZON,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-10-01,1,0,1,0,1
VINTO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-10-01,2,0,2,0,2
WARNES,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-10-01,8,2,8,2,10
YACUIBA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-10-01,1,1,1,1,2
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-11-01,1,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-11-01,0,1,0,1,1
BAURES,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-11-01,1,0,1,0,1
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-11-01,1,0,1,0,1
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-11-01,1,0,1,0,1
CAMARGO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-11-01,1,0,1,0,1
CAMIRI,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-11-01,5,2,5,2,7
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-11-01,0,3,0,3,3
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-11-01,1,0,1,0,1
CHUMA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-11-01,0,1,0,1,1
CLIZA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-11-01,0,1,0,1,1
COCAPATA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-11-01,0,2,0,2,2
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-11-01,5,2,5,2,7
COLOMI,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-11-01,3,1,3,1,4
COTOCA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-11-01,4,0,4,0,4
CUEVO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-11-01,0,1,0,1,1
EL ALTO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-11-01,18,11,18,11,29
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-11-01,1,0,1,0,1
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-11-01,4,2,4,2,6
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-11-01,3,0,3,0,3
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-11-01,1,5,1,5,6
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-11-01,0,1,0,1,1
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-11-01,1,0,1,0,1
LA PAZ,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-11-01,26,0,26,0,26
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-11-01,0,2,0,2,2
LORETO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-11-01,0,1,0,1,1
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-11-01,1,0,1,0,1
MINEROS,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-11-01,1,0,1,0,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-11-01,1,0,1,0,1
ORURO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-11-01,9,0,9,0,9
PAILON,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-11-01,0,1,0,1,1
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-11-01,0,1,0,1,1
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-11-01,0,2,0,2,2
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-11-01,3,0,3,0,3
POTOSI,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-11-01,5,2,5,2,7
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-11-01,0,1,0,1,1
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-11-01,1,0,1,0,1
PUNATA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-11-01,1,0,1,0,1
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-11-01,4,5,4,5,9
RAVELO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-11-01,0,2,0,2,2
REYES,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-11-01,0,1,0,1,1
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-11-01,1,0,1,0,1
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-11-01,0,3,0,3,3
SACABA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-11-01,2,0,2,0,2
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-11-01,1,1,1,1,2
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-11-01,2,0,2,0,2
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-11-01,0,1,0,1,1
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-11-01,2,7,2,7,9
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-11-01,2,0,2,0,2
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-11-01,0,4,0,4,4
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-11-01,2,0,2,0,2
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-11-01,0,1,0,1,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-11-01,2,0,2,0,2
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-11-01,0,1,0,1,1
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-11-01,7,2,7,2,9
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-11-01,51,11,51,11,62
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-11-01,1,2,1,2,3
SENA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-11-01,0,1,0,1,1
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-11-01,4,3,4,3,7
TAPACARI,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-11-01,0,1,0,1,1
TARIJA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-11-01,1,0,1,0,1
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-11-01,0,3,0,3,3
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-11-01,0,1,0,1,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-11-01,8,0,8,0,8
VIACHA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-11-01,0,1,0,1,1
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-11-01,1,0,1,0,1
WARNES,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-11-01,3,2,3,2,5
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-12-01,0,1,0,1,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-12-01,2,0,2,0,2
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-12-01,1,0,1,0,1
CAMIRI,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-12-01,2,0,2,0,2
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-12-01,0,1,0,1,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-12-01,2,1,2,1,3
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-12-01,1,0,1,0,1
CHIMORE,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-12-01,2,0,2,0,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-12-01,1,0,1,0,1
COCAPATA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-12-01,0,10,0,10,10
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-12-01,16,0,16,0,16
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-12-01,1,0,1,0,1
CORQUE,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-12-01,0,1,0,1,1
COTOCA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-12-01,3,0,3,0,3
EL ALTO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-12-01,29,10,29,10,39
HUANUNI,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-12-01,3,0,3,0,3
INGAVI (HUMAITA),vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-12-01,0,1,0,1,1
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-12-01,2,0,2,0,2
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-12-01,3,0,3,0,3
LA PAZ,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-12-01,1,0,1,0,1
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-12-01,1,0,1,0,1
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-12-01,1,1,1,1,2
MIZQUE,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-12-01,1,0,1,0,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-12-01,4,0,4,0,4
ORURO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-12-01,11,0,11,0,11
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-12-01,0,2,0,2,2
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-12-01,2,0,2,0,2
POTOSI,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-12-01,7,3,7,3,10
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-12-01,4,8,4,8,12
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-12-01,1,0,1,0,1
SACABA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-12-01,14,0,14,0,14
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-12-01,0,1,0,1,1
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-12-01,1,3,1,3,4
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-12-01,1,0,1,0,1
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-12-01,2,0,2,0,2
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-12-01,1,0,1,0,1
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-12-01,0,1,0,1,1
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-12-01,1,0,1,0,1
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-12-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-12-01,27,13,27,13,40
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-12-01,1,0,1,0,1
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-12-01,1,1,1,1,2
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-12-01,3,1,3,1,4
SUCRE,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-12-01,1,0,1,0,1
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-12-01,0,1,0,1,1
TARIJA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-12-01,4,1,4,1,5
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-12-01,2,0,2,0,2
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-12-01,0,1,0,1,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-12-01,3,0,3,0,3
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-12-01,0,1,0,1,1
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-12-01,1,0,1,0,1
WARNES,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-12-01,5,0,5,0,5
YACUIBA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-12-01,1,0,1,0,1
