,group,variable,month,DPT 3RA DOSIS,DPT 3RA DOSIS,TOTALES,TOTALES,TOTALES
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-08-01,1,0,1,0,1
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-08-01,2,1,2,1,3
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-08-01,0,1,0,1,1
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-08-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-08-01,60,6,60,6,66
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-08-01,0,1,0,1,1
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-08-01,1,1,1,1,2
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-08-01,4,2,4,2,6
SUCRE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-08-01,3,1,3,1,4
TIPUANI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-08-01,1,0,1,0,1
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-08-01,2,0,2,0,2
TOMAVE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-08-01,0,1,0,1,1
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-08-01,0,1,0,1,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-08-01,2,0,2,0,2
TUPIZA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-08-01,2,0,2,0,2
UMALA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-08-01,0,3,0,3,3
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-08-01,28,10,28,10,38
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-08-01,1,1,1,1,2
VILLAZON,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-08-01,2,0,2,0,2
WARNES,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-08-01,2,0,2,0,2
YACUIBA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-08-01,0,2,0,2,2
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-09-01,5,1,5,1,6
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-09-01,1,1,1,1,2
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-09-01,1,1,1,1,2
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-09-01,3,1,3,1,4
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-09-01,0,1,0,1,1
COBIJA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-09-01,3,0,3,0,3
COCAPATA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-09-01,0,1,0,1,1
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-09-01,15,0,15,0,15
COLOMI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-09-01,2,1,2,1,3
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-09-01,1,0,1,0,1
COROICO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-09-01,2,0,2,0,2
COTOCA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-09-01,7,0,7,0,7
EL ALTO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-09-01,44,16,44,16,60
EL TORNO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-09-01,1,0,1,0,1
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-09-01,1,2,1,2,3
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-09-01,5,0,5,0,5
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-09-01,0,2,0,2,2
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-09-01,8,0,8,0,8
LA PAZ,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-09-01,19,6,19,6,25
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-09-01,1,0,1,0,1
MECAPACA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-09-01,0,1,0,1,1
MINEROS,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-09-01,2,0,2,0,2
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-09-01,1,0,1,0,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-09-01,8,1,8,1,9
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-09-01,0,1,0,1,1
OKINAWA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-09-01,1,1,1,1,2
ORURO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-09-01,25,0,25,0,25
PAILON,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-09-01,1,0,1,0,1
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-09-01,1,0,1,0,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-09-01,5,0,5,0,5
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-09-01,6,0,6,0,6
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-09-01,1,0,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-09-01,1,2,1,2,3
PUNATA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-09-01,2,0,2,0,2
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-09-01,6,7,6,7,13
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-09-01,2,0,2,0,2
ROBORE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-09-01,1,0,1,0,1
SACABA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-09-01,6,0,6,0,6
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-09-01,1,4,1,4,5
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-09-01,0,1,0,1,1
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-09-01,1,0,1,0,1
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-09-01,1,0,1,0,1
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-09-01,1,1,1,1,2
SAN PEDRO(PND),vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-09-01,0,2,0,2,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-09-01,63,25,63,25,88
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-09-01,4,1,4,1,5
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-09-01,1,0,1,0,1
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-09-01,0,1,0,1,1
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-09-01,8,3,8,3,11
SUCRE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-09-01,7,1,7,1,8
TARIJA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-09-01,3,2,3,2,5
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-09-01,0,1,0,1,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-09-01,4,2,4,2,6
UYUNI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-09-01,2,0,2,0,2
VILA VILA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-09-01,1,0,1,0,1
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-09-01,1,1,1,1,2
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-09-01,6,0,6,0,6
VILLAZON,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-09-01,1,1,1,1,2
WARNES,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-09-01,4,0,4,0,4
YACUIBA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-09-01,2,3,2,3,5
YOTALA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-09-01,0,1,0,1,1
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-10-01,1,0,1,0,1
ARBIETO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-10-01,0,1,0,1,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-10-01,2,0,2,0,2
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-10-01,1,0,1,0,1
CARAPARI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-10-01,0,1,0,1,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-10-01,2,0,2,0,2
CHIMORE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-10-01,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-10-01,1,0,1,0,1
COBIJA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-10-01,3,0,3,0,3
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-10-01,21,4,21,4,25
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-10-01,0,1,0,1,1
COLOMI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-10-01,1,3,1,3,4
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-10-01,2,1,2,1,3
COPACABANA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-10-01,0,1,0,1,1
COTOCA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-10-01,7,4,7,4,11
EL ALTO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-10-01,33,15,33,15,48
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-10-01,1,0,1,0,1
EL TORNO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-10-01,2,0,2,0,2
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-10-01,0,1,0,1,1
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-10-01,2,0,2,0,2
HUANUNI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-10-01,1,0,1,0,1
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-10-01,6,1,6,1,7
LA PAZ,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-10-01,13,4,13,4,17
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-10-01,1,1,1,1,2
MINEROS,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-10-01,1,0,1,0,1
MIZQUE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-10-01,0,2,0,2,2
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-10-01,1,0,1,0,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-10-01,6,0,6,0,6
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-10-01,1,0,1,0,1
ORURO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-10-01,18,0,18,0,18
PAILON,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-10-01,0,1,0,1,1
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-10-01,2,0,2,0,2
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-10-01,1,0,1,0,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-10-01,218,4,218,4,222
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-10-01,1,0,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-10-01,3,0,3,0,3
PUNATA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-10-01,0,1,0,1,1
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-10-01,9,12,9,12,21
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-10-01,4,2,4,2,6
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-10-01,1,0,1,0,1
SACABA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-10-01,6,0,6,0,6
SACACA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-10-01,1,0,1,0,1
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-10-01,0,2,0,2,2
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-10-01,2,1,2,1,3
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-10-01,1,0,1,0,1
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-10-01,5,13,5,13,18
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-10-01,3,0,3,0,3
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-10-01,3,0,3,0,3
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-10-01,1,0,1,0,1
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-10-01,2,0,2,0,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-10-01,45,29,45,29,74
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-10-01,0,1,0,1,1
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-10-01,4,0,4,0,4
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-10-01,0,1,0,1,1
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-10-01,3,0,3,0,3
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-10-01,0,2,0,2,2
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-10-01,8,0,8,0,8
SUCRE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-10-01,11,1,11,1,12
TARIJA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-10-01,5,1,5,1,6
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-10-01,2,0,2,0,2
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-10-01,1,0,1,0,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-10-01,4,0,4,0,4
TUPIZA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-10-01,1,1,1,1,2
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-10-01,1,0,1,0,1
VIACHA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-10-01,1,0,1,0,1
VILA VILA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-10-01,0,2,0,2,2
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-10-01,2,5,2,5,7
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-10-01,1,1,1,1,2
VILLAZON,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-10-01,3,0,3,0,3
WARNES,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-10-01,5,4,5,4,9
YACUIBA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-10-01,4,0,4,0,4
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-11-01,0,4,0,4,4
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-11-01,3,0,3,0,3
ATOCHA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-11-01,0,1,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-11-01,0,1,0,1,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-11-01,2,2,2,2,4
CHIMORE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-11-01,1,0,1,0,1
COBIJA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-11-01,2,1,2,1,3
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-11-01,44,6,44,6,50
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-11-01,1,0,1,0,1
COLOMI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-11-01,2,0,2,0,2
COTOCA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-11-01,3,3,3,3,6
EL ALTO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-11-01,24,15,24,15,39
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-11-01,1,0,1,0,1
EL TORNO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-11-01,1,0,1,0,1
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-11-01,0,1,0,1,1
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-11-01,1,11,1,11,12
HUANUNI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-11-01,2,1,2,1,3
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-11-01,0,1,0,1,1
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-11-01,3,0,3,0,3
LA PAZ,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-11-01,15,1,15,1,16
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-11-01,0,4,0,4,4
MAIRANA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-11-01,1,0,1,0,1
MIZQUE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-11-01,2,1,2,1,3
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-11-01,0,1,0,1,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-11-01,4,0,4,0,4
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-11-01,1,1,1,1,2
ORURO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-11-01,7,0,7,0,7
PAILON,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-11-01,0,3,0,3,3
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-11-01,0,1,0,1,1
POOPO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-11-01,0,1,0,1,1
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-11-01,2,0,2,0,2
POTOSI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-11-01,7,3,7,3,10
PUERTO PEREZ,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-11-01,0,1,0,1,1
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-11-01,1,0,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-11-01,2,0,2,0,2
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-11-01,9,7,9,7,16
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-11-01,5,1,5,1,6
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-11-01,0,4,0,4,4
SACABA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-11-01,1,0,1,0,1
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-11-01,1,0,1,0,1
SAN AGUSTIN,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-11-01,0,1,0,1,1
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-11-01,2,0,2,0,2
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-11-01,4,11,4,11,15
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-11-01,1,0,1,0,1
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-11-01,1,0,1,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-11-01,3,0,3,0,3
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-11-01,3,0,3,0,3
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-11-01,0,1,0,1,1
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-11-01,0,6,0,6,6
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-11-01,1,0,1,0,1
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-11-01,1,1,1,1,2
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-11-01,1,1,1,1,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-11-01,42,9,42,9,51
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-11-01,4,0,4,0,4
SENA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-11-01,0,3,0,3,3
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-11-01,3,2,3,2,5
SUCRE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-11-01,1,0,1,0,1
TAPACARI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-11-01,1,0,1,0,1
TARIJA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-11-01,5,1,5,1,6
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-11-01,2,1,2,1,3
TOMINA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-11-01,1,0,1,0,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-11-01,2,1,2,1,3
TUPIZA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-11-01,0,2,0,2,2
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-11-01,0,1,0,1,1
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-11-01,2,0,2,0,2
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-11-01,6,0,6,0,6
VILLAZON,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-11-01,1,0,1,0,1
WARNES,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-11-01,6,1,6,1,7
YACUIBA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-11-01,1,2,1,2,3
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-12-01,1,0,1,0,1
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-12-01,1,0,1,0,1
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-12-01,1,0,1,0,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-12-01,2,0,2,0,2
CHIMORE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-12-01,3,0,3,0,3
CLIZA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-12-01,0,1,0,1,1
COCAPATA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-12-01,0,1,0,1,1
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-12-01,17,0,17,0,17
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-12-01,3,1,3,1,4
CORQUE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-12-01,0,1,0,1,1
COTOCA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-12-01,6,0,6,0,6
EL ALTO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-12-01,45,12,45,12,57
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-12-01,1,1,1,1,2
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-12-01,4,0,4,0,4
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-12-01,1,2,1,2,3
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-12-01,1,2,1,2,3
HUANUNI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-12-01,0,1,0,1,1
