,group,variable,month,DPT 4TA DOSIS,DPT 4TA DOSIS,TOTALES,TOTALES,TOTALES
EL TORNO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,71,1,71,1,72
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,2,2,2,2,4
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,22,31,22,31,53
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,61,10,61,10,71
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,5,10,5,10,15
GUAQUI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,1,1,1,1,2
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,65,16,65,16,81
HUACARETA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,8,2,8,2,10
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,1,3,1,3,4
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,3,0,3,0,3
ICLA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,2,4,2,4,6
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,24,12,24,12,36
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,6,1,6,1,7
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,12,3,12,3,15
LA PAZ,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,187,5,187,5,192
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,1,5,1,5,6
LURIBAY,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,1,0,1,0,1
MACHARETI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,8,17,8,17,25
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,11,2,11,2,13
MAIRANA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,30,1,30,1,31
MINEROS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,43,3,43,3,46
MIZQUE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,18,41,18,41,59
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,34,14,34,14,48
MONTERO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,76,3,76,3,79
MORO MORO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,6,3,6,3,9
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,0,1,0,1,1
OKINAWA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,19,20,19,20,39
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,3,4,3,4,7
ORURO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,219,6,219,6,225
PADCAYA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,9,1,9,1,10
PADILLA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,10,6,10,6,16
PAILON,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,19,37,19,37,56
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,1,0,1,0,1
PAMPA AULLAGAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,0,3,0,3,3
PAZÑA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,5,1,5,1,6
POCONA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,23,27,23,27,50
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,9,9,9,9,18
POROMA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,18,29,18,29,47
PORONGO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,2,0,2,0,2
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,6,0,6,0,6
PORVENIR,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,9,4,9,4,13
POSTRER VALLE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,4,0,4,0,4
POTOSI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,223,29,223,29,252
PRESTO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,0,1,0,1,1
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,1,3,1,3,4
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,20,1,20,1,21
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,42,27,42,27,69
PUNA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,11,6,11,6,17
PUNATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,14,1,14,1,15
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,108,41,108,41,149
QUIRUSILLAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,1,0,1,0,1
RAVELO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,1,1,1,1,2
REYES,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,21,4,21,4,25
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,14,1,14,1,15
ROBORE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,22,3,22,3,25
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,22,3,22,3,25
SACABA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,144,47,144,47,191
SAIPINA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,3,5,3,5,8
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,2,3,2,3,5
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,12,5,12,5,17
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,3,17,3,17,20
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,1,0,1,0,1
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,9,0,9,0,9
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,40,6,40,6,46
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,3,0,3,0,3
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,33,18,33,18,51
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,13,0,13,0,13
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,4,3,4,3,7
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,11,2,11,2,13
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,15,23,15,23,38
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,14,10,14,10,24
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,1,0,1,0,1
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,0,4,0,4,4
SAN PEDRO(PND),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,0,1,0,1,1
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,5,3,5,3,8
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,0,10,0,10,10
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,17,1,17,1,18
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,405,113,405,113,518
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,7,0,7,0,7
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,18,12,18,12,30
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,4,0,4,0,4
SORACACHI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,0,3,0,3,3
SUCRE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,214,39,214,39,253
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,0,1,0,1,1
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,5,13,5,13,18
TAPACARI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,0,5,0,5,5
TARABUCO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,5,7,5,7,12
TARATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,12,2,12,2,14
TARIJA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,196,42,196,42,238
TARVITA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,8,12,8,12,20
TIAWANACU,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,1,0,1,0,1
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,14,18,14,18,32
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,33,24,33,24,57
TOCO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,3,2,3,2,5
TOLATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,4,1,4,1,5
TOMINA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,4,4,4,4,8
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,20,11,20,11,31
TRIGAL,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,1,1,1,1,2
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,48,3,48,3,51
TUPIZA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,12,9,12,9,21
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,15,4,15,4,19
VACAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,4,6,4,6,10
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,24,0,24,0,24
VIACHA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,15,0,15,0,15
VILA VILA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,0,9,0,9,9
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,22,15,22,15,37
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,43,4,43,4,47
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,0,1,0,1,1
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,4,1,4,1,5
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,14,6,14,6,20
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,30,1,30,1,31
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,16,8,16,8,24
VILLAZON,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,56,4,56,4,60
VITICHI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,2,0,2,0,2
WARNES,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,106,22,106,22,128
YACUIBA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,64,13,64,13,77
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,2,7,2,7,9
YOTALA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,7,6,7,6,13
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,3,16,3,16,19
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-04-01,3,0,3,0,3
AIQUILE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,53,8,53,8,61
ALCALA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,0,2,0,2,2
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,2,1,2,1,3
ANZALDO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,2,8,2,8,10
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,2,3,2,3,5
ARBIETO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,16,18,16,18,34
ARQUE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,0,2,0,2,2
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,28,0,28,0,28
ATOCHA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,8,5,8,5,13
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,1,11,1,11,12
AZURDUY,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,2,9,2,9,11
BAURES,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,6,0,6,0,6
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,0,4,0,4,4
BERMEJO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,22,22,22,22,44
BETANZOS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,6,0,6,0,6
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,5,1,5,1,6
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,3,1,3,1,4
CABEZAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,0,6,0,6,6
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,11,3,11,3,14
CAMARGO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,10,15,10,15,25
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,1,1,1,1,2
CAMIRI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,1,0,1,0,1
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,6,26,6,26,32
CARAPARI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,3,4,3,4,7
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,2,0,2,0,2
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,0,4,0,4,4
CHAQUI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,5,5,5,5,10
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,0,50,0,50,50
CHIMORE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,15,7,15,7,22
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,37,8,37,8,45
CLIZA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,11,4,11,4,15
COBIJA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,34,13,34,13,47
COCAPATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,3,1,3,1,4
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,301,156,301,156,457
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,7,5,7,5,12
COLOMI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,20,3,20,3,23
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,6,10,6,10,16
COMARAPA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,12,9,12,9,21
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,14,60,14,60,74
COPACABANA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,0,6,0,6,6
CORQUE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,0,9,0,9,9
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,16,32,16,32,48
COTOCA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,7,15,7,15,22
CUEVO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,13,28,13,28,41
CURVA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,0,1,0,1,1
EL ALTO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,216,170,216,170,386
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,17,32,17,32,49
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,1,0,1,0,1
EL TORNO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,116,102,116,102,218
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,4,0,4,0,4
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,9,32,9,32,41
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,73,30,73,30,103
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,8,22,8,22,30
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,2,0,2,0,2
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,25,36,25,36,61
HUACARETA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,2,4,2,4,6
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,1,1,1,1,2
HUANUNI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,14,4,14,4,18
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,3,0,3,0,3
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,0,4,0,4,4
ICLA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,2,2,2,2,4
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,5,5,5,5,10
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,3,4,3,4,7
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,5,0,5,0,5
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,59,100,59,100,159
LA PAZ,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,136,19,136,19,155
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,2,16,2,16,18
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,1,1,1,1,2
LORETO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,2,0,2,0,2
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,0,2,0,2,2
MACHARETI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,6,2,6,2,8
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,10,0,10,0,10
MAIRANA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,3,0,3,0,3
MINEROS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,28,61,28,61,89
MIZQUE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,9,12,9,12,21
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,27,3,27,3,30
MONTERO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,117,18,117,18,135
MORO MORO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,3,1,3,1,4
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,2,15,2,15,17
OKINAWA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,22,103,22,103,125
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,0,1,0,1,1
ORURO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,179,178,179,178,357
PADCAYA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,5,2,5,2,7
PADILLA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,9,4,9,4,13
PAILON,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,24,76,24,76,100
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,2,0,2,0,2
PAMPA AULLAGAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,1,0,1,0,1
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,13,11,13,11,24
PAZÑA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,3,16,3,16,19
POCOATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,2,23,2,23,25
POCONA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,3,6,3,6,9
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,8,5,8,5,13
POROMA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,11,8,11,8,19
PORONGO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,2,32,2,32,34
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,4,0,4,0,4
PORVENIR,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,1,0,1,0,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,192,56,192,56,248
PUCARANI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,1,0,1,0,1
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,0,1,0,1,1
PUERTO PEREZ,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,1,0,1,0,1
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,2,23,2,23,25
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,7,6,7,6,13
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,84,52,84,52,136
PUNA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,19,26,19,26,45
PUNATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,4,0,4,0,4
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,80,55,80,55,135
QUIRUSILLAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,1,0,1,0,1
REYES,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,7,4,7,4,11
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,18,11,18,11,29
ROBORE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,13,25,13,25,38
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,13,0,13,0,13
SACABA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,98,57,98,57,155
SACACA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,10,1,10,1,11
SAIPINA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,0,1,0,1,1
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,0,7,0,7,7
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,0,2,0,2,2
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,2,0,2,0,2
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,24,7,24,7,31
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,12,11,12,11,23
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,34,42,34,42,76
