municipality,group,variable,month,Número de Muestras hemáticas tomadas,TOTAL
HUACARETA,malaria,numero de muestras hematicas tomadas,2007-10-01,8,8
HUARACAJE,malaria,numero de muestras hematicas tomadas,2007-10-01,24,24
INCAHUASI,malaria,numero de muestras hematicas tomadas,2007-10-01,2,2
INGAVI (HUMAITA),malaria,numero de muestras hematicas tomadas,2007-10-01,16,16
IXIAMAS,malaria,numero de muestras hematicas tomadas,2007-10-01,285,285
LA ASUNTA,malaria,numero de muestras hematicas tomadas,2007-10-01,55,55
LA GUARDIA,malaria,numero de muestras hematicas tomadas,2007-10-01,7,7
LA PAZ,malaria,numero de muestras hematicas tomadas,2007-10-01,46,46
LAGUNILLAS,malaria,numero de muestras hematicas tomadas,2007-10-01,7,7
MAGDALENA,malaria,numero de muestras hematicas tomadas,2007-10-01,148,148
MAPIRI,malaria,numero de muestras hematicas tomadas,2007-10-01,115,115
MIZQUE,malaria,numero de muestras hematicas tomadas,2007-10-01,17,17
MOCOMOCO,malaria,numero de muestras hematicas tomadas,2007-10-01,24,24
MONTEAGUDO,malaria,numero de muestras hematicas tomadas,2007-10-01,129,129
MOROCHATA,malaria,numero de muestras hematicas tomadas,2007-10-01,1,1
NACEBE (SANTA ROSA DEL ABUNA),malaria,numero de muestras hematicas tomadas,2007-10-01,143,143
NUEVO MANOA (NUEVA ESPERANZA),malaria,numero de muestras hematicas tomadas,2007-10-01,139,139
OKINAWA,malaria,numero de muestras hematicas tomadas,2007-10-01,171,171
OMEREQUE,malaria,numero de muestras hematicas tomadas,2007-10-01,8,8
PADCAYA,malaria,numero de muestras hematicas tomadas,2007-10-01,184,184
PADILLA,malaria,numero de muestras hematicas tomadas,2007-10-01,26,26
PALOS BLANCOS,malaria,numero de muestras hematicas tomadas,2007-10-01,18,18
PASORAPA,malaria,numero de muestras hematicas tomadas,2007-10-01,98,98
POJO (CBBA),malaria,numero de muestras hematicas tomadas,2007-10-01,1,1
POROMA,malaria,numero de muestras hematicas tomadas,2007-10-01,6,6
PORONGO,malaria,numero de muestras hematicas tomadas,2007-10-01,7,7
PORVENIR,malaria,numero de muestras hematicas tomadas,2007-10-01,154,154
PRESTO,malaria,numero de muestras hematicas tomadas,2007-10-01,1,1
PUERTO CARABUCO,malaria,numero de muestras hematicas tomadas,2007-10-01,7,7
PUERTO GONZALO MORENO,malaria,numero de muestras hematicas tomadas,2007-10-01,145,145
PUERTO RICO,malaria,numero de muestras hematicas tomadas,2007-10-01,155,155
PUERTO SILES,malaria,numero de muestras hematicas tomadas,2007-10-01,3,3
RIBERALTA,malaria,numero de muestras hematicas tomadas,2007-10-01,4147,4147
RURRENABAQUE,malaria,numero de muestras hematicas tomadas,2007-10-01,4,4
SAIPINA,malaria,numero de muestras hematicas tomadas,2007-10-01,95,95
SAN BORJA,malaria,numero de muestras hematicas tomadas,2007-10-01,4,4
SAN BUENA VENTURA,malaria,numero de muestras hematicas tomadas,2007-10-01,6,6
SAN IGNACIO DE VELASCO,malaria,numero de muestras hematicas tomadas,2007-10-01,426,426
SAN JOSE DE CHIQUITOS,malaria,numero de muestras hematicas tomadas,2007-10-01,40,40
SAN LORENZO(PND),malaria,numero de muestras hematicas tomadas,2007-10-01,103,103
SAN LORENZO(TJA),malaria,numero de muestras hematicas tomadas,2007-10-01,3,3
SAN PEDRO DE BUENA VISTA,malaria,numero de muestras hematicas tomadas,2007-10-01,11,11
SANTA CRUZ DE LA SIERRA,malaria,numero de muestras hematicas tomadas,2007-10-01,4,4
SANTA ROSA,malaria,numero de muestras hematicas tomadas,2007-10-01,1,1
SENA,malaria,numero de muestras hematicas tomadas,2007-10-01,245,245
SUCRE,malaria,numero de muestras hematicas tomadas,2007-10-01,1,1
TARVITA,malaria,numero de muestras hematicas tomadas,2007-10-01,2,2
TEOPONTE,malaria,numero de muestras hematicas tomadas,2007-10-01,14,14
TIRAQUE (CBBA),malaria,numero de muestras hematicas tomadas,2007-10-01,7,7
TOMINA,malaria,numero de muestras hematicas tomadas,2007-10-01,2,2
TORO TORO,malaria,numero de muestras hematicas tomadas,2007-10-01,2,2
TOTORA(CBBA),malaria,numero de muestras hematicas tomadas,2007-10-01,1,1
VALLEGRANDE,malaria,numero de muestras hematicas tomadas,2007-10-01,9,9
VILA VILA,malaria,numero de muestras hematicas tomadas,2007-10-01,2,2
VILLA NUEVA (LOMA ALTA),malaria,numero de muestras hematicas tomadas,2007-10-01,4,4
VILLA SERRANO,malaria,numero de muestras hematicas tomadas,2007-10-01,4,4
VILLA TUNARI,malaria,numero de muestras hematicas tomadas,2007-10-01,19,19
VILLA VACA GUZMAN (MUYUPAMPA),malaria,numero de muestras hematicas tomadas,2007-10-01,18,18
YACUIBA,malaria,numero de muestras hematicas tomadas,2007-10-01,52,52
ACACIO,malaria,numero de muestras hematicas tomadas,2007-11-01,62,62
AIQUILE,malaria,numero de muestras hematicas tomadas,2007-11-01,4,4
ALCALA,malaria,numero de muestras hematicas tomadas,2007-11-01,1,1
APOLO,malaria,numero de muestras hematicas tomadas,2007-11-01,117,117
ARAMPAMPA,malaria,numero de muestras hematicas tomadas,2007-11-01,31,31
AZURDUY,malaria,numero de muestras hematicas tomadas,2007-11-01,7,7
BAURES,malaria,numero de muestras hematicas tomadas,2007-11-01,135,135
BERMEJO,malaria,numero de muestras hematicas tomadas,2007-11-01,1105,1105
BUENA VISTA,malaria,numero de muestras hematicas tomadas,2007-11-01,10,10
CABEZAS,malaria,numero de muestras hematicas tomadas,2007-11-01,2,2
CAMATAQUI (C. VILLA ABECIA),malaria,numero de muestras hematicas tomadas,2007-11-01,1,1
CARANAVI,malaria,numero de muestras hematicas tomadas,2007-11-01,3,3
CARAPARI,malaria,numero de muestras hematicas tomadas,2007-11-01,195,195
COBIJA,malaria,numero de muestras hematicas tomadas,2007-11-01,138,138
COLQUECHACA,malaria,numero de muestras hematicas tomadas,2007-11-01,2,2
CONCEPCION,malaria,numero de muestras hematicas tomadas,2007-11-01,1,1
CUEVO,malaria,numero de muestras hematicas tomadas,2007-11-01,47,47
CULPINA,malaria,numero de muestras hematicas tomadas,2007-11-01,2,2
EL TORNO,malaria,numero de muestras hematicas tomadas,2007-11-01,140,140
ENTRE RIOS,malaria,numero de muestras hematicas tomadas,2007-11-01,181,181
ENTRE RIOS,malaria,numero de muestras hematicas tomadas,2007-11-01,2,2
EUREKA (SANTOS MERCADO),malaria,numero de muestras hematicas tomadas,2007-11-01,55,55
FILADELFIA,malaria,numero de muestras hematicas tomadas,2007-11-01,20,20
GUANAY,malaria,numero de muestras hematicas tomadas,2007-11-01,54,54
GUAYARAMERIN,malaria,numero de muestras hematicas tomadas,2007-11-01,1635,1635
HUACARETA,malaria,numero de muestras hematicas tomadas,2007-11-01,22,22
HUARACAJE,malaria,numero de muestras hematicas tomadas,2007-11-01,24,24
INCAHUASI,malaria,numero de muestras hematicas tomadas,2007-11-01,5,5
INGAVI (HUMAITA),malaria,numero de muestras hematicas tomadas,2007-11-01,7,7
IXIAMAS,malaria,numero de muestras hematicas tomadas,2007-11-01,188,188
LA ASUNTA,malaria,numero de muestras hematicas tomadas,2007-11-01,29,29
LA GUARDIA,malaria,numero de muestras hematicas tomadas,2007-11-01,9,9
MAGDALENA,malaria,numero de muestras hematicas tomadas,2007-11-01,66,66
MAPIRI,malaria,numero de muestras hematicas tomadas,2007-11-01,75,75
MINEROS,malaria,numero de muestras hematicas tomadas,2007-11-01,1,1
MIZQUE,malaria,numero de muestras hematicas tomadas,2007-11-01,10,10
MONTEAGUDO,malaria,numero de muestras hematicas tomadas,2007-11-01,71,71
NACEBE (SANTA ROSA DEL ABUNA),malaria,numero de muestras hematicas tomadas,2007-11-01,112,112
NUEVO MANOA (NUEVA ESPERANZA),malaria,numero de muestras hematicas tomadas,2007-11-01,190,190
OMEREQUE,malaria,numero de muestras hematicas tomadas,2007-11-01,2,2
PADCAYA,malaria,numero de muestras hematicas tomadas,2007-11-01,18,18
PADILLA,malaria,numero de muestras hematicas tomadas,2007-11-01,2,2
PALOS BLANCOS,malaria,numero de muestras hematicas tomadas,2007-11-01,24,24
PASORAPA,malaria,numero de muestras hematicas tomadas,2007-11-01,2,2
POROMA,malaria,numero de muestras hematicas tomadas,2007-11-01,5,5
PORONGO,malaria,numero de muestras hematicas tomadas,2007-11-01,18,18
PORVENIR,malaria,numero de muestras hematicas tomadas,2007-11-01,20,20
PUERTO GONZALO MORENO,malaria,numero de muestras hematicas tomadas,2007-11-01,42,42
PUERTO RICO,malaria,numero de muestras hematicas tomadas,2007-11-01,173,173
REYES,malaria,numero de muestras hematicas tomadas,2007-11-01,7,7
RIBERALTA,malaria,numero de muestras hematicas tomadas,2007-11-01,5740,5740
RURRENABAQUE,malaria,numero de muestras hematicas tomadas,2007-11-01,1,1
SAIPINA,malaria,numero de muestras hematicas tomadas,2007-11-01,27,27
SAN BORJA,malaria,numero de muestras hematicas tomadas,2007-11-01,4,4
SAN BUENA VENTURA,malaria,numero de muestras hematicas tomadas,2007-11-01,3,3
SAN IGNACIO DE VELASCO,malaria,numero de muestras hematicas tomadas,2007-11-01,250,250
SAN JOAQUIN,malaria,numero de muestras hematicas tomadas,2007-11-01,1,1
SAN JOSE DE CHIQUITOS,malaria,numero de muestras hematicas tomadas,2007-11-01,60,60
SAN LORENZO(PND),malaria,numero de muestras hematicas tomadas,2007-11-01,130,130
SAN LORENZO(TJA),malaria,numero de muestras hematicas tomadas,2007-11-01,3,3
SAN LUCAS,malaria,numero de muestras hematicas tomadas,2007-11-01,5,5
SAN MATIAS,malaria,numero de muestras hematicas tomadas,2007-11-01,15,15
SAN PEDRO DE BUENA VISTA,malaria,numero de muestras hematicas tomadas,2007-11-01,266,266
SAN PEDRO(PND),malaria,numero de muestras hematicas tomadas,2007-11-01,52,52
SANTA ROSA,malaria,numero de muestras hematicas tomadas,2007-11-01,2,2
SENA,malaria,numero de muestras hematicas tomadas,2007-11-01,181,181
SOPACHUY,malaria,numero de muestras hematicas tomadas,2007-11-01,23,23
TEOPONTE,malaria,numero de muestras hematicas tomadas,2007-11-01,62,62
TIRAQUE (CBBA),malaria,numero de muestras hematicas tomadas,2007-11-01,2,2
TOMINA,malaria,numero de muestras hematicas tomadas,2007-11-01,6,6
TORO TORO,malaria,numero de muestras hematicas tomadas,2007-11-01,110,110
VALLEGRANDE,malaria,numero de muestras hematicas tomadas,2007-11-01,27,27
VILLA NUEVA (LOMA ALTA),malaria,numero de muestras hematicas tomadas,2007-11-01,12,12
VILLA SERRANO,malaria,numero de muestras hematicas tomadas,2007-11-01,6,6
VILLA TUNARI,malaria,numero de muestras hematicas tomadas,2007-11-01,7,7
VILLA VACA GUZMAN (MUYUPAMPA),malaria,numero de muestras hematicas tomadas,2007-11-01,14,14
YACUIBA,malaria,numero de muestras hematicas tomadas,2007-11-01,21,21
ACACIO,malaria,numero de muestras hematicas tomadas,2007-12-01,14,14
AIQUILE,malaria,numero de muestras hematicas tomadas,2007-12-01,10,10
APOLO,malaria,numero de muestras hematicas tomadas,2007-12-01,47,47
ARAMPAMPA,malaria,numero de muestras hematicas tomadas,2007-12-01,71,71
AYOPAYA (V. DE INDEPENDENCIA),malaria,numero de muestras hematicas tomadas,2007-12-01,1,1
AZURDUY,malaria,numero de muestras hematicas tomadas,2007-12-01,5,5
BAURES,malaria,numero de muestras hematicas tomadas,2007-12-01,97,97
BERMEJO,malaria,numero de muestras hematicas tomadas,2007-12-01,475,475
BUENA VISTA,malaria,numero de muestras hematicas tomadas,2007-12-01,29,29
CABEZAS,malaria,numero de muestras hematicas tomadas,2007-12-01,4,4
CARANAVI,malaria,numero de muestras hematicas tomadas,2007-12-01,58,58
CARAPARI,malaria,numero de muestras hematicas tomadas,2007-12-01,402,402
CHARAGUA,malaria,numero de muestras hematicas tomadas,2007-12-01,3,3
COBIJA,malaria,numero de muestras hematicas tomadas,2007-12-01,126,126
COLOMI,malaria,numero de muestras hematicas tomadas,2007-12-01,1,1
COLQUECHACA,malaria,numero de muestras hematicas tomadas,2007-12-01,30,30
CUEVO,malaria,numero de muestras hematicas tomadas,2007-12-01,24,24
EL TORNO,malaria,numero de muestras hematicas tomadas,2007-12-01,183,183
ENTRE RIOS,malaria,numero de muestras hematicas tomadas,2007-12-01,267,267
GUANAY,malaria,numero de muestras hematicas tomadas,2007-12-01,32,32
GUAYARAMERIN,malaria,numero de muestras hematicas tomadas,2007-12-01,1796,1796
HUACARETA,malaria,numero de muestras hematicas tomadas,2007-12-01,4,4
INCAHUASI,malaria,numero de muestras hematicas tomadas,2007-12-01,4,4
IXIAMAS,malaria,numero de muestras hematicas tomadas,2007-12-01,1,1
LA ASUNTA,malaria,numero de muestras hematicas tomadas,2007-12-01,6,6
LA GUARDIA,malaria,numero de muestras hematicas tomadas,2007-12-01,10,10
LA PAZ,malaria,numero de muestras hematicas tomadas,2007-12-01,38,38
MAGDALENA,malaria,numero de muestras hematicas tomadas,2007-12-01,44,44
MAPIRI,malaria,numero de muestras hematicas tomadas,2007-12-01,27,27
MIZQUE,malaria,numero de muestras hematicas tomadas,2007-12-01,2,2
MONTEAGUDO,malaria,numero de muestras hematicas tomadas,2007-12-01,26,26
NACEBE (SANTA ROSA DEL ABUNA),malaria,numero de muestras hematicas tomadas,2007-12-01,60,60
NUEVO MANOA (NUEVA ESPERANZA),malaria,numero de muestras hematicas tomadas,2007-12-01,119,119
OMEREQUE,malaria,numero de muestras hematicas tomadas,2007-12-01,2,2
PADCAYA,malaria,numero de muestras hematicas tomadas,2007-12-01,33,33
PADILLA,malaria,numero de muestras hematicas tomadas,2007-12-01,4,4
PAILON,malaria,numero de muestras hematicas tomadas,2007-12-01,1,1
PALOS BLANCOS,malaria,numero de muestras hematicas tomadas,2007-12-01,32,32
POROMA,malaria,numero de muestras hematicas tomadas,2007-12-01,5,5
PORONGO,malaria,numero de muestras hematicas tomadas,2007-12-01,23,23
PORVENIR,malaria,numero de muestras hematicas tomadas,2007-12-01,104,104
PUERTO GONZALO MORENO,malaria,numero de muestras hematicas tomadas,2007-12-01,49,49
PUERTO RICO,malaria,numero de muestras hematicas tomadas,2007-12-01,381,381
RIBERALTA,malaria,numero de muestras hematicas tomadas,2007-12-01,9305,9305
RURRENABAQUE,malaria,numero de muestras hematicas tomadas,2007-12-01,3,3
SAIPINA,malaria,numero de muestras hematicas tomadas,2007-12-01,60,60
SAN BORJA,malaria,numero de muestras hematicas tomadas,2007-12-01,6,6
SAN CARLOS,malaria,numero de muestras hematicas tomadas,2007-12-01,54,54
SAN IGNACIO DE VELASCO,malaria,numero de muestras hematicas tomadas,2007-12-01,7,7
SAN JOAQUIN,malaria,numero de muestras hematicas tomadas,2007-12-01,3,3
SAN JOSE DE CHIQUITOS,malaria,numero de muestras hematicas tomadas,2007-12-01,48,48
SAN JULIAN,malaria,numero de muestras hematicas tomadas,2007-12-01,2,2
SAN LORENZO(PND),malaria,numero de muestras hematicas tomadas,2007-12-01,63,63
SAN LORENZO(TJA),malaria,numero de muestras hematicas tomadas,2007-12-01,2,2
SAN LUCAS,malaria,numero de muestras hematicas tomadas,2007-12-01,6,6
SAN MATIAS,malaria,numero de muestras hematicas tomadas,2007-12-01,33,33
SAN PEDRO DE BUENA VISTA,malaria,numero de muestras hematicas tomadas,2007-12-01,64,64
SANTA ROSA,malaria,numero de muestras hematicas tomadas,2007-12-01,1,1
SENA,malaria,numero de muestras hematicas tomadas,2007-12-01,160,160
SOPACHUY,malaria,numero de muestras hematicas tomadas,2007-12-01,13,13
SUCRE,malaria,numero de muestras hematicas tomadas,2007-12-01,2,2
TARVITA,malaria,numero de muestras hematicas tomadas,2007-12-01,1,1
TEOPONTE,malaria,numero de muestras hematicas tomadas,2007-12-01,164,164
TIRAQUE (CBBA),malaria,numero de muestras hematicas tomadas,2007-12-01,4,4
TOMINA,malaria,numero de muestras hematicas tomadas,2007-12-01,6,6
TORO TORO,malaria,numero de muestras hematicas tomadas,2007-12-01,115,115
TOTORA(CBBA),malaria,numero de muestras hematicas tomadas,2007-12-01,2,2
TUPIZA,malaria,numero de muestras hematicas tomadas,2007-12-01,1,1
VALLEGRANDE,malaria,numero de muestras hematicas tomadas,2007-12-01,3,3
VILA VILA,malaria,numero de muestras hematicas tomadas,2007-12-01,4,4
VILLA TUNARI,malaria,numero de muestras hematicas tomadas,2007-12-01,75,75
VILLA VACA GUZMAN (MUYUPAMPA),malaria,numero de muestras hematicas tomadas,2007-12-01,17,17
YACUIBA,malaria,numero de muestras hematicas tomadas,2007-12-01,85,85
ZUDAÑEZ,malaria,numero de muestras hematicas tomadas,2007-12-01,1,1
