,group,variable,month,PRIMERA CONSULTA MENORES DE 5 AÑOS,PRIMERA CONSULTA MENORES DE 5 AÑOS,PRIMERA CONSULTA 5 A 13 AÑOS,PRIMERA CONSULTA 5 A 13 AÑOS,PRIMERA CONSULTA 14 A 19 AÑOS,PRIMERA CONSULTA 14 A 19 AÑOS,PRIMERA CONSULTA 20 A 59 AÑOS,PRIMERA CONSULTA 20 A 59 AÑOS,PRIMERA CONSULTA 60 AÑOS Y MAS,PRIMERA CONSULTA 60 AÑOS Y MAS,PRIMERA CONSULTA EMB,PRIMERA CONSULTA EMB,PRIMERA CONSULTA POST,PRIMERA CONSULTA POST,TOTALES
SACACA,atencion odontologica,primera consulta,2021-07-01,8,2,42,34,24,35,44,79,10,7,0,5,0,1,291
SAIPINA,atencion odontologica,primera consulta,2021-07-01,2,1,3,1,0,2,5,15,6,1,0,0,0,1,37
SALINAS DE GARCI MENDOZA,atencion odontologica,primera consulta,2021-07-01,8,14,28,29,5,14,51,61,28,22,0,20,0,1,281
SAMAIPATA,atencion odontologica,primera consulta,2021-07-01,3,6,1,8,0,1,7,16,1,0,0,3,0,0,46
SAN AGUSTIN,atencion odontologica,primera consulta,2021-07-01,1,0,0,1,0,2,0,1,0,0,0,0,0,0,5
SAN ANDRES,atencion odontologica,primera consulta,2021-07-01,7,10,13,10,14,12,24,29,3,1,0,1,0,1,125
SAN ANDRES DE MACHACA,atencion odontologica,primera consulta,2021-07-01,4,4,6,3,4,1,7,13,18,24,0,0,0,1,85
SAN ANTONIO DE LOMERIO,atencion odontologica,primera consulta,2021-07-01,2,2,0,4,2,0,7,11,1,0,0,2,0,0,31
SAN BENITO,atencion odontologica,primera consulta,2021-07-01,16,18,26,24,5,9,11,24,3,7,0,0,0,0,143
SAN BORJA,atencion odontologica,primera consulta,2021-07-01,10,19,27,42,12,20,42,60,8,7,0,6,0,2,255
SAN BUENA VENTURA,atencion odontologica,primera consulta,2021-07-01,18,16,10,12,6,8,5,19,4,3,0,4,0,0,105
SAN CARLOS,atencion odontologica,primera consulta,2021-07-01,13,17,21,19,16,22,20,30,5,8,0,9,0,13,193
SAN IGNACIO,atencion odontologica,primera consulta,2021-07-01,7,11,25,40,31,24,37,33,7,2,0,5,0,1,223
SAN IGNACIO DE VELASCO,atencion odontologica,primera consulta,2021-07-01,46,53,35,19,4,20,24,91,20,20,0,42,0,27,401
SAN JAVIER(BNI),atencion odontologica,primera consulta,2021-07-01,3,4,3,5,1,0,0,1,0,1,0,2,0,0,20
SAN JAVIER(STC),atencion odontologica,primera consulta,2021-07-01,8,10,4,5,0,2,0,5,0,0,0,5,0,0,39
SAN JOAQUIN,atencion odontologica,primera consulta,2021-07-01,1,1,14,16,3,7,10,23,0,0,0,0,0,0,75
SAN JOSE DE CHIQUITOS,atencion odontologica,primera consulta,2021-07-01,1,3,6,11,6,4,6,25,4,3,0,1,0,0,70
SAN JUAN DE YAPACANI,atencion odontologica,primera consulta,2021-07-01,8,7,5,5,5,5,5,9,5,1,0,4,0,1,60
SAN JULIAN,atencion odontologica,primera consulta,2021-07-01,36,26,36,33,6,24,41,128,15,3,0,41,0,13,402
SAN LORENZO(PND),atencion odontologica,primera consulta,2021-07-01,13,15,30,24,1,2,4,8,0,0,0,0,0,0,97
SAN LORENZO(TJA),atencion odontologica,primera consulta,2021-07-01,8,16,29,33,12,11,57,101,19,21,0,5,0,0,312
SAN LUCAS,atencion odontologica,primera consulta,2021-07-01,49,48,48,66,12,37,30,95,4,6,0,45,0,1,441
SAN MATIAS,atencion odontologica,primera consulta,2021-07-01,12,11,1,2,4,7,3,10,4,1,0,11,0,5,71
SAN MIGUEL DE VELASCO,atencion odontologica,primera consulta,2021-07-01,10,9,10,9,4,14,7,42,6,2,0,10,0,0,123
SAN PEDRO,atencion odontologica,primera consulta,2021-07-01,10,12,4,14,8,11,25,54,6,2,0,10,0,0,156
SAN PEDRO DE BUENA VISTA,atencion odontologica,primera consulta,2021-07-01,46,29,80,86,7,35,69,106,20,28,0,46,0,7,559
SAN PEDRO DE CURAHUARA,atencion odontologica,primera consulta,2021-07-01,2,6,42,27,17,21,10,21,4,3,0,0,0,0,153
SAN PEDRO DE MACHA,atencion odontologica,primera consulta,2021-07-01,23,17,53,62,6,38,49,93,27,22,0,17,0,12,419
SAN PEDRO DE QUEMES,atencion odontologica,primera consulta,2021-07-01,0,0,3,1,0,3,1,4,0,1,0,0,0,0,13
SAN PEDRO DE TIQUINA,atencion odontologica,primera consulta,2021-07-01,2,2,5,9,3,11,18,19,1,1,0,8,0,0,79
SAN RAFAEL,atencion odontologica,primera consulta,2021-07-01,3,2,4,7,0,8,2,21,3,0,0,0,0,0,50
SAN RAMON BENI,atencion odontologica,primera consulta,2021-07-01,0,1,2,8,1,4,7,14,0,0,0,0,0,0,37
SAN RAMON SCZ,atencion odontologica,primera consulta,2021-07-01,8,8,8,17,1,2,2,11,6,4,0,5,0,0,72
SANTA ANA,atencion odontologica,primera consulta,2021-07-01,0,0,0,1,0,0,2,2,0,0,0,0,0,0,5
SANTA CRUZ DE LA SIERRA,atencion odontologica,primera consulta,2021-07-01,1002,961,728,745,199,555,916,3105,447,422,0,1311,0,227,10618
SANTA ROSA,atencion odontologica,primera consulta,2021-07-01,17,16,24,24,5,9,7,16,1,0,0,0,0,0,119
SANTA ROSA DEL SARA,atencion odontologica,primera consulta,2021-07-01,0,1,2,8,4,8,16,18,2,0,0,0,0,0,59
SANTIAGO DE CALLAPA,atencion odontologica,primera consulta,2021-07-01,3,3,16,17,0,0,11,16,3,7,0,0,0,0,76
SANTIAGO DE HUARI,atencion odontologica,primera consulta,2021-07-01,11,9,12,13,4,5,7,27,7,5,0,6,0,1,107
SANTIAGO DE HUATA,atencion odontologica,primera consulta,2021-07-01,0,3,2,6,4,5,3,24,7,4,0,2,0,0,60
SANTIAGO DE MACHACA,atencion odontologica,primera consulta,2021-07-01,0,0,1,2,3,1,3,5,4,3,0,0,0,0,22
SANTIVAÑES,atencion odontologica,primera consulta,2021-07-01,2,3,4,8,0,3,9,13,5,6,0,0,0,0,53
SANTUARIO DE QUILLACAS,atencion odontologica,primera consulta,2021-07-01,3,2,7,10,5,15,8,21,1,3,0,5,0,1,81
SAPAHAQUI,atencion odontologica,primera consulta,2021-07-01,10,5,6,3,7,17,13,24,3,2,0,5,0,0,95
SENA,atencion odontologica,primera consulta,2021-07-01,11,6,44,42,17,7,15,20,2,3,0,2,0,1,170
SHINAOTA,atencion odontologica,primera consulta,2021-07-01,8,9,14,27,4,11,37,46,1,2,0,7,0,6,172
SICA SICA (VILLA AROMA),atencion odontologica,primera consulta,2021-07-01,2,0,8,6,5,3,10,23,4,2,0,0,0,0,63
SICAYA,atencion odontologica,primera consulta,2021-07-01,2,3,3,2,0,3,1,9,1,0,0,0,0,0,24
SIPE SIPE,atencion odontologica,primera consulta,2021-07-01,22,30,31,37,10,26,38,115,8,13,0,1,0,0,331
SOPACHUY,atencion odontologica,primera consulta,2021-07-01,6,2,3,5,0,4,1,13,1,0,0,9,0,0,44
SORACACHI,atencion odontologica,primera consulta,2021-07-01,13,16,32,23,7,17,28,43,9,15,0,12,0,4,219
SORATA,atencion odontologica,primera consulta,2021-07-01,10,7,18,24,4,9,14,28,5,0,0,0,0,0,119
SUCRE,atencion odontologica,primera consulta,2021-07-01,221,258,175,234,70,153,273,823,52,64,0,416,0,18,2757
TACACHI,atencion odontologica,primera consulta,2021-07-01,0,2,3,3,3,1,0,6,0,0,0,0,0,0,18
TACACOMA,atencion odontologica,primera consulta,2021-07-01,2,2,6,5,3,9,19,30,2,1,0,3,0,1,83
TACOBAMBA,atencion odontologica,primera consulta,2021-07-01,0,0,0,0,0,0,1,2,2,0,0,2,0,0,7
TACOPAYA,atencion odontologica,primera consulta,2021-07-01,1,0,2,2,2,6,3,15,4,1,0,2,0,0,38
TAHUA,atencion odontologica,primera consulta,2021-07-01,1,2,0,2,0,5,2,3,0,0,0,0,0,0,15
TAPACARI,atencion odontologica,primera consulta,2021-07-01,9,13,29,33,16,16,22,42,6,7,0,4,0,2,199
TARABUCO,atencion odontologica,primera consulta,2021-07-01,13,8,40,39,33,41,22,53,9,10,0,15,0,0,283
TARACO,atencion odontologica,primera consulta,2021-07-01,1,0,2,2,3,5,5,8,7,3,0,0,0,1,37
TARATA,atencion odontologica,primera consulta,2021-07-01,0,0,3,1,1,2,3,5,0,1,0,0,0,0,16
TARIJA,atencion odontologica,primera consulta,2021-07-01,87,95,173,187,96,160,419,799,62,69,0,134,0,4,2285
TARVITA,atencion odontologica,primera consulta,2021-07-01,5,7,13,12,8,13,18,50,2,5,0,13,0,1,147
TEOPONTE,atencion odontologica,primera consulta,2021-07-01,1,7,15,18,4,1,14,28,3,1,0,1,0,0,93
TIAHUANACU,atencion odontologica,primera consulta,2021-07-01,4,2,5,8,6,7,12,21,5,6,0,4,0,0,80
TINGUIPAYA,atencion odontologica,primera consulta,2021-07-01,9,10,19,18,1,16,21,30,4,4,0,9,0,1,142
TIPUANI,atencion odontologica,primera consulta,2021-07-01,7,3,14,11,1,1,7,9,2,3,0,1,0,0,59
TIQUIPAYA,atencion odontologica,primera consulta,2021-07-01,27,26,55,64,19,22,37,100,9,4,0,5,0,5,373
TIRAQUE (CBBA),atencion odontologica,primera consulta,2021-07-01,6,9,19,20,7,19,11,32,5,5,0,0,0,2,135
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,primera consulta,2021-07-01,4,0,2,2,3,1,10,8,4,1,0,0,0,0,35
TOCO,atencion odontologica,primera consulta,2021-07-01,1,1,12,7,2,2,5,14,0,1,0,3,0,1,49
TODOS SANTOS,atencion odontologica,primera consulta,2021-07-01,0,0,2,0,2,1,3,3,0,0,0,1,0,0,12
TOLATA,atencion odontologica,primera consulta,2021-07-01,0,2,3,1,9,4,3,4,1,2,0,0,0,4,33
TOLEDO,atencion odontologica,primera consulta,2021-07-01,3,7,9,17,0,12,9,23,1,2,0,4,0,0,87
TOMAVE,atencion odontologica,primera consulta,2021-07-01,11,13,13,10,9,13,22,39,23,28,0,2,0,4,187
TOMINA,atencion odontologica,primera consulta,2021-07-01,4,5,5,10,1,10,19,27,1,5,0,4,0,0,91
TORO TORO,atencion odontologica,primera consulta,2021-07-01,2,3,9,6,2,12,9,25,4,1,0,2,0,0,75
TOTORA(CBBA),atencion odontologica,primera consulta,2021-07-01,3,1,4,3,6,5,5,5,2,0,0,0,0,0,34
TOTORA(ORR),atencion odontologica,primera consulta,2021-07-01,2,3,5,4,0,2,8,14,0,2,0,3,0,0,43
TRINIDAD,atencion odontologica,primera consulta,2021-07-01,75,56,94,92,36,44,136,317,24,21,0,58,0,2,955
TUPIZA,atencion odontologica,primera consulta,2021-07-01,24,28,50,52,40,47,159,233,34,40,0,25,0,3,735
TURCO,atencion odontologica,primera consulta,2021-07-01,0,4,20,5,0,3,22,17,9,6,0,1,0,3,90
UMALA,atencion odontologica,primera consulta,2021-07-01,6,3,7,12,2,5,9,20,3,3,0,7,0,0,77
UNCIA,atencion odontologica,primera consulta,2021-07-01,24,8,39,39,17,69,43,101,11,18,0,9,0,1,379
URIONDO (A. CONCEPCION),atencion odontologica,primera consulta,2021-07-01,8,2,18,32,10,28,33,104,4,5,0,1,0,0,245
URUBICHA,atencion odontologica,primera consulta,2021-07-01,3,9,5,1,1,4,2,7,6,1,0,7,0,4,50
UYUNI,atencion odontologica,primera consulta,2021-07-01,19,20,31,41,7,16,39,72,14,4,0,10,0,5,278
VACAS,atencion odontologica,primera consulta,2021-07-01,4,6,14,12,1,11,19,28,3,8,0,0,0,1,107
VALLEGRANDE,atencion odontologica,primera consulta,2021-07-01,21,20,17,23,8,14,16,71,16,12,0,14,0,3,235
VIACHA,atencion odontologica,primera consulta,2021-07-01,40,26,58,49,73,27,53,96,15,12,0,6,0,3,458
VILA VILA,atencion odontologica,primera consulta,2021-07-01,3,2,17,31,39,35,6,13,0,3,0,2,0,1,152
VILLA CHARCAS,atencion odontologica,primera consulta,2021-07-01,44,47,6,11,4,25,15,53,0,1,0,44,0,2,252
VILLA MONTES,atencion odontologica,primera consulta,2021-07-01,2,5,23,30,2,23,47,97,4,7,0,15,0,0,255
VILLA NUEVA (LOMA ALTA),atencion odontologica,primera consulta,2021-07-01,1,1,10,3,0,8,3,17,2,0,0,5,0,0,50
VILLA RIVERO,atencion odontologica,primera consulta,2021-07-01,0,11,2,8,4,6,4,18,2,3,0,0,0,1,59
VILLA SERRANO,atencion odontologica,primera consulta,2021-07-01,171,6,6,10,0,6,8,17,6,2,0,8,0,0,240
VILLA TUNARI,atencion odontologica,primera consulta,2021-07-01,25,26,63,70,20,45,77,169,10,14,0,3,0,3,525
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,primera consulta,2021-07-01,8,4,9,13,4,13,15,38,3,0,0,12,0,1,120
VILLAZON,atencion odontologica,primera consulta,2021-07-01,36,30,22,18,4,14,29,66,5,11,0,19,0,4,258
VINTO,atencion odontologica,primera consulta,2021-07-01,21,24,42,65,14,28,37,110,10,13,0,3,0,2,369
VITICHI,atencion odontologica,primera consulta,2021-07-01,15,8,17,16,0,15,17,39,3,8,0,2,0,0,140
WALDO BALLIVIAN,atencion odontologica,primera consulta,2021-07-01,2,2,2,2,3,13,6,10,1,1,0,0,0,1,43
WARNES,atencion odontologica,primera consulta,2021-07-01,6,6,23,19,7,4,21,20,2,1,0,0,0,0,109
YACO,atencion odontologica,primera consulta,2021-07-01,3,2,3,0,8,9,5,9,1,1,0,5,0,0,46
YACUIBA,atencion odontologica,primera consulta,2021-07-01,20,32,61,70,14,55,91,226,32,16,0,19,0,0,636
YAMPARAEZ,atencion odontologica,primera consulta,2021-07-01,2,3,0,3,2,7,4,18,2,4,0,11,0,0,56
YANACACHI,atencion odontologica,primera consulta,2021-07-01,0,0,2,2,0,0,4,3,2,0,0,0,0,0,13
YAPACANI,atencion odontologica,primera consulta,2021-07-01,16,17,27,31,16,21,44,77,20,13,0,14,0,14,310
YOCALLA,atencion odontologica,primera consulta,2021-07-01,0,4,10,9,0,5,11,27,5,5,0,7,0,2,85
YOTALA,atencion odontologica,primera consulta,2021-07-01,16,20,14,20,3,6,9,30,0,3,0,1,0,0,122
YUNCHARA,atencion odontologica,primera consulta,2021-07-01,3,1,18,28,8,7,17,32,2,6,0,1,0,0,123
ZUDAÑEZ,atencion odontologica,primera consulta,2021-07-01,2,1,2,1,0,5,0,8,0,0,0,9,0,0,28
ACACIO,atencion odontologica,primera consulta,2021-08-01,6,5,5,9,1,5,6,9,3,1,0,3,0,1,54
ACHACACHI,atencion odontologica,primera consulta,2021-08-01,26,23,75,70,5,22,43,103,20,23,0,17,0,3,430
ACHOCALLA,atencion odontologica,primera consulta,2021-08-01,29,31,68,70,15,19,34,84,6,5,0,24,0,4,389
AIQUILE,atencion odontologica,primera consulta,2021-08-01,4,6,3,4,0,5,7,14,1,4,0,5,0,0,53
ALALAY,atencion odontologica,primera consulta,2021-08-01,1,0,16,19,0,9,1,3,0,1,0,0,0,0,50
ALCALA,atencion odontologica,primera consulta,2021-08-01,3,1,9,7,2,2,16,25,2,3,0,2,0,1,73
ALTO BENI,atencion odontologica,primera consulta,2021-08-01,17,22,13,18,6,11,24,40,5,3,0,6,0,2,167
ANCORAIMES,atencion odontologica,primera consulta,2021-08-01,3,8,12,13,7,7,14,43,16,18,0,4,0,7,152
ANDAMARCA,atencion odontologica,primera consulta,2021-08-01,0,4,7,15,0,4,8,18,7,9,0,2,0,0,74
ANTEQUERA,atencion odontologica,primera consulta,2021-08-01,3,3,8,1,3,5,15,18,3,3,0,4,0,0,66
ANZALDO,atencion odontologica,primera consulta,2021-08-01,0,3,3,4,3,7,4,13,1,3,0,0,0,0,41
APOLO,atencion odontologica,primera consulta,2021-08-01,3,6,12,7,5,7,11,20,2,0,0,1,0,1,75
ARAMPAMPA,atencion odontologica,primera consulta,2021-08-01,0,1,8,8,0,1,3,4,2,1,0,0,0,0,28
ARANI,atencion odontologica,primera consulta,2021-08-01,5,3,6,6,1,16,15,24,2,5,0,2,0,0,85
ARBIETO,atencion odontologica,primera consulta,2021-08-01,12,15,21,27,10,12,27,74,7,8,0,10,0,2,225
ARQUE,atencion odontologica,primera consulta,2021-08-01,10,7,9,16,0,8,14,24,3,5,0,2,0,0,98
ASCENCION DE GUARAYOS,atencion odontologica,primera consulta,2021-08-01,55,84,38,56,2,14,7,44,4,1,0,27,0,1,333
ATOCHA,atencion odontologica,primera consulta,2021-08-01,4,8,13,16,9,13,33,38,5,3,0,4,0,0,146
AUCAPATA,atencion odontologica,primera consulta,2021-08-01,0,1,8,7,2,7,8,15,5,2,0,0,0,0,55
AYATA,atencion odontologica,primera consulta,2021-08-01,4,4,13,14,10,19,24,37,3,3,0,1,0,1,133
AYO AYO,atencion odontologica,primera consulta,2021-08-01,9,2,14,7,7,6,10,15,2,4,0,0,0,0,76
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,primera consulta,2021-08-01,13,16,43,58,9,18,30,60,6,11,0,7,0,3,274
AZURDUY,atencion odontologica,primera consulta,2021-08-01,0,1,4,4,1,12,7,30,4,3,0,23,0,0,89
BATALLAS,atencion odontologica,primera consulta,2021-08-01,2,1,3,1,3,5,4,12,5,3,0,4,0,0,43
BAURES,atencion odontologica,primera consulta,2021-08-01,0,0,3,6,5,4,10,16,3,0,0,0,0,0,47
BELEN DE ANDAMARCA,atencion odontologica,primera consulta,2021-08-01,1,1,1,1,0,0,1,7,6,3,0,0,0,0,21
BELEN DE URMIRI,atencion odontologica,primera consulta,2021-08-01,0,1,0,0,0,0,2,5,1,4,0,0,0,0,13
BELLA FLOR,atencion odontologica,primera consulta,2021-08-01,10,6,18,22,1,2,5,11,2,0,0,5,0,2,84
BERMEJO,atencion odontologica,primera consulta,2021-08-01,7,4,19,20,11,23,40,60,13,6,0,8,0,0,211
BETANZOS,atencion odontologica,primera consulta,2021-08-01,23,15,19,18,8,30,34,62,13,25,0,9,0,4,260
BOLIVAR,atencion odontologica,primera consulta,2021-08-01,1,1,4,0,0,5,4,10,1,2,0,1,0,0,29
BOLPEBRA,atencion odontologica,primera consulta,2021-08-01,0,0,2,3,2,1,1,2,0,0,0,2,0,1,14
BOYUIBE,atencion odontologica,primera consulta,2021-08-01,0,0,1,4,5,4,8,21,2,1,0,0,0,0,46
BUENA VISTA,atencion odontologica,primera consulta,2021-08-01,4,5,2,9,3,1,3,12,5,4,0,2,0,1,51
CABEZAS,atencion odontologica,primera consulta,2021-08-01,31,29,24,39,7,22,22,68,5,9,0,15,0,6,277
CAIROMA,atencion odontologica,primera consulta,2021-08-01,0,8,27,31,0,4,3,4,1,0,0,0,0,0,78
"CAIZA ""D""",atencion odontologica,primera consulta,2021-08-01,18,20,22,15,13,16,15,32,9,15,0,11,0,2,188
CAJUATA,atencion odontologica,primera consulta,2021-08-01,0,1,0,3,1,8,5,18,0,1,0,16,0,0,53
CALACOTO,atencion odontologica,primera consulta,2021-08-01,1,2,2,1,0,1,3,1,1,0,0,0,0,0,12
CALAMARCA,atencion odontologica,primera consulta,2021-08-01,7,9,10,16,9,14,11,47,6,12,0,24,0,5,170
CAMARGO,atencion odontologica,primera consulta,2021-08-01,23,17,52,40,6,12,12,31,0,2,0,16,0,0,211
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,primera consulta,2021-08-01,12,4,23,21,6,11,29,35,3,11,0,3,0,0,158
CAMIRI,atencion odontologica,primera consulta,2021-08-01,16,21,27,27,5,23,31,82,8,11,0,34,0,4,289
CAPINOTA,atencion odontologica,primera consulta,2021-08-01,3,3,18,17,4,13,15,45,8,5,0,4,0,0,135
CAQUIAVIRI,atencion odontologica,primera consulta,2021-08-01,1,4,6,17,8,7,11,21,4,5,0,4,0,0,88
CARACOLLO,atencion odontologica,primera consulta,2021-08-01,5,9,26,30,9,17,27,80,8,13,0,11,0,7,242
CARANAVI,atencion odontologica,primera consulta,2021-08-01,41,35,95,104,39,58,66,123,18,10,0,47,0,5,641
CARANGAS,atencion odontologica,primera consulta,2021-08-01,0,0,3,3,0,0,0,1,1,0,0,0,0,0,8
CARAPARI,atencion odontologica,primera consulta,2021-08-01,7,5,17,28,9,16,33,70,8,5,0,3,0,0,201
CARIPUYO,atencion odontologica,primera consulta,2021-08-01,0,0,1,3,0,3,2,6,2,3,0,0,0,1,21
CARMEN RIVERO TORREZ,atencion odontologica,primera consulta,2021-08-01,3,3,6,1,3,0,4,14,2,1,0,1,0,2,40
CATACORA,atencion odontologica,primera consulta,2021-08-01,0,2,0,3,1,2,4,4,1,0,0,0,0,0,17
CHALLAPATA,atencion odontologica,primera consulta,2021-08-01,33,27,59,60,12,42,56,140,22,26,0,58,0,9,544
CHAQUI,atencion odontologica,primera consulta,2021-08-01,10,5,8,15,0,10,14,31,6,5,0,6,0,1,111
CHARAGUA,atencion odontologica,primera consulta,2021-08-01,10,11,2,11,3,5,23,39,5,5,0,5,0,0,119
CHARAÑA,atencion odontologica,primera consulta,2021-08-01,1,0,0,4,0,3,1,4,2,2,0,0,0,0,17
CHAYANTA,atencion odontologica,primera consulta,2021-08-01,12,22,18,22,8,21,35,69,3,10,0,4,0,2,226
CHIMORE,atencion odontologica,primera consulta,2021-08-01,10,12,11,22,1,13,19,44,2,2,0,3,0,1,140
CHIPAYA,atencion odontologica,primera consulta,2021-08-01,0,0,4,2,1,1,0,4,5,4,0,0,0,0,21
CHOQUE COTA,atencion odontologica,primera consulta,2021-08-01,0,0,0,3,3,1,3,7,0,3,0,1,0,0,21
CHUA COCANI,atencion odontologica,primera consulta,2021-08-01,5,4,4,3,1,4,3,8,2,5,0,4,0,0,43
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,primera consulta,2021-08-01,4,0,1,5,0,1,2,3,0,0,0,0,0,0,16
CHUMA,atencion odontologica,primera consulta,2021-08-01,3,4,14,12,9,13,29,39,4,5,0,3,0,0,135
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,primera consulta,2021-08-01,7,2,10,10,6,8,8,28,9,6,0,1,0,2,97
CKOCHAS,atencion odontologica,primera consulta,2021-08-01,12,12,17,13,6,9,18,36,9,15,0,7,0,2,156
CLIZA,atencion odontologica,primera consulta,2021-08-01,5,2,12,6,3,5,9,22,6,8,0,2,0,0,80
COBIJA,atencion odontologica,primera consulta,2021-08-01,82,102,67,79,23,60,90,228,17,5,0,86,0,26,865
COCAPATA,atencion odontologica,primera consulta,2021-08-01,15,22,20,25,13,20,23,39,7,10,0,3,0,2,199
COCHABAMBA,atencion odontologica,primera consulta,2021-08-01,165,150,246,288,103,175,458,901,134,147,0,146,0,19,2932
COIPASA,atencion odontologica,primera consulta,2021-08-01,1,0,2,1,0,1,4,3,0,1,0,1,0,0,14
COLCAPIRHUA,atencion odontologica,primera consulta,2021-08-01,21,19,27,36,14,21,38,93,9,16,0,14,0,3,311
"COLCHA ""K""",atencion odontologica,primera consulta,2021-08-01,1,4,26,10,1,8,15,39,4,3,0,7,0,0,118
COLLANA,atencion odontologica,primera consulta,2021-08-01,0,0,4,4,1,2,4,10,2,1,0,4,0,1,33
COLOMI,atencion odontologica,primera consulta,2021-08-01,9,13,36,26,4,9,19,48,3,6,0,9,0,3,185
COLPA BELGICA,atencion odontologica,primera consulta,2021-08-01,0,0,2,2,3,1,7,11,0,0,0,0,0,0,26
COLQUECHACA,atencion odontologica,primera consulta,2021-08-01,5,5,33,28,4,16,21,38,4,9,0,4,0,8,175
COLQUENCHA,atencion odontologica,primera consulta,2021-08-01,7,13,15,16,7,14,17,38,4,4,0,14,0,0,149
COLQUIRI,atencion odontologica,primera consulta,2021-08-01,16,3,16,18,2,8,16,22,2,3,0,6,0,1,113
COMANCHE,atencion odontologica,primera consulta,2021-08-01,0,0,0,3,1,1,0,2,0,1,0,1,0,0,9
COMARAPA,atencion odontologica,primera consulta,2021-08-01,19,20,28,31,14,22,26,68,6,5,0,1,0,4,244
CONCEPCION,atencion odontologica,primera consulta,2021-08-01,14,17,5,16,2,6,5,43,4,8,0,27,0,0,147
COPACABANA,atencion odontologica,primera consulta,2021-08-01,8,3,28,23,5,1,6,11,6,0,0,0,0,0,91
CORIPATA,atencion odontologica,primera consulta,2021-08-01,6,2,12,7,3,11,8,54,1,1,0,38,0,1,144
CORO CORO,atencion odontologica,primera consulta,2021-08-01,2,5,3,6,3,6,7,11,1,2,0,0,0,0,46
COROICO,atencion odontologica,primera consulta,2021-08-01,1,2,3,3,0,1,14,12,1,1,0,0,0,0,38
CORQUE,atencion odontologica,primera consulta,2021-08-01,6,5,17,14,2,9,8,16,3,2,0,9,0,0,91
COTAGAITA,atencion odontologica,primera consulta,2021-08-01,11,5,24,25,4,17,27,72,13,19,0,12,0,1,230
COTOCA,atencion odontologica,primera consulta,2021-08-01,15,19,44,41,12,18,35,75,13,4,0,11,0,1,288
CRUZ DE MACHACAMARCA,atencion odontologica,primera consulta,2021-08-01,2,1,1,0,0,0,0,0,0,0,0,0,0,0,4
CUATRO CAÑADAS,atencion odontologica,primera consulta,2021-08-01,4,3,12,16,2,7,7,36,1,0,0,2,0,1,91
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,primera consulta,2021-08-01,1,0,1,2,0,2,3,8,0,0,0,0,0,0,17
CUEVO,atencion odontologica,primera consulta,2021-08-01,0,0,3,4,2,3,5,24,2,1,0,4,0,0,48
CULPINA,atencion odontologica,primera consulta,2021-08-01,9,7,26,38,19,31,31,96,9,5,0,21,0,3,295
CURAHUARA DE CARANGAS,atencion odontologica,primera consulta,2021-08-01,2,2,16,15,18,14,7,17,2,5,0,4,0,2,104
CURVA,atencion odontologica,primera consulta,2021-08-01,1,0,2,3,4,5,11,4,4,0,0,0,0,0,34
DESAGUADERO,atencion odontologica,primera consulta,2021-08-01,11,5,1,4,1,1,4,7,2,1,0,0,0,0,37
EL ALTO,atencion odontologica,primera consulta,2021-08-01,145,151,203,230,67,112,214,579,67,63,0,182,0,14,2027
EL CHORO,atencion odontologica,primera consulta,2021-08-01,6,6,25,19,12,19,8,15,6,2,0,6,0,2,126
EL PUENTE(STC),atencion odontologica,primera consulta,2021-08-01,16,7,15,17,11,14,8,31,8,3,0,1,0,1,132
EL PUENTE(TJA),atencion odontologica,primera consulta,2021-08-01,2,0,41,34,8,14,38,67,18,31,0,2,0,0,255
EL TORNO,atencion odontologica,primera consulta,2021-08-01,158,133,82,60,22,40,51,142,18,27,0,48,0,30,811
EL VILLAR,atencion odontologica,primera consulta,2021-08-01,2,2,3,4,4,1,15,26,4,9,0,3,0,0,73
ENTRE RIOS TRJ,atencion odontologica,primera consulta,2021-08-01,20,8,18,27,12,22,56,82,12,13,0,3,0,0,273
ENTRE RIOS CBBA,atencion odontologica,primera consulta,2021-08-01,7,14,23,17,3,20,27,45,4,2,0,5,0,1,168
ESCARA,atencion odontologica,primera consulta,2021-08-01,0,1,4,1,0,1,2,2,0,1,0,1,0,0,13
ESCOMA,atencion odontologica,primera consulta,2021-08-01,0,2,1,5,1,1,2,4,0,2,0,1,0,0,19
ESMERALDA,atencion odontologica,primera consulta,2021-08-01,0,1,2,1,0,0,1,2,3,3,0,0,0,0,13
EUCALIPTUS,atencion odontologica,primera consulta,2021-08-01,0,6,6,2,3,9,4,9,7,2,0,6,0,0,54
FERNANDEZ ALONSO,atencion odontologica,primera consulta,2021-08-01,14,29,74,74,9,12,19,63,8,8,0,5,0,0,315
FILADELFIA,atencion odontologica,primera consulta,2021-08-01,19,14,20,15,2,8,18,19,7,7,0,3,0,1,133
GENERAL SAAVEDRA,atencion odontologica,primera consulta,2021-08-01,3,3,9,5,1,11,14,37,2,2,0,3,0,0,90
