,group,variable,month,CONSULTA NUEVA MENORES DE 5 AÑOS,CONSULTA NUEVA MENORES DE 5 AÑOS,CONSULTA NUEVA 5 A 13 AÑOS,CONSULTA NUEVA 5 A 13 AÑOS,CONSULTA NUEVA 14 A 19 AÑOS,CONSULTA NUEVA 14 A 19 AÑOS,CONSULTA NUEVA 20 A 59 AÑOS,CONSULTA NUEVA 20 A 59 AÑOS,CONSULTA NUEVA 60 AÑOS Y MAS,CONSULTA NUEVA 60 AÑOS Y MAS,CONSULTA NUEVA EMB,CONSULTA NUEVA EMB,CONSULTA NUEVA POST,CONSULTA NUEVA POST,TOTALES
ARQUE,atencion odontologica,consulta nueva,2021-06-01,28,32,20,56,3,39,39,75,13,10,0,4,0,1,320
ASCENCION DE GUARAYOS,atencion odontologica,consulta nueva,2021-06-01,84,79,103,106,29,38,21,127,9,16,0,45,0,13,670
ATOCHA,atencion odontologica,consulta nueva,2021-06-01,29,26,92,89,40,67,184,183,7,19,0,11,0,0,747
AUCAPATA,atencion odontologica,consulta nueva,2021-06-01,3,1,5,10,7,24,35,43,0,8,0,3,0,2,141
AYATA,atencion odontologica,consulta nueva,2021-06-01,2,1,16,8,15,22,22,56,8,4,0,2,0,0,156
AYO AYO,atencion odontologica,consulta nueva,2021-06-01,2,4,10,16,18,23,13,21,5,4,0,0,0,0,116
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,consulta nueva,2021-06-01,42,13,71,116,55,77,107,193,30,32,0,6,0,14,756
AZURDUY,atencion odontologica,consulta nueva,2021-06-01,16,1,52,50,21,68,29,125,9,0,0,5,0,0,376
BATALLAS,atencion odontologica,consulta nueva,2021-06-01,11,14,25,30,13,18,14,34,4,7,0,7,0,2,179
BAURES,atencion odontologica,consulta nueva,2021-06-01,4,3,2,1,4,4,29,33,2,0,0,1,0,0,83
BELEN DE ANDAMARCA,atencion odontologica,consulta nueva,2021-06-01,3,4,3,0,0,5,5,7,1,0,0,0,0,0,28
BELEN DE URMIRI,atencion odontologica,consulta nueva,2021-06-01,2,6,4,0,2,8,15,12,11,0,0,0,0,0,60
BELLA FLOR,atencion odontologica,consulta nueva,2021-06-01,4,1,8,8,0,2,2,4,0,0,0,0,0,0,29
BERMEJO,atencion odontologica,consulta nueva,2021-06-01,8,27,91,89,89,81,139,169,11,22,0,19,0,0,745
BETANZOS,atencion odontologica,consulta nueva,2021-06-01,66,24,79,53,24,110,93,178,34,29,0,17,0,1,708
BOLIVAR,atencion odontologica,consulta nueva,2021-06-01,9,18,11,11,24,32,27,22,9,0,0,0,0,0,163
BOYUIBE,atencion odontologica,consulta nueva,2021-06-01,0,3,17,20,2,19,14,59,4,0,0,0,0,0,138
BUENA VISTA,atencion odontologica,consulta nueva,2021-06-01,7,16,14,13,6,8,12,17,6,3,0,3,0,1,106
CABEZAS,atencion odontologica,consulta nueva,2021-06-01,17,15,25,47,7,23,20,82,14,11,0,5,0,0,266
CAIROMA,atencion odontologica,consulta nueva,2021-06-01,12,9,19,35,5,8,13,37,1,2,0,4,0,0,145
"CAIZA ""D""",atencion odontologica,consulta nueva,2021-06-01,5,7,16,35,6,11,9,59,9,9,0,14,0,7,187
CAJUATA,atencion odontologica,consulta nueva,2021-06-01,0,0,4,2,1,6,4,11,1,2,0,0,0,0,31
CALACOTO,atencion odontologica,consulta nueva,2021-06-01,4,8,11,8,0,11,8,16,10,2,0,0,0,0,78
CALAMARCA,atencion odontologica,consulta nueva,2021-06-01,17,8,23,19,18,28,33,79,6,9,0,14,0,2,256
CAMARGO,atencion odontologica,consulta nueva,2021-06-01,59,48,183,173,17,64,36,169,5,6,0,33,0,0,793
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,consulta nueva,2021-06-01,7,2,50,28,17,13,30,39,1,4,0,2,0,0,193
CAMIRI,atencion odontologica,consulta nueva,2021-06-01,70,72,71,47,9,24,36,178,29,27,0,73,0,10,646
CAPINOTA,atencion odontologica,consulta nueva,2021-06-01,45,37,91,152,58,84,73,196,21,14,0,12,0,2,785
CAQUIAVIRI,atencion odontologica,consulta nueva,2021-06-01,16,8,21,51,25,68,12,48,7,5,0,6,0,0,267
CARACOLLO,atencion odontologica,consulta nueva,2021-06-01,52,25,107,68,40,72,59,157,6,15,0,32,0,0,633
CARANAVI,atencion odontologica,consulta nueva,2021-06-01,65,47,84,131,59,97,104,212,32,18,0,47,0,9,905
CARAPARI,atencion odontologica,consulta nueva,2021-06-01,6,15,58,76,13,36,73,140,7,1,0,8,0,1,434
CARIPUYO,atencion odontologica,consulta nueva,2021-06-01,9,9,25,37,2,25,28,60,4,1,0,7,0,13,220
CARMEN RIVERO TORREZ,atencion odontologica,consulta nueva,2021-06-01,8,9,15,26,12,8,20,30,1,2,0,0,0,3,134
CATACORA,atencion odontologica,consulta nueva,2021-06-01,0,0,0,1,0,1,5,2,0,1,0,1,0,0,11
CHACARILLA,atencion odontologica,consulta nueva,2021-06-01,4,10,10,11,10,22,19,17,10,30,0,0,0,2,145
CHALLAPATA,atencion odontologica,consulta nueva,2021-06-01,57,51,168,194,66,146,112,350,63,71,0,66,0,12,1356
CHAQUI,atencion odontologica,consulta nueva,2021-06-01,30,21,63,63,25,51,21,80,11,11,0,16,0,6,398
CHARAGUA,atencion odontologica,consulta nueva,2021-06-01,40,60,10,21,13,55,42,115,23,28,0,32,0,10,449
CHARAÑA,atencion odontologica,consulta nueva,2021-06-01,3,0,7,3,18,10,11,11,7,1,0,0,0,0,71
CHAYANTA,atencion odontologica,consulta nueva,2021-06-01,20,35,34,29,31,16,22,108,4,6,0,8,0,4,317
CHIMORE,atencion odontologica,consulta nueva,2021-06-01,16,13,50,85,48,111,66,125,11,9,0,0,0,1,535
CHIPAYA,atencion odontologica,consulta nueva,2021-06-01,2,3,5,6,9,0,1,8,3,2,0,3,0,0,42
CHOQUE COTA,atencion odontologica,consulta nueva,2021-06-01,1,0,13,1,8,7,7,29,3,3,0,3,0,0,75
CHUA COCANI,atencion odontologica,consulta nueva,2021-06-01,8,9,4,21,0,9,3,36,8,8,0,3,0,0,109
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,consulta nueva,2021-06-01,6,5,12,8,4,1,14,4,3,0,0,0,0,0,57
CHUMA,atencion odontologica,consulta nueva,2021-06-01,15,8,60,44,21,64,67,99,25,12,0,3,0,0,418
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,consulta nueva,2021-06-01,6,5,29,41,12,23,9,44,3,4,0,2,0,0,178
CKOCHAS,atencion odontologica,consulta nueva,2021-06-01,8,3,24,41,5,18,34,75,14,11,0,8,0,8,249
CLIZA,atencion odontologica,consulta nueva,2021-06-01,28,25,92,97,19,64,47,143,28,36,0,3,0,0,582
COBIJA,atencion odontologica,consulta nueva,2021-06-01,156,180,181,175,76,116,157,389,106,20,0,111,0,38,1705
COCAPATA,atencion odontologica,consulta nueva,2021-06-01,41,19,96,122,71,90,61,170,12,5,0,5,0,13,705
COCHABAMBA,atencion odontologica,consulta nueva,2021-06-01,387,522,1094,1228,496,782,1200,2502,351,284,0,248,0,49,9143
COIPASA,atencion odontologica,consulta nueva,2021-06-01,1,4,15,3,0,10,8,17,10,0,0,3,0,0,71
COLCAPIRHUA,atencion odontologica,consulta nueva,2021-06-01,62,41,193,169,34,116,129,320,46,10,0,7,0,0,1127
"COLCHA ""K""",atencion odontologica,consulta nueva,2021-06-01,12,17,51,65,17,47,79,142,6,10,0,3,0,0,449
COLLANA,atencion odontologica,consulta nueva,2021-06-01,17,9,37,70,24,40,27,65,2,3,0,6,0,0,300
COLOMI,atencion odontologica,consulta nueva,2021-06-01,6,7,20,32,8,17,5,31,10,6,0,1,0,0,143
COLPA BELGICA,atencion odontologica,consulta nueva,2021-06-01,4,8,11,14,9,1,10,23,0,1,0,0,0,0,81
COLQUECHACA,atencion odontologica,consulta nueva,2021-06-01,20,17,20,30,25,37,41,90,13,9,0,3,0,5,310
COLQUENCHA,atencion odontologica,consulta nueva,2021-06-01,34,22,75,85,19,53,45,130,4,1,0,27,0,2,497
COLQUIRI,atencion odontologica,consulta nueva,2021-06-01,11,4,17,42,26,24,63,66,5,8,0,1,0,0,267
COMARAPA,atencion odontologica,consulta nueva,2021-06-01,25,21,27,41,40,84,35,102,10,20,0,2,0,0,407
COPACABANA,atencion odontologica,consulta nueva,2021-06-01,0,1,1,2,0,0,1,2,0,0,0,0,0,0,7
CORIPATA,atencion odontologica,consulta nueva,2021-06-01,12,6,23,24,4,6,14,21,3,1,0,0,0,0,114
CORO CORO,atencion odontologica,consulta nueva,2021-06-01,0,2,23,34,7,28,11,29,6,9,0,1,0,0,150
COROICO,atencion odontologica,consulta nueva,2021-06-01,28,26,79,96,45,46,87,179,15,4,0,6,0,3,614
CORQUE,atencion odontologica,consulta nueva,2021-06-01,4,6,11,20,16,22,35,59,17,5,0,3,0,0,198
COTAGAITA,atencion odontologica,consulta nueva,2021-06-01,73,61,128,152,68,113,147,293,68,56,0,48,0,9,1216
COTOCA,atencion odontologica,consulta nueva,2021-06-01,13,33,30,41,18,22,46,97,8,4,0,0,0,0,312
CRUZ DE MACHACAMARCA,atencion odontologica,consulta nueva,2021-06-01,0,0,6,5,0,0,5,2,1,1,0,0,0,0,20
CUATRO CAÑADAS,atencion odontologica,consulta nueva,2021-06-01,2,4,9,16,0,9,8,30,2,0,0,13,0,0,93
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,consulta nueva,2021-06-01,2,14,12,22,13,14,32,17,8,7,0,2,0,2,145
CUEVO,atencion odontologica,consulta nueva,2021-06-01,1,1,6,8,2,19,11,54,6,2,0,7,0,0,117
CULPINA,atencion odontologica,consulta nueva,2021-06-01,15,24,37,48,29,46,74,180,16,17,0,20,0,2,508
CURAHUARA DE CARANGAS,atencion odontologica,consulta nueva,2021-06-01,1,12,29,22,12,16,20,64,7,22,0,1,0,0,206
CURVA,atencion odontologica,consulta nueva,2021-06-01,0,7,13,13,7,10,11,18,2,7,0,0,0,0,88
EL ALTO,atencion odontologica,consulta nueva,2021-06-01,238,285,764,880,355,513,542,1314,156,79,0,268,0,26,5420
EL CHORO,atencion odontologica,consulta nueva,2021-06-01,15,13,25,45,10,30,48,39,5,11,0,5,0,0,246
EL PUENTE(STC),atencion odontologica,consulta nueva,2021-06-01,52,53,38,120,8,41,40,159,29,12,0,9,0,8,569
EL PUENTE(TJA),atencion odontologica,consulta nueva,2021-06-01,4,2,48,101,28,70,61,196,6,18,0,4,0,0,538
EL TORNO,atencion odontologica,consulta nueva,2021-06-01,151,153,43,38,24,76,71,242,65,31,0,45,0,61,1000
EL VILLAR,atencion odontologica,consulta nueva,2021-06-01,7,2,2,20,13,16,84,112,25,30,0,3,0,0,314
ENTRE RIOS TRJ,atencion odontologica,consulta nueva,2021-06-01,8,7,29,23,9,35,44,102,10,9,0,4,0,1,281
ENTRE RIOS CBBA,atencion odontologica,consulta nueva,2021-06-01,61,47,124,141,74,179,94,243,9,10,0,27,0,14,1023
ESCARA,atencion odontologica,consulta nueva,2021-06-01,0,11,1,11,2,9,6,3,0,2,0,0,0,0,45
ESCOMA,atencion odontologica,consulta nueva,2021-06-01,0,1,7,18,22,8,16,16,6,2,0,0,0,1,97
ESMERALDA,atencion odontologica,consulta nueva,2021-06-01,0,0,1,0,13,0,1,5,0,2,0,0,0,0,22
EUCALIPTUS,atencion odontologica,consulta nueva,2021-06-01,3,2,33,24,26,5,14,49,12,12,0,4,0,0,184
FERNANDEZ ALONSO,atencion odontologica,consulta nueva,2021-06-01,13,6,39,12,3,18,11,83,8,0,0,0,0,0,193
FILADELFIA,atencion odontologica,consulta nueva,2021-06-01,39,22,29,42,8,22,11,38,4,1,0,8,0,0,224
GENERAL SAAVEDRA,atencion odontologica,consulta nueva,2021-06-01,3,0,16,23,17,27,20,85,1,7,0,6,0,2,207
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,consulta nueva,2021-06-01,12,20,26,54,21,41,38,95,18,6,0,15,0,3,349
GUANAY,atencion odontologica,consulta nueva,2021-06-01,1,5,4,4,0,17,13,18,1,3,0,0,0,1,67
GUAQUI,atencion odontologica,consulta nueva,2021-06-01,4,6,15,13,13,20,17,52,16,14,0,6,0,1,177
GUAYARAMERIN,atencion odontologica,consulta nueva,2021-06-01,24,19,46,73,22,57,31,105,3,9,0,25,0,6,420
GUTIERREZ,atencion odontologica,consulta nueva,2021-06-01,2,4,19,7,16,37,18,42,4,0,0,0,0,0,149
HUACARETA,atencion odontologica,consulta nueva,2021-06-01,2,1,8,6,7,4,8,41,6,11,0,0,0,0,94
HUACAYA (VILLA DE HUACAYA),atencion odontologica,consulta nueva,2021-06-01,2,2,9,20,1,6,5,14,0,0,0,4,0,0,63
HUACHACALLA,atencion odontologica,consulta nueva,2021-06-01,2,1,0,0,3,1,4,3,4,0,0,1,0,1,20
HUANUNI,atencion odontologica,consulta nueva,2021-06-01,18,41,147,164,64,82,78,250,22,19,0,33,0,2,920
HUARACAJE,atencion odontologica,consulta nueva,2021-06-01,0,0,6,1,0,3,2,4,0,1,0,1,0,0,18
HUARINA,atencion odontologica,consulta nueva,2021-06-01,6,5,10,12,4,3,17,50,20,6,0,6,0,2,141
HUATAJATA,atencion odontologica,consulta nueva,2021-06-01,11,3,15,23,12,21,17,29,8,5,0,0,0,0,144
HUAYLLAMARCA,atencion odontologica,consulta nueva,2021-06-01,22,6,46,41,9,28,46,110,36,18,0,14,0,2,378
HUMANATA,atencion odontologica,consulta nueva,2021-06-01,0,3,6,4,2,4,11,17,10,8,0,0,0,0,65
ICHOCA,atencion odontologica,consulta nueva,2021-06-01,9,9,7,19,5,19,21,33,11,5,0,6,0,12,156
ICLA,atencion odontologica,consulta nueva,2021-06-01,63,52,60,50,55,62,55,125,6,5,0,17,0,0,550
INCAHUASI,atencion odontologica,consulta nueva,2021-06-01,1,6,39,59,18,66,43,114,1,5,0,1,0,0,353
INQUISIVI,atencion odontologica,consulta nueva,2021-06-01,4,9,17,19,8,15,28,43,9,8,0,3,0,4,167
IRUPANA (VILLA DE LANZA),atencion odontologica,consulta nueva,2021-06-01,41,31,104,45,15,26,63,150,20,18,0,21,0,13,547
IXIAMAS,atencion odontologica,consulta nueva,2021-06-01,6,3,36,45,9,31,26,56,2,0,0,0,0,3,217
JESUS DE MACHACA,atencion odontologica,consulta nueva,2021-06-01,21,21,26,52,34,53,47,107,34,28,0,9,0,4,436
LA ASUNTA,atencion odontologica,consulta nueva,2021-06-01,60,68,159,187,87,136,138,338,13,11,0,25,0,8,1230
LA GUARDIA,atencion odontologica,consulta nueva,2021-06-01,65,50,0,0,0,5,2,15,30,28,0,10,0,7,212
LA PAZ,atencion odontologica,consulta nueva,2021-06-01,734,712,1587,1458,550,708,1509,2950,519,398,0,300,0,38,11463
LA RIVERA,atencion odontologica,consulta nueva,2021-06-01,0,0,9,21,1,5,0,4,4,0,0,0,0,0,44
LAGUNILLAS,atencion odontologica,consulta nueva,2021-06-01,4,20,11,7,3,4,6,28,4,0,0,7,0,1,95
LAJA,atencion odontologica,consulta nueva,2021-06-01,60,61,56,62,16,19,24,76,8,8,0,15,0,2,407
LAS CARRERAS,atencion odontologica,consulta nueva,2021-06-01,3,13,23,51,4,17,24,82,7,8,0,6,0,0,238
LICOMA PAMPA,atencion odontologica,consulta nueva,2021-06-01,7,0,0,15,0,0,0,7,0,0,0,0,0,0,29
LLALLAGUA,atencion odontologica,consulta nueva,2021-06-01,67,100,126,135,52,115,64,274,25,17,0,27,0,6,1008
LLICA,atencion odontologica,consulta nueva,2021-06-01,2,11,11,22,7,8,23,18,1,9,0,2,0,0,114
LORETO,atencion odontologica,consulta nueva,2021-06-01,0,0,0,1,0,2,3,6,0,1,0,0,0,0,13
LURIBAY,atencion odontologica,consulta nueva,2021-06-01,0,6,7,12,1,3,22,21,3,1,0,0,0,0,76
MACHACAMARCA,atencion odontologica,consulta nueva,2021-06-01,10,19,54,40,3,37,32,88,12,16,0,4,0,0,315
MACHARETI,atencion odontologica,consulta nueva,2021-06-01,6,2,7,9,1,6,13,32,3,4,0,4,0,1,88
MAGDALENA,atencion odontologica,consulta nueva,2021-06-01,1,0,11,15,4,11,18,17,9,3,0,0,0,0,89
MAIRANA,atencion odontologica,consulta nueva,2021-06-01,9,10,11,34,0,10,1,13,0,0,0,2,0,3,93
MALLA,atencion odontologica,consulta nueva,2021-06-01,0,1,4,11,2,8,7,0,2,0,0,0,0,1,36
MAPIRI,atencion odontologica,consulta nueva,2021-06-01,4,15,19,31,9,9,10,51,4,5,0,11,0,1,169
MECAPACA,atencion odontologica,consulta nueva,2021-06-01,15,22,37,62,22,50,78,108,37,12,0,3,0,0,446
MINEROS,atencion odontologica,consulta nueva,2021-06-01,29,16,1,2,2,11,2,22,47,38,0,24,0,3,197
MIZQUE,atencion odontologica,consulta nueva,2021-06-01,6,7,37,59,6,25,30,54,20,3,0,4,0,1,252
MOCOMOCO,atencion odontologica,consulta nueva,2021-06-01,1,10,25,29,12,26,41,44,25,21,0,0,0,0,234
MOJINETE,atencion odontologica,consulta nueva,2021-06-01,1,4,10,11,2,1,6,21,0,3,0,1,0,0,60
MOJOCOYA,atencion odontologica,consulta nueva,2021-06-01,28,26,43,99,24,51,61,153,12,10,0,5,0,0,512
MONTEAGUDO,atencion odontologica,consulta nueva,2021-06-01,19,8,105,74,36,86,132,195,28,14,0,5,0,5,707
MONTERO,atencion odontologica,consulta nueva,2021-06-01,155,187,345,376,115,213,263,639,48,46,0,99,0,20,2506
MORO MORO,atencion odontologica,consulta nueva,2021-06-01,0,9,4,9,1,1,10,13,0,1,0,0,0,0,48
MOROCHATA,atencion odontologica,consulta nueva,2021-06-01,11,5,21,54,16,69,34,86,25,32,0,0,0,0,353
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,consulta nueva,2021-06-01,1,0,5,20,5,3,2,11,0,0,0,0,0,0,47
NAZACARA DE PACAJES,atencion odontologica,consulta nueva,2021-06-01,0,2,0,1,0,0,1,0,1,0,0,0,0,0,5
OCURI,atencion odontologica,consulta nueva,2021-06-01,33,24,31,66,19,76,56,136,38,37,0,35,0,5,556
OKINAWA,atencion odontologica,consulta nueva,2021-06-01,0,1,1,4,1,3,2,11,1,2,0,0,0,0,26
OMEREQUE,atencion odontologica,consulta nueva,2021-06-01,0,1,0,1,0,0,2,11,1,1,0,0,0,0,17
ORURO,atencion odontologica,consulta nueva,2021-06-01,338,332,812,986,296,597,855,2017,213,109,0,307,0,64,6926
PADCAYA,atencion odontologica,consulta nueva,2021-06-01,0,1,26,15,7,18,27,120,6,4,0,1,0,0,225
PADILLA,atencion odontologica,consulta nueva,2021-06-01,4,4,38,49,25,70,68,100,14,1,0,17,0,2,392
PAILON,atencion odontologica,consulta nueva,2021-06-01,11,17,43,35,19,15,32,78,12,10,0,8,0,10,290
PALCA,atencion odontologica,consulta nueva,2021-06-01,25,32,58,58,24,36,69,122,30,25,0,3,0,0,482
PALOS BLANCOS,atencion odontologica,consulta nueva,2021-06-01,12,15,72,72,15,26,54,74,11,6,0,4,0,14,375
PAMPA AULLAGAS,atencion odontologica,consulta nueva,2021-06-01,15,0,19,29,5,8,10,17,0,4,0,3,0,0,110
PAMPA GRANDE,atencion odontologica,consulta nueva,2021-06-01,3,6,6,7,0,1,9,7,2,1,0,0,0,0,42
PAPEL PAMPA,atencion odontologica,consulta nueva,2021-06-01,14,9,7,14,7,2,24,40,22,14,0,7,0,2,162
PASORAPA,atencion odontologica,consulta nueva,2021-06-01,4,13,9,18,5,24,16,26,11,7,0,0,0,0,133
PATACAMAYA,atencion odontologica,consulta nueva,2021-06-01,54,43,97,153,25,38,22,134,1,2,0,9,0,14,592
PAZÑA,atencion odontologica,consulta nueva,2021-06-01,8,6,42,41,16,55,21,66,7,11,0,11,0,0,284
PELECHUCO,atencion odontologica,consulta nueva,2021-06-01,11,29,18,23,7,12,25,47,7,0,0,1,0,1,181
POCOATA,atencion odontologica,consulta nueva,2021-06-01,111,113,180,225,22,150,146,329,73,91,0,22,0,34,1496
POCONA,atencion odontologica,consulta nueva,2021-06-01,2,4,14,32,24,28,42,65,9,7,0,6,0,6,239
POJO (CBBA),atencion odontologica,consulta nueva,2021-06-01,21,10,55,52,45,37,39,107,3,8,0,6,0,5,388
POOPO,atencion odontologica,consulta nueva,2021-06-01,10,7,25,42,3,27,29,75,5,4,0,21,0,3,251
PORCO,atencion odontologica,consulta nueva,2021-06-01,5,14,16,16,6,40,9,75,5,4,0,29,0,0,219
POROMA,atencion odontologica,consulta nueva,2021-06-01,11,21,75,85,21,35,74,183,26,3,0,8,0,4,546
PORONGO,atencion odontologica,consulta nueva,2021-06-01,11,4,23,30,11,18,159,186,41,32,0,3,0,10,528
PORTACHUELO,atencion odontologica,consulta nueva,2021-06-01,0,0,2,2,0,0,0,6,4,1,0,0,0,3,18
PORVENIR,atencion odontologica,consulta nueva,2021-06-01,10,10,50,62,23,44,26,102,1,7,0,11,0,3,349
POSTRER VALLE,atencion odontologica,consulta nueva,2021-06-01,4,0,2,7,0,3,4,7,3,0,0,0,0,0,30
POTOSI,atencion odontologica,consulta nueva,2021-06-01,220,143,384,543,109,275,345,1121,63,66,0,88,0,19,3376
PRESTO,atencion odontologica,consulta nueva,2021-06-01,14,18,26,20,11,41,64,100,1,9,0,7,0,8,319
PUCARA,atencion odontologica,consulta nueva,2021-06-01,1,3,0,1,0,1,0,2,2,0,0,0,0,0,10
PUCARANI,atencion odontologica,consulta nueva,2021-06-01,23,33,68,67,46,77,54,152,20,15,0,6,0,2,563
PUERTO ACOSTA,atencion odontologica,consulta nueva,2021-06-01,6,0,15,21,21,25,32,32,5,14,0,2,0,2,175
PUERTO CARABUCO,atencion odontologica,consulta nueva,2021-06-01,3,7,16,8,16,14,27,44,6,9,0,0,0,0,150
PUERTO GONZALO MORENO,atencion odontologica,consulta nueva,2021-06-01,16,13,72,169,29,70,48,77,9,0,0,6,0,1,510
PUERTO QUIJARRO,atencion odontologica,consulta nueva,2021-06-01,20,17,4,3,0,0,3,4,0,4,0,2,0,0,57
PUERTO RICO,atencion odontologica,consulta nueva,2021-06-01,11,6,17,26,14,18,25,50,5,4,0,6,0,3,185
PUERTO SUAREZ,atencion odontologica,consulta nueva,2021-06-01,0,1,5,7,3,0,3,9,0,0,0,0,0,0,28
PUERTO VILLARROEL,atencion odontologica,consulta nueva,2021-06-01,80,84,284,373,188,176,218,519,18,4,0,66,0,29,2039
PUNA,atencion odontologica,consulta nueva,2021-06-01,20,8,41,40,26,43,43,107,23,22,0,8,0,6,387
PUNATA,atencion odontologica,consulta nueva,2021-06-01,30,29,102,108,52,95,107,200,19,23,0,4,0,1,770
QUIABAYA,atencion odontologica,consulta nueva,2021-06-01,4,0,7,11,6,2,20,36,1,0,0,0,0,0,87
QUILLACOLLO,atencion odontologica,consulta nueva,2021-06-01,150,156,349,537,143,340,253,870,49,42,0,37,0,7,2933
QUIME,atencion odontologica,consulta nueva,2021-06-01,15,5,60,28,11,17,81,33,4,1,0,0,0,0,255
QUIRUSILLAS,atencion odontologica,consulta nueva,2021-06-01,4,4,7,23,9,6,18,37,9,4,0,2,0,0,123
RAVELO,atencion odontologica,consulta nueva,2021-06-01,47,55,93,130,40,104,103,304,75,84,0,36,0,15,1086
RIBERALTA,atencion odontologica,consulta nueva,2021-06-01,113,120,100,152,47,103,121,313,29,9,0,129,0,1,1237
ROBORE,atencion odontologica,consulta nueva,2021-06-01,3,7,7,6,2,6,12,16,4,2,0,0,0,0,65
RURRENABAQUE,atencion odontologica,consulta nueva,2021-06-01,8,6,30,37,10,14,11,63,12,7,0,4,0,2,204
SABAYA,atencion odontologica,consulta nueva,2021-06-01,11,5,37,36,7,14,32,51,27,8,0,4,0,0,232
SACABA,atencion odontologica,consulta nueva,2021-06-01,149,190,470,579,216,289,316,736,67,39,0,19,0,0,3070
SACABAMBA,atencion odontologica,consulta nueva,2021-06-01,5,0,10,10,0,15,12,26,2,2,0,2,0,2,86
SACACA,atencion odontologica,consulta nueva,2021-06-01,24,11,114,132,69,111,73,186,33,32,0,21,0,4,810
SAIPINA,atencion odontologica,consulta nueva,2021-06-01,4,5,4,8,0,0,8,15,2,2,0,27,0,6,81
SALINAS DE GARCI MENDOZA,atencion odontologica,consulta nueva,2021-06-01,16,28,66,88,19,29,46,98,46,29,0,13,0,5,483
SAMAIPATA,atencion odontologica,consulta nueva,2021-06-01,1,5,12,13,3,3,6,14,7,2,0,3,0,1,70
SAN AGUSTIN,atencion odontologica,consulta nueva,2021-06-01,2,0,1,3,0,7,5,2,0,0,0,0,0,0,20
SAN ANDRES,atencion odontologica,consulta nueva,2021-06-01,0,3,9,7,4,6,29,34,6,5,0,0,0,0,103
SAN ANDRES DE MACHACA,atencion odontologica,consulta nueva,2021-06-01,15,2,13,13,1,7,10,19,22,24,0,3,0,2,131
SAN ANTONIO DE ESMORUCO,atencion odontologica,consulta nueva,2021-06-01,16,20,4,7,4,1,5,4,0,0,0,0,0,0,61
SAN ANTONIO DE LOMERIO,atencion odontologica,consulta nueva,2021-06-01,0,1,0,0,2,2,2,5,1,1,0,0,0,0,14
SAN BENITO,atencion odontologica,consulta nueva,2021-06-01,27,9,80,130,36,30,22,96,10,15,0,6,0,0,461
SAN BORJA,atencion odontologica,consulta nueva,2021-06-01,25,17,53,64,22,58,50,95,16,10,0,7,0,7,424
SAN BUENA VENTURA,atencion odontologica,consulta nueva,2021-06-01,1,7,15,15,2,4,5,24,4,1,0,4,0,0,82
SAN CARLOS,atencion odontologica,consulta nueva,2021-06-01,9,12,17,26,18,36,22,36,10,11,0,6,0,2,205
SAN IGNACIO,atencion odontologica,consulta nueva,2021-06-01,11,7,26,47,12,35,15,68,8,4,0,0,0,0,233
SAN IGNACIO DE VELASCO,atencion odontologica,consulta nueva,2021-06-01,56,56,12,22,16,27,30,106,12,31,0,19,0,17,404
SAN JAVIER(BNI),atencion odontologica,consulta nueva,2021-06-01,0,2,6,5,1,6,0,5,0,0,0,0,0,0,25
SAN JAVIER(STC),atencion odontologica,consulta nueva,2021-06-01,13,10,3,1,1,0,2,25,2,2,0,14,0,1,74
SAN JOAQUIN,atencion odontologica,consulta nueva,2021-06-01,5,0,7,14,6,33,16,24,2,1,0,1,0,3,112
SAN JOSE DE CHIQUITOS,atencion odontologica,consulta nueva,2021-06-01,0,0,10,11,6,3,6,27,3,1,0,0,0,0,67
SAN JUAN DE YAPACANI,atencion odontologica,consulta nueva,2021-06-01,9,7,26,27,13,17,12,29,5,8,0,3,0,2,158
SAN JULIAN,atencion odontologica,consulta nueva,2021-06-01,44,33,56,29,17,37,51,111,6,9,0,21,0,27,441
SAN LORENZO(PND),atencion odontologica,consulta nueva,2021-06-01,10,13,18,28,0,9,3,19,1,0,0,4,0,0,105
SAN LORENZO(TJA),atencion odontologica,consulta nueva,2021-06-01,17,15,67,78,47,76,92,230,16,18,0,2,0,1,659
SAN LUCAS,atencion odontologica,consulta nueva,2021-06-01,66,56,90,70,51,89,77,284,11,22,0,45,0,3,864
SAN MATIAS,atencion odontologica,consulta nueva,2021-06-01,16,11,7,4,4,2,4,20,5,4,0,12,0,2,91
SAN MIGUEL DE VELASCO,atencion odontologica,consulta nueva,2021-06-01,30,24,22,35,16,52,59,116,8,9,0,22,0,0,393
SAN PABLO DE LIPEZ,atencion odontologica,consulta nueva,2021-06-01,5,9,39,50,25,6,16,29,4,5,0,1,0,0,189
SAN PEDRO,atencion odontologica,consulta nueva,2021-06-01,14,5,24,24,20,24,35,108,4,4,0,23,0,0,285
SAN PEDRO DE BUENA VISTA,atencion odontologica,consulta nueva,2021-06-01,63,69,142,141,52,97,167,348,43,50,0,51,0,28,1251
