,group,variable,month,ENDODONCIA MENORES DE 5 AÑOS,ENDODONCIA MENORES DE 5 AÑOS,ENDODONCIA 5 A 13 AÑOS,ENDODONCIA 5 A 13 AÑOS,ENDODONCIA 14 A 19 AÑOS,ENDODONCIA 14 A 19 AÑOS,ENDODONCIA 20 A 59 AÑOS,ENDODONCIA 20 A 59 AÑOS,ENDODONCIA 60 AÑOS Y MAS,ENDODONCIA 60 AÑOS Y MAS,ENDODONCIA EMB,ENDODONCIA EMB,ENDODONCIA POST,ENDODONCIA POST,TOTALES
SAN JAVIER(STC),atencion odontologica,endodoncia,2021-06-01,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4
SAN JOAQUIN,atencion odontologica,endodoncia,2021-06-01,0,1,0,1,2,2,4,4,0,0,0,0,0,0,14
SAN JOSE DE CHIQUITOS,atencion odontologica,endodoncia,2021-06-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
SAN JUAN DE YAPACANI,atencion odontologica,endodoncia,2021-06-01,0,4,1,0,0,0,1,0,1,0,0,0,0,0,7
SAN JULIAN,atencion odontologica,endodoncia,2021-06-01,2,0,0,1,3,1,0,6,0,0,0,0,0,0,13
SAN LORENZO(TJA),atencion odontologica,endodoncia,2021-06-01,0,0,5,3,2,10,3,24,1,0,0,0,0,0,48
SAN LUCAS,atencion odontologica,endodoncia,2021-06-01,1,0,9,11,6,8,8,29,0,0,0,0,0,0,72
SAN MATIAS,atencion odontologica,endodoncia,2021-06-01,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2
SAN MIGUEL DE VELASCO,atencion odontologica,endodoncia,2021-06-01,0,0,2,4,2,12,0,5,0,0,0,0,0,0,25
SAN PABLO DE LIPEZ,atencion odontologica,endodoncia,2021-06-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
SAN PEDRO,atencion odontologica,endodoncia,2021-06-01,0,0,2,1,0,0,0,3,0,1,0,0,0,0,7
SAN PEDRO DE BUENA VISTA,atencion odontologica,endodoncia,2021-06-01,5,0,7,3,0,5,6,18,1,1,0,0,0,0,46
SAN PEDRO DE CURAHUARA,atencion odontologica,endodoncia,2021-06-01,2,2,0,0,0,0,6,1,0,0,0,0,0,0,11
SAN PEDRO DE MACHA,atencion odontologica,endodoncia,2021-06-01,0,0,3,6,3,11,4,15,1,1,0,0,0,0,44
SAN PEDRO DE TIQUINA,atencion odontologica,endodoncia,2021-06-01,0,0,0,1,1,1,2,0,0,0,0,0,0,0,5
SAN RAFAEL,atencion odontologica,endodoncia,2021-06-01,0,1,0,0,0,0,0,3,0,0,0,0,0,0,4
SAN RAMON BENI,atencion odontologica,endodoncia,2021-06-01,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9
SANTA ANA,atencion odontologica,endodoncia,2021-06-01,0,0,0,0,1,2,0,0,4,1,0,0,0,0,8
SANTA CRUZ DE LA SIERRA,atencion odontologica,endodoncia,2021-06-01,36,37,84,88,82,115,426,503,51,39,0,0,0,0,1461
SANTA ROSA,atencion odontologica,endodoncia,2021-06-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
SANTA ROSA DEL SARA,atencion odontologica,endodoncia,2021-06-01,1,0,3,2,0,11,1,3,0,0,0,0,0,0,21
SANTIAGO DE HUARI,atencion odontologica,endodoncia,2021-06-01,0,0,4,3,3,0,4,3,1,2,0,0,0,0,20
SANTIAGO DE HUATA,atencion odontologica,endodoncia,2021-06-01,0,0,0,1,0,6,3,4,0,0,0,0,0,0,14
SANTIVAÑES,atencion odontologica,endodoncia,2021-06-01,0,0,1,0,0,0,6,2,3,0,0,0,0,0,12
SANTUARIO DE QUILLACAS,atencion odontologica,endodoncia,2021-06-01,0,1,2,2,1,1,0,1,2,0,0,0,0,0,10
SAPAHAQUI,atencion odontologica,endodoncia,2021-06-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
SENA,atencion odontologica,endodoncia,2021-06-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
SHINAOTA,atencion odontologica,endodoncia,2021-06-01,0,0,2,0,0,1,0,1,0,0,0,0,0,0,4
SICA SICA (VILLA AROMA),atencion odontologica,endodoncia,2021-06-01,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3
SIPE SIPE,atencion odontologica,endodoncia,2021-06-01,1,1,4,15,1,2,1,4,0,0,0,0,0,0,29
SOPACHUY,atencion odontologica,endodoncia,2021-06-01,0,0,0,5,0,5,2,3,0,0,0,0,0,0,15
SORACACHI,atencion odontologica,endodoncia,2021-06-01,0,0,1,0,0,0,2,2,0,0,0,0,0,0,5
SORATA,atencion odontologica,endodoncia,2021-06-01,3,4,19,14,2,6,5,8,0,0,0,0,0,0,61
SUCRE,atencion odontologica,endodoncia,2021-06-01,15,20,45,64,25,64,82,125,5,5,0,0,0,0,450
TACACOMA,atencion odontologica,endodoncia,2021-06-01,0,2,0,1,3,2,8,6,2,0,0,0,0,0,24
TACOPAYA,atencion odontologica,endodoncia,2021-06-01,0,0,0,1,1,2,4,13,4,4,0,0,0,0,29
TAHUA,atencion odontologica,endodoncia,2021-06-01,0,0,0,2,0,0,2,0,1,0,0,0,0,0,5
TAPACARI,atencion odontologica,endodoncia,2021-06-01,1,0,0,1,0,3,0,3,0,2,0,0,0,0,10
TARABUCO,atencion odontologica,endodoncia,2021-06-01,0,0,5,3,1,5,2,10,0,0,0,0,0,0,26
TARACO,atencion odontologica,endodoncia,2021-06-01,0,0,0,0,0,1,4,1,3,3,0,0,0,0,12
TARATA,atencion odontologica,endodoncia,2021-06-01,0,0,0,1,0,0,1,2,1,1,0,0,0,0,6
TARIJA,atencion odontologica,endodoncia,2021-06-01,7,2,17,21,16,30,59,100,28,19,0,0,0,0,299
TARVITA,atencion odontologica,endodoncia,2021-06-01,0,0,1,0,0,4,0,6,0,0,0,0,0,0,11
TEOPONTE,atencion odontologica,endodoncia,2021-06-01,0,0,0,1,0,1,0,4,0,0,0,0,0,0,6
TIAHUANACU,atencion odontologica,endodoncia,2021-06-01,0,0,0,2,0,1,2,0,0,0,0,0,0,0,5
TINGUIPAYA,atencion odontologica,endodoncia,2021-06-01,0,0,0,3,1,1,0,2,0,0,0,0,0,0,7
TIPUANI,atencion odontologica,endodoncia,2021-06-01,0,0,0,0,0,2,0,2,0,0,0,0,0,0,4
TIQUIPAYA,atencion odontologica,endodoncia,2021-06-01,6,4,3,3,2,4,0,9,1,0,0,0,0,0,32
TIRAQUE (CBBA),atencion odontologica,endodoncia,2021-06-01,0,0,0,2,0,0,0,2,0,0,0,0,0,0,4
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,endodoncia,2021-06-01,0,0,0,0,0,2,1,5,2,0,0,0,0,0,10
TOCO,atencion odontologica,endodoncia,2021-06-01,0,0,0,1,0,0,2,1,0,0,0,0,0,0,4
TOLEDO,atencion odontologica,endodoncia,2021-06-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TOMAVE,atencion odontologica,endodoncia,2021-06-01,1,1,5,1,2,1,3,9,0,0,0,0,0,0,23
TOMINA,atencion odontologica,endodoncia,2021-06-01,1,0,4,2,1,2,1,10,0,0,0,0,0,0,21
TORO TORO,atencion odontologica,endodoncia,2021-06-01,0,0,5,10,0,5,3,8,2,0,0,0,0,0,33
TOTORA(CBBA),atencion odontologica,endodoncia,2021-06-01,0,0,2,0,0,0,1,2,0,0,0,0,0,0,5
TOTORA(ORR),atencion odontologica,endodoncia,2021-06-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TRINIDAD,atencion odontologica,endodoncia,2021-06-01,0,0,10,15,1,8,16,27,0,5,0,0,0,0,82
TUPIZA,atencion odontologica,endodoncia,2021-06-01,5,4,8,25,6,17,11,35,10,3,0,0,0,0,124
TURCO,atencion odontologica,endodoncia,2021-06-01,0,0,1,6,1,1,1,6,1,1,0,0,0,0,18
UMALA,atencion odontologica,endodoncia,2021-06-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
UNCIA,atencion odontologica,endodoncia,2021-06-01,2,0,2,3,3,3,6,8,1,0,0,0,0,0,28
URIONDO (A. CONCEPCION),atencion odontologica,endodoncia,2021-06-01,0,0,3,0,0,1,3,12,0,0,0,0,0,0,19
URUBICHA,atencion odontologica,endodoncia,2021-06-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
UYUNI,atencion odontologica,endodoncia,2021-06-01,18,13,24,18,3,11,20,51,0,5,0,0,0,0,163
VACAS,atencion odontologica,endodoncia,2021-06-01,0,2,1,2,0,0,5,4,0,0,0,0,0,0,14
VALLEGRANDE,atencion odontologica,endodoncia,2021-06-01,0,1,0,4,0,0,6,18,0,0,0,0,0,0,29
VIACHA,atencion odontologica,endodoncia,2021-06-01,4,2,11,5,3,12,15,24,11,3,0,0,0,0,90
VILA VILA,atencion odontologica,endodoncia,2021-06-01,0,0,2,2,0,1,0,0,0,0,0,0,0,0,5
VILLA CHARCAS,atencion odontologica,endodoncia,2021-06-01,4,0,3,5,0,1,0,3,0,0,0,0,0,0,16
VILLA MONTES,atencion odontologica,endodoncia,2021-06-01,0,0,2,4,1,0,1,3,8,0,0,0,0,0,19
VILLA RIVERO,atencion odontologica,endodoncia,2021-06-01,0,0,5,2,2,1,1,0,0,0,0,0,0,0,11
VILLA SERRANO,atencion odontologica,endodoncia,2021-06-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
VILLA TUNARI,atencion odontologica,endodoncia,2021-06-01,0,7,8,30,9,25,25,84,4,6,0,0,0,0,198
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,endodoncia,2021-06-01,0,1,0,0,0,0,1,6,0,0,0,0,0,0,8
VILLAZON,atencion odontologica,endodoncia,2021-06-01,5,12,8,11,7,7,9,18,2,2,0,0,0,0,81
VINTO,atencion odontologica,endodoncia,2021-06-01,10,1,2,5,2,12,7,29,6,0,0,0,0,0,74
VITICHI,atencion odontologica,endodoncia,2021-06-01,2,1,2,2,0,5,1,13,1,2,0,0,0,0,29
WARNES,atencion odontologica,endodoncia,2021-06-01,0,0,3,3,1,10,17,17,1,0,0,0,0,0,52
YACUIBA,atencion odontologica,endodoncia,2021-06-01,1,1,7,20,4,10,11,30,13,4,0,0,0,0,101
YAMPARAEZ,atencion odontologica,endodoncia,2021-06-01,1,0,1,0,0,1,1,3,0,0,0,0,0,0,7
YANACACHI,atencion odontologica,endodoncia,2021-06-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
YAPACANI,atencion odontologica,endodoncia,2021-06-01,5,4,24,27,13,39,11,47,4,1,0,0,0,0,175
YOCALLA,atencion odontologica,endodoncia,2021-06-01,1,2,7,1,1,2,0,1,0,0,0,0,0,0,15
YOTALA,atencion odontologica,endodoncia,2021-06-01,0,0,3,2,0,0,1,0,0,0,0,0,0,0,6
YUNCHARA,atencion odontologica,endodoncia,2021-06-01,1,0,0,0,0,1,0,3,0,1,0,0,0,0,6
ACHACACHI,atencion odontologica,endodoncia,2021-07-01,12,12,39,47,39,43,29,55,5,9,0,0,0,0,290
ACHOCALLA,atencion odontologica,endodoncia,2021-07-01,16,1,5,7,0,8,5,10,0,0,0,0,0,0,52
AIQUILE,atencion odontologica,endodoncia,2021-07-01,0,0,1,2,4,0,2,3,5,3,0,0,0,0,20
ALTO BENI,atencion odontologica,endodoncia,2021-07-01,0,0,2,4,1,4,6,5,0,0,0,0,0,0,22
ANCORAIMES,atencion odontologica,endodoncia,2021-07-01,2,0,2,1,2,4,5,10,1,2,0,0,0,0,29
ANDAMARCA,atencion odontologica,endodoncia,2021-07-01,0,0,2,0,0,1,1,2,0,0,0,0,0,0,6
ANTEQUERA,atencion odontologica,endodoncia,2021-07-01,0,0,2,0,3,1,4,10,0,0,0,0,0,0,20
APOLO,atencion odontologica,endodoncia,2021-07-01,0,1,2,0,0,0,0,3,0,0,0,0,0,0,6
ARAMPAMPA,atencion odontologica,endodoncia,2021-07-01,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
ARANI,atencion odontologica,endodoncia,2021-07-01,0,1,0,0,0,0,0,3,0,1,0,0,0,0,5
ARBIETO,atencion odontologica,endodoncia,2021-07-01,3,2,5,1,1,0,3,6,0,1,0,0,0,0,22
ARQUE,atencion odontologica,endodoncia,2021-07-01,0,0,1,1,1,1,2,0,0,0,0,0,0,0,6
ASCENCION DE GUARAYOS,atencion odontologica,endodoncia,2021-07-01,7,2,4,3,0,6,0,7,0,0,0,0,0,0,29
ATOCHA,atencion odontologica,endodoncia,2021-07-01,17,19,29,19,15,23,69,51,6,4,0,0,0,0,252
AUCAPATA,atencion odontologica,endodoncia,2021-07-01,0,0,0,1,1,1,0,0,0,0,0,0,0,0,3
AYATA,atencion odontologica,endodoncia,2021-07-01,0,0,0,0,0,0,1,5,0,0,0,0,0,0,6
AYO AYO,atencion odontologica,endodoncia,2021-07-01,0,0,0,0,1,2,0,2,0,0,0,0,0,0,5
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,endodoncia,2021-07-01,7,2,11,16,4,5,34,26,1,4,0,0,0,0,110
AZURDUY,atencion odontologica,endodoncia,2021-07-01,1,0,1,1,0,2,0,3,0,0,0,0,0,0,8
BAURES,atencion odontologica,endodoncia,2021-07-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BELEN DE ANDAMARCA,atencion odontologica,endodoncia,2021-07-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
BELEN DE URMIRI,atencion odontologica,endodoncia,2021-07-01,0,0,0,0,0,6,8,6,4,3,0,0,0,0,27
BELLA FLOR,atencion odontologica,endodoncia,2021-07-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
BERMEJO,atencion odontologica,endodoncia,2021-07-01,0,0,0,0,4,6,11,14,2,0,0,0,0,0,37
BETANZOS,atencion odontologica,endodoncia,2021-07-01,0,0,7,5,2,2,8,13,3,0,0,0,0,0,40
BOLIVAR,atencion odontologica,endodoncia,2021-07-01,0,0,0,0,1,1,0,1,0,0,0,0,0,0,3
BOYUIBE,atencion odontologica,endodoncia,2021-07-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BUENA VISTA,atencion odontologica,endodoncia,2021-07-01,1,0,1,0,3,0,0,0,0,0,0,0,0,0,5
CABEZAS,atencion odontologica,endodoncia,2021-07-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
CAIROMA,atencion odontologica,endodoncia,2021-07-01,0,0,0,0,0,4,1,1,0,0,0,0,0,0,6
"CAIZA ""D""",atencion odontologica,endodoncia,2021-07-01,2,2,0,1,0,0,0,4,0,1,0,0,0,0,10
CALACOTO,atencion odontologica,endodoncia,2021-07-01,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4
CALAMARCA,atencion odontologica,endodoncia,2021-07-01,0,0,1,1,0,0,2,7,0,0,0,0,0,0,11
CAMARGO,atencion odontologica,endodoncia,2021-07-01,6,4,6,10,0,1,6,10,0,0,0,0,0,0,43
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,endodoncia,2021-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
CAMIRI,atencion odontologica,endodoncia,2021-07-01,9,4,3,2,0,5,12,20,0,0,0,0,0,0,55
CAPINOTA,atencion odontologica,endodoncia,2021-07-01,1,2,14,7,1,2,4,4,4,13,0,0,0,0,52
CAQUIAVIRI,atencion odontologica,endodoncia,2021-07-01,2,2,0,0,0,2,0,0,0,0,0,0,0,0,6
CARACOLLO,atencion odontologica,endodoncia,2021-07-01,2,2,1,1,2,3,0,4,1,1,0,0,0,0,17
CARANAVI,atencion odontologica,endodoncia,2021-07-01,2,5,0,18,20,5,10,50,3,2,0,0,0,0,115
CARANGAS,atencion odontologica,endodoncia,2021-07-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
CARAPARI,atencion odontologica,endodoncia,2021-07-01,0,0,3,0,1,3,8,6,0,0,0,0,0,0,21
CARIPUYO,atencion odontologica,endodoncia,2021-07-01,0,1,0,0,0,0,1,2,0,0,0,0,0,0,4
CHACARILLA,atencion odontologica,endodoncia,2021-07-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
CHALLAPATA,atencion odontologica,endodoncia,2021-07-01,1,2,1,1,1,3,1,8,1,2,0,0,0,0,21
CHAQUI,atencion odontologica,endodoncia,2021-07-01,1,0,2,1,1,3,2,2,0,0,0,0,0,0,12
CHARAGUA,atencion odontologica,endodoncia,2021-07-01,0,0,0,1,0,4,4,4,0,0,0,0,0,0,13
CHARAÑA,atencion odontologica,endodoncia,2021-07-01,0,0,0,0,0,0,5,2,0,0,0,0,0,0,7
CHAYANTA,atencion odontologica,endodoncia,2021-07-01,0,0,0,1,0,0,1,7,0,0,0,0,0,0,9
CHIMORE,atencion odontologica,endodoncia,2021-07-01,0,0,6,4,2,3,0,7,0,0,0,0,0,0,22
CHOQUE COTA,atencion odontologica,endodoncia,2021-07-01,0,0,0,0,0,1,2,0,0,0,0,0,0,0,3
CHUA COCANI,atencion odontologica,endodoncia,2021-07-01,3,0,0,0,2,0,1,0,1,0,0,0,0,0,7
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,endodoncia,2021-07-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CHUMA,atencion odontologica,endodoncia,2021-07-01,0,0,0,0,0,1,5,8,0,0,0,0,0,0,14
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,endodoncia,2021-07-01,0,0,0,0,0,1,2,0,0,0,0,0,0,0,3
CKOCHAS,atencion odontologica,endodoncia,2021-07-01,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
CLIZA,atencion odontologica,endodoncia,2021-07-01,2,2,27,16,4,18,9,24,7,1,0,0,0,0,110
COBIJA,atencion odontologica,endodoncia,2021-07-01,0,0,11,7,2,3,40,35,1,0,0,0,0,0,99
COCAPATA,atencion odontologica,endodoncia,2021-07-01,0,0,1,0,0,1,1,3,1,0,0,0,0,0,7
COCHABAMBA,atencion odontologica,endodoncia,2021-07-01,47,71,123,139,50,103,253,356,105,50,0,0,0,0,1297
COIPASA,atencion odontologica,endodoncia,2021-07-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
COLCAPIRHUA,atencion odontologica,endodoncia,2021-07-01,2,0,5,3,0,1,2,6,0,1,0,0,0,0,20
"COLCHA ""K""",atencion odontologica,endodoncia,2021-07-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
COLLANA,atencion odontologica,endodoncia,2021-07-01,0,4,0,3,0,1,5,3,0,0,0,0,0,0,16
COLOMI,atencion odontologica,endodoncia,2021-07-01,0,0,3,1,3,1,1,3,0,0,0,0,0,0,12
COLPA BELGICA,atencion odontologica,endodoncia,2021-07-01,2,0,2,6,2,0,10,9,0,1,0,0,0,0,32
COLQUECHACA,atencion odontologica,endodoncia,2021-07-01,0,5,8,3,3,7,7,19,0,1,0,0,0,0,53
COLQUENCHA,atencion odontologica,endodoncia,2021-07-01,0,0,3,2,2,4,1,6,0,0,0,0,0,0,18
COLQUIRI,atencion odontologica,endodoncia,2021-07-01,0,0,3,1,1,5,4,9,0,0,0,0,0,0,23
COMARAPA,atencion odontologica,endodoncia,2021-07-01,0,1,7,9,7,10,9,27,0,4,0,0,0,0,74
CONCEPCION,atencion odontologica,endodoncia,2021-07-01,0,0,4,3,0,6,2,14,6,4,0,0,0,0,39
CORIPATA,atencion odontologica,endodoncia,2021-07-01,0,0,0,3,2,1,0,4,0,0,0,0,0,0,10
CORO CORO,atencion odontologica,endodoncia,2021-07-01,0,0,7,0,0,1,6,2,0,0,0,0,0,0,16
COROICO,atencion odontologica,endodoncia,2021-07-01,0,2,0,0,0,2,1,4,0,1,0,0,0,0,10
CORQUE,atencion odontologica,endodoncia,2021-07-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
COTAGAITA,atencion odontologica,endodoncia,2021-07-01,3,1,23,15,5,21,21,41,7,5,0,0,0,0,142
CUATRO CAÑADAS,atencion odontologica,endodoncia,2021-07-01,0,0,0,0,0,1,1,0,0,1,0,0,0,0,3
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,endodoncia,2021-07-01,0,0,1,1,0,0,3,1,0,0,0,0,0,0,6
CUEVO,atencion odontologica,endodoncia,2021-07-01,0,0,0,0,0,1,0,4,0,1,0,0,0,0,6
CULPINA,atencion odontologica,endodoncia,2021-07-01,0,0,4,7,2,7,6,16,0,0,0,0,0,0,42
CURAHUARA DE CARANGAS,atencion odontologica,endodoncia,2021-07-01,0,0,0,2,2,0,0,2,1,0,0,0,0,0,7
CURVA,atencion odontologica,endodoncia,2021-07-01,0,0,1,0,0,1,1,3,0,0,0,0,0,0,6
EL ALTO,atencion odontologica,endodoncia,2021-07-01,34,46,186,231,151,228,414,555,177,55,0,0,0,0,2077
EL CHORO,atencion odontologica,endodoncia,2021-07-01,0,1,0,0,0,0,1,0,0,2,0,0,0,0,4
EL PUENTE(STC),atencion odontologica,endodoncia,2021-07-01,1,2,8,7,11,12,15,48,1,1,0,0,0,0,106
EL PUENTE(TJA),atencion odontologica,endodoncia,2021-07-01,0,0,1,3,0,1,4,9,0,0,0,0,0,0,18
EL TORNO,atencion odontologica,endodoncia,2021-07-01,0,0,2,1,3,4,7,7,4,1,0,0,0,0,29
EL VILLAR,atencion odontologica,endodoncia,2021-07-01,0,0,0,0,1,1,2,5,0,5,0,0,0,0,14
ENTRE RIOS TRJ,atencion odontologica,endodoncia,2021-07-01,1,0,3,2,3,2,9,19,1,0,0,0,0,0,40
ENTRE RIOS CBBA,atencion odontologica,endodoncia,2021-07-01,0,0,2,1,1,2,1,10,0,0,0,0,0,0,17
ESCARA,atencion odontologica,endodoncia,2021-07-01,0,0,0,0,0,2,0,2,0,0,0,0,0,0,4
ESCOMA,atencion odontologica,endodoncia,2021-07-01,0,1,2,6,2,5,12,6,4,0,0,0,0,0,38
ESMERALDA,atencion odontologica,endodoncia,2021-07-01,0,0,0,1,0,0,3,0,0,0,0,0,0,0,4
EUCALIPTUS,atencion odontologica,endodoncia,2021-07-01,0,1,0,0,1,0,0,1,0,0,0,0,0,0,3
FERNANDEZ ALONSO,atencion odontologica,endodoncia,2021-07-01,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
FILADELFIA,atencion odontologica,endodoncia,2021-07-01,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2
GENERAL SAAVEDRA,atencion odontologica,endodoncia,2021-07-01,0,0,0,1,2,0,0,2,0,0,0,0,0,0,5
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,endodoncia,2021-07-01,2,2,3,6,0,0,4,12,0,0,0,0,0,0,29
GUANAY,atencion odontologica,endodoncia,2021-07-01,0,0,14,7,0,2,11,17,0,0,0,0,0,0,51
GUAQUI,atencion odontologica,endodoncia,2021-07-01,0,0,1,0,0,1,5,4,2,1,0,0,0,0,14
GUAYARAMERIN,atencion odontologica,endodoncia,2021-07-01,1,0,8,0,1,0,4,6,0,4,0,0,0,0,24
GUTIERREZ,atencion odontologica,endodoncia,2021-07-01,0,0,1,0,0,0,1,1,0,0,0,0,0,0,3
HUACARETA,atencion odontologica,endodoncia,2021-07-01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2
HUACAYA (VILLA DE HUACAYA),atencion odontologica,endodoncia,2021-07-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
HUACHACALLA,atencion odontologica,endodoncia,2021-07-01,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
HUANUNI,atencion odontologica,endodoncia,2021-07-01,5,6,5,3,11,6,14,17,1,0,0,0,0,0,68
HUARACAJE,atencion odontologica,endodoncia,2021-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
HUATAJATA,atencion odontologica,endodoncia,2021-07-01,0,0,2,3,1,2,2,5,0,0,0,0,0,0,15
HUAYLLAMARCA,atencion odontologica,endodoncia,2021-07-01,0,2,0,0,0,3,2,3,1,0,0,0,0,0,11
HUMANATA,atencion odontologica,endodoncia,2021-07-01,0,0,1,0,2,3,1,12,2,0,0,0,0,0,21
ICLA,atencion odontologica,endodoncia,2021-07-01,0,0,1,1,3,2,0,12,0,0,0,0,0,0,19
INCAHUASI,atencion odontologica,endodoncia,2021-07-01,0,0,1,1,0,3,3,7,0,2,0,0,0,0,17
INQUISIVI,atencion odontologica,endodoncia,2021-07-01,0,0,0,0,2,0,1,0,0,0,0,0,0,0,3
IRUPANA (VILLA DE LANZA),atencion odontologica,endodoncia,2021-07-01,1,1,2,1,0,8,2,7,0,0,0,0,0,0,22
IXIAMAS,atencion odontologica,endodoncia,2021-07-01,0,0,0,3,0,0,1,4,0,0,0,0,0,0,8
JESUS DE MACHACA,atencion odontologica,endodoncia,2021-07-01,1,0,2,4,3,9,12,20,0,2,0,0,0,0,53
LA ASUNTA,atencion odontologica,endodoncia,2021-07-01,1,0,8,1,1,23,10,43,0,5,0,0,0,0,92
LA GUARDIA,atencion odontologica,endodoncia,2021-07-01,0,0,2,2,0,0,0,0,0,0,0,0,0,0,4
LA PAZ,atencion odontologica,endodoncia,2021-07-01,179,117,256,216,79,85,305,531,94,72,0,0,0,0,1934
LA RIVERA,atencion odontologica,endodoncia,2021-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
LAJA,atencion odontologica,endodoncia,2021-07-01,2,2,2,0,1,1,2,4,0,1,0,0,0,0,15
LAS CARRERAS,atencion odontologica,endodoncia,2021-07-01,0,0,1,1,0,2,1,5,0,0,0,0,0,0,10
LLALLAGUA,atencion odontologica,endodoncia,2021-07-01,0,7,1,6,3,3,5,26,2,3,0,0,0,0,56
LURIBAY,atencion odontologica,endodoncia,2021-07-01,0,0,1,0,0,8,1,6,0,0,0,0,0,0,16
MACHACAMARCA,atencion odontologica,endodoncia,2021-07-01,0,0,3,1,0,1,1,4,0,0,0,0,0,0,10
MAGDALENA,atencion odontologica,endodoncia,2021-07-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
MAIRANA,atencion odontologica,endodoncia,2021-07-01,1,0,0,1,0,0,0,0,2,0,0,0,0,0,4
MALLA,atencion odontologica,endodoncia,2021-07-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
MAPIRI,atencion odontologica,endodoncia,2021-07-01,0,0,0,0,0,0,1,4,1,0,0,0,0,0,6
MECAPACA,atencion odontologica,endodoncia,2021-07-01,6,0,21,14,8,30,7,51,3,1,0,0,0,0,141
MIZQUE,atencion odontologica,endodoncia,2021-07-01,0,4,1,1,0,0,1,0,0,0,0,0,0,0,7
MOCOMOCO,atencion odontologica,endodoncia,2021-07-01,0,0,0,0,3,3,5,2,0,1,0,0,0,0,14
MOJOCOYA,atencion odontologica,endodoncia,2021-07-01,0,0,0,5,1,1,5,4,0,0,0,0,0,0,16
MONTEAGUDO,atencion odontologica,endodoncia,2021-07-01,0,0,7,2,3,3,4,14,1,0,0,0,0,0,34
MONTERO,atencion odontologica,endodoncia,2021-07-01,1,1,3,1,1,0,1,5,0,0,0,0,0,0,13
MOROCHATA,atencion odontologica,endodoncia,2021-07-01,0,0,1,1,1,3,5,5,2,2,0,0,0,0,20
OCURI,atencion odontologica,endodoncia,2021-07-01,0,0,1,0,0,2,1,1,3,0,0,0,0,0,8
ORURO,atencion odontologica,endodoncia,2021-07-01,52,57,92,115,49,84,183,237,29,28,0,0,0,0,926
PADCAYA,atencion odontologica,endodoncia,2021-07-01,0,0,0,3,0,2,0,1,0,0,0,0,0,0,6
PADILLA,atencion odontologica,endodoncia,2021-07-01,0,0,2,0,0,3,5,10,0,0,0,0,0,0,20
PAILON,atencion odontologica,endodoncia,2021-07-01,2,1,0,0,1,2,1,3,0,0,0,0,0,0,10
