,group,variable,month,MEDIDAS PREVENTIVAS MENORES DE 5 AÑOS,MEDIDAS PREVENTIVAS MENORES DE 5 AÑOS,MEDIDAS PREVENTIVAS 5 A 13 AÑOS,MEDIDAS PREVENTIVAS 5 A 13 AÑOS,MEDIDAS PREVENTIVAS 14 A 19 AÑOS,MEDIDAS PREVENTIVAS 14 A 19 AÑOS,MEDIDAS PREVENTIVAS 20 A 59 AÑOS,MEDIDAS PREVENTIVAS 20 A 59 AÑOS,MEDIDAS PREVENTIVAS 60 AÑOS Y MAS,MEDIDAS PREVENTIVAS 60 AÑOS Y MAS,MEDIDAS PREVENTIVAS EMB,MEDIDAS PREVENTIVAS EMB,MEDIDAS PREVENTIVAS POST,MEDIDAS PREVENTIVAS POST,TOTALES
CHOQUE COTA,atencion odontologica,medidas preventivas,2021-06-01,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
CHUA COCANI,atencion odontologica,medidas preventivas,2021-06-01,1,4,0,6,0,0,0,1,0,0,0,0,0,0,12
CHUMA,atencion odontologica,medidas preventivas,2021-06-01,8,6,17,21,2,0,1,2,0,0,0,0,0,0,57
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,medidas preventivas,2021-06-01,0,3,7,28,0,6,2,6,0,1,0,0,0,0,53
CKOCHAS,atencion odontologica,medidas preventivas,2021-06-01,6,1,8,19,1,8,4,20,1,2,0,0,0,0,70
CLIZA,atencion odontologica,medidas preventivas,2021-06-01,2,3,1,3,2,4,0,3,0,0,0,0,0,0,18
COBIJA,atencion odontologica,medidas preventivas,2021-06-01,145,154,39,50,26,38,45,152,8,3,0,0,0,0,660
COCAPATA,atencion odontologica,medidas preventivas,2021-06-01,34,17,21,34,24,13,9,19,4,1,0,0,0,0,176
COCHABAMBA,atencion odontologica,medidas preventivas,2021-06-01,349,445,772,919,477,615,1100,1831,483,358,0,0,0,0,7349
COIPASA,atencion odontologica,medidas preventivas,2021-06-01,1,4,10,0,0,1,0,1,0,0,0,0,0,0,17
COLCAPIRHUA,atencion odontologica,medidas preventivas,2021-06-01,24,23,70,48,12,30,19,63,7,1,0,0,0,0,297
"COLCHA ""K""",atencion odontologica,medidas preventivas,2021-06-01,1,9,7,21,2,8,5,9,0,1,0,0,0,0,63
COLLANA,atencion odontologica,medidas preventivas,2021-06-01,3,1,4,16,9,4,4,7,1,0,0,0,0,0,49
COLOMI,atencion odontologica,medidas preventivas,2021-06-01,4,6,9,11,1,2,3,9,4,4,0,0,0,0,53
COLPA BELGICA,atencion odontologica,medidas preventivas,2021-06-01,6,4,10,10,6,2,6,12,0,0,0,0,0,0,56
COLQUECHACA,atencion odontologica,medidas preventivas,2021-06-01,12,9,8,32,30,38,39,42,4,1,0,0,0,0,215
COLQUENCHA,atencion odontologica,medidas preventivas,2021-06-01,23,6,19,45,5,10,7,31,0,0,0,0,0,0,146
COLQUIRI,atencion odontologica,medidas preventivas,2021-06-01,8,3,7,12,6,4,11,15,0,0,0,0,0,0,66
COMARAPA,atencion odontologica,medidas preventivas,2021-06-01,24,13,10,14,15,8,5,18,1,3,0,0,0,0,111
CONCEPCION,atencion odontologica,medidas preventivas,2021-06-01,2,9,0,6,2,8,3,13,0,0,0,0,0,0,43
CORO CORO,atencion odontologica,medidas preventivas,2021-06-01,0,1,13,24,5,12,6,9,1,6,0,0,0,0,77
COROICO,atencion odontologica,medidas preventivas,2021-06-01,13,10,22,22,5,3,2,7,1,0,0,0,0,0,85
CORQUE,atencion odontologica,medidas preventivas,2021-06-01,4,2,3,7,5,7,8,14,3,1,0,0,0,0,54
COTAGAITA,atencion odontologica,medidas preventivas,2021-06-01,31,38,32,39,4,4,7,21,8,6,0,0,0,0,190
COTOCA,atencion odontologica,medidas preventivas,2021-06-01,6,19,10,11,2,2,0,2,0,0,0,0,0,0,52
CRUZ DE MACHACAMARCA,atencion odontologica,medidas preventivas,2021-06-01,0,0,4,4,0,0,1,1,0,1,0,0,0,0,11
CUATRO CAÑADAS,atencion odontologica,medidas preventivas,2021-06-01,0,0,0,2,0,6,1,13,0,0,0,0,0,0,22
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,medidas preventivas,2021-06-01,2,6,8,18,4,7,11,10,7,6,0,0,0,0,79
CUEVO,atencion odontologica,medidas preventivas,2021-06-01,1,2,0,0,0,1,0,5,0,0,0,0,0,0,9
CULPINA,atencion odontologica,medidas preventivas,2021-06-01,12,17,5,10,0,2,6,7,1,1,0,0,0,0,61
CURAHUARA DE CARANGAS,atencion odontologica,medidas preventivas,2021-06-01,0,5,6,6,2,3,0,8,0,2,0,0,0,0,32
CURVA,atencion odontologica,medidas preventivas,2021-06-01,0,6,3,3,1,3,2,3,1,2,0,0,0,0,24
EL ALTO,atencion odontologica,medidas preventivas,2021-06-01,90,125,486,462,256,306,302,939,110,34,0,0,0,0,3110
EL CHORO,atencion odontologica,medidas preventivas,2021-06-01,9,9,9,16,3,11,7,11,0,1,0,0,0,0,76
EL PUENTE(STC),atencion odontologica,medidas preventivas,2021-06-01,47,51,16,77,2,11,12,39,20,10,0,0,0,0,285
EL PUENTE(TJA),atencion odontologica,medidas preventivas,2021-06-01,0,0,3,22,3,2,0,6,0,0,0,0,0,0,36
EL TORNO,atencion odontologica,medidas preventivas,2021-06-01,138,141,5,4,2,11,8,24,32,18,0,0,0,0,383
EL VILLAR,atencion odontologica,medidas preventivas,2021-06-01,1,1,0,5,3,5,3,0,0,0,0,0,0,0,18
ENTRE RIOS TRJ,atencion odontologica,medidas preventivas,2021-06-01,6,3,7,2,0,3,1,8,0,0,0,0,0,0,30
ENTRE RIOS CBBA,atencion odontologica,medidas preventivas,2021-06-01,40,25,49,41,21,46,19,35,3,2,0,0,0,0,281
ESCARA,atencion odontologica,medidas preventivas,2021-06-01,0,7,0,4,0,2,0,0,0,0,0,0,0,0,13
ESCOMA,atencion odontologica,medidas preventivas,2021-06-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
ESMERALDA,atencion odontologica,medidas preventivas,2021-06-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
EUCALIPTUS,atencion odontologica,medidas preventivas,2021-06-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FERNANDEZ ALONSO,atencion odontologica,medidas preventivas,2021-06-01,4,0,4,2,0,0,2,16,0,0,0,0,0,0,28
FILADELFIA,atencion odontologica,medidas preventivas,2021-06-01,37,22,15,22,1,0,3,14,0,1,0,0,0,0,115
GENERAL SAAVEDRA,atencion odontologica,medidas preventivas,2021-06-01,0,0,5,7,2,3,3,12,0,1,0,0,0,0,33
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,medidas preventivas,2021-06-01,8,9,3,8,3,6,4,14,5,1,0,0,0,0,61
GUANAY,atencion odontologica,medidas preventivas,2021-06-01,1,3,3,2,0,1,1,0,0,0,0,0,0,0,11
GUAQUI,atencion odontologica,medidas preventivas,2021-06-01,2,1,0,1,1,0,0,4,2,2,0,0,0,0,13
GUAYARAMERIN,atencion odontologica,medidas preventivas,2021-06-01,18,13,14,15,1,4,1,8,0,1,0,0,0,0,75
GUTIERREZ,atencion odontologica,medidas preventivas,2021-06-01,1,4,3,0,0,2,0,0,0,0,0,0,0,0,10
HUACAYA (VILLA DE HUACAYA),atencion odontologica,medidas preventivas,2021-06-01,2,1,5,11,1,2,0,2,0,0,0,0,0,0,24
HUANUNI,atencion odontologica,medidas preventivas,2021-06-01,12,23,70,43,20,27,11,52,4,5,0,0,0,0,267
HUARACAJE,atencion odontologica,medidas preventivas,2021-06-01,0,0,2,0,0,1,1,0,0,0,0,0,0,0,4
HUARINA,atencion odontologica,medidas preventivas,2021-06-01,2,4,0,0,0,0,0,2,0,1,0,0,0,0,9
HUATAJATA,atencion odontologica,medidas preventivas,2021-06-01,5,3,1,6,0,2,1,2,0,0,0,0,0,0,20
HUAYLLAMARCA,atencion odontologica,medidas preventivas,2021-06-01,19,4,29,21,2,13,12,26,7,5,0,0,0,0,138
HUMANATA,atencion odontologica,medidas preventivas,2021-06-01,0,5,12,8,4,9,23,35,18,13,0,0,0,0,127
ICHOCA,atencion odontologica,medidas preventivas,2021-06-01,1,1,2,4,1,4,3,2,1,0,0,0,0,0,19
ICLA,atencion odontologica,medidas preventivas,2021-06-01,52,39,17,11,7,7,7,17,1,0,0,0,0,0,158
INCAHUASI,atencion odontologica,medidas preventivas,2021-06-01,0,0,10,9,1,4,2,2,0,0,0,0,0,0,28
INQUISIVI,atencion odontologica,medidas preventivas,2021-06-01,2,2,0,0,0,0,0,2,0,0,0,0,0,0,6
IRUPANA (VILLA DE LANZA),atencion odontologica,medidas preventivas,2021-06-01,22,5,28,8,1,3,2,7,0,1,0,0,0,0,77
IXIAMAS,atencion odontologica,medidas preventivas,2021-06-01,2,2,2,12,0,3,0,4,1,0,0,0,0,0,26
JESUS DE MACHACA,atencion odontologica,medidas preventivas,2021-06-01,15,15,1,2,3,0,0,11,6,6,0,0,0,0,59
LA ASUNTA,atencion odontologica,medidas preventivas,2021-06-01,42,27,45,45,23,35,25,67,1,1,0,0,0,0,311
LA GUARDIA,atencion odontologica,medidas preventivas,2021-06-01,32,26,0,0,0,3,1,8,15,15,0,0,0,0,100
LA PAZ,atencion odontologica,medidas preventivas,2021-06-01,575,619,1749,1939,418,528,984,1806,377,323,0,0,0,0,9318
LA RIVERA,atencion odontologica,medidas preventivas,2021-06-01,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4
LAJA,atencion odontologica,medidas preventivas,2021-06-01,54,38,15,17,0,1,0,1,0,0,0,0,0,0,126
LAS CARRERAS,atencion odontologica,medidas preventivas,2021-06-01,0,7,0,3,0,0,0,3,0,0,0,0,0,0,13
LLALLAGUA,atencion odontologica,medidas preventivas,2021-06-01,17,41,27,38,11,24,2,14,2,2,0,0,0,0,178
LLICA,atencion odontologica,medidas preventivas,2021-06-01,0,6,1,3,1,2,4,0,0,1,0,0,0,0,18
LORETO,atencion odontologica,medidas preventivas,2021-06-01,0,0,0,0,0,0,1,1,0,1,0,0,0,0,3
LURIBAY,atencion odontologica,medidas preventivas,2021-06-01,0,3,3,6,0,1,3,3,0,0,0,0,0,0,19
MACHACAMARCA,atencion odontologica,medidas preventivas,2021-06-01,5,9,14,26,0,10,7,15,5,7,0,0,0,0,98
MACHARETI,atencion odontologica,medidas preventivas,2021-06-01,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
MAGDALENA,atencion odontologica,medidas preventivas,2021-06-01,0,0,1,3,0,1,0,0,0,0,0,0,0,0,5
MAIRANA,atencion odontologica,medidas preventivas,2021-06-01,27,9,5,41,0,8,4,5,0,0,0,0,0,0,99
MAPIRI,atencion odontologica,medidas preventivas,2021-06-01,1,8,6,8,1,0,0,4,0,0,0,0,0,0,28
MECAPACA,atencion odontologica,medidas preventivas,2021-06-01,6,8,2,6,0,10,1,0,0,0,0,0,0,0,33
MIZQUE,atencion odontologica,medidas preventivas,2021-06-01,5,1,6,10,0,5,3,5,1,0,0,0,0,0,36
MOCOMOCO,atencion odontologica,medidas preventivas,2021-06-01,0,3,5,6,0,0,0,1,0,0,0,0,0,0,15
MOJINETE,atencion odontologica,medidas preventivas,2021-06-01,0,1,3,3,0,0,1,6,0,1,0,0,0,0,15
MOJOCOYA,atencion odontologica,medidas preventivas,2021-06-01,20,10,19,34,6,11,18,39,6,6,0,0,0,0,169
MONTEAGUDO,atencion odontologica,medidas preventivas,2021-06-01,3,7,17,25,5,10,8,25,1,0,0,0,0,0,101
MONTERO,atencion odontologica,medidas preventivas,2021-06-01,36,42,160,178,18,48,39,66,7,5,0,0,0,0,599
MORO MORO,atencion odontologica,medidas preventivas,2021-06-01,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7
MOROCHATA,atencion odontologica,medidas preventivas,2021-06-01,6,1,3,18,1,11,5,11,4,4,0,0,0,0,64
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,medidas preventivas,2021-06-01,0,0,1,7,0,0,0,0,0,0,0,0,0,0,8
NAZACARA DE PACAJES,atencion odontologica,medidas preventivas,2021-06-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
OCURI,atencion odontologica,medidas preventivas,2021-06-01,15,13,6,26,7,33,8,14,8,8,0,0,0,0,138
OKINAWA,atencion odontologica,medidas preventivas,2021-06-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
OMEREQUE,atencion odontologica,medidas preventivas,2021-06-01,1,1,0,2,2,6,4,13,1,1,0,0,0,0,31
ORURO,atencion odontologica,medidas preventivas,2021-06-01,107,105,256,314,83,157,144,338,34,19,0,0,0,0,1557
PADCAYA,atencion odontologica,medidas preventivas,2021-06-01,0,0,1,0,0,1,1,2,0,0,0,0,0,0,5
PADILLA,atencion odontologica,medidas preventivas,2021-06-01,3,0,1,3,4,9,0,6,0,0,0,0,0,0,26
PAILON,atencion odontologica,medidas preventivas,2021-06-01,1,0,9,11,0,1,1,12,0,0,0,0,0,0,35
PALCA,atencion odontologica,medidas preventivas,2021-06-01,12,21,17,8,3,2,5,9,20,15,0,0,0,0,112
PALOS BLANCOS,atencion odontologica,medidas preventivas,2021-06-01,8,7,29,28,1,4,2,9,1,0,0,0,0,0,89
PAMPA AULLAGAS,atencion odontologica,medidas preventivas,2021-06-01,2,0,6,13,0,0,0,0,0,0,0,0,0,0,21
PAMPA GRANDE,atencion odontologica,medidas preventivas,2021-06-01,1,4,0,2,0,0,0,0,0,0,0,0,0,0,7
PAPEL PAMPA,atencion odontologica,medidas preventivas,2021-06-01,12,7,0,3,0,0,0,0,0,0,0,0,0,0,22
PASORAPA,atencion odontologica,medidas preventivas,2021-06-01,2,6,3,2,2,11,4,4,2,0,0,0,0,0,36
PATACAMAYA,atencion odontologica,medidas preventivas,2021-06-01,10,15,26,39,0,2,0,4,0,0,0,0,0,0,96
PAZÑA,atencion odontologica,medidas preventivas,2021-06-01,2,1,14,12,7,17,1,5,1,2,0,0,0,0,62
PELECHUCO,atencion odontologica,medidas preventivas,2021-06-01,2,9,0,0,0,0,0,2,0,0,0,0,0,0,13
POCOATA,atencion odontologica,medidas preventivas,2021-06-01,75,82,77,97,3,36,17,57,15,14,0,0,0,0,473
POCONA,atencion odontologica,medidas preventivas,2021-06-01,0,2,1,10,17,13,15,19,4,2,0,0,0,0,83
POJO (CBBA),atencion odontologica,medidas preventivas,2021-06-01,4,8,12,15,14,4,4,18,0,0,0,0,0,0,79
POOPO,atencion odontologica,medidas preventivas,2021-06-01,2,2,7,13,3,6,6,15,4,1,0,0,0,0,59
PORCO,atencion odontologica,medidas preventivas,2021-06-01,2,9,5,5,0,7,1,24,1,1,0,0,0,0,55
POROMA,atencion odontologica,medidas preventivas,2021-06-01,8,14,33,22,0,1,0,1,0,0,0,0,0,0,79
PORONGO,atencion odontologica,medidas preventivas,2021-06-01,18,7,16,22,6,8,308,336,84,66,0,0,0,0,871
PORVENIR,atencion odontologica,medidas preventivas,2021-06-01,5,5,20,27,5,18,3,29,0,1,0,0,0,0,113
POSTRER VALLE,atencion odontologica,medidas preventivas,2021-06-01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POTOSI,atencion odontologica,medidas preventivas,2021-06-01,84,42,74,66,19,41,12,68,2,1,0,0,0,0,409
PRESTO,atencion odontologica,medidas preventivas,2021-06-01,1,2,6,4,2,8,13,13,0,3,0,0,0,0,52
PUCARA,atencion odontologica,medidas preventivas,2021-06-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3
PUCARANI,atencion odontologica,medidas preventivas,2021-06-01,8,17,4,6,1,0,1,4,0,0,0,0,0,0,41
PUERTO ACOSTA,atencion odontologica,medidas preventivas,2021-06-01,4,1,5,2,1,0,2,3,0,0,0,0,0,0,18
PUERTO CARABUCO,atencion odontologica,medidas preventivas,2021-06-01,0,3,4,1,0,0,0,0,0,0,0,0,0,0,8
PUERTO GONZALO MORENO,atencion odontologica,medidas preventivas,2021-06-01,14,12,46,82,9,30,10,15,4,0,0,0,0,0,222
PUERTO QUIJARRO,atencion odontologica,medidas preventivas,2021-06-01,19,17,1,0,0,0,1,0,0,0,0,0,0,0,38
PUERTO RICO,atencion odontologica,medidas preventivas,2021-06-01,9,5,3,5,1,1,0,0,0,0,0,0,0,0,24
PUERTO SUAREZ,atencion odontologica,medidas preventivas,2021-06-01,0,0,2,2,0,0,0,3,0,0,0,0,0,0,7
PUERTO VILLARROEL,atencion odontologica,medidas preventivas,2021-06-01,28,36,93,109,22,40,11,47,2,1,0,0,0,0,389
PUNA,atencion odontologica,medidas preventivas,2021-06-01,6,1,5,2,2,4,0,7,1,0,0,0,0,0,28
PUNATA,atencion odontologica,medidas preventivas,2021-06-01,12,8,77,99,29,80,60,118,9,17,0,0,0,0,509
QUILLACOLLO,atencion odontologica,medidas preventivas,2021-06-01,45,59,130,230,57,100,55,171,10,6,0,0,0,0,863
QUIME,atencion odontologica,medidas preventivas,2021-06-01,4,4,23,9,4,2,8,4,0,0,0,0,0,0,58
QUIRUSILLAS,atencion odontologica,medidas preventivas,2021-06-01,0,1,2,1,1,3,1,7,0,0,0,0,0,0,16
RAVELO,atencion odontologica,medidas preventivas,2021-06-01,17,14,9,14,2,12,14,34,10,12,0,0,0,0,138
RIBERALTA,atencion odontologica,medidas preventivas,2021-06-01,57,42,29,38,8,47,9,107,3,2,0,0,0,0,342
ROBORE,atencion odontologica,medidas preventivas,2021-06-01,13,10,25,17,4,29,28,50,3,1,0,0,0,0,180
RURRENABAQUE,atencion odontologica,medidas preventivas,2021-06-01,1,3,9,13,1,3,0,7,2,2,0,0,0,0,41
SABAYA,atencion odontologica,medidas preventivas,2021-06-01,5,2,17,10,2,3,2,3,2,3,0,0,0,0,49
SACABA,atencion odontologica,medidas preventivas,2021-06-01,51,76,240,274,68,110,126,253,23,14,0,0,0,0,1235
SACABAMBA,atencion odontologica,medidas preventivas,2021-06-01,2,0,5,3,0,1,0,5,0,0,0,0,0,0,16
SACACA,atencion odontologica,medidas preventivas,2021-06-01,12,7,36,41,28,41,10,25,3,0,0,0,0,0,203
SAIPINA,atencion odontologica,medidas preventivas,2021-06-01,0,0,0,2,0,0,1,1,0,0,0,0,0,0,4
SALINAS DE GARCI MENDOZA,atencion odontologica,medidas preventivas,2021-06-01,5,12,22,17,1,6,1,11,10,5,0,0,0,0,90
SAN AGUSTIN,atencion odontologica,medidas preventivas,2021-06-01,2,0,1,2,0,1,1,0,0,0,0,0,0,0,7
SAN ANDRES,atencion odontologica,medidas preventivas,2021-06-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
SAN ANDRES DE MACHACA,atencion odontologica,medidas preventivas,2021-06-01,9,2,4,5,0,5,2,8,16,22,0,0,0,0,73
SAN ANTONIO DE ESMORUCO,atencion odontologica,medidas preventivas,2021-06-01,13,17,0,1,1,0,0,0,0,0,0,0,0,0,32
SAN BENITO,atencion odontologica,medidas preventivas,2021-06-01,12,5,38,59,24,10,7,38,3,8,0,0,0,0,204
SAN BORJA,atencion odontologica,medidas preventivas,2021-06-01,15,9,18,26,0,6,3,14,1,3,0,0,0,0,95
SAN BUENA VENTURA,atencion odontologica,medidas preventivas,2021-06-01,1,5,4,3,0,2,0,4,0,0,0,0,0,0,19
SAN CARLOS,atencion odontologica,medidas preventivas,2021-06-01,2,6,2,6,1,3,1,3,0,0,0,0,0,0,24
SAN IGNACIO,atencion odontologica,medidas preventivas,2021-06-01,14,6,12,13,4,14,0,1,0,0,0,0,0,0,64
SAN IGNACIO DE VELASCO,atencion odontologica,medidas preventivas,2021-06-01,1,1,1,4,1,3,7,11,1,2,0,0,0,0,32
SAN JAVIER(BNI),atencion odontologica,medidas preventivas,2021-06-01,0,2,2,3,0,4,0,2,0,0,0,0,0,0,13
SAN JAVIER(STC),atencion odontologica,medidas preventivas,2021-06-01,36,43,49,45,0,0,0,2,0,0,0,0,0,0,175
SAN JOAQUIN,atencion odontologica,medidas preventivas,2021-06-01,0,0,1,1,0,2,0,3,0,0,0,0,0,0,7
SAN JOSE DE CHIQUITOS,atencion odontologica,medidas preventivas,2021-06-01,0,0,0,8,0,0,3,4,0,0,0,0,0,0,15
SAN JUAN DE YAPACANI,atencion odontologica,medidas preventivas,2021-06-01,8,0,1,2,1,5,1,1,1,0,0,0,0,0,20
SAN JULIAN,atencion odontologica,medidas preventivas,2021-06-01,49,32,26,14,3,17,12,63,0,2,0,0,0,0,218
SAN LORENZO(PND),atencion odontologica,medidas preventivas,2021-06-01,10,12,14,22,0,4,0,0,0,0,0,0,0,0,62
SAN LORENZO(TJA),atencion odontologica,medidas preventivas,2021-06-01,2,7,12,24,16,27,1,4,0,0,0,0,0,0,93
SAN LUCAS,atencion odontologica,medidas preventivas,2021-06-01,46,47,22,10,1,15,1,25,0,0,0,0,0,0,167
SAN MATIAS,atencion odontologica,medidas preventivas,2021-06-01,14,10,2,0,0,0,0,8,3,2,0,0,0,0,39
SAN MIGUEL DE VELASCO,atencion odontologica,medidas preventivas,2021-06-01,3,3,18,28,4,14,58,73,10,10,0,0,0,0,221
SAN PABLO DE LIPEZ,atencion odontologica,medidas preventivas,2021-06-01,4,6,15,18,6,0,0,0,0,0,0,0,0,0,49
SAN PEDRO,atencion odontologica,medidas preventivas,2021-06-01,0,0,5,5,5,8,1,4,0,0,0,0,0,0,28
SAN PEDRO DE BUENA VISTA,atencion odontologica,medidas preventivas,2021-06-01,42,48,65,78,13,31,54,93,16,20,0,0,0,0,460
SAN PEDRO DE CURAHUARA,atencion odontologica,medidas preventivas,2021-06-01,4,5,1,1,2,0,0,2,0,0,0,0,0,0,15
SAN PEDRO DE MACHA,atencion odontologica,medidas preventivas,2021-06-01,13,9,18,26,3,19,8,23,3,2,0,0,0,0,124
SAN PEDRO DE QUEMES,atencion odontologica,medidas preventivas,2021-06-01,0,0,7,2,0,0,0,0,0,0,0,0,0,0,9
SAN PEDRO DE TIQUINA,atencion odontologica,medidas preventivas,2021-06-01,1,3,1,3,0,0,1,3,0,0,0,0,0,0,12
SAN RAFAEL,atencion odontologica,medidas preventivas,2021-06-01,6,29,12,21,6,14,12,69,5,3,0,0,0,0,177
SAN RAMON SCZ,atencion odontologica,medidas preventivas,2021-06-01,10,15,13,17,0,0,0,0,0,0,0,0,0,0,55
SANTA ANA,atencion odontologica,medidas preventivas,2021-06-01,2,5,12,43,21,16,11,30,1,9,0,0,0,0,150
SANTA CRUZ DE LA SIERRA,atencion odontologica,medidas preventivas,2021-06-01,545,571,495,535,184,333,880,1305,143,100,0,0,0,0,5091
SANTA ROSA,atencion odontologica,medidas preventivas,2021-06-01,11,2,27,24,13,11,23,18,2,1,0,0,0,0,132
SANTA ROSA DEL SARA,atencion odontologica,medidas preventivas,2021-06-01,5,1,5,1,2,9,5,15,0,4,0,0,0,0,47
SANTIAGO DE CALLAPA,atencion odontologica,medidas preventivas,2021-06-01,0,1,2,3,0,0,0,0,0,0,0,0,0,0,6
SANTIAGO DE HUARI,atencion odontologica,medidas preventivas,2021-06-01,18,15,18,16,5,4,2,5,5,4,0,0,0,0,92
SANTIAGO DE HUATA,atencion odontologica,medidas preventivas,2021-06-01,1,0,11,0,3,4,0,1,0,0,0,0,0,0,20
SANTIVAÑES,atencion odontologica,medidas preventivas,2021-06-01,7,1,10,14,3,20,12,14,9,12,0,0,0,0,102
SANTUARIO DE QUILLACAS,atencion odontologica,medidas preventivas,2021-06-01,0,8,6,6,0,1,1,2,1,1,0,0,0,0,26
SAPAHAQUI,atencion odontologica,medidas preventivas,2021-06-01,0,1,16,2,1,0,0,2,0,0,0,0,0,0,22
SENA,atencion odontologica,medidas preventivas,2021-06-01,22,20,31,14,0,4,1,2,0,0,0,0,0,0,94
SHINAOTA,atencion odontologica,medidas preventivas,2021-06-01,5,3,11,35,4,17,9,27,0,1,0,0,0,0,112
SICA SICA (VILLA AROMA),atencion odontologica,medidas preventivas,2021-06-01,5,0,0,3,0,0,0,2,0,0,0,0,0,0,10
SICAYA,atencion odontologica,medidas preventivas,2021-06-01,6,2,9,18,0,1,0,1,0,0,0,0,0,0,37
SIPE SIPE,atencion odontologica,medidas preventivas,2021-06-01,36,20,29,63,14,23,25,66,9,10,0,0,0,0,295
SOPACHUY,atencion odontologica,medidas preventivas,2021-06-01,0,0,9,6,0,0,0,0,0,0,0,0,0,0,15
SORACACHI,atencion odontologica,medidas preventivas,2021-06-01,6,27,72,80,10,25,9,23,13,3,0,0,0,0,268
SORATA,atencion odontologica,medidas preventivas,2021-06-01,6,2,10,7,2,8,9,13,0,2,0,0,0,0,59
SUCRE,atencion odontologica,medidas preventivas,2021-06-01,152,182,174,93,28,60,101,169,19,24,0,0,0,0,1002
TACOPAYA,atencion odontologica,medidas preventivas,2021-06-01,0,0,3,1,0,0,3,3,3,4,0,0,0,0,17
TAHUA,atencion odontologica,medidas preventivas,2021-06-01,14,14,0,0,0,0,0,2,2,0,0,0,0,0,32
TAPACARI,atencion odontologica,medidas preventivas,2021-06-01,8,9,37,25,3,22,11,33,4,2,0,0,0,0,154
TARABUCO,atencion odontologica,medidas preventivas,2021-06-01,72,44,1,4,0,2,0,16,0,1,0,0,0,0,140
TARACO,atencion odontologica,medidas preventivas,2021-06-01,3,7,0,1,0,2,1,7,2,2,0,0,0,0,25
TARATA,atencion odontologica,medidas preventivas,2021-06-01,0,1,6,3,3,1,10,10,1,2,0,0,0,0,37
TARIJA,atencion odontologica,medidas preventivas,2021-06-01,30,15,89,84,17,64,81,115,17,12,0,0,0,0,524
TARVITA,atencion odontologica,medidas preventivas,2021-06-01,13,16,4,0,2,5,0,4,0,0,0,0,0,0,44
TEOPONTE,atencion odontologica,medidas preventivas,2021-06-01,6,11,7,6,2,0,1,5,2,1,0,0,0,0,41
TIAHUANACU,atencion odontologica,medidas preventivas,2021-06-01,0,2,2,4,4,1,3,12,4,5,0,0,0,0,37
TINGUIPAYA,atencion odontologica,medidas preventivas,2021-06-01,7,8,2,9,4,2,4,14,1,5,0,0,0,0,56
TIPUANI,atencion odontologica,medidas preventivas,2021-06-01,0,5,6,0,0,0,0,0,0,0,0,0,0,0,11
TIQUIPAYA,atencion odontologica,medidas preventivas,2021-06-01,33,56,61,66,23,38,35,65,4,4,0,0,0,0,385
TIRAQUE (CBBA),atencion odontologica,medidas preventivas,2021-06-01,14,6,18,24,6,27,2,19,1,2,0,0,0,0,119
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,medidas preventivas,2021-06-01,1,5,2,2,0,0,0,0,0,0,0,0,0,0,10
TOCO,atencion odontologica,medidas preventivas,2021-06-01,1,1,4,3,0,2,0,1,0,1,0,0,0,0,13
TODOS SANTOS,atencion odontologica,medidas preventivas,2021-06-01,0,0,2,3,2,2,0,0,0,0,0,0,0,0,9
TOLATA,atencion odontologica,medidas preventivas,2021-06-01,2,0,5,1,0,1,1,2,0,0,0,0,0,0,12
TOLEDO,atencion odontologica,medidas preventivas,2021-06-01,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
TOMAVE,atencion odontologica,medidas preventivas,2021-06-01,16,20,1,3,1,0,0,2,0,2,0,0,0,0,45
TOMINA,atencion odontologica,medidas preventivas,2021-06-01,19,19,9,13,0,12,6,0,0,0,0,0,0,0,78
TORO TORO,atencion odontologica,medidas preventivas,2021-06-01,0,0,2,7,0,3,4,15,1,0,0,0,0,0,32
TOTORA(CBBA),atencion odontologica,medidas preventivas,2021-06-01,3,0,0,0,1,0,0,0,0,0,0,0,0,0,4
TOTORA(ORR),atencion odontologica,medidas preventivas,2021-06-01,6,6,1,11,0,0,0,5,0,0,0,0,0,0,29
TRINIDAD,atencion odontologica,medidas preventivas,2021-06-01,51,49,50,60,10,43,41,103,7,5,0,0,0,0,419
