,group,variable,month,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO MENORES DE 5 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO MENORES DE 5 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO 5 A 13 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO 5 A 13 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO 14 A 19 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO 14 A 19 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO 20 A 59 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO 20 A 59 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO 60 AÑOS Y MAS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO 60 AÑOS Y MAS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO EMB,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO EMB,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO EMB,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO EMB,TOTALES
SAN LUCAS,atencion odontologica,trat. odontologico integral terminado,2021-09-01,0,0,0,1,1,0,2,4,1,0,0,0,0,0,9
SAN PEDRO DE BUENA VISTA,atencion odontologica,trat. odontologico integral terminado,2021-09-01,5,6,96,87,1,9,5,18,3,3,0,0,0,0,233
SAN PEDRO DE QUEMES,atencion odontologica,trat. odontologico integral terminado,2021-09-01,0,0,0,0,0,1,0,3,0,0,0,0,0,0,4
SANTA CRUZ DE LA SIERRA,atencion odontologica,trat. odontologico integral terminado,2021-09-01,26,27,11,8,1,2,6,11,19,15,0,0,0,0,126
SHINAOTA,atencion odontologica,trat. odontologico integral terminado,2021-09-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
SORATA,atencion odontologica,trat. odontologico integral terminado,2021-09-01,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3
SUCRE,atencion odontologica,trat. odontologico integral terminado,2021-09-01,5,10,5,6,0,2,5,15,0,0,0,0,0,0,48
TAPACARI,atencion odontologica,trat. odontologico integral terminado,2021-09-01,0,0,1,0,0,0,2,1,0,0,0,0,0,0,4
TARIJA,atencion odontologica,trat. odontologico integral terminado,2021-09-01,0,0,0,0,0,0,12,5,1,0,0,0,0,0,18
TOCO,atencion odontologica,trat. odontologico integral terminado,2021-09-01,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
TOMINA,atencion odontologica,trat. odontologico integral terminado,2021-09-01,0,1,1,1,1,1,1,2,0,0,0,0,0,0,8
TRINIDAD,atencion odontologica,trat. odontologico integral terminado,2021-09-01,1,1,0,2,0,4,2,0,0,0,0,0,0,0,10
VIACHA,atencion odontologica,trat. odontologico integral terminado,2021-09-01,2,1,0,1,0,0,0,0,0,0,0,0,0,0,4
VILLA MONTES,atencion odontologica,trat. odontologico integral terminado,2021-09-01,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
VILLA RIVERO,atencion odontologica,trat. odontologico integral terminado,2021-09-01,1,0,1,0,1,1,0,1,0,0,0,0,0,0,5
VILLA SERRANO,atencion odontologica,trat. odontologico integral terminado,2021-09-01,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2
VILLA TUNARI,atencion odontologica,trat. odontologico integral terminado,2021-09-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
VILLAZON,atencion odontologica,trat. odontologico integral terminado,2021-09-01,2,3,5,2,0,1,4,10,0,2,0,0,0,0,29
VINTO,atencion odontologica,trat. odontologico integral terminado,2021-09-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
YACO,atencion odontologica,trat. odontologico integral terminado,2021-09-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
YACUIBA,atencion odontologica,trat. odontologico integral terminado,2021-09-01,4,4,34,37,2,8,18,59,4,8,0,0,0,0,178
YOCALLA,atencion odontologica,trat. odontologico integral terminado,2021-09-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
AIQUILE,atencion odontologica,trat. odontologico integral terminado,2021-10-01,0,2,1,1,0,1,2,3,0,1,0,0,0,0,11
ALALAY,atencion odontologica,trat. odontologico integral terminado,2021-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ANTEQUERA,atencion odontologica,trat. odontologico integral terminado,2021-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ARAMPAMPA,atencion odontologica,trat. odontologico integral terminado,2021-10-01,1,0,2,0,2,2,2,6,1,0,0,0,0,0,16
ARANI,atencion odontologica,trat. odontologico integral terminado,2021-10-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ARBIETO,atencion odontologica,trat. odontologico integral terminado,2021-10-01,0,1,0,2,0,2,0,1,0,0,0,0,0,0,6
ASCENCION DE GUARAYOS,atencion odontologica,trat. odontologico integral terminado,2021-10-01,0,0,1,1,0,2,1,2,0,0,0,0,0,0,7
"CAIZA ""D""",atencion odontologica,trat. odontologico integral terminado,2021-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
CAJUATA,atencion odontologica,trat. odontologico integral terminado,2021-10-01,0,1,0,3,0,0,0,0,0,0,0,0,0,0,4
CAMARGO,atencion odontologica,trat. odontologico integral terminado,2021-10-01,0,1,0,3,0,1,1,3,1,0,0,0,0,0,10
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,trat. odontologico integral terminado,2021-10-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
CAMIRI,atencion odontologica,trat. odontologico integral terminado,2021-10-01,3,3,3,8,3,10,7,16,0,0,0,0,0,0,53
CHAQUI,atencion odontologica,trat. odontologico integral terminado,2021-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
CHARAGUA,atencion odontologica,trat. odontologico integral terminado,2021-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
COBIJA,atencion odontologica,trat. odontologico integral terminado,2021-10-01,0,1,1,0,0,0,1,1,0,0,0,0,0,0,4
COCHABAMBA,atencion odontologica,trat. odontologico integral terminado,2021-10-01,16,23,31,29,15,21,32,84,21,25,0,0,0,0,297
COLCAPIRHUA,atencion odontologica,trat. odontologico integral terminado,2021-10-01,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
COLOMI,atencion odontologica,trat. odontologico integral terminado,2021-10-01,3,5,0,0,0,2,0,1,0,1,0,0,0,0,12
COLQUIRI,atencion odontologica,trat. odontologico integral terminado,2021-10-01,0,0,0,13,0,2,3,37,7,4,0,0,0,0,66
CUATRO CAÑADAS,atencion odontologica,trat. odontologico integral terminado,2021-10-01,1,0,6,10,2,3,4,6,1,0,0,0,0,0,33
EL ALTO,atencion odontologica,trat. odontologico integral terminado,2021-10-01,1,1,1,0,0,1,1,0,0,0,0,0,0,0,5
EL TORNO,atencion odontologica,trat. odontologico integral terminado,2021-10-01,7,9,7,6,10,15,24,20,7,6,0,0,0,0,111
ENTRE RIOS CBBA,atencion odontologica,trat. odontologico integral terminado,2021-10-01,0,0,2,1,0,0,1,0,0,1,0,0,0,0,5
GENERAL SAAVEDRA,atencion odontologica,trat. odontologico integral terminado,2021-10-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
GUTIERREZ,atencion odontologica,trat. odontologico integral terminado,2021-10-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
HUANUNI,atencion odontologica,trat. odontologico integral terminado,2021-10-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
IRUPANA (VILLA DE LANZA),atencion odontologica,trat. odontologico integral terminado,2021-10-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
JESUS DE MACHACA,atencion odontologica,trat. odontologico integral terminado,2021-10-01,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2
LA PAZ,atencion odontologica,trat. odontologico integral terminado,2021-10-01,28,27,44,56,5,6,20,17,10,7,0,0,0,0,220
MACHACAMARCA,atencion odontologica,trat. odontologico integral terminado,2021-10-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
MECAPACA,atencion odontologica,trat. odontologico integral terminado,2021-10-01,0,0,0,1,0,0,0,2,0,0,0,0,0,0,3
MIZQUE,atencion odontologica,trat. odontologico integral terminado,2021-10-01,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4
MOCOMOCO,atencion odontologica,trat. odontologico integral terminado,2021-10-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
MOJOCOYA,atencion odontologica,trat. odontologico integral terminado,2021-10-01,0,2,0,3,0,0,0,0,0,0,0,0,0,0,5
MONTEAGUDO,atencion odontologica,trat. odontologico integral terminado,2021-10-01,0,0,0,1,1,0,2,1,1,0,0,0,0,0,6
MONTERO,atencion odontologica,trat. odontologico integral terminado,2021-10-01,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
ORURO,atencion odontologica,trat. odontologico integral terminado,2021-10-01,9,11,23,32,41,70,44,69,2,0,0,0,0,0,301
PADCAYA,atencion odontologica,trat. odontologico integral terminado,2021-10-01,3,0,2,4,0,1,6,3,1,0,0,0,0,0,20
PADILLA,atencion odontologica,trat. odontologico integral terminado,2021-10-01,0,1,0,1,0,1,1,3,0,0,0,0,0,0,7
PALOS BLANCOS,atencion odontologica,trat. odontologico integral terminado,2021-10-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
PAZÑA,atencion odontologica,trat. odontologico integral terminado,2021-10-01,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2
POCONA,atencion odontologica,trat. odontologico integral terminado,2021-10-01,5,0,6,15,6,16,27,19,0,0,0,0,0,0,94
PORCO,atencion odontologica,trat. odontologico integral terminado,2021-10-01,0,0,0,2,0,2,0,19,0,0,0,0,0,0,23
POTOSI,atencion odontologica,trat. odontologico integral terminado,2021-10-01,8,16,13,11,12,24,48,104,4,5,0,0,0,0,245
PRESTO,atencion odontologica,trat. odontologico integral terminado,2021-10-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
PUERTO GONZALO MORENO,atencion odontologica,trat. odontologico integral terminado,2021-10-01,0,0,0,0,0,4,0,2,0,0,0,0,0,0,6
PUERTO VILLARROEL,atencion odontologica,trat. odontologico integral terminado,2021-10-01,2,0,1,0,0,0,0,2,0,0,0,0,0,0,5
PUNATA,atencion odontologica,trat. odontologico integral terminado,2021-10-01,0,0,4,2,2,3,0,0,0,1,0,0,0,0,12
QUILLACOLLO,atencion odontologica,trat. odontologico integral terminado,2021-10-01,0,5,0,2,3,1,2,8,0,0,0,0,0,0,21
RAVELO,atencion odontologica,trat. odontologico integral terminado,2021-10-01,0,0,3,2,1,0,5,6,0,0,0,0,0,0,17
SACABA,atencion odontologica,trat. odontologico integral terminado,2021-10-01,6,1,19,20,4,3,5,16,2,2,0,0,0,0,78
SACACA,atencion odontologica,trat. odontologico integral terminado,2021-10-01,0,0,0,1,0,2,0,0,0,0,0,0,0,0,3
SALINAS DE GARCI MENDOZA,atencion odontologica,trat. odontologico integral terminado,2021-10-01,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2
SAN BENITO,atencion odontologica,trat. odontologico integral terminado,2021-10-01,0,0,0,1,1,1,0,0,0,0,0,0,0,0,3
SAN BORJA,atencion odontologica,trat. odontologico integral terminado,2021-10-01,0,0,1,1,0,0,0,3,0,0,0,0,0,0,5
SAN LORENZO(TJA),atencion odontologica,trat. odontologico integral terminado,2021-10-01,0,0,1,0,0,0,3,3,2,2,0,0,0,0,11
SAN LUCAS,atencion odontologica,trat. odontologico integral terminado,2021-10-01,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
SAN PEDRO DE BUENA VISTA,atencion odontologica,trat. odontologico integral terminado,2021-10-01,7,26,98,137,19,0,17,17,0,0,0,0,0,0,321
SAN PEDRO DE QUEMES,atencion odontologica,trat. odontologico integral terminado,2021-10-01,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3
SANTA CRUZ DE LA SIERRA,atencion odontologica,trat. odontologico integral terminado,2021-10-01,5,20,4,7,2,2,4,9,19,12,0,0,0,0,84
SHINAOTA,atencion odontologica,trat. odontologico integral terminado,2021-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SORATA,atencion odontologica,trat. odontologico integral terminado,2021-10-01,1,0,2,1,0,1,0,1,1,1,0,0,0,0,8
SUCRE,atencion odontologica,trat. odontologico integral terminado,2021-10-01,5,8,4,9,3,3,4,15,0,0,0,0,0,0,51
TAPACARI,atencion odontologica,trat. odontologico integral terminado,2021-10-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
TARIJA,atencion odontologica,trat. odontologico integral terminado,2021-10-01,0,0,1,2,0,0,1,3,0,2,0,0,0,0,9
TARVITA,atencion odontologica,trat. odontologico integral terminado,2021-10-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
TIQUIPAYA,atencion odontologica,trat. odontologico integral terminado,2021-10-01,2,1,0,0,0,0,0,1,0,0,0,0,0,0,4
TIRAQUE (CBBA),atencion odontologica,trat. odontologico integral terminado,2021-10-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
TOMINA,atencion odontologica,trat. odontologico integral terminado,2021-10-01,0,0,1,1,1,0,0,3,0,0,0,0,0,0,6
TRINIDAD,atencion odontologica,trat. odontologico integral terminado,2021-10-01,0,0,2,2,1,3,4,3,0,1,0,0,0,0,16
TUPIZA,atencion odontologica,trat. odontologico integral terminado,2021-10-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
UNCIA,atencion odontologica,trat. odontologico integral terminado,2021-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
URIONDO (A. CONCEPCION),atencion odontologica,trat. odontologico integral terminado,2021-10-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2
VACAS,atencion odontologica,trat. odontologico integral terminado,2021-10-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
VIACHA,atencion odontologica,trat. odontologico integral terminado,2021-10-01,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2
VILLA MONTES,atencion odontologica,trat. odontologico integral terminado,2021-10-01,0,0,3,4,1,0,0,2,0,0,0,0,0,0,10
VILLA RIVERO,atencion odontologica,trat. odontologico integral terminado,2021-10-01,0,0,0,1,0,0,1,1,0,0,0,0,0,0,3
VILLA SERRANO,atencion odontologica,trat. odontologico integral terminado,2021-10-01,1,0,0,0,0,0,0,3,0,0,0,0,0,0,4
VILLA TUNARI,atencion odontologica,trat. odontologico integral terminado,2021-10-01,0,0,0,1,0,1,0,0,2,0,0,0,0,0,4
VILLAZON,atencion odontologica,trat. odontologico integral terminado,2021-10-01,1,4,1,18,1,0,0,4,0,1,0,0,0,0,30
VINTO,atencion odontologica,trat. odontologico integral terminado,2021-10-01,1,0,0,1,0,0,1,0,0,0,0,0,0,0,3
YACO,atencion odontologica,trat. odontologico integral terminado,2021-10-01,0,0,0,2,1,1,0,0,0,0,0,0,0,0,4
YACUIBA,atencion odontologica,trat. odontologico integral terminado,2021-10-01,9,6,38,33,3,5,9,36,5,6,0,0,0,0,150
YUNCHARA,atencion odontologica,trat. odontologico integral terminado,2021-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
AIQUILE,atencion odontologica,trat. odontologico integral terminado,2021-11-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ARAMPAMPA,atencion odontologica,trat. odontologico integral terminado,2021-11-01,0,0,2,0,0,0,4,0,0,0,0,0,0,0,6
ARBIETO,atencion odontologica,trat. odontologico integral terminado,2021-11-01,1,1,0,1,1,0,1,2,0,0,0,0,0,0,7
ASCENCION DE GUARAYOS,atencion odontologica,trat. odontologico integral terminado,2021-11-01,0,3,1,1,2,3,0,2,0,1,0,0,0,0,13
BETANZOS,atencion odontologica,trat. odontologico integral terminado,2021-11-01,1,0,0,0,0,1,0,1,0,0,0,0,0,0,3
CALAMARCA,atencion odontologica,trat. odontologico integral terminado,2021-11-01,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2
CAMARGO,atencion odontologica,trat. odontologico integral terminado,2021-11-01,0,0,2,0,0,0,2,5,0,0,0,0,0,0,9
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,trat. odontologico integral terminado,2021-11-01,0,1,1,0,0,1,1,0,0,0,0,0,0,0,4
CAMIRI,atencion odontologica,trat. odontologico integral terminado,2021-11-01,1,3,4,4,5,3,1,9,0,0,0,0,0,0,30
CAPINOTA,atencion odontologica,trat. odontologico integral terminado,2021-11-01,1,0,0,1,0,1,0,0,0,0,0,0,0,0,3
CARACOLLO,atencion odontologica,trat. odontologico integral terminado,2021-11-01,1,0,0,4,0,0,1,1,0,0,0,0,0,0,7
CARANAVI,atencion odontologica,trat. odontologico integral terminado,2021-11-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2
CHAQUI,atencion odontologica,trat. odontologico integral terminado,2021-11-01,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2
COBIJA,atencion odontologica,trat. odontologico integral terminado,2021-11-01,4,10,0,0,0,0,0,0,0,0,0,0,0,0,14
COCHABAMBA,atencion odontologica,trat. odontologico integral terminado,2021-11-01,19,19,27,30,8,10,24,51,8,13,0,0,0,0,209
COLCAPIRHUA,atencion odontologica,trat. odontologico integral terminado,2021-11-01,1,0,5,2,0,1,1,3,0,0,0,0,0,0,13
"COLCHA ""K""",atencion odontologica,trat. odontologico integral terminado,2021-11-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
COLOMI,atencion odontologica,trat. odontologico integral terminado,2021-11-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
COLQUIRI,atencion odontologica,trat. odontologico integral terminado,2021-11-01,5,4,7,7,3,2,12,30,4,2,0,0,0,0,76
COMARAPA,atencion odontologica,trat. odontologico integral terminado,2021-11-01,1,0,2,4,0,1,1,0,0,0,0,0,0,0,9
CUATRO CAÑADAS,atencion odontologica,trat. odontologico integral terminado,2021-11-01,1,0,4,1,5,3,0,9,2,0,0,0,0,0,25
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,trat. odontologico integral terminado,2021-11-01,2,0,0,0,0,0,0,2,0,0,0,0,0,0,4
EL ALTO,atencion odontologica,trat. odontologico integral terminado,2021-11-01,0,5,4,3,3,3,1,7,1,0,0,0,0,0,27
EL TORNO,atencion odontologica,trat. odontologico integral terminado,2021-11-01,7,6,7,5,10,8,6,12,3,6,0,0,0,0,70
EL VILLAR,atencion odontologica,trat. odontologico integral terminado,2021-11-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
ENTRE RIOS CBBA,atencion odontologica,trat. odontologico integral terminado,2021-11-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,trat. odontologico integral terminado,2021-11-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
HUANUNI,atencion odontologica,trat. odontologico integral terminado,2021-11-01,0,0,0,0,1,1,1,1,0,0,0,0,0,0,4
ICLA,atencion odontologica,trat. odontologico integral terminado,2021-11-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
INCAHUASI,atencion odontologica,trat. odontologico integral terminado,2021-11-01,0,0,1,0,2,0,0,0,0,0,0,0,0,0,3
LA PAZ,atencion odontologica,trat. odontologico integral terminado,2021-11-01,22,34,34,46,7,3,15,26,7,3,0,0,0,0,197
LLALLAGUA,atencion odontologica,trat. odontologico integral terminado,2021-11-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
MACHACAMARCA,atencion odontologica,trat. odontologico integral terminado,2021-11-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
MALLA,atencion odontologica,trat. odontologico integral terminado,2021-11-01,0,0,2,2,0,0,0,0,0,0,0,0,0,0,4
MIZQUE,atencion odontologica,trat. odontologico integral terminado,2021-11-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2
MOJOCOYA,atencion odontologica,trat. odontologico integral terminado,2021-11-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
MONTEAGUDO,atencion odontologica,trat. odontologico integral terminado,2021-11-01,3,2,3,3,2,1,5,3,0,1,0,0,0,0,23
ORURO,atencion odontologica,trat. odontologico integral terminado,2021-11-01,9,8,24,19,21,53,41,56,4,4,0,0,0,0,239
PADCAYA,atencion odontologica,trat. odontologico integral terminado,2021-11-01,0,0,0,1,0,0,0,3,0,0,0,0,0,0,4
PADILLA,atencion odontologica,trat. odontologico integral terminado,2021-11-01,0,0,0,0,0,1,0,2,0,0,0,0,0,0,3
POCONA,atencion odontologica,trat. odontologico integral terminado,2021-11-01,5,1,1,13,9,5,13,26,0,0,0,0,0,0,73
PORCO,atencion odontologica,trat. odontologico integral terminado,2021-11-01,5,1,0,0,0,0,0,5,0,0,0,0,0,0,11
POROMA,atencion odontologica,trat. odontologico integral terminado,2021-11-01,0,0,3,4,2,4,0,1,0,0,0,0,0,0,14
POTOSI,atencion odontologica,trat. odontologico integral terminado,2021-11-01,24,18,12,33,10,35,37,124,0,11,0,0,0,0,304
PRESTO,atencion odontologica,trat. odontologico integral terminado,2021-11-01,0,0,1,2,2,1,1,1,0,0,0,0,0,0,8
PUERTO VILLARROEL,atencion odontologica,trat. odontologico integral terminado,2021-11-01,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
PUNATA,atencion odontologica,trat. odontologico integral terminado,2021-11-01,0,1,4,3,0,1,0,1,0,0,0,0,0,0,10
QUILLACOLLO,atencion odontologica,trat. odontologico integral terminado,2021-11-01,3,2,3,8,0,1,1,8,0,0,0,0,0,0,26
RAVELO,atencion odontologica,trat. odontologico integral terminado,2021-11-01,0,1,1,5,2,8,1,4,0,1,0,0,0,0,23
SACABA,atencion odontologica,trat. odontologico integral terminado,2021-11-01,6,4,10,16,4,4,8,20,5,2,0,0,0,0,79
SALINAS DE GARCI MENDOZA,atencion odontologica,trat. odontologico integral terminado,2021-11-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
SAN BENITO,atencion odontologica,trat. odontologico integral terminado,2021-11-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2
SAN BORJA,atencion odontologica,trat. odontologico integral terminado,2021-11-01,1,0,0,2,0,0,0,1,0,0,0,0,0,0,4
SAN LORENZO(TJA),atencion odontologica,trat. odontologico integral terminado,2021-11-01,1,0,0,0,0,0,0,5,1,0,0,0,0,0,7
SAN LUCAS,atencion odontologica,trat. odontologico integral terminado,2021-11-01,0,1,0,1,0,2,1,0,0,1,0,0,0,0,6
SAN PABLO DE LIPEZ,atencion odontologica,trat. odontologico integral terminado,2021-11-01,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3
SAN PEDRO DE BUENA VISTA,atencion odontologica,trat. odontologico integral terminado,2021-11-01,5,2,85,37,1,8,1,19,0,0,0,0,0,0,158
SAN PEDRO DE CURAHUARA,atencion odontologica,trat. odontologico integral terminado,2021-11-01,0,0,4,5,0,0,0,0,0,0,0,0,0,0,9
SAN PEDRO DE QUEMES,atencion odontologica,trat. odontologico integral terminado,2021-11-01,0,0,0,0,0,0,1,4,3,0,0,0,0,0,8
SANTA CRUZ DE LA SIERRA,atencion odontologica,trat. odontologico integral terminado,2021-11-01,27,21,4,6,0,2,2,6,13,13,0,0,0,0,94
SAPAHAQUI,atencion odontologica,trat. odontologico integral terminado,2021-11-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
SHINAOTA,atencion odontologica,trat. odontologico integral terminado,2021-11-01,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
SORATA,atencion odontologica,trat. odontologico integral terminado,2021-11-01,3,0,1,3,0,0,0,1,0,0,0,0,0,0,8
SUCRE,atencion odontologica,trat. odontologico integral terminado,2021-11-01,5,8,6,9,3,6,8,12,0,0,0,0,0,0,57
TACOBAMBA,atencion odontologica,trat. odontologico integral terminado,2021-11-01,0,0,2,2,0,0,1,4,0,0,0,0,0,0,9
TAPACARI,atencion odontologica,trat. odontologico integral terminado,2021-11-01,0,0,0,3,0,1,0,0,0,0,0,0,0,0,4
TARABUCO,atencion odontologica,trat. odontologico integral terminado,2021-11-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
TARIJA,atencion odontologica,trat. odontologico integral terminado,2021-11-01,1,1,0,2,0,0,1,0,0,0,0,0,0,0,5
TIQUIPAYA,atencion odontologica,trat. odontologico integral terminado,2021-11-01,2,4,4,1,0,0,1,5,0,0,0,0,0,0,17
TOCO,atencion odontologica,trat. odontologico integral terminado,2021-11-01,0,0,1,0,0,0,0,2,0,0,0,0,0,0,3
TOMINA,atencion odontologica,trat. odontologico integral terminado,2021-11-01,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2
TRINIDAD,atencion odontologica,trat. odontologico integral terminado,2021-11-01,4,1,0,0,0,5,2,4,0,0,0,0,0,0,16
UNCIA,atencion odontologica,trat. odontologico integral terminado,2021-11-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
URIONDO (A. CONCEPCION),atencion odontologica,trat. odontologico integral terminado,2021-11-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
VACAS,atencion odontologica,trat. odontologico integral terminado,2021-11-01,0,0,0,0,1,0,1,0,0,1,0,0,0,0,3
VIACHA,atencion odontologica,trat. odontologico integral terminado,2021-11-01,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
VILLA MONTES,atencion odontologica,trat. odontologico integral terminado,2021-11-01,0,1,1,2,1,0,0,7,1,1,0,0,0,0,14
VILLA RIVERO,atencion odontologica,trat. odontologico integral terminado,2021-11-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
VILLA SERRANO,atencion odontologica,trat. odontologico integral terminado,2021-11-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
VILLA TUNARI,atencion odontologica,trat. odontologico integral terminado,2021-11-01,0,0,0,2,0,0,0,0,0,1,0,0,0,0,3
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,trat. odontologico integral terminado,2021-11-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
VILLAZON,atencion odontologica,trat. odontologico integral terminado,2021-11-01,0,0,2,5,4,1,2,16,0,1,0,0,0,0,31
VINTO,atencion odontologica,trat. odontologico integral terminado,2021-11-01,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2
YACUIBA,atencion odontologica,trat. odontologico integral terminado,2021-11-01,3,4,25,8,5,4,9,58,2,2,0,0,0,0,120
YOTALA,atencion odontologica,trat. odontologico integral terminado,2021-11-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
YUNCHARA,atencion odontologica,trat. odontologico integral terminado,2021-11-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
AIQUILE,atencion odontologica,trat. odontologico integral terminado,2021-12-01,2,0,0,2,0,0,0,3,1,0,0,0,0,0,8
ANTEQUERA,atencion odontologica,trat. odontologico integral terminado,2021-12-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
ARANI,atencion odontologica,trat. odontologico integral terminado,2021-12-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
ARBIETO,atencion odontologica,trat. odontologico integral terminado,2021-12-01,0,1,1,2,1,0,0,1,0,0,0,0,0,0,6
ASCENCION DE GUARAYOS,atencion odontologica,trat. odontologico integral terminado,2021-12-01,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
ATOCHA,atencion odontologica,trat. odontologico integral terminado,2021-12-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
BETANZOS,atencion odontologica,trat. odontologico integral terminado,2021-12-01,0,0,0,1,1,0,0,1,0,0,0,0,0,0,3
CAJUATA,atencion odontologica,trat. odontologico integral terminado,2021-12-01,0,0,0,5,0,0,0,1,0,0,0,0,0,0,6
