,group,variable,month,TOTAL 1.4 PERSONAS DE 21 A 59 AÑOS NUEVO,TOTAL 1.4 PERSONAS DE 21 A 59 AÑOS NUEVO,TOTAL 1.4 PERSONAS DE 21 A 59 AÑOS REPETIDO,TOTAL 1.4 PERSONAS DE 21 A 59 AÑOS REPETIDO,TOTALES,TOTALES,TOTALES
MIZQUE,consulta externa, personas de 21 a 59 anos,2014-07-01,67,220,14,22,81,242,323
MOCOMOCO,consulta externa, personas de 21 a 59 anos,2014-07-01,128,180,4,2,132,182,314
MOJINETE,consulta externa, personas de 21 a 59 anos,2014-07-01,14,44,2,8,16,52,68
MOJOCOYA,consulta externa, personas de 21 a 59 anos,2014-07-01,72,175,2,19,74,194,268
MONTEAGUDO,consulta externa, personas de 21 a 59 anos,2014-07-01,1128,1978,113,231,1241,2209,3450
MONTERO,consulta externa, personas de 21 a 59 anos,2014-07-01,669,2554,100,440,769,2994,3763
MORO MORO,consulta externa, personas de 21 a 59 anos,2014-07-01,35,70,3,9,38,79,117
MOROCHATA,consulta externa, personas de 21 a 59 anos,2014-07-01,82,108,3,4,85,112,197
NACEBE (SANTA ROSA DEL ABUNA),consulta externa, personas de 21 a 59 anos,2014-07-01,58,42,1,0,59,42,101
NAZACARA DE PACAJES,consulta externa, personas de 21 a 59 anos,2014-07-01,12,11,2,0,14,11,25
NUEVO MANOA (NUEVA ESPERANZA),consulta externa, personas de 21 a 59 anos,2014-07-01,65,84,9,3,74,87,161
OCURI,consulta externa, personas de 21 a 59 anos,2014-07-01,121,302,5,11,126,313,439
OKINAWA,consulta externa, personas de 21 a 59 anos,2014-07-01,152,352,6,20,158,372,530
OMEREQUE,consulta externa, personas de 21 a 59 anos,2014-07-01,135,199,9,27,144,226,370
ORURO,consulta externa, personas de 21 a 59 anos,2014-07-01,6319,14662,2488,5614,8807,20276,29083
PADCAYA,consulta externa, personas de 21 a 59 anos,2014-07-01,813,1349,19,44,832,1393,2225
PADILLA,consulta externa, personas de 21 a 59 anos,2014-07-01,494,867,13,32,507,899,1406
PAILON,consulta externa, personas de 21 a 59 anos,2014-07-01,140,334,4,34,144,368,512
PALCA,consulta externa, personas de 21 a 59 anos,2014-07-01,161,279,6,3,167,282,449
PALOS BLANCOS,consulta externa, personas de 21 a 59 anos,2014-07-01,363,731,10,13,373,744,1117
PAMPA AULLAGAS,consulta externa, personas de 21 a 59 anos,2014-07-01,43,39,0,0,43,39,82
PAMPA GRANDE,consulta externa, personas de 21 a 59 anos,2014-07-01,58,172,1,7,59,179,238
PAPEL PAMPA,consulta externa, personas de 21 a 59 anos,2014-07-01,86,128,4,3,90,131,221
PASORAPA,consulta externa, personas de 21 a 59 anos,2014-07-01,73,135,7,6,80,141,221
PATACAMAYA,consulta externa, personas de 21 a 59 anos,2014-07-01,136,185,1,11,137,196,333
PAZÑA,consulta externa, personas de 21 a 59 anos,2014-07-01,103,141,7,6,110,147,257
PELECHUCO,consulta externa, personas de 21 a 59 anos,2014-07-01,137,156,2,2,139,158,297
POCOATA,consulta externa, personas de 21 a 59 anos,2014-07-01,127,248,3,3,130,251,381
POCONA,consulta externa, personas de 21 a 59 anos,2014-07-01,155,270,3,3,158,273,431
POJO (CBBA),consulta externa, personas de 21 a 59 anos,2014-07-01,218,256,15,13,233,269,502
POOPO,consulta externa, personas de 21 a 59 anos,2014-07-01,143,157,16,15,159,172,331
PORCO,consulta externa, personas de 21 a 59 anos,2014-07-01,93,132,0,2,93,134,227
POROMA,consulta externa, personas de 21 a 59 anos,2014-07-01,206,496,5,11,211,507,718
PORONGO,consulta externa, personas de 21 a 59 anos,2014-07-01,130,270,3,2,133,272,405
PORTACHUELO,consulta externa, personas de 21 a 59 anos,2014-07-01,211,675,35,161,246,836,1082
PORVENIR,consulta externa, personas de 21 a 59 anos,2014-07-01,82,145,8,16,90,161,251
POSTRER VALLE,consulta externa, personas de 21 a 59 anos,2014-07-01,26,52,0,5,26,57,83
POTOSI,consulta externa, personas de 21 a 59 anos,2014-07-01,6905,11766,2390,4026,9295,15792,25087
PRESTO,consulta externa, personas de 21 a 59 anos,2014-07-01,120,226,0,0,120,226,346
PUCARA,consulta externa, personas de 21 a 59 anos,2014-07-01,67,121,11,29,78,150,228
PUCARANI,consulta externa, personas de 21 a 59 anos,2014-07-01,150,282,14,16,164,298,462
PUERTO ACOSTA,consulta externa, personas de 21 a 59 anos,2014-07-01,71,110,2,5,73,115,188
PUERTO CARABUCO,consulta externa, personas de 21 a 59 anos,2014-07-01,145,205,15,12,160,217,377
PUERTO GONZALO MORENO,consulta externa, personas de 21 a 59 anos,2014-07-01,140,205,8,3,148,208,356
PUERTO PEREZ,consulta externa, personas de 21 a 59 anos,2014-07-01,57,80,0,7,57,87,144
PUERTO QUIJARRO,consulta externa, personas de 21 a 59 anos,2014-07-01,389,677,28,16,417,693,1110
PUERTO RICO,consulta externa, personas de 21 a 59 anos,2014-07-01,286,410,10,16,296,426,722
PUERTO SILES,consulta externa, personas de 21 a 59 anos,2014-07-01,28,68,6,17,34,85,119
PUERTO SUAREZ,consulta externa, personas de 21 a 59 anos,2014-07-01,261,555,50,83,311,638,949
PUERTO VILLARROEL,consulta externa, personas de 21 a 59 anos,2014-07-01,772,1219,38,336,810,1555,2365
PUNA,consulta externa, personas de 21 a 59 anos,2014-07-01,271,592,10,20,281,612,893
PUNATA,consulta externa, personas de 21 a 59 anos,2014-07-01,198,595,145,479,343,1074,1417
QUIABAYA,consulta externa, personas de 21 a 59 anos,2014-07-01,55,70,1,4,56,74,130
QUILLACOLLO,consulta externa, personas de 21 a 59 anos,2014-07-01,1956,4498,640,1588,2596,6086,8682
QUIME,consulta externa, personas de 21 a 59 anos,2014-07-01,257,171,97,10,354,181,535
QUIRUSILLAS,consulta externa, personas de 21 a 59 anos,2014-07-01,21,50,3,1,24,51,75
RAVELO,consulta externa, personas de 21 a 59 anos,2014-07-01,198,462,2,5,200,467,667
REYES,consulta externa, personas de 21 a 59 anos,2014-07-01,168,438,34,66,202,504,706
RIBERALTA,consulta externa, personas de 21 a 59 anos,2014-07-01,1156,3308,44,393,1200,3701,4901
ROBORE,consulta externa, personas de 21 a 59 anos,2014-07-01,223,510,25,66,248,576,824
RURRENABAQUE,consulta externa, personas de 21 a 59 anos,2014-07-01,267,633,71,181,338,814,1152
SABAYA,consulta externa, personas de 21 a 59 anos,2014-07-01,107,105,2,2,109,107,216
SACABA,consulta externa, personas de 21 a 59 anos,2014-07-01,1198,2153,288,588,1486,2741,4227
SACABAMBA,consulta externa, personas de 21 a 59 anos,2014-07-01,31,48,0,1,31,49,80
SACACA,consulta externa, personas de 21 a 59 anos,2014-07-01,178,396,5,4,183,400,583
SAIPINA,consulta externa, personas de 21 a 59 anos,2014-07-01,58,165,4,10,62,175,237
SALINAS DE GARCI MENDOZA,consulta externa, personas de 21 a 59 anos,2014-07-01,178,275,3,12,181,287,468
SAMAIPATA,consulta externa, personas de 21 a 59 anos,2014-07-01,134,233,8,10,142,243,385
SAN AGUSTIN,consulta externa, personas de 21 a 59 anos,2014-07-01,66,139,4,10,70,149,219
SAN ANDRES,consulta externa, personas de 21 a 59 anos,2014-07-01,228,361,32,65,260,426,686
SAN ANDRES DE MACHACA,consulta externa, personas de 21 a 59 anos,2014-07-01,54,92,3,8,57,100,157
SAN ANTONIO DE ESMORUCO,consulta externa, personas de 21 a 59 anos,2014-07-01,28,45,0,3,28,48,76
SAN ANTONIO DE LOMERIO,consulta externa, personas de 21 a 59 anos,2014-07-01,58,131,3,2,61,133,194
SAN BENITO,consulta externa, personas de 21 a 59 anos,2014-07-01,92,169,28,33,120,202,322
SAN BORJA,consulta externa, personas de 21 a 59 anos,2014-07-01,291,1034,73,237,364,1271,1635
SAN BUENA VENTURA,consulta externa, personas de 21 a 59 anos,2014-07-01,163,287,10,12,173,299,472
SAN CARLOS,consulta externa, personas de 21 a 59 anos,2014-07-01,285,811,14,34,299,845,1144
SAN IGNACIO,consulta externa, personas de 21 a 59 anos,2014-07-01,413,821,28,47,441,868,1309
SAN IGNACIO DE VELASCO,consulta externa, personas de 21 a 59 anos,2014-07-01,423,775,21,63,444,838,1282
SAN JAVIER(BNI),consulta externa, personas de 21 a 59 anos,2014-07-01,45,77,7,0,52,77,129
SAN JAVIER(STC),consulta externa, personas de 21 a 59 anos,2014-07-01,61,97,2,4,63,101,164
SAN JOAQUIN,consulta externa, personas de 21 a 59 anos,2014-07-01,20,41,2,2,22,43,65
SAN JOSE DE CHIQUITOS,consulta externa, personas de 21 a 59 anos,2014-07-01,202,410,32,66,234,476,710
SAN JUAN DE YAPACANI,consulta externa, personas de 21 a 59 anos,2014-07-01,161,400,13,47,174,447,621
SAN JULIAN,consulta externa, personas de 21 a 59 anos,2014-07-01,542,1022,121,288,663,1310,1973
SAN LORENZO(PND),consulta externa, personas de 21 a 59 anos,2014-07-01,37,72,0,0,37,72,109
SAN LORENZO(TJA),consulta externa, personas de 21 a 59 anos,2014-07-01,524,1079,9,39,533,1118,1651
SAN LUCAS,consulta externa, personas de 21 a 59 anos,2014-07-01,367,799,0,6,367,805,1172
SAN MATIAS,consulta externa, personas de 21 a 59 anos,2014-07-01,113,201,11,17,124,218,342
SAN MIGUEL DE VELASCO,consulta externa, personas de 21 a 59 anos,2014-07-01,53,116,12,31,65,147,212
SAN PABLO DE LIPEZ,consulta externa, personas de 21 a 59 anos,2014-07-01,88,137,3,4,91,141,232
SAN PEDRO,consulta externa, personas de 21 a 59 anos,2014-07-01,281,516,14,46,295,562,857
SAN PEDRO DE BUENA VISTA,consulta externa, personas de 21 a 59 anos,2014-07-01,225,486,0,1,225,487,712
SAN PEDRO DE CURAHUARA,consulta externa, personas de 21 a 59 anos,2014-07-01,59,109,4,8,63,117,180
SAN PEDRO DE QUEMES,consulta externa, personas de 21 a 59 anos,2014-07-01,20,46,3,1,23,47,70
SAN PEDRO DE TIQUINA,consulta externa, personas de 21 a 59 anos,2014-07-01,61,79,5,14,66,93,159
SAN PEDRO(PND),consulta externa, personas de 21 a 59 anos,2014-07-01,59,74,1,0,60,74,134
SAN RAFAEL,consulta externa, personas de 21 a 59 anos,2014-07-01,57,148,1,12,58,160,218
SAN RAMON BENI,consulta externa, personas de 21 a 59 anos,2014-07-01,75,178,4,0,79,178,257
SAN RAMON SCZ,consulta externa, personas de 21 a 59 anos,2014-07-01,131,173,23,132,154,305,459
SANTA ANA,consulta externa, personas de 21 a 59 anos,2014-07-01,231,405,104,193,335,598,933
SANTA CRUZ DE LA SIERRA,consulta externa, personas de 21 a 59 anos,2014-07-01,27659,60374,8096,28619,35755,88993,124748
SANTA ROSA,consulta externa, personas de 21 a 59 anos,2014-07-01,162,394,22,40,184,434,618
SANTA ROSA DEL SARA,consulta externa, personas de 21 a 59 anos,2014-07-01,182,336,8,21,190,357,547
SANTIAGO DE CALLAPA,consulta externa, personas de 21 a 59 anos,2014-07-01,12,41,1,0,13,41,54
SANTIAGO DE HUARI,consulta externa, personas de 21 a 59 anos,2014-07-01,190,273,41,19,231,292,523
SANTIAGO DE HUATA,consulta externa, personas de 21 a 59 anos,2014-07-01,66,85,11,7,77,92,169
SANTIAGO DE MACHACA,consulta externa, personas de 21 a 59 anos,2014-07-01,22,25,1,0,23,25,48
SANTIVAÑES,consulta externa, personas de 21 a 59 anos,2014-07-01,91,154,5,11,96,165,261
SANTUARIO DE QUILLACAS,consulta externa, personas de 21 a 59 anos,2014-07-01,35,39,6,2,41,41,82
SAPAHAQUI,consulta externa, personas de 21 a 59 anos,2014-07-01,125,158,1,0,126,158,284
SENA,consulta externa, personas de 21 a 59 anos,2014-07-01,86,135,0,0,86,135,221
SHINAOTA,consulta externa, personas de 21 a 59 anos,2014-07-01,266,509,22,26,288,535,823
SICA SICA (VILLA AROMA),consulta externa, personas de 21 a 59 anos,2014-07-01,238,389,11,11,249,400,649
SICAYA,consulta externa, personas de 21 a 59 anos,2014-07-01,25,47,2,0,27,47,74
SIPE SIPE,consulta externa, personas de 21 a 59 anos,2014-07-01,186,440,10,10,196,450,646
SOPACHUY,consulta externa, personas de 21 a 59 anos,2014-07-01,158,273,6,7,164,280,444
SORACACHI,consulta externa, personas de 21 a 59 anos,2014-07-01,81,125,3,3,84,128,212
SORATA,consulta externa, personas de 21 a 59 anos,2014-07-01,159,193,47,43,206,236,442
SUCRE,consulta externa, personas de 21 a 59 anos,2014-07-01,10211,22467,3796,7954,14007,30421,44428
TACACHI,consulta externa, personas de 21 a 59 anos,2014-07-01,11,21,0,0,11,21,32
TACACOMA,consulta externa, personas de 21 a 59 anos,2014-07-01,186,210,7,3,193,213,406
TACOBAMBA,consulta externa, personas de 21 a 59 anos,2014-07-01,130,190,3,0,133,190,323
TACOPAYA,consulta externa, personas de 21 a 59 anos,2014-07-01,67,135,8,3,75,138,213
TAHUA,consulta externa, personas de 21 a 59 anos,2014-07-01,26,51,0,0,26,51,77
TAPACARI,consulta externa, personas de 21 a 59 anos,2014-07-01,165,334,2,2,167,336,503
TARABUCO,consulta externa, personas de 21 a 59 anos,2014-07-01,142,387,3,79,145,466,611
TARACO,consulta externa, personas de 21 a 59 anos,2014-07-01,44,56,9,11,53,67,120
TARATA,consulta externa, personas de 21 a 59 anos,2014-07-01,48,97,6,9,54,106,160
TARIJA,consulta externa, personas de 21 a 59 anos,2014-07-01,8920,17855,2839,7060,11759,24915,36674
TARVITA,consulta externa, personas de 21 a 59 anos,2014-07-01,276,538,8,10,284,548,832
TEOPONTE,consulta externa, personas de 21 a 59 anos,2014-07-01,88,233,5,6,93,239,332
TIAWANACU,consulta externa, personas de 21 a 59 anos,2014-07-01,140,270,10,16,150,286,436
TINGUIPAYA,consulta externa, personas de 21 a 59 anos,2014-07-01,83,197,2,5,85,202,287
TIPUANI,consulta externa, personas de 21 a 59 anos,2014-07-01,179,272,12,13,191,285,476
TIQUIPAYA,consulta externa, personas de 21 a 59 anos,2014-07-01,168,519,16,140,184,659,843
TIRAQUE (CBBA),consulta externa, personas de 21 a 59 anos,2014-07-01,125,298,3,9,128,307,435
TITO YUPANQUI (PARQUIPUJIO),consulta externa, personas de 21 a 59 anos,2014-07-01,24,12,1,0,25,12,37
TOCO,consulta externa, personas de 21 a 59 anos,2014-07-01,31,93,0,0,31,93,124
TODOS SANTOS,consulta externa, personas de 21 a 59 anos,2014-07-01,11,12,0,2,11,14,25
TOLATA,consulta externa, personas de 21 a 59 anos,2014-07-01,51,119,18,33,69,152,221
TOLEDO,consulta externa, personas de 21 a 59 anos,2014-07-01,66,81,3,4,69,85,154
TOMAVE,consulta externa, personas de 21 a 59 anos,2014-07-01,231,385,6,6,237,391,628
TOMINA,consulta externa, personas de 21 a 59 anos,2014-07-01,222,343,3,3,225,346,571
TORO TORO,consulta externa, personas de 21 a 59 anos,2014-07-01,149,314,0,4,149,318,467
TOTORA(CBBA),consulta externa, personas de 21 a 59 anos,2014-07-01,87,154,24,15,111,169,280
TOTORA(ORR),consulta externa, personas de 21 a 59 anos,2014-07-01,61,85,4,2,65,87,152
TRIGAL,consulta externa, personas de 21 a 59 anos,2014-07-01,35,51,5,12,40,63,103
TRINIDAD,consulta externa, personas de 21 a 59 anos,2014-07-01,3808,7084,696,1842,4504,8926,13430
TUPIZA,consulta externa, personas de 21 a 59 anos,2014-07-01,1116,1145,225,207,1341,1352,2693
TURCO,consulta externa, personas de 21 a 59 anos,2014-07-01,46,46,0,0,46,46,92
UMALA,consulta externa, personas de 21 a 59 anos,2014-07-01,42,108,1,4,43,112,155
UNCIA,consulta externa, personas de 21 a 59 anos,2014-07-01,332,661,97,220,429,881,1310
URIONDO (A. CONCEPCION),consulta externa, personas de 21 a 59 anos,2014-07-01,463,1217,30,64,493,1281,1774
URUBICHA,consulta externa, personas de 21 a 59 anos,2014-07-01,38,84,5,20,43,104,147
UYUNI,consulta externa, personas de 21 a 59 anos,2014-07-01,673,1094,51,104,724,1198,1922
VACAS,consulta externa, personas de 21 a 59 anos,2014-07-01,44,99,11,13,55,112,167
VALLEGRANDE,consulta externa, personas de 21 a 59 anos,2014-07-01,131,305,170,462,301,767,1068
VIACHA,consulta externa, personas de 21 a 59 anos,2014-07-01,625,1252,301,472,926,1724,2650
VILA VILA,consulta externa, personas de 21 a 59 anos,2014-07-01,13,36,0,0,13,36,49
VILLA CHARCAS,consulta externa, personas de 21 a 59 anos,2014-07-01,141,322,6,14,147,336,483
VILLA MONTES,consulta externa, personas de 21 a 59 anos,2014-07-01,1505,2167,249,305,1754,2472,4226
VILLA NUEVA (LOMA ALTA),consulta externa, personas de 21 a 59 anos,2014-07-01,31,77,0,1,31,78,109
VILLA RIVERO,consulta externa, personas de 21 a 59 anos,2014-07-01,51,112,5,7,56,119,175
VILLA SERRANO,consulta externa, personas de 21 a 59 anos,2014-07-01,142,348,5,14,147,362,509
VILLA TUNARI,consulta externa, personas de 21 a 59 anos,2014-07-01,917,1697,93,365,1010,2062,3072
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa, personas de 21 a 59 anos,2014-07-01,150,284,36,81,186,365,551
VILLAZON,consulta externa, personas de 21 a 59 anos,2014-07-01,719,1899,75,268,794,2167,2961
VINTO,consulta externa, personas de 21 a 59 anos,2014-07-01,183,406,30,69,213,475,688
VITICHI,consulta externa, personas de 21 a 59 anos,2014-07-01,145,254,2,11,147,265,412
WALDO BALLIVIAN,consulta externa, personas de 21 a 59 anos,2014-07-01,19,26,0,0,19,26,45
WARNES,consulta externa, personas de 21 a 59 anos,2014-07-01,383,1065,18,40,401,1105,1506
YACO,consulta externa, personas de 21 a 59 anos,2014-07-01,50,105,1,4,51,109,160
YACUIBA,consulta externa, personas de 21 a 59 anos,2014-07-01,2953,5733,666,1498,3619,7231,10850
YAMPARAEZ,consulta externa, personas de 21 a 59 anos,2014-07-01,93,157,11,8,104,165,269
YANACACHI,consulta externa, personas de 21 a 59 anos,2014-07-01,255,127,30,14,285,141,426
YAPACANI,consulta externa, personas de 21 a 59 anos,2014-07-01,807,1581,94,207,901,1788,2689
YOCALLA,consulta externa, personas de 21 a 59 anos,2014-07-01,106,200,2,1,108,201,309
YOTALA,consulta externa, personas de 21 a 59 anos,2014-07-01,155,231,14,29,169,260,429
YUNCHARA,consulta externa, personas de 21 a 59 anos,2014-07-01,283,516,1,11,284,527,811
YUNGUYO DE LITORAL,consulta externa, personas de 21 a 59 anos,2014-07-01,4,1,0,0,4,1,5
ZUDAÑEZ,consulta externa, personas de 21 a 59 anos,2014-07-01,102,214,11,10,113,224,337
ACACIO,consulta externa, personas de 21 a 59 anos,2014-08-01,90,148,5,2,95,150,245
ACHACACHI,consulta externa, personas de 21 a 59 anos,2014-08-01,232,695,57,230,289,925,1214
ACHOCALLA,consulta externa, personas de 21 a 59 anos,2014-08-01,121,118,3,8,124,126,250
AIQUILE,consulta externa, personas de 21 a 59 anos,2014-08-01,197,432,33,93,230,525,755
ALALAY,consulta externa, personas de 21 a 59 anos,2014-08-01,18,31,0,0,18,31,49
ALCALA,consulta externa, personas de 21 a 59 anos,2014-08-01,73,140,1,2,74,142,216
ALTO BENI,consulta externa, personas de 21 a 59 anos,2014-08-01,182,305,4,3,186,308,494
ANCORAIMES,consulta externa, personas de 21 a 59 anos,2014-08-01,67,135,5,17,72,152,224
ANDAMARCA,consulta externa, personas de 21 a 59 anos,2014-08-01,68,83,3,8,71,91,162
ANTEQUERA,consulta externa, personas de 21 a 59 anos,2014-08-01,33,45,1,2,34,47,81
ANZALDO,consulta externa, personas de 21 a 59 anos,2014-08-01,81,154,28,42,109,196,305
APOLO,consulta externa, personas de 21 a 59 anos,2014-08-01,119,284,2,4,121,288,409
ARAMPAMPA,consulta externa, personas de 21 a 59 anos,2014-08-01,49,94,1,0,50,94,144
ARANI,consulta externa, personas de 21 a 59 anos,2014-08-01,39,81,0,1,39,82,121
ARBIETO,consulta externa, personas de 21 a 59 anos,2014-08-01,72,215,25,41,97,256,353
ARQUE,consulta externa, personas de 21 a 59 anos,2014-08-01,90,173,1,4,91,177,268
ASCENCION DE GUARAYOS,consulta externa, personas de 21 a 59 anos,2014-08-01,91,340,0,4,91,344,435
ATOCHA,consulta externa, personas de 21 a 59 anos,2014-08-01,792,777,154,105,946,882,1828
AUCAPATA,consulta externa, personas de 21 a 59 anos,2014-08-01,159,150,3,1,162,151,313
AYATA,consulta externa, personas de 21 a 59 anos,2014-08-01,122,176,10,6,132,182,314
AYO AYO,consulta externa, personas de 21 a 59 anos,2014-08-01,92,120,1,3,93,123,216
AYOPAYA (V. DE INDEPENDENCIA),consulta externa, personas de 21 a 59 anos,2014-08-01,274,419,20,11,294,430,724
AZURDUY,consulta externa, personas de 21 a 59 anos,2014-08-01,127,329,5,8,132,337,469
BATALLAS,consulta externa, personas de 21 a 59 anos,2014-08-01,66,158,4,1,70,159,229
BAURES,consulta externa, personas de 21 a 59 anos,2014-08-01,97,218,4,3,101,221,322
BELEN DE ANDAMARCA,consulta externa, personas de 21 a 59 anos,2014-08-01,20,36,1,4,21,40,61
BELEN DE URMIRI,consulta externa, personas de 21 a 59 anos,2014-08-01,48,54,1,0,49,54,103
BELLA FLOR,consulta externa, personas de 21 a 59 anos,2014-08-01,73,81,1,1,74,82,156
BERMEJO,consulta externa, personas de 21 a 59 anos,2014-08-01,1943,3386,158,245,2101,3631,5732
BETANZOS,consulta externa, personas de 21 a 59 anos,2014-08-01,449,842,20,43,469,885,1354
BOLIVAR,consulta externa, personas de 21 a 59 anos,2014-08-01,34,64,3,2,37,66,103
BOLPEBRA,consulta externa, personas de 21 a 59 anos,2014-08-01,82,77,10,21,92,98,190
BOYUIBE,consulta externa, personas de 21 a 59 anos,2014-08-01,40,100,6,32,46,132,178
BUENA VISTA,consulta externa, personas de 21 a 59 anos,2014-08-01,145,309,1,0,146,309,455
CABEZAS,consulta externa, personas de 21 a 59 anos,2014-08-01,509,713,22,37,531,750,1281
CAIROMA,consulta externa, personas de 21 a 59 anos,2014-08-01,239,289,28,10,267,299,566
"CAIZA ""D""",consulta externa, personas de 21 a 59 anos,2014-08-01,194,318,1,1,195,319,514
CAJUATA,consulta externa, personas de 21 a 59 anos,2014-08-01,188,201,0,3,188,204,392
CALACOTO,consulta externa, personas de 21 a 59 anos,2014-08-01,43,63,2,1,45,64,109
CALAMARCA,consulta externa, personas de 21 a 59 anos,2014-08-01,100,249,23,38,123,287,410
CAMARGO,consulta externa, personas de 21 a 59 anos,2014-08-01,260,659,21,117,281,776,1057
CAMATAQUI (C. VILLA ABECIA),consulta externa, personas de 21 a 59 anos,2014-08-01,54,66,1,0,55,66,121
CAMIRI,consulta externa, personas de 21 a 59 anos,2014-08-01,1000,1143,78,189,1078,1332,2410
CAPINOTA,consulta externa, personas de 21 a 59 anos,2014-08-01,218,354,83,119,301,473,774
CAQUIAVIRI,consulta externa, personas de 21 a 59 anos,2014-08-01,78,134,7,6,85,140,225
CARACOLLO,consulta externa, personas de 21 a 59 anos,2014-08-01,168,345,16,33,184,378,562
CARANAVI,consulta externa, personas de 21 a 59 anos,2014-08-01,468,920,45,64,513,984,1497
CARANGAS,consulta externa, personas de 21 a 59 anos,2014-08-01,4,9,0,0,4,9,13
CARAPARI,consulta externa, personas de 21 a 59 anos,2014-08-01,577,967,17,21,594,988,1582
CARIPUYO,consulta externa, personas de 21 a 59 anos,2014-08-01,71,147,1,0,72,147,219
CARMEN RIVERO TORREZ,consulta externa, personas de 21 a 59 anos,2014-08-01,55,126,7,8,62,134,196
CATACORA,consulta externa, personas de 21 a 59 anos,2014-08-01,32,46,2,11,34,57,91
CHACARILLA,consulta externa, personas de 21 a 59 anos,2014-08-01,31,42,5,1,36,43,79
CHALLAPATA,consulta externa, personas de 21 a 59 anos,2014-08-01,330,557,52,93,382,650,1032
CHAQUI,consulta externa, personas de 21 a 59 anos,2014-08-01,90,179,1,1,91,180,271
CHARAGUA,consulta externa, personas de 21 a 59 anos,2014-08-01,233,562,24,58,257,620,877
CHARAÑA,consulta externa, personas de 21 a 59 anos,2014-08-01,27,46,1,0,28,46,74
CHAYANTA,consulta externa, personas de 21 a 59 anos,2014-08-01,149,284,2,6,151,290,441
CHIMORE,consulta externa, personas de 21 a 59 anos,2014-08-01,397,511,63,50,460,561,1021
CHIPAYA,consulta externa, personas de 21 a 59 anos,2014-08-01,14,23,0,0,14,23,37
CHOQUE COTA,consulta externa, personas de 21 a 59 anos,2014-08-01,10,20,2,1,12,21,33
CHUA COCANI,consulta externa, personas de 21 a 59 anos,2014-08-01,22,27,5,3,27,30,57
CHULUMANI (V. DE LA LIBERTAD),consulta externa, personas de 21 a 59 anos,2014-08-01,136,247,13,17,149,264,413
CHUMA,consulta externa, personas de 21 a 59 anos,2014-08-01,144,154,3,8,147,162,309
CHUQUIHUTA AYLLU JUCUMANI,consulta externa, personas de 21 a 59 anos,2014-08-01,67,125,0,0,67,125,192
CKOCHAS,consulta externa, personas de 21 a 59 anos,2014-08-01,210,400,3,13,213,413,626
CLIZA,consulta externa, personas de 21 a 59 anos,2014-08-01,114,182,15,69,129,251,380
COBIJA,consulta externa, personas de 21 a 59 anos,2014-08-01,1730,3251,676,438,2406,3689,6095
COCAPATA,consulta externa, personas de 21 a 59 anos,2014-08-01,101,160,0,4,101,164,265
COCHABAMBA,consulta externa, personas de 21 a 59 anos,2014-08-01,13703,26629,8835,23316,22538,49945,72483
COIPASA,consulta externa, personas de 21 a 59 anos,2014-08-01,33,28,1,0,34,28,62
COLCAPIRHUA,consulta externa, personas de 21 a 59 anos,2014-08-01,266,471,220,236,486,707,1193
"COLCHA ""K""",consulta externa, personas de 21 a 59 anos,2014-08-01,244,440,17,18,261,458,719
COLLANA,consulta externa, personas de 21 a 59 anos,2014-08-01,47,44,11,5,58,49,107
COLOMI,consulta externa, personas de 21 a 59 anos,2014-08-01,49,135,0,3,49,138,187
COLPA BELGICA,consulta externa, personas de 21 a 59 anos,2014-08-01,150,273,12,21,162,294,456
COLQUECHACA,consulta externa, personas de 21 a 59 anos,2014-08-01,190,429,24,24,214,453,667
COLQUENCHA,consulta externa, personas de 21 a 59 anos,2014-08-01,80,135,15,9,95,144,239
COLQUIRI,consulta externa, personas de 21 a 59 anos,2014-08-01,159,271,73,45,232,316,548
COMANCHE,consulta externa, personas de 21 a 59 anos,2014-08-01,22,56,7,0,29,56,85
COMARAPA,consulta externa, personas de 21 a 59 anos,2014-08-01,203,478,30,60,233,538,771
COMBAYA,consulta externa, personas de 21 a 59 anos,2014-08-01,11,19,0,1,11,20,31
CONCEPCION,consulta externa, personas de 21 a 59 anos,2014-08-01,129,292,11,48,140,340,480
COPACABANA,consulta externa, personas de 21 a 59 anos,2014-08-01,86,112,0,0,86,112,198
CORIPATA,consulta externa, personas de 21 a 59 anos,2014-08-01,139,238,28,39,167,277,444
CORO CORO,consulta externa, personas de 21 a 59 anos,2014-08-01,84,161,3,2,87,163,250
COROICO,consulta externa, personas de 21 a 59 anos,2014-08-01,213,336,72,192,285,528,813
CORQUE,consulta externa, personas de 21 a 59 anos,2014-08-01,84,141,3,5,87,146,233
COTAGAITA,consulta externa, personas de 21 a 59 anos,2014-08-01,1053,1441,70,82,1123,1523,2646
COTOCA,consulta externa, personas de 21 a 59 anos,2014-08-01,265,801,12,27,277,828,1105
CRUZ DE MACHACAMARCA,consulta externa, personas de 21 a 59 anos,2014-08-01,1,1,0,0,1,1,2
CUATRO CAÑADAS,consulta externa, personas de 21 a 59 anos,2014-08-01,258,539,6,35,264,574,838
CUCHUMUELA (V. G. VILLARROEL),consulta externa, personas de 21 a 59 anos,2014-08-01,39,59,3,2,42,61,103
CUEVO,consulta externa, personas de 21 a 59 anos,2014-08-01,121,209,10,10,131,219,350
CULPINA,consulta externa, personas de 21 a 59 anos,2014-08-01,185,414,3,14,188,428,616
