,group,variable,month,TOTAL 1.2 PERSONAS DE 5 A 9 AÑOS NUEVO,TOTAL 1.2 PERSONAS DE 5 A 9 AÑOS NUEVO,TOTAL 1.2 PERSONAS DE 5 A 9 AÑOS REPETIDO,TOTAL 1.2 PERSONAS DE 5 A 9 AÑOS REPETIDO,TOTALES,TOTALES,TOTALES
AYO AYO,consulta externa, personas de 5 a 9 anos,2014-07-01,10,18,0,0,10,18,28
AYOPAYA (V. DE INDEPENDENCIA),consulta externa, personas de 5 a 9 anos,2014-07-01,140,128,15,13,155,141,296
AZURDUY,consulta externa, personas de 5 a 9 anos,2014-07-01,13,24,0,2,13,26,39
BATALLAS,consulta externa, personas de 5 a 9 anos,2014-07-01,10,7,0,0,10,7,17
BAURES,consulta externa, personas de 5 a 9 anos,2014-07-01,50,39,1,3,51,42,93
BELEN DE ANDAMARCA,consulta externa, personas de 5 a 9 anos,2014-07-01,1,4,0,0,1,4,5
BELEN DE URMIRI,consulta externa, personas de 5 a 9 anos,2014-07-01,3,6,0,0,3,6,9
BELLA FLOR,consulta externa, personas de 5 a 9 anos,2014-07-01,16,10,0,0,16,10,26
BERMEJO,consulta externa, personas de 5 a 9 anos,2014-07-01,474,386,28,18,502,404,906
BETANZOS,consulta externa, personas de 5 a 9 anos,2014-07-01,88,69,5,0,93,69,162
BOLIVAR,consulta externa, personas de 5 a 9 anos,2014-07-01,18,6,0,0,18,6,24
BOLPEBRA,consulta externa, personas de 5 a 9 anos,2014-07-01,10,5,0,10,10,15,25
BOYUIBE,consulta externa, personas de 5 a 9 anos,2014-07-01,21,26,4,1,25,27,52
BUENA VISTA,consulta externa, personas de 5 a 9 anos,2014-07-01,66,52,0,0,66,52,118
CABEZAS,consulta externa, personas de 5 a 9 anos,2014-07-01,110,113,2,2,112,115,227
CAIROMA,consulta externa, personas de 5 a 9 anos,2014-07-01,27,16,1,0,28,16,44
"CAIZA ""D""",consulta externa, personas de 5 a 9 anos,2014-07-01,28,35,0,1,28,36,64
CAJUATA,consulta externa, personas de 5 a 9 anos,2014-07-01,44,35,1,0,45,35,80
CALACOTO,consulta externa, personas de 5 a 9 anos,2014-07-01,8,12,0,0,8,12,20
CALAMARCA,consulta externa, personas de 5 a 9 anos,2014-07-01,17,23,6,1,23,24,47
CAMARGO,consulta externa, personas de 5 a 9 anos,2014-07-01,54,71,0,1,54,72,126
CAMATAQUI (C. VILLA ABECIA),consulta externa, personas de 5 a 9 anos,2014-07-01,11,18,0,1,11,19,30
CAMIRI,consulta externa, personas de 5 a 9 anos,2014-07-01,133,159,36,49,169,208,377
CAPINOTA,consulta externa, personas de 5 a 9 anos,2014-07-01,76,54,9,5,85,59,144
CAQUIAVIRI,consulta externa, personas de 5 a 9 anos,2014-07-01,8,15,0,0,8,15,23
CARACOLLO,consulta externa, personas de 5 a 9 anos,2014-07-01,64,65,5,10,69,75,144
CARANAVI,consulta externa, personas de 5 a 9 anos,2014-07-01,134,140,2,6,136,146,282
CARANGAS,consulta externa, personas de 5 a 9 anos,2014-07-01,1,1,0,0,1,1,2
CARAPARI,consulta externa, personas de 5 a 9 anos,2014-07-01,111,127,1,3,112,130,242
CARIPUYO,consulta externa, personas de 5 a 9 anos,2014-07-01,12,8,0,0,12,8,20
CARMEN RIVERO TORREZ,consulta externa, personas de 5 a 9 anos,2014-07-01,12,11,2,7,14,18,32
CATACORA,consulta externa, personas de 5 a 9 anos,2014-07-01,2,6,0,0,2,6,8
CHACARILLA,consulta externa, personas de 5 a 9 anos,2014-07-01,1,4,0,1,1,5,6
CHALLAPATA,consulta externa, personas de 5 a 9 anos,2014-07-01,69,49,5,7,74,56,130
CHAQUI,consulta externa, personas de 5 a 9 anos,2014-07-01,22,14,1,0,23,14,37
CHARAGUA,consulta externa, personas de 5 a 9 anos,2014-07-01,95,107,3,3,98,110,208
CHARAÑA,consulta externa, personas de 5 a 9 anos,2014-07-01,6,7,0,0,6,7,13
CHAYANTA,consulta externa, personas de 5 a 9 anos,2014-07-01,29,31,0,0,29,31,60
CHIMORE,consulta externa, personas de 5 a 9 anos,2014-07-01,78,90,4,9,82,99,181
CHIPAYA,consulta externa, personas de 5 a 9 anos,2014-07-01,4,9,0,0,4,9,13
CHOQUE COTA,consulta externa, personas de 5 a 9 anos,2014-07-01,9,3,0,0,9,3,12
CHUA COCANI,consulta externa, personas de 5 a 9 anos,2014-07-01,5,1,0,0,5,1,6
CHULUMANI (V. DE LA LIBERTAD),consulta externa, personas de 5 a 9 anos,2014-07-01,43,68,2,2,45,70,115
CHUMA,consulta externa, personas de 5 a 9 anos,2014-07-01,20,28,1,3,21,31,52
CHUQUIHUTA AYLLU JUCUMANI,consulta externa, personas de 5 a 9 anos,2014-07-01,5,7,0,0,5,7,12
CKOCHAS,consulta externa, personas de 5 a 9 anos,2014-07-01,39,22,0,0,39,22,61
CLIZA,consulta externa, personas de 5 a 9 anos,2014-07-01,25,24,1,1,26,25,51
COBIJA,consulta externa, personas de 5 a 9 anos,2014-07-01,290,246,16,16,306,262,568
COCAPATA,consulta externa, personas de 5 a 9 anos,2014-07-01,17,25,7,8,24,33,57
COCHABAMBA,consulta externa, personas de 5 a 9 anos,2014-07-01,3665,3651,2050,2174,5715,5825,11540
COIPASA,consulta externa, personas de 5 a 9 anos,2014-07-01,9,6,0,0,9,6,15
COLCAPIRHUA,consulta externa, personas de 5 a 9 anos,2014-07-01,91,63,70,40,161,103,264
"COLCHA ""K""",consulta externa, personas de 5 a 9 anos,2014-07-01,39,38,1,2,40,40,80
COLLANA,consulta externa, personas de 5 a 9 anos,2014-07-01,4,8,0,0,4,8,12
COLOMI,consulta externa, personas de 5 a 9 anos,2014-07-01,7,14,1,0,8,14,22
COLPA BELGICA,consulta externa, personas de 5 a 9 anos,2014-07-01,40,36,4,4,44,40,84
COLQUECHACA,consulta externa, personas de 5 a 9 anos,2014-07-01,40,43,8,4,48,47,95
COLQUENCHA,consulta externa, personas de 5 a 9 anos,2014-07-01,19,24,1,1,20,25,45
COLQUIRI,consulta externa, personas de 5 a 9 anos,2014-07-01,24,16,9,6,33,22,55
COMANCHE,consulta externa, personas de 5 a 9 anos,2014-07-01,6,1,2,0,8,1,9
COMARAPA,consulta externa, personas de 5 a 9 anos,2014-07-01,47,56,10,11,57,67,124
COMBAYA,consulta externa, personas de 5 a 9 anos,2014-07-01,2,5,1,0,3,5,8
CONCEPCION,consulta externa, personas de 5 a 9 anos,2014-07-01,38,36,17,6,55,42,97
COPACABANA,consulta externa, personas de 5 a 9 anos,2014-07-01,7,19,0,1,7,20,27
CORIPATA,consulta externa, personas de 5 a 9 anos,2014-07-01,30,24,3,0,33,24,57
CORO CORO,consulta externa, personas de 5 a 9 anos,2014-07-01,15,13,1,1,16,14,30
COROICO,consulta externa, personas de 5 a 9 anos,2014-07-01,60,43,13,14,73,57,130
CORQUE,consulta externa, personas de 5 a 9 anos,2014-07-01,12,13,0,0,12,13,25
COTAGAITA,consulta externa, personas de 5 a 9 anos,2014-07-01,162,161,15,14,177,175,352
COTOCA,consulta externa, personas de 5 a 9 anos,2014-07-01,127,126,1,7,128,133,261
CRUZ DE MACHACAMARCA,consulta externa, personas de 5 a 9 anos,2014-07-01,0,1,0,0,0,1,1
CUATRO CAÑADAS,consulta externa, personas de 5 a 9 anos,2014-07-01,68,80,1,0,69,80,149
CUCHUMUELA (V. G. VILLARROEL),consulta externa, personas de 5 a 9 anos,2014-07-01,8,6,0,0,8,6,14
CUEVO,consulta externa, personas de 5 a 9 anos,2014-07-01,26,25,0,2,26,27,53
CULPINA,consulta externa, personas de 5 a 9 anos,2014-07-01,35,55,1,6,36,61,97
CURAHUARA DE CARANGAS,consulta externa, personas de 5 a 9 anos,2014-07-01,4,9,0,0,4,9,13
CURVA,consulta externa, personas de 5 a 9 anos,2014-07-01,3,0,0,0,3,0,3
DESAGUADERO,consulta externa, personas de 5 a 9 anos,2014-07-01,17,9,0,0,17,9,26
EL ALTO,consulta externa, personas de 5 a 9 anos,2014-07-01,4036,4096,677,696,4713,4792,9505
EL CHORO,consulta externa, personas de 5 a 9 anos,2014-07-01,7,4,0,0,7,4,11
EL PUENTE(STC),consulta externa, personas de 5 a 9 anos,2014-07-01,46,41,0,0,46,41,87
EL PUENTE(TJA),consulta externa, personas de 5 a 9 anos,2014-07-01,76,77,3,1,79,78,157
EL TORNO,consulta externa, personas de 5 a 9 anos,2014-07-01,341,355,50,65,391,420,811
EL VILLAR,consulta externa, personas de 5 a 9 anos,2014-07-01,24,35,3,0,27,35,62
ENTRE RIOS TRJ,consulta externa, personas de 5 a 9 anos,2014-07-01,183,194,0,1,183,195,378
ENTRE RIOS CBBA,consulta externa, personas de 5 a 9 anos,2014-07-01,51,39,4,1,55,40,95
ESCARA,consulta externa, personas de 5 a 9 anos,2014-07-01,3,0,0,0,3,0,3
ESCOMA,consulta externa, personas de 5 a 9 anos,2014-07-01,12,5,0,4,12,9,21
EUCALIPTUS,consulta externa, personas de 5 a 9 anos,2014-07-01,15,16,0,0,15,16,31
EUREKA (SANTOS MERCADO),consulta externa, personas de 5 a 9 anos,2014-07-01,2,3,0,0,2,3,5
EXALTACION,consulta externa, personas de 5 a 9 anos,2014-07-01,29,31,0,0,29,31,60
FERNANDEZ ALONSO,consulta externa, personas de 5 a 9 anos,2014-07-01,125,705,9,7,134,712,846
FILADELFIA,consulta externa, personas de 5 a 9 anos,2014-07-01,10,15,0,0,10,15,25
GENERAL SAAVEDRA,consulta externa, personas de 5 a 9 anos,2014-07-01,32,28,2,2,34,30,64
GRAL. J.J. PEREZ (CHARAZANI),consulta externa, personas de 5 a 9 anos,2014-07-01,17,16,0,1,17,17,34
GUANAY,consulta externa, personas de 5 a 9 anos,2014-07-01,33,17,0,0,33,17,50
GUAQUI,consulta externa, personas de 5 a 9 anos,2014-07-01,16,6,0,0,16,6,22
GUAYARAMERIN,consulta externa, personas de 5 a 9 anos,2014-07-01,275,274,21,26,296,300,596
GUTIERREZ,consulta externa, personas de 5 a 9 anos,2014-07-01,27,26,1,3,28,29,57
HUACARETA,consulta externa, personas de 5 a 9 anos,2014-07-01,24,26,0,2,24,28,52
HUACAYA (VILLA DE HUACAYA),consulta externa, personas de 5 a 9 anos,2014-07-01,7,13,0,0,7,13,20
HUACHACALLA,consulta externa, personas de 5 a 9 anos,2014-07-01,3,2,0,0,3,2,5
HUANUNI,consulta externa, personas de 5 a 9 anos,2014-07-01,210,189,28,32,238,221,459
HUARACAJE,consulta externa, personas de 5 a 9 anos,2014-07-01,18,21,3,0,21,21,42
HUARINA,consulta externa, personas de 5 a 9 anos,2014-07-01,8,10,0,0,8,10,18
HUATAJATA,consulta externa, personas de 5 a 9 anos,2014-07-01,4,1,0,0,4,1,5
HUAYLLAMARCA,consulta externa, personas de 5 a 9 anos,2014-07-01,9,9,0,0,9,9,18
HUMANATA,consulta externa, personas de 5 a 9 anos,2014-07-01,2,2,0,0,2,2,4
ICHOCA,consulta externa, personas de 5 a 9 anos,2014-07-01,6,6,0,0,6,6,12
ICLA,consulta externa, personas de 5 a 9 anos,2014-07-01,11,11,0,0,11,11,22
INCAHUASI,consulta externa, personas de 5 a 9 anos,2014-07-01,11,8,0,0,11,8,19
INGAVI (HUMAITA),consulta externa, personas de 5 a 9 anos,2014-07-01,6,4,0,0,6,4,10
INQUISIVI,consulta externa, personas de 5 a 9 anos,2014-07-01,14,9,0,0,14,9,23
IRUPANA (VILLA DE LANZA),consulta externa, personas de 5 a 9 anos,2014-07-01,52,42,4,2,56,44,100
IXIAMAS,consulta externa, personas de 5 a 9 anos,2014-07-01,47,82,0,1,47,83,130
JESUS DE MACHACA,consulta externa, personas de 5 a 9 anos,2014-07-01,24,21,1,1,25,22,47
LA ASUNTA,consulta externa, personas de 5 a 9 anos,2014-07-01,84,98,4,3,88,101,189
LA GUARDIA,consulta externa, personas de 5 a 9 anos,2014-07-01,255,258,11,10,266,268,534
LA PAZ,consulta externa, personas de 5 a 9 anos,2014-07-01,3426,3324,1422,1546,4848,4870,9718
LA RIVERA,consulta externa, personas de 5 a 9 anos,2014-07-01,1,2,0,0,1,2,3
LAGUNILLAS,consulta externa, personas de 5 a 9 anos,2014-07-01,53,48,0,0,53,48,101
LAJA,consulta externa, personas de 5 a 9 anos,2014-07-01,13,30,2,1,15,31,46
LAS CARRERAS,consulta externa, personas de 5 a 9 anos,2014-07-01,8,10,1,3,9,13,22
LICOMA PAMPA,consulta externa, personas de 5 a 9 anos,2014-07-01,8,10,0,0,8,10,18
LLALLAGUA,consulta externa, personas de 5 a 9 anos,2014-07-01,123,129,7,7,130,136,266
LLICA,consulta externa, personas de 5 a 9 anos,2014-07-01,12,21,0,0,12,21,33
LORETO,consulta externa, personas de 5 a 9 anos,2014-07-01,17,17,1,1,18,18,36
LURIBAY,consulta externa, personas de 5 a 9 anos,2014-07-01,32,37,0,0,32,37,69
MACHACAMARCA,consulta externa, personas de 5 a 9 anos,2014-07-01,14,8,1,1,15,9,24
MACHARETI,consulta externa, personas de 5 a 9 anos,2014-07-01,41,36,1,2,42,38,80
MAGDALENA,consulta externa, personas de 5 a 9 anos,2014-07-01,64,68,4,9,68,77,145
MAIRANA,consulta externa, personas de 5 a 9 anos,2014-07-01,37,44,0,1,37,45,82
MALLA,consulta externa, personas de 5 a 9 anos,2014-07-01,6,4,0,0,6,4,10
MAPIRI,consulta externa, personas de 5 a 9 anos,2014-07-01,32,31,0,0,32,31,63
MECAPACA,consulta externa, personas de 5 a 9 anos,2014-07-01,32,47,0,2,32,49,81
MINEROS,consulta externa, personas de 5 a 9 anos,2014-07-01,29,28,0,0,29,28,57
MIZQUE,consulta externa, personas de 5 a 9 anos,2014-07-01,18,38,6,1,24,39,63
MOCOMOCO,consulta externa, personas de 5 a 9 anos,2014-07-01,11,18,0,0,11,18,29
MOJINETE,consulta externa, personas de 5 a 9 anos,2014-07-01,2,3,0,0,2,3,5
MOJOCOYA,consulta externa, personas de 5 a 9 anos,2014-07-01,18,9,1,0,19,9,28
MONTEAGUDO,consulta externa, personas de 5 a 9 anos,2014-07-01,168,176,23,29,191,205,396
MONTERO,consulta externa, personas de 5 a 9 anos,2014-07-01,667,702,37,72,704,774,1478
MORO MORO,consulta externa, personas de 5 a 9 anos,2014-07-01,15,10,2,0,17,10,27
MOROCHATA,consulta externa, personas de 5 a 9 anos,2014-07-01,3,17,0,1,3,18,21
NACEBE (SANTA ROSA DEL ABUNA),consulta externa, personas de 5 a 9 anos,2014-07-01,15,10,1,0,16,10,26
NAZACARA DE PACAJES,consulta externa, personas de 5 a 9 anos,2014-07-01,6,0,1,0,7,0,7
NUEVO MANOA (NUEVA ESPERANZA),consulta externa, personas de 5 a 9 anos,2014-07-01,9,11,0,2,9,13,22
OCURI,consulta externa, personas de 5 a 9 anos,2014-07-01,20,8,0,0,20,8,28
OKINAWA,consulta externa, personas de 5 a 9 anos,2014-07-01,40,51,2,2,42,53,95
OMEREQUE,consulta externa, personas de 5 a 9 anos,2014-07-01,12,16,0,0,12,16,28
ORURO,consulta externa, personas de 5 a 9 anos,2014-07-01,1431,1438,345,360,1776,1798,3574
PADCAYA,consulta externa, personas de 5 a 9 anos,2014-07-01,174,220,2,2,176,222,398
PADILLA,consulta externa, personas de 5 a 9 anos,2014-07-01,62,44,0,4,62,48,110
PAILON,consulta externa, personas de 5 a 9 anos,2014-07-01,57,49,5,3,62,52,114
PALCA,consulta externa, personas de 5 a 9 anos,2014-07-01,18,29,0,0,18,29,47
PALOS BLANCOS,consulta externa, personas de 5 a 9 anos,2014-07-01,99,88,1,0,100,88,188
PAMPA AULLAGAS,consulta externa, personas de 5 a 9 anos,2014-07-01,3,9,0,0,3,9,12
PAMPA GRANDE,consulta externa, personas de 5 a 9 anos,2014-07-01,20,15,0,0,20,15,35
PAPEL PAMPA,consulta externa, personas de 5 a 9 anos,2014-07-01,16,19,0,0,16,19,35
PASORAPA,consulta externa, personas de 5 a 9 anos,2014-07-01,18,11,0,0,18,11,29
PATACAMAYA,consulta externa, personas de 5 a 9 anos,2014-07-01,25,20,1,1,26,21,47
PAZÑA,consulta externa, personas de 5 a 9 anos,2014-07-01,17,13,1,0,18,13,31
PELECHUCO,consulta externa, personas de 5 a 9 anos,2014-07-01,15,9,0,0,15,9,24
POCOATA,consulta externa, personas de 5 a 9 anos,2014-07-01,27,27,0,0,27,27,54
POCONA,consulta externa, personas de 5 a 9 anos,2014-07-01,34,24,0,0,34,24,58
POJO (CBBA),consulta externa, personas de 5 a 9 anos,2014-07-01,47,38,12,0,59,38,97
POOPO,consulta externa, personas de 5 a 9 anos,2014-07-01,41,32,1,0,42,32,74
PORCO,consulta externa, personas de 5 a 9 anos,2014-07-01,28,16,1,2,29,18,47
POROMA,consulta externa, personas de 5 a 9 anos,2014-07-01,42,33,0,0,42,33,75
PORONGO,consulta externa, personas de 5 a 9 anos,2014-07-01,37,37,1,0,38,37,75
PORTACHUELO,consulta externa, personas de 5 a 9 anos,2014-07-01,53,54,11,10,64,64,128
PORVENIR,consulta externa, personas de 5 a 9 anos,2014-07-01,29,22,2,1,31,23,54
POSTRER VALLE,consulta externa, personas de 5 a 9 anos,2014-07-01,4,8,0,1,4,9,13
POTOSI,consulta externa, personas de 5 a 9 anos,2014-07-01,1086,1117,106,123,1192,1240,2432
PRESTO,consulta externa, personas de 5 a 9 anos,2014-07-01,29,25,0,0,29,25,54
PUCARA,consulta externa, personas de 5 a 9 anos,2014-07-01,4,6,0,1,4,7,11
PUCARANI,consulta externa, personas de 5 a 9 anos,2014-07-01,45,49,6,0,51,49,100
PUERTO ACOSTA,consulta externa, personas de 5 a 9 anos,2014-07-01,9,9,1,0,10,9,19
PUERTO CARABUCO,consulta externa, personas de 5 a 9 anos,2014-07-01,25,25,0,3,25,28,53
PUERTO GONZALO MORENO,consulta externa, personas de 5 a 9 anos,2014-07-01,51,38,0,1,51,39,90
PUERTO PEREZ,consulta externa, personas de 5 a 9 anos,2014-07-01,10,11,0,0,10,11,21
PUERTO QUIJARRO,consulta externa, personas de 5 a 9 anos,2014-07-01,114,99,4,3,118,102,220
PUERTO RICO,consulta externa, personas de 5 a 9 anos,2014-07-01,105,107,1,1,106,108,214
PUERTO SILES,consulta externa, personas de 5 a 9 anos,2014-07-01,9,17,3,4,12,21,33
PUERTO SUAREZ,consulta externa, personas de 5 a 9 anos,2014-07-01,96,72,12,7,108,79,187
PUERTO VILLARROEL,consulta externa, personas de 5 a 9 anos,2014-07-01,138,141,9,7,147,148,295
PUNA,consulta externa, personas de 5 a 9 anos,2014-07-01,57,78,1,2,58,80,138
PUNATA,consulta externa, personas de 5 a 9 anos,2014-07-01,60,86,14,11,74,97,171
QUIABAYA,consulta externa, personas de 5 a 9 anos,2014-07-01,8,13,0,0,8,13,21
QUILLACOLLO,consulta externa, personas de 5 a 9 anos,2014-07-01,1043,906,206,142,1249,1048,2297
QUIME,consulta externa, personas de 5 a 9 anos,2014-07-01,20,34,2,5,22,39,61
QUIRUSILLAS,consulta externa, personas de 5 a 9 anos,2014-07-01,8,8,0,1,8,9,17
RAVELO,consulta externa, personas de 5 a 9 anos,2014-07-01,26,22,1,1,27,23,50
REYES,consulta externa, personas de 5 a 9 anos,2014-07-01,63,82,13,18,76,100,176
RIBERALTA,consulta externa, personas de 5 a 9 anos,2014-07-01,574,604,43,12,617,616,1233
ROBORE,consulta externa, personas de 5 a 9 anos,2014-07-01,63,51,4,4,67,55,122
RURRENABAQUE,consulta externa, personas de 5 a 9 anos,2014-07-01,95,97,9,20,104,117,221
SABAYA,consulta externa, personas de 5 a 9 anos,2014-07-01,10,10,0,0,10,10,20
SACABA,consulta externa, personas de 5 a 9 anos,2014-07-01,390,391,102,116,492,507,999
SACABAMBA,consulta externa, personas de 5 a 9 anos,2014-07-01,15,6,0,1,15,7,22
SACACA,consulta externa, personas de 5 a 9 anos,2014-07-01,27,20,0,0,27,20,47
SAIPINA,consulta externa, personas de 5 a 9 anos,2014-07-01,26,29,2,1,28,30,58
SALINAS DE GARCI MENDOZA,consulta externa, personas de 5 a 9 anos,2014-07-01,30,26,0,0,30,26,56
SAMAIPATA,consulta externa, personas de 5 a 9 anos,2014-07-01,40,27,0,0,40,27,67
SAN AGUSTIN,consulta externa, personas de 5 a 9 anos,2014-07-01,4,10,0,0,4,10,14
SAN ANDRES,consulta externa, personas de 5 a 9 anos,2014-07-01,106,105,8,3,114,108,222
SAN ANDRES DE MACHACA,consulta externa, personas de 5 a 9 anos,2014-07-01,14,14,1,4,15,18,33
SAN ANTONIO DE ESMORUCO,consulta externa, personas de 5 a 9 anos,2014-07-01,5,7,0,0,5,7,12
SAN ANTONIO DE LOMERIO,consulta externa, personas de 5 a 9 anos,2014-07-01,9,13,0,1,9,14,23
SAN BENITO,consulta externa, personas de 5 a 9 anos,2014-07-01,42,30,5,4,47,34,81
SAN BORJA,consulta externa, personas de 5 a 9 anos,2014-07-01,146,167,7,13,153,180,333
SAN BUENA VENTURA,consulta externa, personas de 5 a 9 anos,2014-07-01,60,56,3,4,63,60,123
SAN CARLOS,consulta externa, personas de 5 a 9 anos,2014-07-01,132,159,1,2,133,161,294
SAN IGNACIO,consulta externa, personas de 5 a 9 anos,2014-07-01,225,239,6,9,231,248,479
SAN IGNACIO DE VELASCO,consulta externa, personas de 5 a 9 anos,2014-07-01,82,103,3,8,85,111,196
SAN JAVIER(BNI),consulta externa, personas de 5 a 9 anos,2014-07-01,18,15,0,0,18,15,33
SAN JAVIER(STC),consulta externa, personas de 5 a 9 anos,2014-07-01,19,12,1,0,20,12,32
SAN JOAQUIN,consulta externa, personas de 5 a 9 anos,2014-07-01,10,13,0,1,10,14,24
SAN JOSE DE CHIQUITOS,consulta externa, personas de 5 a 9 anos,2014-07-01,54,57,4,5,58,62,120
SAN JUAN DE YAPACANI,consulta externa, personas de 5 a 9 anos,2014-07-01,49,48,2,0,51,48,99
SAN JULIAN,consulta externa, personas de 5 a 9 anos,2014-07-01,123,115,12,8,135,123,258
SAN LORENZO(PND),consulta externa, personas de 5 a 9 anos,2014-07-01,11,15,0,0,11,15,26
SAN LORENZO(TJA),consulta externa, personas de 5 a 9 anos,2014-07-01,173,156,5,6,178,162,340
SAN LUCAS,consulta externa, personas de 5 a 9 anos,2014-07-01,82,79,1,0,83,79,162
SAN MATIAS,consulta externa, personas de 5 a 9 anos,2014-07-01,15,26,6,4,21,30,51
SAN MIGUEL DE VELASCO,consulta externa, personas de 5 a 9 anos,2014-07-01,22,25,3,3,25,28,53
SAN PABLO DE LIPEZ,consulta externa, personas de 5 a 9 anos,2014-07-01,16,13,0,1,16,14,30
SAN PEDRO,consulta externa, personas de 5 a 9 anos,2014-07-01,44,73,6,5,50,78,128
SAN PEDRO DE BUENA VISTA,consulta externa, personas de 5 a 9 anos,2014-07-01,25,26,0,0,25,26,51
SAN PEDRO DE CURAHUARA,consulta externa, personas de 5 a 9 anos,2014-07-01,17,8,1,0,18,8,26
SAN PEDRO DE QUEMES,consulta externa, personas de 5 a 9 anos,2014-07-01,7,3,0,0,7,3,10
SAN PEDRO DE TIQUINA,consulta externa, personas de 5 a 9 anos,2014-07-01,14,9,0,0,14,9,23
SAN PEDRO(PND),consulta externa, personas de 5 a 9 anos,2014-07-01,18,9,0,0,18,9,27
SAN RAFAEL,consulta externa, personas de 5 a 9 anos,2014-07-01,28,21,0,3,28,24,52
SAN RAMON BENI,consulta externa, personas de 5 a 9 anos,2014-07-01,37,20,0,0,37,20,57
SAN RAMON SCZ,consulta externa, personas de 5 a 9 anos,2014-07-01,47,51,1,3,48,54,102
SANTA ANA,consulta externa, personas de 5 a 9 anos,2014-07-01,78,64,14,17,92,81,173
SANTA CRUZ DE LA SIERRA,consulta externa, personas de 5 a 9 anos,2014-07-01,6864,6837,1329,1347,8193,8184,16377
SANTA ROSA,consulta externa, personas de 5 a 9 anos,2014-07-01,115,72,0,2,115,74,189
SANTA ROSA DEL SARA,consulta externa, personas de 5 a 9 anos,2014-07-01,48,53,4,7,52,60,112
SANTIAGO DE CALLAPA,consulta externa, personas de 5 a 9 anos,2014-07-01,7,3,0,0,7,3,10
SANTIAGO DE HUARI,consulta externa, personas de 5 a 9 anos,2014-07-01,56,41,6,7,62,48,110
SANTIAGO DE HUATA,consulta externa, personas de 5 a 9 anos,2014-07-01,6,6,1,0,7,6,13
SANTIAGO DE MACHACA,consulta externa, personas de 5 a 9 anos,2014-07-01,3,7,0,0,3,7,10
SANTIVAÑES,consulta externa, personas de 5 a 9 anos,2014-07-01,18,15,0,0,18,15,33
SANTUARIO DE QUILLACAS,consulta externa, personas de 5 a 9 anos,2014-07-01,10,6,0,0,10,6,16
SAPAHAQUI,consulta externa, personas de 5 a 9 anos,2014-07-01,20,13,1,0,21,13,34
SENA,consulta externa, personas de 5 a 9 anos,2014-07-01,33,35,0,0,33,35,68
SHINAOTA,consulta externa, personas de 5 a 9 anos,2014-07-01,87,80,8,12,95,92,187
SICA SICA (VILLA AROMA),consulta externa, personas de 5 a 9 anos,2014-07-01,41,52,2,1,43,53,96
SICAYA,consulta externa, personas de 5 a 9 anos,2014-07-01,6,5,0,1,6,6,12
SIPE SIPE,consulta externa, personas de 5 a 9 anos,2014-07-01,89,76,6,5,95,81,176
SOPACHUY,consulta externa, personas de 5 a 9 anos,2014-07-01,58,43,4,2,62,45,107
SORACACHI,consulta externa, personas de 5 a 9 anos,2014-07-01,9,19,0,0,9,19,28
SORATA,consulta externa, personas de 5 a 9 anos,2014-07-01,39,23,0,1,39,24,63
SUCRE,consulta externa, personas de 5 a 9 anos,2014-07-01,1743,1681,757,587,2500,2268,4768
TACACHI,consulta externa, personas de 5 a 9 anos,2014-07-01,4,6,0,0,4,6,10
TACACOMA,consulta externa, personas de 5 a 9 anos,2014-07-01,25,15,0,0,25,15,40
TACOBAMBA,consulta externa, personas de 5 a 9 anos,2014-07-01,23,13,0,0,23,13,36
TACOPAYA,consulta externa, personas de 5 a 9 anos,2014-07-01,16,17,0,0,16,17,33
TAHUA,consulta externa, personas de 5 a 9 anos,2014-07-01,6,3,0,0,6,3,9
TAPACARI,consulta externa, personas de 5 a 9 anos,2014-07-01,22,34,0,0,22,34,56
TARABUCO,consulta externa, personas de 5 a 9 anos,2014-07-01,16,29,0,0,16,29,45
TARACO,consulta externa, personas de 5 a 9 anos,2014-07-01,11,2,1,0,12,2,14
TARATA,consulta externa, personas de 5 a 9 anos,2014-07-01,18,20,1,0,19,20,39
TARIJA,consulta externa, personas de 5 a 9 anos,2014-07-01,1906,1839,441,440,2347,2279,4626
TARVITA,consulta externa, personas de 5 a 9 anos,2014-07-01,35,35,1,1,36,36,72
TEOPONTE,consulta externa, personas de 5 a 9 anos,2014-07-01,39,24,0,0,39,24,63
TIAWANACU,consulta externa, personas de 5 a 9 anos,2014-07-01,15,33,0,2,15,35,50
TINGUIPAYA,consulta externa, personas de 5 a 9 anos,2014-07-01,17,23,0,2,17,25,42
TIPUANI,consulta externa, personas de 5 a 9 anos,2014-07-01,37,23,0,0,37,23,60
TIQUIPAYA,consulta externa, personas de 5 a 9 anos,2014-07-01,78,82,29,33,107,115,222
TIRAQUE (CBBA),consulta externa, personas de 5 a 9 anos,2014-07-01,28,37,0,2,28,39,67
TITO YUPANQUI (PARQUIPUJIO),consulta externa, personas de 5 a 9 anos,2014-07-01,5,1,0,0,5,1,6
TOCO,consulta externa, personas de 5 a 9 anos,2014-07-01,15,11,1,0,16,11,27
TODOS SANTOS,consulta externa, personas de 5 a 9 anos,2014-07-01,0,1,0,0,0,1,1
TOLATA,consulta externa, personas de 5 a 9 anos,2014-07-01,18,23,4,4,22,27,49
TOLEDO,consulta externa, personas de 5 a 9 anos,2014-07-01,6,8,0,0,6,8,14
