,group,variable,month,TOTAL 1.3 PERSONAS DE 10 A 20 AÑOS NUEVO,TOTAL 1.3 PERSONAS DE 10 A 20 AÑOS NUEVO,TOTAL 1.3 PERSONAS DE 10 A 20 AÑOS REPETIDO,TOTAL 1.3 PERSONAS DE 10 A 20 AÑOS REPETIDO,TOTALES,TOTALES,TOTALES
YUNCHARA,consulta externa, personas de 10 a 20 anos,2014-06-01,86,154,0,8,86,162,248
ZUDAÑEZ,consulta externa, personas de 10 a 20 anos,2014-06-01,47,79,0,1,47,80,127
ACACIO,consulta externa, personas de 10 a 20 anos,2014-07-01,24,47,0,1,24,48,72
ACHACACHI,consulta externa, personas de 10 a 20 anos,2014-07-01,88,217,24,18,112,235,347
ACHOCALLA,consulta externa, personas de 10 a 20 anos,2014-07-01,30,52,0,1,30,53,83
AIQUILE,consulta externa, personas de 10 a 20 anos,2014-07-01,79,115,4,6,83,121,204
ALALAY,consulta externa, personas de 10 a 20 anos,2014-07-01,3,7,0,0,3,7,10
ALCALA,consulta externa, personas de 10 a 20 anos,2014-07-01,36,52,1,1,37,53,90
ALTO BENI,consulta externa, personas de 10 a 20 anos,2014-07-01,55,96,0,4,55,100,155
ANCORAIMES,consulta externa, personas de 10 a 20 anos,2014-07-01,25,48,0,2,25,50,75
ANDAMARCA,consulta externa, personas de 10 a 20 anos,2014-07-01,20,25,0,0,20,25,45
ANTEQUERA,consulta externa, personas de 10 a 20 anos,2014-07-01,4,19,0,0,4,19,23
ANZALDO,consulta externa, personas de 10 a 20 anos,2014-07-01,46,35,6,4,52,39,91
APOLO,consulta externa, personas de 10 a 20 anos,2014-07-01,48,102,1,2,49,104,153
ARAMPAMPA,consulta externa, personas de 10 a 20 anos,2014-07-01,15,27,0,1,15,28,43
ARANI,consulta externa, personas de 10 a 20 anos,2014-07-01,11,20,1,2,12,22,34
ARBIETO,consulta externa, personas de 10 a 20 anos,2014-07-01,41,105,13,19,54,124,178
ARQUE,consulta externa, personas de 10 a 20 anos,2014-07-01,40,55,0,1,40,56,96
ASCENCION DE GUARAYOS,consulta externa, personas de 10 a 20 anos,2014-07-01,49,126,2,3,51,129,180
ATOCHA,consulta externa, personas de 10 a 20 anos,2014-07-01,132,222,18,22,150,244,394
AUCAPATA,consulta externa, personas de 10 a 20 anos,2014-07-01,32,35,0,0,32,35,67
AYATA,consulta externa, personas de 10 a 20 anos,2014-07-01,20,45,2,2,22,47,69
AYO AYO,consulta externa, personas de 10 a 20 anos,2014-07-01,23,43,0,1,23,44,67
AYOPAYA (V. DE INDEPENDENCIA),consulta externa, personas de 10 a 20 anos,2014-07-01,390,605,76,168,466,773,1239
AZURDUY,consulta externa, personas de 10 a 20 anos,2014-07-01,35,61,0,0,35,61,96
BATALLAS,consulta externa, personas de 10 a 20 anos,2014-07-01,23,34,1,2,24,36,60
BAURES,consulta externa, personas de 10 a 20 anos,2014-07-01,74,71,2,4,76,75,151
BELEN DE ANDAMARCA,consulta externa, personas de 10 a 20 anos,2014-07-01,9,8,0,0,9,8,17
BELEN DE URMIRI,consulta externa, personas de 10 a 20 anos,2014-07-01,4,5,0,0,4,5,9
BELLA FLOR,consulta externa, personas de 10 a 20 anos,2014-07-01,15,27,2,0,17,27,44
BERMEJO,consulta externa, personas de 10 a 20 anos,2014-07-01,784,1128,31,50,815,1178,1993
BETANZOS,consulta externa, personas de 10 a 20 anos,2014-07-01,202,241,10,9,212,250,462
BOLIVAR,consulta externa, personas de 10 a 20 anos,2014-07-01,21,16,0,0,21,16,37
BOLPEBRA,consulta externa, personas de 10 a 20 anos,2014-07-01,19,20,0,0,19,20,39
BOYUIBE,consulta externa, personas de 10 a 20 anos,2014-07-01,29,50,3,5,32,55,87
BUENA VISTA,consulta externa, personas de 10 a 20 anos,2014-07-01,117,158,0,0,117,158,275
CABEZAS,consulta externa, personas de 10 a 20 anos,2014-07-01,169,276,5,9,174,285,459
CAIROMA,consulta externa, personas de 10 a 20 anos,2014-07-01,39,77,0,4,39,81,120
"CAIZA ""D""",consulta externa, personas de 10 a 20 anos,2014-07-01,92,93,1,1,93,94,187
CAJUATA,consulta externa, personas de 10 a 20 anos,2014-07-01,56,92,1,2,57,94,151
CALACOTO,consulta externa, personas de 10 a 20 anos,2014-07-01,18,18,0,3,18,21,39
CALAMARCA,consulta externa, personas de 10 a 20 anos,2014-07-01,39,64,1,1,40,65,105
CAMARGO,consulta externa, personas de 10 a 20 anos,2014-07-01,107,208,1,11,108,219,327
CAMATAQUI (C. VILLA ABECIA),consulta externa, personas de 10 a 20 anos,2014-07-01,21,29,0,0,21,29,50
CAMIRI,consulta externa, personas de 10 a 20 anos,2014-07-01,283,409,82,88,365,497,862
CAPINOTA,consulta externa, personas de 10 a 20 anos,2014-07-01,93,111,17,26,110,137,247
CAQUIAVIRI,consulta externa, personas de 10 a 20 anos,2014-07-01,18,27,1,3,19,30,49
CARACOLLO,consulta externa, personas de 10 a 20 anos,2014-07-01,93,130,8,7,101,137,238
CARANAVI,consulta externa, personas de 10 a 20 anos,2014-07-01,189,294,17,24,206,318,524
CARANGAS,consulta externa, personas de 10 a 20 anos,2014-07-01,1,5,0,0,1,5,6
CARAPARI,consulta externa, personas de 10 a 20 anos,2014-07-01,189,312,3,8,192,320,512
CARIPUYO,consulta externa, personas de 10 a 20 anos,2014-07-01,35,48,2,0,37,48,85
CARMEN RIVERO TORREZ,consulta externa, personas de 10 a 20 anos,2014-07-01,28,30,7,6,35,36,71
CATACORA,consulta externa, personas de 10 a 20 anos,2014-07-01,7,12,0,0,7,12,19
CHACARILLA,consulta externa, personas de 10 a 20 anos,2014-07-01,3,12,0,0,3,12,15
CHALLAPATA,consulta externa, personas de 10 a 20 anos,2014-07-01,79,154,4,10,83,164,247
CHAQUI,consulta externa, personas de 10 a 20 anos,2014-07-01,29,45,1,0,30,45,75
CHARAGUA,consulta externa, personas de 10 a 20 anos,2014-07-01,85,188,3,8,88,196,284
CHARAÑA,consulta externa, personas de 10 a 20 anos,2014-07-01,5,18,0,0,5,18,23
CHAYANTA,consulta externa, personas de 10 a 20 anos,2014-07-01,66,89,2,4,68,93,161
CHIMORE,consulta externa, personas de 10 a 20 anos,2014-07-01,98,141,2,15,100,156,256
CHIPAYA,consulta externa, personas de 10 a 20 anos,2014-07-01,27,32,0,2,27,34,61
CHOQUE COTA,consulta externa, personas de 10 a 20 anos,2014-07-01,6,6,1,1,7,7,14
CHUA COCANI,consulta externa, personas de 10 a 20 anos,2014-07-01,8,32,1,1,9,33,42
CHULUMANI (V. DE LA LIBERTAD),consulta externa, personas de 10 a 20 anos,2014-07-01,68,63,2,5,70,68,138
CHUMA,consulta externa, personas de 10 a 20 anos,2014-07-01,34,40,3,0,37,40,77
CHUQUIHUTA AYLLU JUCUMANI,consulta externa, personas de 10 a 20 anos,2014-07-01,19,31,0,0,19,31,50
CKOCHAS,consulta externa, personas de 10 a 20 anos,2014-07-01,78,103,1,6,79,109,188
CLIZA,consulta externa, personas de 10 a 20 anos,2014-07-01,57,52,4,8,61,60,121
COBIJA,consulta externa, personas de 10 a 20 anos,2014-07-01,632,797,95,84,727,881,1608
COCAPATA,consulta externa, personas de 10 a 20 anos,2014-07-01,56,49,5,8,61,57,118
COCHABAMBA,consulta externa, personas de 10 a 20 anos,2014-07-01,4314,6478,2403,3196,6717,9674,16391
COIPASA,consulta externa, personas de 10 a 20 anos,2014-07-01,17,21,0,0,17,21,38
COLCAPIRHUA,consulta externa, personas de 10 a 20 anos,2014-07-01,145,125,143,64,288,189,477
"COLCHA ""K""",consulta externa, personas de 10 a 20 anos,2014-07-01,53,87,0,5,53,92,145
COLLANA,consulta externa, personas de 10 a 20 anos,2014-07-01,9,28,1,5,10,33,43
COLOMI,consulta externa, personas de 10 a 20 anos,2014-07-01,118,119,1,0,119,119,238
COLPA BELGICA,consulta externa, personas de 10 a 20 anos,2014-07-01,56,94,4,9,60,103,163
COLQUECHACA,consulta externa, personas de 10 a 20 anos,2014-07-01,43,116,3,5,46,121,167
COLQUENCHA,consulta externa, personas de 10 a 20 anos,2014-07-01,44,48,1,4,45,52,97
COLQUIRI,consulta externa, personas de 10 a 20 anos,2014-07-01,52,116,12,14,64,130,194
COMANCHE,consulta externa, personas de 10 a 20 anos,2014-07-01,6,5,0,1,6,6,12
COMARAPA,consulta externa, personas de 10 a 20 anos,2014-07-01,90,173,23,14,113,187,300
COMBAYA,consulta externa, personas de 10 a 20 anos,2014-07-01,4,13,0,0,4,13,17
CONCEPCION,consulta externa, personas de 10 a 20 anos,2014-07-01,69,126,11,25,80,151,231
COPACABANA,consulta externa, personas de 10 a 20 anos,2014-07-01,34,42,2,3,36,45,81
CORIPATA,consulta externa, personas de 10 a 20 anos,2014-07-01,32,57,9,3,41,60,101
CORO CORO,consulta externa, personas de 10 a 20 anos,2014-07-01,36,49,4,2,40,51,91
COROICO,consulta externa, personas de 10 a 20 anos,2014-07-01,68,85,28,27,96,112,208
CORQUE,consulta externa, personas de 10 a 20 anos,2014-07-01,26,34,1,1,27,35,62
COTAGAITA,consulta externa, personas de 10 a 20 anos,2014-07-01,296,365,15,26,311,391,702
COTOCA,consulta externa, personas de 10 a 20 anos,2014-07-01,131,409,2,7,133,416,549
CRUZ DE MACHACAMARCA,consulta externa, personas de 10 a 20 anos,2014-07-01,1,0,0,0,1,0,1
CUATRO CAÑADAS,consulta externa, personas de 10 a 20 anos,2014-07-01,117,201,1,18,118,219,337
CUCHUMUELA (V. G. VILLARROEL),consulta externa, personas de 10 a 20 anos,2014-07-01,10,10,1,0,11,10,21
CUEVO,consulta externa, personas de 10 a 20 anos,2014-07-01,30,54,4,4,34,58,92
CULPINA,consulta externa, personas de 10 a 20 anos,2014-07-01,43,114,1,5,44,119,163
CURAHUARA DE CARANGAS,consulta externa, personas de 10 a 20 anos,2014-07-01,12,17,0,1,12,18,30
CURVA,consulta externa, personas de 10 a 20 anos,2014-07-01,4,9,0,8,4,17,21
DESAGUADERO,consulta externa, personas de 10 a 20 anos,2014-07-01,13,15,0,0,13,15,28
EL ALTO,consulta externa, personas de 10 a 20 anos,2014-07-01,5079,7758,1042,1906,6121,9664,15785
EL CHORO,consulta externa, personas de 10 a 20 anos,2014-07-01,10,21,0,0,10,21,31
EL PUENTE(STC),consulta externa, personas de 10 a 20 anos,2014-07-01,75,128,0,2,75,130,205
EL PUENTE(TJA),consulta externa, personas de 10 a 20 anos,2014-07-01,135,185,1,1,136,186,322
EL TORNO,consulta externa, personas de 10 a 20 anos,2014-07-01,531,890,93,74,624,964,1588
EL VILLAR,consulta externa, personas de 10 a 20 anos,2014-07-01,43,64,0,2,43,66,109
ENTRE RIOS TRJ,consulta externa, personas de 10 a 20 anos,2014-07-01,291,423,3,2,294,425,719
ENTRE RIOS CBBA,consulta externa, personas de 10 a 20 anos,2014-07-01,158,215,9,23,167,238,405
ESCARA,consulta externa, personas de 10 a 20 anos,2014-07-01,1,0,0,0,1,0,1
ESCOMA,consulta externa, personas de 10 a 20 anos,2014-07-01,12,13,2,1,14,14,28
ESMERALDA,consulta externa, personas de 10 a 20 anos,2014-07-01,0,2,0,3,0,5,5
EUCALIPTUS,consulta externa, personas de 10 a 20 anos,2014-07-01,55,58,0,3,55,61,116
EUREKA (SANTOS MERCADO),consulta externa, personas de 10 a 20 anos,2014-07-01,3,8,0,0,3,8,11
EXALTACION,consulta externa, personas de 10 a 20 anos,2014-07-01,14,34,2,0,16,34,50
FERNANDEZ ALONSO,consulta externa, personas de 10 a 20 anos,2014-07-01,76,149,7,12,83,161,244
FILADELFIA,consulta externa, personas de 10 a 20 anos,2014-07-01,31,42,0,0,31,42,73
GENERAL SAAVEDRA,consulta externa, personas de 10 a 20 anos,2014-07-01,75,130,3,10,78,140,218
GRAL. J.J. PEREZ (CHARAZANI),consulta externa, personas de 10 a 20 anos,2014-07-01,39,36,0,4,39,40,79
GUANAY,consulta externa, personas de 10 a 20 anos,2014-07-01,35,54,0,1,35,55,90
GUAQUI,consulta externa, personas de 10 a 20 anos,2014-07-01,32,31,0,1,32,32,64
GUAYARAMERIN,consulta externa, personas de 10 a 20 anos,2014-07-01,380,516,83,149,463,665,1128
GUTIERREZ,consulta externa, personas de 10 a 20 anos,2014-07-01,46,93,2,2,48,95,143
HUACARETA,consulta externa, personas de 10 a 20 anos,2014-07-01,62,82,0,1,62,83,145
HUACAYA (VILLA DE HUACAYA),consulta externa, personas de 10 a 20 anos,2014-07-01,16,53,0,0,16,53,69
HUACHACALLA,consulta externa, personas de 10 a 20 anos,2014-07-01,6,0,0,0,6,0,6
HUANUNI,consulta externa, personas de 10 a 20 anos,2014-07-01,227,305,15,51,242,356,598
HUARACAJE,consulta externa, personas de 10 a 20 anos,2014-07-01,19,33,1,0,20,33,53
HUARINA,consulta externa, personas de 10 a 20 anos,2014-07-01,16,17,0,2,16,19,35
HUATAJATA,consulta externa, personas de 10 a 20 anos,2014-07-01,9,9,3,2,12,11,23
HUAYLLAMARCA,consulta externa, personas de 10 a 20 anos,2014-07-01,16,23,0,1,16,24,40
HUMANATA,consulta externa, personas de 10 a 20 anos,2014-07-01,10,2,1,0,11,2,13
ICHOCA,consulta externa, personas de 10 a 20 anos,2014-07-01,11,16,1,0,12,16,28
ICLA,consulta externa, personas de 10 a 20 anos,2014-07-01,36,70,0,3,36,73,109
INCAHUASI,consulta externa, personas de 10 a 20 anos,2014-07-01,16,73,0,0,16,73,89
INGAVI (HUMAITA),consulta externa, personas de 10 a 20 anos,2014-07-01,8,6,0,0,8,6,14
INQUISIVI,consulta externa, personas de 10 a 20 anos,2014-07-01,45,39,2,0,47,39,86
IRUPANA (VILLA DE LANZA),consulta externa, personas de 10 a 20 anos,2014-07-01,53,118,2,0,55,118,173
IXIAMAS,consulta externa, personas de 10 a 20 anos,2014-07-01,73,88,0,0,73,88,161
JESUS DE MACHACA,consulta externa, personas de 10 a 20 anos,2014-07-01,48,100,7,1,55,101,156
LA ASUNTA,consulta externa, personas de 10 a 20 anos,2014-07-01,106,174,7,11,113,185,298
LA GUARDIA,consulta externa, personas de 10 a 20 anos,2014-07-01,223,504,18,38,241,542,783
LA PAZ,consulta externa, personas de 10 a 20 anos,2014-07-01,5414,7801,2882,3884,8296,11685,19981
LA RIVERA,consulta externa, personas de 10 a 20 anos,2014-07-01,4,1,0,0,4,1,5
LAGUNILLAS,consulta externa, personas de 10 a 20 anos,2014-07-01,52,100,0,0,52,100,152
LAJA,consulta externa, personas de 10 a 20 anos,2014-07-01,25,80,3,6,28,86,114
LAS CARRERAS,consulta externa, personas de 10 a 20 anos,2014-07-01,24,35,1,0,25,35,60
LICOMA PAMPA,consulta externa, personas de 10 a 20 anos,2014-07-01,12,12,3,3,15,15,30
LLALLAGUA,consulta externa, personas de 10 a 20 anos,2014-07-01,180,324,10,17,190,341,531
LLICA,consulta externa, personas de 10 a 20 anos,2014-07-01,26,36,0,3,26,39,65
LORETO,consulta externa, personas de 10 a 20 anos,2014-07-01,32,39,0,2,32,41,73
LURIBAY,consulta externa, personas de 10 a 20 anos,2014-07-01,61,74,2,1,63,75,138
MACHACAMARCA,consulta externa, personas de 10 a 20 anos,2014-07-01,22,29,1,1,23,30,53
MACHARETI,consulta externa, personas de 10 a 20 anos,2014-07-01,89,143,4,3,93,146,239
MAGDALENA,consulta externa, personas de 10 a 20 anos,2014-07-01,85,133,12,10,97,143,240
MAIRANA,consulta externa, personas de 10 a 20 anos,2014-07-01,41,72,1,4,42,76,118
MALLA,consulta externa, personas de 10 a 20 anos,2014-07-01,8,12,0,0,8,12,20
MAPIRI,consulta externa, personas de 10 a 20 anos,2014-07-01,58,86,0,0,58,86,144
MECAPACA,consulta externa, personas de 10 a 20 anos,2014-07-01,40,57,1,1,41,58,99
MINEROS,consulta externa, personas de 10 a 20 anos,2014-07-01,37,79,0,0,37,79,116
MIZQUE,consulta externa, personas de 10 a 20 anos,2014-07-01,28,81,3,5,31,86,117
MOCOMOCO,consulta externa, personas de 10 a 20 anos,2014-07-01,39,48,2,2,41,50,91
MOJINETE,consulta externa, personas de 10 a 20 anos,2014-07-01,7,20,0,0,7,20,27
MOJOCOYA,consulta externa, personas de 10 a 20 anos,2014-07-01,55,60,1,2,56,62,118
MONTEAGUDO,consulta externa, personas de 10 a 20 anos,2014-07-01,233,265,11,23,244,288,532
MONTERO,consulta externa, personas de 10 a 20 anos,2014-07-01,562,1157,73,220,635,1377,2012
MORO MORO,consulta externa, personas de 10 a 20 anos,2014-07-01,16,26,0,0,16,26,42
MOROCHATA,consulta externa, personas de 10 a 20 anos,2014-07-01,20,53,0,1,20,54,74
NACEBE (SANTA ROSA DEL ABUNA),consulta externa, personas de 10 a 20 anos,2014-07-01,24,26,1,0,25,26,51
NAZACARA DE PACAJES,consulta externa, personas de 10 a 20 anos,2014-07-01,8,7,0,0,8,7,15
NUEVO MANOA (NUEVA ESPERANZA),consulta externa, personas de 10 a 20 anos,2014-07-01,16,39,1,3,17,42,59
OCURI,consulta externa, personas de 10 a 20 anos,2014-07-01,33,67,3,1,36,68,104
OKINAWA,consulta externa, personas de 10 a 20 anos,2014-07-01,55,152,0,2,55,154,209
OMEREQUE,consulta externa, personas de 10 a 20 anos,2014-07-01,46,73,2,3,48,76,124
ORURO,consulta externa, personas de 10 a 20 anos,2014-07-01,2004,3066,686,798,2690,3864,6554
PADCAYA,consulta externa, personas de 10 a 20 anos,2014-07-01,341,449,6,9,347,458,805
PADILLA,consulta externa, personas de 10 a 20 anos,2014-07-01,115,153,0,5,115,158,273
PAILON,consulta externa, personas de 10 a 20 anos,2014-07-01,143,179,0,10,143,189,332
PALCA,consulta externa, personas de 10 a 20 anos,2014-07-01,54,98,2,4,56,102,158
PALOS BLANCOS,consulta externa, personas de 10 a 20 anos,2014-07-01,127,240,2,3,129,243,372
PAMPA AULLAGAS,consulta externa, personas de 10 a 20 anos,2014-07-01,10,15,0,2,10,17,27
PAMPA GRANDE,consulta externa, personas de 10 a 20 anos,2014-07-01,91,109,1,2,92,111,203
PAPEL PAMPA,consulta externa, personas de 10 a 20 anos,2014-07-01,26,66,2,6,28,72,100
PASORAPA,consulta externa, personas de 10 a 20 anos,2014-07-01,28,31,0,0,28,31,59
PATACAMAYA,consulta externa, personas de 10 a 20 anos,2014-07-01,56,51,0,5,56,56,112
PAZÑA,consulta externa, personas de 10 a 20 anos,2014-07-01,30,29,1,1,31,30,61
PELECHUCO,consulta externa, personas de 10 a 20 anos,2014-07-01,37,46,0,0,37,46,83
POCOATA,consulta externa, personas de 10 a 20 anos,2014-07-01,43,53,1,1,44,54,98
POCONA,consulta externa, personas de 10 a 20 anos,2014-07-01,59,81,1,0,60,81,141
POJO (CBBA),consulta externa, personas de 10 a 20 anos,2014-07-01,65,81,6,4,71,85,156
POOPO,consulta externa, personas de 10 a 20 anos,2014-07-01,18,32,4,3,22,35,57
PORCO,consulta externa, personas de 10 a 20 anos,2014-07-01,46,69,2,2,48,71,119
POROMA,consulta externa, personas de 10 a 20 anos,2014-07-01,76,104,0,0,76,104,180
PORONGO,consulta externa, personas de 10 a 20 anos,2014-07-01,64,84,0,2,64,86,150
PORTACHUELO,consulta externa, personas de 10 a 20 anos,2014-07-01,126,233,14,60,140,293,433
PORVENIR,consulta externa, personas de 10 a 20 anos,2014-07-01,75,70,8,7,83,77,160
POSTRER VALLE,consulta externa, personas de 10 a 20 anos,2014-07-01,8,8,0,0,8,8,16
POTOSI,consulta externa, personas de 10 a 20 anos,2014-07-01,1694,2663,305,390,1999,3053,5052
PRESTO,consulta externa, personas de 10 a 20 anos,2014-07-01,44,62,0,0,44,62,106
PUCARA,consulta externa, personas de 10 a 20 anos,2014-07-01,10,29,1,1,11,30,41
PUCARANI,consulta externa, personas de 10 a 20 anos,2014-07-01,55,130,4,1,59,131,190
PUERTO ACOSTA,consulta externa, personas de 10 a 20 anos,2014-07-01,13,31,2,0,15,31,46
PUERTO CARABUCO,consulta externa, personas de 10 a 20 anos,2014-07-01,35,56,0,0,35,56,91
PUERTO GONZALO MORENO,consulta externa, personas de 10 a 20 anos,2014-07-01,66,95,17,5,83,100,183
PUERTO PEREZ,consulta externa, personas de 10 a 20 anos,2014-07-01,15,24,0,3,15,27,42
PUERTO QUIJARRO,consulta externa, personas de 10 a 20 anos,2014-07-01,136,272,5,5,141,277,418
PUERTO RICO,consulta externa, personas de 10 a 20 anos,2014-07-01,223,260,2,4,225,264,489
PUERTO SILES,consulta externa, personas de 10 a 20 anos,2014-07-01,12,28,2,6,14,34,48
PUERTO SUAREZ,consulta externa, personas de 10 a 20 anos,2014-07-01,101,158,12,18,113,176,289
PUERTO VILLARROEL,consulta externa, personas de 10 a 20 anos,2014-07-01,322,515,12,158,334,673,1007
PUNA,consulta externa, personas de 10 a 20 anos,2014-07-01,122,200,4,4,126,204,330
PUNATA,consulta externa, personas de 10 a 20 anos,2014-07-01,97,176,24,75,121,251,372
QUIABAYA,consulta externa, personas de 10 a 20 anos,2014-07-01,27,33,0,0,27,33,60
QUILLACOLLO,consulta externa, personas de 10 a 20 anos,2014-07-01,1102,1420,185,248,1287,1668,2955
QUIME,consulta externa, personas de 10 a 20 anos,2014-07-01,25,24,6,5,31,29,60
QUIRUSILLAS,consulta externa, personas de 10 a 20 anos,2014-07-01,7,20,0,0,7,20,27
RAVELO,consulta externa, personas de 10 a 20 anos,2014-07-01,66,91,0,1,66,92,158
REYES,consulta externa, personas de 10 a 20 anos,2014-07-01,80,126,13,38,93,164,257
RIBERALTA,consulta externa, personas de 10 a 20 anos,2014-07-01,605,1473,71,228,676,1701,2377
ROBORE,consulta externa, personas de 10 a 20 anos,2014-07-01,124,235,4,10,128,245,373
RURRENABAQUE,consulta externa, personas de 10 a 20 anos,2014-07-01,102,169,18,21,120,190,310
SABAYA,consulta externa, personas de 10 a 20 anos,2014-07-01,14,26,2,0,16,26,42
SACABA,consulta externa, personas de 10 a 20 anos,2014-07-01,505,712,142,124,647,836,1483
SACABAMBA,consulta externa, personas de 10 a 20 anos,2014-07-01,25,22,0,0,25,22,47
SACACA,consulta externa, personas de 10 a 20 anos,2014-07-01,72,105,1,0,73,105,178
SAIPINA,consulta externa, personas de 10 a 20 anos,2014-07-01,48,66,2,2,50,68,118
SALINAS DE GARCI MENDOZA,consulta externa, personas de 10 a 20 anos,2014-07-01,48,72,2,2,50,74,124
SAMAIPATA,consulta externa, personas de 10 a 20 anos,2014-07-01,46,65,2,3,48,68,116
SAN AGUSTIN,consulta externa, personas de 10 a 20 anos,2014-07-01,20,30,0,0,20,30,50
SAN ANDRES,consulta externa, personas de 10 a 20 anos,2014-07-01,88,219,7,13,95,232,327
SAN ANDRES DE MACHACA,consulta externa, personas de 10 a 20 anos,2014-07-01,27,28,2,1,29,29,58
SAN ANTONIO DE ESMORUCO,consulta externa, personas de 10 a 20 anos,2014-07-01,11,15,0,3,11,18,29
SAN ANTONIO DE LOMERIO,consulta externa, personas de 10 a 20 anos,2014-07-01,32,33,2,1,34,34,68
SAN BENITO,consulta externa, personas de 10 a 20 anos,2014-07-01,42,70,14,14,56,84,140
SAN BORJA,consulta externa, personas de 10 a 20 anos,2014-07-01,129,342,18,64,147,406,553
SAN BUENA VENTURA,consulta externa, personas de 10 a 20 anos,2014-07-01,66,101,0,3,66,104,170
SAN CARLOS,consulta externa, personas de 10 a 20 anos,2014-07-01,142,266,1,10,143,276,419
SAN IGNACIO,consulta externa, personas de 10 a 20 anos,2014-07-01,249,372,8,11,257,383,640
SAN IGNACIO DE VELASCO,consulta externa, personas de 10 a 20 anos,2014-07-01,137,303,2,11,139,314,453
SAN JAVIER(BNI),consulta externa, personas de 10 a 20 anos,2014-07-01,23,25,0,0,23,25,48
SAN JAVIER(STC),consulta externa, personas de 10 a 20 anos,2014-07-01,24,36,1,0,25,36,61
SAN JOAQUIN,consulta externa, personas de 10 a 20 anos,2014-07-01,39,27,1,1,40,28,68
SAN JOSE DE CHIQUITOS,consulta externa, personas de 10 a 20 anos,2014-07-01,86,132,12,19,98,151,249
SAN JUAN DE YAPACANI,consulta externa, personas de 10 a 20 anos,2014-07-01,211,212,5,13,216,225,441
SAN JULIAN,consulta externa, personas de 10 a 20 anos,2014-07-01,207,355,18,71,225,426,651
SAN LORENZO(PND),consulta externa, personas de 10 a 20 anos,2014-07-01,13,38,0,0,13,38,51
SAN LORENZO(TJA),consulta externa, personas de 10 a 20 anos,2014-07-01,304,412,3,6,307,418,725
SAN LUCAS,consulta externa, personas de 10 a 20 anos,2014-07-01,107,221,0,2,107,223,330
SAN MATIAS,consulta externa, personas de 10 a 20 anos,2014-07-01,115,107,4,2,119,109,228
SAN MIGUEL DE VELASCO,consulta externa, personas de 10 a 20 anos,2014-07-01,54,83,0,6,54,89,143
SAN PABLO DE LIPEZ,consulta externa, personas de 10 a 20 anos,2014-07-01,12,39,0,1,12,40,52
SAN PEDRO,consulta externa, personas de 10 a 20 anos,2014-07-01,102,139,6,9,108,148,256
SAN PEDRO DE BUENA VISTA,consulta externa, personas de 10 a 20 anos,2014-07-01,84,133,1,2,85,135,220
SAN PEDRO DE CURAHUARA,consulta externa, personas de 10 a 20 anos,2014-07-01,31,50,4,17,35,67,102
SAN PEDRO DE QUEMES,consulta externa, personas de 10 a 20 anos,2014-07-01,10,12,0,0,10,12,22
SAN PEDRO DE TIQUINA,consulta externa, personas de 10 a 20 anos,2014-07-01,17,22,0,6,17,28,45
SAN PEDRO(PND),consulta externa, personas de 10 a 20 anos,2014-07-01,16,30,0,0,16,30,46
SAN RAFAEL,consulta externa, personas de 10 a 20 anos,2014-07-01,18,40,0,2,18,42,60
SAN RAMON BENI,consulta externa, personas de 10 a 20 anos,2014-07-01,44,32,0,0,44,32,76
SAN RAMON SCZ,consulta externa, personas de 10 a 20 anos,2014-07-01,60,70,2,11,62,81,143
SANTA ANA,consulta externa, personas de 10 a 20 anos,2014-07-01,82,97,12,29,94,126,220
SANTA CRUZ DE LA SIERRA,consulta externa, personas de 10 a 20 anos,2014-07-01,8659,14135,2025,3740,10684,17875,28559
SANTA ROSA,consulta externa, personas de 10 a 20 anos,2014-07-01,106,91,2,3,108,94,202
SANTA ROSA DEL SARA,consulta externa, personas de 10 a 20 anos,2014-07-01,50,134,4,6,54,140,194
SANTIAGO DE CALLAPA,consulta externa, personas de 10 a 20 anos,2014-07-01,13,15,0,0,13,15,28
SANTIAGO DE HUARI,consulta externa, personas de 10 a 20 anos,2014-07-01,48,80,6,2,54,82,136
SANTIAGO DE HUATA,consulta externa, personas de 10 a 20 anos,2014-07-01,21,26,2,3,23,29,52
SANTIAGO DE MACHACA,consulta externa, personas de 10 a 20 anos,2014-07-01,8,13,0,0,8,13,21
SANTIVAÑES,consulta externa, personas de 10 a 20 anos,2014-07-01,41,45,3,1,44,46,90
SANTUARIO DE QUILLACAS,consulta externa, personas de 10 a 20 anos,2014-07-01,9,18,0,0,9,18,27
SAPAHAQUI,consulta externa, personas de 10 a 20 anos,2014-07-01,35,38,7,0,42,38,80
SENA,consulta externa, personas de 10 a 20 anos,2014-07-01,33,35,0,0,33,35,68
SHINAOTA,consulta externa, personas de 10 a 20 anos,2014-07-01,120,150,17,14,137,164,301
SICA SICA (VILLA AROMA),consulta externa, personas de 10 a 20 anos,2014-07-01,82,148,1,11,83,159,242
SICAYA,consulta externa, personas de 10 a 20 anos,2014-07-01,10,6,0,0,10,6,16
SIPE SIPE,consulta externa, personas de 10 a 20 anos,2014-07-01,80,143,5,10,85,153,238
SOPACHUY,consulta externa, personas de 10 a 20 anos,2014-07-01,54,102,3,2,57,104,161
SORACACHI,consulta externa, personas de 10 a 20 anos,2014-07-01,24,28,1,0,25,28,53
SORATA,consulta externa, personas de 10 a 20 anos,2014-07-01,54,88,2,8,56,96,152
