,group,variable,month,RESTAURACIONES CANTIDAD,RESTAURACIONES CANTIDAD,TOTALES,TOTALES,TOTALES
VILLA TUNARI,atencion odontologica,restauraciones,2012-06-01,180,377,180,377,557
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,restauraciones,2012-06-01,40,67,40,67,107
VILLAZON,atencion odontologica,restauraciones,2012-06-01,95,134,95,134,229
VINTO,atencion odontologica,restauraciones,2012-06-01,84,221,84,221,305
VITICHI,atencion odontologica,restauraciones,2012-06-01,10,45,10,45,55
WALDO BALLIVIAN,atencion odontologica,restauraciones,2012-06-01,4,3,4,3,7
WARNES,atencion odontologica,restauraciones,2012-06-01,89,189,89,189,278
YACO,atencion odontologica,restauraciones,2012-06-01,0,2,0,2,2
YACUIBA,atencion odontologica,restauraciones,2012-06-01,258,319,258,319,577
YAMPARAEZ,atencion odontologica,restauraciones,2012-06-01,27,41,27,41,68
YANACACHI,atencion odontologica,restauraciones,2012-06-01,10,17,10,17,27
YAPACANI,atencion odontologica,restauraciones,2012-06-01,39,137,39,137,176
YOCALLA,atencion odontologica,restauraciones,2012-06-01,20,29,20,29,49
YOTALA,atencion odontologica,restauraciones,2012-06-01,2,29,2,29,31
YUNCHARA,atencion odontologica,restauraciones,2012-06-01,30,63,30,63,93
ZUDAÑEZ,atencion odontologica,restauraciones,2012-06-01,4,11,4,11,15
ACACIO,atencion odontologica,restauraciones,2012-07-01,15,17,15,17,32
ACHACACHI,atencion odontologica,restauraciones,2012-07-01,107,226,107,226,333
ACHOCALLA,atencion odontologica,restauraciones,2012-07-01,19,39,19,39,58
AIQUILE,atencion odontologica,restauraciones,2012-07-01,10,21,10,21,31
ALALAY,atencion odontologica,restauraciones,2012-07-01,19,4,19,4,23
ALCALA,atencion odontologica,restauraciones,2012-07-01,15,101,15,101,116
ALTO BENI,atencion odontologica,restauraciones,2012-07-01,8,34,8,34,42
ANCORAIMES,atencion odontologica,restauraciones,2012-07-01,10,5,10,5,15
ANDAMARCA,atencion odontologica,restauraciones,2012-07-01,16,29,16,29,45
ANTEQUERA,atencion odontologica,restauraciones,2012-07-01,16,48,16,48,64
ANZALDO,atencion odontologica,restauraciones,2012-07-01,20,20,20,20,40
APOLO,atencion odontologica,restauraciones,2012-07-01,61,85,61,85,146
ARAMPAMPA,atencion odontologica,restauraciones,2012-07-01,7,19,7,19,26
ARANI,atencion odontologica,restauraciones,2012-07-01,24,74,24,74,98
ARBIETO,atencion odontologica,restauraciones,2012-07-01,13,36,13,36,49
ARQUE,atencion odontologica,restauraciones,2012-07-01,13,48,13,48,61
ASCENCION DE GUARAYOS,atencion odontologica,restauraciones,2012-07-01,0,11,0,11,11
ATOCHA,atencion odontologica,restauraciones,2012-07-01,161,236,161,236,397
AUCAPATA,atencion odontologica,restauraciones,2012-07-01,1,3,1,3,4
AYATA,atencion odontologica,restauraciones,2012-07-01,6,18,6,18,24
AYO AYO,atencion odontologica,restauraciones,2012-07-01,6,22,6,22,28
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,restauraciones,2012-07-01,149,154,149,154,303
AZURDUY,atencion odontologica,restauraciones,2012-07-01,13,32,13,32,45
BATALLAS,atencion odontologica,restauraciones,2012-07-01,28,95,28,95,123
BAURES,atencion odontologica,restauraciones,2012-07-01,11,13,11,13,24
BELEN DE ANDAMARCA,atencion odontologica,restauraciones,2012-07-01,11,31,11,31,42
BELEN DE URMIRI,atencion odontologica,restauraciones,2012-07-01,0,2,0,2,2
BELLA FLOR,atencion odontologica,restauraciones,2012-07-01,0,2,0,2,2
BERMEJO,atencion odontologica,restauraciones,2012-07-01,177,314,177,314,491
BETANZOS,atencion odontologica,restauraciones,2012-07-01,23,70,23,70,93
BOLIVAR,atencion odontologica,restauraciones,2012-07-01,33,49,33,49,82
BOLPEBRA,atencion odontologica,restauraciones,2012-07-01,9,6,9,6,15
BOYUIBE,atencion odontologica,restauraciones,2012-07-01,14,16,14,16,30
BUENA VISTA,atencion odontologica,restauraciones,2012-07-01,4,2,4,2,6
CABEZAS,atencion odontologica,restauraciones,2012-07-01,11,46,11,46,57
CAIROMA,atencion odontologica,restauraciones,2012-07-01,17,35,17,35,52
"CAIZA ""D""",atencion odontologica,restauraciones,2012-07-01,0,7,0,7,7
CAJUATA,atencion odontologica,restauraciones,2012-07-01,32,32,32,32,64
CALACOTO,atencion odontologica,restauraciones,2012-07-01,17,12,17,12,29
CALAMARCA,atencion odontologica,restauraciones,2012-07-01,66,131,66,131,197
CAMARGO,atencion odontologica,restauraciones,2012-07-01,108,146,108,146,254
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,restauraciones,2012-07-01,8,29,8,29,37
CAMIRI,atencion odontologica,restauraciones,2012-07-01,57,135,57,135,192
CAPINOTA,atencion odontologica,restauraciones,2012-07-01,219,196,219,196,415
CAQUIAVIRI,atencion odontologica,restauraciones,2012-07-01,9,13,9,13,22
CARACOLLO,atencion odontologica,restauraciones,2012-07-01,41,113,41,113,154
CARANAVI,atencion odontologica,restauraciones,2012-07-01,41,119,41,119,160
CARAPARI,atencion odontologica,restauraciones,2012-07-01,71,158,71,158,229
CARIPUYO,atencion odontologica,restauraciones,2012-07-01,43,41,43,41,84
CARMEN RIVERO TORREZ,atencion odontologica,restauraciones,2012-07-01,10,16,10,16,26
CATACORA,atencion odontologica,restauraciones,2012-07-01,16,47,16,47,63
CHALLAPATA,atencion odontologica,restauraciones,2012-07-01,43,80,43,80,123
CHAQUI,atencion odontologica,restauraciones,2012-07-01,3,8,3,8,11
CHARAGUA,atencion odontologica,restauraciones,2012-07-01,35,72,35,72,107
CHARAÑA,atencion odontologica,restauraciones,2012-07-01,2,6,2,6,8
CHAYANTA,atencion odontologica,restauraciones,2012-07-01,29,56,29,56,85
CHIMORE,atencion odontologica,restauraciones,2012-07-01,72,117,72,117,189
CHOQUE COTA,atencion odontologica,restauraciones,2012-07-01,8,13,8,13,21
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,restauraciones,2012-07-01,49,109,49,109,158
CHUMA,atencion odontologica,restauraciones,2012-07-01,35,52,35,52,87
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,restauraciones,2012-07-01,23,56,23,56,79
CKOCHAS,atencion odontologica,restauraciones,2012-07-01,8,28,8,28,36
CLIZA,atencion odontologica,restauraciones,2012-07-01,62,105,62,105,167
COBIJA,atencion odontologica,restauraciones,2012-07-01,346,567,346,567,913
COCAPATA,atencion odontologica,restauraciones,2012-07-01,42,96,42,96,138
COCHABAMBA,atencion odontologica,restauraciones,2012-07-01,4232,5132,4232,5132,9364
COIPASA,atencion odontologica,restauraciones,2012-07-01,11,16,11,16,27
COLCAPIRHUA,atencion odontologica,restauraciones,2012-07-01,209,280,209,280,489
"COLCHA ""K""",atencion odontologica,restauraciones,2012-07-01,9,15,9,15,24
COLLANA,atencion odontologica,restauraciones,2012-07-01,23,43,23,43,66
COLOMI,atencion odontologica,restauraciones,2012-07-01,24,46,24,46,70
COLPA BELGICA,atencion odontologica,restauraciones,2012-07-01,37,56,37,56,93
COLQUECHACA,atencion odontologica,restauraciones,2012-07-01,40,97,40,97,137
COLQUENCHA,atencion odontologica,restauraciones,2012-07-01,39,26,39,26,65
COLQUIRI,atencion odontologica,restauraciones,2012-07-01,28,44,28,44,72
COMANCHE,atencion odontologica,restauraciones,2012-07-01,54,35,54,35,89
COMARAPA,atencion odontologica,restauraciones,2012-07-01,48,141,48,141,189
CONCEPCION,atencion odontologica,restauraciones,2012-07-01,20,30,20,30,50
COPACABANA,atencion odontologica,restauraciones,2012-07-01,15,23,15,23,38
CORIPATA,atencion odontologica,restauraciones,2012-07-01,0,2,0,2,2
CORO CORO,atencion odontologica,restauraciones,2012-07-01,56,57,56,57,113
COROICO,atencion odontologica,restauraciones,2012-07-01,36,84,36,84,120
CORQUE,atencion odontologica,restauraciones,2012-07-01,5,12,5,12,17
COTAGAITA,atencion odontologica,restauraciones,2012-07-01,125,174,125,174,299
COTOCA,atencion odontologica,restauraciones,2012-07-01,13,51,13,51,64
CUATRO CAÑADAS,atencion odontologica,restauraciones,2012-07-01,31,113,31,113,144
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,restauraciones,2012-07-01,15,11,15,11,26
CUEVO,atencion odontologica,restauraciones,2012-07-01,9,7,9,7,16
CULPINA,atencion odontologica,restauraciones,2012-07-01,33,40,33,40,73
CURAHUARA DE CARANGAS,atencion odontologica,restauraciones,2012-07-01,11,20,11,20,31
CURVA,atencion odontologica,restauraciones,2012-07-01,0,2,0,2,2
DESAGUADERO,atencion odontologica,restauraciones,2012-07-01,10,13,10,13,23
EL ALTO,atencion odontologica,restauraciones,2012-07-01,3414,4761,3414,4761,8175
EL PUENTE(STC),atencion odontologica,restauraciones,2012-07-01,9,10,9,10,19
EL PUENTE(TJA),atencion odontologica,restauraciones,2012-07-01,38,74,38,74,112
EL TORNO,atencion odontologica,restauraciones,2012-07-01,46,210,46,210,256
EL VILLAR,atencion odontologica,restauraciones,2012-07-01,9,26,9,26,35
ENTRE RIOS TRJ,atencion odontologica,restauraciones,2012-07-01,49,154,49,154,203
ENTRE RIOS CBBA,atencion odontologica,restauraciones,2012-07-01,36,53,36,53,89
ESCOMA,atencion odontologica,restauraciones,2012-07-01,9,28,9,28,37
EUCALIPTUS,atencion odontologica,restauraciones,2012-07-01,10,41,10,41,51
FERNANDEZ ALONSO,atencion odontologica,restauraciones,2012-07-01,27,47,27,47,74
FILADELFIA,atencion odontologica,restauraciones,2012-07-01,18,17,18,17,35
GENERAL SAAVEDRA,atencion odontologica,restauraciones,2012-07-01,11,62,11,62,73
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,restauraciones,2012-07-01,9,29,9,29,38
GUANAY,atencion odontologica,restauraciones,2012-07-01,16,32,16,32,48
GUAQUI,atencion odontologica,restauraciones,2012-07-01,19,21,19,21,40
GUAYARAMERIN,atencion odontologica,restauraciones,2012-07-01,240,460,240,460,700
GUTIERREZ,atencion odontologica,restauraciones,2012-07-01,9,26,9,26,35
HUACARETA,atencion odontologica,restauraciones,2012-07-01,38,63,38,63,101
HUACAYA (VILLA DE HUACAYA),atencion odontologica,restauraciones,2012-07-01,5,35,5,35,40
HUACHACALLA,atencion odontologica,restauraciones,2012-07-01,5,7,5,7,12
HUANUNI,atencion odontologica,restauraciones,2012-07-01,100,123,100,123,223
HUARACAJE,atencion odontologica,restauraciones,2012-07-01,11,16,11,16,27
HUARINA,atencion odontologica,restauraciones,2012-07-01,4,2,4,2,6
HUAYLLAMARCA,atencion odontologica,restauraciones,2012-07-01,24,26,24,26,50
HUMANATA,atencion odontologica,restauraciones,2012-07-01,8,19,8,19,27
ICHOCA,atencion odontologica,restauraciones,2012-07-01,0,2,0,2,2
ICLA,atencion odontologica,restauraciones,2012-07-01,41,78,41,78,119
INCAHUASI,atencion odontologica,restauraciones,2012-07-01,40,49,40,49,89
INQUISIVI,atencion odontologica,restauraciones,2012-07-01,12,19,12,19,31
IRUPANA (VILLA DE LANZA),atencion odontologica,restauraciones,2012-07-01,59,51,59,51,110
JESUS DE MACHACA,atencion odontologica,restauraciones,2012-07-01,30,52,30,52,82
LA ASUNTA,atencion odontologica,restauraciones,2012-07-01,72,98,72,98,170
LA GUARDIA,atencion odontologica,restauraciones,2012-07-01,69,175,69,175,244
LA PAZ,atencion odontologica,restauraciones,2012-07-01,4840,6839,4840,6839,11679
LAGUNILLAS,atencion odontologica,restauraciones,2012-07-01,3,10,3,10,13
LAJA,atencion odontologica,restauraciones,2012-07-01,21,38,21,38,59
LAS CARRERAS,atencion odontologica,restauraciones,2012-07-01,15,11,15,11,26
LLALLAGUA,atencion odontologica,restauraciones,2012-07-01,65,181,65,181,246
LLICA,atencion odontologica,restauraciones,2012-07-01,4,9,4,9,13
LURIBAY,atencion odontologica,restauraciones,2012-07-01,9,11,9,11,20
MACHACAMARCA,atencion odontologica,restauraciones,2012-07-01,23,28,23,28,51
MACHARETI,atencion odontologica,restauraciones,2012-07-01,40,44,40,44,84
MAGDALENA,atencion odontologica,restauraciones,2012-07-01,29,60,29,60,89
MAIRANA,atencion odontologica,restauraciones,2012-07-01,49,22,49,22,71
MAPIRI,atencion odontologica,restauraciones,2012-07-01,40,77,40,77,117
MECAPACA,atencion odontologica,restauraciones,2012-07-01,28,35,28,35,63
MINEROS,atencion odontologica,restauraciones,2012-07-01,45,111,45,111,156
MIZQUE,atencion odontologica,restauraciones,2012-07-01,77,121,77,121,198
MOCOMOCO,atencion odontologica,restauraciones,2012-07-01,9,21,9,21,30
MOJOCOYA,atencion odontologica,restauraciones,2012-07-01,18,54,18,54,72
MONTEAGUDO,atencion odontologica,restauraciones,2012-07-01,123,334,123,334,457
MONTERO,atencion odontologica,restauraciones,2012-07-01,149,258,149,258,407
MORO MORO,atencion odontologica,restauraciones,2012-07-01,0,6,0,6,6
MOROCHATA,atencion odontologica,restauraciones,2012-07-01,12,30,12,30,42
OCURI,atencion odontologica,restauraciones,2012-07-01,3,9,3,9,12
OKINAWA,atencion odontologica,restauraciones,2012-07-01,3,25,3,25,28
OMEREQUE,atencion odontologica,restauraciones,2012-07-01,3,11,3,11,14
ORURO,atencion odontologica,restauraciones,2012-07-01,1126,1939,1126,1939,3065
PADCAYA,atencion odontologica,restauraciones,2012-07-01,114,172,114,172,286
PADILLA,atencion odontologica,restauraciones,2012-07-01,95,126,95,126,221
PAILON,atencion odontologica,restauraciones,2012-07-01,24,116,24,116,140
PALCA,atencion odontologica,restauraciones,2012-07-01,33,46,33,46,79
PALOS BLANCOS,atencion odontologica,restauraciones,2012-07-01,51,85,51,85,136
PAMPA AULLAGAS,atencion odontologica,restauraciones,2012-07-01,12,10,12,10,22
PAMPA GRANDE,atencion odontologica,restauraciones,2012-07-01,1,44,1,44,45
PAPEL PAMPA,atencion odontologica,restauraciones,2012-07-01,13,35,13,35,48
PASORAPA,atencion odontologica,restauraciones,2012-07-01,0,8,0,8,8
PATACAMAYA,atencion odontologica,restauraciones,2012-07-01,31,29,31,29,60
PAZÑA,atencion odontologica,restauraciones,2012-07-01,13,31,13,31,44
PELECHUCO,atencion odontologica,restauraciones,2012-07-01,7,37,7,37,44
POCOATA,atencion odontologica,restauraciones,2012-07-01,45,93,45,93,138
POCONA,atencion odontologica,restauraciones,2012-07-01,272,287,272,287,559
POJO (CBBA),atencion odontologica,restauraciones,2012-07-01,325,474,325,474,799
POOPO,atencion odontologica,restauraciones,2012-07-01,38,41,38,41,79
PORCO,atencion odontologica,restauraciones,2012-07-01,8,25,8,25,33
POROMA,atencion odontologica,restauraciones,2012-07-01,8,44,8,44,52
PORONGO,atencion odontologica,restauraciones,2012-07-01,8,8,8,8,16
PORTACHUELO,atencion odontologica,restauraciones,2012-07-01,27,130,27,130,157
PORVENIR,atencion odontologica,restauraciones,2012-07-01,91,110,91,110,201
POSTRER VALLE,atencion odontologica,restauraciones,2012-07-01,3,15,3,15,18
POTOSI,atencion odontologica,restauraciones,2012-07-01,800,1352,800,1352,2152
PRESTO,atencion odontologica,restauraciones,2012-07-01,10,9,10,9,19
PUCARA,atencion odontologica,restauraciones,2012-07-01,7,3,7,3,10
PUCARANI,atencion odontologica,restauraciones,2012-07-01,33,39,33,39,72
PUERTO ACOSTA,atencion odontologica,restauraciones,2012-07-01,15,45,15,45,60
PUERTO CARABUCO,atencion odontologica,restauraciones,2012-07-01,15,40,15,40,55
PUERTO GONZALO MORENO,atencion odontologica,restauraciones,2012-07-01,28,30,28,30,58
PUERTO PEREZ,atencion odontologica,restauraciones,2012-07-01,5,21,5,21,26
PUERTO QUIJARRO,atencion odontologica,restauraciones,2012-07-01,56,56,56,56,112
PUERTO RICO,atencion odontologica,restauraciones,2012-07-01,45,17,45,17,62
PUERTO SILES,atencion odontologica,restauraciones,2012-07-01,8,6,8,6,14
PUERTO SUAREZ,atencion odontologica,restauraciones,2012-07-01,38,113,38,113,151
PUERTO VILLARROEL,atencion odontologica,restauraciones,2012-07-01,54,240,54,240,294
PUNA,atencion odontologica,restauraciones,2012-07-01,34,60,34,60,94
PUNATA,atencion odontologica,restauraciones,2012-07-01,218,307,218,307,525
QUIABAYA,atencion odontologica,restauraciones,2012-07-01,8,21,8,21,29
QUILLACOLLO,atencion odontologica,restauraciones,2012-07-01,457,841,457,841,1298
QUIME,atencion odontologica,restauraciones,2012-07-01,68,111,68,111,179
QUIRUSILLAS,atencion odontologica,restauraciones,2012-07-01,10,3,10,3,13
RAVELO,atencion odontologica,restauraciones,2012-07-01,10,27,10,27,37
REYES,atencion odontologica,restauraciones,2012-07-01,3,22,3,22,25
RIBERALTA,atencion odontologica,restauraciones,2012-07-01,91,238,91,238,329
ROBORE,atencion odontologica,restauraciones,2012-07-01,19,23,19,23,42
RURRENABAQUE,atencion odontologica,restauraciones,2012-07-01,47,93,47,93,140
SABAYA,atencion odontologica,restauraciones,2012-07-01,8,29,8,29,37
SACABA,atencion odontologica,restauraciones,2012-07-01,804,1378,804,1378,2182
SACABAMBA,atencion odontologica,restauraciones,2012-07-01,11,19,11,19,30
SACACA,atencion odontologica,restauraciones,2012-07-01,1,10,1,10,11
SAIPINA,atencion odontologica,restauraciones,2012-07-01,17,44,17,44,61
SALINAS DE GARCI MENDOZA,atencion odontologica,restauraciones,2012-07-01,31,110,31,110,141
SAMAIPATA,atencion odontologica,restauraciones,2012-07-01,7,19,7,19,26
SAN AGUSTIN,atencion odontologica,restauraciones,2012-07-01,1,9,1,9,10
SAN ANDRES,atencion odontologica,restauraciones,2012-07-01,3,2,3,2,5
SAN ANDRES DE MACHACA,atencion odontologica,restauraciones,2012-07-01,30,61,30,61,91
SAN ANTONIO DE ESMORUCO,atencion odontologica,restauraciones,2012-07-01,0,3,0,3,3
SAN ANTONIO DE LOMERIO,atencion odontologica,restauraciones,2012-07-01,6,41,6,41,47
SAN BENITO,atencion odontologica,restauraciones,2012-07-01,65,71,65,71,136
SAN BORJA,atencion odontologica,restauraciones,2012-07-01,115,203,115,203,318
SAN BUENA VENTURA,atencion odontologica,restauraciones,2012-07-01,13,24,13,24,37
SAN CARLOS,atencion odontologica,restauraciones,2012-07-01,44,112,44,112,156
SAN IGNACIO,atencion odontologica,restauraciones,2012-07-01,75,174,75,174,249
SAN IGNACIO DE VELASCO,atencion odontologica,restauraciones,2012-07-01,67,88,67,88,155
SAN JAVIER(BNI),atencion odontologica,restauraciones,2012-07-01,8,9,8,9,17
SAN JAVIER(STC),atencion odontologica,restauraciones,2012-07-01,11,11,11,11,22
SAN JOAQUIN,atencion odontologica,restauraciones,2012-07-01,7,9,7,9,16
SAN JOSE DE CHIQUITOS,atencion odontologica,restauraciones,2012-07-01,82,129,82,129,211
SAN JUAN DE YAPACANI,atencion odontologica,restauraciones,2012-07-01,6,16,6,16,22
SAN JULIAN,atencion odontologica,restauraciones,2012-07-01,21,84,21,84,105
SAN LORENZO(TJA),atencion odontologica,restauraciones,2012-07-01,73,362,73,362,435
SAN LUCAS,atencion odontologica,restauraciones,2012-07-01,68,147,68,147,215
SAN MIGUEL DE VELASCO,atencion odontologica,restauraciones,2012-07-01,15,46,15,46,61
SAN PEDRO,atencion odontologica,restauraciones,2012-07-01,73,147,73,147,220
SAN PEDRO DE BUENA VISTA,atencion odontologica,restauraciones,2012-07-01,13,49,13,49,62
SAN PEDRO DE CURAHUARA,atencion odontologica,restauraciones,2012-07-01,42,47,42,47,89
SAN PEDRO DE TIQUINA,atencion odontologica,restauraciones,2012-07-01,13,4,13,4,17
SAN RAFAEL,atencion odontologica,restauraciones,2012-07-01,5,28,5,28,33
SAN RAMON BENI,atencion odontologica,restauraciones,2012-07-01,26,58,26,58,84
SANTA ANA,atencion odontologica,restauraciones,2012-07-01,99,246,99,246,345
SANTA CRUZ DE LA SIERRA,atencion odontologica,restauraciones,2012-07-01,2574,4644,2574,4644,7218
SANTA ROSA,atencion odontologica,restauraciones,2012-07-01,27,36,27,36,63
SANTA ROSA DEL SARA,atencion odontologica,restauraciones,2012-07-01,21,84,21,84,105
SANTIAGO DE CALLAPA,atencion odontologica,restauraciones,2012-07-01,1,7,1,7,8
SANTIAGO DE HUARI,atencion odontologica,restauraciones,2012-07-01,188,282,188,282,470
SANTIAGO DE HUATA,atencion odontologica,restauraciones,2012-07-01,15,18,15,18,33
SANTIAGO DE MACHACA,atencion odontologica,restauraciones,2012-07-01,20,52,20,52,72
SANTIVAÑES,atencion odontologica,restauraciones,2012-07-01,18,41,18,41,59
SANTUARIO DE QUILLACAS,atencion odontologica,restauraciones,2012-07-01,4,20,4,20,24
SAPAHAQUI,atencion odontologica,restauraciones,2012-07-01,11,14,11,14,25
SHINAOTA,atencion odontologica,restauraciones,2012-07-01,24,54,24,54,78
SICA SICA (VILLA AROMA),atencion odontologica,restauraciones,2012-07-01,42,64,42,64,106
SICAYA,atencion odontologica,restauraciones,2012-07-01,0,22,0,22,22
SIPE SIPE,atencion odontologica,restauraciones,2012-07-01,152,271,152,271,423
SOPACHUY,atencion odontologica,restauraciones,2012-07-01,27,78,27,78,105
SORACACHI,atencion odontologica,restauraciones,2012-07-01,9,20,9,20,29
SORATA,atencion odontologica,restauraciones,2012-07-01,26,22,26,22,48
SUCRE,atencion odontologica,restauraciones,2012-07-01,2845,3950,2845,3950,6795
TACACHI,atencion odontologica,restauraciones,2012-07-01,0,1,0,1,1
TACACOMA,atencion odontologica,restauraciones,2012-07-01,29,33,29,33,62
TACOPAYA,atencion odontologica,restauraciones,2012-07-01,7,13,7,13,20
TAPACARI,atencion odontologica,restauraciones,2012-07-01,51,139,51,139,190
TARABUCO,atencion odontologica,restauraciones,2012-07-01,20,49,20,49,69
TARACO,atencion odontologica,restauraciones,2012-07-01,28,43,28,43,71
TARATA,atencion odontologica,restauraciones,2012-07-01,25,64,25,64,89
TARIJA,atencion odontologica,restauraciones,2012-07-01,2377,4225,2377,4225,6602
TARVITA,atencion odontologica,restauraciones,2012-07-01,18,51,18,51,69
TEOPONTE,atencion odontologica,restauraciones,2012-07-01,44,85,44,85,129
TIAWANACU,atencion odontologica,restauraciones,2012-07-01,12,28,12,28,40
TINGUIPAYA,atencion odontologica,restauraciones,2012-07-01,9,19,9,19,28
TIPUANI,atencion odontologica,restauraciones,2012-07-01,21,25,21,25,46
TIQUIPAYA,atencion odontologica,restauraciones,2012-07-01,464,825,464,825,1289
TIRAQUE (CBBA),atencion odontologica,restauraciones,2012-07-01,19,73,19,73,92
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,restauraciones,2012-07-01,4,5,4,5,9
TOCO,atencion odontologica,restauraciones,2012-07-01,41,59,41,59,100
TOLATA,atencion odontologica,restauraciones,2012-07-01,17,29,17,29,46
TOLEDO,atencion odontologica,restauraciones,2012-07-01,14,39,14,39,53
TOMAVE,atencion odontologica,restauraciones,2012-07-01,23,47,23,47,70
TOMINA,atencion odontologica,restauraciones,2012-07-01,53,104,53,104,157
TORO TORO,atencion odontologica,restauraciones,2012-07-01,12,44,12,44,56
TOTORA(CBBA),atencion odontologica,restauraciones,2012-07-01,24,40,24,40,64
TOTORA(ORR),atencion odontologica,restauraciones,2012-07-01,1,2,1,2,3
TRIGAL,atencion odontologica,restauraciones,2012-07-01,20,29,20,29,49
TRINIDAD,atencion odontologica,restauraciones,2012-07-01,230,399,230,399,629
TUPIZA,atencion odontologica,restauraciones,2012-07-01,181,233,181,233,414
TURCO,atencion odontologica,restauraciones,2012-07-01,9,10,9,10,19
UMALA,atencion odontologica,restauraciones,2012-07-01,16,9,16,9,25
UNCIA,atencion odontologica,restauraciones,2012-07-01,41,114,41,114,155
URIONDO (A. CONCEPCION),atencion odontologica,restauraciones,2012-07-01,133,260,133,260,393
URUBICHA,atencion odontologica,restauraciones,2012-07-01,2,3,2,3,5
UYUNI,atencion odontologica,restauraciones,2012-07-01,49,63,49,63,112
VACAS,atencion odontologica,restauraciones,2012-07-01,28,52,28,52,80
VALLEGRANDE,atencion odontologica,restauraciones,2012-07-01,106,211,106,211,317
VIACHA,atencion odontologica,restauraciones,2012-07-01,106,120,106,120,226
VILA VILA,atencion odontologica,restauraciones,2012-07-01,5,29,5,29,34
VILLA CHARCAS,atencion odontologica,restauraciones,2012-07-01,10,32,10,32,42
VILLA MONTES,atencion odontologica,restauraciones,2012-07-01,209,534,209,534,743
VILLA NUEVA (LOMA ALTA),atencion odontologica,restauraciones,2012-07-01,5,8,5,8,13
VILLA RIVERO,atencion odontologica,restauraciones,2012-07-01,25,36,25,36,61
VILLA SERRANO,atencion odontologica,restauraciones,2012-07-01,99,112,99,112,211
VILLA TUNARI,atencion odontologica,restauraciones,2012-07-01,127,406,127,406,533
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,restauraciones,2012-07-01,73,105,73,105,178
VILLAZON,atencion odontologica,restauraciones,2012-07-01,94,175,94,175,269
VINTO,atencion odontologica,restauraciones,2012-07-01,58,143,58,143,201
VITICHI,atencion odontologica,restauraciones,2012-07-01,28,42,28,42,70
WALDO BALLIVIAN,atencion odontologica,restauraciones,2012-07-01,18,10,18,10,28
WARNES,atencion odontologica,restauraciones,2012-07-01,61,244,61,244,305
YACO,atencion odontologica,restauraciones,2012-07-01,1,9,1,9,10
YACUIBA,atencion odontologica,restauraciones,2012-07-01,268,412,268,412,680
YAMPARAEZ,atencion odontologica,restauraciones,2012-07-01,15,19,15,19,34
YANACACHI,atencion odontologica,restauraciones,2012-07-01,15,19,15,19,34
YAPACANI,atencion odontologica,restauraciones,2012-07-01,76,279,76,279,355
YOCALLA,atencion odontologica,restauraciones,2012-07-01,28,24,28,24,52
YOTALA,atencion odontologica,restauraciones,2012-07-01,21,49,21,49,70
YUNCHARA,atencion odontologica,restauraciones,2012-07-01,27,40,27,40,67
ZUDAÑEZ,atencion odontologica,restauraciones,2012-07-01,14,26,14,26,40
ACACIO,atencion odontologica,restauraciones,2012-08-01,8,17,8,17,25
ACHACACHI,atencion odontologica,restauraciones,2012-08-01,146,180,146,180,326
ACHOCALLA,atencion odontologica,restauraciones,2012-08-01,29,53,29,53,82
AIQUILE,atencion odontologica,restauraciones,2012-08-01,34,64,34,64,98
ALALAY,atencion odontologica,restauraciones,2012-08-01,1,20,1,20,21
ALCALA,atencion odontologica,restauraciones,2012-08-01,17,24,17,24,41
ALTO BENI,atencion odontologica,restauraciones,2012-08-01,2,2,2,2,4
ANCORAIMES,atencion odontologica,restauraciones,2012-08-01,3,5,3,5,8
ANDAMARCA,atencion odontologica,restauraciones,2012-08-01,33,17,33,17,50
ANTEQUERA,atencion odontologica,restauraciones,2012-08-01,24,51,24,51,75
ANZALDO,atencion odontologica,restauraciones,2012-08-01,6,20,6,20,26
APOLO,atencion odontologica,restauraciones,2012-08-01,36,91,36,91,127
ARAMPAMPA,atencion odontologica,restauraciones,2012-08-01,10,24,10,24,34
ARANI,atencion odontologica,restauraciones,2012-08-01,18,59,18,59,77
ARBIETO,atencion odontologica,restauraciones,2012-08-01,20,43,20,43,63
ARQUE,atencion odontologica,restauraciones,2012-08-01,15,73,15,73,88
ASCENCION DE GUARAYOS,atencion odontologica,restauraciones,2012-08-01,12,0,12,0,12
ATOCHA,atencion odontologica,restauraciones,2012-08-01,199,181,199,181,380
AUCAPATA,atencion odontologica,restauraciones,2012-08-01,3,2,3,2,5
AYATA,atencion odontologica,restauraciones,2012-08-01,18,18,18,18,36
AYO AYO,atencion odontologica,restauraciones,2012-08-01,5,23,5,23,28
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,restauraciones,2012-08-01,135,200,135,200,335
AZURDUY,atencion odontologica,restauraciones,2012-08-01,15,41,15,41,56
BATALLAS,atencion odontologica,restauraciones,2012-08-01,23,63,23,63,86
BAURES,atencion odontologica,restauraciones,2012-08-01,10,8,10,8,18
