,group,variable,month,ACCIONES PREVENTIVAS DENTRO DEL ESTABLECIMIENTO CANTIDAD,ACCIONES PREVENTIVAS DENTRO DEL ESTABLECIMIENTO CANTIDAD,TOTALES,TOTALES,TOTALES
MOCOMOCO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,3,8,3,8,11
MOJOCOYA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,1,3,1,3,4
MONTEAGUDO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,158,155,158,155,313
MONTERO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,268,369,268,369,637
MORO MORO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,12,16,12,16,28
MOROCHATA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,3,10,3,10,13
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,6,2,6,2,8
OMEREQUE,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,15,30,15,30,45
ORURO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,747,890,747,890,1637
PADCAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,97,87,97,87,184
PADILLA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,17,23,17,23,40
PAILON,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,49,47,49,47,96
PALCA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,78,77,78,77,155
PALOS BLANCOS,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,39,54,39,54,93
PAMPA AULLAGAS,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,17,14,17,14,31
PAMPA GRANDE,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,8,17,8,17,25
PAPEL PAMPA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,1,2,1,2,3
PASORAPA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,7,11,7,11,18
PATACAMAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,123,103,123,103,226
PAZÑA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,6,3,6,3,9
PELECHUCO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,32,36,32,36,68
POCOATA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,8,22,8,22,30
POCONA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,27,30,27,30,57
POJO (CBBA),atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,38,17,38,17,55
POOPO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,37,32,37,32,69
PORCO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,8,11,8,11,19
POROMA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,13,28,13,28,41
PORONGO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,13,13,13,13,26
PORTACHUELO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,8,14,8,14,22
PORVENIR,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,36,63,36,63,99
POSTRER VALLE,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,6,2,6,2,8
POTOSI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,361,515,361,515,876
PRESTO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,1,1,1,1,2
PUCARA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,1,1,1,1,2
PUCARANI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,42,47,42,47,89
PUERTO ACOSTA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,58,57,58,57,115
PUERTO GONZALO MORENO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,0,3,0,3,3
PUERTO PEREZ,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,7,5,7,5,12
PUERTO QUIJARRO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,21,40,21,40,61
PUERTO RICO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,32,28,32,28,60
PUERTO SUAREZ,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,5,19,5,19,24
PUERTO VILLARROEL,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,101,110,101,110,211
PUNA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,6,10,6,10,16
PUNATA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,83,161,83,161,244
QUIABAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,14,13,14,13,27
QUILLACOLLO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,491,617,491,617,1108
QUIME,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,8,6,8,6,14
QUIRUSILLAS,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,3,5,3,5,8
RAVELO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,0,1,0,1,1
REYES,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,4,13,4,13,17
RIBERALTA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,150,455,150,455,605
RURRENABAQUE,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,71,88,71,88,159
SABAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,10,18,10,18,28
SACABA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,1073,1800,1073,1800,2873
SACABAMBA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,6,11,6,11,17
SACACA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,0,2,0,2,2
SAIPINA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,6,13,6,13,19
SALINAS DE GARCI MENDOZA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,12,39,12,39,51
SAMAIPATA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,9,9,9,9,18
SAN AGUSTIN,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,0,1,0,1,1
SAN ANDRES,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,17,27,17,27,44
SAN ANDRES DE MACHACA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,2,5,2,5,7
SAN ANTONIO DE LOMERIO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,3,1,3,1,4
SAN BENITO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,43,76,43,76,119
SAN BORJA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,27,13,27,13,40
SAN BUENA VENTURA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,4,0,4,0,4
SAN CARLOS,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,31,29,31,29,60
SAN IGNACIO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,28,56,28,56,84
SAN IGNACIO DE VELASCO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,131,158,131,158,289
SAN JAVIER(STC),atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,0,1,0,1,1
SAN JOSE DE CHIQUITOS,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,3,11,3,11,14
SAN JUAN DE YAPACANI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,9,19,9,19,28
SAN JULIAN,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,14,10,14,10,24
SAN LORENZO(PND),atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,0,1,0,1,1
SAN LORENZO(TJA),atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,33,57,33,57,90
SAN LUCAS,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,6,8,6,8,14
SAN MATIAS,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,10,6,10,6,16
SAN MIGUEL DE VELASCO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,13,11,13,11,24
SAN PEDRO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,28,40,28,40,68
SAN PEDRO DE BUENA VISTA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,1,0,1,0,1
SAN PEDRO DE CURAHUARA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,34,20,34,20,54
SAN PEDRO DE TIQUINA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,47,42,47,42,89
SAN RAFAEL,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,20,29,20,29,49
SAN RAMON BENI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,0,1,0,1,1
SANTA ANA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,175,278,175,278,453
SANTA CRUZ DE LA SIERRA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,1628,2070,1628,2070,3698
SANTA ROSA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,0,1,0,1,1
SANTA ROSA DEL SARA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,48,54,48,54,102
SANTIAGO DE CALLAPA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,1,1,1,1,2
SANTIAGO DE HUARI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,396,371,396,371,767
SANTIAGO DE HUATA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,0,8,0,8,8
SANTIAGO DE MACHACA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,5,7,5,7,12
SANTUARIO DE QUILLACAS,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,194,195,194,195,389
SAPAHAQUI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,11,18,11,18,29
SENA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,4,12,4,12,16
SHINAOTA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,32,100,32,100,132
SICA SICA (VILLA AROMA),atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,23,42,23,42,65
SICAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,2,4,2,4,6
SIPE SIPE,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,77,122,77,122,199
SOPACHUY,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,562,555,562,555,1117
SORACACHI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,10,18,10,18,28
SORATA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,5,17,5,17,22
SUCRE,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,1015,1863,1015,1863,2878
TACACOMA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,7,4,7,4,11
TACOPAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,14,17,14,17,31
TAPACARI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,196,214,196,214,410
TARABUCO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,31,56,31,56,87
TARACO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,11,7,11,7,18
TARATA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,17,29,17,29,46
TARIJA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,292,598,292,598,890
TARVITA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,101,103,101,103,204
TIAWANACU,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,2,3,2,3,5
TINGUIPAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,13,20,13,20,33
TIPUANI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,28,32,28,32,60
TIQUIPAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,375,496,375,496,871
TIRAQUE (CBBA),atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,16,47,16,47,63
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,10,6,10,6,16
TOCO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,39,70,39,70,109
TOLATA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,13,18,13,18,31
TOLEDO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,48,33,48,33,81
TOMAVE,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,10,2,10,2,12
TOMINA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,55,102,55,102,157
TORO TORO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,28,38,28,38,66
TOTORA(CBBA),atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,110,178,110,178,288
TOTORA(ORR),atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,1,0,1,0,1
TRIGAL,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,6,8,6,8,14
TRINIDAD,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,117,334,117,334,451
TUPIZA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,44,54,44,54,98
TURCO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,73,48,73,48,121
UMALA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,1,1,1,1,2
UNCIA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,0,25,0,25,25
URIONDO (A. CONCEPCION),atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,23,74,23,74,97
URUBICHA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,3,10,3,10,13
VACAS,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,7,14,7,14,21
VALLEGRANDE,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,110,168,110,168,278
VIACHA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,302,267,302,267,569
VILA VILA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,0,1,0,1,1
VILLA CHARCAS,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,5,2,5,2,7
VILLA MONTES,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,51,124,51,124,175
VILLA RIVERO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,8,7,8,7,15
VILLA SERRANO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,18,16,18,16,34
VILLA TUNARI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,226,364,226,364,590
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,87,85,87,85,172
VILLAZON,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,76,95,76,95,171
VINTO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,37,68,37,68,105
VITICHI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,6,1,6,1,7
WALDO BALLIVIAN,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,3,0,3,0,3
WARNES,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,67,121,67,121,188
YACO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,70,53,70,53,123
YACUIBA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,131,231,131,231,362
YAMPARAEZ,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,60,69,60,69,129
YANACACHI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,9,6,9,6,15
YAPACANI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,10,16,10,16,26
YOCALLA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,43,37,43,37,80
YOTALA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,18,47,18,47,65
YUNCHARA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,29,57,29,57,86
ZUDAÑEZ,atencion odontologica,acciones preventivas dentro del establecimiento,2012-06-01,85,92,85,92,177
ACACIO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,2,4,2,4,6
ACHACACHI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,337,391,337,391,728
ACHOCALLA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,27,19,27,19,46
AIQUILE,atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,8,45,8,45,53
ALALAY,atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,4,0,4,0,4
ALCALA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,22,22,22,22,44
ALTO BENI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,8,14,8,14,22
ANCORAIMES,atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,12,8,12,8,20
ANDAMARCA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,1,4,1,4,5
ANTEQUERA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,3,8,3,8,11
ANZALDO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,22,35,22,35,57
APOLO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,13,19,13,19,32
ARAMPAMPA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,3,16,3,16,19
ARANI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,16,28,16,28,44
ARBIETO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,36,34,36,34,70
ARQUE,atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,18,20,18,20,38
ASCENCION DE GUARAYOS,atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,0,1,0,1,1
ATOCHA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,40,36,40,36,76
AUCAPATA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,2,5,2,5,7
AYATA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,0,4,0,4,4
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,224,222,224,222,446
AZURDUY,atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,9,28,9,28,37
BATALLAS,atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,4,8,4,8,12
BAURES,atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,27,21,27,21,48
BELEN DE ANDAMARCA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,0,3,0,3,3
BELEN DE URMIRI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,4,4,4,4,8
BELLA FLOR,atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,5,4,5,4,9
BERMEJO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,104,189,104,189,293
BETANZOS,atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,23,37,23,37,60
BOLIVAR,atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,1,6,1,6,7
BOYUIBE,atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,1,4,1,4,5
BUENA VISTA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,2,1,2,1,3
CABEZAS,atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,47,29,47,29,76
CAIROMA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,13,18,13,18,31
"CAIZA ""D""",atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,2,0,2,0,2
CAJUATA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,24,18,24,18,42
CALACOTO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,1,4,1,4,5
CALAMARCA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,43,63,43,63,106
CAMARGO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,52,53,52,53,105
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,0,5,0,5,5
CAMIRI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,116,142,116,142,258
CAPINOTA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,336,201,336,201,537
CAQUIAVIRI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,2,0,2,0,2
CARACOLLO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,17,21,17,21,38
CARANAVI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,51,41,51,41,92
CARAPARI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,15,19,15,19,34
CARIPUYO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,24,20,24,20,44
CARMEN RIVERO TORREZ,atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,35,56,35,56,91
CATACORA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,8,0,8,0,8
CHALLAPATA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,56,80,56,80,136
CHAQUI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,5,10,5,10,15
CHARAGUA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,18,18,18,18,36
CHAYANTA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,20,9,20,9,29
CHIMORE,atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,25,21,25,21,46
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,14,37,14,37,51
CHUMA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,5,7,5,7,12
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,15,65,15,65,80
CKOCHAS,atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,0,5,0,5,5
CLIZA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,79,173,79,173,252
COBIJA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,366,456,366,456,822
COCAPATA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,33,50,33,50,83
COCHABAMBA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,3391,5152,3391,5152,8543
COIPASA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,0,8,0,8,8
COLCAPIRHUA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,188,180,188,180,368
"COLCHA ""K""",atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,8,14,8,14,22
COLLANA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,11,8,11,8,19
COLOMI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,69,67,69,67,136
COLPA BELGICA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,114,169,114,169,283
COLQUECHACA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,25,69,25,69,94
COLQUENCHA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,0,9,0,9,9
COLQUIRI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,0,3,0,3,3
COMANCHE,atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,11,6,11,6,17
COMARAPA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,76,117,76,117,193
CONCEPCION,atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,5,6,5,6,11
COPACABANA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,79,78,79,78,157
CORIPATA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,4,5,4,5,9
CORO CORO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,15,19,15,19,34
COROICO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,1,11,1,11,12
CORQUE,atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,36,33,36,33,69
COTAGAITA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,80,92,80,92,172
COTOCA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,61,63,61,63,124
CUATRO CAÑADAS,atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,29,43,29,43,72
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,3,8,3,8,11
CUEVO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,4,2,4,2,6
CULPINA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,9,19,9,19,28
CURAHUARA DE CARANGAS,atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,2,6,2,6,8
CURVA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,82,56,82,56,138
DESAGUADERO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,25,15,25,15,40
EL ALTO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,1822,2189,1822,2189,4011
EL PUENTE(STC),atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,7,2,7,2,9
EL PUENTE(TJA),atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,5,10,5,10,15
EL TORNO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,113,209,113,209,322
EL VILLAR,atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,7,15,7,15,22
ENTRE RIOS TRJ,atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,14,46,14,46,60
ENTRE RIOS CBBA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,57,89,57,89,146
ESCOMA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,1,0,1,0,1
EUCALIPTUS,atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,2,5,2,5,7
FERNANDEZ ALONSO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,14,28,14,28,42
FILADELFIA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,22,25,22,25,47
GENERAL SAAVEDRA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,8,6,8,6,14
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,21,6,21,6,27
GUANAY,atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,13,14,13,14,27
GUAQUI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,3,11,3,11,14
GUAYARAMERIN,atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,337,278,337,278,615
GUTIERREZ,atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,5,27,5,27,32
HUACARETA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,15,16,15,16,31
HUACAYA (VILLA DE HUACAYA),atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,4,12,4,12,16
HUACHACALLA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,2,0,2,0,2
HUANUNI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,102,127,102,127,229
HUARACAJE,atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,33,35,33,35,68
HUAYLLAMARCA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,7,25,7,25,32
HUMANATA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,2,2,2,2,4
ICHOCA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-07-01,2,1,2,1,3
