,group,variable,month,ACCIONES PREVENTIVAS FUERA DEL ESTABLECIMIENTO CANTIDAD,ACCIONES PREVENTIVAS FUERA DEL ESTABLECIMIENTO CANTIDAD,TOTALES,TOTALES,TOTALES
SHINAOTA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-06-01,100,107,100,107,207
SICA SICA (VILLA AROMA),atencion odontologica,acciones preventivas fuera del establecimiento,2012-06-01,8,10,8,10,18
SICAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-06-01,33,20,33,20,53
SIPE SIPE,atencion odontologica,acciones preventivas fuera del establecimiento,2012-06-01,535,651,535,651,1186
SOPACHUY,atencion odontologica,acciones preventivas fuera del establecimiento,2012-06-01,6,4,6,4,10
SUCRE,atencion odontologica,acciones preventivas fuera del establecimiento,2012-06-01,328,350,328,350,678
TACACOMA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-06-01,4,2,4,2,6
TACOPAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-06-01,382,350,382,350,732
TAPACARI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-06-01,26,26,26,26,52
TARABUCO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-06-01,658,571,658,571,1229
TARATA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-06-01,46,56,46,56,102
TARIJA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-06-01,16,25,16,25,41
TIAWANACU,atencion odontologica,acciones preventivas fuera del establecimiento,2012-06-01,59,70,59,70,129
TINGUIPAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-06-01,21,26,21,26,47
TIPUANI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-06-01,10,10,10,10,20
TIQUIPAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-06-01,92,87,92,87,179
TIRAQUE (CBBA),atencion odontologica,acciones preventivas fuera del establecimiento,2012-06-01,0,4,0,4,4
TOCO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-06-01,20,28,20,28,48
TOMAVE,atencion odontologica,acciones preventivas fuera del establecimiento,2012-06-01,21,10,21,10,31
TOMINA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-06-01,204,265,204,265,469
TORO TORO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-06-01,255,258,255,258,513
TOTORA(CBBA),atencion odontologica,acciones preventivas fuera del establecimiento,2012-06-01,131,123,131,123,254
TRIGAL,atencion odontologica,acciones preventivas fuera del establecimiento,2012-06-01,5,7,5,7,12
TRINIDAD,atencion odontologica,acciones preventivas fuera del establecimiento,2012-06-01,53,55,53,55,108
TUPIZA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-06-01,22,22,22,22,44
UNCIA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-06-01,129,178,129,178,307
URIONDO (A. CONCEPCION),atencion odontologica,acciones preventivas fuera del establecimiento,2012-06-01,62,52,62,52,114
URUBICHA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-06-01,19,23,19,23,42
VACAS,atencion odontologica,acciones preventivas fuera del establecimiento,2012-06-01,40,53,40,53,93
VALLEGRANDE,atencion odontologica,acciones preventivas fuera del establecimiento,2012-06-01,113,105,113,105,218
VIACHA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-06-01,44,30,44,30,74
VILA VILA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-06-01,5,13,5,13,18
VILLA CHARCAS,atencion odontologica,acciones preventivas fuera del establecimiento,2012-06-01,87,92,87,92,179
VILLA MONTES,atencion odontologica,acciones preventivas fuera del establecimiento,2012-06-01,3,5,3,5,8
VILLA NUEVA (LOMA ALTA),atencion odontologica,acciones preventivas fuera del establecimiento,2012-06-01,16,43,16,43,59
VILLA RIVERO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-06-01,49,49,49,49,98
VILLA SERRANO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-06-01,40,32,40,32,72
VILLA TUNARI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-06-01,270,349,270,349,619
VINTO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-06-01,276,260,276,260,536
VITICHI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-06-01,29,22,29,22,51
WARNES,atencion odontologica,acciones preventivas fuera del establecimiento,2012-06-01,45,53,45,53,98
YACUIBA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-06-01,147,8,147,8,155
YAMPARAEZ,atencion odontologica,acciones preventivas fuera del establecimiento,2012-06-01,68,59,68,59,127
YAPACANI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-06-01,393,418,393,418,811
YOCALLA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-06-01,10,13,10,13,23
YUNCHARA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-06-01,8,2,8,2,10
ZUDAÑEZ,atencion odontologica,acciones preventivas fuera del establecimiento,2012-06-01,16,2,16,2,18
ACHACACHI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,164,175,164,175,339
ALCALA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,38,48,38,48,86
ANCORAIMES,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,26,20,26,20,46
ANZALDO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,44,55,44,55,99
ARAMPAMPA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,6,33,6,33,39
ARBIETO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,6,10,6,10,16
ARQUE,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,52,26,52,26,78
ATOCHA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,251,204,251,204,455
AUCAPATA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,0,4,0,4,4
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,63,87,63,87,150
AZURDUY,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,4,8,4,8,12
BELLA FLOR,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,62,67,62,67,129
BERMEJO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,10,8,10,8,18
BETANZOS,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,17,11,17,11,28
BOLIVAR,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,8,18,8,18,26
BOLPEBRA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,68,70,68,70,138
BOYUIBE,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,0,1,0,1,1
BUENA VISTA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,73,68,73,68,141
CABEZAS,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,23,80,23,80,103
CALACOTO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,4,5,4,5,9
CAMIRI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,121,132,121,132,253
CAPINOTA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,157,165,157,165,322
CAQUIAVIRI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,28,8,28,8,36
CARANAVI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,59,83,59,83,142
CARAPARI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,2,2,2,2,4
CARIPUYO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,29,27,29,27,56
CATACORA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,1,0,1,0,1
CHAQUI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,1,4,1,4,5
CHARAGUA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,40,40,40,40,80
CHIMORE,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,130,99,130,99,229
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,47,41,47,41,88
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,20,15,20,15,35
CKOCHAS,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,13,16,13,16,29
COBIJA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,200,212,200,212,412
COCAPATA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,26,32,26,32,58
COCHABAMBA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,75,61,75,61,136
COLCAPIRHUA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,0,1,0,1,1
"COLCHA ""K""",atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,0,2,0,2,2
COLOMI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,12,9,12,9,21
COLQUECHACA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,29,29,29,29,58
COMARAPA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,150,250,150,250,400
CORO CORO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,0,1,0,1,1
COTAGAITA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,25,15,25,15,40
CUATRO CAÑADAS,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,15,27,15,27,42
CUEVO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,0,1,0,1,1
CULPINA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,65,90,65,90,155
DESAGUADERO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,12,21,12,21,33
EL ALTO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,1357,1314,1357,1314,2671
EL PUENTE(TJA),atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,1,2,1,2,3
EL TORNO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,90,124,90,124,214
EL VILLAR,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,37,38,37,38,75
ENTRE RIOS TRJ,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,6,13,6,13,19
ENTRE RIOS CBBA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,14,10,14,10,24
FERNANDEZ ALONSO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,8,9,8,9,17
FILADELFIA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,19,25,19,25,44
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,5,11,5,11,16
GUAYARAMERIN,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,102,227,102,227,329
GUTIERREZ,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,81,88,81,88,169
HUACARETA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,11,11,11,11,22
HUACAYA (VILLA DE HUACAYA),atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,4,0,4,0,4
HUANUNI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,10,15,10,15,25
HUAYLLAMARCA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,3,14,3,14,17
ICHOCA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,23,20,23,20,43
ICLA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,191,234,191,234,425
IRUPANA (VILLA DE LANZA),atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,0,2,0,2,2
LA ASUNTA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,116,130,116,130,246
LA GUARDIA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,275,279,275,279,554
LA PAZ,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,324,323,324,323,647
LAJA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,1,5,1,5,6
LURIBAY,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,2,2,2,2,4
MACHARETI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,32,19,32,19,51
MAPIRI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,37,38,37,38,75
MECAPACA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,5,5,5,5,10
MIZQUE,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,107,116,107,116,223
MOCOMOCO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,55,72,55,72,127
MONTERO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,380,387,380,387,767
MORO MORO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,5,1,5,1,6
MOROCHATA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,12,9,12,9,21
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,50,34,50,34,84
OCURI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,0,1,0,1,1
PADCAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,28,48,28,48,76
PADILLA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,144,159,144,159,303
PALCA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,57,91,57,91,148
PALOS BLANCOS,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,34,28,34,28,62
PAMPA GRANDE,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,29,24,29,24,53
PAPEL PAMPA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,1,2,1,2,3
POCOATA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,58,52,58,52,110
POCONA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,130,150,130,150,280
POJO (CBBA),atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,91,47,91,47,138
POOPO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,2,2,2,2,4
PORCO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,0,6,0,6,6
POROMA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,93,88,93,88,181
PORONGO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,0,3,0,3,3
PORTACHUELO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,205,208,205,208,413
PORVENIR,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,165,208,165,208,373
POSTRER VALLE,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,0,3,0,3,3
POTOSI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,16,16,16,16,32
PRESTO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,10,18,10,18,28
PUCARA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,20,33,20,33,53
PUERTO QUIJARRO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,2,1,2,1,3
PUERTO RICO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,54,57,54,57,111
PUERTO SUAREZ,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,4,5,4,5,9
PUERTO VILLARROEL,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,34,69,34,69,103
PUNA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,3,2,3,2,5
PUNATA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,8,12,8,12,20
QUILLACOLLO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,1087,1092,1087,1092,2179
QUIRUSILLAS,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,5,5,5,5,10
RAVELO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,24,50,24,50,74
RIBERALTA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,537,530,537,530,1067
ROBORE,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,352,308,352,308,660
SACABA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,100,102,100,102,202
SACACA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,0,4,0,4,4
SAMAIPATA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,32,39,32,39,71
SAN AGUSTIN,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,42,39,42,39,81
SAN ANDRES,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,133,131,133,131,264
SAN ANDRES DE MACHACA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,6,11,6,11,17
SAN BUENA VENTURA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,0,2,0,2,2
SAN CARLOS,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,11,192,11,192,203
SAN IGNACIO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,74,110,74,110,184
SAN JAVIER(BNI),atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,88,82,88,82,170
SAN JOAQUIN,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,23,27,23,27,50
SAN JOSE DE CHIQUITOS,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,6,8,6,8,14
SAN JUAN DE YAPACANI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,0,15,0,15,15
SAN JULIAN,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,37,37,37,37,74
SAN LORENZO(TJA),atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,8,23,8,23,31
SAN LUCAS,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,155,191,155,191,346
SAN MATIAS,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,1,4,1,4,5
SAN PEDRO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,39,48,39,48,87
SAN PEDRO DE BUENA VISTA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,11,7,11,7,18
SAN PEDRO DE CURAHUARA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,2,2,2,2,4
SAN RAFAEL,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,5,2,5,2,7
SAN RAMON SCZ,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,15,40,15,40,55
SANTA ANA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,0,15,0,15,15
SANTA CRUZ DE LA SIERRA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,1686,1656,1686,1656,3342
SANTA ROSA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,274,277,274,277,551
SANTA ROSA DEL SARA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,189,171,189,171,360
SANTIAGO DE HUARI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,1,1,1,1,2
SANTIAGO DE MACHACA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,25,26,25,26,51
SENA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,113,144,113,144,257
SICA SICA (VILLA AROMA),atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,16,4,16,4,20
SICAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,8,4,8,4,12
SIPE SIPE,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,247,126,247,126,373
SORATA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,12,10,12,10,22
SUCRE,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,158,150,158,150,308
TACACOMA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,1,2,1,2,3
TACOPAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,20,29,20,29,49
TAPACARI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,18,24,18,24,42
TARABUCO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,405,647,405,647,1052
TARIJA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,37,59,37,59,96
TARVITA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,1,2,1,2,3
TIAWANACU,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,32,60,32,60,92
TINGUIPAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,0,2,0,2,2
TIQUIPAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,17,21,17,21,38
TOCO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,33,17,33,17,50
TOMAVE,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,7,7,7,7,14
TOMINA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,43,73,43,73,116
TORO TORO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,48,79,48,79,127
TRIGAL,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,4,9,4,9,13
TRINIDAD,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,74,51,74,51,125
TUPIZA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,28,8,28,8,36
TURCO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,6,8,6,8,14
UMALA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,42,17,42,17,59
UNCIA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,6,6,6,6,12
URIONDO (A. CONCEPCION),atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,45,48,45,48,93
VACAS,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,10,10,10,10,20
VALLEGRANDE,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,60,64,60,64,124
VIACHA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,42,15,42,15,57
VILLA MONTES,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,2,6,2,6,8
VILLA NUEVA (LOMA ALTA),atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,4,0,4,0,4
VILLA SERRANO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,33,54,33,54,87
VILLA TUNARI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,1,3,1,3,4
VILLAZON,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,1,3,1,3,4
VINTO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,95,169,95,169,264
VITICHI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,33,24,33,24,57
WARNES,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,9,27,9,27,36
YACUIBA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,5,159,5,159,164
YAMPARAEZ,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,14,29,14,29,43
YAPACANI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,38,47,38,47,85
YOCALLA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,27,11,27,11,38
YOTALA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,0,43,0,43,43
YUNCHARA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-07-01,8,7,8,7,15
ACHACACHI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,157,168,157,168,325
AIQUILE,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,1,0,1,0,1
ALCALA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,186,181,186,181,367
ALTO BENI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,86,65,86,65,151
ANCORAIMES,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,24,28,24,28,52
ANZALDO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,142,166,142,166,308
APOLO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,54,54,54,54,108
ARAMPAMPA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,116,96,116,96,212
ARQUE,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,22,31,22,31,53
ATOCHA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,90,86,90,86,176
AYATA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,9,13,9,13,22
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,33,32,33,32,65
AZURDUY,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,316,250,316,250,566
BAURES,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,12,18,12,18,30
BELLA FLOR,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,98,142,98,142,240
BERMEJO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,46,75,46,75,121
BETANZOS,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,217,249,217,249,466
BOLIVAR,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,3,13,3,13,16
BOLPEBRA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,23,29,23,29,52
BOYUIBE,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,10,11,10,11,21
BUENA VISTA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,29,22,29,22,51
CABEZAS,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,486,278,486,278,764
"CAIZA ""D""",atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,12,12,12,12,24
CALACOTO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,53,16,53,16,69
CALAMARCA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,3,5,3,5,8
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,3,3,3,3,6
CAMIRI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,814,1011,814,1011,1825
CAPINOTA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,17,14,17,14,31
CAQUIAVIRI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,11,5,11,5,16
CARANAVI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,92,77,92,77,169
CARIPUYO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,30,31,30,31,61
CARMEN RIVERO TORREZ,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,15,21,15,21,36
CATACORA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,2,8,2,8,10
CHALLAPATA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,40,50,40,50,90
CHAQUI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,5,9,5,9,14
CHARAGUA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,84,93,84,93,177
CHARAÑA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,2,15,2,15,17
CHIMORE,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,84,42,84,42,126
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,78,72,78,72,150
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,1,1,1,1,2
CKOCHAS,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,38,39,38,39,77
COBIJA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,290,290,290,290,580
COCAPATA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,74,82,74,82,156
COCHABAMBA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,85,110,85,110,195
