,group,variable,month,CIRUGIA BUCAL MENOR CANTIDAD,CIRUGIA BUCAL MENOR CANTIDAD,TOTALES,TOTALES,TOTALES
CORO CORO,atencion odontologica,cirugia bucal menor,2012-07-01,24,30,24,30,54
COROICO,atencion odontologica,cirugia bucal menor,2012-07-01,27,70,27,70,97
CORQUE,atencion odontologica,cirugia bucal menor,2012-07-01,14,11,14,11,25
COTAGAITA,atencion odontologica,cirugia bucal menor,2012-07-01,51,91,51,91,142
COTOCA,atencion odontologica,cirugia bucal menor,2012-07-01,13,29,13,29,42
CUATRO CAÑADAS,atencion odontologica,cirugia bucal menor,2012-07-01,17,70,17,70,87
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,cirugia bucal menor,2012-07-01,14,2,14,2,16
CUEVO,atencion odontologica,cirugia bucal menor,2012-07-01,2,17,2,17,19
CULPINA,atencion odontologica,cirugia bucal menor,2012-07-01,33,78,33,78,111
CURAHUARA DE CARANGAS,atencion odontologica,cirugia bucal menor,2012-07-01,6,5,6,5,11
CURVA,atencion odontologica,cirugia bucal menor,2012-07-01,1,3,1,3,4
DESAGUADERO,atencion odontologica,cirugia bucal menor,2012-07-01,10,16,10,16,26
EL ALTO,atencion odontologica,cirugia bucal menor,2012-07-01,1432,1848,1432,1848,3280
EL PUENTE(STC),atencion odontologica,cirugia bucal menor,2012-07-01,10,23,10,23,33
EL PUENTE(TJA),atencion odontologica,cirugia bucal menor,2012-07-01,57,98,57,98,155
EL TORNO,atencion odontologica,cirugia bucal menor,2012-07-01,69,93,69,93,162
EL VILLAR,atencion odontologica,cirugia bucal menor,2012-07-01,6,17,6,17,23
ENTRE RIOS TRJ,atencion odontologica,cirugia bucal menor,2012-07-01,70,140,70,140,210
ENTRE RIOS CBBA,atencion odontologica,cirugia bucal menor,2012-07-01,3,6,3,6,9
ESCOMA,atencion odontologica,cirugia bucal menor,2012-07-01,21,38,21,38,59
EUCALIPTUS,atencion odontologica,cirugia bucal menor,2012-07-01,15,20,15,20,35
FERNANDEZ ALONSO,atencion odontologica,cirugia bucal menor,2012-07-01,15,16,15,16,31
FILADELFIA,atencion odontologica,cirugia bucal menor,2012-07-01,10,7,10,7,17
GENERAL SAAVEDRA,atencion odontologica,cirugia bucal menor,2012-07-01,16,35,16,35,51
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,cirugia bucal menor,2012-07-01,40,82,40,82,122
GUANAY,atencion odontologica,cirugia bucal menor,2012-07-01,12,17,12,17,29
GUAQUI,atencion odontologica,cirugia bucal menor,2012-07-01,10,25,10,25,35
GUAYARAMERIN,atencion odontologica,cirugia bucal menor,2012-07-01,62,49,62,49,111
GUTIERREZ,atencion odontologica,cirugia bucal menor,2012-07-01,25,155,25,155,180
HUACARETA,atencion odontologica,cirugia bucal menor,2012-07-01,16,30,16,30,46
HUACAYA (VILLA DE HUACAYA),atencion odontologica,cirugia bucal menor,2012-07-01,6,22,6,22,28
HUACHACALLA,atencion odontologica,cirugia bucal menor,2012-07-01,7,6,7,6,13
HUANUNI,atencion odontologica,cirugia bucal menor,2012-07-01,53,58,53,58,111
HUARACAJE,atencion odontologica,cirugia bucal menor,2012-07-01,7,14,7,14,21
HUARINA,atencion odontologica,cirugia bucal menor,2012-07-01,8,8,8,8,16
HUAYLLAMARCA,atencion odontologica,cirugia bucal menor,2012-07-01,26,16,26,16,42
HUMANATA,atencion odontologica,cirugia bucal menor,2012-07-01,23,35,23,35,58
ICHOCA,atencion odontologica,cirugia bucal menor,2012-07-01,5,7,5,7,12
ICLA,atencion odontologica,cirugia bucal menor,2012-07-01,11,44,11,44,55
INCAHUASI,atencion odontologica,cirugia bucal menor,2012-07-01,12,46,12,46,58
INQUISIVI,atencion odontologica,cirugia bucal menor,2012-07-01,25,35,25,35,60
IRUPANA (VILLA DE LANZA),atencion odontologica,cirugia bucal menor,2012-07-01,33,34,33,34,67
JESUS DE MACHACA,atencion odontologica,cirugia bucal menor,2012-07-01,48,74,48,74,122
LA ASUNTA,atencion odontologica,cirugia bucal menor,2012-07-01,68,96,68,96,164
LA GUARDIA,atencion odontologica,cirugia bucal menor,2012-07-01,49,91,49,91,140
LA PAZ,atencion odontologica,cirugia bucal menor,2012-07-01,765,1010,765,1010,1775
LAGUNILLAS,atencion odontologica,cirugia bucal menor,2012-07-01,4,9,4,9,13
LAJA,atencion odontologica,cirugia bucal menor,2012-07-01,38,74,38,74,112
LAS CARRERAS,atencion odontologica,cirugia bucal menor,2012-07-01,6,10,6,10,16
LICOMA PAMPA,atencion odontologica,cirugia bucal menor,2012-07-01,0,20,0,20,20
LLALLAGUA,atencion odontologica,cirugia bucal menor,2012-07-01,32,81,32,81,113
LLICA,atencion odontologica,cirugia bucal menor,2012-07-01,16,30,16,30,46
LURIBAY,atencion odontologica,cirugia bucal menor,2012-07-01,15,20,15,20,35
MACHACAMARCA,atencion odontologica,cirugia bucal menor,2012-07-01,13,21,13,21,34
MACHARETI,atencion odontologica,cirugia bucal menor,2012-07-01,17,14,17,14,31
MAGDALENA,atencion odontologica,cirugia bucal menor,2012-07-01,36,33,36,33,69
MAIRANA,atencion odontologica,cirugia bucal menor,2012-07-01,9,3,9,3,12
MALLA,atencion odontologica,cirugia bucal menor,2012-07-01,4,6,4,6,10
MAPIRI,atencion odontologica,cirugia bucal menor,2012-07-01,25,34,25,34,59
MECAPACA,atencion odontologica,cirugia bucal menor,2012-07-01,17,16,17,16,33
MINEROS,atencion odontologica,cirugia bucal menor,2012-07-01,12,13,12,13,25
MIZQUE,atencion odontologica,cirugia bucal menor,2012-07-01,21,68,21,68,89
MOCOMOCO,atencion odontologica,cirugia bucal menor,2012-07-01,62,83,62,83,145
MOJOCOYA,atencion odontologica,cirugia bucal menor,2012-07-01,12,36,12,36,48
MONTEAGUDO,atencion odontologica,cirugia bucal menor,2012-07-01,43,84,43,84,127
MONTERO,atencion odontologica,cirugia bucal menor,2012-07-01,101,126,101,126,227
MORO MORO,atencion odontologica,cirugia bucal menor,2012-07-01,2,3,2,3,5
MOROCHATA,atencion odontologica,cirugia bucal menor,2012-07-01,7,10,7,10,17
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,cirugia bucal menor,2012-07-01,9,8,9,8,17
OCURI,atencion odontologica,cirugia bucal menor,2012-07-01,46,59,46,59,105
OKINAWA,atencion odontologica,cirugia bucal menor,2012-07-01,17,11,17,11,28
OMEREQUE,atencion odontologica,cirugia bucal menor,2012-07-01,2,15,2,15,17
ORURO,atencion odontologica,cirugia bucal menor,2012-07-01,512,703,512,703,1215
PADCAYA,atencion odontologica,cirugia bucal menor,2012-07-01,55,109,55,109,164
PADILLA,atencion odontologica,cirugia bucal menor,2012-07-01,39,52,39,52,91
PAILON,atencion odontologica,cirugia bucal menor,2012-07-01,12,19,12,19,31
PALCA,atencion odontologica,cirugia bucal menor,2012-07-01,34,62,34,62,96
PALOS BLANCOS,atencion odontologica,cirugia bucal menor,2012-07-01,36,67,36,67,103
PAMPA AULLAGAS,atencion odontologica,cirugia bucal menor,2012-07-01,12,11,12,11,23
PAMPA GRANDE,atencion odontologica,cirugia bucal menor,2012-07-01,2,17,2,17,19
PAPEL PAMPA,atencion odontologica,cirugia bucal menor,2012-07-01,8,34,8,34,42
PASORAPA,atencion odontologica,cirugia bucal menor,2012-07-01,5,21,5,21,26
PATACAMAYA,atencion odontologica,cirugia bucal menor,2012-07-01,18,44,18,44,62
PAZÑA,atencion odontologica,cirugia bucal menor,2012-07-01,7,20,7,20,27
PELECHUCO,atencion odontologica,cirugia bucal menor,2012-07-01,16,39,16,39,55
POCOATA,atencion odontologica,cirugia bucal menor,2012-07-01,21,54,21,54,75
POCONA,atencion odontologica,cirugia bucal menor,2012-07-01,93,145,93,145,238
POJO (CBBA),atencion odontologica,cirugia bucal menor,2012-07-01,99,184,99,184,283
POOPO,atencion odontologica,cirugia bucal menor,2012-07-01,28,28,28,28,56
PORCO,atencion odontologica,cirugia bucal menor,2012-07-01,7,16,7,16,23
POROMA,atencion odontologica,cirugia bucal menor,2012-07-01,13,45,13,45,58
PORONGO,atencion odontologica,cirugia bucal menor,2012-07-01,13,31,13,31,44
PORTACHUELO,atencion odontologica,cirugia bucal menor,2012-07-01,35,41,35,41,76
PORVENIR,atencion odontologica,cirugia bucal menor,2012-07-01,34,29,34,29,63
POSTRER VALLE,atencion odontologica,cirugia bucal menor,2012-07-01,4,5,4,5,9
POTOSI,atencion odontologica,cirugia bucal menor,2012-07-01,341,529,341,529,870
PRESTO,atencion odontologica,cirugia bucal menor,2012-07-01,6,14,6,14,20
PUCARA,atencion odontologica,cirugia bucal menor,2012-07-01,0,5,0,5,5
PUCARANI,atencion odontologica,cirugia bucal menor,2012-07-01,57,87,57,87,144
PUERTO ACOSTA,atencion odontologica,cirugia bucal menor,2012-07-01,27,47,27,47,74
PUERTO CARABUCO,atencion odontologica,cirugia bucal menor,2012-07-01,35,67,35,67,102
PUERTO GONZALO MORENO,atencion odontologica,cirugia bucal menor,2012-07-01,9,15,9,15,24
PUERTO PEREZ,atencion odontologica,cirugia bucal menor,2012-07-01,7,8,7,8,15
PUERTO QUIJARRO,atencion odontologica,cirugia bucal menor,2012-07-01,40,8,40,8,48
PUERTO RICO,atencion odontologica,cirugia bucal menor,2012-07-01,47,44,47,44,91
PUERTO SILES,atencion odontologica,cirugia bucal menor,2012-07-01,10,13,10,13,23
PUERTO SUAREZ,atencion odontologica,cirugia bucal menor,2012-07-01,2,15,2,15,17
PUERTO VILLARROEL,atencion odontologica,cirugia bucal menor,2012-07-01,29,39,29,39,68
PUNA,atencion odontologica,cirugia bucal menor,2012-07-01,19,54,19,54,73
PUNATA,atencion odontologica,cirugia bucal menor,2012-07-01,45,67,45,67,112
QUIABAYA,atencion odontologica,cirugia bucal menor,2012-07-01,14,31,14,31,45
QUILLACOLLO,atencion odontologica,cirugia bucal menor,2012-07-01,82,139,82,139,221
QUIME,atencion odontologica,cirugia bucal menor,2012-07-01,55,98,55,98,153
QUIRUSILLAS,atencion odontologica,cirugia bucal menor,2012-07-01,3,6,3,6,9
RAVELO,atencion odontologica,cirugia bucal menor,2012-07-01,5,32,5,32,37
REYES,atencion odontologica,cirugia bucal menor,2012-07-01,23,30,23,30,53
RIBERALTA,atencion odontologica,cirugia bucal menor,2012-07-01,105,240,105,240,345
ROBORE,atencion odontologica,cirugia bucal menor,2012-07-01,22,40,22,40,62
RURRENABAQUE,atencion odontologica,cirugia bucal menor,2012-07-01,31,47,31,47,78
SABAYA,atencion odontologica,cirugia bucal menor,2012-07-01,9,12,9,12,21
SACABA,atencion odontologica,cirugia bucal menor,2012-07-01,255,301,255,301,556
SACABAMBA,atencion odontologica,cirugia bucal menor,2012-07-01,3,3,3,3,6
SACACA,atencion odontologica,cirugia bucal menor,2012-07-01,17,22,17,22,39
SAIPINA,atencion odontologica,cirugia bucal menor,2012-07-01,9,22,9,22,31
SALINAS DE GARCI MENDOZA,atencion odontologica,cirugia bucal menor,2012-07-01,22,20,22,20,42
SAMAIPATA,atencion odontologica,cirugia bucal menor,2012-07-01,7,15,7,15,22
SAN AGUSTIN,atencion odontologica,cirugia bucal menor,2012-07-01,6,14,6,14,20
SAN ANDRES,atencion odontologica,cirugia bucal menor,2012-07-01,19,13,19,13,32
SAN ANDRES DE MACHACA,atencion odontologica,cirugia bucal menor,2012-07-01,52,46,52,46,98
SAN ANTONIO DE ESMORUCO,atencion odontologica,cirugia bucal menor,2012-07-01,3,7,3,7,10
SAN ANTONIO DE LOMERIO,atencion odontologica,cirugia bucal menor,2012-07-01,6,28,6,28,34
SAN BENITO,atencion odontologica,cirugia bucal menor,2012-07-01,13,19,13,19,32
SAN BORJA,atencion odontologica,cirugia bucal menor,2012-07-01,14,32,14,32,46
SAN BUENA VENTURA,atencion odontologica,cirugia bucal menor,2012-07-01,18,31,18,31,49
SAN CARLOS,atencion odontologica,cirugia bucal menor,2012-07-01,17,34,17,34,51
SAN IGNACIO,atencion odontologica,cirugia bucal menor,2012-07-01,55,84,55,84,139
SAN IGNACIO DE VELASCO,atencion odontologica,cirugia bucal menor,2012-07-01,27,30,27,30,57
SAN JAVIER(BNI),atencion odontologica,cirugia bucal menor,2012-07-01,2,0,2,0,2
SAN JAVIER(STC),atencion odontologica,cirugia bucal menor,2012-07-01,4,7,4,7,11
SAN JOAQUIN,atencion odontologica,cirugia bucal menor,2012-07-01,33,32,33,32,65
SAN JOSE DE CHIQUITOS,atencion odontologica,cirugia bucal menor,2012-07-01,52,83,52,83,135
SAN JUAN DE YAPACANI,atencion odontologica,cirugia bucal menor,2012-07-01,5,10,5,10,15
SAN JULIAN,atencion odontologica,cirugia bucal menor,2012-07-01,4,0,4,0,4
SAN LORENZO(TJA),atencion odontologica,cirugia bucal menor,2012-07-01,84,177,84,177,261
SAN LUCAS,atencion odontologica,cirugia bucal menor,2012-07-01,43,68,43,68,111
SAN MATIAS,atencion odontologica,cirugia bucal menor,2012-07-01,23,29,23,29,52
SAN MIGUEL DE VELASCO,atencion odontologica,cirugia bucal menor,2012-07-01,22,40,22,40,62
SAN PEDRO,atencion odontologica,cirugia bucal menor,2012-07-01,34,41,34,41,75
SAN PEDRO DE BUENA VISTA,atencion odontologica,cirugia bucal menor,2012-07-01,22,52,22,52,74
SAN PEDRO DE CURAHUARA,atencion odontologica,cirugia bucal menor,2012-07-01,18,25,18,25,43
SAN PEDRO DE TIQUINA,atencion odontologica,cirugia bucal menor,2012-07-01,20,19,20,19,39
SAN RAFAEL,atencion odontologica,cirugia bucal menor,2012-07-01,1,10,1,10,11
SAN RAMON BENI,atencion odontologica,cirugia bucal menor,2012-07-01,9,24,9,24,33
SAN RAMON SCZ,atencion odontologica,cirugia bucal menor,2012-07-01,4,2,4,2,6
SANTA ANA,atencion odontologica,cirugia bucal menor,2012-07-01,55,106,55,106,161
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucal menor,2012-07-01,452,816,452,816,1268
SANTA ROSA,atencion odontologica,cirugia bucal menor,2012-07-01,65,68,65,68,133
SANTA ROSA DEL SARA,atencion odontologica,cirugia bucal menor,2012-07-01,36,54,36,54,90
SANTIAGO DE CALLAPA,atencion odontologica,cirugia bucal menor,2012-07-01,10,11,10,11,21
SANTIAGO DE HUARI,atencion odontologica,cirugia bucal menor,2012-07-01,49,61,49,61,110
SANTIAGO DE HUATA,atencion odontologica,cirugia bucal menor,2012-07-01,16,22,16,22,38
SANTIAGO DE MACHACA,atencion odontologica,cirugia bucal menor,2012-07-01,23,41,23,41,64
SANTIVAÑES,atencion odontologica,cirugia bucal menor,2012-07-01,8,10,8,10,18
SANTUARIO DE QUILLACAS,atencion odontologica,cirugia bucal menor,2012-07-01,14,16,14,16,30
SAPAHAQUI,atencion odontologica,cirugia bucal menor,2012-07-01,32,48,32,48,80
SENA,atencion odontologica,cirugia bucal menor,2012-07-01,11,13,11,13,24
SHINAOTA,atencion odontologica,cirugia bucal menor,2012-07-01,0,4,0,4,4
SICA SICA (VILLA AROMA),atencion odontologica,cirugia bucal menor,2012-07-01,33,33,33,33,66
SICAYA,atencion odontologica,cirugia bucal menor,2012-07-01,0,14,0,14,14
SIPE SIPE,atencion odontologica,cirugia bucal menor,2012-07-01,33,65,33,65,98
SOPACHUY,atencion odontologica,cirugia bucal menor,2012-07-01,16,47,16,47,63
SORACACHI,atencion odontologica,cirugia bucal menor,2012-07-01,16,25,16,25,41
SORATA,atencion odontologica,cirugia bucal menor,2012-07-01,6,19,6,19,25
SUCRE,atencion odontologica,cirugia bucal menor,2012-07-01,571,817,571,817,1388
TACACHI,atencion odontologica,cirugia bucal menor,2012-07-01,4,2,4,2,6
TACACOMA,atencion odontologica,cirugia bucal menor,2012-07-01,52,50,52,50,102
TACOPAYA,atencion odontologica,cirugia bucal menor,2012-07-01,10,12,10,12,22
TAHUA,atencion odontologica,cirugia bucal menor,2012-07-01,6,2,6,2,8
TAPACARI,atencion odontologica,cirugia bucal menor,2012-07-01,47,92,47,92,139
TARABUCO,atencion odontologica,cirugia bucal menor,2012-07-01,43,67,43,67,110
TARACO,atencion odontologica,cirugia bucal menor,2012-07-01,19,18,19,18,37
TARATA,atencion odontologica,cirugia bucal menor,2012-07-01,8,14,8,14,22
TARIJA,atencion odontologica,cirugia bucal menor,2012-07-01,579,946,579,946,1525
TARVITA,atencion odontologica,cirugia bucal menor,2012-07-01,44,46,44,46,90
TEOPONTE,atencion odontologica,cirugia bucal menor,2012-07-01,16,23,16,23,39
TIAWANACU,atencion odontologica,cirugia bucal menor,2012-07-01,41,69,41,69,110
TINGUIPAYA,atencion odontologica,cirugia bucal menor,2012-07-01,18,46,18,46,64
TIPUANI,atencion odontologica,cirugia bucal menor,2012-07-01,11,25,11,25,36
TIQUIPAYA,atencion odontologica,cirugia bucal menor,2012-07-01,54,92,54,92,146
TIRAQUE (CBBA),atencion odontologica,cirugia bucal menor,2012-07-01,16,24,16,24,40
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,cirugia bucal menor,2012-07-01,10,26,10,26,36
TOCO,atencion odontologica,cirugia bucal menor,2012-07-01,6,19,6,19,25
TOLATA,atencion odontologica,cirugia bucal menor,2012-07-01,12,26,12,26,38
TOLEDO,atencion odontologica,cirugia bucal menor,2012-07-01,13,21,13,21,34
TOMAVE,atencion odontologica,cirugia bucal menor,2012-07-01,40,63,40,63,103
TOMINA,atencion odontologica,cirugia bucal menor,2012-07-01,26,65,26,65,91
TORO TORO,atencion odontologica,cirugia bucal menor,2012-07-01,13,30,13,30,43
TOTORA(CBBA),atencion odontologica,cirugia bucal menor,2012-07-01,27,36,27,36,63
TOTORA(ORR),atencion odontologica,cirugia bucal menor,2012-07-01,4,7,4,7,11
TRIGAL,atencion odontologica,cirugia bucal menor,2012-07-01,0,2,0,2,2
TRINIDAD,atencion odontologica,cirugia bucal menor,2012-07-01,120,162,120,162,282
TUPIZA,atencion odontologica,cirugia bucal menor,2012-07-01,82,136,82,136,218
TURCO,atencion odontologica,cirugia bucal menor,2012-07-01,13,8,13,8,21
UMALA,atencion odontologica,cirugia bucal menor,2012-07-01,10,16,10,16,26
UNCIA,atencion odontologica,cirugia bucal menor,2012-07-01,17,33,17,33,50
URIONDO (A. CONCEPCION),atencion odontologica,cirugia bucal menor,2012-07-01,68,148,68,148,216
URUBICHA,atencion odontologica,cirugia bucal menor,2012-07-01,4,16,4,16,20
UYUNI,atencion odontologica,cirugia bucal menor,2012-07-01,38,73,38,73,111
VACAS,atencion odontologica,cirugia bucal menor,2012-07-01,14,26,14,26,40
VALLEGRANDE,atencion odontologica,cirugia bucal menor,2012-07-01,25,43,25,43,68
VIACHA,atencion odontologica,cirugia bucal menor,2012-07-01,63,113,63,113,176
VILA VILA,atencion odontologica,cirugia bucal menor,2012-07-01,0,1,0,1,1
VILLA CHARCAS,atencion odontologica,cirugia bucal menor,2012-07-01,9,42,9,42,51
VILLA MONTES,atencion odontologica,cirugia bucal menor,2012-07-01,256,411,256,411,667
VILLA NUEVA (LOMA ALTA),atencion odontologica,cirugia bucal menor,2012-07-01,6,11,6,11,17
VILLA RIVERO,atencion odontologica,cirugia bucal menor,2012-07-01,4,5,4,5,9
VILLA SERRANO,atencion odontologica,cirugia bucal menor,2012-07-01,43,30,43,30,73
VILLA TUNARI,atencion odontologica,cirugia bucal menor,2012-07-01,42,82,42,82,124
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,cirugia bucal menor,2012-07-01,19,62,19,62,81
VILLAZON,atencion odontologica,cirugia bucal menor,2012-07-01,59,134,59,134,193
VINTO,atencion odontologica,cirugia bucal menor,2012-07-01,21,27,21,27,48
VITICHI,atencion odontologica,cirugia bucal menor,2012-07-01,19,32,19,32,51
WALDO BALLIVIAN,atencion odontologica,cirugia bucal menor,2012-07-01,6,11,6,11,17
WARNES,atencion odontologica,cirugia bucal menor,2012-07-01,48,76,48,76,124
YACO,atencion odontologica,cirugia bucal menor,2012-07-01,18,32,18,32,50
YACUIBA,atencion odontologica,cirugia bucal menor,2012-07-01,202,292,202,292,494
YAMPARAEZ,atencion odontologica,cirugia bucal menor,2012-07-01,5,12,5,12,17
YANACACHI,atencion odontologica,cirugia bucal menor,2012-07-01,22,20,22,20,42
YAPACANI,atencion odontologica,cirugia bucal menor,2012-07-01,36,76,36,76,112
YOCALLA,atencion odontologica,cirugia bucal menor,2012-07-01,15,23,15,23,38
YOTALA,atencion odontologica,cirugia bucal menor,2012-07-01,16,18,16,18,34
YUNCHARA,atencion odontologica,cirugia bucal menor,2012-07-01,31,59,31,59,90
ZUDAÑEZ,atencion odontologica,cirugia bucal menor,2012-07-01,4,11,4,11,15
ACACIO,atencion odontologica,cirugia bucal menor,2012-08-01,10,17,10,17,27
ACHACACHI,atencion odontologica,cirugia bucal menor,2012-08-01,114,170,114,170,284
ACHOCALLA,atencion odontologica,cirugia bucal menor,2012-08-01,17,27,17,27,44
AIQUILE,atencion odontologica,cirugia bucal menor,2012-08-01,6,5,6,5,11
ALALAY,atencion odontologica,cirugia bucal menor,2012-08-01,1,0,1,0,1
ALCALA,atencion odontologica,cirugia bucal menor,2012-08-01,23,49,23,49,72
ALTO BENI,atencion odontologica,cirugia bucal menor,2012-08-01,16,28,16,28,44
ANCORAIMES,atencion odontologica,cirugia bucal menor,2012-08-01,22,31,22,31,53
ANDAMARCA,atencion odontologica,cirugia bucal menor,2012-08-01,12,7,12,7,19
ANTEQUERA,atencion odontologica,cirugia bucal menor,2012-08-01,9,27,9,27,36
ANZALDO,atencion odontologica,cirugia bucal menor,2012-08-01,21,16,21,16,37
APOLO,atencion odontologica,cirugia bucal menor,2012-08-01,17,85,17,85,102
ARAMPAMPA,atencion odontologica,cirugia bucal menor,2012-08-01,3,16,3,16,19
ARANI,atencion odontologica,cirugia bucal menor,2012-08-01,22,17,22,17,39
ARBIETO,atencion odontologica,cirugia bucal menor,2012-08-01,7,5,7,5,12
ARQUE,atencion odontologica,cirugia bucal menor,2012-08-01,19,37,19,37,56
ASCENCION DE GUARAYOS,atencion odontologica,cirugia bucal menor,2012-08-01,18,0,18,0,18
ATOCHA,atencion odontologica,cirugia bucal menor,2012-08-01,62,75,62,75,137
AUCAPATA,atencion odontologica,cirugia bucal menor,2012-08-01,26,15,26,15,41
AYATA,atencion odontologica,cirugia bucal menor,2012-08-01,16,64,16,64,80
AYO AYO,atencion odontologica,cirugia bucal menor,2012-08-01,18,26,18,26,44
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,cirugia bucal menor,2012-08-01,40,83,40,83,123
AZURDUY,atencion odontologica,cirugia bucal menor,2012-08-01,14,31,14,31,45
BATALLAS,atencion odontologica,cirugia bucal menor,2012-08-01,44,76,44,76,120
BELEN DE ANDAMARCA,atencion odontologica,cirugia bucal menor,2012-08-01,3,0,3,0,3
BELEN DE URMIRI,atencion odontologica,cirugia bucal menor,2012-08-01,18,8,18,8,26
BELLA FLOR,atencion odontologica,cirugia bucal menor,2012-08-01,9,17,9,17,26
BERMEJO,atencion odontologica,cirugia bucal menor,2012-08-01,90,204,90,204,294
BETANZOS,atencion odontologica,cirugia bucal menor,2012-08-01,22,41,22,41,63
BOLIVAR,atencion odontologica,cirugia bucal menor,2012-08-01,14,10,14,10,24
BOLPEBRA,atencion odontologica,cirugia bucal menor,2012-08-01,12,11,12,11,23
BOYUIBE,atencion odontologica,cirugia bucal menor,2012-08-01,6,14,6,14,20
BUENA VISTA,atencion odontologica,cirugia bucal menor,2012-08-01,4,2,4,2,6
CABEZAS,atencion odontologica,cirugia bucal menor,2012-08-01,31,37,31,37,68
CAIROMA,atencion odontologica,cirugia bucal menor,2012-08-01,26,32,26,32,58
"CAIZA ""D""",atencion odontologica,cirugia bucal menor,2012-08-01,11,29,11,29,40
CAJUATA,atencion odontologica,cirugia bucal menor,2012-08-01,29,34,29,34,63
CALACOTO,atencion odontologica,cirugia bucal menor,2012-08-01,27,28,27,28,55
CALAMARCA,atencion odontologica,cirugia bucal menor,2012-08-01,51,87,51,87,138
CAMARGO,atencion odontologica,cirugia bucal menor,2012-08-01,17,36,17,36,53
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,cirugia bucal menor,2012-08-01,5,13,5,13,18
CAMIRI,atencion odontologica,cirugia bucal menor,2012-08-01,63,142,63,142,205
CAPINOTA,atencion odontologica,cirugia bucal menor,2012-08-01,32,27,32,27,59
CAQUIAVIRI,atencion odontologica,cirugia bucal menor,2012-08-01,32,50,32,50,82
CARACOLLO,atencion odontologica,cirugia bucal menor,2012-08-01,40,76,40,76,116
CARANAVI,atencion odontologica,cirugia bucal menor,2012-08-01,30,53,30,53,83
CARAPARI,atencion odontologica,cirugia bucal menor,2012-08-01,69,131,69,131,200
CARIPUYO,atencion odontologica,cirugia bucal menor,2012-08-01,12,18,12,18,30
CARMEN RIVERO TORREZ,atencion odontologica,cirugia bucal menor,2012-08-01,11,18,11,18,29
CATACORA,atencion odontologica,cirugia bucal menor,2012-08-01,20,27,20,27,47
CHALLAPATA,atencion odontologica,cirugia bucal menor,2012-08-01,56,88,56,88,144
CHAQUI,atencion odontologica,cirugia bucal menor,2012-08-01,20,4,20,4,24
CHARAGUA,atencion odontologica,cirugia bucal menor,2012-08-01,48,95,48,95,143
CHARAÑA,atencion odontologica,cirugia bucal menor,2012-08-01,13,38,13,38,51
CHAYANTA,atencion odontologica,cirugia bucal menor,2012-08-01,8,32,8,32,40
CHIMORE,atencion odontologica,cirugia bucal menor,2012-08-01,8,18,8,18,26
CHIPAYA,atencion odontologica,cirugia bucal menor,2012-08-01,6,8,6,8,14
CHOQUE COTA,atencion odontologica,cirugia bucal menor,2012-08-01,8,7,8,7,15
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,cirugia bucal menor,2012-08-01,20,17,20,17,37
CHUMA,atencion odontologica,cirugia bucal menor,2012-08-01,84,158,84,158,242
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,cirugia bucal menor,2012-08-01,6,6,6,6,12
CKOCHAS,atencion odontologica,cirugia bucal menor,2012-08-01,14,24,14,24,38
CLIZA,atencion odontologica,cirugia bucal menor,2012-08-01,56,34,56,34,90
COBIJA,atencion odontologica,cirugia bucal menor,2012-08-01,74,99,74,99,173
COCAPATA,atencion odontologica,cirugia bucal menor,2012-08-01,19,56,19,56,75
COCHABAMBA,atencion odontologica,cirugia bucal menor,2012-08-01,440,630,440,630,1070
COIPASA,atencion odontologica,cirugia bucal menor,2012-08-01,3,3,3,3,6
COLCAPIRHUA,atencion odontologica,cirugia bucal menor,2012-08-01,39,55,39,55,94
"COLCHA ""K""",atencion odontologica,cirugia bucal menor,2012-08-01,15,20,15,20,35
COLLANA,atencion odontologica,cirugia bucal menor,2012-08-01,10,21,10,21,31
COLOMI,atencion odontologica,cirugia bucal menor,2012-08-01,16,17,16,17,33
COLPA BELGICA,atencion odontologica,cirugia bucal menor,2012-08-01,6,12,6,12,18
COLQUECHACA,atencion odontologica,cirugia bucal menor,2012-08-01,42,109,42,109,151
COLQUENCHA,atencion odontologica,cirugia bucal menor,2012-08-01,74,52,74,52,126
COLQUIRI,atencion odontologica,cirugia bucal menor,2012-08-01,57,70,57,70,127
COMANCHE,atencion odontologica,cirugia bucal menor,2012-08-01,31,35,31,35,66
COMARAPA,atencion odontologica,cirugia bucal menor,2012-08-01,22,49,22,49,71
CONCEPCION,atencion odontologica,cirugia bucal menor,2012-08-01,16,26,16,26,42
COPACABANA,atencion odontologica,cirugia bucal menor,2012-08-01,21,21,21,21,42
CORIPATA,atencion odontologica,cirugia bucal menor,2012-08-01,11,19,11,19,30
CORO CORO,atencion odontologica,cirugia bucal menor,2012-08-01,25,48,25,48,73
COROICO,atencion odontologica,cirugia bucal menor,2012-08-01,45,53,45,53,98
