,group,variable,month,PRIMERA CONSULTA CANTIDAD,PRIMERA CONSULTA CANTIDAD,TOTALES,TOTALES,TOTALES
GUANAY,atencion odontologica,primera consulta,2012-06-01,59,70,59,70,129
GUAQUI,atencion odontologica,primera consulta,2012-06-01,15,30,15,30,45
GUAYARAMERIN,atencion odontologica,primera consulta,2012-06-01,244,438,244,438,682
GUTIERREZ,atencion odontologica,primera consulta,2012-06-01,58,92,58,92,150
HUACARETA,atencion odontologica,primera consulta,2012-06-01,47,55,47,55,102
HUACAYA (VILLA DE HUACAYA),atencion odontologica,primera consulta,2012-06-01,12,14,12,14,26
HUACHACALLA,atencion odontologica,primera consulta,2012-06-01,4,3,4,3,7
HUANUNI,atencion odontologica,primera consulta,2012-06-01,61,107,61,107,168
HUARACAJE,atencion odontologica,primera consulta,2012-06-01,8,13,8,13,21
HUAYLLAMARCA,atencion odontologica,primera consulta,2012-06-01,26,37,26,37,63
HUMANATA,atencion odontologica,primera consulta,2012-06-01,7,11,7,11,18
ICHOCA,atencion odontologica,primera consulta,2012-06-01,18,18,18,18,36
ICLA,atencion odontologica,primera consulta,2012-06-01,157,179,157,179,336
INCAHUASI,atencion odontologica,primera consulta,2012-06-01,331,457,331,457,788
INQUISIVI,atencion odontologica,primera consulta,2012-06-01,47,38,47,38,85
IRUPANA (VILLA DE LANZA),atencion odontologica,primera consulta,2012-06-01,16,19,16,19,35
IXIAMAS,atencion odontologica,primera consulta,2012-06-01,0,1,0,1,1
JESUS DE MACHACA,atencion odontologica,primera consulta,2012-06-01,68,121,68,121,189
LA ASUNTA,atencion odontologica,primera consulta,2012-06-01,70,114,70,114,184
LA GUARDIA,atencion odontologica,primera consulta,2012-06-01,142,235,142,235,377
LA PAZ,atencion odontologica,primera consulta,2012-06-01,4166,5209,4166,5209,9375
LAGUNILLAS,atencion odontologica,primera consulta,2012-06-01,56,82,56,82,138
LAJA,atencion odontologica,primera consulta,2012-06-01,84,95,84,95,179
LAS CARRERAS,atencion odontologica,primera consulta,2012-06-01,53,77,53,77,130
LICOMA PAMPA,atencion odontologica,primera consulta,2012-06-01,32,23,32,23,55
LLALLAGUA,atencion odontologica,primera consulta,2012-06-01,77,169,77,169,246
LLICA,atencion odontologica,primera consulta,2012-06-01,12,14,12,14,26
LORETO,atencion odontologica,primera consulta,2012-06-01,3,2,3,2,5
LURIBAY,atencion odontologica,primera consulta,2012-06-01,18,34,18,34,52
MACHACAMARCA,atencion odontologica,primera consulta,2012-06-01,10,14,10,14,24
MACHARETI,atencion odontologica,primera consulta,2012-06-01,20,42,20,42,62
MAGDALENA,atencion odontologica,primera consulta,2012-06-01,20,30,20,30,50
MAIRANA,atencion odontologica,primera consulta,2012-06-01,29,47,29,47,76
MALLA,atencion odontologica,primera consulta,2012-06-01,2,3,2,3,5
MAPIRI,atencion odontologica,primera consulta,2012-06-01,55,83,55,83,138
MECAPACA,atencion odontologica,primera consulta,2012-06-01,30,43,30,43,73
MINEROS,atencion odontologica,primera consulta,2012-06-01,28,46,28,46,74
MIZQUE,atencion odontologica,primera consulta,2012-06-01,26,35,26,35,61
MOCOMOCO,atencion odontologica,primera consulta,2012-06-01,63,92,63,92,155
MOJOCOYA,atencion odontologica,primera consulta,2012-06-01,87,104,87,104,191
MONTEAGUDO,atencion odontologica,primera consulta,2012-06-01,141,156,141,156,297
MONTERO,atencion odontologica,primera consulta,2012-06-01,535,555,535,555,1090
MORO MORO,atencion odontologica,primera consulta,2012-06-01,13,25,13,25,38
MOROCHATA,atencion odontologica,primera consulta,2012-06-01,27,51,27,51,78
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,primera consulta,2012-06-01,73,61,73,61,134
OCURI,atencion odontologica,primera consulta,2012-06-01,30,81,30,81,111
OKINAWA,atencion odontologica,primera consulta,2012-06-01,28,49,28,49,77
OMEREQUE,atencion odontologica,primera consulta,2012-06-01,6,12,6,12,18
ORURO,atencion odontologica,primera consulta,2012-06-01,571,825,571,825,1396
PADCAYA,atencion odontologica,primera consulta,2012-06-01,192,201,192,201,393
PADILLA,atencion odontologica,primera consulta,2012-06-01,293,367,293,367,660
PAILON,atencion odontologica,primera consulta,2012-06-01,50,71,50,71,121
PALCA,atencion odontologica,primera consulta,2012-06-01,20,37,20,37,57
PALOS BLANCOS,atencion odontologica,primera consulta,2012-06-01,51,77,51,77,128
PAMPA AULLAGAS,atencion odontologica,primera consulta,2012-06-01,5,10,5,10,15
PAMPA GRANDE,atencion odontologica,primera consulta,2012-06-01,12,28,12,28,40
PAPEL PAMPA,atencion odontologica,primera consulta,2012-06-01,15,18,15,18,33
PASORAPA,atencion odontologica,primera consulta,2012-06-01,6,8,6,8,14
PATACAMAYA,atencion odontologica,primera consulta,2012-06-01,36,55,36,55,91
PAZÑA,atencion odontologica,primera consulta,2012-06-01,16,18,16,18,34
PELECHUCO,atencion odontologica,primera consulta,2012-06-01,29,52,29,52,81
POCOATA,atencion odontologica,primera consulta,2012-06-01,91,166,91,166,257
POCONA,atencion odontologica,primera consulta,2012-06-01,295,313,295,313,608
POJO (CBBA),atencion odontologica,primera consulta,2012-06-01,156,174,156,174,330
POOPO,atencion odontologica,primera consulta,2012-06-01,48,33,48,33,81
PORCO,atencion odontologica,primera consulta,2012-06-01,36,48,36,48,84
POROMA,atencion odontologica,primera consulta,2012-06-01,337,319,337,319,656
PORONGO,atencion odontologica,primera consulta,2012-06-01,13,19,13,19,32
PORTACHUELO,atencion odontologica,primera consulta,2012-06-01,40,67,40,67,107
PORVENIR,atencion odontologica,primera consulta,2012-06-01,293,202,293,202,495
POSTRER VALLE,atencion odontologica,primera consulta,2012-06-01,4,5,4,5,9
POTOSI,atencion odontologica,primera consulta,2012-06-01,1150,1537,1150,1537,2687
PRESTO,atencion odontologica,primera consulta,2012-06-01,90,87,90,87,177
PUCARA,atencion odontologica,primera consulta,2012-06-01,3,5,3,5,8
PUCARANI,atencion odontologica,primera consulta,2012-06-01,134,178,134,178,312
PUERTO ACOSTA,atencion odontologica,primera consulta,2012-06-01,3,2,3,2,5
PUERTO CARABUCO,atencion odontologica,primera consulta,2012-06-01,14,21,14,21,35
PUERTO GONZALO MORENO,atencion odontologica,primera consulta,2012-06-01,59,61,59,61,120
PUERTO PEREZ,atencion odontologica,primera consulta,2012-06-01,22,51,22,51,73
PUERTO QUIJARRO,atencion odontologica,primera consulta,2012-06-01,73,37,73,37,110
PUERTO RICO,atencion odontologica,primera consulta,2012-06-01,39,38,39,38,77
PUERTO SUAREZ,atencion odontologica,primera consulta,2012-06-01,29,43,29,43,72
PUERTO VILLARROEL,atencion odontologica,primera consulta,2012-06-01,111,145,111,145,256
PUNA,atencion odontologica,primera consulta,2012-06-01,65,100,65,100,165
PUNATA,atencion odontologica,primera consulta,2012-06-01,89,173,89,173,262
QUIABAYA,atencion odontologica,primera consulta,2012-06-01,21,17,21,17,38
QUILLACOLLO,atencion odontologica,primera consulta,2012-06-01,347,431,347,431,778
QUIME,atencion odontologica,primera consulta,2012-06-01,38,46,38,46,84
QUIRUSILLAS,atencion odontologica,primera consulta,2012-06-01,7,3,7,3,10
RAVELO,atencion odontologica,primera consulta,2012-06-01,98,99,98,99,197
REYES,atencion odontologica,primera consulta,2012-06-01,9,3,9,3,12
RIBERALTA,atencion odontologica,primera consulta,2012-06-01,641,1172,641,1172,1813
ROBORE,atencion odontologica,primera consulta,2012-06-01,37,97,37,97,134
RURRENABAQUE,atencion odontologica,primera consulta,2012-06-01,32,67,32,67,99
SABAYA,atencion odontologica,primera consulta,2012-06-01,8,8,8,8,16
SACABA,atencion odontologica,primera consulta,2012-06-01,372,571,372,571,943
SACABAMBA,atencion odontologica,primera consulta,2012-06-01,190,199,190,199,389
SACACA,atencion odontologica,primera consulta,2012-06-01,46,70,46,70,116
SAIPINA,atencion odontologica,primera consulta,2012-06-01,19,46,19,46,65
SALINAS DE GARCI MENDOZA,atencion odontologica,primera consulta,2012-06-01,20,36,20,36,56
SAMAIPATA,atencion odontologica,primera consulta,2012-06-01,40,41,40,41,81
SAN AGUSTIN,atencion odontologica,primera consulta,2012-06-01,1,3,1,3,4
SAN ANDRES,atencion odontologica,primera consulta,2012-06-01,20,27,20,27,47
SAN ANDRES DE MACHACA,atencion odontologica,primera consulta,2012-06-01,43,56,43,56,99
SAN ANTONIO DE ESMORUCO,atencion odontologica,primera consulta,2012-06-01,7,16,7,16,23
SAN ANTONIO DE LOMERIO,atencion odontologica,primera consulta,2012-06-01,16,16,16,16,32
SAN BENITO,atencion odontologica,primera consulta,2012-06-01,26,37,26,37,63
SAN BORJA,atencion odontologica,primera consulta,2012-06-01,105,78,105,78,183
SAN BUENA VENTURA,atencion odontologica,primera consulta,2012-06-01,21,42,21,42,63
SAN CARLOS,atencion odontologica,primera consulta,2012-06-01,56,97,56,97,153
SAN IGNACIO,atencion odontologica,primera consulta,2012-06-01,225,345,225,345,570
SAN IGNACIO DE VELASCO,atencion odontologica,primera consulta,2012-06-01,160,185,160,185,345
SAN JAVIER(BNI),atencion odontologica,primera consulta,2012-06-01,3,7,3,7,10
SAN JAVIER(STC),atencion odontologica,primera consulta,2012-06-01,9,13,9,13,22
SAN JOAQUIN,atencion odontologica,primera consulta,2012-06-01,31,32,31,32,63
SAN JOSE DE CHIQUITOS,atencion odontologica,primera consulta,2012-06-01,103,126,103,126,229
SAN JUAN DE YAPACANI,atencion odontologica,primera consulta,2012-06-01,34,45,34,45,79
SAN JULIAN,atencion odontologica,primera consulta,2012-06-01,120,200,120,200,320
SAN LORENZO(PND),atencion odontologica,primera consulta,2012-06-01,31,42,31,42,73
SAN LORENZO(TJA),atencion odontologica,primera consulta,2012-06-01,143,237,143,237,380
SAN LUCAS,atencion odontologica,primera consulta,2012-06-01,695,860,695,860,1555
SAN MATIAS,atencion odontologica,primera consulta,2012-06-01,45,47,45,47,92
SAN MIGUEL DE VELASCO,atencion odontologica,primera consulta,2012-06-01,103,122,103,122,225
SAN PEDRO,atencion odontologica,primera consulta,2012-06-01,186,117,186,117,303
SAN PEDRO DE BUENA VISTA,atencion odontologica,primera consulta,2012-06-01,21,46,21,46,67
SAN PEDRO DE CURAHUARA,atencion odontologica,primera consulta,2012-06-01,52,73,52,73,125
SAN PEDRO DE TIQUINA,atencion odontologica,primera consulta,2012-06-01,20,64,20,64,84
SAN RAFAEL,atencion odontologica,primera consulta,2012-06-01,20,29,20,29,49
SAN RAMON BENI,atencion odontologica,primera consulta,2012-06-01,22,30,22,30,52
SAN RAMON SCZ,atencion odontologica,primera consulta,2012-06-01,33,51,33,51,84
SANTA ANA,atencion odontologica,primera consulta,2012-06-01,96,163,96,163,259
SANTA CRUZ DE LA SIERRA,atencion odontologica,primera consulta,2012-06-01,3680,5680,3680,5680,9360
SANTA ROSA,atencion odontologica,primera consulta,2012-06-01,9,14,9,14,23
SANTA ROSA DEL SARA,atencion odontologica,primera consulta,2012-06-01,217,232,217,232,449
SANTIAGO DE CALLAPA,atencion odontologica,primera consulta,2012-06-01,9,15,9,15,24
SANTIAGO DE HUARI,atencion odontologica,primera consulta,2012-06-01,269,451,269,451,720
SANTIAGO DE HUATA,atencion odontologica,primera consulta,2012-06-01,31,16,31,16,47
SANTIAGO DE MACHACA,atencion odontologica,primera consulta,2012-06-01,22,24,22,24,46
SANTIVAÑES,atencion odontologica,primera consulta,2012-06-01,5,7,5,7,12
SANTUARIO DE QUILLACAS,atencion odontologica,primera consulta,2012-06-01,151,160,151,160,311
SAPAHAQUI,atencion odontologica,primera consulta,2012-06-01,17,37,17,37,54
SENA,atencion odontologica,primera consulta,2012-06-01,27,18,27,18,45
SHINAOTA,atencion odontologica,primera consulta,2012-06-01,18,73,18,73,91
SICA SICA (VILLA AROMA),atencion odontologica,primera consulta,2012-06-01,25,49,25,49,74
SICAYA,atencion odontologica,primera consulta,2012-06-01,27,29,27,29,56
SIPE SIPE,atencion odontologica,primera consulta,2012-06-01,87,229,87,229,316
SOPACHUY,atencion odontologica,primera consulta,2012-06-01,563,577,563,577,1140
SORACACHI,atencion odontologica,primera consulta,2012-06-01,11,19,11,19,30
SORATA,atencion odontologica,primera consulta,2012-06-01,18,30,18,30,48
SUCRE,atencion odontologica,primera consulta,2012-06-01,3204,4036,3204,4036,7240
TACACOMA,atencion odontologica,primera consulta,2012-06-01,44,64,44,64,108
TACOPAYA,atencion odontologica,primera consulta,2012-06-01,14,35,14,35,49
TAPACARI,atencion odontologica,primera consulta,2012-06-01,158,189,158,189,347
TARABUCO,atencion odontologica,primera consulta,2012-06-01,478,493,478,493,971
TARACO,atencion odontologica,primera consulta,2012-06-01,26,33,26,33,59
TARATA,atencion odontologica,primera consulta,2012-06-01,17,39,17,39,56
TARIJA,atencion odontologica,primera consulta,2012-06-01,990,1686,990,1686,2676
TARVITA,atencion odontologica,primera consulta,2012-06-01,147,242,147,242,389
TIAWANACU,atencion odontologica,primera consulta,2012-06-01,158,222,158,222,380
TINGUIPAYA,atencion odontologica,primera consulta,2012-06-01,40,81,40,81,121
TIPUANI,atencion odontologica,primera consulta,2012-06-01,33,51,33,51,84
TIQUIPAYA,atencion odontologica,primera consulta,2012-06-01,224,297,224,297,521
TIRAQUE (CBBA),atencion odontologica,primera consulta,2012-06-01,12,53,12,53,65
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,primera consulta,2012-06-01,13,21,13,21,34
TOCO,atencion odontologica,primera consulta,2012-06-01,24,23,24,23,47
TOLATA,atencion odontologica,primera consulta,2012-06-01,7,17,7,17,24
TOLEDO,atencion odontologica,primera consulta,2012-06-01,39,51,39,51,90
TOMAVE,atencion odontologica,primera consulta,2012-06-01,44,54,44,54,98
TOMINA,atencion odontologica,primera consulta,2012-06-01,264,360,264,360,624
TORO TORO,atencion odontologica,primera consulta,2012-06-01,214,238,214,238,452
TOTORA(CBBA),atencion odontologica,primera consulta,2012-06-01,192,212,192,212,404
TOTORA(ORR),atencion odontologica,primera consulta,2012-06-01,2,6,2,6,8
TRIGAL,atencion odontologica,primera consulta,2012-06-01,20,30,20,30,50
TRINIDAD,atencion odontologica,primera consulta,2012-06-01,328,618,328,618,946
TUPIZA,atencion odontologica,primera consulta,2012-06-01,129,191,129,191,320
TURCO,atencion odontologica,primera consulta,2012-06-01,16,14,16,14,30
UMALA,atencion odontologica,primera consulta,2012-06-01,1,1,1,1,2
UNCIA,atencion odontologica,primera consulta,2012-06-01,26,50,26,50,76
URIONDO (A. CONCEPCION),atencion odontologica,primera consulta,2012-06-01,146,219,146,219,365
URUBICHA,atencion odontologica,primera consulta,2012-06-01,3,26,3,26,29
UYUNI,atencion odontologica,primera consulta,2012-06-01,72,81,72,81,153
VACAS,atencion odontologica,primera consulta,2012-06-01,44,49,44,49,93
VALLEGRANDE,atencion odontologica,primera consulta,2012-06-01,115,179,115,179,294
VIACHA,atencion odontologica,primera consulta,2012-06-01,139,214,139,214,353
VILA VILA,atencion odontologica,primera consulta,2012-06-01,6,13,6,13,19
VILLA CHARCAS,atencion odontologica,primera consulta,2012-06-01,269,327,269,327,596
VILLA MONTES,atencion odontologica,primera consulta,2012-06-01,207,378,207,378,585
VILLA NUEVA (LOMA ALTA),atencion odontologica,primera consulta,2012-06-01,27,44,27,44,71
VILLA RIVERO,atencion odontologica,primera consulta,2012-06-01,18,24,18,24,42
VILLA SERRANO,atencion odontologica,primera consulta,2012-06-01,605,633,605,633,1238
VILLA TUNARI,atencion odontologica,primera consulta,2012-06-01,163,310,163,310,473
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,primera consulta,2012-06-01,88,114,88,114,202
VILLAZON,atencion odontologica,primera consulta,2012-06-01,109,199,109,199,308
VINTO,atencion odontologica,primera consulta,2012-06-01,37,62,37,62,99
VITICHI,atencion odontologica,primera consulta,2012-06-01,54,97,54,97,151
WALDO BALLIVIAN,atencion odontologica,primera consulta,2012-06-01,9,9,9,9,18
WARNES,atencion odontologica,primera consulta,2012-06-01,83,123,83,123,206
YACO,atencion odontologica,primera consulta,2012-06-01,24,41,24,41,65
YACUIBA,atencion odontologica,primera consulta,2012-06-01,187,253,187,253,440
YAMPARAEZ,atencion odontologica,primera consulta,2012-06-01,120,208,120,208,328
YANACACHI,atencion odontologica,primera consulta,2012-06-01,20,25,20,25,45
YAPACANI,atencion odontologica,primera consulta,2012-06-01,75,154,75,154,229
YOCALLA,atencion odontologica,primera consulta,2012-06-01,35,71,35,71,106
YOTALA,atencion odontologica,primera consulta,2012-06-01,64,89,64,89,153
YUNCHARA,atencion odontologica,primera consulta,2012-06-01,53,77,53,77,130
ZUDAÑEZ,atencion odontologica,primera consulta,2012-06-01,82,79,82,79,161
ACACIO,atencion odontologica,primera consulta,2012-07-01,9,4,9,4,13
ACHACACHI,atencion odontologica,primera consulta,2012-07-01,349,440,349,440,789
ACHOCALLA,atencion odontologica,primera consulta,2012-07-01,28,50,28,50,78
AIQUILE,atencion odontologica,primera consulta,2012-07-01,2,8,2,8,10
ALALAY,atencion odontologica,primera consulta,2012-07-01,5,1,5,1,6
ALCALA,atencion odontologica,primera consulta,2012-07-01,44,75,44,75,119
ALTO BENI,atencion odontologica,primera consulta,2012-07-01,14,40,14,40,54
ANCORAIMES,atencion odontologica,primera consulta,2012-07-01,9,5,9,5,14
ANDAMARCA,atencion odontologica,primera consulta,2012-07-01,18,20,18,20,38
ANTEQUERA,atencion odontologica,primera consulta,2012-07-01,17,15,17,15,32
ANZALDO,atencion odontologica,primera consulta,2012-07-01,29,37,29,37,66
APOLO,atencion odontologica,primera consulta,2012-07-01,23,37,23,37,60
ARAMPAMPA,atencion odontologica,primera consulta,2012-07-01,16,33,16,33,49
ARANI,atencion odontologica,primera consulta,2012-07-01,28,60,28,60,88
ARBIETO,atencion odontologica,primera consulta,2012-07-01,27,39,27,39,66
ARQUE,atencion odontologica,primera consulta,2012-07-01,44,51,44,51,95
ASCENCION DE GUARAYOS,atencion odontologica,primera consulta,2012-07-01,14,56,14,56,70
ATOCHA,atencion odontologica,primera consulta,2012-07-01,413,465,413,465,878
AUCAPATA,atencion odontologica,primera consulta,2012-07-01,5,13,5,13,18
AYATA,atencion odontologica,primera consulta,2012-07-01,39,44,39,44,83
AYO AYO,atencion odontologica,primera consulta,2012-07-01,22,12,22,12,34
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,primera consulta,2012-07-01,98,127,98,127,225
AZURDUY,atencion odontologica,primera consulta,2012-07-01,39,49,39,49,88
BATALLAS,atencion odontologica,primera consulta,2012-07-01,51,76,51,76,127
BAURES,atencion odontologica,primera consulta,2012-07-01,3,10,3,10,13
BELEN DE ANDAMARCA,atencion odontologica,primera consulta,2012-07-01,7,25,7,25,32
BELEN DE URMIRI,atencion odontologica,primera consulta,2012-07-01,9,9,9,9,18
BELLA FLOR,atencion odontologica,primera consulta,2012-07-01,59,60,59,60,119
BERMEJO,atencion odontologica,primera consulta,2012-07-01,300,423,300,423,723
BETANZOS,atencion odontologica,primera consulta,2012-07-01,53,121,53,121,174
BOLIVAR,atencion odontologica,primera consulta,2012-07-01,30,28,30,28,58
BOLPEBRA,atencion odontologica,primera consulta,2012-07-01,7,23,7,23,30
BOYUIBE,atencion odontologica,primera consulta,2012-07-01,12,20,12,20,32
BUENA VISTA,atencion odontologica,primera consulta,2012-07-01,8,5,8,5,13
CABEZAS,atencion odontologica,primera consulta,2012-07-01,97,97,97,97,194
CAIROMA,atencion odontologica,primera consulta,2012-07-01,38,46,38,46,84
"CAIZA ""D""",atencion odontologica,primera consulta,2012-07-01,16,26,16,26,42
CAJUATA,atencion odontologica,primera consulta,2012-07-01,50,74,50,74,124
CALACOTO,atencion odontologica,primera consulta,2012-07-01,12,23,12,23,35
CALAMARCA,atencion odontologica,primera consulta,2012-07-01,44,87,44,87,131
CAMARGO,atencion odontologica,primera consulta,2012-07-01,37,65,37,65,102
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,primera consulta,2012-07-01,61,104,61,104,165
CAMIRI,atencion odontologica,primera consulta,2012-07-01,266,374,266,374,640
CAPINOTA,atencion odontologica,primera consulta,2012-07-01,208,163,208,163,371
CAQUIAVIRI,atencion odontologica,primera consulta,2012-07-01,32,27,32,27,59
CARACOLLO,atencion odontologica,primera consulta,2012-07-01,46,70,46,70,116
CARANAVI,atencion odontologica,primera consulta,2012-07-01,38,37,38,37,75
CARAPARI,atencion odontologica,primera consulta,2012-07-01,80,100,80,100,180
CARIPUYO,atencion odontologica,primera consulta,2012-07-01,65,63,65,63,128
CARMEN RIVERO TORREZ,atencion odontologica,primera consulta,2012-07-01,17,36,17,36,53
CATACORA,atencion odontologica,primera consulta,2012-07-01,12,5,12,5,17
CHACARILLA,atencion odontologica,primera consulta,2012-07-01,4,6,4,6,10
CHALLAPATA,atencion odontologica,primera consulta,2012-07-01,85,103,85,103,188
CHAQUI,atencion odontologica,primera consulta,2012-07-01,19,25,19,25,44
CHARAGUA,atencion odontologica,primera consulta,2012-07-01,71,126,71,126,197
CHARAÑA,atencion odontologica,primera consulta,2012-07-01,4,1,4,1,5
CHAYANTA,atencion odontologica,primera consulta,2012-07-01,25,55,25,55,80
CHIMORE,atencion odontologica,primera consulta,2012-07-01,103,148,103,148,251
CHIPAYA,atencion odontologica,primera consulta,2012-07-01,2,4,2,4,6
CHOQUE COTA,atencion odontologica,primera consulta,2012-07-01,10,11,10,11,21
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,primera consulta,2012-07-01,37,33,37,33,70
CHUMA,atencion odontologica,primera consulta,2012-07-01,58,78,58,78,136
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,primera consulta,2012-07-01,30,81,30,81,111
CKOCHAS,atencion odontologica,primera consulta,2012-07-01,18,29,18,29,47
CLIZA,atencion odontologica,primera consulta,2012-07-01,45,61,45,61,106
COBIJA,atencion odontologica,primera consulta,2012-07-01,411,555,411,555,966
COCAPATA,atencion odontologica,primera consulta,2012-07-01,108,150,108,150,258
COCHABAMBA,atencion odontologica,primera consulta,2012-07-01,2354,3159,2354,3159,5513
COIPASA,atencion odontologica,primera consulta,2012-07-01,2,1,2,1,3
COLCAPIRHUA,atencion odontologica,primera consulta,2012-07-01,90,130,90,130,220
"COLCHA ""K""",atencion odontologica,primera consulta,2012-07-01,35,45,35,45,80
COLLANA,atencion odontologica,primera consulta,2012-07-01,44,76,44,76,120
COLOMI,atencion odontologica,primera consulta,2012-07-01,42,50,42,50,92
COLPA BELGICA,atencion odontologica,primera consulta,2012-07-01,13,16,13,16,29
COLQUECHACA,atencion odontologica,primera consulta,2012-07-01,99,174,99,174,273
COLQUENCHA,atencion odontologica,primera consulta,2012-07-01,15,14,15,14,29
COLQUIRI,atencion odontologica,primera consulta,2012-07-01,19,27,19,27,46
COMANCHE,atencion odontologica,primera consulta,2012-07-01,35,32,35,32,67
COMARAPA,atencion odontologica,primera consulta,2012-07-01,46,68,46,68,114
CONCEPCION,atencion odontologica,primera consulta,2012-07-01,30,34,30,34,64
COPACABANA,atencion odontologica,primera consulta,2012-07-01,92,121,92,121,213
CORIPATA,atencion odontologica,primera consulta,2012-07-01,15,12,15,12,27
CORO CORO,atencion odontologica,primera consulta,2012-07-01,36,35,36,35,71
COROICO,atencion odontologica,primera consulta,2012-07-01,25,24,25,24,49
CORQUE,atencion odontologica,primera consulta,2012-07-01,31,32,31,32,63
COTAGAITA,atencion odontologica,primera consulta,2012-07-01,161,243,161,243,404
COTOCA,atencion odontologica,primera consulta,2012-07-01,38,130,38,130,168
CUATRO CAÑADAS,atencion odontologica,primera consulta,2012-07-01,50,123,50,123,173
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,primera consulta,2012-07-01,11,7,11,7,18
CUEVO,atencion odontologica,primera consulta,2012-07-01,13,33,13,33,46
CULPINA,atencion odontologica,primera consulta,2012-07-01,349,253,349,253,602
CURAHUARA DE CARANGAS,atencion odontologica,primera consulta,2012-07-01,18,18,18,18,36
CURVA,atencion odontologica,primera consulta,2012-07-01,17,21,17,21,38
DESAGUADERO,atencion odontologica,primera consulta,2012-07-01,68,65,68,65,133
EL ALTO,atencion odontologica,primera consulta,2012-07-01,2569,3507,2569,3507,6076
EL PUENTE(STC),atencion odontologica,primera consulta,2012-07-01,25,35,25,35,60
EL PUENTE(TJA),atencion odontologica,primera consulta,2012-07-01,75,108,75,108,183
EL TORNO,atencion odontologica,primera consulta,2012-07-01,162,261,162,261,423
EL VILLAR,atencion odontologica,primera consulta,2012-07-01,103,104,103,104,207
ENTRE RIOS TRJ,atencion odontologica,primera consulta,2012-07-01,80,161,80,161,241
ENTRE RIOS CBBA,atencion odontologica,primera consulta,2012-07-01,34,42,34,42,76
ESCOMA,atencion odontologica,primera consulta,2012-07-01,35,71,35,71,106
EUCALIPTUS,atencion odontologica,primera consulta,2012-07-01,27,46,27,46,73
FERNANDEZ ALONSO,atencion odontologica,primera consulta,2012-07-01,22,32,22,32,54
FILADELFIA,atencion odontologica,primera consulta,2012-07-01,38,54,38,54,92
GENERAL SAAVEDRA,atencion odontologica,primera consulta,2012-07-01,77,161,77,161,238
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,primera consulta,2012-07-01,46,66,46,66,112
GUANAY,atencion odontologica,primera consulta,2012-07-01,58,60,58,60,118
GUAQUI,atencion odontologica,primera consulta,2012-07-01,28,61,28,61,89
GUAYARAMERIN,atencion odontologica,primera consulta,2012-07-01,291,494,291,494,785
GUTIERREZ,atencion odontologica,primera consulta,2012-07-01,60,139,60,139,199
HUACARETA,atencion odontologica,primera consulta,2012-07-01,67,85,67,85,152
HUACAYA (VILLA DE HUACAYA),atencion odontologica,primera consulta,2012-07-01,13,18,13,18,31
HUACHACALLA,atencion odontologica,primera consulta,2012-07-01,4,6,4,6,10
HUANUNI,atencion odontologica,primera consulta,2012-07-01,90,119,90,119,209
HUARACAJE,atencion odontologica,primera consulta,2012-07-01,7,10,7,10,17
HUARINA,atencion odontologica,primera consulta,2012-07-01,3,3,3,3,6
HUAYLLAMARCA,atencion odontologica,primera consulta,2012-07-01,27,37,27,37,64
HUMANATA,atencion odontologica,primera consulta,2012-07-01,5,11,5,11,16
ICHOCA,atencion odontologica,primera consulta,2012-07-01,66,65,66,65,131
ICLA,atencion odontologica,primera consulta,2012-07-01,61,115,61,115,176
INCAHUASI,atencion odontologica,primera consulta,2012-07-01,155,245,155,245,400
INQUISIVI,atencion odontologica,primera consulta,2012-07-01,23,26,23,26,49
IRUPANA (VILLA DE LANZA),atencion odontologica,primera consulta,2012-07-01,25,30,25,30,55
JESUS DE MACHACA,atencion odontologica,primera consulta,2012-07-01,86,134,86,134,220
LA ASUNTA,atencion odontologica,primera consulta,2012-07-01,127,173,127,173,300
LA GUARDIA,atencion odontologica,primera consulta,2012-07-01,107,206,107,206,313
LA PAZ,atencion odontologica,primera consulta,2012-07-01,4328,5246,4328,5246,9574
LAGUNILLAS,atencion odontologica,primera consulta,2012-07-01,10,12,10,12,22
LAJA,atencion odontologica,primera consulta,2012-07-01,42,92,42,92,134
LAS CARRERAS,atencion odontologica,primera consulta,2012-07-01,14,31,14,31,45
LICOMA PAMPA,atencion odontologica,primera consulta,2012-07-01,7,17,7,17,24
LLALLAGUA,atencion odontologica,primera consulta,2012-07-01,88,141,88,141,229
LLICA,atencion odontologica,primera consulta,2012-07-01,13,16,13,16,29
LURIBAY,atencion odontologica,primera consulta,2012-07-01,43,44,43,44,87
MACHACAMARCA,atencion odontologica,primera consulta,2012-07-01,23,27,23,27,50
MACHARETI,atencion odontologica,primera consulta,2012-07-01,48,57,48,57,105
MAGDALENA,atencion odontologica,primera consulta,2012-07-01,19,29,19,29,48
MAIRANA,atencion odontologica,primera consulta,2012-07-01,38,58,38,58,96
MALLA,atencion odontologica,primera consulta,2012-07-01,4,6,4,6,10
