,group,variable,month,OTRAS ACCIONES CANTIDAD,OTRAS ACCIONES CANTIDAD,TOTALES,TOTALES,TOTALES
COLOMI,atencion odontologica,otras acciones,2012-07-01,14,15,14,15,29
COLQUECHACA,atencion odontologica,otras acciones,2012-07-01,77,137,77,137,214
COLQUENCHA,atencion odontologica,otras acciones,2012-07-01,13,13,13,13,26
COLQUIRI,atencion odontologica,otras acciones,2012-07-01,49,69,49,69,118
COMANCHE,atencion odontologica,otras acciones,2012-07-01,15,21,15,21,36
COMARAPA,atencion odontologica,otras acciones,2012-07-01,39,77,39,77,116
COPACABANA,atencion odontologica,otras acciones,2012-07-01,44,49,44,49,93
CORIPATA,atencion odontologica,otras acciones,2012-07-01,11,9,11,9,20
CORO CORO,atencion odontologica,otras acciones,2012-07-01,6,4,6,4,10
COROICO,atencion odontologica,otras acciones,2012-07-01,23,62,23,62,85
CORQUE,atencion odontologica,otras acciones,2012-07-01,6,10,6,10,16
COTAGAITA,atencion odontologica,otras acciones,2012-07-01,118,116,118,116,234
COTOCA,atencion odontologica,otras acciones,2012-07-01,5,30,5,30,35
CUATRO CAÑADAS,atencion odontologica,otras acciones,2012-07-01,31,124,31,124,155
CUEVO,atencion odontologica,otras acciones,2012-07-01,17,33,17,33,50
CULPINA,atencion odontologica,otras acciones,2012-07-01,38,101,38,101,139
CURAHUARA DE CARANGAS,atencion odontologica,otras acciones,2012-07-01,9,10,9,10,19
CURVA,atencion odontologica,otras acciones,2012-07-01,4,9,4,9,13
DESAGUADERO,atencion odontologica,otras acciones,2012-07-01,15,14,15,14,29
EL ALTO,atencion odontologica,otras acciones,2012-07-01,1797,2320,1797,2320,4117
EL PUENTE(STC),atencion odontologica,otras acciones,2012-07-01,29,19,29,19,48
EL PUENTE(TJA),atencion odontologica,otras acciones,2012-07-01,8,13,8,13,21
EL TORNO,atencion odontologica,otras acciones,2012-07-01,6,8,6,8,14
EL VILLAR,atencion odontologica,otras acciones,2012-07-01,4,17,4,17,21
ENTRE RIOS TRJ,atencion odontologica,otras acciones,2012-07-01,21,64,21,64,85
ENTRE RIOS CBBA,atencion odontologica,otras acciones,2012-07-01,19,37,19,37,56
ESCOMA,atencion odontologica,otras acciones,2012-07-01,2,1,2,1,3
EUCALIPTUS,atencion odontologica,otras acciones,2012-07-01,17,43,17,43,60
FERNANDEZ ALONSO,atencion odontologica,otras acciones,2012-07-01,13,11,13,11,24
FILADELFIA,atencion odontologica,otras acciones,2012-07-01,8,4,8,4,12
GENERAL SAAVEDRA,atencion odontologica,otras acciones,2012-07-01,3,20,3,20,23
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,otras acciones,2012-07-01,5,18,5,18,23
GUANAY,atencion odontologica,otras acciones,2012-07-01,0,1,0,1,1
GUAQUI,atencion odontologica,otras acciones,2012-07-01,23,49,23,49,72
GUAYARAMERIN,atencion odontologica,otras acciones,2012-07-01,0,30,0,30,30
GUTIERREZ,atencion odontologica,otras acciones,2012-07-01,12,34,12,34,46
HUACARETA,atencion odontologica,otras acciones,2012-07-01,39,49,39,49,88
HUACAYA (VILLA DE HUACAYA),atencion odontologica,otras acciones,2012-07-01,0,1,0,1,1
HUACHACALLA,atencion odontologica,otras acciones,2012-07-01,9,7,9,7,16
HUANUNI,atencion odontologica,otras acciones,2012-07-01,113,196,113,196,309
HUARACAJE,atencion odontologica,otras acciones,2012-07-01,1,1,1,1,2
HUARINA,atencion odontologica,otras acciones,2012-07-01,8,1,8,1,9
HUAYLLAMARCA,atencion odontologica,otras acciones,2012-07-01,24,44,24,44,68
HUMANATA,atencion odontologica,otras acciones,2012-07-01,6,6,6,6,12
ICHOCA,atencion odontologica,otras acciones,2012-07-01,6,6,6,6,12
ICLA,atencion odontologica,otras acciones,2012-07-01,5,8,5,8,13
INCAHUASI,atencion odontologica,otras acciones,2012-07-01,24,11,24,11,35
INQUISIVI,atencion odontologica,otras acciones,2012-07-01,1,1,1,1,2
IRUPANA (VILLA DE LANZA),atencion odontologica,otras acciones,2012-07-01,16,19,16,19,35
JESUS DE MACHACA,atencion odontologica,otras acciones,2012-07-01,23,67,23,67,90
LA ASUNTA,atencion odontologica,otras acciones,2012-07-01,16,38,16,38,54
LA PAZ,atencion odontologica,otras acciones,2012-07-01,4100,5422,4100,5422,9522
LLALLAGUA,atencion odontologica,otras acciones,2012-07-01,103,310,103,310,413
LLICA,atencion odontologica,otras acciones,2012-07-01,33,51,33,51,84
LURIBAY,atencion odontologica,otras acciones,2012-07-01,6,7,6,7,13
MACHACAMARCA,atencion odontologica,otras acciones,2012-07-01,12,28,12,28,40
MACHARETI,atencion odontologica,otras acciones,2012-07-01,5,7,5,7,12
MAGDALENA,atencion odontologica,otras acciones,2012-07-01,2,10,2,10,12
MAIRANA,atencion odontologica,otras acciones,2012-07-01,25,35,25,35,60
MALLA,atencion odontologica,otras acciones,2012-07-01,0,2,0,2,2
MAPIRI,atencion odontologica,otras acciones,2012-07-01,5,24,5,24,29
MECAPACA,atencion odontologica,otras acciones,2012-07-01,14,26,14,26,40
MINEROS,atencion odontologica,otras acciones,2012-07-01,12,31,12,31,43
MIZQUE,atencion odontologica,otras acciones,2012-07-01,9,19,9,19,28
MOCOMOCO,atencion odontologica,otras acciones,2012-07-01,12,23,12,23,35
MOJOCOYA,atencion odontologica,otras acciones,2012-07-01,23,62,23,62,85
MONTEAGUDO,atencion odontologica,otras acciones,2012-07-01,48,99,48,99,147
MONTERO,atencion odontologica,otras acciones,2012-07-01,71,162,71,162,233
MOROCHATA,atencion odontologica,otras acciones,2012-07-01,10,20,10,20,30
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,otras acciones,2012-07-01,9,8,9,8,17
OCURI,atencion odontologica,otras acciones,2012-07-01,3,6,3,6,9
OMEREQUE,atencion odontologica,otras acciones,2012-07-01,13,16,13,16,29
ORURO,atencion odontologica,otras acciones,2012-07-01,1241,1672,1241,1672,2913
PADCAYA,atencion odontologica,otras acciones,2012-07-01,56,127,56,127,183
PADILLA,atencion odontologica,otras acciones,2012-07-01,26,66,26,66,92
PAILON,atencion odontologica,otras acciones,2012-07-01,15,35,15,35,50
PALCA,atencion odontologica,otras acciones,2012-07-01,16,11,16,11,27
PALOS BLANCOS,atencion odontologica,otras acciones,2012-07-01,9,12,9,12,21
PAMPA AULLAGAS,atencion odontologica,otras acciones,2012-07-01,8,8,8,8,16
PAMPA GRANDE,atencion odontologica,otras acciones,2012-07-01,7,21,7,21,28
PAPEL PAMPA,atencion odontologica,otras acciones,2012-07-01,8,16,8,16,24
PASORAPA,atencion odontologica,otras acciones,2012-07-01,5,1,5,1,6
PATACAMAYA,atencion odontologica,otras acciones,2012-07-01,35,115,35,115,150
PAZÑA,atencion odontologica,otras acciones,2012-07-01,13,22,13,22,35
PELECHUCO,atencion odontologica,otras acciones,2012-07-01,7,21,7,21,28
POCOATA,atencion odontologica,otras acciones,2012-07-01,70,136,70,136,206
POCONA,atencion odontologica,otras acciones,2012-07-01,36,63,36,63,99
POJO (CBBA),atencion odontologica,otras acciones,2012-07-01,46,98,46,98,144
POOPO,atencion odontologica,otras acciones,2012-07-01,42,48,42,48,90
PORCO,atencion odontologica,otras acciones,2012-07-01,32,36,32,36,68
POROMA,atencion odontologica,otras acciones,2012-07-01,9,23,9,23,32
PORONGO,atencion odontologica,otras acciones,2012-07-01,12,22,12,22,34
PORTACHUELO,atencion odontologica,otras acciones,2012-07-01,24,92,24,92,116
PORVENIR,atencion odontologica,otras acciones,2012-07-01,6,20,6,20,26
POSTRER VALLE,atencion odontologica,otras acciones,2012-07-01,5,4,5,4,9
POTOSI,atencion odontologica,otras acciones,2012-07-01,423,601,423,601,1024
PRESTO,atencion odontologica,otras acciones,2012-07-01,9,4,9,4,13
PUCARANI,atencion odontologica,otras acciones,2012-07-01,82,78,82,78,160
PUERTO ACOSTA,atencion odontologica,otras acciones,2012-07-01,6,9,6,9,15
PUERTO CARABUCO,atencion odontologica,otras acciones,2012-07-01,12,8,12,8,20
PUERTO GONZALO MORENO,atencion odontologica,otras acciones,2012-07-01,1,2,1,2,3
PUERTO QUIJARRO,atencion odontologica,otras acciones,2012-07-01,62,59,62,59,121
PUERTO RICO,atencion odontologica,otras acciones,2012-07-01,16,14,16,14,30
PUERTO SUAREZ,atencion odontologica,otras acciones,2012-07-01,15,58,15,58,73
PUERTO VILLARROEL,atencion odontologica,otras acciones,2012-07-01,25,82,25,82,107
PUNA,atencion odontologica,otras acciones,2012-07-01,76,121,76,121,197
PUNATA,atencion odontologica,otras acciones,2012-07-01,13,39,13,39,52
QUIABAYA,atencion odontologica,otras acciones,2012-07-01,1,2,1,2,3
QUILLACOLLO,atencion odontologica,otras acciones,2012-07-01,120,173,120,173,293
QUIME,atencion odontologica,otras acciones,2012-07-01,95,84,95,84,179
QUIRUSILLAS,atencion odontologica,otras acciones,2012-07-01,2,1,2,1,3
RAVELO,atencion odontologica,otras acciones,2012-07-01,6,18,6,18,24
REYES,atencion odontologica,otras acciones,2012-07-01,4,10,4,10,14
RIBERALTA,atencion odontologica,otras acciones,2012-07-01,4,0,4,0,4
RURRENABAQUE,atencion odontologica,otras acciones,2012-07-01,8,9,8,9,17
SABAYA,atencion odontologica,otras acciones,2012-07-01,29,46,29,46,75
SACABA,atencion odontologica,otras acciones,2012-07-01,702,957,702,957,1659
SACABAMBA,atencion odontologica,otras acciones,2012-07-01,3,1,3,1,4
SACACA,atencion odontologica,otras acciones,2012-07-01,3,3,3,3,6
SAIPINA,atencion odontologica,otras acciones,2012-07-01,14,16,14,16,30
SALINAS DE GARCI MENDOZA,atencion odontologica,otras acciones,2012-07-01,16,13,16,13,29
SAMAIPATA,atencion odontologica,otras acciones,2012-07-01,21,58,21,58,79
SAN AGUSTIN,atencion odontologica,otras acciones,2012-07-01,1,1,1,1,2
SAN ANDRES,atencion odontologica,otras acciones,2012-07-01,2,0,2,0,2
SAN ANDRES DE MACHACA,atencion odontologica,otras acciones,2012-07-01,39,48,39,48,87
SAN ANTONIO DE ESMORUCO,atencion odontologica,otras acciones,2012-07-01,7,8,7,8,15
SAN ANTONIO DE LOMERIO,atencion odontologica,otras acciones,2012-07-01,2,11,2,11,13
SAN BENITO,atencion odontologica,otras acciones,2012-07-01,33,46,33,46,79
SAN BORJA,atencion odontologica,otras acciones,2012-07-01,15,48,15,48,63
SAN BUENA VENTURA,atencion odontologica,otras acciones,2012-07-01,0,7,0,7,7
SAN CARLOS,atencion odontologica,otras acciones,2012-07-01,10,22,10,22,32
SAN IGNACIO,atencion odontologica,otras acciones,2012-07-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,atencion odontologica,otras acciones,2012-07-01,9,10,9,10,19
SAN JOSE DE CHIQUITOS,atencion odontologica,otras acciones,2012-07-01,6,9,6,9,15
SAN JUAN DE YAPACANI,atencion odontologica,otras acciones,2012-07-01,4,2,4,2,6
SAN LORENZO(TJA),atencion odontologica,otras acciones,2012-07-01,169,252,169,252,421
SAN LUCAS,atencion odontologica,otras acciones,2012-07-01,19,63,19,63,82
SAN MATIAS,atencion odontologica,otras acciones,2012-07-01,0,1,0,1,1
SAN MIGUEL DE VELASCO,atencion odontologica,otras acciones,2012-07-01,18,60,18,60,78
SAN PEDRO,atencion odontologica,otras acciones,2012-07-01,10,13,10,13,23
SAN PEDRO DE BUENA VISTA,atencion odontologica,otras acciones,2012-07-01,11,20,11,20,31
SAN PEDRO DE CURAHUARA,atencion odontologica,otras acciones,2012-07-01,1,1,1,1,2
SAN PEDRO DE TIQUINA,atencion odontologica,otras acciones,2012-07-01,1,1,1,1,2
SAN RAFAEL,atencion odontologica,otras acciones,2012-07-01,4,3,4,3,7
SANTA ANA,atencion odontologica,otras acciones,2012-07-01,4,35,4,35,39
SANTA CRUZ DE LA SIERRA,atencion odontologica,otras acciones,2012-07-01,875,1488,875,1488,2363
SANTA ROSA,atencion odontologica,otras acciones,2012-07-01,14,25,14,25,39
SANTA ROSA DEL SARA,atencion odontologica,otras acciones,2012-07-01,7,41,7,41,48
SANTIAGO DE CALLAPA,atencion odontologica,otras acciones,2012-07-01,7,8,7,8,15
SANTIAGO DE HUARI,atencion odontologica,otras acciones,2012-07-01,132,82,132,82,214
SANTIAGO DE HUATA,atencion odontologica,otras acciones,2012-07-01,0,3,0,3,3
SANTIAGO DE MACHACA,atencion odontologica,otras acciones,2012-07-01,10,2,10,2,12
SANTIVAÑES,atencion odontologica,otras acciones,2012-07-01,29,48,29,48,77
SANTUARIO DE QUILLACAS,atencion odontologica,otras acciones,2012-07-01,4,4,4,4,8
SAPAHAQUI,atencion odontologica,otras acciones,2012-07-01,15,27,15,27,42
SENA,atencion odontologica,otras acciones,2012-07-01,1,4,1,4,5
SHINAOTA,atencion odontologica,otras acciones,2012-07-01,19,53,19,53,72
SICA SICA (VILLA AROMA),atencion odontologica,otras acciones,2012-07-01,19,9,19,9,28
SICAYA,atencion odontologica,otras acciones,2012-07-01,5,11,5,11,16
SIPE SIPE,atencion odontologica,otras acciones,2012-07-01,58,93,58,93,151
SOPACHUY,atencion odontologica,otras acciones,2012-07-01,32,55,32,55,87
SORACACHI,atencion odontologica,otras acciones,2012-07-01,16,22,16,22,38
SORATA,atencion odontologica,otras acciones,2012-07-01,14,17,14,17,31
SUCRE,atencion odontologica,otras acciones,2012-07-01,1191,1795,1191,1795,2986
TACACHI,atencion odontologica,otras acciones,2012-07-01,1,3,1,3,4
TACACOMA,atencion odontologica,otras acciones,2012-07-01,3,3,3,3,6
TACOPAYA,atencion odontologica,otras acciones,2012-07-01,13,31,13,31,44
TAHUA,atencion odontologica,otras acciones,2012-07-01,5,5,5,5,10
TAPACARI,atencion odontologica,otras acciones,2012-07-01,24,51,24,51,75
TARABUCO,atencion odontologica,otras acciones,2012-07-01,5,8,5,8,13
TARACO,atencion odontologica,otras acciones,2012-07-01,17,24,17,24,41
TARATA,atencion odontologica,otras acciones,2012-07-01,11,14,11,14,25
TARIJA,atencion odontologica,otras acciones,2012-07-01,1373,2328,1373,2328,3701
TARVITA,atencion odontologica,otras acciones,2012-07-01,21,52,21,52,73
TEOPONTE,atencion odontologica,otras acciones,2012-07-01,4,1,4,1,5
TIAWANACU,atencion odontologica,otras acciones,2012-07-01,35,68,35,68,103
TINGUIPAYA,atencion odontologica,otras acciones,2012-07-01,15,37,15,37,52
TIPUANI,atencion odontologica,otras acciones,2012-07-01,1,4,1,4,5
TIQUIPAYA,atencion odontologica,otras acciones,2012-07-01,134,254,134,254,388
TIRAQUE (CBBA),atencion odontologica,otras acciones,2012-07-01,28,32,28,32,60
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,otras acciones,2012-07-01,0,4,0,4,4
TOCO,atencion odontologica,otras acciones,2012-07-01,14,23,14,23,37
TOLATA,atencion odontologica,otras acciones,2012-07-01,46,69,46,69,115
TOLEDO,atencion odontologica,otras acciones,2012-07-01,8,10,8,10,18
TOMAVE,atencion odontologica,otras acciones,2012-07-01,30,70,30,70,100
TOMINA,atencion odontologica,otras acciones,2012-07-01,350,426,350,426,776
TORO TORO,atencion odontologica,otras acciones,2012-07-01,34,94,34,94,128
TOTORA(CBBA),atencion odontologica,otras acciones,2012-07-01,13,21,13,21,34
TOTORA(ORR),atencion odontologica,otras acciones,2012-07-01,11,19,11,19,30
TRIGAL,atencion odontologica,otras acciones,2012-07-01,0,2,0,2,2
TRINIDAD,atencion odontologica,otras acciones,2012-07-01,28,36,28,36,64
TUPIZA,atencion odontologica,otras acciones,2012-07-01,194,274,194,274,468
TURCO,atencion odontologica,otras acciones,2012-07-01,2,1,2,1,3
UMALA,atencion odontologica,otras acciones,2012-07-01,7,6,7,6,13
UNCIA,atencion odontologica,otras acciones,2012-07-01,0,3,0,3,3
URIONDO (A. CONCEPCION),atencion odontologica,otras acciones,2012-07-01,47,102,47,102,149
URUBICHA,atencion odontologica,otras acciones,2012-07-01,2,4,2,4,6
UYUNI,atencion odontologica,otras acciones,2012-07-01,8,8,8,8,16
VACAS,atencion odontologica,otras acciones,2012-07-01,15,31,15,31,46
VALLEGRANDE,atencion odontologica,otras acciones,2012-07-01,16,33,16,33,49
VIACHA,atencion odontologica,otras acciones,2012-07-01,124,137,124,137,261
VILA VILA,atencion odontologica,otras acciones,2012-07-01,0,2,0,2,2
VILLA CHARCAS,atencion odontologica,otras acciones,2012-07-01,15,34,15,34,49
VILLA MONTES,atencion odontologica,otras acciones,2012-07-01,101,200,101,200,301
VILLA NUEVA (LOMA ALTA),atencion odontologica,otras acciones,2012-07-01,20,27,20,27,47
VILLA RIVERO,atencion odontologica,otras acciones,2012-07-01,12,9,12,9,21
VILLA SERRANO,atencion odontologica,otras acciones,2012-07-01,69,75,69,75,144
VILLA TUNARI,atencion odontologica,otras acciones,2012-07-01,48,90,48,90,138
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,otras acciones,2012-07-01,1,2,1,2,3
VILLAZON,atencion odontologica,otras acciones,2012-07-01,82,188,82,188,270
VINTO,atencion odontologica,otras acciones,2012-07-01,14,37,14,37,51
VITICHI,atencion odontologica,otras acciones,2012-07-01,28,50,28,50,78
WARNES,atencion odontologica,otras acciones,2012-07-01,49,68,49,68,117
YACO,atencion odontologica,otras acciones,2012-07-01,1,13,1,13,14
YACUIBA,atencion odontologica,otras acciones,2012-07-01,117,148,117,148,265
YAMPARAEZ,atencion odontologica,otras acciones,2012-07-01,25,39,25,39,64
YANACACHI,atencion odontologica,otras acciones,2012-07-01,16,19,16,19,35
YAPACANI,atencion odontologica,otras acciones,2012-07-01,5,18,5,18,23
YOCALLA,atencion odontologica,otras acciones,2012-07-01,12,33,12,33,45
YOTALA,atencion odontologica,otras acciones,2012-07-01,22,0,22,0,22
YUNCHARA,atencion odontologica,otras acciones,2012-07-01,10,29,10,29,39
ZUDAÑEZ,atencion odontologica,otras acciones,2012-07-01,8,16,8,16,24
ACACIO,atencion odontologica,otras acciones,2012-08-01,25,10,25,10,35
ACHACACHI,atencion odontologica,otras acciones,2012-08-01,138,225,138,225,363
ACHOCALLA,atencion odontologica,otras acciones,2012-08-01,3,4,3,4,7
AIQUILE,atencion odontologica,otras acciones,2012-08-01,0,3,0,3,3
ALALAY,atencion odontologica,otras acciones,2012-08-01,9,3,9,3,12
ALCALA,atencion odontologica,otras acciones,2012-08-01,50,67,50,67,117
ALTO BENI,atencion odontologica,otras acciones,2012-08-01,2,3,2,3,5
ANCORAIMES,atencion odontologica,otras acciones,2012-08-01,6,2,6,2,8
ANDAMARCA,atencion odontologica,otras acciones,2012-08-01,24,18,24,18,42
ANTEQUERA,atencion odontologica,otras acciones,2012-08-01,24,35,24,35,59
ANZALDO,atencion odontologica,otras acciones,2012-08-01,9,5,9,5,14
APOLO,atencion odontologica,otras acciones,2012-08-01,7,4,7,4,11
ARAMPAMPA,atencion odontologica,otras acciones,2012-08-01,2,4,2,4,6
ARANI,atencion odontologica,otras acciones,2012-08-01,8,31,8,31,39
ARBIETO,atencion odontologica,otras acciones,2012-08-01,5,4,5,4,9
ARQUE,atencion odontologica,otras acciones,2012-08-01,8,6,8,6,14
ASCENCION DE GUARAYOS,atencion odontologica,otras acciones,2012-08-01,6,0,6,0,6
ATOCHA,atencion odontologica,otras acciones,2012-08-01,99,166,99,166,265
AYATA,atencion odontologica,otras acciones,2012-08-01,9,25,9,25,34
AYO AYO,atencion odontologica,otras acciones,2012-08-01,6,8,6,8,14
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,otras acciones,2012-08-01,34,40,34,40,74
AZURDUY,atencion odontologica,otras acciones,2012-08-01,75,108,75,108,183
BELEN DE URMIRI,atencion odontologica,otras acciones,2012-08-01,7,5,7,5,12
BERMEJO,atencion odontologica,otras acciones,2012-08-01,114,150,114,150,264
BETANZOS,atencion odontologica,otras acciones,2012-08-01,21,26,21,26,47
BOLIVAR,atencion odontologica,otras acciones,2012-08-01,7,17,7,17,24
BOYUIBE,atencion odontologica,otras acciones,2012-08-01,0,1,0,1,1
BUENA VISTA,atencion odontologica,otras acciones,2012-08-01,8,10,8,10,18
CABEZAS,atencion odontologica,otras acciones,2012-08-01,32,65,32,65,97
CAIROMA,atencion odontologica,otras acciones,2012-08-01,28,22,28,22,50
"CAIZA ""D""",atencion odontologica,otras acciones,2012-08-01,30,60,30,60,90
CAJUATA,atencion odontologica,otras acciones,2012-08-01,4,10,4,10,14
CALACOTO,atencion odontologica,otras acciones,2012-08-01,5,4,5,4,9
CALAMARCA,atencion odontologica,otras acciones,2012-08-01,35,115,35,115,150
CAMARGO,atencion odontologica,otras acciones,2012-08-01,66,173,66,173,239
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,otras acciones,2012-08-01,47,79,47,79,126
CAMIRI,atencion odontologica,otras acciones,2012-08-01,83,208,83,208,291
CAPINOTA,atencion odontologica,otras acciones,2012-08-01,14,31,14,31,45
CAQUIAVIRI,atencion odontologica,otras acciones,2012-08-01,27,19,27,19,46
CARACOLLO,atencion odontologica,otras acciones,2012-08-01,73,153,73,153,226
CARANAVI,atencion odontologica,otras acciones,2012-08-01,50,53,50,53,103
CARAPARI,atencion odontologica,otras acciones,2012-08-01,24,30,24,30,54
CARIPUYO,atencion odontologica,otras acciones,2012-08-01,30,17,30,17,47
CARMEN RIVERO TORREZ,atencion odontologica,otras acciones,2012-08-01,8,16,8,16,24
CATACORA,atencion odontologica,otras acciones,2012-08-01,3,0,3,0,3
CHALLAPATA,atencion odontologica,otras acciones,2012-08-01,31,71,31,71,102
CHAQUI,atencion odontologica,otras acciones,2012-08-01,9,18,9,18,27
CHARAGUA,atencion odontologica,otras acciones,2012-08-01,7,11,7,11,18
CHARAÑA,atencion odontologica,otras acciones,2012-08-01,3,6,3,6,9
CHAYANTA,atencion odontologica,otras acciones,2012-08-01,9,53,9,53,62
CHIMORE,atencion odontologica,otras acciones,2012-08-01,13,25,13,25,38
CHIPAYA,atencion odontologica,otras acciones,2012-08-01,13,9,13,9,22
CHOQUE COTA,atencion odontologica,otras acciones,2012-08-01,1,7,1,7,8
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,otras acciones,2012-08-01,27,12,27,12,39
CHUMA,atencion odontologica,otras acciones,2012-08-01,44,41,44,41,85
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,otras acciones,2012-08-01,1,1,1,1,2
CKOCHAS,atencion odontologica,otras acciones,2012-08-01,16,23,16,23,39
CLIZA,atencion odontologica,otras acciones,2012-08-01,65,104,65,104,169
COBIJA,atencion odontologica,otras acciones,2012-08-01,140,180,140,180,320
COCAPATA,atencion odontologica,otras acciones,2012-08-01,11,25,11,25,36
COCHABAMBA,atencion odontologica,otras acciones,2012-08-01,2170,2354,2170,2354,4524
COIPASA,atencion odontologica,otras acciones,2012-08-01,1,2,1,2,3
COLCAPIRHUA,atencion odontologica,otras acciones,2012-08-01,96,139,96,139,235
"COLCHA ""K""",atencion odontologica,otras acciones,2012-08-01,11,25,11,25,36
COLLANA,atencion odontologica,otras acciones,2012-08-01,8,12,8,12,20
COLOMI,atencion odontologica,otras acciones,2012-08-01,9,18,9,18,27
COLPA BELGICA,atencion odontologica,otras acciones,2012-08-01,0,1,0,1,1
COLQUECHACA,atencion odontologica,otras acciones,2012-08-01,71,119,71,119,190
COLQUIRI,atencion odontologica,otras acciones,2012-08-01,57,49,57,49,106
COMANCHE,atencion odontologica,otras acciones,2012-08-01,16,24,16,24,40
COMARAPA,atencion odontologica,otras acciones,2012-08-01,75,134,75,134,209
COPACABANA,atencion odontologica,otras acciones,2012-08-01,22,17,22,17,39
CORIPATA,atencion odontologica,otras acciones,2012-08-01,8,14,8,14,22
CORO CORO,atencion odontologica,otras acciones,2012-08-01,4,8,4,8,12
COROICO,atencion odontologica,otras acciones,2012-08-01,14,38,14,38,52
CORQUE,atencion odontologica,otras acciones,2012-08-01,8,21,8,21,29
COTAGAITA,atencion odontologica,otras acciones,2012-08-01,56,88,56,88,144
COTOCA,atencion odontologica,otras acciones,2012-08-01,0,1,0,1,1
CUATRO CAÑADAS,atencion odontologica,otras acciones,2012-08-01,26,65,26,65,91
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,otras acciones,2012-08-01,1,0,1,0,1
CUEVO,atencion odontologica,otras acciones,2012-08-01,16,31,16,31,47
CULPINA,atencion odontologica,otras acciones,2012-08-01,43,49,43,49,92
CURAHUARA DE CARANGAS,atencion odontologica,otras acciones,2012-08-01,6,15,6,15,21
DESAGUADERO,atencion odontologica,otras acciones,2012-08-01,10,20,10,20,30
EL ALTO,atencion odontologica,otras acciones,2012-08-01,1510,2111,1510,2111,3621
EL PUENTE(STC),atencion odontologica,otras acciones,2012-08-01,14,35,14,35,49
EL PUENTE(TJA),atencion odontologica,otras acciones,2012-08-01,9,21,9,21,30
EL TORNO,atencion odontologica,otras acciones,2012-08-01,4,17,4,17,21
EL VILLAR,atencion odontologica,otras acciones,2012-08-01,5,5,5,5,10
ENTRE RIOS TRJ,atencion odontologica,otras acciones,2012-08-01,32,80,32,80,112
ENTRE RIOS CBBA,atencion odontologica,otras acciones,2012-08-01,16,31,16,31,47
ESCOMA,atencion odontologica,otras acciones,2012-08-01,5,4,5,4,9
EUCALIPTUS,atencion odontologica,otras acciones,2012-08-01,18,32,18,32,50
FERNANDEZ ALONSO,atencion odontologica,otras acciones,2012-08-01,15,29,15,29,44
FILADELFIA,atencion odontologica,otras acciones,2012-08-01,11,18,11,18,29
GENERAL SAAVEDRA,atencion odontologica,otras acciones,2012-08-01,12,10,12,10,22
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,otras acciones,2012-08-01,6,13,6,13,19
GUANAY,atencion odontologica,otras acciones,2012-08-01,2,3,2,3,5
GUAQUI,atencion odontologica,otras acciones,2012-08-01,14,40,14,40,54
GUAYARAMERIN,atencion odontologica,otras acciones,2012-08-01,109,153,109,153,262
GUTIERREZ,atencion odontologica,otras acciones,2012-08-01,21,24,21,24,45
HUACARETA,atencion odontologica,otras acciones,2012-08-01,12,36,12,36,48
HUACAYA (VILLA DE HUACAYA),atencion odontologica,otras acciones,2012-08-01,1,4,1,4,5
HUACHACALLA,atencion odontologica,otras acciones,2012-08-01,3,8,3,8,11
HUANUNI,atencion odontologica,otras acciones,2012-08-01,61,116,61,116,177
HUARACAJE,atencion odontologica,otras acciones,2012-08-01,2,0,2,0,2
HUARINA,atencion odontologica,otras acciones,2012-08-01,1,6,1,6,7
HUAYLLAMARCA,atencion odontologica,otras acciones,2012-08-01,31,74,31,74,105
HUMANATA,atencion odontologica,otras acciones,2012-08-01,4,4,4,4,8
ICHOCA,atencion odontologica,otras acciones,2012-08-01,12,4,12,4,16
ICLA,atencion odontologica,otras acciones,2012-08-01,4,7,4,7,11
INCAHUASI,atencion odontologica,otras acciones,2012-08-01,11,12,11,12,23
INQUISIVI,atencion odontologica,otras acciones,2012-08-01,0,1,0,1,1
IRUPANA (VILLA DE LANZA),atencion odontologica,otras acciones,2012-08-01,7,3,7,3,10
JESUS DE MACHACA,atencion odontologica,otras acciones,2012-08-01,38,60,38,60,98
LA ASUNTA,atencion odontologica,otras acciones,2012-08-01,24,40,24,40,64
LA GUARDIA,atencion odontologica,otras acciones,2012-08-01,1,8,1,8,9
LA PAZ,atencion odontologica,otras acciones,2012-08-01,3725,5028,3725,5028,8753
LAJA,atencion odontologica,otras acciones,2012-08-01,2,10,2,10,12
LLALLAGUA,atencion odontologica,otras acciones,2012-08-01,164,393,164,393,557
LLICA,atencion odontologica,otras acciones,2012-08-01,48,58,48,58,106
LORETO,atencion odontologica,otras acciones,2012-08-01,0,3,0,3,3
LURIBAY,atencion odontologica,otras acciones,2012-08-01,12,6,12,6,18
MACHACAMARCA,atencion odontologica,otras acciones,2012-08-01,26,23,26,23,49
