,group,variable,month,CONSULTAS NUEVAS MENORES DE 5 AÑOS CANTIDAD,CONSULTAS NUEVAS MENORES DE 5 AÑOS CANTIDAD,TOTALES,TOTALES,TOTALES
COMARAPA,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,17,19,17,19,36
CONCEPCION,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,21,20,21,20,41
COPACABANA,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,70,49,70,49,119
CORIPATA,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,18,15,18,15,33
CORO CORO,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,19,16,19,16,35
COROICO,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,38,29,38,29,67
CORQUE,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,0,3,0,3,3
COTAGAITA,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,25,33,25,33,58
COTOCA,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,17,14,17,14,31
CUATRO CAÑADAS,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,68,67,68,67,135
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,15,4,15,4,19
CUEVO,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,10,6,10,6,16
CULPINA,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,48,59,48,59,107
CURAHUARA DE CARANGAS,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,13,16,13,16,29
CURVA,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,12,3,12,3,15
DESAGUADERO,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,18,13,18,13,31
EL ALTO,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,2122,2308,2122,2308,4430
EL PUENTE(STC),atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,9,2,9,2,11
EL PUENTE(TJA),atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,1,5,1,5,6
EL TORNO,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,66,92,66,92,158
EL VILLAR,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,11,17,11,17,28
ENTRE RIOS TRJ,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,14,16,14,16,30
ENTRE RIOS CBBA,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,28,60,28,60,88
ESCOMA,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,4,6,4,6,10
EUCALIPTUS,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,10,17,10,17,27
FERNANDEZ ALONSO,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,31,23,31,23,54
FILADELFIA,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,28,23,28,23,51
GENERAL SAAVEDRA,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,77,73,77,73,150
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,19,21,19,21,40
GUANAY,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,16,18,16,18,34
GUAQUI,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,6,6,6,6,12
GUAYARAMERIN,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,52,53,52,53,105
GUTIERREZ,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,83,103,83,103,186
HUACARETA,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,62,40,62,40,102
HUACAYA (VILLA DE HUACAYA),atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,8,12,8,12,20
HUACHACALLA,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,1,2,1,2,3
HUANUNI,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,28,42,28,42,70
HUARACAJE,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,18,18,18,18,36
HUARINA,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,0,1,0,1,1
HUAYLLAMARCA,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,17,11,17,11,28
HUMANATA,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,6,7,6,7,13
ICHOCA,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,41,28,41,28,69
ICLA,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,198,209,198,209,407
INCAHUASI,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,67,64,67,64,131
INQUISIVI,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,2,1,2,1,3
IRUPANA (VILLA DE LANZA),atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,42,29,42,29,71
JESUS DE MACHACA,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,36,30,36,30,66
LA ASUNTA,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,52,50,52,50,102
LA GUARDIA,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,58,77,58,77,135
LA PAZ,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,3868,3841,3868,3841,7709
LAGUNILLAS,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,2,3,2,3,5
LAJA,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,21,28,21,28,49
LAS CARRERAS,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,2,3,2,3,5
LICOMA PAMPA,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,2,3,2,3,5
LLALLAGUA,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,207,277,207,277,484
LLICA,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,8,0,8,0,8
LURIBAY,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,53,42,53,42,95
MACHACAMARCA,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,16,18,16,18,34
MACHARETI,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,89,50,89,50,139
MAGDALENA,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,4,0,4,0,4
MAIRANA,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,34,28,34,28,62
MALLA,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,1,0,1,0,1
MAPIRI,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,27,27,27,27,54
MECAPACA,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,50,31,50,31,81
MINEROS,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,45,24,45,24,69
MIZQUE,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,108,116,108,116,224
MOCOMOCO,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,6,0,6,0,6
MOJOCOYA,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,2,7,2,7,9
MONTEAGUDO,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,73,66,73,66,139
MONTERO,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,590,669,590,669,1259
MORO MORO,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,10,11,10,11,21
MOROCHATA,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,25,26,25,26,51
OCURI,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,6,2,6,2,8
OKINAWA,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,11,10,11,10,21
OMEREQUE,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,7,4,7,4,11
ORURO,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,821,997,821,997,1818
PADCAYA,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,41,71,41,71,112
PADILLA,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,32,47,32,47,79
PAILON,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,36,74,36,74,110
PALCA,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,63,69,63,69,132
PALOS BLANCOS,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,71,86,71,86,157
PAMPA AULLAGAS,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,14,2,14,2,16
PAMPA GRANDE,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,12,47,12,47,59
PAPEL PAMPA,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,12,14,12,14,26
PASORAPA,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,1,7,1,7,8
PATACAMAYA,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,50,113,50,113,163
PAZÑA,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,15,24,15,24,39
PELECHUCO,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,26,38,26,38,64
POCOATA,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,142,135,142,135,277
POCONA,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,78,42,78,42,120
POJO (CBBA),atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,311,353,311,353,664
POOPO,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,12,44,12,44,56
PORCO,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,16,28,16,28,44
POROMA,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,41,37,41,37,78
PORONGO,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,11,9,11,9,20
PORTACHUELO,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,46,41,46,41,87
PORVENIR,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,124,140,124,140,264
POSTRER VALLE,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,10,13,10,13,23
POTOSI,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,796,703,796,703,1499
PRESTO,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,10,19,10,19,29
PUCARA,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,2,31,2,31,33
PUCARANI,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,38,39,38,39,77
PUERTO ACOSTA,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,8,21,8,21,29
PUERTO CARABUCO,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,14,13,14,13,27
PUERTO GONZALO MORENO,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,36,28,36,28,64
PUERTO PEREZ,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,13,21,13,21,34
PUERTO QUIJARRO,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,33,38,33,38,71
PUERTO RICO,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,49,59,49,59,108
PUERTO SUAREZ,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,39,23,39,23,62
PUERTO VILLARROEL,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,120,136,120,136,256
PUNA,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,27,26,27,26,53
PUNATA,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,152,136,152,136,288
QUIABAYA,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,15,15,15,15,30
QUILLACOLLO,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,737,794,737,794,1531
QUIME,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,22,33,22,33,55
QUIRUSILLAS,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,2,3,2,3,5
RAVELO,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,18,22,18,22,40
REYES,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,7,9,7,9,16
RIBERALTA,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,96,89,96,89,185
ROBORE,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,44,26,44,26,70
RURRENABAQUE,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,11,20,11,20,31
SABAYA,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,7,11,7,11,18
SACABA,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,844,947,844,947,1791
SACABAMBA,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,3,7,3,7,10
SACACA,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,2,10,2,10,12
SAIPINA,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,3,9,3,9,12
SALINAS DE GARCI MENDOZA,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,67,61,67,61,128
SAMAIPATA,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,72,75,72,75,147
SAN AGUSTIN,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,1,7,1,7,8
SAN ANDRES,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,5,3,5,3,8
SAN ANDRES DE MACHACA,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,22,28,22,28,50
SAN ANTONIO DE ESMORUCO,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,2,0,2,0,2
SAN ANTONIO DE LOMERIO,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,2,1,2,1,3
SAN BENITO,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,67,38,67,38,105
SAN BORJA,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,14,12,14,12,26
SAN BUENA VENTURA,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,17,15,17,15,32
SAN CARLOS,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,17,25,17,25,42
SAN IGNACIO,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,16,22,16,22,38
SAN IGNACIO DE VELASCO,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,15,22,15,22,37
SAN JAVIER(BNI),atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,5,6,5,6,11
SAN JAVIER(STC),atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,7,11,7,11,18
SAN JOAQUIN,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,4,10,4,10,14
SAN JOSE DE CHIQUITOS,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,15,12,15,12,27
SAN JUAN DE YAPACANI,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,32,11,32,11,43
SAN JULIAN,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,19,41,19,41,60
SAN LORENZO(TJA),atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,28,68,28,68,96
SAN LUCAS,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,68,82,68,82,150
SAN MATIAS,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,6,13,6,13,19
SAN MIGUEL DE VELASCO,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,9,16,9,16,25
SAN PEDRO,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,28,34,28,34,62
SAN PEDRO DE BUENA VISTA,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,21,22,21,22,43
SAN PEDRO DE CURAHUARA,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,38,35,38,35,73
SAN PEDRO DE TIQUINA,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,11,1,11,1,12
SAN RAFAEL,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,36,20,36,20,56
SAN RAMON BENI,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,1,0,1,0,1
SAN RAMON SCZ,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,24,27,24,27,51
SANTA ANA,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,23,40,23,40,63
SANTA CRUZ DE LA SIERRA,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,2455,2780,2455,2780,5235
SANTA ROSA,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,56,57,56,57,113
SANTA ROSA DEL SARA,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,13,23,13,23,36
SANTIAGO DE CALLAPA,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,7,7,7,7,14
SANTIAGO DE HUARI,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,53,38,53,38,91
SANTIAGO DE HUATA,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,12,8,12,8,20
SANTIAGO DE MACHACA,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,13,33,13,33,46
SANTIVAÑES,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,4,12,4,12,16
SANTUARIO DE QUILLACAS,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,2,16,2,16,18
SAPAHAQUI,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,13,3,13,3,16
SENA,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,13,15,13,15,28
SHINAOTA,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,76,76,76,76,152
SICA SICA (VILLA AROMA),atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,39,39,39,39,78
SICAYA,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,4,12,4,12,16
SIPE SIPE,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,236,226,236,226,462
SOPACHUY,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,20,28,20,28,48
SORACACHI,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,8,23,8,23,31
SORATA,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,54,29,54,29,83
SUCRE,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,1412,1314,1412,1314,2726
TACACOMA,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,10,6,10,6,16
TACOPAYA,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,19,11,19,11,30
TAHUA,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,2,0,2,0,2
TAPACARI,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,35,47,35,47,82
TARABUCO,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,296,354,296,354,650
TARACO,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,15,15,15,15,30
TARATA,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,15,10,15,10,25
TARIJA,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,241,264,241,264,505
TARVITA,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,85,78,85,78,163
TEOPONTE,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,21,25,21,25,46
TIAWANACU,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,19,27,19,27,46
TINGUIPAYA,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,9,16,9,16,25
TIPUANI,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,17,8,17,8,25
TIQUIPAYA,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,904,720,904,720,1624
TIRAQUE (CBBA),atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,8,2,8,2,10
TOCO,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,17,23,17,23,40
TOLATA,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,34,11,34,11,45
TOLEDO,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,9,9,9,9,18
TOMAVE,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,35,22,35,22,57
TOMINA,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,138,176,138,176,314
TORO TORO,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,24,27,24,27,51
TOTORA(CBBA),atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,8,19,8,19,27
TRIGAL,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,22,30,22,30,52
TRINIDAD,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,100,112,100,112,212
TUPIZA,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,68,103,68,103,171
TURCO,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,6,3,6,3,9
UMALA,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,78,39,78,39,117
UNCIA,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,21,31,21,31,52
URIONDO (A. CONCEPCION),atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,10,13,10,13,23
URUBICHA,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,2,0,2,0,2
UYUNI,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,17,12,17,12,29
VACAS,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,21,27,21,27,48
VALLEGRANDE,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,83,90,83,90,173
VIACHA,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,186,155,186,155,341
VILA VILA,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,4,11,4,11,15
VILLA CHARCAS,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,8,7,8,7,15
VILLA MONTES,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,27,25,27,25,52
VILLA NUEVA (LOMA ALTA),atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,7,4,7,4,11
VILLA RIVERO,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,27,31,27,31,58
VILLA SERRANO,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,152,177,152,177,329
VILLA TUNARI,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,108,130,108,130,238
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,73,52,73,52,125
VILLAZON,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,123,95,123,95,218
VINTO,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,94,120,94,120,214
VITICHI,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,32,28,32,28,60
WALDO BALLIVIAN,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,17,5,17,5,22
WARNES,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,63,90,63,90,153
YACO,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,4,13,4,13,17
YACUIBA,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,16,18,16,18,34
YAMPARAEZ,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,58,54,58,54,112
YANACACHI,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,12,7,12,7,19
YAPACANI,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,54,61,54,61,115
YOCALLA,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,72,33,72,33,105
YOTALA,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,16,19,16,19,35
YUNCHARA,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,6,7,6,7,13
ZUDAÑEZ,atencion odontologica,consultas nuevas menores de 5 anos,2012-07-01,88,89,88,89,177
ACACIO,atencion odontologica,consultas nuevas menores de 5 anos,2012-08-01,38,31,38,31,69
ACHACACHI,atencion odontologica,consultas nuevas menores de 5 anos,2012-08-01,376,311,376,311,687
ACHOCALLA,atencion odontologica,consultas nuevas menores de 5 anos,2012-08-01,61,89,61,89,150
AIQUILE,atencion odontologica,consultas nuevas menores de 5 anos,2012-08-01,42,25,42,25,67
ALCALA,atencion odontologica,consultas nuevas menores de 5 anos,2012-08-01,83,68,83,68,151
ALTO BENI,atencion odontologica,consultas nuevas menores de 5 anos,2012-08-01,48,17,48,17,65
ANCORAIMES,atencion odontologica,consultas nuevas menores de 5 anos,2012-08-01,13,14,13,14,27
ANDAMARCA,atencion odontologica,consultas nuevas menores de 5 anos,2012-08-01,10,8,10,8,18
ANTEQUERA,atencion odontologica,consultas nuevas menores de 5 anos,2012-08-01,11,27,11,27,38
ANZALDO,atencion odontologica,consultas nuevas menores de 5 anos,2012-08-01,12,26,12,26,38
APOLO,atencion odontologica,consultas nuevas menores de 5 anos,2012-08-01,32,37,32,37,69
ARAMPAMPA,atencion odontologica,consultas nuevas menores de 5 anos,2012-08-01,9,13,9,13,22
ARANI,atencion odontologica,consultas nuevas menores de 5 anos,2012-08-01,46,16,46,16,62
ARBIETO,atencion odontologica,consultas nuevas menores de 5 anos,2012-08-01,53,58,53,58,111
ARQUE,atencion odontologica,consultas nuevas menores de 5 anos,2012-08-01,18,7,18,7,25
ASCENCION DE GUARAYOS,atencion odontologica,consultas nuevas menores de 5 anos,2012-08-01,33,9,33,9,42
ATOCHA,atencion odontologica,consultas nuevas menores de 5 anos,2012-08-01,49,43,49,43,92
AUCAPATA,atencion odontologica,consultas nuevas menores de 5 anos,2012-08-01,3,6,3,6,9
AYATA,atencion odontologica,consultas nuevas menores de 5 anos,2012-08-01,17,8,17,8,25
AYO AYO,atencion odontologica,consultas nuevas menores de 5 anos,2012-08-01,7,23,7,23,30
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,consultas nuevas menores de 5 anos,2012-08-01,80,74,80,74,154
AZURDUY,atencion odontologica,consultas nuevas menores de 5 anos,2012-08-01,49,66,49,66,115
BATALLAS,atencion odontologica,consultas nuevas menores de 5 anos,2012-08-01,40,59,40,59,99
BAURES,atencion odontologica,consultas nuevas menores de 5 anos,2012-08-01,2,0,2,0,2
BELEN DE ANDAMARCA,atencion odontologica,consultas nuevas menores de 5 anos,2012-08-01,0,2,0,2,2
BELEN DE URMIRI,atencion odontologica,consultas nuevas menores de 5 anos,2012-08-01,1,4,1,4,5
BELLA FLOR,atencion odontologica,consultas nuevas menores de 5 anos,2012-08-01,19,29,19,29,48
BERMEJO,atencion odontologica,consultas nuevas menores de 5 anos,2012-08-01,29,58,29,58,87
BETANZOS,atencion odontologica,consultas nuevas menores de 5 anos,2012-08-01,19,27,19,27,46
BOLIVAR,atencion odontologica,consultas nuevas menores de 5 anos,2012-08-01,16,27,16,27,43
BOLPEBRA,atencion odontologica,consultas nuevas menores de 5 anos,2012-08-01,14,12,14,12,26
BOYUIBE,atencion odontologica,consultas nuevas menores de 5 anos,2012-08-01,18,16,18,16,34
BUENA VISTA,atencion odontologica,consultas nuevas menores de 5 anos,2012-08-01,2,1,2,1,3
CABEZAS,atencion odontologica,consultas nuevas menores de 5 anos,2012-08-01,51,41,51,41,92
CAIROMA,atencion odontologica,consultas nuevas menores de 5 anos,2012-08-01,4,2,4,2,6
"CAIZA ""D""",atencion odontologica,consultas nuevas menores de 5 anos,2012-08-01,7,6,7,6,13
CAJUATA,atencion odontologica,consultas nuevas menores de 5 anos,2012-08-01,52,44,52,44,96
CALACOTO,atencion odontologica,consultas nuevas menores de 5 anos,2012-08-01,14,7,14,7,21
CALAMARCA,atencion odontologica,consultas nuevas menores de 5 anos,2012-08-01,105,118,105,118,223
CAMARGO,atencion odontologica,consultas nuevas menores de 5 anos,2012-08-01,48,37,48,37,85
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,consultas nuevas menores de 5 anos,2012-08-01,29,37,29,37,66
CAMIRI,atencion odontologica,consultas nuevas menores de 5 anos,2012-08-01,339,466,339,466,805
CAPINOTA,atencion odontologica,consultas nuevas menores de 5 anos,2012-08-01,76,88,76,88,164
CAQUIAVIRI,atencion odontologica,consultas nuevas menores de 5 anos,2012-08-01,16,15,16,15,31
CARACOLLO,atencion odontologica,consultas nuevas menores de 5 anos,2012-08-01,33,39,33,39,72
