,group,variable,month,CONSULTAS NUEVAS A MUJER EMBARAZADA O PUÉRPERA CANTIDAD,CONSULTAS NUEVAS A MUJER EMBARAZADA O PUÉRPERA CANTIDAD,TOTALES,TOTALES,TOTALES
SABAYA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,5,0,5,5
SACABA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,430,0,430,430
SACABAMBA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,16,0,16,16
SACACA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,6,0,6,6
SAIPINA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,29,0,29,29
SALINAS DE GARCI MENDOZA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,58,0,58,58
SAMAIPATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,46,0,46,46
SAN ANDRES,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,1,0,1,1
SAN ANDRES DE MACHACA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,16,0,16,16
SAN ANTONIO DE ESMORUCO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,2,0,2,2
SAN ANTONIO DE LOMERIO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,10,0,10,10
SAN BENITO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,39,0,39,39
SAN BORJA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,40,0,40,40
SAN BUENA VENTURA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,16,0,16,16
SAN CARLOS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,66,0,66,66
SAN IGNACIO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,26,0,26,26
SAN IGNACIO DE VELASCO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,24,0,24,24
SAN JAVIER(BNI),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,1,0,1,1
SAN JAVIER(STC),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,10,0,10,10
SAN JOAQUIN,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,3,0,3,3
SAN JOSE DE CHIQUITOS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,26,0,26,26
SAN JUAN DE YAPACANI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,7,0,7,7
SAN JULIAN,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,11,0,11,11
SAN LORENZO(TJA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,15,0,15,15
SAN LUCAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,46,0,46,46
SAN MATIAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,2,0,2,2
SAN MIGUEL DE VELASCO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,35,0,35,35
SAN PEDRO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,21,0,21,21
SAN PEDRO DE BUENA VISTA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,72,0,72,72
SAN PEDRO DE CURAHUARA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,14,0,14,14
SAN PEDRO DE TIQUINA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,3,0,3,3
SAN RAFAEL,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,19,0,19,19
SAN RAMON BENI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,16,0,16,16
SAN RAMON SCZ,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,11,0,11,11
SANTA ANA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,94,0,94,94
SANTA CRUZ DE LA SIERRA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,2783,0,2783,2783
SANTA ROSA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,7,0,7,7
SANTA ROSA DEL SARA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,56,0,56,56
SANTIAGO DE CALLAPA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,3,0,3,3
SANTIAGO DE HUARI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,16,0,16,16
SANTIAGO DE HUATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,12,0,12,12
SANTIAGO DE MACHACA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,3,0,3,3
SANTIVAÑES,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,7,0,7,7
SANTUARIO DE QUILLACAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,3,0,3,3
SAPAHAQUI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,7,0,7,7
SENA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,28,0,28,28
SHINAOTA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,116,0,116,116
SICA SICA (VILLA AROMA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,27,0,27,27
SICAYA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,32,0,32,32
SIPE SIPE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,235,0,235,235
SOPACHUY,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,38,0,38,38
SORACACHI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,20,0,20,20
SORATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,13,0,13,13
SUCRE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,966,0,966,966
TACACOMA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,24,0,24,24
TACOPAYA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,5,0,5,5
TAHUA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,3,0,3,3
TAPACARI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,89,0,89,89
TARABUCO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,98,0,98,98
TARACO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,11,0,11,11
TARATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,32,0,32,32
TARIJA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,195,0,195,195
TARVITA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,64,0,64,64
TEOPONTE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,17,0,17,17
TIAWANACU,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,24,0,24,24
TINGUIPAYA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,17,0,17,17
TIPUANI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,19,0,19,19
TIQUIPAYA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,657,0,657,657
TIRAQUE (CBBA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,65,0,65,65
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,6,0,6,6
TOCO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,48,0,48,48
TOLATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,12,0,12,12
TOLEDO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,4,0,4,4
TOMAVE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,46,0,46,46
TOMINA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,157,0,157,157
TORO TORO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,56,0,56,56
TOTORA(CBBA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,14,0,14,14
TRIGAL,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,6,0,6,6
TRINIDAD,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,185,0,185,185
TUPIZA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,104,0,104,104
TURCO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,2,0,2,2
UMALA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,7,0,7,7
UNCIA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,27,0,27,27
URIONDO (A. CONCEPCION),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,24,0,24,24
URUBICHA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,7,0,7,7
UYUNI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,24,0,24,24
VACAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,11,0,11,11
VALLEGRANDE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,78,0,78,78
VIACHA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,64,0,64,64
VILA VILA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,10,0,10,10
VILLA CHARCAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,37,0,37,37
VILLA MONTES,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,29,0,29,29
VILLA RIVERO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,17,0,17,17
VILLA SERRANO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,32,0,32,32
VILLA TUNARI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,262,0,262,262
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,61,0,61,61
VILLAZON,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,105,0,105,105
VINTO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,208,0,208,208
VITICHI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,15,0,15,15
WALDO BALLIVIAN,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,9,0,9,9
WARNES,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,107,0,107,107
YACO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,9,0,9,9
YACUIBA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,37,0,37,37
YAMPARAEZ,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,16,0,16,16
YANACACHI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,7,0,7,7
YAPACANI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,178,0,178,178
YOCALLA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,21,0,21,21
YOTALA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,31,0,31,31
YUNCHARA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,8,0,8,8
ZUDAÑEZ,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-07-01,0,40,0,40,40
ACACIO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,14,0,14,14
ACHACACHI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,169,0,169,169
ACHOCALLA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,24,0,24,24
AIQUILE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,48,0,48,48
ALALAY,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,18,0,18,18
ALCALA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,23,0,23,23
ALTO BENI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,7,0,7,7
ANCORAIMES,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,4,0,4,4
ANDAMARCA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,8,0,8,8
ANTEQUERA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,8,0,8,8
ANZALDO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,19,0,19,19
APOLO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,64,0,64,64
ARAMPAMPA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,15,0,15,15
ARANI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,91,0,91,91
ARBIETO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,51,0,51,51
ARQUE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,91,0,91,91
ASCENCION DE GUARAYOS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,52,0,52,52
ATOCHA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,20,0,20,20
AUCAPATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,3,0,3,3
AYATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,47,0,47,47
AYO AYO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,4,0,4,4
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,147,0,147,147
AZURDUY,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,83,0,83,83
BATALLAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,36,0,36,36
BAURES,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,10,0,10,10
BELEN DE ANDAMARCA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,12,0,12,12
BELEN DE URMIRI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,3,0,3,3
BELLA FLOR,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,5,0,5,5
BERMEJO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,55,0,55,55
BETANZOS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,13,0,13,13
BOLIVAR,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,5,0,5,5
BOLPEBRA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,8,0,8,8
BOYUIBE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,14,0,14,14
BUENA VISTA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,2,0,2,2
CABEZAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,32,0,32,32
CAIROMA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,3,0,3,3
"CAIZA ""D""",atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,10,0,10,10
CAJUATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,30,0,30,30
CALACOTO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,4,0,4,4
CALAMARCA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,73,0,73,73
CAMARGO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,51,0,51,51
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,25,0,25,25
CAMIRI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,243,0,243,243
CAPINOTA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,19,0,19,19
CAQUIAVIRI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,26,0,26,26
CARACOLLO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,31,0,31,31
CARANAVI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,53,0,53,53
CARAPARI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,8,0,8,8
CARIPUYO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,16,0,16,16
CARMEN RIVERO TORREZ,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,4,0,4,4
CATACORA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,7,0,7,7
CHALLAPATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,35,0,35,35
CHAQUI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,9,0,9,9
CHARAGUA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,68,0,68,68
CHARAÑA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,3,0,3,3
CHAYANTA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,13,0,13,13
CHIMORE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,58,0,58,58
CHOQUE COTA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,5,0,5,5
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,41,0,41,41
CHUMA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,19,0,19,19
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,8,0,8,8
CKOCHAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,14,0,14,14
CLIZA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,58,0,58,58
COBIJA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,321,0,321,321
COCAPATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,30,0,30,30
COCHABAMBA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,1405,0,1405,1405
COIPASA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,2,0,2,2
COLCAPIRHUA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,288,0,288,288
"COLCHA ""K""",atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,11,0,11,11
COLLANA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,26,0,26,26
COLOMI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,56,0,56,56
COLPA BELGICA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,36,0,36,36
COLQUECHACA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,42,0,42,42
COLQUIRI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,15,0,15,15
COMANCHE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,7,0,7,7
COMARAPA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,42,0,42,42
CONCEPCION,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,5,0,5,5
COPACABANA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,19,0,19,19
CORIPATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,6,0,6,6
CORO CORO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,11,0,11,11
COROICO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,32,0,32,32
CORQUE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,6,0,6,6
COTAGAITA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,22,0,22,22
COTOCA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,81,0,81,81
CUATRO CAÑADAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,51,0,51,51
CUEVO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,10,0,10,10
CULPINA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,37,0,37,37
CURAHUARA DE CARANGAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,1,0,1,1
CURVA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,1,0,1,1
DESAGUADERO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,15,0,15,15
EL ALTO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,1437,0,1437,1437
EL PUENTE(STC),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,38,0,38,38
EL PUENTE(TJA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,2,0,2,2
EL TORNO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,82,0,82,82
EL VILLAR,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,7,0,7,7
ENTRE RIOS TRJ,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,20,0,20,20
ENTRE RIOS CBBA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,38,0,38,38
ESCOMA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,1,0,1,1
EUCALIPTUS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,38,0,38,38
FERNANDEZ ALONSO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,32,0,32,32
FILADELFIA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,23,0,23,23
GENERAL SAAVEDRA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,65,0,65,65
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,20,0,20,20
GUANAY,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,13,0,13,13
GUAQUI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,9,0,9,9
GUAYARAMERIN,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,176,0,176,176
GUTIERREZ,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,85,0,85,85
HUACARETA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,58,0,58,58
HUACAYA (VILLA DE HUACAYA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,15,0,15,15
HUANUNI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,12,0,12,12
HUARACAJE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,29,0,29,29
HUAYLLAMARCA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,13,0,13,13
HUMANATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,5,0,5,5
ICHOCA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,7,0,7,7
ICLA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,62,0,62,62
INCAHUASI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,32,0,32,32
INQUISIVI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,7,0,7,7
IRUPANA (VILLA DE LANZA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,11,0,11,11
JESUS DE MACHACA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,9,0,9,9
LA ASUNTA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,55,0,55,55
LA GUARDIA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,94,0,94,94
LA PAZ,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,1716,0,1716,1716
LAGUNILLAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,5,0,5,5
LAJA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,13,0,13,13
LAS CARRERAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,6,0,6,6
LLALLAGUA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,213,0,213,213
LLICA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,14,0,14,14
LURIBAY,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,17,0,17,17
MACHACAMARCA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,16,0,16,16
MACHARETI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,22,0,22,22
MAGDALENA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,13,0,13,13
MAIRANA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,46,0,46,46
MALLA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,4,0,4,4
MAPIRI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,31,0,31,31
MECAPACA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,44,0,44,44
MINEROS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,16,0,16,16
MIZQUE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,44,0,44,44
MOCOMOCO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,30,0,30,30
MOJOCOYA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,6,0,6,6
MONTEAGUDO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,179,0,179,179
MONTERO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-08-01,0,138,0,138,138
