,group,variable,month,ENDODONCIAS CANTIDAD,ENDODONCIAS CANTIDAD,TOTALES,TOTALES,TOTALES
EL PUENTE(STC),atencion odontologica,endodoncias,2012-07-01,2,1,2,1,3
EL PUENTE(TJA),atencion odontologica,endodoncias,2012-07-01,8,13,8,13,21
EL TORNO,atencion odontologica,endodoncias,2012-07-01,14,41,14,41,55
EL VILLAR,atencion odontologica,endodoncias,2012-07-01,7,13,7,13,20
ENTRE RIOS TRJ,atencion odontologica,endodoncias,2012-07-01,16,18,16,18,34
ENTRE RIOS CBBA,atencion odontologica,endodoncias,2012-07-01,4,11,4,11,15
ESCOMA,atencion odontologica,endodoncias,2012-07-01,2,4,2,4,6
EUCALIPTUS,atencion odontologica,endodoncias,2012-07-01,4,4,4,4,8
FERNANDEZ ALONSO,atencion odontologica,endodoncias,2012-07-01,6,11,6,11,17
FILADELFIA,atencion odontologica,endodoncias,2012-07-01,6,3,6,3,9
GENERAL SAAVEDRA,atencion odontologica,endodoncias,2012-07-01,0,1,0,1,1
GUANAY,atencion odontologica,endodoncias,2012-07-01,6,11,6,11,17
GUAQUI,atencion odontologica,endodoncias,2012-07-01,7,6,7,6,13
GUAYARAMERIN,atencion odontologica,endodoncias,2012-07-01,12,27,12,27,39
GUTIERREZ,atencion odontologica,endodoncias,2012-07-01,4,18,4,18,22
HUACARETA,atencion odontologica,endodoncias,2012-07-01,3,7,3,7,10
HUACAYA (VILLA DE HUACAYA),atencion odontologica,endodoncias,2012-07-01,2,4,2,4,6
HUACHACALLA,atencion odontologica,endodoncias,2012-07-01,1,1,1,1,2
HUANUNI,atencion odontologica,endodoncias,2012-07-01,11,23,11,23,34
HUARACAJE,atencion odontologica,endodoncias,2012-07-01,1,1,1,1,2
HUARINA,atencion odontologica,endodoncias,2012-07-01,3,0,3,0,3
HUAYLLAMARCA,atencion odontologica,endodoncias,2012-07-01,2,0,2,0,2
HUMANATA,atencion odontologica,endodoncias,2012-07-01,0,5,0,5,5
ICLA,atencion odontologica,endodoncias,2012-07-01,4,5,4,5,9
INCAHUASI,atencion odontologica,endodoncias,2012-07-01,8,13,8,13,21
IRUPANA (VILLA DE LANZA),atencion odontologica,endodoncias,2012-07-01,2,8,2,8,10
JESUS DE MACHACA,atencion odontologica,endodoncias,2012-07-01,12,26,12,26,38
LA ASUNTA,atencion odontologica,endodoncias,2012-07-01,6,18,6,18,24
LA GUARDIA,atencion odontologica,endodoncias,2012-07-01,23,42,23,42,65
LA PAZ,atencion odontologica,endodoncias,2012-07-01,738,964,738,964,1702
LAGUNILLAS,atencion odontologica,endodoncias,2012-07-01,3,8,3,8,11
LAJA,atencion odontologica,endodoncias,2012-07-01,16,30,16,30,46
LAS CARRERAS,atencion odontologica,endodoncias,2012-07-01,0,2,0,2,2
LLALLAGUA,atencion odontologica,endodoncias,2012-07-01,16,38,16,38,54
LLICA,atencion odontologica,endodoncias,2012-07-01,2,1,2,1,3
LURIBAY,atencion odontologica,endodoncias,2012-07-01,1,1,1,1,2
MACHACAMARCA,atencion odontologica,endodoncias,2012-07-01,2,22,2,22,24
MACHARETI,atencion odontologica,endodoncias,2012-07-01,4,3,4,3,7
MAIRANA,atencion odontologica,endodoncias,2012-07-01,7,2,7,2,9
MAPIRI,atencion odontologica,endodoncias,2012-07-01,9,17,9,17,26
MECAPACA,atencion odontologica,endodoncias,2012-07-01,0,2,0,2,2
MINEROS,atencion odontologica,endodoncias,2012-07-01,6,8,6,8,14
MIZQUE,atencion odontologica,endodoncias,2012-07-01,5,9,5,9,14
MOCOMOCO,atencion odontologica,endodoncias,2012-07-01,1,0,1,0,1
MOJOCOYA,atencion odontologica,endodoncias,2012-07-01,5,15,5,15,20
MONTEAGUDO,atencion odontologica,endodoncias,2012-07-01,17,48,17,48,65
MONTERO,atencion odontologica,endodoncias,2012-07-01,49,68,49,68,117
MOROCHATA,atencion odontologica,endodoncias,2012-07-01,0,1,0,1,1
OCURI,atencion odontologica,endodoncias,2012-07-01,3,8,3,8,11
OKINAWA,atencion odontologica,endodoncias,2012-07-01,4,1,4,1,5
OMEREQUE,atencion odontologica,endodoncias,2012-07-01,3,2,3,2,5
ORURO,atencion odontologica,endodoncias,2012-07-01,263,388,263,388,651
PADCAYA,atencion odontologica,endodoncias,2012-07-01,23,24,23,24,47
PADILLA,atencion odontologica,endodoncias,2012-07-01,3,6,3,6,9
PAILON,atencion odontologica,endodoncias,2012-07-01,2,6,2,6,8
PALCA,atencion odontologica,endodoncias,2012-07-01,3,3,3,3,6
PALOS BLANCOS,atencion odontologica,endodoncias,2012-07-01,2,3,2,3,5
PAMPA AULLAGAS,atencion odontologica,endodoncias,2012-07-01,2,2,2,2,4
PAMPA GRANDE,atencion odontologica,endodoncias,2012-07-01,0,3,0,3,3
PAPEL PAMPA,atencion odontologica,endodoncias,2012-07-01,0,4,0,4,4
PASORAPA,atencion odontologica,endodoncias,2012-07-01,2,3,2,3,5
PATACAMAYA,atencion odontologica,endodoncias,2012-07-01,2,2,2,2,4
PAZÑA,atencion odontologica,endodoncias,2012-07-01,0,3,0,3,3
PELECHUCO,atencion odontologica,endodoncias,2012-07-01,0,1,0,1,1
POCOATA,atencion odontologica,endodoncias,2012-07-01,4,6,4,6,10
POCONA,atencion odontologica,endodoncias,2012-07-01,6,11,6,11,17
POJO (CBBA),atencion odontologica,endodoncias,2012-07-01,2,12,2,12,14
POOPO,atencion odontologica,endodoncias,2012-07-01,6,11,6,11,17
PORCO,atencion odontologica,endodoncias,2012-07-01,2,16,2,16,18
POROMA,atencion odontologica,endodoncias,2012-07-01,2,5,2,5,7
PORONGO,atencion odontologica,endodoncias,2012-07-01,0,1,0,1,1
PORTACHUELO,atencion odontologica,endodoncias,2012-07-01,2,7,2,7,9
PORVENIR,atencion odontologica,endodoncias,2012-07-01,3,11,3,11,14
POTOSI,atencion odontologica,endodoncias,2012-07-01,277,385,277,385,662
PRESTO,atencion odontologica,endodoncias,2012-07-01,1,0,1,0,1
PUCARANI,atencion odontologica,endodoncias,2012-07-01,1,0,1,0,1
PUERTO ACOSTA,atencion odontologica,endodoncias,2012-07-01,1,3,1,3,4
PUERTO CARABUCO,atencion odontologica,endodoncias,2012-07-01,0,1,0,1,1
PUERTO GONZALO MORENO,atencion odontologica,endodoncias,2012-07-01,5,7,5,7,12
PUERTO RICO,atencion odontologica,endodoncias,2012-07-01,4,0,4,0,4
PUERTO SUAREZ,atencion odontologica,endodoncias,2012-07-01,7,7,7,7,14
PUERTO VILLARROEL,atencion odontologica,endodoncias,2012-07-01,29,68,29,68,97
PUNA,atencion odontologica,endodoncias,2012-07-01,1,0,1,0,1
PUNATA,atencion odontologica,endodoncias,2012-07-01,54,74,54,74,128
QUILLACOLLO,atencion odontologica,endodoncias,2012-07-01,90,94,90,94,184
QUIME,atencion odontologica,endodoncias,2012-07-01,2,1,2,1,3
RAVELO,atencion odontologica,endodoncias,2012-07-01,2,4,2,4,6
REYES,atencion odontologica,endodoncias,2012-07-01,1,1,1,1,2
RIBERALTA,atencion odontologica,endodoncias,2012-07-01,6,13,6,13,19
ROBORE,atencion odontologica,endodoncias,2012-07-01,3,2,3,2,5
SABAYA,atencion odontologica,endodoncias,2012-07-01,2,5,2,5,7
SACABA,atencion odontologica,endodoncias,2012-07-01,92,116,92,116,208
SACABAMBA,atencion odontologica,endodoncias,2012-07-01,0,1,0,1,1
SACACA,atencion odontologica,endodoncias,2012-07-01,1,3,1,3,4
SAIPINA,atencion odontologica,endodoncias,2012-07-01,6,6,6,6,12
SALINAS DE GARCI MENDOZA,atencion odontologica,endodoncias,2012-07-01,0,9,0,9,9
SAMAIPATA,atencion odontologica,endodoncias,2012-07-01,2,4,2,4,6
SAN ANDRES,atencion odontologica,endodoncias,2012-07-01,5,3,5,3,8
SAN ANDRES DE MACHACA,atencion odontologica,endodoncias,2012-07-01,5,6,5,6,11
SAN ANTONIO DE ESMORUCO,atencion odontologica,endodoncias,2012-07-01,0,1,0,1,1
SAN BENITO,atencion odontologica,endodoncias,2012-07-01,17,11,17,11,28
SAN BORJA,atencion odontologica,endodoncias,2012-07-01,14,33,14,33,47
SAN BUENA VENTURA,atencion odontologica,endodoncias,2012-07-01,0,1,0,1,1
SAN CARLOS,atencion odontologica,endodoncias,2012-07-01,9,47,9,47,56
SAN IGNACIO,atencion odontologica,endodoncias,2012-07-01,0,6,0,6,6
SAN IGNACIO DE VELASCO,atencion odontologica,endodoncias,2012-07-01,4,6,4,6,10
SAN JAVIER(STC),atencion odontologica,endodoncias,2012-07-01,9,2,9,2,11
SAN JOAQUIN,atencion odontologica,endodoncias,2012-07-01,1,4,1,4,5
SAN JOSE DE CHIQUITOS,atencion odontologica,endodoncias,2012-07-01,1,2,1,2,3
SAN JULIAN,atencion odontologica,endodoncias,2012-07-01,1,2,1,2,3
SAN LORENZO(TJA),atencion odontologica,endodoncias,2012-07-01,30,45,30,45,75
SAN LUCAS,atencion odontologica,endodoncias,2012-07-01,10,23,10,23,33
SAN MATIAS,atencion odontologica,endodoncias,2012-07-01,2,2,2,2,4
SAN MIGUEL DE VELASCO,atencion odontologica,endodoncias,2012-07-01,10,29,10,29,39
SAN PEDRO,atencion odontologica,endodoncias,2012-07-01,11,7,11,7,18
SAN PEDRO DE BUENA VISTA,atencion odontologica,endodoncias,2012-07-01,2,10,2,10,12
SAN PEDRO DE TIQUINA,atencion odontologica,endodoncias,2012-07-01,1,0,1,0,1
SAN RAFAEL,atencion odontologica,endodoncias,2012-07-01,2,3,2,3,5
SAN RAMON BENI,atencion odontologica,endodoncias,2012-07-01,3,8,3,8,11
SAN RAMON SCZ,atencion odontologica,endodoncias,2012-07-01,5,3,5,3,8
SANTA ANA,atencion odontologica,endodoncias,2012-07-01,11,27,11,27,38
SANTA CRUZ DE LA SIERRA,atencion odontologica,endodoncias,2012-07-01,493,702,493,702,1195
SANTA ROSA,atencion odontologica,endodoncias,2012-07-01,1,2,1,2,3
SANTA ROSA DEL SARA,atencion odontologica,endodoncias,2012-07-01,0,4,0,4,4
SANTIAGO DE HUARI,atencion odontologica,endodoncias,2012-07-01,8,8,8,8,16
SANTIAGO DE HUATA,atencion odontologica,endodoncias,2012-07-01,3,13,3,13,16
SANTIAGO DE MACHACA,atencion odontologica,endodoncias,2012-07-01,9,11,9,11,20
SANTIVAÑES,atencion odontologica,endodoncias,2012-07-01,4,8,4,8,12
SAPAHAQUI,atencion odontologica,endodoncias,2012-07-01,2,4,2,4,6
SHINAOTA,atencion odontologica,endodoncias,2012-07-01,5,3,5,3,8
SICA SICA (VILLA AROMA),atencion odontologica,endodoncias,2012-07-01,6,4,6,4,10
SIPE SIPE,atencion odontologica,endodoncias,2012-07-01,48,75,48,75,123
SOPACHUY,atencion odontologica,endodoncias,2012-07-01,5,11,5,11,16
SORACACHI,atencion odontologica,endodoncias,2012-07-01,4,4,4,4,8
SORATA,atencion odontologica,endodoncias,2012-07-01,18,17,18,17,35
SUCRE,atencion odontologica,endodoncias,2012-07-01,424,583,424,583,1007
TAHUA,atencion odontologica,endodoncias,2012-07-01,1,1,1,1,2
TAPACARI,atencion odontologica,endodoncias,2012-07-01,6,8,6,8,14
TARABUCO,atencion odontologica,endodoncias,2012-07-01,8,10,8,10,18
TARATA,atencion odontologica,endodoncias,2012-07-01,0,2,0,2,2
TARIJA,atencion odontologica,endodoncias,2012-07-01,690,827,690,827,1517
TARVITA,atencion odontologica,endodoncias,2012-07-01,4,4,4,4,8
TEOPONTE,atencion odontologica,endodoncias,2012-07-01,1,5,1,5,6
TIAWANACU,atencion odontologica,endodoncias,2012-07-01,4,11,4,11,15
TINGUIPAYA,atencion odontologica,endodoncias,2012-07-01,0,1,0,1,1
TIPUANI,atencion odontologica,endodoncias,2012-07-01,1,1,1,1,2
TIQUIPAYA,atencion odontologica,endodoncias,2012-07-01,40,49,40,49,89
TOCO,atencion odontologica,endodoncias,2012-07-01,6,14,6,14,20
TOLATA,atencion odontologica,endodoncias,2012-07-01,2,5,2,5,7
TOLEDO,atencion odontologica,endodoncias,2012-07-01,5,3,5,3,8
TOMAVE,atencion odontologica,endodoncias,2012-07-01,3,3,3,3,6
TOMINA,atencion odontologica,endodoncias,2012-07-01,12,55,12,55,67
TORO TORO,atencion odontologica,endodoncias,2012-07-01,4,4,4,4,8
TOTORA(CBBA),atencion odontologica,endodoncias,2012-07-01,4,4,4,4,8
TOTORA(ORR),atencion odontologica,endodoncias,2012-07-01,1,0,1,0,1
TRINIDAD,atencion odontologica,endodoncias,2012-07-01,46,79,46,79,125
TUPIZA,atencion odontologica,endodoncias,2012-07-01,126,80,126,80,206
TURCO,atencion odontologica,endodoncias,2012-07-01,5,1,5,1,6
UNCIA,atencion odontologica,endodoncias,2012-07-01,9,19,9,19,28
URIONDO (A. CONCEPCION),atencion odontologica,endodoncias,2012-07-01,36,37,36,37,73
URUBICHA,atencion odontologica,endodoncias,2012-07-01,1,2,1,2,3
UYUNI,atencion odontologica,endodoncias,2012-07-01,2,13,2,13,15
VACAS,atencion odontologica,endodoncias,2012-07-01,3,5,3,5,8
VALLEGRANDE,atencion odontologica,endodoncias,2012-07-01,46,41,46,41,87
VIACHA,atencion odontologica,endodoncias,2012-07-01,19,26,19,26,45
VILLA CHARCAS,atencion odontologica,endodoncias,2012-07-01,1,7,1,7,8
VILLA MONTES,atencion odontologica,endodoncias,2012-07-01,56,106,56,106,162
VILLA RIVERO,atencion odontologica,endodoncias,2012-07-01,1,4,1,4,5
VILLA SERRANO,atencion odontologica,endodoncias,2012-07-01,0,4,0,4,4
VILLA TUNARI,atencion odontologica,endodoncias,2012-07-01,43,43,43,43,86
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,endodoncias,2012-07-01,4,11,4,11,15
VILLAZON,atencion odontologica,endodoncias,2012-07-01,57,68,57,68,125
VINTO,atencion odontologica,endodoncias,2012-07-01,9,21,9,21,30
VITICHI,atencion odontologica,endodoncias,2012-07-01,8,6,8,6,14
WALDO BALLIVIAN,atencion odontologica,endodoncias,2012-07-01,0,1,0,1,1
WARNES,atencion odontologica,endodoncias,2012-07-01,5,12,5,12,17
YACUIBA,atencion odontologica,endodoncias,2012-07-01,65,97,65,97,162
YAMPARAEZ,atencion odontologica,endodoncias,2012-07-01,6,1,6,1,7
YANACACHI,atencion odontologica,endodoncias,2012-07-01,4,2,4,2,6
YAPACANI,atencion odontologica,endodoncias,2012-07-01,18,57,18,57,75
YOCALLA,atencion odontologica,endodoncias,2012-07-01,1,1,1,1,2
YOTALA,atencion odontologica,endodoncias,2012-07-01,8,5,8,5,13
YUNCHARA,atencion odontologica,endodoncias,2012-07-01,3,11,3,11,14
ACACIO,atencion odontologica,endodoncias,2012-08-01,0,2,0,2,2
ACHACACHI,atencion odontologica,endodoncias,2012-08-01,44,45,44,45,89
ACHOCALLA,atencion odontologica,endodoncias,2012-08-01,5,3,5,3,8
AIQUILE,atencion odontologica,endodoncias,2012-08-01,11,11,11,11,22
ALALAY,atencion odontologica,endodoncias,2012-08-01,0,1,0,1,1
ALCALA,atencion odontologica,endodoncias,2012-08-01,5,6,5,6,11
ALTO BENI,atencion odontologica,endodoncias,2012-08-01,4,1,4,1,5
ANDAMARCA,atencion odontologica,endodoncias,2012-08-01,1,4,1,4,5
ANTEQUERA,atencion odontologica,endodoncias,2012-08-01,4,2,4,2,6
ANZALDO,atencion odontologica,endodoncias,2012-08-01,3,3,3,3,6
ARANI,atencion odontologica,endodoncias,2012-08-01,0,13,0,13,13
ARBIETO,atencion odontologica,endodoncias,2012-08-01,1,3,1,3,4
ARQUE,atencion odontologica,endodoncias,2012-08-01,0,3,0,3,3
ASCENCION DE GUARAYOS,atencion odontologica,endodoncias,2012-08-01,6,0,6,0,6
ATOCHA,atencion odontologica,endodoncias,2012-08-01,85,115,85,115,200
AYATA,atencion odontologica,endodoncias,2012-08-01,1,1,1,1,2
AYO AYO,atencion odontologica,endodoncias,2012-08-01,0,2,0,2,2
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,endodoncias,2012-08-01,37,34,37,34,71
AZURDUY,atencion odontologica,endodoncias,2012-08-01,5,9,5,9,14
BATALLAS,atencion odontologica,endodoncias,2012-08-01,0,2,0,2,2
BAURES,atencion odontologica,endodoncias,2012-08-01,7,2,7,2,9
BERMEJO,atencion odontologica,endodoncias,2012-08-01,42,84,42,84,126
BETANZOS,atencion odontologica,endodoncias,2012-08-01,2,11,2,11,13
BOLIVAR,atencion odontologica,endodoncias,2012-08-01,7,11,7,11,18
BOYUIBE,atencion odontologica,endodoncias,2012-08-01,1,1,1,1,2
BUENA VISTA,atencion odontologica,endodoncias,2012-08-01,3,2,3,2,5
CABEZAS,atencion odontologica,endodoncias,2012-08-01,0,2,0,2,2
CAIROMA,atencion odontologica,endodoncias,2012-08-01,2,6,2,6,8
CAJUATA,atencion odontologica,endodoncias,2012-08-01,3,3,3,3,6
CALACOTO,atencion odontologica,endodoncias,2012-08-01,3,0,3,0,3
CALAMARCA,atencion odontologica,endodoncias,2012-08-01,6,26,6,26,32
CAMARGO,atencion odontologica,endodoncias,2012-08-01,29,25,29,25,54
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,endodoncias,2012-08-01,1,4,1,4,5
CAMIRI,atencion odontologica,endodoncias,2012-08-01,15,43,15,43,58
CAPINOTA,atencion odontologica,endodoncias,2012-08-01,39,33,39,33,72
CAQUIAVIRI,atencion odontologica,endodoncias,2012-08-01,0,1,0,1,1
CARACOLLO,atencion odontologica,endodoncias,2012-08-01,6,14,6,14,20
CARANAVI,atencion odontologica,endodoncias,2012-08-01,6,2,6,2,8
CARAPARI,atencion odontologica,endodoncias,2012-08-01,15,11,15,11,26
CARIPUYO,atencion odontologica,endodoncias,2012-08-01,2,1,2,1,3
CARMEN RIVERO TORREZ,atencion odontologica,endodoncias,2012-08-01,0,1,0,1,1
CHACARILLA,atencion odontologica,endodoncias,2012-08-01,0,1,0,1,1
CHALLAPATA,atencion odontologica,endodoncias,2012-08-01,8,21,8,21,29
CHAQUI,atencion odontologica,endodoncias,2012-08-01,1,4,1,4,5
CHARAGUA,atencion odontologica,endodoncias,2012-08-01,2,6,2,6,8
CHARAÑA,atencion odontologica,endodoncias,2012-08-01,0,2,0,2,2
CHAYANTA,atencion odontologica,endodoncias,2012-08-01,2,3,2,3,5
CHIMORE,atencion odontologica,endodoncias,2012-08-01,7,9,7,9,16
CHIPAYA,atencion odontologica,endodoncias,2012-08-01,1,1,1,1,2
CHOQUE COTA,atencion odontologica,endodoncias,2012-08-01,0,6,0,6,6
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,endodoncias,2012-08-01,5,1,5,1,6
CHUMA,atencion odontologica,endodoncias,2012-08-01,17,34,17,34,51
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,endodoncias,2012-08-01,1,0,1,0,1
CKOCHAS,atencion odontologica,endodoncias,2012-08-01,0,8,0,8,8
CLIZA,atencion odontologica,endodoncias,2012-08-01,25,30,25,30,55
COBIJA,atencion odontologica,endodoncias,2012-08-01,8,19,8,19,27
COCAPATA,atencion odontologica,endodoncias,2012-08-01,6,3,6,3,9
COCHABAMBA,atencion odontologica,endodoncias,2012-08-01,1133,1178,1133,1178,2311
COIPASA,atencion odontologica,endodoncias,2012-08-01,2,3,2,3,5
COLCAPIRHUA,atencion odontologica,endodoncias,2012-08-01,27,30,27,30,57
"COLCHA ""K""",atencion odontologica,endodoncias,2012-08-01,1,4,1,4,5
COLLANA,atencion odontologica,endodoncias,2012-08-01,1,4,1,4,5
COLOMI,atencion odontologica,endodoncias,2012-08-01,1,2,1,2,3
COLPA BELGICA,atencion odontologica,endodoncias,2012-08-01,0,1,0,1,1
COLQUECHACA,atencion odontologica,endodoncias,2012-08-01,5,10,5,10,15
COLQUENCHA,atencion odontologica,endodoncias,2012-08-01,8,14,8,14,22
COLQUIRI,atencion odontologica,endodoncias,2012-08-01,1,1,1,1,2
COMANCHE,atencion odontologica,endodoncias,2012-08-01,1,0,1,0,1
COMARAPA,atencion odontologica,endodoncias,2012-08-01,17,29,17,29,46
CONCEPCION,atencion odontologica,endodoncias,2012-08-01,9,15,9,15,24
CORIPATA,atencion odontologica,endodoncias,2012-08-01,1,1,1,1,2
CORO CORO,atencion odontologica,endodoncias,2012-08-01,6,5,6,5,11
COROICO,atencion odontologica,endodoncias,2012-08-01,25,34,25,34,59
CORQUE,atencion odontologica,endodoncias,2012-08-01,0,2,0,2,2
COTAGAITA,atencion odontologica,endodoncias,2012-08-01,21,22,21,22,43
COTOCA,atencion odontologica,endodoncias,2012-08-01,3,1,3,1,4
CUATRO CAÑADAS,atencion odontologica,endodoncias,2012-08-01,1,6,1,6,7
CULPINA,atencion odontologica,endodoncias,2012-08-01,0,9,0,9,9
CURAHUARA DE CARANGAS,atencion odontologica,endodoncias,2012-08-01,0,1,0,1,1
DESAGUADERO,atencion odontologica,endodoncias,2012-08-01,0,1,0,1,1
EL ALTO,atencion odontologica,endodoncias,2012-08-01,613,756,613,756,1369
EL PUENTE(TJA),atencion odontologica,endodoncias,2012-08-01,1,8,1,8,9
EL TORNO,atencion odontologica,endodoncias,2012-08-01,12,29,12,29,41
EL VILLAR,atencion odontologica,endodoncias,2012-08-01,3,3,3,3,6
ENTRE RIOS TRJ,atencion odontologica,endodoncias,2012-08-01,9,27,9,27,36
ENTRE RIOS CBBA,atencion odontologica,endodoncias,2012-08-01,7,9,7,9,16
ESCOMA,atencion odontologica,endodoncias,2012-08-01,4,2,4,2,6
EUCALIPTUS,atencion odontologica,endodoncias,2012-08-01,2,4,2,4,6
FERNANDEZ ALONSO,atencion odontologica,endodoncias,2012-08-01,13,7,13,7,20
FILADELFIA,atencion odontologica,endodoncias,2012-08-01,1,5,1,5,6
GENERAL SAAVEDRA,atencion odontologica,endodoncias,2012-08-01,1,2,1,2,3
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,endodoncias,2012-08-01,1,1,1,1,2
GUANAY,atencion odontologica,endodoncias,2012-08-01,8,12,8,12,20
GUAQUI,atencion odontologica,endodoncias,2012-08-01,2,6,2,6,8
GUAYARAMERIN,atencion odontologica,endodoncias,2012-08-01,120,15,120,15,135
GUTIERREZ,atencion odontologica,endodoncias,2012-08-01,4,23,4,23,27
HUACARETA,atencion odontologica,endodoncias,2012-08-01,1,7,1,7,8
HUACAYA (VILLA DE HUACAYA),atencion odontologica,endodoncias,2012-08-01,0,1,0,1,1
HUANUNI,atencion odontologica,endodoncias,2012-08-01,9,14,9,14,23
HUARACAJE,atencion odontologica,endodoncias,2012-08-01,2,3,2,3,5
HUARINA,atencion odontologica,endodoncias,2012-08-01,1,2,1,2,3
HUAYLLAMARCA,atencion odontologica,endodoncias,2012-08-01,4,5,4,5,9
HUMANATA,atencion odontologica,endodoncias,2012-08-01,2,2,2,2,4
ICLA,atencion odontologica,endodoncias,2012-08-01,4,9,4,9,13
INCAHUASI,atencion odontologica,endodoncias,2012-08-01,6,5,6,5,11
IRUPANA (VILLA DE LANZA),atencion odontologica,endodoncias,2012-08-01,2,3,2,3,5
JESUS DE MACHACA,atencion odontologica,endodoncias,2012-08-01,10,12,10,12,22
LA ASUNTA,atencion odontologica,endodoncias,2012-08-01,14,16,14,16,30
LA GUARDIA,atencion odontologica,endodoncias,2012-08-01,34,36,34,36,70
LA PAZ,atencion odontologica,endodoncias,2012-08-01,847,1019,847,1019,1866
LAGUNILLAS,atencion odontologica,endodoncias,2012-08-01,1,6,1,6,7
LAJA,atencion odontologica,endodoncias,2012-08-01,2,12,2,12,14
LAS CARRERAS,atencion odontologica,endodoncias,2012-08-01,2,4,2,4,6
LICOMA PAMPA,atencion odontologica,endodoncias,2012-08-01,2,0,2,0,2
LLALLAGUA,atencion odontologica,endodoncias,2012-08-01,12,37,12,37,49
LURIBAY,atencion odontologica,endodoncias,2012-08-01,4,1,4,1,5
MACHACAMARCA,atencion odontologica,endodoncias,2012-08-01,9,7,9,7,16
MACHARETI,atencion odontologica,endodoncias,2012-08-01,3,0,3,0,3
MAGDALENA,atencion odontologica,endodoncias,2012-08-01,1,2,1,2,3
MAIRANA,atencion odontologica,endodoncias,2012-08-01,1,1,1,1,2
MALLA,atencion odontologica,endodoncias,2012-08-01,0,1,0,1,1
MAPIRI,atencion odontologica,endodoncias,2012-08-01,6,15,6,15,21
MINEROS,atencion odontologica,endodoncias,2012-08-01,0,6,0,6,6
MIZQUE,atencion odontologica,endodoncias,2012-08-01,2,3,2,3,5
MOCOMOCO,atencion odontologica,endodoncias,2012-08-01,3,3,3,3,6
MOJOCOYA,atencion odontologica,endodoncias,2012-08-01,3,6,3,6,9
MONTEAGUDO,atencion odontologica,endodoncias,2012-08-01,15,42,15,42,57
MONTERO,atencion odontologica,endodoncias,2012-08-01,40,54,40,54,94
OCURI,atencion odontologica,endodoncias,2012-08-01,1,3,1,3,4
OKINAWA,atencion odontologica,endodoncias,2012-08-01,4,3,4,3,7
OMEREQUE,atencion odontologica,endodoncias,2012-08-01,6,8,6,8,14
ORURO,atencion odontologica,endodoncias,2012-08-01,412,343,412,343,755
PADCAYA,atencion odontologica,endodoncias,2012-08-01,9,15,9,15,24
PADILLA,atencion odontologica,endodoncias,2012-08-01,4,5,4,5,9
PAILON,atencion odontologica,endodoncias,2012-08-01,4,12,4,12,16
PALCA,atencion odontologica,endodoncias,2012-08-01,2,0,2,0,2
PALOS BLANCOS,atencion odontologica,endodoncias,2012-08-01,0,7,0,7,7
PAMPA AULLAGAS,atencion odontologica,endodoncias,2012-08-01,2,1,2,1,3
PAMPA GRANDE,atencion odontologica,endodoncias,2012-08-01,1,7,1,7,8
PAPEL PAMPA,atencion odontologica,endodoncias,2012-08-01,2,0,2,0,2
PASORAPA,atencion odontologica,endodoncias,2012-08-01,0,1,0,1,1
PATACAMAYA,atencion odontologica,endodoncias,2012-08-01,25,0,25,0,25
PAZÑA,atencion odontologica,endodoncias,2012-08-01,2,3,2,3,5
PELECHUCO,atencion odontologica,endodoncias,2012-08-01,0,2,0,2,2
POCOATA,atencion odontologica,endodoncias,2012-08-01,4,2,4,2,6
POCONA,atencion odontologica,endodoncias,2012-08-01,3,11,3,11,14
POJO (CBBA),atencion odontologica,endodoncias,2012-08-01,10,19,10,19,29
POOPO,atencion odontologica,endodoncias,2012-08-01,3,6,3,6,9
PORCO,atencion odontologica,endodoncias,2012-08-01,8,9,8,9,17
POROMA,atencion odontologica,endodoncias,2012-08-01,6,9,6,9,15
PORONGO,atencion odontologica,endodoncias,2012-08-01,0,1,0,1,1
PORTACHUELO,atencion odontologica,endodoncias,2012-08-01,1,5,1,5,6
PORVENIR,atencion odontologica,endodoncias,2012-08-01,7,8,7,8,15
POTOSI,atencion odontologica,endodoncias,2012-08-01,245,416,245,416,661
PRESTO,atencion odontologica,endodoncias,2012-08-01,0,1,0,1,1
PUERTO CARABUCO,atencion odontologica,endodoncias,2012-08-01,1,2,1,2,3
PUERTO RICO,atencion odontologica,endodoncias,2012-08-01,3,6,3,6,9
PUERTO SILES,atencion odontologica,endodoncias,2012-08-01,0,2,0,2,2
PUERTO SUAREZ,atencion odontologica,endodoncias,2012-08-01,0,4,0,4,4
PUERTO VILLARROEL,atencion odontologica,endodoncias,2012-08-01,79,109,79,109,188
PUNA,atencion odontologica,endodoncias,2012-08-01,2,2,2,2,4
PUNATA,atencion odontologica,endodoncias,2012-08-01,29,53,29,53,82
QUILLACOLLO,atencion odontologica,endodoncias,2012-08-01,37,44,37,44,81
QUIME,atencion odontologica,endodoncias,2012-08-01,0,4,0,4,4
QUIRUSILLAS,atencion odontologica,endodoncias,2012-08-01,0,2,0,2,2
RAVELO,atencion odontologica,endodoncias,2012-08-01,3,12,3,12,15
