,group,variable,month,PERIODONCIAS CANTIDAD,PERIODONCIAS CANTIDAD,TOTALES,TOTALES,TOTALES
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,periodoncias,2012-07-01,11,19,11,19,30
AZURDUY,atencion odontologica,periodoncias,2012-07-01,2,0,2,0,2
BATALLAS,atencion odontologica,periodoncias,2012-07-01,1,6,1,6,7
BELEN DE ANDAMARCA,atencion odontologica,periodoncias,2012-07-01,0,7,0,7,7
BELLA FLOR,atencion odontologica,periodoncias,2012-07-01,1,1,1,1,2
BERMEJO,atencion odontologica,periodoncias,2012-07-01,45,65,45,65,110
BETANZOS,atencion odontologica,periodoncias,2012-07-01,4,5,4,5,9
BOLIVAR,atencion odontologica,periodoncias,2012-07-01,2,3,2,3,5
BUENA VISTA,atencion odontologica,periodoncias,2012-07-01,1,2,1,2,3
CABEZAS,atencion odontologica,periodoncias,2012-07-01,17,27,17,27,44
CAJUATA,atencion odontologica,periodoncias,2012-07-01,0,3,0,3,3
CALACOTO,atencion odontologica,periodoncias,2012-07-01,1,0,1,0,1
CALAMARCA,atencion odontologica,periodoncias,2012-07-01,2,7,2,7,9
CAMARGO,atencion odontologica,periodoncias,2012-07-01,1,10,1,10,11
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,periodoncias,2012-07-01,0,1,0,1,1
CAMIRI,atencion odontologica,periodoncias,2012-07-01,34,81,34,81,115
CAPINOTA,atencion odontologica,periodoncias,2012-07-01,18,29,18,29,47
CARACOLLO,atencion odontologica,periodoncias,2012-07-01,1,23,1,23,24
CARANAVI,atencion odontologica,periodoncias,2012-07-01,7,4,7,4,11
CARAPARI,atencion odontologica,periodoncias,2012-07-01,7,18,7,18,25
CARIPUYO,atencion odontologica,periodoncias,2012-07-01,1,0,1,0,1
CARMEN RIVERO TORREZ,atencion odontologica,periodoncias,2012-07-01,4,16,4,16,20
CHALLAPATA,atencion odontologica,periodoncias,2012-07-01,5,4,5,4,9
CHARAGUA,atencion odontologica,periodoncias,2012-07-01,3,5,3,5,8
CHARAÑA,atencion odontologica,periodoncias,2012-07-01,1,0,1,0,1
CHIMORE,atencion odontologica,periodoncias,2012-07-01,5,9,5,9,14
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,periodoncias,2012-07-01,5,10,5,10,15
CHUMA,atencion odontologica,periodoncias,2012-07-01,5,3,5,3,8
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,periodoncias,2012-07-01,0,3,0,3,3
CLIZA,atencion odontologica,periodoncias,2012-07-01,16,18,16,18,34
COBIJA,atencion odontologica,periodoncias,2012-07-01,10,21,10,21,31
COCAPATA,atencion odontologica,periodoncias,2012-07-01,0,8,0,8,8
COCHABAMBA,atencion odontologica,periodoncias,2012-07-01,687,1224,687,1224,1911
COIPASA,atencion odontologica,periodoncias,2012-07-01,0,1,0,1,1
COLCAPIRHUA,atencion odontologica,periodoncias,2012-07-01,5,26,5,26,31
"COLCHA ""K""",atencion odontologica,periodoncias,2012-07-01,0,1,0,1,1
COLOMI,atencion odontologica,periodoncias,2012-07-01,1,8,1,8,9
COLPA BELGICA,atencion odontologica,periodoncias,2012-07-01,0,10,0,10,10
COLQUECHACA,atencion odontologica,periodoncias,2012-07-01,5,4,5,4,9
COMANCHE,atencion odontologica,periodoncias,2012-07-01,1,2,1,2,3
COMARAPA,atencion odontologica,periodoncias,2012-07-01,1,14,1,14,15
CONCEPCION,atencion odontologica,periodoncias,2012-07-01,2,4,2,4,6
CORO CORO,atencion odontologica,periodoncias,2012-07-01,3,4,3,4,7
COROICO,atencion odontologica,periodoncias,2012-07-01,2,2,2,2,4
COTAGAITA,atencion odontologica,periodoncias,2012-07-01,4,6,4,6,10
COTOCA,atencion odontologica,periodoncias,2012-07-01,1,0,1,0,1
CUATRO CAÑADAS,atencion odontologica,periodoncias,2012-07-01,5,9,5,9,14
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,periodoncias,2012-07-01,2,0,2,0,2
CULPINA,atencion odontologica,periodoncias,2012-07-01,4,8,4,8,12
CURAHUARA DE CARANGAS,atencion odontologica,periodoncias,2012-07-01,0,1,0,1,1
DESAGUADERO,atencion odontologica,periodoncias,2012-07-01,0,1,0,1,1
EL ALTO,atencion odontologica,periodoncias,2012-07-01,223,374,223,374,597
EL PUENTE(TJA),atencion odontologica,periodoncias,2012-07-01,2,5,2,5,7
EL TORNO,atencion odontologica,periodoncias,2012-07-01,18,57,18,57,75
EL VILLAR,atencion odontologica,periodoncias,2012-07-01,18,25,18,25,43
ENTRE RIOS TRJ,atencion odontologica,periodoncias,2012-07-01,5,14,5,14,19
ENTRE RIOS CBBA,atencion odontologica,periodoncias,2012-07-01,0,21,0,21,21
EUCALIPTUS,atencion odontologica,periodoncias,2012-07-01,2,8,2,8,10
FERNANDEZ ALONSO,atencion odontologica,periodoncias,2012-07-01,2,4,2,4,6
FILADELFIA,atencion odontologica,periodoncias,2012-07-01,1,3,1,3,4
GENERAL SAAVEDRA,atencion odontologica,periodoncias,2012-07-01,0,16,0,16,16
GUANAY,atencion odontologica,periodoncias,2012-07-01,2,1,2,1,3
GUAYARAMERIN,atencion odontologica,periodoncias,2012-07-01,21,50,21,50,71
GUTIERREZ,atencion odontologica,periodoncias,2012-07-01,1,7,1,7,8
HUACHACALLA,atencion odontologica,periodoncias,2012-07-01,0,1,0,1,1
HUANUNI,atencion odontologica,periodoncias,2012-07-01,4,1,4,1,5
HUARACAJE,atencion odontologica,periodoncias,2012-07-01,1,7,1,7,8
HUARINA,atencion odontologica,periodoncias,2012-07-01,0,1,0,1,1
HUAYLLAMARCA,atencion odontologica,periodoncias,2012-07-01,1,0,1,0,1
HUMANATA,atencion odontologica,periodoncias,2012-07-01,1,3,1,3,4
ICLA,atencion odontologica,periodoncias,2012-07-01,0,2,0,2,2
INCAHUASI,atencion odontologica,periodoncias,2012-07-01,2,4,2,4,6
INQUISIVI,atencion odontologica,periodoncias,2012-07-01,0,1,0,1,1
IRUPANA (VILLA DE LANZA),atencion odontologica,periodoncias,2012-07-01,3,5,3,5,8
JESUS DE MACHACA,atencion odontologica,periodoncias,2012-07-01,3,3,3,3,6
LA ASUNTA,atencion odontologica,periodoncias,2012-07-01,4,9,4,9,13
LA GUARDIA,atencion odontologica,periodoncias,2012-07-01,7,29,7,29,36
LA PAZ,atencion odontologica,periodoncias,2012-07-01,326,548,326,548,874
LAGUNILLAS,atencion odontologica,periodoncias,2012-07-01,1,2,1,2,3
LAJA,atencion odontologica,periodoncias,2012-07-01,0,2,0,2,2
LAS CARRERAS,atencion odontologica,periodoncias,2012-07-01,1,2,1,2,3
LLALLAGUA,atencion odontologica,periodoncias,2012-07-01,1,6,1,6,7
LURIBAY,atencion odontologica,periodoncias,2012-07-01,9,14,9,14,23
MACHACAMARCA,atencion odontologica,periodoncias,2012-07-01,0,2,0,2,2
MAGDALENA,atencion odontologica,periodoncias,2012-07-01,0,1,0,1,1
MAIRANA,atencion odontologica,periodoncias,2012-07-01,1,6,1,6,7
MAPIRI,atencion odontologica,periodoncias,2012-07-01,2,6,2,6,8
MECAPACA,atencion odontologica,periodoncias,2012-07-01,0,5,0,5,5
MINEROS,atencion odontologica,periodoncias,2012-07-01,1,0,1,0,1
MIZQUE,atencion odontologica,periodoncias,2012-07-01,1,1,1,1,2
MOCOMOCO,atencion odontologica,periodoncias,2012-07-01,0,1,0,1,1
MOJOCOYA,atencion odontologica,periodoncias,2012-07-01,0,5,0,5,5
MONTEAGUDO,atencion odontologica,periodoncias,2012-07-01,9,12,9,12,21
MONTERO,atencion odontologica,periodoncias,2012-07-01,45,45,45,45,90
MOROCHATA,atencion odontologica,periodoncias,2012-07-01,0,8,0,8,8
OKINAWA,atencion odontologica,periodoncias,2012-07-01,6,1,6,1,7
OMEREQUE,atencion odontologica,periodoncias,2012-07-01,2,3,2,3,5
ORURO,atencion odontologica,periodoncias,2012-07-01,109,159,109,159,268
PADCAYA,atencion odontologica,periodoncias,2012-07-01,5,10,5,10,15
PADILLA,atencion odontologica,periodoncias,2012-07-01,6,12,6,12,18
PALOS BLANCOS,atencion odontologica,periodoncias,2012-07-01,3,4,3,4,7
PAMPA AULLAGAS,atencion odontologica,periodoncias,2012-07-01,1,0,1,0,1
PAMPA GRANDE,atencion odontologica,periodoncias,2012-07-01,0,3,0,3,3
PAPEL PAMPA,atencion odontologica,periodoncias,2012-07-01,2,5,2,5,7
PASORAPA,atencion odontologica,periodoncias,2012-07-01,0,1,0,1,1
PATACAMAYA,atencion odontologica,periodoncias,2012-07-01,4,4,4,4,8
PAZÑA,atencion odontologica,periodoncias,2012-07-01,1,1,1,1,2
PELECHUCO,atencion odontologica,periodoncias,2012-07-01,0,2,0,2,2
POCOATA,atencion odontologica,periodoncias,2012-07-01,0,2,0,2,2
POCONA,atencion odontologica,periodoncias,2012-07-01,17,30,17,30,47
POJO (CBBA),atencion odontologica,periodoncias,2012-07-01,18,78,18,78,96
POOPO,atencion odontologica,periodoncias,2012-07-01,6,8,6,8,14
PORCO,atencion odontologica,periodoncias,2012-07-01,0,3,0,3,3
POROMA,atencion odontologica,periodoncias,2012-07-01,4,4,4,4,8
PORTACHUELO,atencion odontologica,periodoncias,2012-07-01,5,11,5,11,16
PORVENIR,atencion odontologica,periodoncias,2012-07-01,0,5,0,5,5
POTOSI,atencion odontologica,periodoncias,2012-07-01,42,72,42,72,114
PUCARA,atencion odontologica,periodoncias,2012-07-01,1,0,1,0,1
PUCARANI,atencion odontologica,periodoncias,2012-07-01,0,3,0,3,3
PUERTO CARABUCO,atencion odontologica,periodoncias,2012-07-01,5,2,5,2,7
PUERTO PEREZ,atencion odontologica,periodoncias,2012-07-01,6,7,6,7,13
PUERTO RICO,atencion odontologica,periodoncias,2012-07-01,0,2,0,2,2
PUERTO SUAREZ,atencion odontologica,periodoncias,2012-07-01,0,2,0,2,2
PUERTO VILLARROEL,atencion odontologica,periodoncias,2012-07-01,7,34,7,34,41
PUNA,atencion odontologica,periodoncias,2012-07-01,1,1,1,1,2
PUNATA,atencion odontologica,periodoncias,2012-07-01,13,26,13,26,39
QUILLACOLLO,atencion odontologica,periodoncias,2012-07-01,47,131,47,131,178
QUIME,atencion odontologica,periodoncias,2012-07-01,2,2,2,2,4
QUIRUSILLAS,atencion odontologica,periodoncias,2012-07-01,2,3,2,3,5
REYES,atencion odontologica,periodoncias,2012-07-01,4,7,4,7,11
RIBERALTA,atencion odontologica,periodoncias,2012-07-01,9,121,9,121,130
ROBORE,atencion odontologica,periodoncias,2012-07-01,5,17,5,17,22
RURRENABAQUE,atencion odontologica,periodoncias,2012-07-01,6,12,6,12,18
SABAYA,atencion odontologica,periodoncias,2012-07-01,1,0,1,0,1
SACABA,atencion odontologica,periodoncias,2012-07-01,69,115,69,115,184
SACABAMBA,atencion odontologica,periodoncias,2012-07-01,5,1,5,1,6
SAIPINA,atencion odontologica,periodoncias,2012-07-01,1,1,1,1,2
SALINAS DE GARCI MENDOZA,atencion odontologica,periodoncias,2012-07-01,1,2,1,2,3
SAMAIPATA,atencion odontologica,periodoncias,2012-07-01,1,1,1,1,2
SAN ANDRES DE MACHACA,atencion odontologica,periodoncias,2012-07-01,4,5,4,5,9
SAN BENITO,atencion odontologica,periodoncias,2012-07-01,1,16,1,16,17
SAN BORJA,atencion odontologica,periodoncias,2012-07-01,12,31,12,31,43
SAN BUENA VENTURA,atencion odontologica,periodoncias,2012-07-01,1,6,1,6,7
SAN CARLOS,atencion odontologica,periodoncias,2012-07-01,4,2,4,2,6
SAN IGNACIO,atencion odontologica,periodoncias,2012-07-01,2,8,2,8,10
SAN IGNACIO DE VELASCO,atencion odontologica,periodoncias,2012-07-01,4,3,4,3,7
SAN JAVIER(STC),atencion odontologica,periodoncias,2012-07-01,1,6,1,6,7
SAN JOAQUIN,atencion odontologica,periodoncias,2012-07-01,1,0,1,0,1
SAN JOSE DE CHIQUITOS,atencion odontologica,periodoncias,2012-07-01,1,0,1,0,1
SAN JUAN DE YAPACANI,atencion odontologica,periodoncias,2012-07-01,3,1,3,1,4
SAN JULIAN,atencion odontologica,periodoncias,2012-07-01,3,4,3,4,7
SAN LORENZO(TJA),atencion odontologica,periodoncias,2012-07-01,6,13,6,13,19
SAN LUCAS,atencion odontologica,periodoncias,2012-07-01,2,4,2,4,6
SAN MATIAS,atencion odontologica,periodoncias,2012-07-01,0,1,0,1,1
SAN MIGUEL DE VELASCO,atencion odontologica,periodoncias,2012-07-01,3,1,3,1,4
SAN PEDRO,atencion odontologica,periodoncias,2012-07-01,2,7,2,7,9
SAN PEDRO DE BUENA VISTA,atencion odontologica,periodoncias,2012-07-01,0,1,0,1,1
SAN RAFAEL,atencion odontologica,periodoncias,2012-07-01,63,83,63,83,146
SAN RAMON SCZ,atencion odontologica,periodoncias,2012-07-01,6,8,6,8,14
SANTA ANA,atencion odontologica,periodoncias,2012-07-01,1,1,1,1,2
SANTA CRUZ DE LA SIERRA,atencion odontologica,periodoncias,2012-07-01,604,980,604,980,1584
SANTA ROSA,atencion odontologica,periodoncias,2012-07-01,4,6,4,6,10
SANTA ROSA DEL SARA,atencion odontologica,periodoncias,2012-07-01,1,7,1,7,8
SANTIAGO DE HUARI,atencion odontologica,periodoncias,2012-07-01,4,2,4,2,6
SANTIAGO DE HUATA,atencion odontologica,periodoncias,2012-07-01,0,3,0,3,3
SANTIAGO DE MACHACA,atencion odontologica,periodoncias,2012-07-01,2,4,2,4,6
SANTIVAÑES,atencion odontologica,periodoncias,2012-07-01,0,1,0,1,1
SANTUARIO DE QUILLACAS,atencion odontologica,periodoncias,2012-07-01,1,2,1,2,3
SHINAOTA,atencion odontologica,periodoncias,2012-07-01,6,20,6,20,26
SICA SICA (VILLA AROMA),atencion odontologica,periodoncias,2012-07-01,0,1,0,1,1
SICAYA,atencion odontologica,periodoncias,2012-07-01,0,5,0,5,5
SIPE SIPE,atencion odontologica,periodoncias,2012-07-01,18,43,18,43,61
SOPACHUY,atencion odontologica,periodoncias,2012-07-01,0,1,0,1,1
SORACACHI,atencion odontologica,periodoncias,2012-07-01,0,2,0,2,2
SORATA,atencion odontologica,periodoncias,2012-07-01,3,2,3,2,5
SUCRE,atencion odontologica,periodoncias,2012-07-01,331,350,331,350,681
TACACHI,atencion odontologica,periodoncias,2012-07-01,0,1,0,1,1
TACOPAYA,atencion odontologica,periodoncias,2012-07-01,0,2,0,2,2
TAPACARI,atencion odontologica,periodoncias,2012-07-01,10,13,10,13,23
TARABUCO,atencion odontologica,periodoncias,2012-07-01,1,16,1,16,17
TARATA,atencion odontologica,periodoncias,2012-07-01,4,4,4,4,8
TARIJA,atencion odontologica,periodoncias,2012-07-01,174,305,174,305,479
TARVITA,atencion odontologica,periodoncias,2012-07-01,0,10,0,10,10
TEOPONTE,atencion odontologica,periodoncias,2012-07-01,1,1,1,1,2
TIAWANACU,atencion odontologica,periodoncias,2012-07-01,3,9,3,9,12
TINGUIPAYA,atencion odontologica,periodoncias,2012-07-01,0,1,0,1,1
TIPUANI,atencion odontologica,periodoncias,2012-07-01,21,20,21,20,41
TIQUIPAYA,atencion odontologica,periodoncias,2012-07-01,8,98,8,98,106
TOCO,atencion odontologica,periodoncias,2012-07-01,6,12,6,12,18
TOLATA,atencion odontologica,periodoncias,2012-07-01,17,14,17,14,31
TOLEDO,atencion odontologica,periodoncias,2012-07-01,1,1,1,1,2
TOMINA,atencion odontologica,periodoncias,2012-07-01,9,38,9,38,47
TORO TORO,atencion odontologica,periodoncias,2012-07-01,0,2,0,2,2
TOTORA(CBBA),atencion odontologica,periodoncias,2012-07-01,3,6,3,6,9
TOTORA(ORR),atencion odontologica,periodoncias,2012-07-01,1,0,1,0,1
TRIGAL,atencion odontologica,periodoncias,2012-07-01,0,1,0,1,1
TRINIDAD,atencion odontologica,periodoncias,2012-07-01,41,57,41,57,98
TUPIZA,atencion odontologica,periodoncias,2012-07-01,76,89,76,89,165
TURCO,atencion odontologica,periodoncias,2012-07-01,0,2,0,2,2
URIONDO (A. CONCEPCION),atencion odontologica,periodoncias,2012-07-01,8,9,8,9,17
URUBICHA,atencion odontologica,periodoncias,2012-07-01,0,1,0,1,1
UYUNI,atencion odontologica,periodoncias,2012-07-01,0,1,0,1,1
VACAS,atencion odontologica,periodoncias,2012-07-01,0,6,0,6,6
VALLEGRANDE,atencion odontologica,periodoncias,2012-07-01,0,3,0,3,3
VIACHA,atencion odontologica,periodoncias,2012-07-01,20,19,20,19,39
VILA VILA,atencion odontologica,periodoncias,2012-07-01,0,3,0,3,3
VILLA CHARCAS,atencion odontologica,periodoncias,2012-07-01,2,2,2,2,4
VILLA MONTES,atencion odontologica,periodoncias,2012-07-01,9,17,9,17,26
VILLA NUEVA (LOMA ALTA),atencion odontologica,periodoncias,2012-07-01,2,4,2,4,6
VILLA RIVERO,atencion odontologica,periodoncias,2012-07-01,5,2,5,2,7
VILLA SERRANO,atencion odontologica,periodoncias,2012-07-01,1,5,1,5,6
VILLA TUNARI,atencion odontologica,periodoncias,2012-07-01,13,61,13,61,74
VILLAZON,atencion odontologica,periodoncias,2012-07-01,0,17,0,17,17
VINTO,atencion odontologica,periodoncias,2012-07-01,1,22,1,22,23
VITICHI,atencion odontologica,periodoncias,2012-07-01,1,3,1,3,4
WARNES,atencion odontologica,periodoncias,2012-07-01,14,32,14,32,46
YACUIBA,atencion odontologica,periodoncias,2012-07-01,67,112,67,112,179
YAMPARAEZ,atencion odontologica,periodoncias,2012-07-01,1,3,1,3,4
YANACACHI,atencion odontologica,periodoncias,2012-07-01,6,2,6,2,8
YAPACANI,atencion odontologica,periodoncias,2012-07-01,3,29,3,29,32
YOCALLA,atencion odontologica,periodoncias,2012-07-01,0,4,0,4,4
YOTALA,atencion odontologica,periodoncias,2012-07-01,0,6,0,6,6
YUNCHARA,atencion odontologica,periodoncias,2012-07-01,0,3,0,3,3
ACACIO,atencion odontologica,periodoncias,2012-08-01,0,3,0,3,3
ACHACACHI,atencion odontologica,periodoncias,2012-08-01,3,4,3,4,7
ACHOCALLA,atencion odontologica,periodoncias,2012-08-01,1,0,1,0,1
AIQUILE,atencion odontologica,periodoncias,2012-08-01,3,8,3,8,11
ALALAY,atencion odontologica,periodoncias,2012-08-01,1,0,1,0,1
ALCALA,atencion odontologica,periodoncias,2012-08-01,7,7,7,7,14
ALTO BENI,atencion odontologica,periodoncias,2012-08-01,0,1,0,1,1
ANCORAIMES,atencion odontologica,periodoncias,2012-08-01,1,1,1,1,2
ANDAMARCA,atencion odontologica,periodoncias,2012-08-01,2,1,2,1,3
ANTEQUERA,atencion odontologica,periodoncias,2012-08-01,1,1,1,1,2
ANZALDO,atencion odontologica,periodoncias,2012-08-01,1,2,1,2,3
APOLO,atencion odontologica,periodoncias,2012-08-01,0,9,0,9,9
ARANI,atencion odontologica,periodoncias,2012-08-01,9,35,9,35,44
ARBIETO,atencion odontologica,periodoncias,2012-08-01,3,18,3,18,21
ARQUE,atencion odontologica,periodoncias,2012-08-01,1,2,1,2,3
ATOCHA,atencion odontologica,periodoncias,2012-08-01,9,16,9,16,25
AYO AYO,atencion odontologica,periodoncias,2012-08-01,0,1,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,periodoncias,2012-08-01,4,8,4,8,12
AZURDUY,atencion odontologica,periodoncias,2012-08-01,1,0,1,0,1
BELLA FLOR,atencion odontologica,periodoncias,2012-08-01,5,27,5,27,32
BERMEJO,atencion odontologica,periodoncias,2012-08-01,32,90,32,90,122
BETANZOS,atencion odontologica,periodoncias,2012-08-01,5,12,5,12,17
BOLIVAR,atencion odontologica,periodoncias,2012-08-01,2,1,2,1,3
BUENA VISTA,atencion odontologica,periodoncias,2012-08-01,1,0,1,0,1
CABEZAS,atencion odontologica,periodoncias,2012-08-01,19,42,19,42,61
CAIROMA,atencion odontologica,periodoncias,2012-08-01,0,2,0,2,2
CAJUATA,atencion odontologica,periodoncias,2012-08-01,0,3,0,3,3
CALAMARCA,atencion odontologica,periodoncias,2012-08-01,5,20,5,20,25
CAMARGO,atencion odontologica,periodoncias,2012-08-01,0,3,0,3,3
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,periodoncias,2012-08-01,1,2,1,2,3
CAMIRI,atencion odontologica,periodoncias,2012-08-01,33,46,33,46,79
CAPINOTA,atencion odontologica,periodoncias,2012-08-01,15,17,15,17,32
CARACOLLO,atencion odontologica,periodoncias,2012-08-01,4,12,4,12,16
CARANAVI,atencion odontologica,periodoncias,2012-08-01,22,34,22,34,56
CARAPARI,atencion odontologica,periodoncias,2012-08-01,9,13,9,13,22
CARIPUYO,atencion odontologica,periodoncias,2012-08-01,1,0,1,0,1
CARMEN RIVERO TORREZ,atencion odontologica,periodoncias,2012-08-01,2,15,2,15,17
CHALLAPATA,atencion odontologica,periodoncias,2012-08-01,11,6,11,6,17
CHARAGUA,atencion odontologica,periodoncias,2012-08-01,23,6,23,6,29
CHARAÑA,atencion odontologica,periodoncias,2012-08-01,0,1,0,1,1
CHAYANTA,atencion odontologica,periodoncias,2012-08-01,1,3,1,3,4
CHIMORE,atencion odontologica,periodoncias,2012-08-01,4,9,4,9,13
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,periodoncias,2012-08-01,3,1,3,1,4
CHUMA,atencion odontologica,periodoncias,2012-08-01,3,8,3,8,11
CKOCHAS,atencion odontologica,periodoncias,2012-08-01,0,3,0,3,3
CLIZA,atencion odontologica,periodoncias,2012-08-01,7,14,7,14,21
COBIJA,atencion odontologica,periodoncias,2012-08-01,2,17,2,17,19
COCAPATA,atencion odontologica,periodoncias,2012-08-01,5,8,5,8,13
COCHABAMBA,atencion odontologica,periodoncias,2012-08-01,615,942,615,942,1557
COIPASA,atencion odontologica,periodoncias,2012-08-01,1,1,1,1,2
COLCAPIRHUA,atencion odontologica,periodoncias,2012-08-01,10,25,10,25,35
"COLCHA ""K""",atencion odontologica,periodoncias,2012-08-01,0,1,0,1,1
COLOMI,atencion odontologica,periodoncias,2012-08-01,3,21,3,21,24
COLPA BELGICA,atencion odontologica,periodoncias,2012-08-01,1,10,1,10,11
COLQUECHACA,atencion odontologica,periodoncias,2012-08-01,0,3,0,3,3
COMANCHE,atencion odontologica,periodoncias,2012-08-01,0,1,0,1,1
COMARAPA,atencion odontologica,periodoncias,2012-08-01,15,14,15,14,29
CONCEPCION,atencion odontologica,periodoncias,2012-08-01,0,4,0,4,4
COPACABANA,atencion odontologica,periodoncias,2012-08-01,0,3,0,3,3
CORO CORO,atencion odontologica,periodoncias,2012-08-01,1,1,1,1,2
COROICO,atencion odontologica,periodoncias,2012-08-01,4,6,4,6,10
COTAGAITA,atencion odontologica,periodoncias,2012-08-01,9,27,9,27,36
COTOCA,atencion odontologica,periodoncias,2012-08-01,1,4,1,4,5
CUATRO CAÑADAS,atencion odontologica,periodoncias,2012-08-01,4,8,4,8,12
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,periodoncias,2012-08-01,2,1,2,1,3
CULPINA,atencion odontologica,periodoncias,2012-08-01,2,1,2,1,3
CURAHUARA DE CARANGAS,atencion odontologica,periodoncias,2012-08-01,0,1,0,1,1
DESAGUADERO,atencion odontologica,periodoncias,2012-08-01,0,1,0,1,1
EL ALTO,atencion odontologica,periodoncias,2012-08-01,150,300,150,300,450
EL PUENTE(TJA),atencion odontologica,periodoncias,2012-08-01,1,14,1,14,15
EL TORNO,atencion odontologica,periodoncias,2012-08-01,16,62,16,62,78
EL VILLAR,atencion odontologica,periodoncias,2012-08-01,121,142,121,142,263
ENTRE RIOS TRJ,atencion odontologica,periodoncias,2012-08-01,1,5,1,5,6
ENTRE RIOS CBBA,atencion odontologica,periodoncias,2012-08-01,0,18,0,18,18
EUCALIPTUS,atencion odontologica,periodoncias,2012-08-01,1,2,1,2,3
FERNANDEZ ALONSO,atencion odontologica,periodoncias,2012-08-01,0,2,0,2,2
FILADELFIA,atencion odontologica,periodoncias,2012-08-01,2,7,2,7,9
GENERAL SAAVEDRA,atencion odontologica,periodoncias,2012-08-01,1,17,1,17,18
GUANAY,atencion odontologica,periodoncias,2012-08-01,2,2,2,2,4
GUAYARAMERIN,atencion odontologica,periodoncias,2012-08-01,11,69,11,69,80
GUTIERREZ,atencion odontologica,periodoncias,2012-08-01,2,4,2,4,6
HUACARETA,atencion odontologica,periodoncias,2012-08-01,1,7,1,7,8
HUACHACALLA,atencion odontologica,periodoncias,2012-08-01,0,1,0,1,1
HUANUNI,atencion odontologica,periodoncias,2012-08-01,0,1,0,1,1
HUARACAJE,atencion odontologica,periodoncias,2012-08-01,1,19,1,19,20
HUARINA,atencion odontologica,periodoncias,2012-08-01,1,1,1,1,2
HUAYLLAMARCA,atencion odontologica,periodoncias,2012-08-01,0,1,0,1,1
HUMANATA,atencion odontologica,periodoncias,2012-08-01,2,1,2,1,3
ICHOCA,atencion odontologica,periodoncias,2012-08-01,1,2,1,2,3
ICLA,atencion odontologica,periodoncias,2012-08-01,1,0,1,0,1
IRUPANA (VILLA DE LANZA),atencion odontologica,periodoncias,2012-08-01,0,8,0,8,8
JESUS DE MACHACA,atencion odontologica,periodoncias,2012-08-01,2,6,2,6,8
LA ASUNTA,atencion odontologica,periodoncias,2012-08-01,69,71,69,71,140
LA GUARDIA,atencion odontologica,periodoncias,2012-08-01,11,26,11,26,37
LA PAZ,atencion odontologica,periodoncias,2012-08-01,370,528,370,528,898
LAGUNILLAS,atencion odontologica,periodoncias,2012-08-01,1,5,1,5,6
LAS CARRERAS,atencion odontologica,periodoncias,2012-08-01,0,1,0,1,1
LLALLAGUA,atencion odontologica,periodoncias,2012-08-01,0,5,0,5,5
LLICA,atencion odontologica,periodoncias,2012-08-01,0,12,0,12,12
MACHACAMARCA,atencion odontologica,periodoncias,2012-08-01,2,2,2,2,4
MACHARETI,atencion odontologica,periodoncias,2012-08-01,0,1,0,1,1
MAGDALENA,atencion odontologica,periodoncias,2012-08-01,0,2,0,2,2
MAIRANA,atencion odontologica,periodoncias,2012-08-01,0,10,0,10,10
MAPIRI,atencion odontologica,periodoncias,2012-08-01,4,2,4,2,6
MECAPACA,atencion odontologica,periodoncias,2012-08-01,3,11,3,11,14
MINEROS,atencion odontologica,periodoncias,2012-08-01,0,3,0,3,3
MIZQUE,atencion odontologica,periodoncias,2012-08-01,0,4,0,4,4
MOCOMOCO,atencion odontologica,periodoncias,2012-08-01,2,1,2,1,3
MONTEAGUDO,atencion odontologica,periodoncias,2012-08-01,5,13,5,13,18
MONTERO,atencion odontologica,periodoncias,2012-08-01,44,64,44,64,108
MOROCHATA,atencion odontologica,periodoncias,2012-08-01,1,1,1,1,2
OCURI,atencion odontologica,periodoncias,2012-08-01,0,1,0,1,1
OKINAWA,atencion odontologica,periodoncias,2012-08-01,2,3,2,3,5
OMEREQUE,atencion odontologica,periodoncias,2012-08-01,2,4,2,4,6
ORURO,atencion odontologica,periodoncias,2012-08-01,211,264,211,264,475
PADCAYA,atencion odontologica,periodoncias,2012-08-01,9,27,9,27,36
PADILLA,atencion odontologica,periodoncias,2012-08-01,7,13,7,13,20
PAILON,atencion odontologica,periodoncias,2012-08-01,1,0,1,0,1
PAMPA AULLAGAS,atencion odontologica,periodoncias,2012-08-01,0,1,0,1,1
PAMPA GRANDE,atencion odontologica,periodoncias,2012-08-01,0,1,0,1,1
PAPEL PAMPA,atencion odontologica,periodoncias,2012-08-01,3,3,3,3,6
PASORAPA,atencion odontologica,periodoncias,2012-08-01,0,3,0,3,3
PATACAMAYA,atencion odontologica,periodoncias,2012-08-01,30,811,30,811,841
PAZÑA,atencion odontologica,periodoncias,2012-08-01,7,1,7,1,8
POCOATA,atencion odontologica,periodoncias,2012-08-01,0,4,0,4,4
