,group,variable,month,CONSULTAS NUEVAS DE 5 A 60 AÑOS CANTIDAD,CONSULTAS NUEVAS DE 5 A 60 AÑOS CANTIDAD,TOTALES,TOTALES,TOTALES
SAN JUAN DE YAPACANI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-07-01,19,16,19,16,35
SAN JULIAN,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-07-01,62,135,62,135,197
SAN LORENZO(TJA),atencion odontologica,consultas nuevas de 5 a 60 anos,2012-07-01,392,959,392,959,1351
SAN LUCAS,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-07-01,233,338,233,338,571
SAN MATIAS,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-07-01,29,101,29,101,130
SAN MIGUEL DE VELASCO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-07-01,53,88,53,88,141
SAN PEDRO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-07-01,102,163,102,163,265
SAN PEDRO DE BUENA VISTA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-07-01,39,70,39,70,109
SAN PEDRO DE CURAHUARA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-07-01,40,33,40,33,73
SAN PEDRO DE TIQUINA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-07-01,20,12,20,12,32
SAN RAFAEL,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-07-01,42,76,42,76,118
SAN RAMON BENI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-07-01,34,67,34,67,101
SAN RAMON SCZ,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-07-01,10,15,10,15,25
SANTA ANA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-07-01,281,503,281,503,784
SANTA CRUZ DE LA SIERRA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-07-01,2620,4637,2620,4637,7257
SANTA ROSA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-07-01,272,284,272,284,556
SANTA ROSA DEL SARA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-07-01,175,239,175,239,414
SANTIAGO DE CALLAPA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-07-01,16,22,16,22,38
SANTIAGO DE HUARI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-07-01,248,395,248,395,643
SANTIAGO DE HUATA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-07-01,16,25,16,25,41
SANTIAGO DE MACHACA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-07-01,106,193,106,193,299
SANTIVAÑES,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-07-01,25,60,25,60,85
SANTUARIO DE QUILLACAS,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-07-01,41,46,41,46,87
SAPAHAQUI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-07-01,32,34,32,34,66
SENA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-07-01,127,163,127,163,290
SHINAOTA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-07-01,0,116,0,116,116
SICA SICA (VILLA AROMA),atencion odontologica,consultas nuevas de 5 a 60 anos,2012-07-01,61,73,61,73,134
SICAYA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-07-01,2,43,2,43,45
SIPE SIPE,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-07-01,85,187,85,187,272
SOPACHUY,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-07-01,42,72,42,72,114
SORACACHI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-07-01,24,24,24,24,48
SORATA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-07-01,23,38,23,38,61
SUCRE,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-07-01,3571,5860,3571,5860,9431
TACACHI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-07-01,0,2,0,2,2
TACACOMA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-07-01,56,57,56,57,113
TACOPAYA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-07-01,27,70,27,70,97
TAHUA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-07-01,7,7,7,7,14
TAPACARI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-07-01,209,313,209,313,522
TARABUCO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-07-01,313,398,313,398,711
TARACO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-07-01,16,41,16,41,57
TARATA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-07-01,50,104,50,104,154
TARIJA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-07-01,3299,7051,3299,7051,10350
TARVITA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-07-01,117,235,117,235,352
TEOPONTE,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-07-01,18,25,18,25,43
TIAWANACU,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-07-01,78,169,78,169,247
TINGUIPAYA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-07-01,38,61,38,61,99
TIPUANI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-07-01,18,51,18,51,69
TIQUIPAYA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-07-01,262,437,262,437,699
TIRAQUE (CBBA),atencion odontologica,consultas nuevas de 5 a 60 anos,2012-07-01,52,88,52,88,140
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,consultas nuevas de 5 a 60 anos,2012-07-01,11,34,11,34,45
TOCO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-07-01,45,38,45,38,83
TOLATA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-07-01,25,36,25,36,61
TOLEDO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-07-01,34,81,34,81,115
TOMAVE,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-07-01,47,44,47,44,91
TOMINA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-07-01,375,456,375,456,831
TORO TORO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-07-01,88,139,88,139,227
TOTORA(CBBA),atencion odontologica,consultas nuevas de 5 a 60 anos,2012-07-01,62,69,62,69,131
TOTORA(ORR),atencion odontologica,consultas nuevas de 5 a 60 anos,2012-07-01,8,26,8,26,34
TRIGAL,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-07-01,26,27,26,27,53
TRINIDAD,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-07-01,483,738,483,738,1221
TUPIZA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-07-01,283,281,283,281,564
TURCO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-07-01,25,22,25,22,47
UMALA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-07-01,12,14,12,14,26
UNCIA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-07-01,23,76,23,76,99
URIONDO (A. CONCEPCION),atencion odontologica,consultas nuevas de 5 a 60 anos,2012-07-01,315,585,315,585,900
URUBICHA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-07-01,11,24,11,24,35
UYUNI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-07-01,65,109,65,109,174
VACAS,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-07-01,46,62,46,62,108
VALLEGRANDE,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-07-01,117,159,117,159,276
VIACHA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-07-01,98,206,98,206,304
VILA VILA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-07-01,0,11,0,11,11
VILLA CHARCAS,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-07-01,31,57,31,57,88
VILLA MONTES,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-07-01,543,1163,543,1163,1706
VILLA NUEVA (LOMA ALTA),atencion odontologica,consultas nuevas de 5 a 60 anos,2012-07-01,13,23,13,23,36
VILLA RIVERO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-07-01,32,28,32,28,60
VILLA SERRANO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-07-01,124,133,124,133,257
VILLA TUNARI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-07-01,119,246,119,246,365
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,consultas nuevas de 5 a 60 anos,2012-07-01,102,209,102,209,311
VILLAZON,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-07-01,117,203,117,203,320
VINTO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-07-01,36,30,36,30,66
VITICHI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-07-01,40,83,40,83,123
WALDO BALLIVIAN,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-07-01,5,17,5,17,22
WARNES,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-07-01,142,377,142,377,519
YACO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-07-01,17,42,17,42,59
YACUIBA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-07-01,501,855,501,855,1356
YAMPARAEZ,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-07-01,59,123,59,123,182
YANACACHI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-07-01,42,55,42,55,97
YAPACANI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-07-01,53,162,53,162,215
YOCALLA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-07-01,32,50,32,50,82
YOTALA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-07-01,80,82,80,82,162
YUNCHARA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-07-01,97,193,97,193,290
ZUDAÑEZ,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-07-01,20,110,20,110,130
ACACIO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,18,23,18,23,41
ACHACACHI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,284,547,284,547,831
ACHOCALLA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,48,61,48,61,109
AIQUILE,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,37,32,37,32,69
ALALAY,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,3,4,3,4,7
ALCALA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,205,236,205,236,441
ALTO BENI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,57,92,57,92,149
ANCORAIMES,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,27,19,27,19,46
ANDAMARCA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,43,23,43,23,66
ANTEQUERA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,118,110,118,110,228
ANZALDO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,493,515,493,515,1008
APOLO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,84,193,84,193,277
ARAMPAMPA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,23,31,23,31,54
ARANI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,52,128,52,128,180
ARBIETO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,20,22,20,22,42
ARQUE,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,31,119,31,119,150
ASCENCION DE GUARAYOS,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,21,103,21,103,124
ATOCHA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,411,443,411,443,854
AUCAPATA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,39,20,39,20,59
AYATA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,43,113,43,113,156
AYO AYO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,21,19,21,19,40
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,80,129,80,129,209
AZURDUY,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,421,370,421,370,791
BATALLAS,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,30,86,30,86,116
BELEN DE ANDAMARCA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,4,38,4,38,42
BELEN DE URMIRI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,22,19,22,19,41
BELLA FLOR,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,71,92,71,92,163
BERMEJO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,408,742,408,742,1150
BETANZOS,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,80,157,80,157,237
BOLIVAR,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,33,76,33,76,109
BOLPEBRA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,27,21,27,21,48
BOYUIBE,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,14,29,14,29,43
BUENA VISTA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,3,4,3,4,7
CABEZAS,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,97,136,97,136,233
CAIROMA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,47,73,47,73,120
"CAIZA ""D""",atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,27,57,27,57,84
CAJUATA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,48,82,48,82,130
CALACOTO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,148,93,148,93,241
CALAMARCA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,103,208,103,208,311
CAMARGO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,111,157,111,157,268
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,35,61,35,61,96
CAMIRI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,134,358,134,358,492
CAPINOTA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,143,142,143,142,285
CAQUIAVIRI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,76,109,76,109,185
CARACOLLO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,103,210,103,210,313
CARANAVI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,88,145,88,145,233
CARAPARI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,163,335,163,335,498
CARIPUYO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,17,29,17,29,46
CARMEN RIVERO TORREZ,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,18,25,18,25,43
CATACORA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,19,73,19,73,92
CHALLAPATA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,108,155,108,155,263
CHAQUI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,30,10,30,10,40
CHARAGUA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,63,134,63,134,197
CHARAÑA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,38,82,38,82,120
CHAYANTA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,24,57,24,57,81
CHIMORE,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,56,57,56,57,113
CHIPAYA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,16,19,16,19,35
CHOQUE COTA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,15,10,15,10,25
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,56,57,56,57,113
CHUMA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,163,273,163,273,436
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,6,6,6,6,12
CKOCHAS,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,21,50,21,50,71
CLIZA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,96,144,96,144,240
COBIJA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,587,837,587,837,1424
COCAPATA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,112,149,112,149,261
COCHABAMBA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,1665,2598,1665,2598,4263
COIPASA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,24,32,24,32,56
COLCAPIRHUA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,138,199,138,199,337
"COLCHA ""K""",atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,14,25,14,25,39
COLLANA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,37,73,37,73,110
COLOMI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,35,113,35,113,148
COLPA BELGICA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,160,198,160,198,358
COLQUECHACA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,128,197,128,197,325
COLQUENCHA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,62,66,62,66,128
COLQUIRI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,80,86,80,86,166
COMANCHE,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,82,85,82,85,167
COMARAPA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,109,194,109,194,303
CONCEPCION,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,20,11,20,11,31
COPACABANA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,35,60,35,60,95
CORIPATA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,13,33,13,33,46
CORO CORO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,27,61,27,61,88
COROICO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,93,199,93,199,292
CORQUE,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,18,29,18,29,47
COTAGAITA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,148,234,148,234,382
COTOCA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,7,62,7,62,69
CUATRO CAÑADAS,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,527,548,527,548,1075
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,1,9,1,9,10
CUEVO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,27,51,27,51,78
CULPINA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,52,50,52,50,102
CURAHUARA DE CARANGAS,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,8,33,8,33,41
CURVA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,5,6,5,6,11
DESAGUADERO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,82,111,82,111,193
EL ALTO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,5673,7233,5673,7233,12906
EL PUENTE(STC),atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,57,99,57,99,156
EL PUENTE(TJA),atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,67,148,67,148,215
EL TORNO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,166,309,166,309,475
EL VILLAR,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,24,43,24,43,67
ENTRE RIOS TRJ,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,209,411,209,411,620
ENTRE RIOS CBBA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,3,12,3,12,15
ESCOMA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,44,49,44,49,93
EUCALIPTUS,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,40,51,40,51,91
FERNANDEZ ALONSO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,52,61,52,61,113
FILADELFIA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,70,81,70,81,151
GENERAL SAAVEDRA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,38,166,38,166,204
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,51,100,51,100,151
GUANAY,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,24,45,24,45,69
GUAQUI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,35,79,35,79,114
GUAYARAMERIN,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,292,484,292,484,776
GUTIERREZ,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,112,228,112,228,340
HUACARETA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,34,120,34,120,154
HUACAYA (VILLA DE HUACAYA),atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,16,72,16,72,88
HUACHACALLA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,11,11,11,11,22
HUANUNI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,51,57,51,57,108
HUARACAJE,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,9,12,9,12,21
HUARINA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,0,4,0,4,4
HUAYLLAMARCA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,57,91,57,91,148
HUMANATA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,20,20,20,20,40
ICHOCA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,81,47,81,47,128
ICLA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,225,274,225,274,499
INCAHUASI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,94,162,94,162,256
INQUISIVI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,47,68,47,68,115
IRUPANA (VILLA DE LANZA),atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,93,105,93,105,198
JESUS DE MACHACA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,62,149,62,149,211
LA ASUNTA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,205,294,205,294,499
LA GUARDIA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,80,212,80,212,292
LA PAZ,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,5455,8552,5455,8552,14007
LAGUNILLAS,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,19,61,19,61,80
LAJA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,28,56,28,56,84
LAS CARRERAS,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,47,37,47,37,84
LICOMA PAMPA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,5,22,5,22,27
LLALLAGUA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,107,150,107,150,257
LLICA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,66,87,66,87,153
LORETO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,0,5,0,5,5
LURIBAY,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,27,44,27,44,71
MACHACAMARCA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,45,29,45,29,74
MACHARETI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,42,53,42,53,95
MAGDALENA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,63,122,63,122,185
MAIRANA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,24,35,24,35,59
MALLA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,33,39,33,39,72
MAPIRI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,64,107,64,107,171
MECAPACA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,35,95,35,95,130
MINEROS,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,29,155,29,155,184
MIZQUE,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,20,61,20,61,81
MOCOMOCO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,93,163,93,163,256
MOJOCOYA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,65,80,65,80,145
MONTEAGUDO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,273,452,273,452,725
MONTERO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,1377,1568,1377,1568,2945
MORO MORO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,5,20,5,20,25
MOROCHATA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,124,136,124,136,260
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,42,33,42,33,75
OCURI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,30,86,30,86,116
OKINAWA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,24,33,24,33,57
OMEREQUE,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,21,21,21,21,42
ORURO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,1525,2861,1525,2861,4386
PADCAYA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,285,433,285,433,718
PADILLA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,108,204,108,204,312
PAILON,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,68,124,68,124,192
PALCA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,33,116,33,116,149
PALOS BLANCOS,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,59,84,59,84,143
PAMPA AULLAGAS,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,10,5,10,5,15
PAMPA GRANDE,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,8,40,8,40,48
PAPEL PAMPA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,24,28,24,28,52
PASORAPA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,28,36,28,36,64
PATACAMAYA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,380,142,380,142,522
PAZÑA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,25,40,25,40,65
PELECHUCO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,32,72,32,72,104
POCOATA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,34,44,34,44,78
POCONA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,98,196,98,196,294
POJO (CBBA),atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,161,239,161,239,400
POOPO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,71,61,71,61,132
PORCO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,34,56,34,56,90
POROMA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,124,142,124,142,266
PORONGO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,54,79,54,79,133
PORTACHUELO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-08-01,62,113,62,113,175
