,group,variable,month,CONSULTAS NUEVAS DE 60 AÑOS Y MÁS CANTIDAD,CONSULTAS NUEVAS DE 60 AÑOS Y MÁS CANTIDAD,TOTALES,TOTALES,TOTALES
RIBERALTA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-07-01,6,5,6,5,11
ROBORE,atencion odontologica,consultas nuevas de 60 anos y mas,2012-07-01,2,8,2,8,10
RURRENABAQUE,atencion odontologica,consultas nuevas de 60 anos y mas,2012-07-01,5,3,5,3,8
SABAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-07-01,2,7,2,7,9
SACABA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-07-01,21,25,21,25,46
SACABAMBA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-07-01,0,4,0,4,4
SACACA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-07-01,8,3,8,3,11
SAIPINA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-07-01,4,6,4,6,10
SALINAS DE GARCI MENDOZA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-07-01,2,5,2,5,7
SAMAIPATA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-07-01,4,2,4,2,6
SAN AGUSTIN,atencion odontologica,consultas nuevas de 60 anos y mas,2012-07-01,0,1,0,1,1
SAN ANDRES DE MACHACA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-07-01,47,25,47,25,72
SAN ANTONIO DE ESMORUCO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-07-01,1,0,1,0,1
SAN ANTONIO DE LOMERIO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-07-01,2,1,2,1,3
SAN BENITO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-07-01,6,15,6,15,21
SAN BORJA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-07-01,11,32,11,32,43
SAN BUENA VENTURA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-07-01,2,1,2,1,3
SAN CARLOS,atencion odontologica,consultas nuevas de 60 anos y mas,2012-07-01,11,12,11,12,23
SAN IGNACIO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-07-01,5,7,5,7,12
SAN IGNACIO DE VELASCO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-07-01,20,24,20,24,44
SAN JAVIER(STC),atencion odontologica,consultas nuevas de 60 anos y mas,2012-07-01,2,0,2,0,2
SAN JOSE DE CHIQUITOS,atencion odontologica,consultas nuevas de 60 anos y mas,2012-07-01,7,1,7,1,8
SAN JULIAN,atencion odontologica,consultas nuevas de 60 anos y mas,2012-07-01,49,53,49,53,102
SAN LORENZO(TJA),atencion odontologica,consultas nuevas de 60 anos y mas,2012-07-01,12,23,12,23,35
SAN LUCAS,atencion odontologica,consultas nuevas de 60 anos y mas,2012-07-01,13,13,13,13,26
SAN MATIAS,atencion odontologica,consultas nuevas de 60 anos y mas,2012-07-01,0,1,0,1,1
SAN MIGUEL DE VELASCO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-07-01,6,5,6,5,11
SAN PEDRO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-07-01,3,6,3,6,9
SAN PEDRO DE BUENA VISTA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-07-01,10,0,10,0,10
SAN PEDRO DE CURAHUARA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-07-01,6,13,6,13,19
SAN PEDRO DE TIQUINA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-07-01,5,11,5,11,16
SAN RAMON BENI,atencion odontologica,consultas nuevas de 60 anos y mas,2012-07-01,2,0,2,0,2
SAN RAMON SCZ,atencion odontologica,consultas nuevas de 60 anos y mas,2012-07-01,3,0,3,0,3
SANTA ANA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-07-01,11,9,11,9,20
SANTA CRUZ DE LA SIERRA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-07-01,246,324,246,324,570
SANTA ROSA DEL SARA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-07-01,8,1,8,1,9
SANTIAGO DE CALLAPA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-07-01,7,10,7,10,17
SANTIAGO DE HUARI,atencion odontologica,consultas nuevas de 60 anos y mas,2012-07-01,25,29,25,29,54
SANTIAGO DE HUATA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-07-01,15,11,15,11,26
SANTIAGO DE MACHACA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-07-01,22,50,22,50,72
SANTIVAÑES,atencion odontologica,consultas nuevas de 60 anos y mas,2012-07-01,2,5,2,5,7
SANTUARIO DE QUILLACAS,atencion odontologica,consultas nuevas de 60 anos y mas,2012-07-01,2,0,2,0,2
SAPAHAQUI,atencion odontologica,consultas nuevas de 60 anos y mas,2012-07-01,8,2,8,2,10
SHINAOTA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-07-01,9,5,9,5,14
SICA SICA (VILLA AROMA),atencion odontologica,consultas nuevas de 60 anos y mas,2012-07-01,16,7,16,7,23
SICAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-07-01,1,2,1,2,3
SIPE SIPE,atencion odontologica,consultas nuevas de 60 anos y mas,2012-07-01,7,3,7,3,10
SOPACHUY,atencion odontologica,consultas nuevas de 60 anos y mas,2012-07-01,5,2,5,2,7
SORACACHI,atencion odontologica,consultas nuevas de 60 anos y mas,2012-07-01,5,5,5,5,10
SORATA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-07-01,5,1,5,1,6
SUCRE,atencion odontologica,consultas nuevas de 60 anos y mas,2012-07-01,285,230,285,230,515
TACACHI,atencion odontologica,consultas nuevas de 60 anos y mas,2012-07-01,1,1,1,1,2
TACACOMA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-07-01,5,6,5,6,11
TACOPAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-07-01,0,2,0,2,2
TAPACARI,atencion odontologica,consultas nuevas de 60 anos y mas,2012-07-01,7,9,7,9,16
TARABUCO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-07-01,24,36,24,36,60
TARACO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-07-01,46,47,46,47,93
TARATA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-07-01,2,3,2,3,5
TARIJA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-07-01,75,60,75,60,135
TARVITA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-07-01,10,16,10,16,26
TEOPONTE,atencion odontologica,consultas nuevas de 60 anos y mas,2012-07-01,4,7,4,7,11
TIAWANACU,atencion odontologica,consultas nuevas de 60 anos y mas,2012-07-01,24,12,24,12,36
TINGUIPAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-07-01,6,5,6,5,11
TIPUANI,atencion odontologica,consultas nuevas de 60 anos y mas,2012-07-01,3,2,3,2,5
TIQUIPAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-07-01,1,5,1,5,6
TIRAQUE (CBBA),atencion odontologica,consultas nuevas de 60 anos y mas,2012-07-01,2,1,2,1,3
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,consultas nuevas de 60 anos y mas,2012-07-01,0,9,0,9,9
TOCO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-07-01,10,27,10,27,37
TOLATA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-07-01,7,12,7,12,19
TOLEDO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-07-01,1,3,1,3,4
TOMAVE,atencion odontologica,consultas nuevas de 60 anos y mas,2012-07-01,14,34,14,34,48
TOMINA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-07-01,20,14,20,14,34
TORO TORO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-07-01,0,6,0,6,6
TOTORA(CBBA),atencion odontologica,consultas nuevas de 60 anos y mas,2012-07-01,3,6,3,6,9
TOTORA(ORR),atencion odontologica,consultas nuevas de 60 anos y mas,2012-07-01,4,0,4,0,4
TRIGAL,atencion odontologica,consultas nuevas de 60 anos y mas,2012-07-01,2,1,2,1,3
TRINIDAD,atencion odontologica,consultas nuevas de 60 anos y mas,2012-07-01,23,15,23,15,38
TUPIZA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-07-01,64,57,64,57,121
TURCO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-07-01,4,2,4,2,6
UMALA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-07-01,2,6,2,6,8
UNCIA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-07-01,4,4,4,4,8
URIONDO (A. CONCEPCION),atencion odontologica,consultas nuevas de 60 anos y mas,2012-07-01,5,1,5,1,6
URUBICHA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-07-01,0,1,0,1,1
UYUNI,atencion odontologica,consultas nuevas de 60 anos y mas,2012-07-01,10,3,10,3,13
VACAS,atencion odontologica,consultas nuevas de 60 anos y mas,2012-07-01,10,10,10,10,20
VALLEGRANDE,atencion odontologica,consultas nuevas de 60 anos y mas,2012-07-01,14,9,14,9,23
VIACHA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-07-01,34,33,34,33,67
VILLA CHARCAS,atencion odontologica,consultas nuevas de 60 anos y mas,2012-07-01,3,13,3,13,16
VILLA MONTES,atencion odontologica,consultas nuevas de 60 anos y mas,2012-07-01,33,25,33,25,58
VILLA SERRANO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-07-01,14,10,14,10,24
VILLA TUNARI,atencion odontologica,consultas nuevas de 60 anos y mas,2012-07-01,27,9,27,9,36
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,consultas nuevas de 60 anos y mas,2012-07-01,2,15,2,15,17
VILLAZON,atencion odontologica,consultas nuevas de 60 anos y mas,2012-07-01,25,35,25,35,60
VINTO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-07-01,2,3,2,3,5
VITICHI,atencion odontologica,consultas nuevas de 60 anos y mas,2012-07-01,11,8,11,8,19
WALDO BALLIVIAN,atencion odontologica,consultas nuevas de 60 anos y mas,2012-07-01,2,0,2,0,2
WARNES,atencion odontologica,consultas nuevas de 60 anos y mas,2012-07-01,43,20,43,20,63
YACO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-07-01,2,8,2,8,10
YACUIBA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-07-01,18,20,18,20,38
YAMPARAEZ,atencion odontologica,consultas nuevas de 60 anos y mas,2012-07-01,11,13,11,13,24
YANACACHI,atencion odontologica,consultas nuevas de 60 anos y mas,2012-07-01,3,2,3,2,5
YAPACANI,atencion odontologica,consultas nuevas de 60 anos y mas,2012-07-01,5,5,5,5,10
YOCALLA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-07-01,2,1,2,1,3
YOTALA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-07-01,11,6,11,6,17
YUNCHARA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-07-01,3,4,3,4,7
ZUDAÑEZ,atencion odontologica,consultas nuevas de 60 anos y mas,2012-07-01,6,3,6,3,9
ACACIO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,0,2,0,2,2
ACHACACHI,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,85,88,85,88,173
AIQUILE,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,0,2,0,2,2
ALCALA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,3,2,3,2,5
ALTO BENI,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,1,1,1,1,2
ANCORAIMES,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,4,13,4,13,17
ANDAMARCA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,7,1,7,1,8
ANTEQUERA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,0,4,0,4,4
ANZALDO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,13,2,13,2,15
APOLO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,1,6,1,6,7
ARAMPAMPA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,1,0,1,0,1
ARANI,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,4,0,4,0,4
ARBIETO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,11,6,11,6,17
ARQUE,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,0,1,0,1,1
ASCENCION DE GUARAYOS,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,10,1,10,1,11
ATOCHA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,11,17,11,17,28
AUCAPATA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,10,0,10,0,10
AYATA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,15,18,15,18,33
AYO AYO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,5,3,5,3,8
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,4,11,4,11,15
AZURDUY,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,26,34,26,34,60
BATALLAS,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,20,21,20,21,41
BELEN DE ANDAMARCA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,4,3,4,3,7
BELEN DE URMIRI,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,4,2,4,2,6
BERMEJO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,2,3,2,3,5
BETANZOS,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,7,9,7,9,16
BOLIVAR,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,5,1,5,1,6
BOLPEBRA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,1,0,1,0,1
BOYUIBE,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,1,0,1,0,1
BUENA VISTA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,2,0,2,0,2
CABEZAS,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,12,4,12,4,16
CAIROMA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,5,3,5,3,8
"CAIZA ""D""",atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,3,6,3,6,9
CAJUATA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,3,2,3,2,5
CALACOTO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,14,6,14,6,20
CALAMARCA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,20,13,20,13,33
CAMARGO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,6,18,6,18,24
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,9,12,9,12,21
CAMIRI,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,18,33,18,33,51
CAPINOTA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,24,10,24,10,34
CAQUIAVIRI,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,11,14,11,14,25
CARACOLLO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,14,14,14,14,28
CARANAVI,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,7,7,7,7,14
CARAPARI,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,13,3,13,3,16
CARIPUYO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,2,1,2,1,3
CARMEN RIVERO TORREZ,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,2,2,2,2,4
CATACORA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,10,0,10,0,10
CHALLAPATA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,14,4,14,4,18
CHAQUI,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,16,15,16,15,31
CHARAGUA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,10,9,10,9,19
CHARAÑA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,4,1,4,1,5
CHAYANTA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,2,2,2,2,4
CHIMORE,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,12,1,12,1,13
CHIPAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,6,9,6,9,15
CHOQUE COTA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,1,1,1,1,2
CHUMA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,17,15,17,15,32
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,1,8,1,8,9
CKOCHAS,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,3,1,3,1,4
CLIZA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,63,27,63,27,90
COBIJA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,5,5,5,5,10
COCAPATA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,0,11,0,11,11
COCHABAMBA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,250,231,250,231,481
COIPASA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,6,3,6,3,9
COLCAPIRHUA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,3,9,3,9,12
"COLCHA ""K""",atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,4,2,4,2,6
COLLANA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,1,3,1,3,4
COLOMI,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,0,43,0,43,43
COLPA BELGICA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,9,19,9,19,28
COLQUECHACA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,7,17,7,17,24
COLQUIRI,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,17,5,17,5,22
COMANCHE,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,9,12,9,12,21
COMARAPA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,16,36,16,36,52
CONCEPCION,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,2,2,2,2,4
COPACABANA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,13,11,13,11,24
CORIPATA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,0,1,0,1,1
CORO CORO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,6,17,6,17,23
COROICO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,7,29,7,29,36
CORQUE,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,1,5,1,5,6
COTAGAITA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,28,27,28,27,55
CUATRO CAÑADAS,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,12,3,12,3,15
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,3,0,3,0,3
CUEVO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,2,5,2,5,7
CULPINA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,8,6,8,6,14
CURVA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,2,7,2,7,9
DESAGUADERO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,23,19,23,19,42
EL ALTO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,125,124,125,124,249
EL PUENTE(STC),atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,18,6,18,6,24
EL PUENTE(TJA),atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,7,14,7,14,21
EL TORNO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,43,21,43,21,64
EL VILLAR,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,1,0,1,0,1
ENTRE RIOS TRJ,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,9,8,9,8,17
ENTRE RIOS CBBA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,0,2,0,2,2
ESCOMA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,4,1,4,1,5
EUCALIPTUS,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,3,5,3,5,8
FERNANDEZ ALONSO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,17,12,17,12,29
FILADELFIA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,15,0,15,0,15
GENERAL SAAVEDRA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,8,10,8,10,18
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,7,8,7,8,15
GUANAY,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,3,1,3,1,4
GUAQUI,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,15,35,15,35,50
GUAYARAMERIN,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,8,10,8,10,18
GUTIERREZ,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,17,8,17,8,25
HUACARETA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,3,1,3,1,4
HUACAYA (VILLA DE HUACAYA),atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,1,0,1,0,1
HUACHACALLA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,2,4,2,4,6
HUANUNI,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,10,2,10,2,12
HUARACAJE,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,2,0,2,0,2
HUARINA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,1,0,1,0,1
HUAYLLAMARCA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,15,13,15,13,28
HUMANATA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,7,5,7,5,12
ICHOCA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,10,10,10,10,20
ICLA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,11,32,11,32,43
INCAHUASI,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,1,9,1,9,10
INQUISIVI,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,3,10,3,10,13
IRUPANA (VILLA DE LANZA),atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,5,1,5,1,6
JESUS DE MACHACA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,27,28,27,28,55
LA ASUNTA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,7,6,7,6,13
LA GUARDIA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,11,18,11,18,29
LA PAZ,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,1285,1197,1285,1197,2482
LAGUNILLAS,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,1,1,1,1,2
LAJA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,16,21,16,21,37
LAS CARRERAS,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,5,3,5,3,8
LICOMA PAMPA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,0,3,0,3,3
LLALLAGUA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,6,11,6,11,17
LLICA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,0,5,0,5,5
LURIBAY,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,10,1,10,1,11
MACHACAMARCA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,10,4,10,4,14
MACHARETI,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,6,1,6,1,7
MAGDALENA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,4,0,4,0,4
MAIRANA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,3,0,3,0,3
MALLA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,0,3,0,3,3
MAPIRI,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,9,6,9,6,15
MECAPACA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,2,0,2,0,2
MINEROS,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,29,3,29,3,32
MIZQUE,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,11,55,11,55,66
MOCOMOCO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,13,9,13,9,22
MOJOCOYA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,4,3,4,3,7
MONTEAGUDO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,5,26,5,26,31
MONTERO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,66,134,66,134,200
MORO MORO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,1,0,1,0,1
MOROCHATA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,0,1,0,1,1
OCURI,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,3,6,3,6,9
OKINAWA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,7,12,7,12,19
OMEREQUE,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,4,5,4,5,9
ORURO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,240,233,240,233,473
PADCAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,2,2,2,2,4
PADILLA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,48,7,48,7,55
PAILON,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,4,6,4,6,10
PALCA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,2,11,2,11,13
PALOS BLANCOS,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,14,9,14,9,23
PAMPA AULLAGAS,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,1,4,1,4,5
PAPEL PAMPA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,16,16,16,16,32
PASORAPA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,4,1,4,1,5
PATACAMAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,70,6,70,6,76
PAZÑA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,5,7,5,7,12
PELECHUCO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,1,2,1,2,3
POCOATA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,2,3,2,3,5
POCONA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,4,9,4,9,13
POJO (CBBA),atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,2,2,2,2,4
POOPO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,13,12,13,12,25
PORCO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,0,7,0,7,7
POROMA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,3,1,3,1,4
PORONGO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,3,3,3,3,6
PORTACHUELO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,10,4,10,4,14
PORVENIR,atencion odontologica,consultas nuevas de 60 anos y mas,2012-08-01,8,5,8,5,13
