,group,variable,month,TOTAL PENTAVALENTE 3RA DOSIS DENTRO,TOTAL PENTAVALENTE 3RA DOSIS DENTRO,TOTAL PENTAVALENTE 3RA DOSIS FUERA,TOTAL PENTAVALENTE 3RA DOSIS FUERA,TOTALES,TOTALES,TOTALES
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-06-01,1,4,0,0,1,4,5
HUANUNI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-06-01,0,1,0,0,0,1,1
ICHOCA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-06-01,0,1,0,0,0,1,1
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-06-01,0,1,0,0,0,1,1
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-06-01,1,1,0,1,1,2,3
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-06-01,0,1,0,0,0,1,1
LA PAZ,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-06-01,10,11,0,0,10,11,21
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-06-01,0,1,0,0,0,1,1
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-06-01,5,2,0,1,5,3,8
MONTERO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-06-01,3,7,2,1,5,8,13
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-06-01,0,0,1,0,1,0,1
ORURO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-06-01,10,7,0,1,10,8,18
PAILON,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-06-01,1,0,0,0,1,0,1
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-06-01,1,0,0,0,1,0,1
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-06-01,0,1,0,0,0,1,1
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-06-01,1,1,0,0,1,1,2
POTOSI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-06-01,8,14,1,2,9,16,25
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-06-01,0,1,0,0,0,1,1
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-06-01,0,1,0,0,0,1,1
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-06-01,0,2,0,0,0,2,2
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-06-01,4,3,1,2,5,5,10
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-06-01,3,2,4,3,7,5,12
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-06-01,1,4,0,0,1,4,5
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-06-01,0,1,1,0,1,1,2
SACABA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-06-01,8,4,0,1,8,5,13
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-06-01,1,0,0,0,1,0,1
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-06-01,1,1,0,0,1,1,2
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-06-01,2,0,2,0,4,0,4
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-06-01,17,19,0,1,17,20,37
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-06-01,3,2,1,1,4,3,7
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-06-01,1,1,0,0,1,1,2
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-06-01,0,1,0,0,0,1,1
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-06-01,0,0,1,0,1,0,1
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-06-01,0,1,0,0,0,1,1
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-06-01,1,3,1,1,2,4,6
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-06-01,34,30,5,11,39,41,80
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-06-01,1,0,0,1,1,1,2
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-06-01,1,0,0,0,1,0,1
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-06-01,0,2,0,0,0,2,2
SICAYA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-06-01,0,1,0,0,0,1,1
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-06-01,1,2,0,1,1,3,4
SUCRE,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-06-01,2,4,0,0,2,4,6
TARIJA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-06-01,0,5,0,1,0,6,6
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-06-01,2,0,1,0,3,0,3
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-06-01,0,0,0,1,0,1,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-06-01,1,1,0,0,1,1,2
UYUNI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-06-01,2,0,0,0,2,0,2
VIACHA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-06-01,0,0,1,1,1,1,2
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-06-01,2,0,0,0,2,0,2
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-06-01,2,1,1,0,3,1,4
VILLAZON,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-06-01,0,1,0,0,0,1,1
VINTO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-06-01,2,0,0,0,2,0,2
WARNES,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-06-01,3,0,0,0,3,0,3
YACUIBA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-06-01,0,0,1,2,1,2,3
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-07-01,1,1,0,0,1,1,2
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-07-01,1,1,1,0,2,1,3
ARQUE,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-07-01,1,0,0,0,1,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-07-01,2,1,0,0,2,1,3
ATOCHA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-07-01,2,0,0,0,2,0,2
AYATA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-07-01,1,0,0,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-07-01,0,0,0,1,0,1,1
BERMEJO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-07-01,2,0,0,0,2,0,2
CABEZAS,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-07-01,1,0,0,0,1,0,1
CAIROMA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-07-01,0,0,0,1,0,1,1
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-07-01,1,0,0,0,1,0,1
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-07-01,0,0,0,1,0,1,1
CARANAVI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-07-01,1,1,0,0,1,1,2
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-07-01,0,1,0,0,0,1,1
CHIMORE,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-07-01,0,0,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-07-01,6,2,0,0,6,2,8
COBIJA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-07-01,1,1,1,0,2,1,3
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-07-01,11,11,1,0,12,11,23
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-07-01,0,1,0,0,0,1,1
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-07-01,0,1,0,0,0,1,1
COLLANA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-07-01,0,1,0,0,0,1,1
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-07-01,0,0,1,0,1,0,1
COMBAYA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-07-01,1,0,0,0,1,0,1
COPACABANA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-07-01,0,1,0,0,0,1,1
CORIPATA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-07-01,2,0,0,0,2,0,2
COTOCA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-07-01,2,3,0,0,2,3,5
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-07-01,1,0,0,0,1,0,1
EL ALTO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-07-01,17,11,4,8,21,19,40
EL TORNO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-07-01,0,2,0,0,0,2,2
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-07-01,3,3,0,0,3,3,6
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-07-01,0,1,0,0,0,1,1
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-07-01,1,3,1,1,2,4,6
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-07-01,0,0,1,0,1,0,1
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-07-01,0,0,2,0,2,0,2
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-07-01,1,2,0,0,1,2,3
LA PAZ,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-07-01,8,14,2,1,10,15,25
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-07-01,0,0,2,1,2,1,3
LORETO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-07-01,1,0,0,0,1,0,1
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-07-01,0,1,0,0,0,1,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-07-01,2,0,0,0,2,0,2
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-07-01,0,0,0,1,0,1,1
OKINAWA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-07-01,1,1,0,0,1,1,2
ORURO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-07-01,8,8,3,3,11,11,22
PAILON,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-07-01,1,0,0,1,1,1,2
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-07-01,1,0,0,0,1,0,1
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-07-01,1,0,0,0,1,0,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-07-01,4,0,0,0,4,0,4
PUCARANI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-07-01,2,0,1,0,3,0,3
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-07-01,0,1,0,0,0,1,1
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-07-01,0,1,1,0,1,1,2
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-07-01,3,3,0,1,3,4,7
PUNATA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-07-01,0,1,0,1,0,2,2
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-07-01,1,3,1,3,2,6,8
RAVELO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-07-01,3,4,1,0,4,4,8
REYES,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-07-01,0,0,1,1,1,1,2
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-07-01,3,1,0,0,3,1,4
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-07-01,0,1,0,0,0,1,1
SACABA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-07-01,3,3,0,1,3,4,7
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-07-01,0,1,0,0,0,1,1
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-07-01,6,5,0,0,6,5,11
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-07-01,1,1,0,0,1,1,2
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-07-01,2,1,2,3,4,4,8
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-07-01,3,3,0,0,3,3,6
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-07-01,3,0,0,0,3,0,3
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-07-01,1,0,0,0,1,0,1
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-07-01,0,1,0,0,0,1,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-07-01,0,0,0,2,0,2,2
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-07-01,0,0,1,2,1,2,3
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-07-01,0,1,0,0,0,1,1
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-07-01,0,1,0,0,0,1,1
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-07-01,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-07-01,49,42,3,6,52,48,100
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-07-01,0,0,1,1,1,1,2
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-07-01,0,1,0,0,0,1,1
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-07-01,0,0,1,0,1,0,1
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-07-01,0,1,0,0,0,1,1
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-07-01,0,0,0,1,0,1,1
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-07-01,0,2,0,1,0,3,3
SORATA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-07-01,1,2,0,0,1,2,3
SUCRE,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-07-01,0,2,1,0,1,2,3
TARIJA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-07-01,3,0,1,0,4,0,4
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-07-01,1,0,0,0,1,0,1
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-07-01,1,1,0,0,1,1,2
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-07-01,5,2,0,2,5,4,9
TURCO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-07-01,1,0,0,0,1,0,1
UYUNI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-07-01,0,1,0,0,0,1,1
VACAS,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-07-01,0,0,0,1,0,1,1
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-07-01,1,0,0,0,1,0,1
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-07-01,1,0,0,1,1,1,2
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-07-01,1,1,0,0,1,1,2
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-07-01,0,1,0,0,0,1,1
VILLAZON,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-07-01,0,1,0,0,0,1,1
VINTO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-07-01,1,1,0,1,1,2,3
WARNES,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-07-01,1,6,1,0,2,6,8
YACUIBA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-07-01,0,3,0,1,0,4,4
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-08-01,2,0,0,0,2,0,2
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-08-01,0,1,1,1,1,2,3
ATOCHA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-08-01,0,1,0,0,0,1,1
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-08-01,0,0,1,0,1,0,1
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-08-01,1,0,0,0,1,0,1
CAMARGO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-08-01,0,1,0,0,0,1,1
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-08-01,2,0,0,0,2,0,2
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-08-01,2,1,0,0,2,1,3
CARANAVI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-08-01,0,0,1,0,1,0,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-08-01,1,0,0,0,1,0,1
COBIJA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-08-01,0,1,3,0,3,1,4
COCAPATA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-08-01,0,0,0,2,0,2,2
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-08-01,11,18,0,1,11,19,30
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-08-01,3,2,2,1,5,3,8
COLOMI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-08-01,2,1,2,0,4,1,5
COMBAYA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-08-01,0,1,0,0,0,1,1
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-08-01,0,1,0,0,0,1,1
COTOCA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-08-01,1,2,0,0,1,2,3
EL ALTO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-08-01,18,15,7,7,25,22,47
EL TORNO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-08-01,0,1,1,0,1,1,2
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-08-01,1,0,0,0,1,0,1
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-08-01,1,3,0,0,1,3,4
HUANUNI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-08-01,0,1,0,1,0,2,2
HUATAJATA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-08-01,0,1,0,0,0,1,1
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-08-01,2,0,0,0,2,0,2
INGAVI (HUMAITA),vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-08-01,1,0,0,0,1,0,1
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-08-01,1,0,0,0,1,0,1
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-08-01,7,3,0,0,7,3,10
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-08-01,0,1,0,0,0,1,1
LA PAZ,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-08-01,8,9,0,0,8,9,17
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-08-01,0,0,0,1,0,1,1
MIZQUE,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-08-01,1,2,0,1,1,3,4
MONTERO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-08-01,3,2,0,0,3,2,5
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-08-01,0,0,2,0,2,0,2
ORURO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-08-01,10,12,5,2,15,14,29
PAILON,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-08-01,0,1,0,1,0,2,2
PALCA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-08-01,1,0,0,0,1,0,1
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-08-01,0,1,0,1,0,2,2
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-08-01,0,1,0,0,0,1,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-08-01,6,5,2,3,8,8,16
PUCARANI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-08-01,1,0,0,0,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-08-01,2,2,0,1,2,3,5
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-08-01,1,0,3,0,4,0,4
RAVELO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-08-01,0,0,2,0,2,0,2
REYES,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-08-01,3,0,0,0,3,0,3
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-08-01,1,2,1,0,2,2,4
SACABA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-08-01,2,1,1,0,3,1,4
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-08-01,0,0,0,1,0,1,1
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-08-01,5,4,3,5,8,9,17
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-08-01,3,3,0,0,3,3,6
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-08-01,1,1,0,0,1,1,2
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-08-01,2,0,0,0,2,0,2
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-08-01,0,0,5,7,5,7,12
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-08-01,1,0,0,0,1,0,1
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-08-01,0,0,2,0,2,0,2
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-08-01,0,1,0,0,0,1,1
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-08-01,0,1,0,0,0,1,1
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-08-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-08-01,60,64,8,4,68,68,136
SENA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-08-01,1,1,0,0,1,1,2
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-08-01,0,1,0,0,0,1,1
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-08-01,0,2,0,1,0,3,3
SUCRE,vacunaciones en ninos de 12 a 23 meses,total pentavalente 3ra dosis,2015-08-01,3,1,0,0,3,1,4
