municipality,group,variable,month,Pacientes contrareferidos al establecimiento,TOTAL
PAMPA GRANDE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,2,2
PAZÑA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,1,1
PELECHUCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,1,1
POCOATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,2,2
POCONA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,2,2
POOPO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,6,6
POROMA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,1,1
PORONGO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,1,1
PORTACHUELO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,2,2
POTOSI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,13,13
PRESTO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,3,3
PUERTO CARABUCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,1,1
PUERTO GONZALO MORENO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,2,2
PUERTO VILLARROEL,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,2,2
PUNA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,3,3
PUNATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,5,5
QUILLACOLLO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,79,79
QUIME,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,2,2
RAVELO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,6,6
RIBERALTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,59,59
ROBORE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,1,1
RURRENABAQUE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,1,1
SACABA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,19,19
SAIPINA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,2,2
SALINAS DE GARCI MENDOZA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,2,2
SAN ANDRES,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,2,2
SAN CARLOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,13,13
SAN JOSE DE CHIQUITOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,1,1
SAN JUAN DE YAPACANI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,1,1
SAN JULIAN,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,1,1
SAN LORENZO(PND),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,2,2
SAN LORENZO(TJA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,4,4
SAN LUCAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,42,42
SAN MIGUEL DE VELASCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,8,8
SAN PEDRO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,7,7
SAN PEDRO DE MACHA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,1,1
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,1138,1138
SANTIAGO DE HUARI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,1,1
SANTIAGO DE MACHACA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,1,1
SENA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,5,5
SHINAOTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,10,10
SIPE SIPE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,1,1
SOPACHUY,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,3,3
SORACACHI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,1,1
SUCRE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,499,499
TACOPAYA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,1,1
TARABUCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,1,1
TARATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,1,1
TARIJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,68,68
TARVITA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,1,1
TEOPONTE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,1,1
TIAHUANACU,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,3,3
TIQUIPAYA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,1,1
TOMINA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,6,6
TOTORA(ORR),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,1,1
TRINIDAD,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,581,581
TUPIZA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,115,115
URIONDO (A. CONCEPCION),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,1,1
UYUNI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,2,2
VALLEGRANDE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,1,1
VIACHA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,4,4
VILLA CHARCAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,4,4
VILLA MONTES,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,5,5
VILLA SERRANO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,8,8
VILLA TUNARI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,3,3
VILLAZON,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,11,11
VINTO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,2,2
WARNES,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,276,276
YACUIBA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,18,18
YAMPARAEZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,2,2
YAPACANI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,1,1
ZUDAÑEZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,3,3
ACHOCALLA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,0,0
AIQUILE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,6,6
ALCALA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,4,4
ANTEQUERA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,2,2
ASCENCION DE GUARAYOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,23,23
ATOCHA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,9,9
BERMEJO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,27,27
BETANZOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,3,3
BOYUIBE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,4,4
BUENA VISTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,15,15
CAIROMA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,2,2
"CAIZA ""D""",refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,2,2
CAJUATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,1,1
CAMATAQUI (C. VILLA ABECIA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,5,5
CAMIRI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,11,11
CARACOLLO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,5,5
CARAPARI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,2,2
CARIPUYO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,2,2
CARMEN RIVERO TORREZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,3,3
CHALLAPATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,10,10
CHUA COCANI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,2,2
COBIJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,31,31
COCAPATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,2,2
COCHABAMBA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,921,921
COLOMI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,1,1
COMARAPA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,4,4
COPACABANA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,1,1
CORIPATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,4,4
CORO CORO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,2,2
COROICO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,14,14
CORQUE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,2,2
COTAGAITA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,2,2
COTOCA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,14,14
CUATRO CAÑADAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,2,2
CUEVO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,1,1
CULPINA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,4,4
CURAHUARA DE CARANGAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,2,2
EL ALTO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,195,195
EL PUENTE(STC),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,1,1
EL PUENTE(TJA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,12,12
EL TORNO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,50,50
ENTRE RIOS TRJ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,4,4
ENTRE RIOS CBBA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,1,1
EUCALIPTUS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,1,1
FERNANDEZ ALONSO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,7,7
GENERAL SAAVEDRA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,4,4
GRAL. J.J. PEREZ (CHARAZANI),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,1,1
GUAYARAMERIN,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,193,193
GUTIERREZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,4,4
HUACAYA (VILLA DE HUACAYA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,2,2
HUACHACALLA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,1,1
HUANUNI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,8,8
ICLA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,2,2
INCAHUASI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,5,5
IXIAMAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,1,1
JESUS DE MACHACA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,1,1
LA GUARDIA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,6,6
LA PAZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,2036,2036
LAGUNILLAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,14,14
LICOMA PAMPA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,1,1
LLALLAGUA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,1,1
MACHACAMARCA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,3,3
MACHARETI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,3,3
MAIRANA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,7,7
MINEROS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,6,6
MOJOCOYA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,1,1
MONTEAGUDO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,1,1
MONTERO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,146,146
OCURI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,4,4
ORURO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,576,576
PADCAYA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,8,8
PADILLA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,2,2
PALOS BLANCOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,1,1
PAMPA GRANDE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,2,2
POCONA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,1,1
POOPO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,3,3
PORONGO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,1,1
PORTACHUELO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,2,2
POTOSI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,9,9
PRESTO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,2,2
PUCARANI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,1,1
PUERTO GONZALO MORENO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,4,4
PUERTO PEREZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,2,2
PUERTO RICO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,1,1
PUERTO VILLARROEL,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,3,3
PUNA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,2,2
PUNATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,6,6
QUILLACOLLO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,73,73
QUIME,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,2,2
RAQAYPAMPA(ETA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,1,1
RAVELO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,9,9
RIBERALTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,45,45
SACABA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,24,24
SAIPINA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,2,2
SAMAIPATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,1,1
SAN ANTONIO DE LOMERIO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,4,4
SAN BORJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,1,1
SAN BUENA VENTURA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,1,1
SAN CARLOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,26,26
SAN JAVIER(BNI),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,1,1
SAN JAVIER(STC),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,1,1
SAN JUAN DE YAPACANI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,2,2
SAN LORENZO(PND),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,1,1
SAN LORENZO(TJA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,5,5
SAN LUCAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,25,25
SAN MIGUEL DE VELASCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,4,4
SAN PEDRO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,4,4
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,1609,1609
SHINAOTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,11,11
SOPACHUY,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,1,1
SORATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,3,3
SUCRE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,172,172
TARABUCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,6,6
TARIJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,51,51
TARVITA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,1,1
TIAHUANACU,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,3,3
TINGUIPAYA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,1,1
TIQUIPAYA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,1,1
TOLEDO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,2,2
TOMINA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,1,1
TORO TORO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,1,1
TRINIDAD,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,90,90
TUPIZA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,112,112
URIONDO (A. CONCEPCION),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,1,1
UYUNI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,1,1
VIACHA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,9,9
VILLA CHARCAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,5,5
VILLA MONTES,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,16,16
VILLA SERRANO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,5,5
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,7,7
VILLAZON,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,1,1
VINTO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,4,4
WALDO BALLIVIAN,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,1,1
WARNES,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,309,309
YACUIBA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,10,10
YAMPARAEZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,2,2
YAPACANI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,1,1
ZUDAÑEZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-06-01,3,3
AIQUILE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-07-01,6,6
ALCALA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-07-01,5,5
ANTEQUERA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-07-01,9,9
ARBIETO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-07-01,1,1
ASCENCION DE GUARAYOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-07-01,33,33
ATOCHA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-07-01,7,7
BERMEJO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-07-01,47,47
BETANZOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-07-01,3,3
BOYUIBE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-07-01,4,4
BUENA VISTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-07-01,9,9
CABEZAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-07-01,1,1
"CAIZA ""D""",refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-07-01,2,2
CAMATAQUI (C. VILLA ABECIA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-07-01,7,7
CAMIRI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-07-01,10,10
CARACOLLO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-07-01,12,12
CARAPARI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-07-01,8,8
CARMEN RIVERO TORREZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-07-01,2,2
CHALLAPATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-07-01,10,10
CHARAGUA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-07-01,5,5
CHIMORE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-07-01,1,1
CHUA COCANI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-07-01,1,1
COBIJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-07-01,27,27
COCHABAMBA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-07-01,496,496
COLCAPIRHUA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-07-01,5,5
COLLANA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-07-01,1,1
COLPA BELGICA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-07-01,1,1
COMARAPA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-07-01,4,4
CONCEPCION,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-07-01,2,2
COPACABANA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-07-01,1,1
CORIPATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-07-01,3,3
COROICO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-07-01,10,10
COTAGAITA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-07-01,3,3
COTOCA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-07-01,60,60
CUATRO CAÑADAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-07-01,2,2
CULPINA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-07-01,2,2
EL ALTO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-07-01,290,290
EL PUENTE(STC),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-07-01,3,3
EL PUENTE(TJA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-07-01,5,5
EL TORNO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-07-01,44,44
EL VILLAR,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-07-01,2,2
ENTRE RIOS TRJ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-07-01,5,5
FERNANDEZ ALONSO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-07-01,3,3
GENERAL SAAVEDRA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-07-01,8,8
GUAYARAMERIN,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-07-01,183,183
GUTIERREZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-07-01,2,2
HUACAYA (VILLA DE HUACAYA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-07-01,4,4
HUANUNI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-07-01,21,21
HUATAJATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-07-01,1,1
HUAYLLAMARCA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-07-01,1,1
INCAHUASI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-07-01,7,7
JESUS DE MACHACA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-07-01,1,1
LA GUARDIA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-07-01,9,9
LA PAZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-07-01,2831,2831
LAGUNILLAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-07-01,10,10
LAJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-07-01,1,1
LAS CARRERAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-07-01,2,2
LICOMA PAMPA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-07-01,1,1
LLICA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-07-01,1,1
MACHACAMARCA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-07-01,1,1
MACHARETI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-07-01,2,2
MAIRANA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-07-01,13,13
MINEROS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-07-01,4,4
MOCOMOCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-07-01,2,2
MOJOCOYA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-07-01,1,1
MONTEAGUDO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-07-01,2,2
MONTERO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-07-01,111,111
OCURI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-07-01,2,2
OKINAWA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-07-01,1,1
ORURO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-07-01,546,546
PADCAYA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-07-01,4,4
PADILLA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-07-01,2,2
PALCA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-07-01,1,1
PALOS BLANCOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-07-01,1,1
PAMPA GRANDE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-07-01,1,1
POOPO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-07-01,4,4
PORTACHUELO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-07-01,1,1
POTOSI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-07-01,14,14
PRESTO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-07-01,1,1
PUCARANI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-07-01,1,1
