municipality,group,variable,month,Vacunaciones SRP fuera de servicio,TOTAL
YANACACHI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-06-01,2,2
YAPACANI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-06-01,62,62
YOCALLA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-06-01,11,11
YOTALA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-06-01,8,8
YUNCHARA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-06-01,7,7
ZUDAÑEZ,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-06-01,13,13
ACACIO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,16,16
ACHACACHI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,80,80
ACHOCALLA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,5,5
AIQUILE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,24,24
ALALAY,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,8,8
ALCALA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,5,5
ANCORAIMES,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,20,20
ANDAMARCA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,5,5
ANTEQUERA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,7,7
ANZALDO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,9,9
APOLO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,20,20
ARAMPAMPA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,8,8
ARANI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,4,4
ARBIETO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,19,19
ARQUE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,7,7
ASCENCION DE GUARAYOS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,4,4
ATOCHA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,5,5
AUCAPATA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,6,6
AYATA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,13,13
AYO AYO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,59,59
AZURDUY,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,16,16
BATALLAS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,17,17
BELEN DE ANDAMARCA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,2,2
BELEN DE URMIRI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,3,3
BERMEJO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,32,32
BETANZOS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,49,49
BOLIVAR,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,19,19
BOLPEBRA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,3,3
BOYUIBE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,4,4
BUENA VISTA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,33,33
CABEZAS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,12,12
CAIROMA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,22,22
"CAIZA ""D""",vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,19,19
CAJUATA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,2,2
CALACOTO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,7,7
CALAMARCA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,16,16
CAMARGO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,24,24
CAMATAQUI (C. VILLA ABECIA),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,1,1
CAMIRI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,3,3
CAPINOTA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,10,10
CAQUIAVIRI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,10,10
CARACOLLO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,43,43
CARANAVI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,103,103
CARAPARI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,6,6
CARIPUYO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,20,20
CARMEN RIVERO TORREZ,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,2,2
CATACORA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,1,1
CHALLAPATA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,63,63
CHAQUI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,13,13
CHARAGUA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,41,41
CHAYANTA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,12,12
CHIMORE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,6,6
CHULUMANI (V. DE LA LIBERTAD),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,9,9
CHUMA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,19,19
CLIZA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,8,8
COBIJA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,34,34
COCHABAMBA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,87,87
COLCAPIRHUA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,18,18
"COLCHA ""K""",vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,13,13
COLOMI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,22,22
COLPA BELGICA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,1,1
COLQUECHACA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,94,94
COLQUENCHA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,19,19
COLQUIRI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,51,51
COMARAPA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,14,14
COMBAYA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,2,2
CONCEPCION,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,7,7
COPACABANA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,15,15
CORIPATA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,26,26
CORO CORO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,2,2
COROICO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,13,13
CORQUE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,13,13
COTAGAITA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,32,32
COTOCA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,34,34
CUATRO CAÑADAS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,12,12
CUCHUMUELA (V. G. VILLARROEL),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,5,5
CUEVO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,6,6
CULPINA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,34,34
CURAHUARA DE CARANGAS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,5,5
CURVA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,3,3
DESAGUADERO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,4,4
EL ALTO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,131,131
EL CHORO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,7,7
EL PUENTE(TJA),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,4,4
EL TORNO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,8,8
ENTRE RIOS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,26,26
ENTRE RIOS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,28,28
EUCALIPTUS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,5,5
EXALTACION,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,5,5
FERNANDEZ ALONSO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,10,10
FILADELFIA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,11,11
GENERAL SAAVEDRA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,19,19
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,19,19
GUANAY,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,22,22
GUAQUI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,6,6
GUAYARAMERIN,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,47,47
GUTIERREZ,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,16,16
HUACARETA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,16,16
HUACAYA (VILLA DE HUACAYA),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,4,4
HUANUNI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,14,14
HUAYLLAMARCA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,9,9
ICHOCA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,10,10
ICLA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,3,3
INCAHUASI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,39,39
INGAVI (HUMAITA),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,3,3
INQUISIVI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,28,28
IRUPANA (VILLA DE LANZA),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,11,11
IXIAMAS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,12,12
JESUS DE MACHACA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,5,5
LA ASUNTA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,31,31
LA GUARDIA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,15,15
LA PAZ,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,151,151
LA RIVERA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,1,1
LAGUNILLAS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,11,11
LAJA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,24,24
LAS CARRERAS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,1,1
LICOMA PAMPA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,1,1
LLALLAGUA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,25,25
LORETO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,13,13
LURIBAY,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,14,14
MACHACAMARCA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,2,2
MACHARETI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,3,3
MAGDALENA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,22,22
MALLA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,3,3
MAPIRI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,9,9
MECAPACA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,15,15
MINEROS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,24,24
MIZQUE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,73,73
MOCOMOCO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,39,39
MOJOCOYA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,15,15
MONTEAGUDO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,9,9
MONTERO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,62,62
MORO MORO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,1,1
MOROCHATA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,60,60
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,5,5
OCURI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,51,51
OKINAWA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,25,25
OMEREQUE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,12,12
ORURO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,220,220
PADCAYA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,12,12
PADILLA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,12,12
PAILON,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,123,123
PALCA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,22,22
PALOS BLANCOS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,34,34
PAMPA AULLAGAS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,6,6
PAMPA GRANDE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,3,3
PAPEL PAMPA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,37,37
PASORAPA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,3,3
PATACAMAYA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,23,23
PAZÑA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,11,11
PELECHUCO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,10,10
POCOATA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,56,56
POCONA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,12,12
POJO (CBBA),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,29,29
POOPO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,6,6
PORCO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,4,4
POROMA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,32,32
PORONGO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,12,12
PORTACHUELO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,28,28
PORVENIR,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,4,4
POSTRER VALLE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,3,3
POTOSI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,53,53
PRESTO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,7,7
PUCARANI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,21,21
PUERTO ACOSTA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,46,46
PUERTO CARABUCO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,42,42
PUERTO GONZALO MORENO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,6,6
PUERTO PEREZ,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,5,5
PUERTO QUIJARRO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,20,20
PUERTO RICO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,8,8
PUERTO SUAREZ,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,7,7
PUERTO VILLARROEL,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,31,31
PUNA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,42,42
PUNATA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,9,9
QUIABAYA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,1,1
QUILLACOLLO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,32,32
QUIME,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,12,12
QUIRUSILLAS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,5,5
RAVELO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,44,44
REYES,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,2,2
RIBERALTA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,120,120
ROBORE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,12,12
RURRENABAQUE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,31,31
SABAYA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,4,4
SACABA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,73,73
SACABAMBA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,10,10
SACACA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,25,25
SAIPINA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,9,9
SALINAS DE GARCI MENDOZA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,12,12
SAMAIPATA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,14,14
SAN ANDRES,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,10,10
SAN ANDRES DE MACHACA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,4,4
SAN ANTONIO DE ESMORUCO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,2,2
SAN ANTONIO DE LOMERIO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,4,4
SAN BENITO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,11,11
SAN BORJA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,39,39
SAN BUENA VENTURA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,8,8
SAN CARLOS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,23,23
SAN IGNACIO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,5,5
SAN IGNACIO DE VELASCO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,26,26
SAN JAVIER(STC),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,3,3
SAN JOAQUIN,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,15,15
SAN JOSE DE CHIQUITOS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,1,1
SAN JUAN DE YAPACANI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,9,9
SAN JULIAN,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,81,81
SAN LORENZO(PND),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,11,11
SAN LORENZO(TJA),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,12,12
SAN LUCAS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,70,70
SAN MATIAS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,17,17
SAN MIGUEL DE VELASCO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,5,5
SAN PABLO DE LIPEZ,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,2,2
SAN PEDRO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,6,6
SAN PEDRO DE BUENA VISTA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,85,85
SAN PEDRO DE CURAHUARA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,14,14
SAN PEDRO DE QUEMES,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,1,1
SAN PEDRO DE TIQUINA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,4,4
SAN PEDRO(PND),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,3,3
SAN RAFAEL,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,1,1
SANTA ANA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,6,6
SANTA CRUZ DE LA SIERRA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,337,337
SANTA ROSA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,2,2
SANTA ROSA DEL SARA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,11,11
SANTIAGO DE CALLAPA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,4,4
SANTIAGO DE HUARI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2007-07-01,8,8
